location_id,location_name,location_type,location_type_label,state_name,disaster_name,disaster_agrn,payment_type_name,date_of_data,eligible_claims,ineligible_claims,finalised_claims,cancelled_claims,withdrawn_claims,onhand_claims,incoming_claims,total_received_claims,applications_received,dollars_granted,dollars_paid
34590,Logan,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,New Zealand Disaster recovery payment,2024-01-25,3278,1598,4876,3275,2884,<20,11035,11035,11035,4025800.00,4019800.00
34590,Logan,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,Non Profit Grant,2024-07-10,,,,,,,,,25,308281.00,308281.00
34590,Logan,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,Primary Producer Grants,2024-07-10,,,,,,,,,110,1767373.00,1767373.00
34590,Logan,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,Primary Producer Loans,2024-07-10,,,,,,,,,<20,108372.00,108372.00
34590,Logan,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,Small Business Grants,2024-07-10,,,,,,,,,235,1795991.00,1795991.00
34590,Logan,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,Small Business Loans,2024-07-10,,,,,,,,,<20,50000.00,50000.00
34590,Logan,LGA,Local Government Area,Queensland,AGRN 1020 - Southern Queensland Flooding (6-20 May 2022),1020,Small Business Grants,2024-07-10,,,,,,,,,<20,<20000.00,<20000.00
34590,Logan,LGA,Local Government Area,Queensland,"AGRN 1088 - Tropical Cyclone Jasper, associated rainfall and flooding (13 - 28 December 2023)",1088,Small Business Grants,2024-07-10,,,,,,,,,<20,<20000.00,<20000.00
34590,Logan,LGA,Local Government Area,Queensland,AGRN 1094 - South East Queensland Severe Storms and Rainfall (commencing 24 December 2023),1094,Disaster Recovery Allowance,2024-07-25,92,95,187,<20,36,<20,223,223,223,415686.66,415686.66
34590,Logan,LGA,Local Government Area,Queensland,AGRN 1094 - South East Queensland Severe Storms and Rainfall (commencing 24 December 2023),1094,New Zealand disaster recovery allowance,2024-05-07,<20,<20,21,<20,<20,<20,30,30,30,23577.62,23577.62
34590,Logan,LGA,Local Government Area,Queensland,AGRN 1094 - South East Queensland Severe Storms and Rainfall (commencing 24 December 2023),1094,Non Profit Grant,2024-07-10,,,,,,,,,<20,24847.00,24847.00
34590,Logan,LGA,Local Government Area,Queensland,AGRN 1094 - South East Queensland Severe Storms and Rainfall (commencing 24 December 2023),1094,Primary Producer Grants,2024-07-10,,,,,,,,,<20,105020.00,105020.00
34590,Logan,LGA,Local Government Area,Queensland,AGRN 1094 - South East Queensland Severe Storms and Rainfall (commencing 24 December 2023),1094,Small Business Grants,2024-07-10,,,,,,,,,35,235691.00,235691.00
34590,Logan,LGA,Local Government Area,Queensland,AGRN 1094 - South East Queensland Severe Storms and Rainfall (commencing 24 December 2023),1094,Small Business Loans,2024-07-10,,,,,,,,,<20,93695.00,93695.00
34590,Logan,LGA,Local Government Area,Queensland,AGRN 1195 - QLD - Tropical Cyclone Alfred and associated rainfall and flooding (1-16 March 2025),1195,Disaster Recovery Allowance,2026-04-16,4383,3157,7540,29,1603,<20,9173,9173,9172,20008350.31,20002304.13
34590,Logan,LGA,Local Government Area,Queensland,AGRN 1195 - QLD - Tropical Cyclone Alfred and associated rainfall and flooding (1-16 March 2025),1195,Disaster Recovery Payment,2026-04-09,39546,39234,78780,124,9514,<20,88418,88418,88418,46976100.00,46958293.36
34590,Logan,LGA,Local Government Area,Queensland,AGRN 1195 - QLD - Tropical Cyclone Alfred and associated rainfall and flooding (1-16 March 2025),1195,New Zealand disaster recovery allowance,2026-03-02,126,661,787,<20,<20,<20,795,795,795,610370.14,609655.24
34590,Logan,LGA,Local Government Area,Queensland,AGRN 1195 - QLD - Tropical Cyclone Alfred and associated rainfall and flooding (1-16 March 2025),1195,New Zealand Disaster recovery payment,2026-04-16,1754,2234,3988,<20,527,<20,4531,4531,4530,2291400.00,2289400.00
34590,Logan,LGA,Local Government Area,Queensland,AGRN 961 - Southern Queensland Severe Weather (20-31 March 2021),961,Primary Producer Grants,2022-08-22,,,,,,,,,<20,<20000.00,<20000.00
34590,Logan,LGA,Local Government Area,Queensland,"AGRN 986 - QLD - Central, Southern and Western Queensland Rainfall and Flooding (10 Nov - 3 Dec 2021)",986,Primary Producer Grants,2024-07-10,,,,,,,,,<20,<20000.00,<20000.00
34590,Logan,LGA,Local Government Area,Queensland,AGRN 994 - QLD - Ex Tropical Cyclone Seth (7-10 January 2022),994,Small Business Grants,2024-02-14,,,,,,,,,<20,<20000.00,<20000.00
34710,Longreach,LGA,Local Government Area,Queensland,AGRN 1174 - North and Far North Tropical Low: (29 January 2025 - 28 February),1174,Disaster Recovery Allowance,2025-04-13,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20000.00,<20000.00
34710,Longreach,LGA,Local Government Area,Queensland,AGRN 1202 - Western Queensland Surface Trough Associated Rainfall and Flooding (21 March - 19 May 2025),1202,Disaster Recovery Allowance,2025-10-13,23,<20,40,<20,<20,<20,42,42,42,108584.41,108584.41
34710,Longreach,LGA,Local Government Area,Queensland,AGRN 1202 - Western Queensland Surface Trough Associated Rainfall and Flooding (21 March - 19 May 2025),1202,Disaster Recovery Payment,2025-10-21,504,237,741,<20,54,<20,802,802,802,561800.00,560800.00
34710,Longreach,LGA,Local Government Area,Queensland,AGRN 1202 - Western Queensland Surface Trough Associated Rainfall and Flooding (21 March - 19 May 2025),1202,New Zealand disaster recovery allowance,2026-01-07,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20000.00,<20000.00
34710,Longreach,LGA,Local Government Area,Queensland,AGRN 1202 - Western Queensland Surface Trough Associated Rainfall and Flooding (21 March - 19 May 2025),1202,New Zealand Disaster recovery payment,2025-08-04,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20000.00,<20000.00
34710,Longreach,LGA,Local Government Area,Queensland,North and Far North Queensland Monsoon Trough: from 25 January 2019,840,Primary Producer Grants,2021-09-30,,,,,,,,,,75000.00,75000.00
34770,Mackay,LGA,Local Government Area,Queensland,"AGRN 1243 - Queensland Monsoon Trough, Cyclone Koji, Cyclone Narelle and Severe Weather (commencing 24 December 2025)",1243,Disaster Recovery Allowance,2026-04-15,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20000.00,<20000.00
34770,Mackay,LGA,Local Government Area,Queensland,"AGRN 1243 - Queensland Monsoon Trough, Cyclone Koji, Cyclone Narelle and Severe Weather (commencing 24 December 2025)",1243,New Zealand disaster recovery allowance,2026-03-04,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20000.00,<20000.00
34800,McKinlay,LGA,Local Government Area,Queensland,"AGRN 1088 - Tropical Cyclone Jasper, associated rainfall and flooding (13 - 28 December 2023)",1088,Small Business Grants,2024-07-10,,,,,,,,,<20,<20000.00,<20000.00
34800,McKinlay,LGA,Local Government Area,Queensland,AGRN 1174 - North and Far North Tropical Low: (29 January 2025 - 28 February),1174,Disaster Recovery Allowance,2025-05-29,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20000.00,<20000.00
34800,McKinlay,LGA,Local Government Area,Queensland,"AGRN 1243 - Queensland Monsoon Trough, Cyclone Koji, Cyclone Narelle and Severe Weather (commencing 24 December 2025)",1243,Disaster Recovery Allowance,2026-04-16,<20,<20,<20,<20,<20,<20,<20,<20,<20,47998.62,47998.62
34800,McKinlay,LGA,Local Government Area,Queensland,North and Far North Queensland Monsoon Trough: from 25 January 2019,840,Concessional Loans,2021-09-30,,,,,,,,,,734861.00,734861.00
34800,McKinlay,LGA,Local Government Area,Queensland,North and Far North Queensland Monsoon Trough: from 25 January 2019,840,Disaster Recovery Allowance,2019-09-11,<20,<20,<20,,,,,,<20,<20000.00,<20000.00
34800,McKinlay,LGA,Local Government Area,Queensland,North and Far North Queensland Monsoon Trough: from 25 January 2019,840,Disaster Recovery Payment,2019-08-28,161,<20,162,,,,,,162,182000.00,182000.00
34800,McKinlay,LGA,Local Government Area,Queensland,North and Far North Queensland Monsoon Trough: from 25 January 2019,840,New Zealand Disaster recovery payment,2019-02-15,<20,<20,<20,,,,,,<20,<20000.00,<20000.00
34800,McKinlay,LGA,Local Government Area,Queensland,North and Far North Queensland Monsoon Trough: from 25 January 2019,840,Primary Producer Grants,2021-09-30,,,,,,,,,,12466988.00,12466988.00
34800,McKinlay,LGA,Local Government Area,Queensland,North and Far North Queensland Monsoon Trough: from 25 January 2019,840,Small Business Grants,2021-09-30,,,,,,,,,,335016.00,335016.00
34860,Maranoa,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,Primary Producer Grants,2023-11-28,,,,,,,,,<20,<20000.00,<20000.00
34860,Maranoa,LGA,Local Government Area,Queensland,AGRN 1020 - Southern Queensland Flooding (6-20 May 2022),1020,Primary Producer Grants,2024-07-10,,,,,,,,,<20,35834.00,35834.00
34860,Maranoa,LGA,Local Government Area,Queensland,AGRN 1078 - Southern Queensland Bushfires (8 September - 7 November 2023),1078,Primary Producer Grants,2024-07-10,,,,,,,,,<20,75000.00,75000.00
34860,Maranoa,LGA,Local Government Area,Queensland,AGRN 1078 - Southern Queensland Bushfires (8 September - 7 November 2023),1078,Primary Producer Loans,2024-07-10,,,,,,,,,<20,250000.00,250000.00
34860,Maranoa,LGA,Local Government Area,Queensland,AGRN 1202 - Western Queensland Surface Trough Associated Rainfall and Flooding (21 March - 19 May 2025),1202,Disaster Recovery Allowance,2025-07-28,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20000.00,<20000.00
34860,Maranoa,LGA,Local Government Area,Queensland,"AGRN 986 - QLD - Central, Southern and Western Queensland Rainfall and Flooding (10 Nov - 3 Dec 2021)",986,Primary Producer Grants,2024-07-10,,,,,,,,,<20,50000.00,50000.00
34880,Mareeba,LGA,Local Government Area,Queensland,"AGRN 1088 - Tropical Cyclone Jasper, associated rainfall and flooding (13 - 28 December 2023)",1088,Disaster Recovery Allowance,2024-09-23,239,113,352,<20,33,<20,389,389,389,1053804.26,1053804.26
34880,Mareeba,LGA,Local Government Area,Queensland,"AGRN 1088 - Tropical Cyclone Jasper, associated rainfall and flooding (13 - 28 December 2023)",1088,Disaster Recovery Payment,2024-07-22,2908,2850,5758,<20,592,<20,6368,6368,6368,3373200.00,3371200.00
34880,Mareeba,LGA,Local Government Area,Queensland,"AGRN 1088 - Tropical Cyclone Jasper, associated rainfall and flooding (13 - 28 December 2023)",1088,New Zealand disaster recovery allowance,2024-05-17,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20000.00,<20000.00
34880,Mareeba,LGA,Local Government Area,Queensland,"AGRN 1088 - Tropical Cyclone Jasper, associated rainfall and flooding (13 - 28 December 2023)",1088,New Zealand Disaster recovery payment,2024-03-15,<20,22,28,<20,<20,<20,35,35,35,<20000.00,<20000.00
34880,Mareeba,LGA,Local Government Area,Queensland,"AGRN 1088 - Tropical Cyclone Jasper, associated rainfall and flooding (13 - 28 December 2023)",1088,Non Profit Grant,2024-07-10,,,,,,,,,<20,117631.00,117631.00
34880,Mareeba,LGA,Local Government Area,Queensland,"AGRN 1088 - Tropical Cyclone Jasper, associated rainfall and flooding (13 - 28 December 2023)",1088,Primary Producer Grants,2024-07-10,,,,,,,,,297,2734632.00,2734632.00
34880,Mareeba,LGA,Local Government Area,Queensland,"AGRN 1088 - Tropical Cyclone Jasper, associated rainfall and flooding (13 - 28 December 2023)",1088,Primary Producer Loans,2024-07-10,,,,,,,,,<20,325000.00,325000.00
34880,Mareeba,LGA,Local Government Area,Queensland,"AGRN 1088 - Tropical Cyclone Jasper, associated rainfall and flooding (13 - 28 December 2023)",1088,Small Business Grants,2024-07-10,,,,,,,,,73,400528.00,400528.00
34880,Mareeba,LGA,Local Government Area,Queensland,AGRN 956 - TC Niran and associated low pressure system (25 Feb - 3 March 2021),956,Primary Producer Grants,2022-08-22,,,,,,,,,49,665553.00,665553.00
34880,Mareeba,LGA,Local Government Area,Queensland,Queensland Bushfires: September - December 2019,909,Apple Grants,2021-02-03,,,,,,,,,<20,<20000.00,<20000.00
34880,Mareeba,LGA,Local Government Area,Queensland,Queensland Bushfires: September - December 2019,909,Concessional Loans,2021-12-31,,,,,,,,,<20,200000.00,200000.00
34880,Mareeba,LGA,Local Government Area,Queensland,Queensland Bushfires: September - December 2019,909,Primary Producer Grants,2021-12-16,,,,,,,,,<20,288059.00,288059.00
34880,Mareeba,LGA,Local Government Area,Queensland,Queensland Bushfires: September - December 2019,909,Wine Grape Smoke Taint Grants,2021-01-13,,,,,,,,,<20,<20000.00,<20000.00
35010,Moreton Bay,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,Disaster Recovery Allowance,2022-11-04,1932,678,2610,4487,1169,<20,8266,8266,8266,7176559.31,7173072.03
35010,Moreton Bay,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,Disaster Recovery Payment,2023-09-13,52960,14267,67227,23419,15883,<20,106529,106529,106529,61368558.60,61349758.60
35010,Moreton Bay,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,New Zealand disaster recovery allowance,2026-02-05,52,21,73,42,<20,<20,115,115,115,180180.73,180180.73
35010,Moreton Bay,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,New Zealand Disaster recovery payment,2022-11-21,1768,909,2677,1868,1317,<20,5862,5862,5862,2120800.00,2119800.00
35010,Moreton Bay,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,Non Profit Grant,2024-07-10,,,,,,,,,59,633051.00,633051.00
35010,Moreton Bay,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,Primary Producer Grants,2024-07-10,,,,,,,,,169,2406256.00,2406256.00
35010,Moreton Bay,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,Primary Producer Loans,2024-07-10,,,,,,,,,<20,<20000.00,<20000.00
35010,Moreton Bay,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,Small Business Grants,2024-07-10,,,,,,,,,270,2242615.00,2242615.00
35010,Moreton Bay,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,Small Business Loans,2024-07-10,,,,,,,,,<20,354181.00,354181.00
35010,Moreton Bay,LGA,Local Government Area,Queensland,AGRN 1020 - Southern Queensland Flooding (6-20 May 2022),1020,Small Business Grants,2024-07-10,,,,,,,,,<20,<20000.00,<20000.00
35010,Moreton Bay,LGA,Local Government Area,Queensland,AGRN 1046 - Northern and Central Queensland Monsoon and flooding (20 Dec 2022 - March 2023),1046,Non Profit Grant,2024-07-10,,,,,,,,,<20,<20000.00,<20000.00
35010,Moreton Bay,LGA,Local Government Area,Queensland,AGRN 1094 - South East Queensland Severe Storms and Rainfall (commencing 24 December 2023),1094,Primary Producer Loans,2024-07-10,,,,,,,,,<20,150000.00,150000.00
35010,Moreton Bay,LGA,Local Government Area,Queensland,AGRN 1094 - South East Queensland Severe Storms and Rainfall (commencing 24 December 2023),1094,Small Business Grants,2024-07-10,,,,,,,,,<20,<20000.00,<20000.00
35010,Moreton Bay,LGA,Local Government Area,Queensland,AGRN 1195 - QLD - Tropical Cyclone Alfred and associated rainfall and flooding (1-16 March 2025),1195,Disaster Recovery Allowance,2026-03-12,3816,2315,6131,20,1098,<20,7249,7249,7249,17148782.42,17144800.81
35010,Moreton Bay,LGA,Local Government Area,Queensland,AGRN 1195 - QLD - Tropical Cyclone Alfred and associated rainfall and flooding (1-16 March 2025),1195,Disaster Recovery Payment,2026-04-09,26159,24823,50982,68,5563,<20,56613,56613,56613,30496000.00,30478363.13
35010,Moreton Bay,LGA,Local Government Area,Queensland,AGRN 1195 - QLD - Tropical Cyclone Alfred and associated rainfall and flooding (1-16 March 2025),1195,New Zealand disaster recovery allowance,2026-03-19,45,261,306,<20,<20,<20,314,314,314,216877.66,216877.66
35010,Moreton Bay,LGA,Local Government Area,Queensland,AGRN 1195 - QLD - Tropical Cyclone Alfred and associated rainfall and flooding (1-16 March 2025),1195,New Zealand Disaster recovery payment,2026-04-16,522,660,1182,<20,178,<20,1366,1366,1365,669000.00,668000.00
35010,Moreton Bay,LGA,Local Government Area,Queensland,"AGRN 986 - QLD - Central, Southern and Western Queensland Rainfall and Flooding (10 Nov - 3 Dec 2021)",986,Primary Producer Grants,2024-07-10,,,,,,,,,<20,<20000.00,<20000.00
35010,Moreton Bay,LGA,Local Government Area,Queensland,"AGRN 986 - QLD - Central, Southern and Western Queensland Rainfall and Flooding (10 Nov - 3 Dec 2021)",986,Small Business Grants,2024-07-10,,,,,,,,,<20,<20000.00,<20000.00
35250,Mornington,LGA,Local Government Area,Queensland,AGRN 1046 - Northern and Central Queensland Monsoon and flooding (20 Dec 2022 - March 2023),1046,Disaster Recovery Allowance,2023-05-25,<20,<20,<20,22,<20,<20,26,26,26,<20000.00,<20000.00
35300,Mount Isa,LGA,Local Government Area,Queensland,AGRN 1046 - Northern and Central Queensland Monsoon and flooding (20 Dec 2022 - March 2023),1046,Disaster Recovery Allowance,2023-08-28,<20,<20,27,37,30,<20,94,94,94,45461.23,45461.23
35300,Mount Isa,LGA,Local Government Area,Queensland,AGRN 1046 - Northern and Central Queensland Monsoon and flooding (20 Dec 2022 - March 2023),1046,Disaster Recovery Payment,2023-10-16,1368,976,2344,1002,1458,<20,4804,4804,4804,1738400.00,1739200.00
35300,Mount Isa,LGA,Local Government Area,Queensland,AGRN 1046 - Northern and Central Queensland Monsoon and flooding (20 Dec 2022 - March 2023),1046,New Zealand disaster recovery allowance,2023-08-18,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20000.00,<20000.00
35300,Mount Isa,LGA,Local Government Area,Queensland,AGRN 1046 - Northern and Central Queensland Monsoon and flooding (20 Dec 2022 - March 2023),1046,New Zealand Disaster recovery payment,2023-08-31,<20,<20,29,<20,<20,<20,63,63,63,<20000.00,<20000.00
35300,Mount Isa,LGA,Local Government Area,Queensland,AGRN 1046 - Northern and Central Queensland Monsoon and flooding (20 Dec 2022 - March 2023),1046,Non Profit Grant,2024-07-10,,,,,,,,,<20,47855.00,47855.00
35300,Mount Isa,LGA,Local Government Area,Queensland,AGRN 1046 - Northern and Central Queensland Monsoon and flooding (20 Dec 2022 - March 2023),1046,Primary Producer Grants,2024-07-10,,,,,,,,,<20,549527.00,549527.00
35300,Mount Isa,LGA,Local Government Area,Queensland,AGRN 1046 - Northern and Central Queensland Monsoon and flooding (20 Dec 2022 - March 2023),1046,Small Business Grants,2024-07-10,,,,,,,,,<20,<20000.00,<20000.00
35300,Mount Isa,LGA,Local Government Area,Queensland,AGRN 1202 - Western Queensland Surface Trough Associated Rainfall and Flooding (21 March - 19 May 2025),1202,Disaster Recovery Allowance,2025-06-02,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20000.00,<20000.00
35300,Mount Isa,LGA,Local Government Area,Queensland,"AGRN 1243 - Queensland Monsoon Trough, Cyclone Koji, Cyclone Narelle and Severe Weather (commencing 24 December 2025)",1243,Disaster Recovery Allowance,2026-04-16,31,47,78,<20,<20,<20,93,93,87,139758.86,139758.86
35300,Mount Isa,LGA,Local Government Area,Queensland,North and Far North Queensland Monsoon Trough: from 25 January 2019,840,Primary Producer Grants,2021-09-30,,,,,,,,,,<20000.00,<20000.00
35600,Murweh,LGA,Local Government Area,Queensland,AGRN 1020 - Southern Queensland Flooding (6-20 May 2022),1020,Primary Producer Grants,2023-11-28,,,,,,,,,<20,49676.00,49676.00
35600,Murweh,LGA,Local Government Area,Queensland,AGRN 1202 - Western Queensland Surface Trough Associated Rainfall and Flooding (21 March - 19 May 2025),1202,Disaster Recovery Allowance,2025-08-26,26,33,59,<20,<20,<20,65,65,65,121886.83,121886.83
35600,Murweh,LGA,Local Government Area,Queensland,AGRN 1202 - Western Queensland Surface Trough Associated Rainfall and Flooding (21 March - 19 May 2025),1202,Disaster Recovery Payment,2025-10-02,215,159,374,<20,75,<20,449,449,449,242000.00,242000.00
35600,Murweh,LGA,Local Government Area,Queensland,AGRN 1202 - Western Queensland Surface Trough Associated Rainfall and Flooding (21 March - 19 May 2025),1202,New Zealand Disaster recovery payment,2025-09-15,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20000.00,<20000.00
35670,Napranum,LGA,Local Government Area,Queensland,North and Far North Queensland Monsoon Trough: from 25 January 2019,840,Disaster Recovery Payment,2019-05-19,358,75,433,,,,,,433,444800.00,444800.00
35740,Noosa,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,Disaster Recovery Allowance,2022-10-03,303,107,410,652,100,<20,1162,1162,1162,1132877.18,1134047.78
35740,Noosa,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,Disaster Recovery Payment,2022-10-27,4819,1985,6804,2143,1064,<20,10011,10011,10011,5344600.00,5339600.00
35740,Noosa,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,New Zealand disaster recovery allowance,2022-08-19,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20000.00,<20000.00
35740,Noosa,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,New Zealand Disaster recovery payment,2022-10-02,62,52,114,95,53,<20,262,262,262,67600.00,67600.00
35740,Noosa,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,Non Profit Grant,2024-07-10,,,,,,,,,<20,162215.00,162215.00
35740,Noosa,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,Primary Producer Grants,2024-07-10,,,,,,,,,77,895260.00,895260.00
35740,Noosa,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,Primary Producer Loans,2024-07-10,,,,,,,,,<20,<20000.00,<20000.00
35740,Noosa,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,Small Business Grants,2024-07-10,,,,,,,,,71,519272.00,519272.00
35740,Noosa,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,Small Business Loans,2024-07-10,,,,,,,,,<20,133940.00,133940.00
35740,Noosa,LGA,Local Government Area,Queensland,AGRN 1020 - Southern Queensland Flooding (6-20 May 2022),1020,Primary Producer Grants,2024-07-10,,,,,,,,,<20,<20000.00,<20000.00
35740,Noosa,LGA,Local Government Area,Queensland,AGRN 1195 - QLD - Tropical Cyclone Alfred and associated rainfall and flooding (1-16 March 2025),1195,Disaster Recovery Allowance,2025-11-21,315,208,523,<20,39,<20,564,564,564,1429523.96,1429589.96
35740,Noosa,LGA,Local Government Area,Queensland,AGRN 1195 - QLD - Tropical Cyclone Alfred and associated rainfall and flooding (1-16 March 2025),1195,New Zealand disaster recovery allowance,2026-01-23,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20000.00,<20000.00
35740,Noosa,LGA,Local Government Area,Queensland,Queensland Bushfires: September - December 2019,909,Apple Grants,2021-02-03,,,,,,,,,<20,<20000.00,<20000.00
35740,Noosa,LGA,Local Government Area,Queensland,Queensland Bushfires: September - December 2019,909,Concessional Loans,2021-12-31,,,,,,,,,<20,<20000.00,<20000.00
35740,Noosa,LGA,Local Government Area,Queensland,Queensland Bushfires: September - December 2019,909,Disaster Recovery Allowance,2020-09-25,<20,<20,<20,,,,,,<20,<20000.00,<20000.00
35740,Noosa,LGA,Local Government Area,Queensland,Queensland Bushfires: September - December 2019,909,Disaster Recovery Payment,2021-02-04,153,29,182,,,,,,182,184600.00,184600.00
35740,Noosa,LGA,Local Government Area,Queensland,Queensland Bushfires: September - December 2019,909,Primary Producer Grants,2021-12-31,,,,,,,,,<20,<20000.00,<20000.00
35740,Noosa,LGA,Local Government Area,Queensland,Queensland Bushfires: September - December 2019,909,Wine Grape Smoke Taint Grants,2021-01-13,,,,,,,,,<20,<20000.00,<20000.00
35760,North Burnett,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,Disaster Recovery Allowance,2022-08-11,<20,<20,<20,<20,24,<20,52,52,52,<20000.00,<20000.00
35760,North Burnett,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,Disaster Recovery Payment,2022-09-26,620,181,801,326,328,<20,1455,1455,1455,736600.00,736600.00
35760,North Burnett,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,New Zealand Disaster recovery payment,2022-09-15,<20,<20,<20,<20,<20,<20,21,21,21,<20000.00,<20000.00
35760,North Burnett,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,Non Profit Grant,2024-07-10,,,,,,,,,<20,30421.00,30421.00
35760,North Burnett,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,Primary Producer Grants,2024-07-10,,,,,,,,,105,1278078.00,1278078.00
35760,North Burnett,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,Small Business Grants,2024-07-10,,,,,,,,,<20,44803.00,44803.00
35760,North Burnett,LGA,Local Government Area,Queensland,AGRN 1020 - Southern Queensland Flooding (6-20 May 2022),1020,Primary Producer Grants,2024-07-10,,,,,,,,,<20,<20000.00,<20000.00
35760,North Burnett,LGA,Local Government Area,Queensland,AGRN 1078 - Southern Queensland Bushfires (8 September - 7 November 2023),1078,Primary Producer Grants,2024-07-10,,,,,,,,,<20,281937.00,281937.00
35760,North Burnett,LGA,Local Government Area,Queensland,"AGRN 986 - QLD - Central, Southern and Western Queensland Rainfall and Flooding (10 Nov - 3 Dec 2021)",986,Primary Producer Grants,2024-07-10,,,,,,,,,<20,<20000.00,<20000.00
35760,North Burnett,LGA,Local Government Area,Queensland,AGRN 994 - QLD - Ex Tropical Cyclone Seth (7-10 January 2022),994,Non Profit Grant,2024-07-10,,,,,,,,,<20,<20000.00,<20000.00
35760,North Burnett,LGA,Local Government Area,Queensland,AGRN 994 - QLD - Ex Tropical Cyclone Seth (7-10 January 2022),994,Primary Producer Grants,2024-07-10,,,,,,,,,49,530681.00,530681.00
35760,North Burnett,LGA,Local Government Area,Queensland,AGRN 994 - QLD - Ex Tropical Cyclone Seth (7-10 January 2022),994,Small Business Grants,2024-07-10,,,,,,,,,<20,<20000.00,<20000.00
35760,North Burnett,LGA,Local Government Area,Queensland,Queensland Bushfires: September - December 2019,909,Apple Grants,2021-02-03,,,,,,,,,<20,<20000.00,<20000.00
35760,North Burnett,LGA,Local Government Area,Queensland,Queensland Bushfires: September - December 2019,909,Wine Grape Smoke Taint Grants,2021-01-13,,,,,,,,,<20,<20000.00,<20000.00
