region_code,sa2_code,sa2_name,sex,year,population,is_total_row
AW,41108,Richmond (SA),Persons,2036,19820,False
AW,48003,North Haven - Torrens Island,Persons,2016,14553,False
AW,48003,North Haven - Torrens Island,Persons,2021,14494,False
AW,48003,North Haven - Torrens Island,Persons,2026,14890,False
AW,48003,North Haven - Torrens Island,Persons,2031,15203,False
AW,48003,North Haven - Torrens Island,Persons,2036,15695,False
AW,48005,The Parks - Dry Creek South,Persons,2016,18960,False
AW,48005,The Parks - Dry Creek South,Persons,2021,19441,False
AW,48005,The Parks - Dry Creek South,Persons,2026,20284,False
AW,48005,The Parks - Dry Creek South,Persons,2031,20810,False
AW,48005,The Parks - Dry Creek South,Persons,2036,21546,False
AW,48007,West Beach - Adelaide Airport,Persons,2016,5118,False
AW,48007,West Beach - Adelaide Airport,Persons,2021,5222,False
AW,48007,West Beach - Adelaide Airport,Persons,2026,5327,False
AW,48007,West Beach - Adelaide Airport,Persons,2031,5457,False
AW,48007,West Beach - Adelaide Airport,Persons,2036,5644,False
AW,,TOTAL Adelaide - West,Persons,2016,233831,True
AW,,TOTAL Adelaide - West,Persons,2021,242425,True
AW,,TOTAL Adelaide - West,Persons,2026,253018,True
AW,,TOTAL Adelaide - West,Persons,2031,264390,True
AW,,TOTAL Adelaide - West,Persons,2036,276513,True
AH,41003,Adelaide Hills,Persons,2016,6914,False
AH,41003,Adelaide Hills,Persons,2021,6783,False
AH,41003,Adelaide Hills,Persons,2026,6695,False
AH,41003,Adelaide Hills,Persons,2031,6651,False
AH,41003,Adelaide Hills,Persons,2036,6648,False
AH,41004,Aldgate - Stirling,Persons,2016,17966,False
AH,41004,Aldgate - Stirling,Persons,2021,17839,False
AH,41004,Aldgate - Stirling,Persons,2026,17714,False
AH,41004,Aldgate - Stirling,Persons,2031,17652,False
AH,41004,Aldgate - Stirling,Persons,2036,17567,False
AH,41005,Hahndorf - Echunga,Persons,2016,4550,False
AH,41005,Hahndorf - Echunga,Persons,2021,4515,False
AH,41005,Hahndorf - Echunga,Persons,2026,4559,False
AH,41005,Hahndorf - Echunga,Persons,2031,4645,False
AH,41005,Hahndorf - Echunga,Persons,2036,4730,False
AH,41006,Lobethal - Woodside,Persons,2016,9101,False
AH,41006,Lobethal - Woodside,Persons,2021,9058,False
AH,41006,Lobethal - Woodside,Persons,2026,9049,False
AH,41006,Lobethal - Woodside,Persons,2031,9149,False
AH,41006,Lobethal - Woodside,Persons,2036,9264,False
AH,41007,Mount Barker,Persons,2016,17639,False
AH,41007,Mount Barker,Persons,2021,20217,False
AH,41007,Mount Barker,Persons,2026,22833,False
AH,41007,Mount Barker,Persons,2031,25649,False
AH,41007,Mount Barker,Persons,2036,28526,False
AH,41008,Mount Barker Region,Persons,2016,6341,False
AH,41008,Mount Barker Region,Persons,2021,6473,False
AH,41008,Mount Barker Region,Persons,2026,6716,False
AH,41008,Mount Barker Region,Persons,2031,6895,False
AH,41008,Mount Barker Region,Persons,2036,7118,False
AH,41009,Nairne,Persons,2016,5124,False
AH,41009,Nairne,Persons,2021,5496,False
AH,41009,Nairne,Persons,2026,5836,False
AH,41009,Nairne,Persons,2031,6097,False
AH,41009,Nairne,Persons,2036,6228,False
AH,41010,Uraidla - Summertown,Persons,2016,5529,False
AH,41010,Uraidla - Summertown,Persons,2021,5815,False
AH,41010,Uraidla - Summertown,Persons,2026,5987,False
AH,41010,Uraidla - Summertown,Persons,2031,5904,False
AH,41010,Uraidla - Summertown,Persons,2036,5852,False
AH,,TOTAL Adelaide Hills,Persons,2016,73164,True
AH,,TOTAL Adelaide Hills,Persons,2021,76195,True
AH,,TOTAL Adelaide Hills,Persons,2026,79390,True
AH,,TOTAL Adelaide Hills,Persons,2031,82642,True
AH,,TOTAL Adelaide Hills,Persons,2036,85932,True
BYMN,41110,Barossa - Angaston,Persons,2016,6266,False
BYMN,41110,Barossa - Angaston,Persons,2021,6514,False
BYMN,41110,Barossa - Angaston,Persons,2026,6817,False
BYMN,41110,Barossa - Angaston,Persons,2031,7087,False
BYMN,41110,Barossa - Angaston,Persons,2036,7315,False
BYMN,41111,Light,Persons,2016,9187,False
BYMN,41111,Light,Persons,2021,9650,False
BYMN,41111,Light,Persons,2026,10162,False
BYMN,41111,Light,Persons,2031,10668,False
BYMN,41111,Light,Persons,2036,11091,False
BYMN,41112,Lyndoch,Persons,2016,6318,False
BYMN,41112,Lyndoch,Persons,2021,6569,False
BYMN,41112,Lyndoch,Persons,2026,6786,False
BYMN,41112,Lyndoch,Persons,2031,7031,False
BYMN,41112,Lyndoch,Persons,2036,7237,False
BYMN,41113,Mallala,Persons,2016,3226,False
BYMN,41113,Mallala,Persons,2021,3324,False
BYMN,41113,Mallala,Persons,2026,3386,False
BYMN,41113,Mallala,Persons,2031,3478,False
BYMN,41113,Mallala,Persons,2036,3546,False
BYMN,41114,Nuriootpa,Persons,2016,6723,False
BYMN,41114,Nuriootpa,Persons,2021,7148,False
BYMN,41114,Nuriootpa,Persons,2026,7460,False
BYMN,41114,Nuriootpa,Persons,2031,7737,False
BYMN,41114,Nuriootpa,Persons,2036,7967,False
BYMN,41115,Tanunda,Persons,2016,4704,False
BYMN,41115,Tanunda,Persons,2021,4869,False
BYMN,41115,Tanunda,Persons,2026,5072,False
BYMN,41115,Tanunda,Persons,2031,5247,False
BYMN,41115,Tanunda,Persons,2036,5391,False
BYMN,41116,Clare,Persons,2016,4170,False
BYMN,41116,Clare,Persons,2021,4262,False
BYMN,41116,Clare,Persons,2026,4412,False
BYMN,41116,Clare,Persons,2031,4571,False
BYMN,41116,Clare,Persons,2036,4682,False
BYMN,41117,Gilbert Valley,Persons,2016,4991,False
BYMN,41117,Gilbert Valley,Persons,2021,5181,False
BYMN,41117,Gilbert Valley,Persons,2026,5350,False
BYMN,41117,Gilbert Valley,Persons,2031,5482,False
BYMN,41117,Gilbert Valley,Persons,2036,5597,False
BYMN,41118,Goyder,Persons,2016,4264,False
BYMN,41118,Goyder,Persons,2021,4259,False
BYMN,41118,Goyder,Persons,2026,4290,False
BYMN,41118,Goyder,Persons,2031,4301,False
BYMN,41118,Goyder,Persons,2036,4302,False
BYMN,41119,Wakefield - Barunga West,Persons,2016,9651,False
BYMN,41119,Wakefield - Barunga West,Persons,2021,9888,False
BYMN,41119,Wakefield - Barunga West,Persons,2026,10153,False
BYMN,41119,Wakefield - Barunga West,Persons,2031,10373,False
BYMN,41119,Wakefield - Barunga West,Persons,2036,10560,False
BYMN,41120,Jamestown,Persons,2016,4661,False
BYMN,41120,Jamestown,Persons,2021,4651,False
BYMN,41120,Jamestown,Persons,2026,4670,False
BYMN,41120,Jamestown,Persons,2031,4670,False
BYMN,41120,Jamestown,Persons,2036,4684,False
BYMN,41121,Peterborough - Mount Remarkable,Persons,2016,5506,False
BYMN,41121,Peterborough - Mount Remarkable,Persons,2021,5487,False
BYMN,41121,Peterborough - Mount Remarkable,Persons,2026,5498,False
BYMN,41121,Peterborough - Mount Remarkable,Persons,2031,5498,False
BYMN,41121,Peterborough - Mount Remarkable,Persons,2036,5479,False
BYMN,41122,Port Pirie,Persons,2016,14347,False
BYMN,41122,Port Pirie,Persons,2021,14422,False
BYMN,41122,Port Pirie,Persons,2026,14524,False
BYMN,41122,Port Pirie,Persons,2031,14576,False
BYMN,41122,Port Pirie,Persons,2036,14590,False
BYMN,41123,Port Pirie Region,Persons,2016,3365,False
BYMN,41123,Port Pirie Region,Persons,2021,3415,False
BYMN,41123,Port Pirie Region,Persons,2026,3452,False
BYMN,41123,Port Pirie Region,Persons,2031,3468,False
BYMN,41123,Port Pirie Region,Persons,2036,3491,False
BYMN,41124,Kadina,Persons,2016,5416,False
BYMN,41124,Kadina,Persons,2021,5621,False
BYMN,41124,Kadina,Persons,2026,5840,False
BYMN,41124,Kadina,Persons,2031,6036,False
BYMN,41124,Kadina,Persons,2036,6200,False
BYMN,41125,Moonta,Persons,2016,4938,False
BYMN,41125,Moonta,Persons,2021,5369,False
BYMN,41125,Moonta,Persons,2026,5817,False
BYMN,41125,Moonta,Persons,2031,6232,False
BYMN,41125,Moonta,Persons,2036,6593,False
BYMN,41126,Wallaroo,Persons,2016,4123,False
BYMN,41126,Wallaroo,Persons,2021,4371,False
BYMN,41126,Wallaroo,Persons,2026,4648,False
BYMN,41126,Wallaroo,Persons,2031,4898,False
BYMN,41126,Wallaroo,Persons,2036,5107,False
BYMN,41127,Yorke Peninsula - North,Persons,2016,7261,False
BYMN,41127,Yorke Peninsula - North,Persons,2021,7395,False
BYMN,41127,Yorke Peninsula - North,Persons,2026,7556,False
BYMN,41127,Yorke Peninsula - North,Persons,2031,7695,False
BYMN,41127,Yorke Peninsula - North,Persons,2036,7815,False
BYMN,41128,Yorke Peninsula - South,Persons,2016,4030,False
BYMN,41128,Yorke Peninsula - South,Persons,2021,4017,False
BYMN,41128,Yorke Peninsula - South,Persons,2026,4042,False
BYMN,41128,Yorke Peninsula - South,Persons,2031,4060,False
BYMN,41128,Yorke Peninsula - South,Persons,2036,4063,False
BYMN,,TOTAL Barossa - Yorke - Mid North,Persons,2016,113147,True
BYMN,,TOTAL Barossa - Yorke - Mid North,Persons,2021,116410,True
BYMN,,TOTAL Barossa - Yorke - Mid North,Persons,2026,119934,True
BYMN,,TOTAL Barossa - Yorke - Mid North,Persons,2031,123108,True
BYMN,,TOTAL Barossa - Yorke - Mid North,Persons,2036,125709,True
FKI,41144,Goolwa - Port Elliot,Persons,2016,11435,False
FKI,41144,Goolwa - Port Elliot,Persons,2021,12098,False
FKI,41144,Goolwa - Port Elliot,Persons,2026,12831,False
FKI,41144,Goolwa - Port Elliot,Persons,2031,13488,False
FKI,41144,Goolwa - Port Elliot,Persons,2036,14112,False
FKI,41145,Kangaroo Island,Persons,2016,4836,False
FKI,41145,Kangaroo Island,Persons,2021,5094,False
FKI,41145,Kangaroo Island,Persons,2026,5338,False
FKI,41145,Kangaroo Island,Persons,2031,5561,False
FKI,41145,Kangaroo Island,Persons,2036,5777,False
FKI,41146,Strathalbyn,Persons,2016,7291,False
FKI,41146,Strathalbyn,Persons,2021,7908,False
FKI,41146,Strathalbyn,Persons,2026,8621,False
FKI,41146,Strathalbyn,Persons,2031,9295,False
FKI,41146,Strathalbyn,Persons,2036,9951,False
FKI,41147,Strathalbyn Region,Persons,2016,7546,False
FKI,41147,Strathalbyn Region,Persons,2021,8151,False
FKI,41147,Strathalbyn Region,Persons,2026,8796,False
FKI,41147,Strathalbyn Region,Persons,2031,9402,False
FKI,41147,Strathalbyn Region,Persons,2036,9982,False
FKI,41148,Victor Harbor,Persons,2016,14719,False
FKI,41148,Victor Harbor,Persons,2021,15707,False
FKI,41148,Victor Harbor,Persons,2026,16691,False
FKI,41148,Victor Harbor,Persons,2031,17620,False
FKI,41148,Victor Harbor,Persons,2036,18503,False
FKI,41149,Yankalilla,Persons,2016,5858,False
FKI,41149,Yankalilla,Persons,2021,6277,False
FKI,41149,Yankalilla,Persons,2026,6708,False
FKI,41149,Yankalilla,Persons,2031,7108,False
FKI,41149,Yankalilla,Persons,2036,7490,False
FKI,,TOTAL Fleurieu - Kangaroo Island,Persons,2016,51685,True
FKI,,TOTAL Fleurieu - Kangaroo Island,Persons,2021,55235,True
FKI,,TOTAL Fleurieu - Kangaroo Island,Persons,2026,58984,True
FKI,,TOTAL Fleurieu - Kangaroo Island,Persons,2031,62473,True
FKI,,TOTAL Fleurieu - Kangaroo Island,Persons,2036,65815,True
LC,41150,Grant,Persons,2016,5984,False
LC,41150,Grant,Persons,2021,6156,False
LC,41150,Grant,Persons,2026,6352,False
LC,41150,Grant,Persons,2031,6519,False
LC,41150,Grant,Persons,2036,6658,False
LC,41151,Kingston - Robe,Persons,2016,3828,False
LC,41151,Kingston - Robe,Persons,2021,3897,False
LC,41151,Kingston - Robe,Persons,2026,3954,False
LC,41151,Kingston - Robe,Persons,2031,4002,False
LC,41151,Kingston - Robe,Persons,2036,4041,False
LC,41152,Millicent,Persons,2016,5396,False
LC,41152,Millicent,Persons,2021,5378,False
LC,41152,Millicent,Persons,2026,5385,False
LC,41152,Millicent,Persons,2031,5380,False
LC,41152,Millicent,Persons,2036,5364,False
LC,41154,Naracoorte,Persons,2016,6208,False
LC,41154,Naracoorte,Persons,2021,6394,False
LC,41154,Naracoorte,Persons,2026,6560,False
LC,41154,Naracoorte,Persons,2031,6699,False
LC,41154,Naracoorte,Persons,2036,6811,False
LC,41155,Naracoorte Region,Persons,2016,2336,False
LC,41155,Naracoorte Region,Persons,2021,2330,False
LC,41155,Naracoorte Region,Persons,2026,2314,False
LC,41155,Naracoorte Region,Persons,2031,2295,False
LC,41155,Naracoorte Region,Persons,2036,2277,False
LC,41156,Penola,Persons,2016,3227,False
LC,41156,Penola,Persons,2021,3229,False
LC,41156,Penola,Persons,2026,3244,False
LC,41156,Penola,Persons,2031,3252,False
LC,41156,Penola,Persons,2036,3253,False
LC,41157,Tatiara,Persons,2016,6817,False
LC,41157,Tatiara,Persons,2021,6892,False
LC,41157,Tatiara,Persons,2026,6921,False
LC,41157,Tatiara,Persons,2031,6935,False
LC,41157,Tatiara,Persons,2036,6934,False
LC,41158,Wattle Range,Persons,2016,3361,False
LC,41158,Wattle Range,Persons,2021,3368,False
LC,41158,Wattle Range,Persons,2026,3397,False
LC,41158,Wattle Range,Persons,2031,3419,False
LC,41158,Wattle Range,Persons,2036,3434,False
LC,41173,Mount Gambier - East,Persons,2016,15110,False
LC,41173,Mount Gambier - East,Persons,2021,15440,False
LC,41173,Mount Gambier - East,Persons,2026,15825,False
LC,41173,Mount Gambier - East,Persons,2031,16148,False
LC,41173,Mount Gambier - East,Persons,2036,16413,False
LC,41174,Mount Gambier - West,Persons,2016,14422,False
LC,41174,Mount Gambier - West,Persons,2021,14760,False
LC,41174,Mount Gambier - West,Persons,2026,15133,False
LC,41174,Mount Gambier - West,Persons,2031,15447,False
LC,41174,Mount Gambier - West,Persons,2036,15704,False
LC,,TOTAL Limestone Coast,Persons,2016,66689,True
LC,,TOTAL Limestone Coast,Persons,2021,67843,True
LC,,TOTAL Limestone Coast,Persons,2026,69085,True
LC,,TOTAL Limestone Coast,Persons,2031,70097,True
LC,,TOTAL Limestone Coast,Persons,2036,70887,True
MM,41159,Barmera,Persons,2016,6671,False
MM,41159,Barmera,Persons,2021,6674,False
MM,41159,Barmera,Persons,2026,6690,False
MM,41159,Barmera,Persons,2031,6677,False
MM,41159,Barmera,Persons,2036,6639,False
MM,41160,Berri,Persons,2016,4211,False
MM,41160,Berri,Persons,2021,4216,False
MM,41160,Berri,Persons,2026,4221,False
MM,41160,Berri,Persons,2031,4213,False
MM,41160,Berri,Persons,2036,4190,False
MM,41161,Karoonda - Lameroo,Persons,2016,3096,False
MM,41161,Karoonda - Lameroo,Persons,2021,3087,False
MM,41161,Karoonda - Lameroo,Persons,2026,3087,False
MM,41161,Karoonda - Lameroo,Persons,2031,3070,False
MM,41161,Karoonda - Lameroo,Persons,2036,3039,False
MM,41162,Loxton,Persons,2016,5491,False
MM,41162,Loxton,Persons,2021,5659,False
MM,41162,Loxton,Persons,2026,5766,False
MM,41162,Loxton,Persons,2031,5848,False
MM,41162,Loxton,Persons,2036,5889,False
MM,41163,Loxton Region,Persons,2016,1735,False
MM,41163,Loxton Region,Persons,2021,1718,False
MM,41163,Loxton Region,Persons,2026,1695,False
MM,41163,Loxton Region,Persons,2031,1665,False
MM,41163,Loxton Region,Persons,2036,1629,False
MM,41164,Mannum,Persons,2016,6333,False
MM,41164,Mannum,Persons,2021,6535,False
MM,41164,Mannum,Persons,2026,6772,False
MM,41164,Mannum,Persons,2031,6967,False
MM,41164,Mannum,Persons,2036,7116,False
MM,41165,Murray Bridge,Persons,2016,18196,False
MM,41165,Murray Bridge,Persons,2021,19243,False
MM,41165,Murray Bridge,Persons,2026,20385,False
MM,41165,Murray Bridge,Persons,2031,21351,False
MM,41165,Murray Bridge,Persons,2036,22150,False
MM,41166,Murray Bridge Region,Persons,2016,3716,False
MM,41166,Murray Bridge Region,Persons,2021,3805,False
MM,41166,Murray Bridge Region,Persons,2026,3893,False
MM,41166,Murray Bridge Region,Persons,2031,3961,False
MM,41166,Murray Bridge Region,Persons,2036,4010,False
MM,41167,Renmark,Persons,2016,4820,False
MM,41167,Renmark,Persons,2021,4921,False
MM,41167,Renmark,Persons,2026,5039,False
MM,41167,Renmark,Persons,2031,5137,False
MM,41167,Renmark,Persons,2036,5184,False
MM,41168,Renmark Region,Persons,2016,4960,False
MM,41168,Renmark Region,Persons,2021,4990,False
MM,41168,Renmark Region,Persons,2026,5021,False
MM,41168,Renmark Region,Persons,2031,5026,False
MM,41168,Renmark Region,Persons,2036,5005,False
MM,41169,The Coorong,Persons,2016,5538,False
MM,41169,The Coorong,Persons,2021,5619,False
MM,41169,The Coorong,Persons,2026,5652,False
MM,41169,The Coorong,Persons,2031,5656,False
MM,41169,The Coorong,Persons,2036,5631,False
MM,41170,Waikerie,Persons,2016,6744,False
MM,41170,Waikerie,Persons,2021,6853,False
MM,41170,Waikerie,Persons,2026,6971,False
MM,41170,Waikerie,Persons,2031,7056,False
MM,41170,Waikerie,Persons,2036,7106,False
MM,,TOTAL Murray and Mallee,Persons,2016,71511,True
MM,,TOTAL Murray and Mallee,Persons,2021,73319,True
MM,,TOTAL Murray and Mallee,Persons,2026,75190,True
MM,,TOTAL Murray and Mallee,Persons,2031,76627,True
MM,,TOTAL Murray and Mallee,Persons,2036,77587,True
EPSW,41129,Ceduna,Persons,2016,2680,False
EPSW,41129,Ceduna,Persons,2021,2586,False
EPSW,41129,Ceduna,Persons,2026,2554,False
EPSW,41129,Ceduna,Persons,2031,2520,False
EPSW,41129,Ceduna,Persons,2036,2486,False
EPSW,41130,Eyre Peninsula,Persons,2016,6667,False
EPSW,41130,Eyre Peninsula,Persons,2021,6583,False
EPSW,41130,Eyre Peninsula,Persons,2026,6681,False
EPSW,41130,Eyre Peninsula,Persons,2031,6685,False
EPSW,41130,Eyre Peninsula,Persons,2036,6697,False
EPSW,41131,Kimba - Cleve - Franklin Harbour,Persons,2016,4360,False
EPSW,41131,Kimba - Cleve - Franklin Harbour,Persons,2021,4212,False
EPSW,41131,Kimba - Cleve - Franklin Harbour,Persons,2026,4154,False
EPSW,41131,Kimba - Cleve - Franklin Harbour,Persons,2031,4099,False
EPSW,41131,Kimba - Cleve - Franklin Harbour,Persons,2036,4043,False
EPSW,41132,Le Hunte - Elliston,Persons,2016,2317,False
EPSW,41132,Le Hunte - Elliston,Persons,2021,2251,False
EPSW,41132,Le Hunte - Elliston,Persons,2026,2217,False
EPSW,41132,Le Hunte - Elliston,Persons,2031,2180,False
EPSW,41132,Le Hunte - Elliston,Persons,2036,2144,False
EPSW,41133,Port Lincoln,Persons,2016,16198,False
EPSW,41133,Port Lincoln,Persons,2021,16297,False
EPSW,41133,Port Lincoln,Persons,2026,16360,False
EPSW,41133,Port Lincoln,Persons,2031,16474,False
EPSW,41133,Port Lincoln,Persons,2036,16598,False
EPSW,48008,West Coast (SA) - Western,Persons,2016,3761,False
EPSW,48008,West Coast (SA) - Western,Persons,2021,3731,False
EPSW,48008,West Coast (SA) - Western,Persons,2026,3714,False
EPSW,48008,West Coast (SA) - Western,Persons,2031,3738,False
EPSW,48008,West Coast (SA) - Western,Persons,2036,3750,False
EPSW,48009,Whyalla - Whyalla North,Persons,2016,22432,False
EPSW,48009,Whyalla - Whyalla North,Persons,2021,21976,False
EPSW,48009,Whyalla - Whyalla North,Persons,2026,22236,False
EPSW,48009,Whyalla - Whyalla North,Persons,2031,22440,False
EPSW,48009,Whyalla - Whyalla North,Persons,2036,22580,False
EPSW,,TOTAL Eyre Peninsula and South West,Persons,2016,58415,True
EPSW,,TOTAL Eyre Peninsula and South West,Persons,2021,57637,True
EPSW,,TOTAL Eyre Peninsula and South West,Persons,2026,57915,True
EPSW,,TOTAL Eyre Peninsula and South West,Persons,2031,58137,True
EPSW,,TOTAL Eyre Peninsula and South West,Persons,2036,58300,True
ONE,41138,APY Lands,Persons,2016,2498,False
ONE,41138,APY Lands,Persons,2021,2455,False
ONE,41138,APY Lands,Persons,2026,2556,False
ONE,41138,APY Lands,Persons,2031,2604,False
ONE,41138,APY Lands,Persons,2036,2646,False
ONE,41139,Coober Pedy,Persons,2016,1818,False
ONE,41139,Coober Pedy,Persons,2021,1775,False
ONE,41139,Coober Pedy,Persons,2026,1757,False
ONE,41139,Coober Pedy,Persons,2031,1731,False
ONE,41139,Coober Pedy,Persons,2036,1705,False
ONE,41140,Quorn - Lake Gilles,Persons,2016,2201,False
ONE,41140,Quorn - Lake Gilles,Persons,2021,2096,False
ONE,41140,Quorn - Lake Gilles,Persons,2026,2022,False
ONE,41140,Quorn - Lake Gilles,Persons,2031,1981,False
ONE,41140,Quorn - Lake Gilles,Persons,2036,1943,False
ONE,41141,Outback,Persons,2016,2712,False
ONE,41141,Outback,Persons,2021,2631,False
ONE,41141,Outback,Persons,2026,2596,False
ONE,41141,Outback,Persons,2031,2550,False
ONE,41141,Outback,Persons,2036,2503,False
ONE,41142,Port Augusta,Persons,2016,14053,False
ONE,41142,Port Augusta,Persons,2021,13907,False
ONE,41142,Port Augusta,Persons,2026,14104,False
ONE,41142,Port Augusta,Persons,2031,14240,False
ONE,41142,Port Augusta,Persons,2036,14358,False
ONE,41143,Roxby Downs,Persons,2016,4057,False
ONE,41143,Roxby Downs,Persons,2021,3933,False
ONE,41143,Roxby Downs,Persons,2026,3936,False
ONE,41143,Roxby Downs,Persons,2031,3924,False
ONE,41143,Roxby Downs,Persons,2036,3907,False
ONE,,TOTAL Outback - North and East,Persons,2016,27339,True
ONE,,TOTAL Outback - North and East,Persons,2021,26797,True
ONE,,TOTAL Outback - North and East,Persons,2026,26971,True
ONE,,TOTAL Outback - North and East,Persons,2031,27031,True
ONE,,TOTAL Outback - North and East,Persons,2036,27062,True
,,TOTAL SOUTH AUSTRALIA,Persons,2016,1712843,True
,,TOTAL SOUTH AUSTRALIA,Persons,2021,1778813,True
,,TOTAL SOUTH AUSTRALIA,Persons,2026,1851857,True
,,TOTAL SOUTH AUSTRALIA,Persons,2031,1921698,True
,,TOTAL SOUTH AUSTRALIA,Persons,2036,1986477,True
IM,41001,Adelaide,Males,2016,8555,False
IM,41001,Adelaide,Males,2021,10268,False
IM,41001,Adelaide,Males,2026,11394,False
IM,41001,Adelaide,Males,2031,12801,False
IM,41001,Adelaide,Males,2036,14402,False
IM,41002,North Adelaide,Males,2016,3554,False
IM,41002,North Adelaide,Males,2021,3530,False
IM,41002,North Adelaide,Males,2026,3625,False
IM,41002,North Adelaide,Males,2031,3747,False
IM,41002,North Adelaide,Males,2036,3846,False
IM,41011,Burnside - Wattle Park,Males,2016,9219,False
IM,41011,Burnside - Wattle Park,Males,2021,9266,False
IM,41011,Burnside - Wattle Park,Males,2026,9309,False
IM,41011,Burnside - Wattle Park,Males,2031,9402,False
IM,41011,Burnside - Wattle Park,Males,2036,9515,False
IM,41012,Glenside - Beaumont,Males,2016,4687,False
IM,41012,Glenside - Beaumont,Males,2021,4738,False
IM,41012,Glenside - Beaumont,Males,2026,4764,False
IM,41012,Glenside - Beaumont,Males,2031,4819,False
IM,41012,Glenside - Beaumont,Males,2036,4878,False
IM,41013,Toorak Gardens,Males,2016,7602,False
IM,41013,Toorak Gardens,Males,2021,7862,False
IM,41013,Toorak Gardens,Males,2026,8424,False
IM,41013,Toorak Gardens,Males,2031,8633,False
IM,41013,Toorak Gardens,Males,2036,8736,False
IM,41014,Athelstone,Males,2016,4674,False
IM,41014,Athelstone,Males,2021,4700,False
IM,41014,Athelstone,Males,2026,4765,False
IM,41014,Athelstone,Males,2031,4860,False
IM,41014,Athelstone,Males,2036,4969,False
IM,41015,Paradise - Newton,Males,2016,9783,False
IM,41015,Paradise - Newton,Males,2021,10154,False
IM,41015,Paradise - Newton,Males,2026,10583,False
IM,41015,Paradise - Newton,Males,2031,10967,False
IM,41015,Paradise - Newton,Males,2036,11280,False
IM,41016,Rostrevor - Magill,Males,2016,10688,False
IM,41016,Rostrevor - Magill,Males,2021,11183,False
IM,41016,Rostrevor - Magill,Males,2026,11579,False
IM,41016,Rostrevor - Magill,Males,2031,11964,False
IM,41016,Rostrevor - Magill,Males,2036,12297,False
IM,41017,Norwood (SA),Males,2016,5012,False
IM,41017,Norwood (SA),Males,2021,5397,False
IM,41017,Norwood (SA),Males,2026,5743,False
IM,41017,Norwood (SA),Males,2031,6042,False
IM,41017,Norwood (SA),Males,2036,6277,False
IM,41018,Payneham - Felixstow,Males,2016,5916,False
IM,41018,Payneham - Felixstow,Males,2021,6038,False
IM,41018,Payneham - Felixstow,Males,2026,6182,False
IM,41018,Payneham - Felixstow,Males,2031,6315,False
IM,41018,Payneham - Felixstow,Males,2036,6430,False
IM,41019,St Peters - Marden,Males,2016,6626,False
IM,41019,St Peters - Marden,Males,2021,6593,False
IM,41019,St Peters - Marden,Males,2026,6666,False
IM,41019,St Peters - Marden,Males,2031,6719,False
IM,41019,St Peters - Marden,Males,2036,6782,False
IM,41020,Nailsworth - Broadview,Males,2016,3104,False
IM,41020,Nailsworth - Broadview,Males,2021,3050,False
IM,41020,Nailsworth - Broadview,Males,2026,3101,False
IM,41020,Nailsworth - Broadview,Males,2031,3160,False
IM,41020,Nailsworth - Broadview,Males,2036,3210,False
IM,41021,Prospect,Males,2016,7538,False
IM,41021,Prospect,Males,2021,7627,False
IM,41021,Prospect,Males,2026,7879,False
IM,41021,Prospect,Males,2031,8114,False
IM,41021,Prospect,Males,2036,8337,False
IM,41022,Walkerville,Males,2016,3810,False
IM,41022,Walkerville,Males,2021,3882,False
IM,41022,Walkerville,Males,2026,4001,False
IM,41022,Walkerville,Males,2031,4098,False
IM,41022,Walkerville,Males,2036,4177,False
IM,41023,Goodwood - Millswood,Males,2016,8622,False
IM,41023,Goodwood - Millswood,Males,2021,8714,False
IM,41023,Goodwood - Millswood,Males,2026,8837,False
IM,41023,Goodwood - Millswood,Males,2031,9026,False
IM,41023,Goodwood - Millswood,Males,2036,9215,False
IM,41024,Unley - Parkside,Males,2016,9833,False
IM,41024,Unley - Parkside,Males,2021,9927,False
IM,41024,Unley - Parkside,Males,2026,10085,False
IM,41024,Unley - Parkside,Males,2031,10295,False
IM,41024,Unley - Parkside,Males,2036,10506,False
IM,,TOTAL Inner Metro,Males,2016,109223,True
IM,,TOTAL Inner Metro,Males,2021,112929,True
IM,,TOTAL Inner Metro,Males,2026,116938,True
IM,,TOTAL Inner Metro,Males,2031,120964,True
IM,,TOTAL Inner Metro,Males,2036,124856,True
AIN,41036,Enfield - Blair Athol,Males,2016,12351,False
AIN,41036,Enfield - Blair Athol,Males,2021,12845,False
AIN,41036,Enfield - Blair Athol,Males,2026,13601,False
AIN,41036,Enfield - Blair Athol,Males,2031,14277,False
AIN,41036,Enfield - Blair Athol,Males,2036,14758,False
AIN,41037,Northgate - Oakden - Gilles Plains,Males,2016,12642,False
AIN,41037,Northgate - Oakden - Gilles Plains,Males,2021,14014,False
AIN,41037,Northgate - Oakden - Gilles Plains,Males,2026,15261,False
AIN,41037,Northgate - Oakden - Gilles Plains,Males,2031,16420,False
AIN,41037,Northgate - Oakden - Gilles Plains,Males,2036,17381,False
AIN,41038,Windsor Gardens,Males,2016,10088,False
AIN,41038,Windsor Gardens,Males,2021,10761,False
AIN,41038,Windsor Gardens,Males,2026,11624,False
AIN,41038,Windsor Gardens,Males,2031,12276,False
AIN,41038,Windsor Gardens,Males,2036,12736,False
AIN,41040,Ingle Farm,Males,2016,7506,False
AIN,41040,Ingle Farm,Males,2021,7529,False
AIN,41040,Ingle Farm,Males,2026,7800,False
AIN,41040,Ingle Farm,Males,2031,8047,False
AIN,41040,Ingle Farm,Males,2036,8252,False
