scientific_name,common_name,current_scientific_name,threatened_status,act,nsw,nt,qld,sa,tas,vic,wa,aci_ashmore_cartier_islands,cki_cocos_keeling_islands,ci_christmas_island,csi_coral_sea_islands,jbt_jervis_bay_territory,nfi_norfolk_island,hmi_heard_mcdonald_islands,aat_australian_antarctic_territory,cma_commonwealth_marine_area,listed_sprat_taxon_id,current_sprat_taxon_id,kingdom,class,sprat_profile_url,date_extracted,nsl_name_url,family,genus,species,infraspecific_rank,infraspecies,species_author,infraspecies_author
Caladenia xanthochila,Yellow-lip Spider-orchid,-,Endangered,-,Yes,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,55509,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55509,2026-02-06,https://id.biodiversity.org.au/name/apni/117925,Orchidaceae,Caladenia,xanthochila,-,-,D.Beardsell  C.Beardsell,-
Caladenia xantholeuca,"White Rabbits, Flinders Ranges White Caladenia",-,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,55025,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55025,2026-02-06,https://id.biodiversity.org.au/name/apni/117386,Orchidaceae,Caladenia,xantholeuca,-,-,D.L.Jones,-
Calamanthus pyrrhopygius parkeri,Chestnut-rumped Heathwren (Mt Lofty Ranges),Hylacola pyrrhopygia parkeri,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,80826,67071,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=80826,2026-02-06,-,Acanthizidae,Calamanthus,pyrrhopygius,-,parkeri,-,"Schodde  Mason, 1999"
Calidris acuminata,Sharp-tailed Sandpiper,-,Vulnerable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-,Yes,-,-,Yes,-,-,Yes,874,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=874,2026-02-06,-,Scolopacidae,Calidris,acuminata,-,-,"(Horsfield,1821)",-
Calidris canutus,"Red Knot, Knot",-,Vulnerable,-,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-,Yes,Yes,-,Yes,-,-,Yes,855,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=855,2026-02-06,-,Scolopacidae,Calidris,canutus,-,-,"(Linnaeus, 1758)",-
Calidris ferruginea,Curlew Sandpiper,-,Critically Endangered,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-,Yes,-,Yes,-,-,-,Yes,856,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=856,2026-02-06,-,Scolopacidae,Calidris,ferruginea,-,-,"(Pontoppidan,1763)",-
Calidris tenuirostris,Great Knot,-,Vulnerable,-,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-,-,-,-,-,-,-,-,Yes,862,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=862,2026-02-06,-,Scolopacidae,Calidris,tenuirostris,-,-,"(Horsfield,1821)",-
Callocephalon fimbriatum,Gang-gang Cockatoo,-,Endangered,Yes,Yes,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,768,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=768,2026-02-06,-,Cacatuidae,Callocephalon,fimbriatum,-,-,"(Grant,1803)",-
Calochilus cupreus,Copper Beard Orchid,-,Critically Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,46998,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=46998,2026-02-06,https://id.biodiversity.org.au/name/apni/98986,Orchidaceae,Calochilus,cupreus,-,-,R.S.Rogers,-
Caloprymnus campestris,Desert Rat-kangaroo,-,Extinct,-,-,-,Yes,Yes,-,-,-,-,-,-,-,-,-,-,-,-,215,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=215,2026-02-06,-,Potoroidae,Caloprymnus,campestris,-,-,"(Gould, 1843)",-
Calyptorhynchus banksii graptogyne,South-eastern Red-tailed Black-Cockatoo,-,Endangered,-,-,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,25982,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=25982,2026-02-06,-,Cacatuidae,Calyptorhynchus,banksii,-,graptogyne,-,"Schodde, Saunders and Homberger,1989"
Calyptorhynchus lathami halmaturinus,"Kangaroo Island Glossy Black-Cockatoo, Glossy Black-Cockatoo (South Australian)",-,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,64436,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64436,2026-02-06,-,Cacatuidae,Calyptorhynchus,lathami,-,halmaturinus,-,"Mathews, 1912"
Carcharodon carcharias,"White Shark, Great White Shark",-,Vulnerable,-,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-,-,Yes,64470,-,Animalia,Chondrichthyes,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64470,2026-02-06,-,Lamnidae,Carcharodon,carcharias,-,-,"(Linnaeus, 1758)",-
Caretta caretta,Loggerhead Turtle,-,Endangered,-,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-,-,Yes,1763,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1763,2026-02-06,-,Cheloniidae,Caretta,caretta,-,-,"(Linnaeus,1758)",-
Cassinia rugata,"Wrinkled Cassinia, Wrinkled Dollybush",-,Vulnerable,-,-,-,-,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,-,21885,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21885,2026-02-06,https://id.biodiversity.org.au/name/apni/117237,Asteraceae,Cassinia,rugata,-,-,N.G.Walsh,-
Cassinia tegulata,Avenue Cassinia,-,Critically Endangered,-,-,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,81640,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81640,2026-02-06,https://id.biodiversity.org.au/name/apni/191719,Asteraceae,Cassinia,tegulata,-,-,Orchard,-
Centrophorus uyato,Little Gulper Shark,-,Conservation Dependent,-,Yes,-,-,Yes,Yes,Yes,Yes,-,-,-,-,-,-,-,-,Yes,68446,-,Animalia,Chondrichthyes,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=68446,2026-02-06,-,Centrophoridae,Centrophorus,uyato,-,-,"(Rafinesque, 1810)",-
Chaeropus ecaudatus,"Pig-footed Bandicoot, Kanjilpa, Wilalya",-,Extinct,-,Yes,Yes,Yes,Yes,-,Yes,Yes,-,-,-,-,-,-,-,-,-,297,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=297,2026-02-06,-,Peramelidae,Chaeropus,ecaudatus,-,-,"(Ogilby, 1838)",-
Chaeropus yirratji,"Yirratji, Northern Pig-footed Bandicoot",-,Extinct,-,-,Yes,Yes,Yes,-,-,Yes,-,-,-,-,-,-,-,-,-,90573,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=90573,2026-02-06,-,Peramelidae,Chaeropus,yirratji,-,-,Travouillon et al.  2019,-
Charadrius leschenaultii,"Greater Sand Plover, Large Sand Plover",-,Vulnerable,-,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-,-,-,-,-,Yes,877,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=877,2026-02-06,-,Charadriidae,Charadrius,leschenaultii,-,-,"Lesson, 1826",-
Charadrius mongolus,"Lesser Sand Plover, Mongolian Plover",-,Endangered,-,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-,-,-,-,-,-,-,-,Yes,879,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=879,2026-02-06,-,Charadriidae,Charadrius,mongolus,-,-,"Pallas,1776",-
Cheiranthera volubilis,Twining Finger-flower,-,Vulnerable,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,3125,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=3125,2026-02-06,https://id.biodiversity.org.au/name/apni/62823,Pittosporaceae,Cheiranthera,volubilis,-,-,Benth.,-
Chelonia mydas,Green Turtle,-,Vulnerable,-,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-,-,Yes,1765,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1765,2026-02-06,-,Cheloniidae,Chelonia,mydas,-,-,"(Linnaeus,1758)",-
Chlamydogobius gloveri,Dalhousie Goby,-,Critically Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,81508,-,Animalia,Actinopterygii,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81508,2026-02-06,-,Gobiidae,Chlamydogobius,gloveri,-,-,"Larson, 1995",-
Choretrum spicatum subsp. spicatum,Spiked Sour-bush,-,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,91273,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=91273,2026-02-06,https://id.biodiversity.org.au/name/apni/230283,Santalaceae,Choretrum,spicatum,subsp.,spicatum,F.Muell.,-
Cinclosoma punctatum anachoreta,"Mt Lofty Ranges Spotted Quail-thrush, Spotted Quail-thrush (Mt Lofty Ranges)",-,Critically Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,67099,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=67099,2026-02-06,-,Cinclosomatidae,Cinclosoma,punctatum,-,anachoreta,-,"Schodde  Mason, 1999"
Codonocarpus pyramidalis,"Slender Bell-fruit, Camel Poison",-,Vulnerable,-,Yes,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,19507,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=19507,2026-02-06,https://id.biodiversity.org.au/name/apni/72967,Gyrostemonaceae,Codonocarpus,pyramidalis,-,-,(F.Muell.) F.Muell.,-
Conilurus albipes,"White-footed Rabbit-rat, Parroo, White-footed Tree-rat",-,Extinct,-,Yes,-,Yes,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,131,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=131,2026-02-06,-,Muridae,Conilurus,albipes,-,-,"(Lichtenstein, 1829)",-
Correa calycina,Hindmarsh Correa,-,Vulnerable,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,7226,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=7226,2026-02-06,https://id.biodiversity.org.au/name/apni/80382,Rutaceae,Correa,calycina,-,-,J.M.Black,-
Correa eburnea,Deep Creek Correa,-,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,83820,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83820,2026-02-06,https://id.biodiversity.org.au/name/apni/162951,Rutaceae,Correa,eburnea,-,-,Paul G.Wilson,-
Corybas dentatus,"Toothed Helmet-orchid, Finniss Helmet-orchid",-,Vulnerable,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,55042,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55042,2026-02-06,https://id.biodiversity.org.au/name/apni/117403,Orchidaceae,Corybas,dentatus,-,-,D.L.Jones,-
Craterocephalus dalhousiensis,Dalhousie Hardyhead,-,Critically Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,81512,-,Animalia,Actinopterygii,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81512,2026-02-06,-,Atherinidae,Craterocephalus,dalhousiensis,-,-,"Ivantsoff and Glover, 1974",-
Craterocephalus fluviatilis,Murray Hardyhead,-,Endangered,-,Yes,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,56791,-,Animalia,Actinopterygii,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56791,2026-02-06,-,Atherinidae,Craterocephalus,fluviatilis,-,-,"McCulloch, 1912",-
Dasyuroides byrnei,"Kowari, brushy-tailed marsupial rat, Byrne's crest-tailed marsupial rat",-,Endangered,-,-,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,-,-,-,329,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=329,2026-02-06,-,Dasyuridae,Dasyuroides,byrnei,-,-,"Spencer,1896",-
Dasyurus geoffroii,"Chuditch, Western Quoll",-,Vulnerable,Yes,Yes,Yes,Yes,Yes,-,Yes,Yes,-,-,-,-,-,-,-,-,-,330,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=330,2026-02-06,-,Dasyuridae,Dasyurus,geoffroii,-,-,"Gould,1841",-
Dasyurus maculatus maculatus (SE mainland population),"Spot-tailed Quoll, Spotted-tail Quoll, Tiger Quoll (southeastern mainland population)",-,Endangered,Yes,Yes,-,Yes,Yes,-,Yes,-,-,-,-,-,Yes,-,-,-,-,75184,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=75184,2026-02-06,-,Dasyuridae,Dasyurus,maculatus,-,maculatus (SE mainland population),"(Kerr, 1792)",-
Dasyurus viverrinus,"Eastern Quoll, Luaner",-,Endangered,Yes,Yes,-,-,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,-,333,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=333,2026-02-06,-,Dasyuridae,Dasyurus,viverrinus,-,-,"(Shaw, 1800)",-
Delma impar,"Striped Legless Lizard, Striped Snake-lizard",-,Vulnerable,Yes,Yes,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,1649,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1649,2026-02-06,-,Pygopodidae,Delma,impar,-,-,"(Fischer,1882)",-
Dermochelys coriacea,"Leatherback Turtle, Leathery Turtle, Luth",-,Endangered,-,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-,-,Yes,1768,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1768,2026-02-06,-,Dermochelyidae,Dermochelys,coriacea,-,-,"Vandelli, 1761",-
Diomedea amsterdamensis,Amsterdam Albatross,-,Endangered,-,Yes,-,-,Yes,Yes,Yes,Yes,-,-,-,-,-,-,-,-,Yes,64405,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64405,2026-02-06,-,Diomedeidae,Diomedea,amsterdamensis,-,-,"Roux, Jouventin, Mougin, Stahl  Weimerskirch, 1983",-
Diomedea antipodensis,Antipodean Albatross,-,Vulnerable,-,Yes,-,Yes,Yes,Yes,Yes,Yes,-,-,-,-,Yes,Yes,-,-,Yes,64458,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64458,2026-02-06,-,Diomedeidae,Diomedea,antipodensis,-,-,"Robertson  Warham, 1992",-
Diomedea dabbenena,Tristan Albatross,-,Endangered,-,-,-,-,Yes,-,-,Yes,-,-,-,-,-,-,-,-,Yes,66471,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66471,2026-02-06,-,Diomedeidae,Diomedea,dabbenena,-,-,"Matthews, 1929",-
Diomedea epomophora,Southern Royal Albatross,-,Vulnerable,-,Yes,-,Yes,Yes,Yes,Yes,Yes,-,-,-,-,Yes,Yes,Yes,Yes,Yes,89221,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=89221,2026-02-06,-,Diomedeidae,Diomedea,epomophora,-,-,"Lesson, 1825",-
Diomedea exulans,Wandering Albatross,-,Vulnerable,-,Yes,-,Yes,Yes,Yes,Yes,Yes,-,-,-,-,Yes,Yes,Yes,Yes,Yes,89223,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=89223,2026-02-06,-,Diomedeidae,Diomedea,exulans,-,-,"Linnaeus,1758",-
Diomedea sanfordi,Northern Royal Albatross,-,Endangered,-,Yes,-,Yes,Yes,Yes,Yes,Yes,-,-,-,-,Yes,-,Yes,Yes,Yes,64456,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64456,2026-02-06,-,Diomedeidae,Diomedea,sanfordi,-,-,"Murphy, 1917",-
Dipodium campanulatum,Bell Flower Hyacinth Orchid,-,Endangered,-,-,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,55051,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55051,2026-02-06,https://id.biodiversity.org.au/name/apni/117414,Orchidaceae,Dipodium,campanulatum,-,-,D.L.Jones,-
Dodonaea procumbens,Trailing Hop-bush,-,Vulnerable,Yes,Yes,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,12149,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=12149,2026-02-06,https://id.biodiversity.org.au/name/apni/72333,Sapindaceae,Dodonaea,procumbens,-,-,F.Muell.,-
Dodonaea subglandulifera,Peep Hill Hop-bush,-,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,11956,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11956,2026-02-06,https://id.biodiversity.org.au/name/apni/72554,Sapindaceae,Dodonaea,subglandulifera,-,-,J.G.West,-
Dromaius baudinianus,Kangaroo Island Emu,Dromaius novaehollandiae baudinianus,Extinct,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,26183,91194,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26183,2026-02-06,-,Dromaiidae,Dromaius,baudinianus,-,-,"Parker, 1984",-
Eleocharis papillosa,Dwarf Desert Spike-rush,-,Vulnerable,-,-,Yes,-,Yes,-,-,Yes,-,-,-,-,-,-,-,-,-,2519,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2519,2026-02-06,https://id.biodiversity.org.au/name/apni/67207,Cyperaceae,Eleocharis,papillosa,-,-,Latz,-
Eriocaulon australasicum,"Austral Pipewort, Southern Pipewort",-,Endangered,-,Yes,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,7649,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=7649,2026-02-06,https://id.biodiversity.org.au/name/apni/73680,Eriocaulaceae,Eriocaulon,australasicum,-,-,(F.Muell.) Koern.,-
Eriocaulon carsonii,"Salt Pipewort, Button Grass",-,Endangered,-,Yes,-,Yes,Yes,-,-,-,-,-,-,-,-,-,-,-,-,10584,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=10584,2026-02-06,https://id.biodiversity.org.au/name/apni/88859,Eriocaulaceae,Eriocaulon,carsonii,-,-,F.Muell.,-
Euastacus bispinosus,"Glenelg Spiny Freshwater Crayfish, Pricklyback",-,Endangered,-,-,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,81552,-,Animalia,Malacostraca,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81552,2026-02-06,-,Parastacidae,Euastacus,bispinosus,-,-,"Clark, 1941",-
Eubalaena australis,Southern Right Whale,-,Endangered,-,Yes,-,Yes,Yes,Yes,Yes,Yes,-,-,-,-,Yes,Yes,Yes,Yes,Yes,40,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=40,2026-02-06,-,Balaenidae,Eubalaena,australis,-,-,"(Desmoulins, 1822)",-
Eucalyptus paludicola,"Mount Compass Swamp Gum, Fleurieu Swamp Gum, Marsh Gum",Eucalyptus x paludicola,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,64276,94622,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64276,2026-02-06,https://id.biodiversity.org.au/name/apni/119655,Myrtaceae,Eucalyptus,paludicola,-,-,D.Nicolle,-
Euphrasia collina subsp. muelleri,"Purple Eyebright, Mueller's Eyebright",-,Endangered,-,Yes,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,16151,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=16151,2026-02-06,https://id.biodiversity.org.au/name/apni/94074,Scrophulariaceae,Euphrasia,collina,subsp.,muelleri,-,(Wettst.) W.R.Barker
Euphrasia collina subsp. osbornii,Osborn's Eyebright,-,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,3684,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=3684,2026-02-06,https://id.biodiversity.org.au/name/apni/94126,Scrophulariaceae,Euphrasia,collina,subsp.,osbornii,-,W.R.Barker
Falco hypoleucos,Grey Falcon,-,Vulnerable,Yes,Yes,Yes,Yes,Yes,-,Yes,Yes,-,-,-,-,-,-,-,-,-,929,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=929,2026-02-06,-,Falconidae,Falco,hypoleucos,-,-,"Gould,1841",-
Frankenia plicata,-,-,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,4225,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=4225,2026-02-06,https://id.biodiversity.org.au/name/apni/58895,Frankeniaceae,Frankenia,plicata,-,-,Melville,-
Galaxias rostratus,"Flathead Galaxias, Beaked Minnow, Flat-headed Galaxias, Flat-headed Jollytail, Flat-headed Minnow",-,Critically Endangered,-,Yes,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,84745,-,Animalia,Actinopterygii,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=84745,2026-02-06,-,Galaxiidae,Galaxias,rostratus,-,-,"Klunzinger, 1872",-
Galeorhinus galeus,"Tope, Flake, Oil Shark, School Shark",-,Conservation Dependent,-,Yes,-,Yes,Yes,Yes,Yes,Yes,-,-,-,-,Yes,Yes,-,-,Yes,68453,-,Animalia,Chondrichthyes,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=68453,2026-02-06,-,Triakidae,Galeorhinus,galeus,-,-,"Linnaeus, 1758",-
Gallinago hardwickii,"Latham's Snipe, Japanese Snipe",-,Vulnerable,Yes,Yes,-,Yes,Yes,Yes,Yes,-,-,-,-,-,Yes,-,-,-,-,863,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=863,2026-02-06,-,Scolopacidae,Gallinago,hardwickii,-,-,"(Gray,1831)",-
Glycine latrobeana,"Clover Glycine, Purple Clover",-,Vulnerable,-,Yes,-,-,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,-,13910,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=13910,2026-02-06,https://id.biodiversity.org.au/name/apni/96309,Fabaceae,Glycine,latrobeana,-,-,(Meisn.) Benth.,-
Grantiella picta,Painted Honeyeater,-,Vulnerable,Yes,Yes,Yes,Yes,Yes,-,Yes,-,-,-,-,-,Yes,-,-,-,-,470,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=470,2026-02-06,-,Meliphagidae,Grantiella,picta,-,-,"(Gould,1838)",-
Grevillea treueriana,"Mt Finke Grevillea, Scarlet Grevillea",-,Vulnerable,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,18950,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=18950,2026-02-06,https://id.biodiversity.org.au/name/apni/67785,Proteaceae,Grevillea,treueriana,-,-,F.Muell.,-
Halobaena caerulea,Blue Petrel,-,Vulnerable,-,Yes,-,Yes,Yes,Yes,Yes,Yes,-,-,-,-,-,-,Yes,Yes,Yes,1059,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1059,2026-02-06,-,Procellariidae,Halobaena,caerulea,-,-,"(Gmelin,1789)",-
Haloragis exalata subsp. exalata,"Wingless Raspwort, Square Raspwort",-,Vulnerable,-,Yes,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,24636,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=24636,2026-02-06,https://id.biodiversity.org.au/name/apni/71364,Haloragaceae,Haloragis,exalata,subsp.,exalata,F.Muell.,-
Haloragis eyreana,Prickly Raspwort,-,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,8737,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=8737,2026-02-06,https://id.biodiversity.org.au/name/apni/71416,Haloragaceae,Haloragis,eyreana,-,-,Orchard,-
Hibbertia crispula,Ooldea Guinea-flower,-,Vulnerable,-,-,-,-,Yes,-,-,Yes,-,-,-,-,-,-,-,-,-,15222,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=15222,2026-02-06,https://id.biodiversity.org.au/name/apni/112080,Dilleniaceae,Hibbertia,crispula,-,-,J.Black,-
Hibbertia tenuis,Yundi Guinea-flower,-,Critically Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,76189,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=76189,2026-02-06,https://id.biodiversity.org.au/name/apni/171169,Dilleniaceae,Hibbertia,tenuis,-,-,Toelken,-
