source_table,breakdown,financial_year,category_1,category_2,column_category,count
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Assessment only,,Morphine,7
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Assessment only,,Buprenorphine,16
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Assessment only,,Heroin,60
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Assessment only,,Methadone,10
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Assessment only,,Oxycodone,9
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Assessment only,,Other opioids,9
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Assessment only,,Other analgesics,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Assessment only,,Alcohol,311
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Assessment only,,Benzodiazepines,12
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Assessment only,,Other sedatives and hypnotics,18
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Assessment only,,Methamphetamine,1163
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Assessment only,,Other amphetamines,185
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Assessment only,,Ecstasy (MDMA),61
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Assessment only,,Cocaine,46
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Assessment only,,Nicotine,631
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Assessment only,,Other stimulants and hallucinogens,1
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Assessment only,,Volatile solvents,2
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Assessment only,,Cannabis,514
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Assessment only,,Other,4
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Assessment only,,Not stated,34
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Assessment only,,Total,3101
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Support and case management,,Codeine,2
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Support and case management,,Morphine,2
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Support and case management,,Buprenorphine,5
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Support and case management,,Heroin,34
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Support and case management,,Methadone,8
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Support and case management,,Oxycodone,1
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Support and case management,,Other opioids,2
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Support and case management,,Other analgesics,5
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Support and case management,,Alcohol,233
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Support and case management,,Benzodiazepines,3
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Support and case management,,Other sedatives and hypnotics,1
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Support and case management,,Methamphetamine,251
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Support and case management,,Other amphetamines,33
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Support and case management,,Ecstasy (MDMA),0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Support and case management,,Cocaine,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Support and case management,,Nicotine,3
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Support and case management,,Other stimulants and hallucinogens,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Support and case management,,Volatile solvents,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Support and case management,,Cannabis,124
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Support and case management,,Other,4
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Support and case management,,Not stated,2
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Support and case management,,Total,713
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Rehabilitation,,Codeine,2
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Rehabilitation,,Morphine,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Rehabilitation,,Buprenorphine,3
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Rehabilitation,,Heroin,5
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Rehabilitation,,Methadone,3
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Rehabilitation,,Oxycodone,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Rehabilitation,,Other opioids,1
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Rehabilitation,,Other analgesics,1
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Rehabilitation,,Alcohol,135
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Rehabilitation,,Benzodiazepines,4
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Rehabilitation,,Other sedatives and hypnotics,1
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Rehabilitation,,Methamphetamine,131
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Rehabilitation,,Other amphetamines,52
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Rehabilitation,,Ecstasy (MDMA),0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Rehabilitation,,Cocaine,4
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Rehabilitation,,Nicotine,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Rehabilitation,,Other stimulants and hallucinogens,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Rehabilitation,,Volatile solvents,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Rehabilitation,,Cannabis,34
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Rehabilitation,,Other,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Rehabilitation,,Not stated,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Rehabilitation,,Total,376
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Pharmacotherapy,,Codeine,12
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Pharmacotherapy,,Morphine,19
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Pharmacotherapy,,Buprenorphine,43
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Pharmacotherapy,,Heroin,193
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Pharmacotherapy,,Methadone,35
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Pharmacotherapy,,Oxycodone,20
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Pharmacotherapy,,Other opioids,4
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Pharmacotherapy,,Other analgesics,1
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Pharmacotherapy,,Alcohol,7
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Pharmacotherapy,,Benzodiazepines,2
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Pharmacotherapy,,Other sedatives and hypnotics,1
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Pharmacotherapy,,Methamphetamine,5
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Pharmacotherapy,,Other amphetamines,7
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Pharmacotherapy,,Ecstasy (MDMA),0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Pharmacotherapy,,Cocaine,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Pharmacotherapy,,Nicotine,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Pharmacotherapy,,Other stimulants and hallucinogens,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Pharmacotherapy,,Volatile solvents,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Pharmacotherapy,,Cannabis,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Pharmacotherapy,,Other,3
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Pharmacotherapy,,Not stated,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Pharmacotherapy,,Total,352
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Information and education,,Codeine,1
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Information and education,,Morphine,1
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Information and education,,Buprenorphine,22
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Information and education,,Heroin,4
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Information and education,,Methadone,8
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Information and education,,Oxycodone,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Information and education,,Other opioids,2
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Information and education,,Other analgesics,3
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Information and education,,Alcohol,366
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Information and education,,Benzodiazepines,15
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Information and education,,Other sedatives and hypnotics,5
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Information and education,,Methamphetamine,84
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Information and education,,Other amphetamines,9
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Information and education,,Ecstasy (MDMA),2
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Information and education,,Cocaine,1
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Information and education,,Nicotine,1
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Information and education,,Other stimulants and hallucinogens,2
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Information and education,,Volatile solvents,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Information and education,,Cannabis,34
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Information and education,,Other,6
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Information and education,,Not stated,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Information and education,,Total,566
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Other,,Codeine,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Other,,Morphine,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Other,,Buprenorphine,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Other,,Heroin,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Other,,Methadone,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Other,,Oxycodone,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Other,,Other opioids,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Other,,Other analgesics,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Other,,Alcohol,73
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Other,,Benzodiazepines,1
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Other,,Other sedatives and hypnotics,1
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Other,,Methamphetamine,32
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Other,,Other amphetamines,1
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Other,,Ecstasy (MDMA),0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Other,,Cocaine,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Other,,Nicotine,15
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Other,,Other stimulants and hallucinogens,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Other,,Volatile solvents,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Other,,Cannabis,42
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Other,,Other,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Other,,Not stated,31
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Other,,Total,196
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Total,,Codeine,31
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Total,,Morphine,37
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Total,,Buprenorphine,105
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Total,,Heroin,391
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Total,,Methadone,81
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Total,,Oxycodone,52
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Total,,Other opioids,24
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Total,,Other analgesics,21
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Total,,Alcohol,3048
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Total,,Benzodiazepines,80
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Total,,Other sedatives and hypnotics,53
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Total,,Methamphetamine,2654
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Total,,Other amphetamines,706
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Total,,Ecstasy (MDMA),68
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Total,,Cocaine,74
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Total,,Nicotine,665
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Total,,Other stimulants and hallucinogens,8
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Total,,Volatile solvents,8
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Total,,Cannabis,1399
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Total,,Other,18
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Total,,Not stated,67
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2019–20,Total,,Total,9590
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Counselling,,Codeine,16
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Counselling,,Morphine,8
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Counselling,,Buprenorphine,8
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Counselling,,Heroin,93
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Counselling,,Methadone,12
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Counselling,,Oxycodone,5
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Counselling,,Other opioids,8
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Counselling,,Other analgesics,8
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Counselling,,Alcohol,1328
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Counselling,,Benzodiazepines,20
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Counselling,,Other sedatives and hypnotics,8
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Counselling,,Methamphetamine,623
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Counselling,,Other amphetamines,552
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Counselling,,Ecstasy (MDMA),7
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Counselling,,Cocaine,25
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Counselling,,Nicotine,15
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Counselling,,Other stimulants and hallucinogens,3
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Counselling,,Volatile solvents,3
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Counselling,,Cannabis,663
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Counselling,,Other,7
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Counselling,,Not stated,5
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Counselling,,Total,3417
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Withdrawal management,,Codeine,11
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Withdrawal management,,Morphine,14
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Withdrawal management,,Buprenorphine,13
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Withdrawal management,,Heroin,80
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Withdrawal management,,Methadone,12
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Withdrawal management,,Oxycodone,12
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Withdrawal management,,Other opioids,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Withdrawal management,,Other analgesics,1
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Withdrawal management,,Alcohol,961
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Withdrawal management,,Benzodiazepines,16
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Withdrawal management,,Other sedatives and hypnotics,4
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Withdrawal management,,Methamphetamine,221
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Withdrawal management,,Other amphetamines,237
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Withdrawal management,,Ecstasy (MDMA),3
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Withdrawal management,,Cocaine,3
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Withdrawal management,,Nicotine,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Withdrawal management,,Other stimulants and hallucinogens,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Withdrawal management,,Volatile solvents,4
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Withdrawal management,,Cannabis,197
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Withdrawal management,,Other,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Withdrawal management,,Not stated,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Withdrawal management,,Total,1789
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Assessment only,,Codeine,15
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Assessment only,,Morphine,3
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Assessment only,,Buprenorphine,13
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Assessment only,,Heroin,71
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Assessment only,,Methadone,14
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Assessment only,,Oxycodone,10
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Assessment only,,Other opioids,6
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Assessment only,,Other analgesics,2
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Assessment only,,Alcohol,469
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Assessment only,,Benzodiazepines,11
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Assessment only,,Other sedatives and hypnotics,12
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Assessment only,,Methamphetamine,1752
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Assessment only,,Other amphetamines,276
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Assessment only,,Ecstasy (MDMA),53
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Assessment only,,Cocaine,56
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Assessment only,,Nicotine,683
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Assessment only,,Other stimulants and hallucinogens,9
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Assessment only,,Volatile solvents,1
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Assessment only,,Cannabis,763
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Assessment only,,Other,2
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Assessment only,,Not stated,93
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Assessment only,,Total,4314
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Support and case management,,Codeine,3
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Support and case management,,Morphine,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Support and case management,,Buprenorphine,3
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Support and case management,,Heroin,37
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Support and case management,,Methadone,4
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Support and case management,,Oxycodone,2
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Support and case management,,Other opioids,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Support and case management,,Other analgesics,1
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Support and case management,,Alcohol,149
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Support and case management,,Benzodiazepines,1
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Support and case management,,Other sedatives and hypnotics,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Support and case management,,Methamphetamine,147
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Support and case management,,Other amphetamines,42
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Support and case management,,Ecstasy (MDMA),0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Support and case management,,Cocaine,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Support and case management,,Nicotine,1
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Support and case management,,Other stimulants and hallucinogens,0
