source_table,breakdown,financial_year,category_1,category_2,column_category,count
SCR SA.3,Clients by age group,2018–19,Total,20–29,,2140
SCR SA.3,Clients by age group,2017–18,Total,20–29,,1851
SCR SA.3,Clients by age group,2016–17,Total,20–29,,2214
SCR SA.3,Clients by age group,2015–16,Total,20–29,,2210
SCR SA.3,Clients by age group,2014–15,Total,20–29,,2283
SCR SA.3,Clients by age group,2013–14,Total,20–29,,2264
SCR SA.3,Clients by age group,2024–25,Total,30–39,,2546
SCR SA.3,Clients by age group,2023–24,Total,30–39,,2310
SCR SA.3,Clients by age group,2022–23,Total,30–39,,1949
SCR SA.3,Clients by age group,2021–22,Total,30–39,,2052
SCR SA.3,Clients by age group,2020–21,Total,30–39,,2204
SCR SA.3,Clients by age group,2019–20,Total,30–39,,2179
SCR SA.3,Clients by age group,2018–19,Total,30–39,,2586
SCR SA.3,Clients by age group,2017–18,Total,30–39,,2103
SCR SA.3,Clients by age group,2016–17,Total,30–39,,2390
SCR SA.3,Clients by age group,2015–16,Total,30–39,,2225
SCR SA.3,Clients by age group,2014–15,Total,30–39,,2529
SCR SA.3,Clients by age group,2013–14,Total,30–39,,2601
SCR SA.3,Clients by age group,2024–25,Total,40–49,,2116
SCR SA.3,Clients by age group,2023–24,Total,40–49,,1964
SCR SA.3,Clients by age group,2022–23,Total,40–49,,1590
SCR SA.3,Clients by age group,2021–22,Total,40–49,,1659
SCR SA.3,Clients by age group,2020–21,Total,40–49,,1736
SCR SA.3,Clients by age group,2019–20,Total,40–49,,1581
SCR SA.3,Clients by age group,2018–19,Total,40–49,,1942
SCR SA.3,Clients by age group,2017–18,Total,40–49,,1582
SCR SA.3,Clients by age group,2016–17,Total,40–49,,1694
SCR SA.3,Clients by age group,2015–16,Total,40–49,,1636
SCR SA.3,Clients by age group,2014–15,Total,40–49,,1788
SCR SA.3,Clients by age group,2013–14,Total,40–49,,1970
SCR SA.3,Clients by age group,2024–25,Total,50–59,,1138
SCR SA.3,Clients by age group,2023–24,Total,50–59,,1076
SCR SA.3,Clients by age group,2022–23,Total,50–59,,835
SCR SA.3,Clients by age group,2021–22,Total,50–59,,867
SCR SA.3,Clients by age group,2020–21,Total,50–59,,801
SCR SA.3,Clients by age group,2019–20,Total,50–59,,737
SCR SA.3,Clients by age group,2018–19,Total,50–59,,837
SCR SA.3,Clients by age group,2017–18,Total,50–59,,637
SCR SA.3,Clients by age group,2016–17,Total,50–59,,650
SCR SA.3,Clients by age group,2015–16,Total,50–59,,628
SCR SA.3,Clients by age group,2014–15,Total,50–59,,708
SCR SA.3,Clients by age group,2013–14,Total,50–59,,853
SCR SA.3,Clients by age group,2024–25,Total,60+,,439
SCR SA.3,Clients by age group,2023–24,Total,60+,,388
SCR SA.3,Clients by age group,2022–23,Total,60+,,334
SCR SA.3,Clients by age group,2021–22,Total,60+,,325
SCR SA.3,Clients by age group,2020–21,Total,60+,,276
SCR SA.3,Clients by age group,2019–20,Total,60+,,253
SCR SA.3,Clients by age group,2018–19,Total,60+,,254
SCR SA.3,Clients by age group,2017–18,Total,60+,,203
SCR SA.3,Clients by age group,2016–17,Total,60+,,197
SCR SA.3,Clients by age group,2015–16,Total,60+,,184
SCR SA.3,Clients by age group,2014–15,Total,60+,,218
SCR SA.3,Clients by age group,2013–14,Total,60+,,354
SCR SA.3,Clients by age group,2024–25,Total,Unknown,,0
SCR SA.3,Clients by age group,2023–24,Total,Unknown,,0
SCR SA.3,Clients by age group,2022–23,Total,Unknown,,0
SCR SA.3,Clients by age group,2021–22,Total,Unknown,,0
SCR SA.3,Clients by age group,2020–21,Total,Unknown,,0
SCR SA.3,Clients by age group,2019–20,Total,Unknown,,0
SCR SA.3,Clients by age group,2018–19,Total,Unknown,,0
SCR SA.3,Clients by age group,2017–18,Total,Unknown,,0
SCR SA.3,Clients by age group,2016–17,Total,Unknown,,1
SCR SA.3,Clients by age group,2015–16,Total,Unknown,,0
SCR SA.3,Clients by age group,2014–15,Total,Unknown,,0
SCR SA.3,Clients by age group,2013–14,Total,Unknown,,1
SCR SA.3,Clients by age group,2024–25,Total,Total,,8721
SCR SA.3,Clients by age group,2023–24,Total,Total,,7989
SCR SA.3,Clients by age group,2022–23,Total,Total,,6718
SCR SA.3,Clients by age group,2021–22,Total,Total,,6960
SCR SA.3,Clients by age group,2020–21,Total,Total,,7352
SCR SA.3,Clients by age group,2019–20,Total,Total,,7131
SCR SA.3,Clients by age group,2018–19,Total,Total,,8681
SCR SA.3,Clients by age group,2017–18,Total,Total,,7544
SCR SA.3,Clients by age group,2016–17,Total,Total,,8463
SCR SA.3,Clients by age group,2015–16,Total,Total,,8089
SCR SA.3,Clients by age group,2014–15,Total,Total,,8939
SCR SA.3,Clients by age group,2013–14,Total,Total,,9215
SCR SA.4,Clients by Indigenous status,2024–25,Own drug use,First Nations people,,1536
SCR SA.4,Clients by Indigenous status,2023–24,Own drug use,First Nations people,,1378
SCR SA.4,Clients by Indigenous status,2022–23,Own drug use,First Nations people,,1137
SCR SA.4,Clients by Indigenous status,2021–22,Own drug use,First Nations people,,1238
SCR SA.4,Clients by Indigenous status,2020–21,Own drug use,First Nations people,,1142
SCR SA.4,Clients by Indigenous status,2019–20,Own drug use,First Nations people,,954
SCR SA.4,Clients by Indigenous status,2018–19,Own drug use,First Nations people,,1168
SCR SA.4,Clients by Indigenous status,2017–18,Own drug use,First Nations people,,1041
SCR SA.4,Clients by Indigenous status,2016–17,Own drug use,First Nations people,,960
SCR SA.4,Clients by Indigenous status,2015–16,Own drug use,First Nations people,,986
SCR SA.4,Clients by Indigenous status,2014–15,Own drug use,First Nations people,,946
SCR SA.4,Clients by Indigenous status,2013–14,Own drug use,First Nations people,,1006
SCR SA.4,Clients by Indigenous status,2024–25,Own drug use,Non-Indigenous Austalians,,6226
SCR SA.4,Clients by Indigenous status,2023–24,Own drug use,Non-Indigenous Austalians,,6335
SCR SA.4,Clients by Indigenous status,2022–23,Own drug use,Non-Indigenous Austalians,,5373
SCR SA.4,Clients by Indigenous status,2021–22,Own drug use,Non-Indigenous Austalians,,5425
SCR SA.4,Clients by Indigenous status,2020–21,Own drug use,Non-Indigenous Austalians,,5786
SCR SA.4,Clients by Indigenous status,2019–20,Own drug use,Non-Indigenous Austalians,,5772
SCR SA.4,Clients by Indigenous status,2018–19,Own drug use,Non-Indigenous Austalians,,7068
SCR SA.4,Clients by Indigenous status,2017–18,Own drug use,Non-Indigenous Austalians,,5966
SCR SA.4,Clients by Indigenous status,2016–17,Own drug use,Non-Indigenous Austalians,,6809
SCR SA.4,Clients by Indigenous status,2015–16,Own drug use,Non-Indigenous Austalians,,6579
SCR SA.4,Clients by Indigenous status,2014–15,Own drug use,Non-Indigenous Austalians,,4605
SCR SA.4,Clients by Indigenous status,2013–14,Own drug use,Non-Indigenous Austalians,,6291
SCR SA.4,Clients by Indigenous status,2024–25,Own drug use,Not stated,,825
SCR SA.4,Clients by Indigenous status,2023–24,Own drug use,Not stated,,169
SCR SA.4,Clients by Indigenous status,2022–23,Own drug use,Not stated,,150
SCR SA.4,Clients by Indigenous status,2021–22,Own drug use,Not stated,,266
SCR SA.4,Clients by Indigenous status,2020–21,Own drug use,Not stated,,355
SCR SA.4,Clients by Indigenous status,2019–20,Own drug use,Not stated,,319
SCR SA.4,Clients by Indigenous status,2018–19,Own drug use,Not stated,,269
SCR SA.4,Clients by Indigenous status,2017–18,Own drug use,Not stated,,362
SCR SA.4,Clients by Indigenous status,2016–17,Own drug use,Not stated,,565
SCR SA.4,Clients by Indigenous status,2015–16,Own drug use,Not stated,,460
SCR SA.4,Clients by Indigenous status,2014–15,Own drug use,Not stated,,3231
SCR SA.4,Clients by Indigenous status,2013–14,Own drug use,Not stated,,1839
SCR SA.4,Clients by Indigenous status,2024–25,Own drug use,Total,,8587
SCR SA.4,Clients by Indigenous status,2023–24,Own drug use,Total,,7882
SCR SA.4,Clients by Indigenous status,2022–23,Own drug use,Total,,6660
SCR SA.4,Clients by Indigenous status,2021–22,Own drug use,Total,,6929
SCR SA.4,Clients by Indigenous status,2020–21,Own drug use,Total,,7283
SCR SA.4,Clients by Indigenous status,2019–20,Own drug use,Total,,7045
SCR SA.4,Clients by Indigenous status,2018–19,Own drug use,Total,,8505
SCR SA.4,Clients by Indigenous status,2017–18,Own drug use,Total,,7369
SCR SA.4,Clients by Indigenous status,2016–17,Own drug use,Total,,8334
SCR SA.4,Clients by Indigenous status,2015–16,Own drug use,Total,,8025
SCR SA.4,Clients by Indigenous status,2014–15,Own drug use,Total,,8782
SCR SA.4,Clients by Indigenous status,2013–14,Own drug use,Total,,9136
SCR SA.4,Clients by Indigenous status,2024–25,Other's drug use,First Nations people,,41
SCR SA.4,Clients by Indigenous status,2023–24,Other's drug use,First Nations people,,36
SCR SA.4,Clients by Indigenous status,2022–23,Other's drug use,First Nations people,,31
SCR SA.4,Clients by Indigenous status,2021–22,Other's drug use,First Nations people,,3
SCR SA.4,Clients by Indigenous status,2020–21,Other's drug use,First Nations people,,3
SCR SA.4,Clients by Indigenous status,2019–20,Other's drug use,First Nations people,,5
SCR SA.4,Clients by Indigenous status,2018–19,Other's drug use,First Nations people,,13
SCR SA.4,Clients by Indigenous status,2017–18,Other's drug use,First Nations people,,8
SCR SA.4,Clients by Indigenous status,2016–17,Other's drug use,First Nations people,,9
SCR SA.4,Clients by Indigenous status,2015–16,Other's drug use,First Nations people,,9
SCR SA.4,Clients by Indigenous status,2014–15,Other's drug use,First Nations people,,19
SCR SA.4,Clients by Indigenous status,2013–14,Other's drug use,First Nations people,,14
SCR SA.4,Clients by Indigenous status,2024–25,Other's drug use,Non-Indigenous Austalians,,91
SCR SA.4,Clients by Indigenous status,2023–24,Other's drug use,Non-Indigenous Austalians,,70
SCR SA.4,Clients by Indigenous status,2022–23,Other's drug use,Non-Indigenous Austalians,,25
SCR SA.4,Clients by Indigenous status,2021–22,Other's drug use,Non-Indigenous Austalians,,27
SCR SA.4,Clients by Indigenous status,2020–21,Other's drug use,Non-Indigenous Austalians,,66
SCR SA.4,Clients by Indigenous status,2019–20,Other's drug use,Non-Indigenous Austalians,,78
SCR SA.4,Clients by Indigenous status,2018–19,Other's drug use,Non-Indigenous Austalians,,155
SCR SA.4,Clients by Indigenous status,2017–18,Other's drug use,Non-Indigenous Austalians,,71
SCR SA.4,Clients by Indigenous status,2016–17,Other's drug use,Non-Indigenous Austalians,,82
SCR SA.4,Clients by Indigenous status,2015–16,Other's drug use,Non-Indigenous Austalians,,53
SCR SA.4,Clients by Indigenous status,2014–15,Other's drug use,Non-Indigenous Austalians,,114
SCR SA.4,Clients by Indigenous status,2013–14,Other's drug use,Non-Indigenous Austalians,,64
SCR SA.4,Clients by Indigenous status,2024–25,Other's drug use,Not stated,,2
SCR SA.4,Clients by Indigenous status,2023–24,Other's drug use,Not stated,,1
SCR SA.4,Clients by Indigenous status,2022–23,Other's drug use,Not stated,,2
SCR SA.4,Clients by Indigenous status,2021–22,Other's drug use,Not stated,,1
SCR SA.4,Clients by Indigenous status,2020–21,Other's drug use,Not stated,,0
SCR SA.4,Clients by Indigenous status,2019–20,Other's drug use,Not stated,,3
SCR SA.4,Clients by Indigenous status,2018–19,Other's drug use,Not stated,,8
SCR SA.4,Clients by Indigenous status,2017–18,Other's drug use,Not stated,,96
SCR SA.4,Clients by Indigenous status,2016–17,Other's drug use,Not stated,,38
SCR SA.4,Clients by Indigenous status,2015–16,Other's drug use,Not stated,,2
SCR SA.4,Clients by Indigenous status,2014–15,Other's drug use,Not stated,,24
SCR SA.4,Clients by Indigenous status,2013–14,Other's drug use,Not stated,,1
SCR SA.4,Clients by Indigenous status,2024–25,Other's drug use,Total,,134
SCR SA.4,Clients by Indigenous status,2023–24,Other's drug use,Total,,107
SCR SA.4,Clients by Indigenous status,2022–23,Other's drug use,Total,,58
SCR SA.4,Clients by Indigenous status,2021–22,Other's drug use,Total,,31
SCR SA.4,Clients by Indigenous status,2020–21,Other's drug use,Total,,69
SCR SA.4,Clients by Indigenous status,2019–20,Other's drug use,Total,,86
SCR SA.4,Clients by Indigenous status,2018–19,Other's drug use,Total,,176
SCR SA.4,Clients by Indigenous status,2017–18,Other's drug use,Total,,175
SCR SA.4,Clients by Indigenous status,2016–17,Other's drug use,Total,,129
SCR SA.4,Clients by Indigenous status,2015–16,Other's drug use,Total,,64
SCR SA.4,Clients by Indigenous status,2014–15,Other's drug use,Total,,157
SCR SA.4,Clients by Indigenous status,2013–14,Other's drug use,Total,,79
SCR SA.4,Clients by Indigenous status,2024–25,Total,First Nations people,,1577
SCR SA.4,Clients by Indigenous status,2023–24,Total,First Nations people,,1414
SCR SA.4,Clients by Indigenous status,2022–23,Total,First Nations people,,1168
SCR SA.4,Clients by Indigenous status,2021–22,Total,First Nations people,,1241
SCR SA.4,Clients by Indigenous status,2020–21,Total,First Nations people,,1145
SCR SA.4,Clients by Indigenous status,2019–20,Total,First Nations people,,959
SCR SA.4,Clients by Indigenous status,2018–19,Total,First Nations people,,1181
SCR SA.4,Clients by Indigenous status,2017–18,Total,First Nations people,,1049
SCR SA.4,Clients by Indigenous status,2016–17,Total,First Nations people,,969
SCR SA.4,Clients by Indigenous status,2015–16,Total,First Nations people,,995
SCR SA.4,Clients by Indigenous status,2014–15,Total,First Nations people,,965
SCR SA.4,Clients by Indigenous status,2013–14,Total,First Nations people,,1020
SCR SA.4,Clients by Indigenous status,2024–25,Total,Non-Indigenous Austalians,,6317
SCR SA.4,Clients by Indigenous status,2023–24,Total,Non-Indigenous Austalians,,6405
SCR SA.4,Clients by Indigenous status,2022–23,Total,Non-Indigenous Austalians,,5398
SCR SA.4,Clients by Indigenous status,2021–22,Total,Non-Indigenous Austalians,,5452
SCR SA.4,Clients by Indigenous status,2020–21,Total,Non-Indigenous Austalians,,5852
SCR SA.4,Clients by Indigenous status,2019–20,Total,Non-Indigenous Austalians,,5850
SCR SA.4,Clients by Indigenous status,2018–19,Total,Non-Indigenous Austalians,,7223
SCR SA.4,Clients by Indigenous status,2017–18,Total,Non-Indigenous Austalians,,6037
SCR SA.4,Clients by Indigenous status,2016–17,Total,Non-Indigenous Austalians,,6891
SCR SA.4,Clients by Indigenous status,2015–16,Total,Non-Indigenous Austalians,,6632
SCR SA.4,Clients by Indigenous status,2014–15,Total,Non-Indigenous Austalians,,4719
SCR SA.4,Clients by Indigenous status,2013–14,Total,Non-Indigenous Austalians,,6355
SCR SA.4,Clients by Indigenous status,2024–25,Total,Not stated,,827
SCR SA.4,Clients by Indigenous status,2023–24,Total,Not stated,,170
SCR SA.4,Clients by Indigenous status,2022–23,Total,Not stated,,152
SCR SA.4,Clients by Indigenous status,2021–22,Total,Not stated,,267
SCR SA.4,Clients by Indigenous status,2020–21,Total,Not stated,,355
SCR SA.4,Clients by Indigenous status,2019–20,Total,Not stated,,322
SCR SA.4,Clients by Indigenous status,2018–19,Total,Not stated,,277
SCR SA.4,Clients by Indigenous status,2017–18,Total,Not stated,,458
SCR SA.4,Clients by Indigenous status,2016–17,Total,Not stated,,603
SCR SA.4,Clients by Indigenous status,2015–16,Total,Not stated,,462
SCR SA.4,Clients by Indigenous status,2014–15,Total,Not stated,,3255
SCR SA.4,Clients by Indigenous status,2013–14,Total,Not stated,,1840
SCR SA.4,Clients by Indigenous status,2024–25,Total,Total,,8721
SCR SA.4,Clients by Indigenous status,2023–24,Total,Total,,7989
SCR SA.4,Clients by Indigenous status,2022–23,Total,Total,,6718
SCR SA.4,Clients by Indigenous status,2021–22,Total,Total,,6960
SCR SA.4,Clients by Indigenous status,2020–21,Total,Total,,7352
SCR SA.4,Clients by Indigenous status,2019–20,Total,Total,,7131
SCR SA.4,Clients by Indigenous status,2018–19,Total,Total,,8681
SCR SA.4,Clients by Indigenous status,2017–18,Total,Total,,7544
SCR SA.4,Clients by Indigenous status,2016–17,Total,Total,,8463
SCR SA.4,Clients by Indigenous status,2015–16,Total,Total,,8089
SCR SA.4,Clients by Indigenous status,2014–15,Total,Total,,8939
SCR SA.4,Clients by Indigenous status,2013–14,Total,Total,,9215
SCR SA.5,Clients by principal drug of concern,2024–25,Heroin,,,252
SCR SA.5,Clients by principal drug of concern,2023–24,Heroin,,,215
SCR SA.5,Clients by principal drug of concern,2022–23,Heroin,,,213
SCR SA.5,Clients by principal drug of concern,2021–22,Heroin,,,249
SCR SA.5,Clients by principal drug of concern,2020–21,Heroin,,,254
SCR SA.5,Clients by principal drug of concern,2019–20,Heroin,,,287
SCR SA.5,Clients by principal drug of concern,2018–19,Heroin,,,336
SCR SA.5,Clients by principal drug of concern,2017–18,Heroin,,,316
SCR SA.5,Clients by principal drug of concern,2016–17,Heroin,,,307
SCR SA.5,Clients by principal drug of concern,2015–16,Heroin,,,357
SCR SA.5,Clients by principal drug of concern,2014–15,Heroin,,,540
SCR SA.5,Clients by principal drug of concern,2013–14,Heroin,,,457
SCR SA.5,Clients by principal drug of concern,2024–25,Alcohol,,,2755
SCR SA.5,Clients by principal drug of concern,2023–24,Alcohol,,,2936
SCR SA.5,Clients by principal drug of concern,2022–23,Alcohol,,,2372
SCR SA.5,Clients by principal drug of concern,2021–22,Alcohol,,,2578
SCR SA.5,Clients by principal drug of concern,2020–21,Alcohol,,,2381
SCR SA.5,Clients by principal drug of concern,2019–20,Alcohol,,,1899
SCR SA.5,Clients by principal drug of concern,2018–19,Alcohol,,,2265
SCR SA.5,Clients by principal drug of concern,2017–18,Alcohol,,,1868
SCR SA.5,Clients by principal drug of concern,2016–17,Alcohol,,,2065
SCR SA.5,Clients by principal drug of concern,2015–16,Alcohol,,,2040
SCR SA.5,Clients by principal drug of concern,2014–15,Alcohol,,,2578
SCR SA.5,Clients by principal drug of concern,2013–14,Alcohol,,,3061
SCR SA.5,Clients by principal drug of concern,2024–25,Methamphetamine,,,2172
SCR SA.5,Clients by principal drug of concern,2023–24,Methamphetamine,,,1913
SCR SA.5,Clients by principal drug of concern,2022–23,Methamphetamine,,,1750
SCR SA.5,Clients by principal drug of concern,2021–22,Methamphetamine,,,1591
SCR SA.5,Clients by principal drug of concern,2020–21,Methamphetamine,,,1671
SCR SA.5,Clients by principal drug of concern,2019–20,Methamphetamine,,,2062
SCR SA.5,Clients by principal drug of concern,2018–19,Methamphetamine,,,2285
SCR SA.5,Clients by principal drug of concern,2017–18,Methamphetamine,,,1681
SCR SA.5,Clients by principal drug of concern,2016–17,Methamphetamine,,,1738
SCR SA.5,Clients by principal drug of concern,2015–16,Methamphetamine,,,1482
SCR SA.5,Clients by principal drug of concern,2014–15,Methamphetamine,,,413
SCR SA.5,Clients by principal drug of concern,2013–14,Methamphetamine,,,260
SCR SA.5,Clients by principal drug of concern,2024–25,Other amphetamines,,,943
SCR SA.5,Clients by principal drug of concern,2023–24,Other amphetamines,,,617
SCR SA.5,Clients by principal drug of concern,2022–23,Other amphetamines,,,318
SCR SA.5,Clients by principal drug of concern,2021–22,Other amphetamines,,,541
SCR SA.5,Clients by principal drug of concern,2020–21,Other amphetamines,,,714
SCR SA.5,Clients by principal drug of concern,2019–20,Other amphetamines,,,453
SCR SA.5,Clients by principal drug of concern,2018–19,Other amphetamines,,,779
SCR SA.5,Clients by principal drug of concern,2017–18,Other amphetamines,,,846
SCR SA.5,Clients by principal drug of concern,2016–17,Other amphetamines,,,1342
SCR SA.5,Clients by principal drug of concern,2015–16,Other amphetamines,,,1342
SCR SA.5,Clients by principal drug of concern,2014–15,Other amphetamines,,,2137
SCR SA.5,Clients by principal drug of concern,2013–14,Other amphetamines,,,2248
SCR SA.5,Clients by principal drug of concern,2024–25,Cannabis,,,1169
SCR SA.5,Clients by principal drug of concern,2023–24,Cannabis,,,1293
SCR SA.5,Clients by principal drug of concern,2022–23,Cannabis,,,1163
SCR SA.5,Clients by principal drug of concern,2021–22,Cannabis,,,1204
SCR SA.5,Clients by principal drug of concern,2020–21,Cannabis,,,1318
SCR SA.5,Clients by principal drug of concern,2019–20,Cannabis,,,1180
SCR SA.5,Clients by principal drug of concern,2018–19,Cannabis,,,1502
SCR SA.5,Clients by principal drug of concern,2017–18,Cannabis,,,1512
SCR SA.5,Clients by principal drug of concern,2016–17,Cannabis,,,1680
SCR SA.5,Clients by principal drug of concern,2015–16,Cannabis,,,1495
SCR SA.5,Clients by principal drug of concern,2014–15,Cannabis,,,1758
SCR SA.5,Clients by principal drug of concern,2013–14,Cannabis,,,1767
SCR SA.5,Clients by principal drug of concern,2024–25,Pharmaceuticals,,,556
SCR SA.5,Clients by principal drug of concern,2023–24,Pharmaceuticals,,,453
SCR SA.5,Clients by principal drug of concern,2022–23,Pharmaceuticals,,,365
SCR SA.5,Clients by principal drug of concern,2021–22,Pharmaceuticals,,,384
SCR SA.5,Clients by principal drug of concern,2020–21,Pharmaceuticals,,,417
SCR SA.5,Clients by principal drug of concern,2019–20,Pharmaceuticals,,,343
SCR SA.5,Clients by principal drug of concern,2018–19,Pharmaceuticals,,,365
SCR SA.5,Clients by principal drug of concern,2017–18,Pharmaceuticals,,,404
SCR SA.5,Clients by principal drug of concern,2016–17,Pharmaceuticals,,,386
SCR SA.5,Clients by principal drug of concern,2015–16,Pharmaceuticals,,,420
SCR SA.5,Clients by principal drug of concern,2014–15,Pharmaceuticals,,,556
SCR SA.5,Clients by principal drug of concern,2013–14,Pharmaceuticals,,,708
SCR SA.5,Clients by principal drug of concern,2024–25,Cocaine and MDMA,,,202
SCR SA.5,Clients by principal drug of concern,2023–24,Cocaine and MDMA,,,144
SCR SA.5,Clients by principal drug of concern,2022–23,Cocaine and MDMA,,,130
SCR SA.5,Clients by principal drug of concern,2021–22,Cocaine and MDMA,,,82
SCR SA.5,Clients by principal drug of concern,2020–21,Cocaine and MDMA,,,133
SCR SA.5,Clients by principal drug of concern,2019–20,Cocaine and MDMA,,,132
SCR SA.5,Clients by principal drug of concern,2018–19,Cocaine and MDMA,,,139
SCR SA.5,Clients by principal drug of concern,2017–18,Cocaine and MDMA,,,183
SCR SA.5,Clients by principal drug of concern,2016–17,Cocaine and MDMA,,,201
SCR SA.5,Clients by principal drug of concern,2015–16,Cocaine and MDMA,,,257
SCR SA.5,Clients by principal drug of concern,2014–15,Cocaine and MDMA,,,244
SCR SA.5,Clients by principal drug of concern,2013–14,Cocaine and MDMA,,,193
SCR SA.5,Clients by principal drug of concern,2024–25,Nictoine,,,243
SCR SA.5,Clients by principal drug of concern,2023–24,Nictoine,,,227
SCR SA.5,Clients by principal drug of concern,2022–23,Nictoine,,,277
SCR SA.5,Clients by principal drug of concern,2021–22,Nictoine,,,185
SCR SA.5,Clients by principal drug of concern,2020–21,Nictoine,,,274
SCR SA.5,Clients by principal drug of concern,2019–20,Nictoine,,,610
SCR SA.5,Clients by principal drug of concern,2018–19,Nictoine,,,651
SCR SA.5,Clients by principal drug of concern,2017–18,Nictoine,,,527
SCR SA.5,Clients by principal drug of concern,2016–17,Nictoine,,,545
SCR SA.5,Clients by principal drug of concern,2015–16,Nictoine,,,561
SCR SA.5,Clients by principal drug of concern,2014–15,Nictoine,,,460
SCR SA.5,Clients by principal drug of concern,2013–14,Nictoine,,,394
SCR SA.5,Clients by principal drug of concern,2024–25,Volatile solvents,,,2
SCR SA.5,Clients by principal drug of concern,2023–24,Volatile solvents,,,4
SCR SA.5,Clients by principal drug of concern,2022–23,Volatile solvents,,,3
SCR SA.5,Clients by principal drug of concern,2021–22,Volatile solvents,,,1
SCR SA.5,Clients by principal drug of concern,2020–21,Volatile solvents,,,4
SCR SA.5,Clients by principal drug of concern,2019–20,Volatile solvents,,,2
SCR SA.5,Clients by principal drug of concern,2018–19,Volatile solvents,,,4
SCR SA.5,Clients by principal drug of concern,2017–18,Volatile solvents,,,3
SCR SA.5,Clients by principal drug of concern,2016–17,Volatile solvents,,,6
SCR SA.5,Clients by principal drug of concern,2015–16,Volatile solvents,,,8
SCR SA.5,Clients by principal drug of concern,2014–15,Volatile solvents,,,4
SCR SA.5,Clients by principal drug of concern,2013–14,Volatile solvents,,,7
SCR SA.5,Clients by principal drug of concern,2024–25,Not stated,,,46
SCR SA.5,Clients by principal drug of concern,2023–24,Not stated,,,42
SCR SA.5,Clients by principal drug of concern,2022–23,Not stated,,,28
SCR SA.5,Clients by principal drug of concern,2021–22,Not stated,,,65
SCR SA.5,Clients by principal drug of concern,2020–21,Not stated,,,79
SCR SA.5,Clients by principal drug of concern,2019–20,Not stated,,,62
SCR SA.5,Clients by principal drug of concern,2018–19,Not stated,,,146
SCR SA.5,Clients by principal drug of concern,2017–18,Not stated,,,4
SCR SA.5,Clients by principal drug of concern,2016–17,Not stated,,,1
SCR SA.5,Clients by principal drug of concern,2015–16,Not stated,,,10
SCR SA.5,Clients by principal drug of concern,2014–15,Not stated,,,52
SCR SA.5,Clients by principal drug of concern,2013–14,Not stated,,,3
SCR SA.5,Clients by principal drug of concern,2024–25,All other drugs,,,247
SCR SA.5,Clients by principal drug of concern,2023–24,All other drugs,,,38
SCR SA.5,Clients by principal drug of concern,2022–23,All other drugs,,,41
SCR SA.5,Clients by principal drug of concern,2021–22,All other drugs,,,49
SCR SA.5,Clients by principal drug of concern,2020–21,All other drugs,,,38
SCR SA.5,Clients by principal drug of concern,2019–20,All other drugs,,,15
SCR SA.5,Clients by principal drug of concern,2018–19,All other drugs,,,33
SCR SA.5,Clients by principal drug of concern,2017–18,All other drugs,,,25
SCR SA.5,Clients by principal drug of concern,2016–17,All other drugs,,,63
SCR SA.5,Clients by principal drug of concern,2015–16,All other drugs,,,53
SCR SA.5,Clients by principal drug of concern,2014–15,All other drugs,,,40
SCR SA.5,Clients by principal drug of concern,2013–14,All other drugs,,,38
SCR SA.5,Clients by principal drug of concern,2024–25,Total,,,8587
SCR SA.5,Clients by principal drug of concern,2023–24,Total,,,7882
SCR SA.5,Clients by principal drug of concern,2022–23,Total,,,6660
SCR SA.5,Clients by principal drug of concern,2021–22,Total,,,6929
SCR SA.5,Clients by principal drug of concern,2020–21,Total,,,7283
SCR SA.5,Clients by principal drug of concern,2019–20,Total,,,7045
SCR SA.5,Clients by principal drug of concern,2018–19,Total,,,8505
SCR SA.5,Clients by principal drug of concern,2017–18,Total,,,7369
SCR SA.5,Clients by principal drug of concern,2016–17,Total,,,8334
SCR SA.5,Clients by principal drug of concern,2015–16,Total,,,8025
SCR SA.5,Clients by principal drug of concern,2014–15,Total,,,8782
SCR SA.5,Clients by principal drug of concern,2013–14,Total,,,9136
SCR SA.6,Clients by main treatment type,2024–25,Counselling,,,3994
SCR SA.6,Clients by main treatment type,2023–24,Counselling,,,3661
SCR SA.6,Clients by main treatment type,2022–23,Counselling,,,2438
SCR SA.6,Clients by main treatment type,2021–22,Counselling,,,2918
SCR SA.6,Clients by main treatment type,2020–21,Counselling,,,3078
SCR SA.6,Clients by main treatment type,2019–20,Counselling,,,2243
SCR SA.6,Clients by main treatment type,2018–19,Counselling,,,2716
SCR SA.6,Clients by main treatment type,2017–18,Counselling,,,1651
SCR SA.6,Clients by main treatment type,2016–17,Counselling,,,2138
SCR SA.6,Clients by main treatment type,2015–16,Counselling,,,1965
SCR SA.6,Clients by main treatment type,2014–15,Counselling,,,2158
SCR SA.6,Clients by main treatment type,2013–14,Counselling,,,2003
SCR SA.6,Clients by main treatment type,2024–25,Withdrawal management,,,1144
SCR SA.6,Clients by main treatment type,2023–24,Withdrawal management,,,1114
SCR SA.6,Clients by main treatment type,2022–23,Withdrawal management,,,993
SCR SA.6,Clients by main treatment type,2021–22,Withdrawal management,,,802
SCR SA.6,Clients by main treatment type,2020–21,Withdrawal management,,,927
SCR SA.6,Clients by main treatment type,2019–20,Withdrawal management,,,809
SCR SA.6,Clients by main treatment type,2018–19,Withdrawal management,,,1006
SCR SA.6,Clients by main treatment type,2017–18,Withdrawal management,,,1178
