table,table_title,reference_quarter,measure,breakdown_1,breakdown_2,unit,series_id,value
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2003-Q3,Working days Lost,10 days and over,,000,A2540961L,4.2
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2003-Q3,Working days Lost,Total (Av working days lost per employee),,000,A2540964V,79.5
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2003-Q4,Number of Disputes,Up to and including 1 day,,Number,A2540953L,90
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2003-Q4,Number of Disputes,Over 1 day and up to including 2 days,,Number,A2540965W,43
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2003-Q4,Number of Disputes,Over 2 and less than 5 days,,Number,A2540956V,25
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2003-Q4,Number of Disputes,5 and less than 10 days,,Number,A2540968C,11
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2003-Q4,Number of Disputes,10 days and over,,Number,A2540959A,8
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2003-Q4,Number of Disputes,Total (Av working days lost per employee),,Number,A2540962R,177
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2003-Q4,Employees Involved,Up to and including 1 day,,000,A2540954R,70.2
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2003-Q4,Employees Involved,Over 1 day and up to including 2 days,,000,A2540966X,32.4
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2003-Q4,Employees Involved,Over 2 and less than 5 days,,000,A2540957W,13.6
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2003-Q4,Employees Involved,5 and less than 10 days,,000,A2540969F,2.4
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2003-Q4,Employees Involved,10 days and over,,000,A2540960K,0.6
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2003-Q4,Employees Involved,Total (Av working days lost per employee),,000,A2540963T,119.2
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2003-Q4,Working days Lost,Up to and including 1 day,,000,A2540955T,48.2
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2003-Q4,Working days Lost,Over 1 day and up to including 2 days,,000,A2540967A,36.6
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2003-Q4,Working days Lost,Over 2 and less than 5 days,,000,A2540958X,58.6
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2003-Q4,Working days Lost,5 and less than 10 days,,000,A2540970R,15.7
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2003-Q4,Working days Lost,10 days and over,,000,A2540961L,27.3
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2003-Q4,Working days Lost,Total (Av working days lost per employee),,000,A2540964V,186.4
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q1,Number of Disputes,Up to and including 1 day,,Number,A2540953L,99
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q1,Number of Disputes,Over 1 day and up to including 2 days,,Number,A2540965W,37
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q1,Number of Disputes,Over 2 and less than 5 days,,Number,A2540956V,27
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q1,Number of Disputes,Total (Av working days lost per employee),,Number,A2540962R,172
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q1,Employees Involved,Up to and including 1 day,,000,A2540954R,20.6
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q1,Employees Involved,Over 1 day and up to including 2 days,,000,A2540966X,10.8
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q1,Employees Involved,Over 2 and less than 5 days,,000,A2540957W,5.7
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q1,Employees Involved,5 and less than 10 days,,000,A2540969F,9.5
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q1,Employees Involved,10 days and over,,000,A2540960K,0.2
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q1,Employees Involved,Total (Av working days lost per employee),,000,A2540963T,46.8
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q1,Working days Lost,Up to and including 1 day,,000,A2540955T,14.4
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q1,Working days Lost,Over 1 day and up to including 2 days,,000,A2540967A,14.2
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q1,Working days Lost,Over 2 and less than 5 days,,000,A2540958X,16
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q1,Working days Lost,5 and less than 10 days,,000,A2540970R,61.4
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q1,Working days Lost,10 days and over,,000,A2540961L,9
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q1,Working days Lost,Total (Av working days lost per employee),,000,A2540964V,115
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q2,Number of Disputes,Up to and including 1 day,,Number,A2540953L,110
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q2,Number of Disputes,Over 1 day and up to including 2 days,,Number,A2540965W,46
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q2,Number of Disputes,Over 2 and less than 5 days,,Number,A2540956V,23
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q2,Number of Disputes,Total (Av working days lost per employee),,Number,A2540962R,184
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q2,Employees Involved,Up to and including 1 day,,000,A2540954R,37.3
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q2,Employees Involved,Over 1 day and up to including 2 days,,000,A2540966X,14.7
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q2,Employees Involved,Over 2 and less than 5 days,,000,A2540957W,76.4
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q2,Employees Involved,5 and less than 10 days,,000,A2540969F,0.6
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q2,Employees Involved,Total (Av working days lost per employee),,000,A2540963T,129
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q2,Working days Lost,Up to and including 1 day,,000,A2540955T,21.8
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q2,Working days Lost,Over 1 day and up to including 2 days,,000,A2540967A,21.3
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q2,Working days Lost,Over 2 and less than 5 days,,000,A2540958X,210.2
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q2,Working days Lost,5 and less than 10 days,,000,A2540970R,3.1
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q2,Working days Lost,10 days and over,,000,A2540961L,0.1
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q2,Working days Lost,Total (Av working days lost per employee),,000,A2540964V,256.5
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q3,Number of Disputes,Up to and including 1 day,,Number,A2540953L,104
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q3,Number of Disputes,Over 1 day and up to including 2 days,,Number,A2540965W,39
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q3,Number of Disputes,Over 2 and less than 5 days,,Number,A2540956V,33
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q3,Number of Disputes,5 and less than 10 days,,Number,A2540968C,7
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q3,Number of Disputes,10 days and over,,Number,A2540959A,4
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q3,Number of Disputes,Total (Av working days lost per employee),,Number,A2540962R,187
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q3,Employees Involved,Up to and including 1 day,,000,A2540954R,39.7
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q3,Employees Involved,Over 1 day and up to including 2 days,,000,A2540966X,8.9
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q3,Employees Involved,Over 2 and less than 5 days,,000,A2540957W,10.4
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q3,Employees Involved,5 and less than 10 days,,000,A2540969F,1.1
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q3,Employees Involved,10 days and over,,000,A2540960K,0.3
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q3,Employees Involved,Total (Av working days lost per employee),,000,A2540963T,60.3
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q3,Working days Lost,Up to and including 1 day,,000,A2540955T,26.7
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q3,Working days Lost,Over 1 day and up to including 2 days,,000,A2540967A,12.8
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q3,Working days Lost,Over 2 and less than 5 days,,000,A2540958X,36.6
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q3,Working days Lost,5 and less than 10 days,,000,A2540970R,7.3
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q3,Working days Lost,10 days and over,,000,A2540961L,12.1
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q3,Working days Lost,Total (Av working days lost per employee),,000,A2540964V,95.5
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q4,Number of Disputes,Up to and including 1 day,,Number,A2540953L,90
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q4,Number of Disputes,Over 1 day and up to including 2 days,,Number,A2540965W,26
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q4,Number of Disputes,Over 2 and less than 5 days,,Number,A2540956V,14
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q4,Number of Disputes,5 and less than 10 days,,Number,A2540968C,5
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q4,Number of Disputes,10 days and over,,Number,A2540959A,4
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q4,Number of Disputes,Total (Av working days lost per employee),,Number,A2540962R,139
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q4,Employees Involved,Up to and including 1 day,,000,A2540954R,19.4
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q4,Employees Involved,Over 1 day and up to including 2 days,,000,A2540966X,5.5
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q4,Employees Involved,Over 2 and less than 5 days,,000,A2540957W,2.9
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q4,Employees Involved,5 and less than 10 days,,000,A2540969F,1.2
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q4,Employees Involved,10 days and over,,000,A2540960K,0.7
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q4,Employees Involved,Total (Av working days lost per employee),,000,A2540963T,29.7
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q4,Working days Lost,Up to and including 1 day,,000,A2540955T,11.3
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q4,Working days Lost,Over 1 day and up to including 2 days,,000,A2540967A,8.2
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q4,Working days Lost,Over 2 and less than 5 days,,000,A2540958X,9.6
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q4,Working days Lost,5 and less than 10 days,,000,A2540970R,6.2
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q4,Working days Lost,10 days and over,,000,A2540961L,9.3
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2004-Q4,Working days Lost,Total (Av working days lost per employee),,000,A2540964V,44.5
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q1,Number of Disputes,Up to and including 1 day,,Number,A2540953L,56
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q1,Number of Disputes,Over 1 day and up to including 2 days,,Number,A2540965W,21
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q1,Number of Disputes,Over 2 and less than 5 days,,Number,A2540956V,17
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q1,Number of Disputes,5 and less than 10 days,,Number,A2540968C,6
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q1,Number of Disputes,10 days and over,,Number,A2540959A,6
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q1,Number of Disputes,Total (Av working days lost per employee),,Number,A2540962R,106
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q1,Employees Involved,Up to and including 1 day,,000,A2540954R,9.8
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q1,Employees Involved,Over 1 day and up to including 2 days,,000,A2540966X,2.8
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q1,Employees Involved,Over 2 and less than 5 days,,000,A2540957W,2.8
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q1,Employees Involved,5 and less than 10 days,,000,A2540969F,2.8
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q1,Employees Involved,10 days and over,,000,A2540960K,0.7
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q1,Employees Involved,Total (Av working days lost per employee),,000,A2540963T,18.9
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q1,Working days Lost,Up to and including 1 day,,000,A2540955T,6.8
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q1,Working days Lost,Over 1 day and up to including 2 days,,000,A2540967A,4
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q1,Working days Lost,Over 2 and less than 5 days,,000,A2540958X,9.4
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q1,Working days Lost,5 and less than 10 days,,000,A2540970R,16.5
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q1,Working days Lost,10 days and over,,000,A2540961L,14.5
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q1,Working days Lost,Total (Av working days lost per employee),,000,A2540964V,51.3
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q2,Number of Disputes,Up to and including 1 day,,Number,A2540953L,78
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q2,Number of Disputes,Over 1 day and up to including 2 days,,Number,A2540965W,33
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q2,Number of Disputes,Over 2 and less than 5 days,,Number,A2540956V,16
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q2,Number of Disputes,Total (Av working days lost per employee),,Number,A2540962R,132
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q2,Employees Involved,Up to and including 1 day,,000,A2540954R,21.1
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q2,Employees Involved,Over 1 day and up to including 2 days,,000,A2540966X,12.5
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q2,Employees Involved,Over 2 and less than 5 days,,000,A2540957W,1.6
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q2,Employees Involved,5 and less than 10 days,,000,A2540969F,0.1
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q2,Employees Involved,10 days and over,,000,A2540960K,0.5
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q2,Employees Involved,Total (Av working days lost per employee),,000,A2540963T,35.8
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q2,Working days Lost,Up to and including 1 day,,000,A2540955T,10
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q2,Working days Lost,Over 1 day and up to including 2 days,,000,A2540967A,22.7
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q2,Working days Lost,Over 2 and less than 5 days,,000,A2540958X,5
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q2,Working days Lost,5 and less than 10 days,,000,A2540970R,0.6
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q2,Working days Lost,10 days and over,,000,A2540961L,7.7
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q2,Working days Lost,Total (Av working days lost per employee),,000,A2540964V,46
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q3,Number of Disputes,Up to and including 1 day,,Number,A2540953L,75
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q3,Number of Disputes,Over 1 day and up to including 2 days,,Number,A2540965W,36
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q3,Number of Disputes,Over 2 and less than 5 days,,Number,A2540956V,22
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q3,Number of Disputes,Total (Av working days lost per employee),,Number,A2540962R,138
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q3,Employees Involved,Up to and including 1 day,,000,A2540954R,80.4
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q3,Employees Involved,Over 1 day and up to including 2 days,,000,A2540966X,5.1
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q3,Employees Involved,Over 2 and less than 5 days,,000,A2540957W,3.5
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q3,Employees Involved,5 and less than 10 days,,000,A2540969F,0.1
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q3,Employees Involved,Total (Av working days lost per employee),,000,A2540963T,89.1
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q3,Working days Lost,Up to and including 1 day,,000,A2540955T,41.6
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q3,Working days Lost,Over 1 day and up to including 2 days,,000,A2540967A,8.1
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q3,Working days Lost,Over 2 and less than 5 days,,000,A2540958X,9.6
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q3,Working days Lost,5 and less than 10 days,,000,A2540970R,1
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q3,Working days Lost,10 days and over,,000,A2540961L,0.3
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q3,Working days Lost,Total (Av working days lost per employee),,000,A2540964V,60.7
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q4,Number of Disputes,Up to and including 1 day,,Number,A2540953L,52
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q4,Number of Disputes,Over 1 day and up to including 2 days,,Number,A2540965W,27
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q4,Number of Disputes,Over 2 and less than 5 days,,Number,A2540956V,10
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q4,Number of Disputes,Total (Av working days lost per employee),,Number,A2540962R,94
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q4,Employees Involved,Up to and including 1 day,,000,A2540954R,97.1
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q4,Employees Involved,Over 1 day and up to including 2 days,,000,A2540966X,4.4
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q4,Employees Involved,Over 2 and less than 5 days,,000,A2540957W,1.6
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q4,Employees Involved,5 and less than 10 days,,000,A2540969F,0.5
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q4,Employees Involved,10 days and over,,000,A2540960K,0.2
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q4,Employees Involved,Total (Av working days lost per employee),,000,A2540963T,103.8
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q4,Working days Lost,Up to and including 1 day,,000,A2540955T,60.7
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q4,Working days Lost,Over 1 day and up to including 2 days,,000,A2540967A,7
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q4,Working days Lost,Over 2 and less than 5 days,,000,A2540958X,6.2
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q4,Working days Lost,5 and less than 10 days,,000,A2540970R,3.5
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q4,Working days Lost,10 days and over,,000,A2540961L,5.4
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2005-Q4,Working days Lost,Total (Av working days lost per employee),,000,A2540964V,82.8
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q1,Number of Disputes,Up to and including 1 day,,Number,A2540953L,60
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q1,Number of Disputes,Over 1 day and up to including 2 days,,Number,A2540965W,21
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q1,Number of Disputes,Over 2 and less than 5 days,,Number,A2540956V,13
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q1,Number of Disputes,Total (Av working days lost per employee),,Number,A2540962R,100
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q1,Employees Involved,Up to and including 1 day,,000,A2540954R,10.1
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q1,Employees Involved,Over 1 day and up to including 2 days,,000,A2540966X,7
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q1,Employees Involved,Over 2 and less than 5 days,,000,A2540957W,0.9
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q1,Employees Involved,5 and less than 10 days,,000,A2540969F,0.2
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q1,Employees Involved,10 days and over,,000,A2540960K,0.7
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q1,Employees Involved,Total (Av working days lost per employee),,000,A2540963T,19
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q1,Working days Lost,Up to and including 1 day,,000,A2540955T,6
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q1,Working days Lost,Over 1 day and up to including 2 days,,000,A2540967A,8
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q1,Working days Lost,Over 2 and less than 5 days,,000,A2540958X,2.7
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q1,Working days Lost,5 and less than 10 days,,000,A2540970R,1.7
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q1,Working days Lost,10 days and over,,000,A2540961L,17.1
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q1,Working days Lost,Total (Av working days lost per employee),,000,A2540964V,35.4
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q2,Number of Disputes,Up to and including 1 day,,Number,A2540953L,15
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q2,Number of Disputes,Total (Av working days lost per employee),,Number,A2540962R,20
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q2,Employees Involved,Up to and including 1 day,,000,A2540954R,34.2
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q2,Employees Involved,Over 1 day and up to including 2 days,,000,A2540966X,6
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q2,Employees Involved,Over 2 and less than 5 days,,000,A2540957W,0.3
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q2,Employees Involved,Total (Av working days lost per employee),,000,A2540963T,40.5
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q2,Working days Lost,Up to and including 1 day,,000,A2540955T,23.6
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q2,Working days Lost,Over 1 day and up to including 2 days,,000,A2540967A,6.5
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q2,Working days Lost,Over 2 and less than 5 days,,000,A2540958X,0.8
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q2,Working days Lost,Total (Av working days lost per employee),,000,A2540964V,30.9
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q3,Number of Disputes,Up to and including 1 day,,Number,A2540953L,19
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q3,Number of Disputes,Over 2 and less than 5 days,,Number,A2540956V,7
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q3,Number of Disputes,Total (Av working days lost per employee),,Number,A2540962R,34
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q3,Employees Involved,Up to and including 1 day,,000,A2540954R,1.4
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q3,Employees Involved,Over 1 day and up to including 2 days,,000,A2540966X,2.6
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q3,Employees Involved,Over 2 and less than 5 days,,000,A2540957W,2
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q3,Employees Involved,5 and less than 10 days,,000,A2540969F,0.5
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q3,Employees Involved,10 days and over,,000,A2540960K,0.1
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q3,Employees Involved,Total (Av working days lost per employee),,000,A2540963T,6.6
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q3,Working days Lost,Up to and including 1 day,,000,A2540955T,0.8
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q3,Working days Lost,Over 1 day and up to including 2 days,,000,A2540967A,4.3
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q3,Working days Lost,Over 2 and less than 5 days,,000,A2540958X,6.3
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q3,Working days Lost,5 and less than 10 days,,000,A2540970R,4.3
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q3,Working days Lost,10 days and over,,000,A2540961L,2.4
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q3,Working days Lost,Total (Av working days lost per employee),,000,A2540964V,18.1
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q4,Number of Disputes,Up to and including 1 day,,Number,A2540953L,28
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q4,Number of Disputes,Over 1 day and up to including 2 days,,Number,A2540965W,7
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q4,Number of Disputes,Over 2 and less than 5 days,,Number,A2540956V,5
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q4,Number of Disputes,Total (Av working days lost per employee),,Number,A2540962R,49
04b,"Disputes, employees involved and working days lost by working-days-lost-per-employee band",2006-Q4,Employees Involved,Up to and including 1 day,,000,A2540954R,58
