date,state_code,state_name,registration_type,sex,registrations
2008-01-01,NSW,New South Wales,Consent,Male,108963
2008-01-01,NT,Northern Territory,Consent,Male,2995
2008-01-01,QLD,Queensland,Consent,Male,89104
2008-01-01,SA,South Australia,Consent,Male,39290
2008-01-01,TAS,Tasmania,Consent,Male,11143
2008-01-01,VIC,Victoria,Consent,Male,100207
2008-01-01,WA,Western Australia,Consent,Male,60439
2008-01-01,ACT,Australian Capital Territory,Consent,Total,18571
2008-01-01,NSW,New South Wales,Consent,Total,264592
2008-01-01,NT,Northern Territory,Consent,Total,8093
2008-01-01,QLD,Queensland,Consent,Total,220379
2008-01-01,SA,South Australia,Consent,Total,93867
2008-01-01,TAS,Tasmania,Consent,Total,28215
2008-01-01,VIC,Victoria,Consent,Total,253002
2008-01-01,WA,Western Australia,Consent,Total,152542
2008-01-01,ACT,Australian Capital Territory,Intent,Female,15251
2008-01-01,NSW,New South Wales,Intent,Female,1024311
2008-01-01,NT,Northern Territory,Intent,Female,5784
2008-01-01,QLD,Queensland,Intent,Female,309044
2008-01-01,SA,South Australia,Intent,Female,270463
2008-01-01,TAS,Tasmania,Intent,Female,76158
2008-01-01,VIC,Victoria,Intent,Female,266168
2008-01-01,WA,Western Australia,Intent,Female,248301
2008-01-01,ACT,Australian Capital Territory,Intent,Male,11205
2008-01-01,NSW,New South Wales,Intent,Male,1055626
2008-01-01,NT,Northern Territory,Intent,Male,3977
2008-01-01,QLD,Queensland,Intent,Male,331394
2008-01-01,SA,South Australia,Intent,Male,274553
2008-01-01,TAS,Tasmania,Intent,Male,76121
2008-01-01,VIC,Victoria,Intent,Male,193739
2008-01-01,WA,Western Australia,Intent,Male,241504
2008-01-01,ACT,Australian Capital Territory,Intent,Total,26457
2008-01-01,NSW,New South Wales,Intent,Total,2079971
2008-01-01,NT,Northern Territory,Intent,Total,9763
2008-01-01,QLD,Queensland,Intent,Total,640440
2008-01-01,SA,South Australia,Intent,Total,545501
2008-01-01,TAS,Tasmania,Intent,Total,152279
2008-01-01,VIC,Victoria,Intent,Total,463884
2008-01-01,WA,Western Australia,Intent,Total,491170
2008-02-01,ACT,Australian Capital Territory,Consent,Female,11556
2008-02-01,NSW,New South Wales,Consent,Female,158101
2008-02-01,NT,Northern Territory,Consent,Female,5252
2008-02-01,QLD,Queensland,Consent,Female,133537
2008-02-01,SA,South Australia,Consent,Female,55484
2008-02-01,TAS,Tasmania,Consent,Female,17615
2008-02-01,VIC,Victoria,Consent,Female,155901
2008-02-01,WA,Western Australia,Consent,Female,94108
2008-02-01,ACT,Australian Capital Territory,Consent,Male,7519
2008-02-01,NSW,New South Wales,Consent,Male,110165
2008-02-01,NT,Northern Territory,Consent,Male,3053
2008-02-01,QLD,Queensland,Consent,Male,90295
2008-02-01,SA,South Australia,Consent,Male,39781
2008-02-01,TAS,Tasmania,Consent,Male,11448
2008-02-01,VIC,Victoria,Consent,Male,101765
2008-02-01,WA,Western Australia,Consent,Male,61441
2008-02-01,ACT,Australian Capital Territory,Consent,Total,19075
2008-02-01,NSW,New South Wales,Consent,Total,268266
2008-02-01,NT,Northern Territory,Consent,Total,8305
2008-02-01,QLD,Queensland,Consent,Total,223832
2008-02-01,SA,South Australia,Consent,Total,95265
2008-02-01,TAS,Tasmania,Consent,Total,29063
2008-02-01,VIC,Victoria,Consent,Total,257666
2008-02-01,WA,Western Australia,Consent,Total,155549
2008-02-01,ACT,Australian Capital Territory,Intent,Female,15275
2008-02-01,NSW,New South Wales,Intent,Female,1022666
2008-02-01,NT,Northern Territory,Intent,Female,5727
2008-02-01,QLD,Queensland,Intent,Female,308377
2008-02-01,SA,South Australia,Intent,Female,270374
2008-02-01,TAS,Tasmania,Intent,Female,75839
2008-02-01,VIC,Victoria,Intent,Female,265222
2008-02-01,WA,Western Australia,Intent,Female,247403
2008-02-01,ACT,Australian Capital Territory,Intent,Male,11233
2008-02-01,NSW,New South Wales,Intent,Male,1054706
2008-02-01,NT,Northern Territory,Intent,Male,3976
2008-02-01,QLD,Queensland,Intent,Male,331145
2008-02-01,SA,South Australia,Intent,Male,274785
2008-02-01,TAS,Tasmania,Intent,Male,75934
2008-02-01,VIC,Victoria,Intent,Male,193400
2008-02-01,WA,Western Australia,Intent,Male,241038
2008-02-01,ACT,Australian Capital Territory,Intent,Total,26509
2008-02-01,NSW,New South Wales,Intent,Total,2077406
2008-02-01,NT,Northern Territory,Intent,Total,9705
2008-02-01,QLD,Queensland,Intent,Total,639524
2008-02-01,SA,South Australia,Intent,Total,545632
2008-02-01,TAS,Tasmania,Intent,Total,151773
2008-02-01,VIC,Victoria,Intent,Total,462595
2008-02-01,WA,Western Australia,Intent,Total,489804
2008-03-01,ACT,Australian Capital Territory,Consent,Female,12101
2008-03-01,NSW,New South Wales,Consent,Female,161651
2008-03-01,NT,Northern Territory,Consent,Female,5515
2008-03-01,QLD,Queensland,Consent,Female,136529
2008-03-01,SA,South Australia,Consent,Female,56963
2008-03-01,TAS,Tasmania,Consent,Female,18289
2008-03-01,VIC,Victoria,Consent,Female,159393
2008-03-01,WA,Western Australia,Consent,Female,96216
2008-03-01,ACT,Australian Capital Territory,Consent,Male,7834
2008-03-01,NSW,New South Wales,Consent,Male,112195
2008-03-01,NT,Northern Territory,Consent,Male,3172
2008-03-01,QLD,Queensland,Consent,Male,91907
2008-03-01,SA,South Australia,Consent,Male,40585
2008-03-01,TAS,Tasmania,Consent,Male,11877
2008-03-01,VIC,Victoria,Consent,Male,103505
2008-03-01,WA,Western Australia,Consent,Male,62457
2008-03-01,ACT,Australian Capital Territory,Consent,Total,19935
2008-03-01,NSW,New South Wales,Consent,Total,273846
2008-03-01,NT,Northern Territory,Consent,Total,8687
2008-03-01,QLD,Queensland,Consent,Total,228436
2008-03-01,SA,South Australia,Consent,Total,97548
2008-03-01,TAS,Tasmania,Consent,Total,30166
2008-03-01,VIC,Victoria,Consent,Total,262898
2008-03-01,WA,Western Australia,Consent,Total,158673
2008-03-01,ACT,Australian Capital Territory,Intent,Female,15129
2008-03-01,NSW,New South Wales,Intent,Female,1020063
2008-03-01,NT,Northern Territory,Intent,Female,5679
2008-03-01,QLD,Queensland,Intent,Female,307240
2008-03-01,SA,South Australia,Intent,Female,269577
2008-03-01,TAS,Tasmania,Intent,Female,75334
2008-03-01,VIC,Victoria,Intent,Female,263786
2008-03-01,WA,Western Australia,Intent,Female,246251
2008-03-01,ACT,Australian Capital Territory,Intent,Male,11148
2008-03-01,NSW,New South Wales,Intent,Male,1052994
2008-03-01,NT,Northern Territory,Intent,Male,3946
2008-03-01,QLD,Queensland,Intent,Male,330549
2008-03-01,SA,South Australia,Intent,Male,274485
2008-03-01,TAS,Tasmania,Intent,Male,75597
2008-03-01,VIC,Victoria,Intent,Male,192761
2008-03-01,WA,Western Australia,Intent,Male,240457
2008-03-01,ACT,Australian Capital Territory,Intent,Total,26277
2008-03-01,NSW,New South Wales,Intent,Total,2073091
2008-03-01,NT,Northern Territory,Intent,Total,9625
2008-03-01,QLD,Queensland,Intent,Total,637791
2008-03-01,SA,South Australia,Intent,Total,544532
2008-03-01,TAS,Tasmania,Intent,Total,150931
2008-03-01,VIC,Victoria,Intent,Total,460516
2008-03-01,WA,Western Australia,Intent,Total,488067
2008-04-01,ACT,Australian Capital Territory,Consent,Female,12630
2008-04-01,NSW,New South Wales,Consent,Female,166092
2008-04-01,NT,Northern Territory,Consent,Female,5735
2008-04-01,QLD,Queensland,Consent,Female,140185
2008-04-01,SA,South Australia,Consent,Female,58770
2008-04-01,TAS,Tasmania,Consent,Female,19158
2008-04-01,VIC,Victoria,Consent,Female,163715
2008-04-01,WA,Western Australia,Consent,Female,98941
2008-04-01,ACT,Australian Capital Territory,Consent,Male,8143
2008-04-01,NSW,New South Wales,Consent,Male,114629
2008-04-01,NT,Northern Territory,Consent,Male,3291
2008-04-01,QLD,Queensland,Consent,Male,93871
2008-04-01,SA,South Australia,Consent,Male,41648
2008-04-01,TAS,Tasmania,Consent,Male,12389
2008-04-01,VIC,Victoria,Consent,Male,105850
2008-04-01,WA,Western Australia,Consent,Male,63906
2008-04-01,ACT,Australian Capital Territory,Consent,Total,20773
2008-04-01,NSW,New South Wales,Consent,Total,280721
2008-04-01,NT,Northern Territory,Consent,Total,9026
2008-04-01,QLD,Queensland,Consent,Total,234056
2008-04-01,SA,South Australia,Consent,Total,100418
2008-04-01,TAS,Tasmania,Consent,Total,31547
2008-04-01,VIC,Victoria,Consent,Total,269565
2008-04-01,WA,Western Australia,Consent,Total,162847
2008-04-01,ACT,Australian Capital Territory,Intent,Female,14954
2008-04-01,NSW,New South Wales,Intent,Female,1016735
2008-04-01,NT,Northern Territory,Intent,Female,5600
2008-04-01,QLD,Queensland,Intent,Female,305893
2008-04-01,SA,South Australia,Intent,Female,269429
2008-04-01,TAS,Tasmania,Intent,Female,74736
2008-04-01,VIC,Victoria,Intent,Female,262019
2008-04-01,WA,Western Australia,Intent,Female,244738
2008-04-01,ACT,Australian Capital Territory,Intent,Male,11044
2008-04-01,NSW,New South Wales,Intent,Male,1051004
2008-04-01,NT,Northern Territory,Intent,Male,3906
2008-04-01,QLD,Queensland,Intent,Male,329748
2008-04-01,SA,South Australia,Intent,Male,274924
2008-04-01,TAS,Tasmania,Intent,Male,75245
2008-04-01,VIC,Victoria,Intent,Male,191958
2008-04-01,WA,Western Australia,Intent,Male,239639
2008-04-01,ACT,Australian Capital Territory,Intent,Total,25998
2008-04-01,NSW,New South Wales,Intent,Total,2067773
2008-04-01,NT,Northern Territory,Intent,Total,9506
2008-04-01,QLD,Queensland,Intent,Total,635643
2008-04-01,SA,South Australia,Intent,Total,544801
2008-04-01,TAS,Tasmania,Intent,Total,149981
2008-04-01,VIC,Victoria,Intent,Total,457940
2008-04-01,WA,Western Australia,Intent,Total,485731
2008-05-01,ACT,Australian Capital Territory,Consent,Female,13034
2008-05-01,NSW,New South Wales,Consent,Female,168011
2008-05-01,NT,Northern Territory,Consent,Female,5742
2008-05-01,QLD,Queensland,Consent,Female,144219
2008-05-01,SA,South Australia,Consent,Female,60456
2008-05-01,TAS,Tasmania,Consent,Female,20387
2008-05-01,VIC,Victoria,Consent,Female,166720
2008-05-01,WA,Western Australia,Consent,Female,102599
2008-05-01,ACT,Australian Capital Territory,Consent,Male,8364
2008-05-01,NSW,New South Wales,Consent,Male,115744
2008-05-01,NT,Northern Territory,Consent,Male,3329
2008-05-01,QLD,Queensland,Consent,Male,96066
2008-05-01,SA,South Australia,Consent,Male,42509
2008-05-01,TAS,Tasmania,Consent,Male,13190
2008-05-01,VIC,Victoria,Consent,Male,107525
2008-05-01,WA,Western Australia,Consent,Male,65942
2008-05-01,ACT,Australian Capital Territory,Consent,Total,21398
2008-05-01,NSW,New South Wales,Consent,Total,283755
2008-05-01,NT,Northern Territory,Consent,Total,9071
2008-05-01,QLD,Queensland,Consent,Total,240285
2008-05-01,SA,South Australia,Consent,Total,102965
2008-05-01,TAS,Tasmania,Consent,Total,33577
2008-05-01,VIC,Victoria,Consent,Total,274245
2008-05-01,WA,Western Australia,Consent,Total,168541
2008-05-01,ACT,Australian Capital Territory,Intent,Female,14922
2008-05-01,NSW,New South Wales,Intent,Female,1013752
2008-05-01,NT,Northern Territory,Intent,Female,5478
2008-05-01,QLD,Queensland,Intent,Female,305539
2008-05-01,SA,South Australia,Intent,Female,269112
2008-05-01,TAS,Tasmania,Intent,Female,73946
2008-05-01,VIC,Victoria,Intent,Female,260380
2008-05-01,WA,Western Australia,Intent,Female,243412
2008-05-01,ACT,Australian Capital Territory,Intent,Male,10999
2008-05-01,NSW,New South Wales,Intent,Male,1049236
2008-05-01,NT,Northern Territory,Intent,Male,3855
2008-05-01,QLD,Queensland,Intent,Male,329363
2008-05-01,SA,South Australia,Intent,Male,275019
2008-05-01,TAS,Tasmania,Intent,Male,74731
2008-05-01,VIC,Victoria,Intent,Male,191120
2008-05-01,WA,Western Australia,Intent,Male,238804
2008-05-01,ACT,Australian Capital Territory,Intent,Total,25921
2008-05-01,NSW,New South Wales,Intent,Total,2063022
2008-05-01,NT,Northern Territory,Intent,Total,9333
2008-05-01,QLD,Queensland,Intent,Total,634904
2008-05-01,SA,South Australia,Intent,Total,544564
2008-05-01,TAS,Tasmania,Intent,Total,148677
2008-05-01,VIC,Victoria,Intent,Total,455460
2008-05-01,WA,Western Australia,Intent,Total,483568
2008-06-01,ACT,Australian Capital Territory,Consent,Female,13178
2008-06-01,NSW,New South Wales,Consent,Female,170214
2008-06-01,NT,Northern Territory,Consent,Female,5855
2008-06-01,QLD,Queensland,Consent,Female,146523
2008-06-01,SA,South Australia,Consent,Female,61749
2008-06-01,TAS,Tasmania,Consent,Female,20874
2008-06-01,VIC,Victoria,Consent,Female,169345
2008-06-01,WA,Western Australia,Consent,Female,105242
2008-06-01,ACT,Australian Capital Territory,Consent,Male,8480
2008-06-01,NSW,New South Wales,Consent,Male,117014
2008-06-01,NT,Northern Territory,Consent,Male,3387
2008-06-01,QLD,Queensland,Consent,Male,97412
2008-06-01,SA,South Australia,Consent,Male,43324
2008-06-01,TAS,Tasmania,Consent,Male,13518
2008-06-01,VIC,Victoria,Consent,Male,108964
2008-06-01,WA,Western Australia,Consent,Male,67589
2008-06-01,ACT,Australian Capital Territory,Consent,Total,21658
2008-06-01,NSW,New South Wales,Consent,Total,287228
2008-06-01,NT,Northern Territory,Consent,Total,9242
2008-06-01,QLD,Queensland,Consent,Total,243935
2008-06-01,SA,South Australia,Consent,Total,105073
2008-06-01,TAS,Tasmania,Consent,Total,34392
2008-06-01,VIC,Victoria,Consent,Total,278309
2008-06-01,WA,Western Australia,Consent,Total,172831
2008-06-01,ACT,Australian Capital Territory,Intent,Female,14844
2008-06-01,NSW,New South Wales,Intent,Female,1012048
2008-06-01,NT,Northern Territory,Intent,Female,5428
2008-06-01,QLD,Queensland,Intent,Female,304786
2008-06-01,SA,South Australia,Intent,Female,268657
2008-06-01,TAS,Tasmania,Intent,Female,73626
2008-06-01,VIC,Victoria,Intent,Female,259709
2008-06-01,WA,Western Australia,Intent,Female,242063
2008-06-01,ACT,Australian Capital Territory,Intent,Male,10953
2008-06-01,NSW,New South Wales,Intent,Male,1048258
2008-06-01,NT,Northern Territory,Intent,Male,3825
2008-06-01,QLD,Queensland,Intent,Male,328875
2008-06-01,SA,South Australia,Intent,Male,274919
2008-06-01,TAS,Tasmania,Intent,Male,74487
2008-06-01,VIC,Victoria,Intent,Male,190844
2008-06-01,WA,Western Australia,Intent,Male,237943
2008-06-01,ACT,Australian Capital Territory,Intent,Total,25797
2008-06-01,NSW,New South Wales,Intent,Total,2060340
2008-06-01,NT,Northern Territory,Intent,Total,9253
2008-06-01,QLD,Queensland,Intent,Total,633663
2008-06-01,SA,South Australia,Intent,Total,544009
2008-06-01,TAS,Tasmania,Intent,Total,148113
2008-06-01,VIC,Victoria,Intent,Total,454511
2008-06-01,WA,Western Australia,Intent,Total,481357
2008-07-01,ACT,Australian Capital Territory,Consent,Female,13286
2008-07-01,NSW,New South Wales,Consent,Female,171816
2008-07-01,NT,Northern Territory,Consent,Female,5982
2008-07-01,QLD,Queensland,Consent,Female,148536
2008-07-01,SA,South Australia,Consent,Female,63209
2008-07-01,TAS,Tasmania,Consent,Female,21286
2008-07-01,VIC,Victoria,Consent,Female,172229
2008-07-01,WA,Western Australia,Consent,Female,107358
2008-07-01,ACT,Australian Capital Territory,Consent,Male,8581
2008-07-01,NSW,New South Wales,Consent,Male,117928
2008-07-01,NT,Northern Territory,Consent,Male,3455
2008-07-01,QLD,Queensland,Consent,Male,98480
2008-07-01,SA,South Australia,Consent,Male,44210
2008-07-01,TAS,Tasmania,Consent,Male,13744
2008-07-01,VIC,Victoria,Consent,Male,110529
2008-07-01,WA,Western Australia,Consent,Male,68942
2008-07-01,ACT,Australian Capital Territory,Consent,Total,21867
2008-07-01,NSW,New South Wales,Consent,Total,289744
2008-07-01,NT,Northern Territory,Consent,Total,9437
2008-07-01,QLD,Queensland,Consent,Total,247016
2008-07-01,SA,South Australia,Consent,Total,107419
2008-07-01,TAS,Tasmania,Consent,Total,35030
2008-07-01,VIC,Victoria,Consent,Total,282758
2008-07-01,WA,Western Australia,Consent,Total,176300
2008-07-01,ACT,Australian Capital Territory,Intent,Female,14751
2008-07-01,NSW,New South Wales,Intent,Female,1010290
2008-07-01,NT,Northern Territory,Intent,Female,5387
2008-07-01,QLD,Queensland,Intent,Female,304056
2008-07-01,SA,South Australia,Intent,Female,268101
2008-07-01,TAS,Tasmania,Intent,Female,73354
2008-07-01,VIC,Victoria,Intent,Female,259290
2008-07-01,WA,Western Australia,Intent,Female,240848
2008-07-01,ACT,Australian Capital Territory,Intent,Male,10902
2008-07-01,NSW,New South Wales,Intent,Male,1047123
2008-07-01,NT,Northern Territory,Intent,Male,3801
2008-07-01,QLD,Queensland,Intent,Male,328479
2008-07-01,SA,South Australia,Intent,Male,274836
2008-07-01,TAS,Tasmania,Intent,Male,74298
2008-07-01,VIC,Victoria,Intent,Male,190653
2008-07-01,WA,Western Australia,Intent,Male,237175
2008-07-01,ACT,Australian Capital Territory,Intent,Total,25653
2008-07-01,NSW,New South Wales,Intent,Total,2057447
2008-07-01,NT,Northern Territory,Intent,Total,9188
2008-07-01,QLD,Queensland,Intent,Total,632537
2008-07-01,SA,South Australia,Intent,Total,543357
2008-07-01,TAS,Tasmania,Intent,Total,147652
2008-07-01,VIC,Victoria,Intent,Total,453898
2008-07-01,WA,Western Australia,Intent,Total,479372
2008-08-01,ACT,Australian Capital Territory,Consent,Female,13395
2008-08-01,NSW,New South Wales,Consent,Female,173232
2008-08-01,NT,Northern Territory,Consent,Female,6165
2008-08-01,QLD,Queensland,Consent,Female,149921
2008-08-01,SA,South Australia,Consent,Female,64257
2008-08-01,TAS,Tasmania,Consent,Female,21507
2008-08-01,VIC,Victoria,Consent,Female,173911
2008-08-01,WA,Western Australia,Consent,Female,108828
2008-08-01,ACT,Australian Capital Territory,Consent,Male,8663
2008-08-01,NSW,New South Wales,Consent,Male,118677
2008-08-01,NT,Northern Territory,Consent,Male,3539
2008-08-01,QLD,Queensland,Consent,Male,99185
2008-08-01,SA,South Australia,Consent,Male,44812
2008-08-01,TAS,Tasmania,Consent,Male,13848
2008-08-01,VIC,Victoria,Consent,Male,111391
2008-08-01,WA,Western Australia,Consent,Male,69740
2008-08-01,ACT,Australian Capital Territory,Consent,Total,22058
2008-08-01,NSW,New South Wales,Consent,Total,291909
2008-08-01,NT,Northern Territory,Consent,Total,9704
2008-08-01,QLD,Queensland,Consent,Total,249106
2008-08-01,SA,South Australia,Consent,Total,109069
2008-08-01,TAS,Tasmania,Consent,Total,35355
2008-08-01,VIC,Victoria,Consent,Total,285302
2008-08-01,WA,Western Australia,Consent,Total,178568
2008-08-01,ACT,Australian Capital Territory,Intent,Female,14738
2008-08-01,NSW,New South Wales,Intent,Female,1009198
2008-08-01,NT,Northern Territory,Intent,Female,5348
2008-08-01,QLD,Queensland,Intent,Female,303628
2008-08-01,SA,South Australia,Intent,Female,268778
2008-08-01,TAS,Tasmania,Intent,Female,73197
2008-08-01,VIC,Victoria,Intent,Female,258813
2008-08-01,WA,Western Australia,Intent,Female,240133
2008-08-01,ACT,Australian Capital Territory,Intent,Male,10882
