financial_year,location_type,time,season,offending_animal_leash_status,incident_type,victim_type,incident_count
2019/20,Dog Park,5 pm to 8 pm,Summer,Unknown,Attack,Both,1
2020/21,Dog Park,5 pm to 8 pm,Summer,Unknown,Attack,Unknown,1
2021/22,Dog Park,5 pm to 8 pm,Summer,Unknown,Attack,Unknown,1
2023/24,Dog Park,5 pm to 8 pm,Summer,Unknown,Attack,Unknown,1
2024/25,Dog Park,5 pm to 8 pm,Summer,Unknown,Attack,Unknown,1
2018/19,Dog Park,5 pm to 8 pm,Summer,Unknown,Harassment,Animal,1
2019/20,Dog Park,5 pm to 8 pm,Summer,Unknown,Harassment,Animal,2
2020/21,Dog Park,5 pm to 8 pm,Summer,Unknown,Harassment,Animal,1
2019/20,Dog Park,5 pm to 8 pm,Winter,No Leash,Attack,Animal,1
2024/25,Dog Park,5 pm to 8 pm,Winter,No Leash,Attack,Unknown,1
2018/19,Dog Park,5 pm to 8 pm,Winter,No Leash,Harassment,Animal,1
2023/24,Dog Park,5 pm to 8 pm,Winter,Unknown,Attack,Animal,1
2022/23,Dog Park,5 pm to 8 pm,Winter,Unknown,Attack,Human,1
bef 30 Jun 2018,Dog Park,5 pm to 8 pm,Winter,Unknown,Attack,Human,1
2021/22,Dog Park,5 pm to 8 pm,Winter,Unknown,Harassment,Animal,1
2023/24,Dog Park,5 pm to 8 pm,Winter,Unknown,Harassment,Animal,1
2021/22,Dog Park,6 am to 9 am,Autumn,No Leash,Attack,Animal,1
2022/23,Dog Park,6 am to 9 am,Autumn,No Leash,Harassment,Animal,1
2024/25,Dog Park,6 am to 9 am,Autumn,No Leash,Harassment,Animal,1
2022/23,Dog Park,6 am to 9 am,Autumn,Unknown,Attack,Animal,1
2019/20,Dog Park,6 am to 9 am,Autumn,Unknown,Attack,Unknown,1
2024/25,Dog Park,6 am to 9 am,Autumn,Unknown,Harassment,Unknown,1
2021/22,Dog Park,6 am to 9 am,Spring,No Leash,Attack,Animal,2
bef 30 Jun 2018,Dog Park,6 am to 9 am,Spring,No Leash,Attack,Animal,1
2020/21,Dog Park,6 am to 9 am,Spring,No Leash,Attack,Human,1
2023/24,Dog Park,6 am to 9 am,Spring,No Leash,Harassment,Animal,1
2021/22,Dog Park,6 am to 9 am,Spring,Unknown,Attack,Animal,2
2019/20,Dog Park,6 am to 9 am,Spring,Unknown,Attack,Human,1
2019/20,Dog Park,6 am to 9 am,Summer,No Leash,Attack,Animal,1
2021/22,Dog Park,6 am to 9 am,Summer,No Leash,Attack,Animal,1
2022/23,Dog Park,6 am to 9 am,Summer,No Leash,Attack,Animal,1
2024/25,Dog Park,6 am to 9 am,Summer,No Leash,Attack,Animal,3
2024/25,Dog Park,6 am to 9 am,Summer,No Leash,Attack,Unknown,1
2022/23,Dog Park,6 am to 9 am,Summer,No Leash,Harassment,Animal,1
2019/20,Dog Park,6 am to 9 am,Summer,No Leash,Harassment,Human,1
2024/25,Dog Park,6 am to 9 am,Summer,No Leash,Harassment,Unknown,1
2022/23,Dog Park,6 am to 9 am,Winter,No Leash,Attack,Animal,1
2024/25,Dog Park,6 am to 9 am,Winter,No Leash,Attack,Animal,1
2021/22,Dog Park,6 am to 9 am,Winter,No Leash,Harassment,Animal,1
2023/24,Dog Park,6 am to 9 am,Winter,On a Leash,Attack,Unknown,1
2022/23,Dog Park,8 pm to 10 pm,Summer,No Leash,Attack,Animal,1
2023/24,Dog Park,8 pm to 10 pm,Summer,No Leash,Attack,Animal,1
2021/22,Dog Park,8 pm to 10 pm,Summer,No Leash,Harassment,Animal,1
2020/21,Dog Park,9 am to Noon,Autumn,No Leash,Attack,Animal,2
2022/23,Dog Park,9 am to Noon,Autumn,No Leash,Attack,Human,1
2023/24,Dog Park,9 am to Noon,Autumn,No Leash,Attack,Human,1
2023/24,Dog Park,9 am to Noon,Autumn,No Leash,Harassment,Animal,1
2024/25,Dog Park,9 am to Noon,Autumn,No Leash,Harassment,Animal,2
bef 30 Jun 2018,Dog Park,9 am to Noon,Autumn,No Leash,Harassment,Animal,2
2023/24,Dog Park,9 am to Noon,Autumn,No Leash,Harassment,Both,1
2020/21,Dog Park,9 am to Noon,Autumn,No Leash,Harassment,Unknown,1
2024/25,Dog Park,9 am to Noon,Autumn,No Leash,Harassment,Unknown,1
2019/20,Dog Park,9 am to Noon,Autumn,Unknown,Attack,Animal,1
2022/23,Dog Park,9 am to Noon,Autumn,Unknown,Attack,Animal,1
2023/24,Dog Park,9 am to Noon,Autumn,Unknown,Attack,Animal,1
2024/25,Dog Park,9 am to Noon,Autumn,Unknown,Attack,Animal,1
2019/20,Dog Park,9 am to Noon,Autumn,Unknown,Attack,Unknown,1
2022/23,Dog Park,9 am to Noon,Autumn,Unknown,Attack,Unknown,1
2021/22,Dog Park,9 am to Noon,Autumn,Unknown,Harassment,Animal,1
2021/22,Dog Park,9 am to Noon,Autumn,Unknown,Harassment,Human,1
2023/24,Dog Park,9 am to Noon,Autumn,Unknown,Harassment,Human,1
2021/22,Dog Park,9 am to Noon,Spring,No Leash,Attack,Animal,1
2024/25,Dog Park,9 am to Noon,Spring,No Leash,Attack,Animal,1
2019/20,Dog Park,9 am to Noon,Spring,No Leash,Attack,Human,1
2020/21,Dog Park,9 am to Noon,Spring,No Leash,Attack,Human,1
2018/19,Dog Park,9 am to Noon,Spring,Unknown,Attack,Animal,1
2019/20,Dog Park,9 am to Noon,Spring,Unknown,Attack,Animal,1
2024/25,Dog Park,9 am to Noon,Spring,Unknown,Attack,Animal,1
2019/20,Dog Park,9 am to Noon,Spring,Unknown,Attack,Human,1
2024/25,Dog Park,9 am to Noon,Spring,Unknown,Attack,Human,1
2019/20,Dog Park,9 am to Noon,Spring,Unknown,Attack,Unknown,1
2022/23,Dog Park,9 am to Noon,Spring,Unknown,Attack,Unknown,1
2023/24,Dog Park,9 am to Noon,Spring,Unknown,Attack,Unknown,1
2024/25,Dog Park,9 am to Noon,Spring,Unknown,Attack,Unknown,2
bef 30 Jun 2018,Dog Park,9 am to Noon,Spring,Unknown,Harassment,Animal,1
2020/21,Dog Park,9 am to Noon,Spring,Unknown,Harassment,Human,1
2020/21,Dog Park,9 am to Noon,Spring,Unknown,Harassment,Unknown,1
2021/22,Dog Park,9 am to Noon,Summer,No Leash,Attack,Animal,1
2022/23,Dog Park,9 am to Noon,Summer,No Leash,Attack,Animal,1
2019/20,Dog Park,9 am to Noon,Summer,No Leash,Attack,Human,1
2021/22,Dog Park,9 am to Noon,Summer,No Leash,Harassment,Animal,1
2019/20,Dog Park,9 am to Noon,Summer,On a Leash,Attack,Animal,1
2022/23,Dog Park,9 am to Noon,Summer,Unknown,Attack,Animal,1
2024/25,Dog Park,9 am to Noon,Summer,Unknown,Harassment,Animal,1
2019/20,Dog Park,9 am to Noon,Summer,Unknown,Harassment,Human,1
2018/19,Dog Park,9 am to Noon,Winter,No Leash,Attack,Animal,1
2022/23,Dog Park,9 am to Noon,Winter,No Leash,Attack,Unknown,1
2024/25,Dog Park,9 am to Noon,Winter,No Leash,Attack,Unknown,1
2020/21,Dog Park,9 am to Noon,Winter,No Leash,Harassment,Animal,1
bef 30 Jun 2018,Dog Park,9 am to Noon,Winter,No Leash,Harassment,Animal,1
2020/21,Dog Park,9 am to Noon,Winter,No Leash,Harassment,Both,1
2022/23,Dog Park,9 am to Noon,Winter,No Leash,Harassment,Human,1
2022/23,Dog Park,9 am to Noon,Winter,On a Leash,Harassment,Human,1
2023/24,Dog Park,9 am to Noon,Winter,Unknown,Attack,Animal,2
2022/23,Dog Park,9 am to Noon,Winter,Unknown,Attack,Human,1
2019/20,Dog Park,9 am to Noon,Winter,Unknown,Attack,Unknown,1
2024/25,Dog Park,9 am to Noon,Winter,Unknown,Attack,Unknown,1
2023/24,Dog Park,9 am to Noon,Winter,Unknown,Harassment,Animal,1
2021/22,Dog Park,9 am to Noon,Winter,Unknown,Harassment,Human,1
2018/19,Dog Park,9 am to Noon,Winter,Unknown,Harassment,Unknown,1
2019/20,Dog Park,9 am to Noon,Winter,Unknown,Harassment,Unknown,1
bef 30 Jun 2018,Dog Park,9 am to Noon,Winter,Unknown,Harassment,Unknown,1
2018/19,Dog Park,Noon to 5 pm,Autumn,No Leash,Attack,Animal,2
2020/21,Dog Park,Noon to 5 pm,Autumn,No Leash,Attack,Animal,4
2021/22,Dog Park,Noon to 5 pm,Autumn,No Leash,Attack,Animal,2
2022/23,Dog Park,Noon to 5 pm,Autumn,No Leash,Attack,Animal,2
2023/24,Dog Park,Noon to 5 pm,Autumn,No Leash,Attack,Animal,3
2024/25,Dog Park,Noon to 5 pm,Autumn,No Leash,Attack,Animal,1
2021/22,Dog Park,Noon to 5 pm,Autumn,No Leash,Attack,Both,1
2019/20,Dog Park,Noon to 5 pm,Autumn,No Leash,Attack,Human,1
2020/21,Dog Park,Noon to 5 pm,Autumn,No Leash,Attack,Human,1
2020/21,Dog Park,Noon to 5 pm,Autumn,No Leash,Attack,Unknown,1
2022/23,Dog Park,Noon to 5 pm,Autumn,No Leash,Attack,Unknown,1
2024/25,Dog Park,Noon to 5 pm,Autumn,No Leash,Harassment,Animal,1
2022/23,Dog Park,Noon to 5 pm,Autumn,On a Leash,Attack,Unknown,1
2019/20,Dog Park,Noon to 5 pm,Autumn,Unknown,Attack,Animal,1
2020/21,Dog Park,Noon to 5 pm,Autumn,Unknown,Attack,Animal,1
2022/23,Dog Park,Noon to 5 pm,Autumn,Unknown,Attack,Animal,1
2019/20,Dog Park,Noon to 5 pm,Autumn,Unknown,Attack,Human,1
2023/24,Dog Park,Noon to 5 pm,Autumn,Unknown,Attack,Unknown,1
2021/22,Dog Park,Noon to 5 pm,Autumn,Unknown,Harassment,Animal,2
2022/23,Dog Park,Noon to 5 pm,Autumn,Unknown,Harassment,Animal,1
2023/24,Dog Park,Noon to 5 pm,Autumn,Unknown,Harassment,Animal,1
bef 30 Jun 2018,Dog Park,Noon to 5 pm,Autumn,Unknown,Harassment,Animal,1
2018/19,Dog Park,Noon to 5 pm,Autumn,Unknown,Harassment,Human,1
2021/22,Dog Park,Noon to 5 pm,Autumn,Unknown,Harassment,Unknown,1
2022/23,Dog Park,Noon to 5 pm,Autumn,Unknown,Harassment,Unknown,1
2023/24,Dog Park,Noon to 5 pm,Autumn,Unknown,Harassment,Unknown,1
2019/20,Dog Park,Noon to 5 pm,Spring,No Leash,Attack,Animal,1
2020/21,Dog Park,Noon to 5 pm,Spring,No Leash,Attack,Animal,1
2021/22,Dog Park,Noon to 5 pm,Spring,No Leash,Attack,Animal,1
2022/23,Dog Park,Noon to 5 pm,Spring,No Leash,Attack,Animal,1
2023/24,Dog Park,Noon to 5 pm,Spring,No Leash,Attack,Animal,2
2024/25,Dog Park,Noon to 5 pm,Spring,No Leash,Attack,Animal,3
2020/21,Dog Park,Noon to 5 pm,Spring,No Leash,Attack,Human,1
2023/24,Dog Park,Noon to 5 pm,Spring,No Leash,Attack,Unknown,1
2018/19,Dog Park,Noon to 5 pm,Spring,No Leash,Harassment,Animal,1
2021/22,Dog Park,Noon to 5 pm,Spring,No Leash,Harassment,Animal,1
2020/21,Dog Park,Noon to 5 pm,Spring,No Leash,Harassment,Human,1
2018/19,Dog Park,Noon to 5 pm,Spring,No Leash,Harassment,Unknown,1
2019/20,Dog Park,Noon to 5 pm,Spring,On a Leash,Attack,Animal,1
2024/25,Dog Park,Noon to 5 pm,Spring,On a Leash,Attack,Animal,1
2024/25,Dog Park,Noon to 5 pm,Spring,On a Leash,Harassment,Animal,1
2018/19,Dog Park,Noon to 5 pm,Spring,Unknown,Attack,Animal,1
2019/20,Dog Park,Noon to 5 pm,Spring,Unknown,Attack,Animal,1
2020/21,Dog Park,Noon to 5 pm,Spring,Unknown,Attack,Animal,1
2021/22,Dog Park,Noon to 5 pm,Spring,Unknown,Attack,Animal,2
2022/23,Dog Park,Noon to 5 pm,Spring,Unknown,Attack,Animal,2
2023/24,Dog Park,Noon to 5 pm,Spring,Unknown,Attack,Animal,2
2024/25,Dog Park,Noon to 5 pm,Spring,Unknown,Attack,Animal,1
2021/22,Dog Park,Noon to 5 pm,Spring,Unknown,Attack,Unknown,1
2019/20,Dog Park,Noon to 5 pm,Spring,Unknown,Harassment,Animal,1
2024/25,Dog Park,Noon to 5 pm,Spring,Unknown,Harassment,Animal,1
2018/19,Dog Park,Noon to 5 pm,Spring,Unknown,Harassment,Unknown,1
2019/20,Dog Park,Noon to 5 pm,Spring,Unknown,Harassment,Unknown,1
2019/20,Dog Park,Noon to 5 pm,Summer,No Leash,Attack,Animal,1
2020/21,Dog Park,Noon to 5 pm,Summer,No Leash,Attack,Animal,1
2023/24,Dog Park,Noon to 5 pm,Summer,No Leash,Attack,Animal,1
2023/24,Dog Park,Noon to 5 pm,Summer,No Leash,Attack,Unknown,1
2023/24,Dog Park,Noon to 5 pm,Summer,On a Leash,Attack,Animal,1
2019/20,Dog Park,Noon to 5 pm,Summer,Unknown,Attack,Animal,1
2020/21,Dog Park,Noon to 5 pm,Summer,Unknown,Attack,Animal,1
2023/24,Dog Park,Noon to 5 pm,Summer,Unknown,Attack,Animal,1
2024/25,Dog Park,Noon to 5 pm,Summer,Unknown,Attack,Animal,2
2019/20,Dog Park,Noon to 5 pm,Summer,Unknown,Attack,Human,1
2020/21,Dog Park,Noon to 5 pm,Summer,Unknown,Attack,Human,1
2019/20,Dog Park,Noon to 5 pm,Summer,Unknown,Attack,Unknown,1
2020/21,Dog Park,Noon to 5 pm,Summer,Unknown,Harassment,Animal,1
2021/22,Dog Park,Noon to 5 pm,Winter,No Leash,Attack,Animal,3
2022/23,Dog Park,Noon to 5 pm,Winter,No Leash,Attack,Animal,2
2024/25,Dog Park,Noon to 5 pm,Winter,No Leash,Attack,Animal,1
2020/21,Dog Park,Noon to 5 pm,Winter,No Leash,Attack,Both,1
2021/22,Dog Park,Noon to 5 pm,Winter,No Leash,Attack,Human,1
2022/23,Dog Park,Noon to 5 pm,Winter,No Leash,Attack,Unknown,1
2023/24,Dog Park,Noon to 5 pm,Winter,No Leash,Attack,Unknown,1
2019/20,Dog Park,Noon to 5 pm,Winter,No Leash,Harassment,Animal,1
2023/24,Dog Park,Noon to 5 pm,Winter,No Leash,Harassment,Animal,1
2021/22,Dog Park,Noon to 5 pm,Winter,No Leash,Harassment,Human,1
2020/21,Dog Park,Noon to 5 pm,Winter,No Leash,Harassment,Unknown,1
2023/24,Dog Park,Noon to 5 pm,Winter,On a Leash,Attack,Animal,1
2020/21,Dog Park,Noon to 5 pm,Winter,Unknown,Attack,Animal,2
2021/22,Dog Park,Noon to 5 pm,Winter,Unknown,Attack,Animal,1
2022/23,Dog Park,Noon to 5 pm,Winter,Unknown,Attack,Animal,3
2023/24,Dog Park,Noon to 5 pm,Winter,Unknown,Attack,Animal,2
2018/19,Dog Park,Noon to 5 pm,Winter,Unknown,Attack,Human,1
2019/20,Dog Park,Noon to 5 pm,Winter,Unknown,Attack,Unknown,1
2020/21,Dog Park,Noon to 5 pm,Winter,Unknown,Attack,Unknown,1
2021/22,Dog Park,Noon to 5 pm,Winter,Unknown,Attack,Unknown,1
2022/23,Dog Park,Noon to 5 pm,Winter,Unknown,Attack,Unknown,1
2023/24,Dog Park,Noon to 5 pm,Winter,Unknown,Attack,Unknown,1
2019/20,Dog Park,Noon to 5 pm,Winter,Unknown,Harassment,Animal,1
2021/22,Dog Park,Noon to 5 pm,Winter,Unknown,Harassment,Animal,1
2022/23,Dog Park,Noon to 5 pm,Winter,Unknown,Harassment,Animal,2
2024/25,Dog Park,Noon to 5 pm,Winter,Unknown,Harassment,Animal,2
2019/20,Dog Park,Noon to 5 pm,Winter,Unknown,Harassment,Unknown,1
2020/21,Dog Park,Noon to 5 pm,Winter,Unknown,Harassment,Unknown,1
2020/21,Dog Park,Unknown,Autumn,No Leash,Attack,Animal,1
2021/22,Dog Park,Unknown,Autumn,No Leash,Attack,Unknown,1
2022/23,Dog Park,Unknown,Autumn,No Leash,Harassment,Unknown,1
2018/19,Dog Park,Unknown,Autumn,Unknown,Attack,Animal,1
2021/22,Dog Park,Unknown,Autumn,Unknown,Attack,Animal,1
2022/23,Dog Park,Unknown,Spring,Unknown,Attack,Unknown,1
2024/25,Dog Park,Unknown,Spring,Unknown,Attack,Unknown,1
2024/25,Dog Park,Unknown,Spring,Unknown,Harassment,Animal,1
2018/19,Dog Park,Unknown,Summer,No Leash,Attack,Animal,1
2022/23,Dog Park,Unknown,Summer,No Leash,Attack,Animal,1
2023/24,Dog Park,Unknown,Summer,No Leash,Attack,Unknown,1
2018/19,Dog Park,Unknown,Summer,No Leash,Harassment,Animal,1
2024/25,Dog Park,Unknown,Summer,No Leash,Harassment,Unknown,1
2020/21,Dog Park,Unknown,Summer,On a Leash,Harassment,Unknown,1
2024/25,Dog Park,Unknown,Summer,Unknown,Harassment,Unknown,1
2018/19,Dog Park,Unknown,Winter,No Leash,Attack,Animal,3
2019/20,Dog Park,Unknown,Winter,No Leash,Attack,Animal,1
2024/25,Dog Park,Unknown,Winter,No Leash,Attack,Animal,1
2019/20,Dog Park,Unknown,Winter,No Leash,Attack,Unknown,1
2020/21,Dog Park,Unknown,Winter,No Leash,Harassment,Unknown,1
2022/23,Dog Park,Unknown,Winter,Unknown,Attack,Animal,2
2018/19,Dog Park,Unknown,Winter,Unknown,Attack,Unknown,1
2022/23,Dog Park,Unknown,Winter,Unknown,Attack,Unknown,1
2023/24,Dog Park,Unknown,Winter,Unknown,Attack,Unknown,1
2020/21,Dog Park,Unknown,Winter,Unknown,Harassment,Animal,1
2021/22,Dog Park,Unknown,Winter,Unknown,Harassment,Animal,1
2021/22,Dog Park,Unknown,Winter,Unknown,Harassment,Unknown,1
2018/19,Footpath,5 pm to 8 pm,Autumn,No Leash,Attack,Animal,2
2019/20,Footpath,5 pm to 8 pm,Autumn,No Leash,Attack,Animal,2
2020/21,Footpath,5 pm to 8 pm,Autumn,No Leash,Attack,Animal,3
2021/22,Footpath,5 pm to 8 pm,Autumn,No Leash,Attack,Animal,2
2022/23,Footpath,5 pm to 8 pm,Autumn,No Leash,Attack,Animal,7
2023/24,Footpath,5 pm to 8 pm,Autumn,No Leash,Attack,Animal,9
2024/25,Footpath,5 pm to 8 pm,Autumn,No Leash,Attack,Animal,6
2018/19,Footpath,5 pm to 8 pm,Autumn,No Leash,Attack,Both,2
2023/24,Footpath,5 pm to 8 pm,Autumn,No Leash,Attack,Both,1
2018/19,Footpath,5 pm to 8 pm,Autumn,No Leash,Attack,Human,2
2019/20,Footpath,5 pm to 8 pm,Autumn,No Leash,Attack,Human,5
2020/21,Footpath,5 pm to 8 pm,Autumn,No Leash,Attack,Human,1
2021/22,Footpath,5 pm to 8 pm,Autumn,No Leash,Attack,Human,3
2022/23,Footpath,5 pm to 8 pm,Autumn,No Leash,Attack,Human,3
2023/24,Footpath,5 pm to 8 pm,Autumn,No Leash,Attack,Human,1
2024/25,Footpath,5 pm to 8 pm,Autumn,No Leash,Attack,Human,2
bef 30 Jun 2018,Footpath,5 pm to 8 pm,Autumn,No Leash,Attack,Human,2
2018/19,Footpath,5 pm to 8 pm,Autumn,No Leash,Attack,Unknown,2
2019/20,Footpath,5 pm to 8 pm,Autumn,No Leash,Attack,Unknown,2
2020/21,Footpath,5 pm to 8 pm,Autumn,No Leash,Attack,Unknown,1
2021/22,Footpath,5 pm to 8 pm,Autumn,No Leash,Attack,Unknown,1
2022/23,Footpath,5 pm to 8 pm,Autumn,No Leash,Attack,Unknown,1
2023/24,Footpath,5 pm to 8 pm,Autumn,No Leash,Attack,Unknown,1
2024/25,Footpath,5 pm to 8 pm,Autumn,No Leash,Attack,Unknown,3
2019/20,Footpath,5 pm to 8 pm,Autumn,No Leash,Harassment,Animal,4
2020/21,Footpath,5 pm to 8 pm,Autumn,No Leash,Harassment,Animal,2
2022/23,Footpath,5 pm to 8 pm,Autumn,No Leash,Harassment,Animal,3
2023/24,Footpath,5 pm to 8 pm,Autumn,No Leash,Harassment,Animal,2
2024/25,Footpath,5 pm to 8 pm,Autumn,No Leash,Harassment,Animal,2
2018/19,Footpath,5 pm to 8 pm,Autumn,No Leash,Harassment,Both,1
2021/22,Footpath,5 pm to 8 pm,Autumn,No Leash,Harassment,Both,1
2019/20,Footpath,5 pm to 8 pm,Autumn,No Leash,Harassment,Human,1
2020/21,Footpath,5 pm to 8 pm,Autumn,No Leash,Harassment,Human,4
2021/22,Footpath,5 pm to 8 pm,Autumn,No Leash,Harassment,Human,1
2022/23,Footpath,5 pm to 8 pm,Autumn,No Leash,Harassment,Human,3
2023/24,Footpath,5 pm to 8 pm,Autumn,No Leash,Harassment,Human,1
2024/25,Footpath,5 pm to 8 pm,Autumn,No Leash,Harassment,Human,2
2018/19,Footpath,5 pm to 8 pm,Autumn,No Leash,Harassment,Unknown,1
2019/20,Footpath,5 pm to 8 pm,Autumn,No Leash,Harassment,Unknown,1
2020/21,Footpath,5 pm to 8 pm,Autumn,No Leash,Harassment,Unknown,1
2021/22,Footpath,5 pm to 8 pm,Autumn,No Leash,Harassment,Unknown,1
2023/24,Footpath,5 pm to 8 pm,Autumn,No Leash,Harassment,Unknown,1
bef 30 Jun 2018,Footpath,5 pm to 8 pm,Autumn,No Leash,Harassment,Unknown,1
2018/19,Footpath,5 pm to 8 pm,Autumn,On a Leash,Attack,Animal,1
2020/21,Footpath,5 pm to 8 pm,Autumn,On a Leash,Attack,Animal,1
2021/22,Footpath,5 pm to 8 pm,Autumn,On a Leash,Attack,Animal,2
2022/23,Footpath,5 pm to 8 pm,Autumn,On a Leash,Attack,Animal,2
2020/21,Footpath,5 pm to 8 pm,Autumn,On a Leash,Attack,Both,1
2018/19,Footpath,5 pm to 8 pm,Autumn,On a Leash,Attack,Human,1
2019/20,Footpath,5 pm to 8 pm,Autumn,On a Leash,Attack,Human,2
2020/21,Footpath,5 pm to 8 pm,Autumn,On a Leash,Attack,Human,1
2022/23,Footpath,5 pm to 8 pm,Autumn,On a Leash,Attack,Human,1
2023/24,Footpath,5 pm to 8 pm,Autumn,On a Leash,Attack,Human,1
2020/21,Footpath,5 pm to 8 pm,Autumn,On a Leash,Attack,Unknown,1
2021/22,Footpath,5 pm to 8 pm,Autumn,On a Leash,Attack,Unknown,1
2024/25,Footpath,5 pm to 8 pm,Autumn,On a Leash,Attack,Unknown,1
2024/25,Footpath,5 pm to 8 pm,Autumn,On a Leash,Harassment,Unknown,1
2018/19,Footpath,5 pm to 8 pm,Autumn,Unknown,Attack,Animal,2
2019/20,Footpath,5 pm to 8 pm,Autumn,Unknown,Attack,Animal,3
2020/21,Footpath,5 pm to 8 pm,Autumn,Unknown,Attack,Animal,4
2021/22,Footpath,5 pm to 8 pm,Autumn,Unknown,Attack,Animal,2
2022/23,Footpath,5 pm to 8 pm,Autumn,Unknown,Attack,Animal,1
2023/24,Footpath,5 pm to 8 pm,Autumn,Unknown,Attack,Animal,3
2024/25,Footpath,5 pm to 8 pm,Autumn,Unknown,Attack,Animal,3
2020/21,Footpath,5 pm to 8 pm,Autumn,Unknown,Attack,Both,1
2018/19,Footpath,5 pm to 8 pm,Autumn,Unknown,Attack,Human,1
2019/20,Footpath,5 pm to 8 pm,Autumn,Unknown,Attack,Human,1
2021/22,Footpath,5 pm to 8 pm,Autumn,Unknown,Attack,Human,2
2022/23,Footpath,5 pm to 8 pm,Autumn,Unknown,Attack,Human,1
2024/25,Footpath,5 pm to 8 pm,Autumn,Unknown,Attack,Human,1
bef 30 Jun 2018,Footpath,5 pm to 8 pm,Autumn,Unknown,Attack,Human,1
2018/19,Footpath,5 pm to 8 pm,Autumn,Unknown,Attack,Unknown,1
2019/20,Footpath,5 pm to 8 pm,Autumn,Unknown,Attack,Unknown,2
2021/22,Footpath,5 pm to 8 pm,Autumn,Unknown,Attack,Unknown,1
2023/24,Footpath,5 pm to 8 pm,Autumn,Unknown,Attack,Unknown,3
2024/25,Footpath,5 pm to 8 pm,Autumn,Unknown,Attack,Unknown,3
2019/20,Footpath,5 pm to 8 pm,Autumn,Unknown,Harassment,Human,1
2021/22,Footpath,5 pm to 8 pm,Autumn,Unknown,Harassment,Human,1
2024/25,Footpath,5 pm to 8 pm,Autumn,Unknown,Harassment,Human,1
2018/19,Footpath,5 pm to 8 pm,Autumn,Unknown,Harassment,Unknown,2
2019/20,Footpath,5 pm to 8 pm,Autumn,Unknown,Harassment,Unknown,1
2020/21,Footpath,5 pm to 8 pm,Autumn,Unknown,Harassment,Unknown,3
2021/22,Footpath,5 pm to 8 pm,Autumn,Unknown,Harassment,Unknown,2
2022/23,Footpath,5 pm to 8 pm,Autumn,Unknown,Harassment,Unknown,2
2023/24,Footpath,5 pm to 8 pm,Autumn,Unknown,Harassment,Unknown,1
2024/25,Footpath,5 pm to 8 pm,Autumn,Unknown,Harassment,Unknown,4
bef 30 Jun 2018,Footpath,5 pm to 8 pm,Autumn,Unknown,Harassment,Unknown,1
2018/19,Footpath,5 pm to 8 pm,Spring,No Leash,Attack,Animal,1
2019/20,Footpath,5 pm to 8 pm,Spring,No Leash,Attack,Animal,6
2020/21,Footpath,5 pm to 8 pm,Spring,No Leash,Attack,Animal,13
2021/22,Footpath,5 pm to 8 pm,Spring,No Leash,Attack,Animal,10
2022/23,Footpath,5 pm to 8 pm,Spring,No Leash,Attack,Animal,6
2023/24,Footpath,5 pm to 8 pm,Spring,No Leash,Attack,Animal,7
2024/25,Footpath,5 pm to 8 pm,Spring,No Leash,Attack,Animal,5
2020/21,Footpath,5 pm to 8 pm,Spring,No Leash,Attack,Both,2
2021/22,Footpath,5 pm to 8 pm,Spring,No Leash,Attack,Both,1
2022/23,Footpath,5 pm to 8 pm,Spring,No Leash,Attack,Both,1
2023/24,Footpath,5 pm to 8 pm,Spring,No Leash,Attack,Both,1
2024/25,Footpath,5 pm to 8 pm,Spring,No Leash,Attack,Both,2
2018/19,Footpath,5 pm to 8 pm,Spring,No Leash,Attack,Human,2
2019/20,Footpath,5 pm to 8 pm,Spring,No Leash,Attack,Human,2
2020/21,Footpath,5 pm to 8 pm,Spring,No Leash,Attack,Human,3
2021/22,Footpath,5 pm to 8 pm,Spring,No Leash,Attack,Human,4
2022/23,Footpath,5 pm to 8 pm,Spring,No Leash,Attack,Human,5
2023/24,Footpath,5 pm to 8 pm,Spring,No Leash,Attack,Human,5
2024/25,Footpath,5 pm to 8 pm,Spring,No Leash,Attack,Human,2
bef 30 Jun 2018,Footpath,5 pm to 8 pm,Spring,No Leash,Attack,Human,1
2019/20,Footpath,5 pm to 8 pm,Spring,No Leash,Attack,Unknown,4
2020/21,Footpath,5 pm to 8 pm,Spring,No Leash,Attack,Unknown,3
2021/22,Footpath,5 pm to 8 pm,Spring,No Leash,Attack,Unknown,1
2022/23,Footpath,5 pm to 8 pm,Spring,No Leash,Attack,Unknown,5
2023/24,Footpath,5 pm to 8 pm,Spring,No Leash,Attack,Unknown,3
2024/25,Footpath,5 pm to 8 pm,Spring,No Leash,Attack,Unknown,4
2018/19,Footpath,5 pm to 8 pm,Spring,No Leash,Harassment,Animal,3
2019/20,Footpath,5 pm to 8 pm,Spring,No Leash,Harassment,Animal,3
2020/21,Footpath,5 pm to 8 pm,Spring,No Leash,Harassment,Animal,2
