financial_year,location_type,time,season,offending_animal_leash_status,incident_type,victim_type,incident_count
2021/22,Residential property,Unknown,Autumn,Unknown,Attack,Animal,2
2022/23,Residential property,Unknown,Autumn,Unknown,Attack,Animal,1
2021/22,Residential property,Unknown,Autumn,Unknown,Attack,Human,1
2019/20,Residential property,Unknown,Autumn,Unknown,Attack,Unknown,1
2022/23,Residential property,Unknown,Autumn,Unknown,Attack,Unknown,1
2024/25,Residential property,Unknown,Autumn,Unknown,Attack,Unknown,1
bef 30 Jun 2018,Residential property,Unknown,Autumn,Unknown,Attack,Unknown,1
2022/23,Residential property,Unknown,Autumn,Unknown,Harassment,Unknown,3
2023/24,Residential property,Unknown,Autumn,Unknown,Harassment,Unknown,10
2019/20,Residential property,Unknown,Spring,No Leash,Attack,Animal,2
2020/21,Residential property,Unknown,Spring,No Leash,Attack,Animal,1
2021/22,Residential property,Unknown,Spring,No Leash,Attack,Animal,2
2023/24,Residential property,Unknown,Spring,No Leash,Attack,Animal,1
2024/25,Residential property,Unknown,Spring,No Leash,Attack,Animal,2
bef 30 Jun 2018,Residential property,Unknown,Spring,No Leash,Attack,Animal,1
2018/19,Residential property,Unknown,Spring,No Leash,Attack,Human,1
2020/21,Residential property,Unknown,Spring,No Leash,Attack,Human,2
2021/22,Residential property,Unknown,Spring,No Leash,Attack,Human,1
2022/23,Residential property,Unknown,Spring,No Leash,Attack,Human,1
2024/25,Residential property,Unknown,Spring,No Leash,Attack,Human,1
2020/21,Residential property,Unknown,Spring,No Leash,Attack,Unknown,1
2021/22,Residential property,Unknown,Spring,No Leash,Attack,Unknown,1
2022/23,Residential property,Unknown,Spring,No Leash,Attack,Unknown,2
2023/24,Residential property,Unknown,Spring,No Leash,Attack,Unknown,1
2024/25,Residential property,Unknown,Spring,No Leash,Harassment,Animal,1
bef 30 Jun 2018,Residential property,Unknown,Spring,No Leash,Harassment,Animal,1
2018/19,Residential property,Unknown,Spring,No Leash,Harassment,Human,2
2019/20,Residential property,Unknown,Spring,No Leash,Harassment,Human,2
2020/21,Residential property,Unknown,Spring,No Leash,Harassment,Human,1
bef 30 Jun 2018,Residential property,Unknown,Spring,No Leash,Harassment,Human,1
2022/23,Residential property,Unknown,Spring,No Leash,Harassment,Unknown,1
2022/23,Residential property,Unknown,Spring,On a Leash,Attack,Human,1
2018/19,Residential property,Unknown,Spring,Unknown,Attack,Animal,2
2020/21,Residential property,Unknown,Spring,Unknown,Attack,Animal,1
2021/22,Residential property,Unknown,Spring,Unknown,Attack,Animal,2
2023/24,Residential property,Unknown,Spring,Unknown,Attack,Animal,1
2020/21,Residential property,Unknown,Spring,Unknown,Attack,Human,1
2020/21,Residential property,Unknown,Spring,Unknown,Attack,Unknown,2
2023/24,Residential property,Unknown,Spring,Unknown,Attack,Unknown,4
2019/20,Residential property,Unknown,Spring,Unknown,Harassment,Animal,1
2018/19,Residential property,Unknown,Spring,Unknown,Harassment,Human,1
2019/20,Residential property,Unknown,Spring,Unknown,Harassment,Human,1
2023/24,Residential property,Unknown,Spring,Unknown,Harassment,Unknown,2
2018/19,Residential property,Unknown,Summer,No Leash,Attack,Animal,2
2022/23,Residential property,Unknown,Summer,No Leash,Attack,Animal,1
2024/25,Residential property,Unknown,Summer,No Leash,Attack,Animal,2
2022/23,Residential property,Unknown,Summer,No Leash,Attack,Human,1
2020/21,Residential property,Unknown,Summer,No Leash,Attack,Unknown,1
2022/23,Residential property,Unknown,Summer,No Leash,Attack,Unknown,2
2018/19,Residential property,Unknown,Summer,No Leash,Harassment,Animal,1
2022/23,Residential property,Unknown,Summer,No Leash,Harassment,Animal,1
bef 30 Jun 2018,Residential property,Unknown,Summer,No Leash,Harassment,Unknown,1
2020/21,Residential property,Unknown,Summer,On a Leash,Attack,Animal,1
2020/21,Residential property,Unknown,Summer,On a Leash,Harassment,Animal,1
2018/19,Residential property,Unknown,Summer,Unknown,Attack,Animal,2
2019/20,Residential property,Unknown,Summer,Unknown,Attack,Human,1
2018/19,Residential property,Unknown,Summer,Unknown,Attack,Unknown,1
2020/21,Residential property,Unknown,Summer,Unknown,Attack,Unknown,2
2022/23,Residential property,Unknown,Summer,Unknown,Attack,Unknown,3
2023/24,Residential property,Unknown,Summer,Unknown,Attack,Unknown,1
2021/22,Residential property,Unknown,Summer,Unknown,Harassment,Animal,1
2022/23,Residential property,Unknown,Summer,Unknown,Harassment,Unknown,1
2018/19,Residential property,Unknown,Winter,No Leash,Attack,Animal,2
2019/20,Residential property,Unknown,Winter,No Leash,Attack,Animal,2
2020/21,Residential property,Unknown,Winter,No Leash,Attack,Animal,2
2022/23,Residential property,Unknown,Winter,No Leash,Attack,Animal,1
2023/24,Residential property,Unknown,Winter,No Leash,Attack,Animal,1
2024/25,Residential property,Unknown,Winter,No Leash,Attack,Animal,3
bef 30 Jun 2018,Residential property,Unknown,Winter,No Leash,Attack,Animal,2
2019/20,Residential property,Unknown,Winter,No Leash,Attack,Human,1
2023/24,Residential property,Unknown,Winter,No Leash,Attack,Human,2
2024/25,Residential property,Unknown,Winter,No Leash,Attack,Human,1
2019/20,Residential property,Unknown,Winter,No Leash,Attack,Unknown,2
2022/23,Residential property,Unknown,Winter,No Leash,Attack,Unknown,1
2022/23,Residential property,Unknown,Winter,No Leash,Harassment,Human,1
2023/24,Residential property,Unknown,Winter,No Leash,Harassment,Human,1
bef 30 Jun 2018,Residential property,Unknown,Winter,No Leash,Harassment,Human,1
2023/24,Residential property,Unknown,Winter,No Leash,Harassment,Unknown,1
2022/23,Residential property,Unknown,Winter,On a Leash,Attack,Human,1
2024/25,Residential property,Unknown,Winter,Unknown,Attack,Animal,1
bef 30 Jun 2018,Residential property,Unknown,Winter,Unknown,Attack,Animal,1
2020/21,Residential property,Unknown,Winter,Unknown,Attack,Human,1
2022/23,Residential property,Unknown,Winter,Unknown,Attack,Human,1
2021/22,Residential property,Unknown,Winter,Unknown,Attack,Unknown,2
2022/23,Residential property,Unknown,Winter,Unknown,Attack,Unknown,1
2023/24,Residential property,Unknown,Winter,Unknown,Attack,Unknown,2
2022/23,Residential property,Unknown,Winter,Unknown,Harassment,Human,1
2019/20,Residential property,Unknown,Winter,Unknown,Harassment,Unknown,1
2023/24,Residential property,Unknown,Winter,Unknown,Harassment,Unknown,6
2020/21,School,5 pm to 8 pm,Autumn,No Leash,Attack,Animal,1
2020/21,School,5 pm to 8 pm,Autumn,No Leash,Attack,Human,1
2022/23,School,5 pm to 8 pm,Autumn,Unknown,Attack,Human,1
2022/23,School,5 pm to 8 pm,Spring,No Leash,Attack,Animal,1
2023/24,School,5 pm to 8 pm,Spring,Unknown,Attack,Animal,1
2019/20,School,5 pm to 8 pm,Spring,Unknown,Attack,Human,1
2020/21,School,5 pm to 8 pm,Summer,No Leash,Harassment,Unknown,1
2019/20,School,5 pm to 8 pm,Summer,On a Leash,Attack,Animal,1
2022/23,School,5 pm to 8 pm,Summer,Unknown,Attack,Human,1
2020/21,School,5 pm to 8 pm,Summer,Unknown,Attack,Unknown,1
2023/24,School,5 pm to 8 pm,Summer,Unknown,Harassment,Human,1
2020/21,School,5 pm to 8 pm,Summer,Unknown,Harassment,Unknown,1
2019/20,School,6 am to 9 am,Autumn,Unknown,Attack,Unknown,1
2024/25,School,6 am to 9 am,Summer,Unknown,Harassment,Animal,1
2023/24,School,8 pm to 10 pm,Spring,Unknown,Attack,Animal,1
2022/23,School,9 am to Noon,Autumn,No Leash,Attack,Human,1
2019/20,School,9 am to Noon,Autumn,Unknown,Attack,Unknown,3
2018/19,School,9 am to Noon,Spring,No Leash,Attack,Human,1
2019/20,School,9 am to Noon,Spring,No Leash,Attack,Unknown,2
2019/20,School,9 am to Noon,Spring,Unknown,Attack,Animal,1
2019/20,School,9 am to Noon,Summer,No Leash,Harassment,Unknown,1
2020/21,School,9 am to Noon,Summer,No Leash,Harassment,Unknown,1
2023/24,School,9 am to Noon,Summer,Unknown,Attack,Animal,1
2019/20,School,Noon to 5 pm,Autumn,No Leash,Attack,Human,1
2022/23,School,Noon to 5 pm,Autumn,No Leash,Attack,Human,1
2018/19,School,Noon to 5 pm,Autumn,Unknown,Attack,Animal,2
2019/20,School,Noon to 5 pm,Spring,No Leash,Harassment,Animal,1
2024/25,School,Noon to 5 pm,Spring,Unknown,Attack,Human,1
2022/23,School,Noon to 5 pm,Spring,Unknown,Attack,Unknown,1
2024/25,School,Noon to 5 pm,Spring,Unknown,Harassment,Human,1
2021/22,School,Noon to 5 pm,Winter,No Leash,Attack,Human,1
2024/25,School,Noon to 5 pm,Winter,Unknown,Attack,Animal,1
2021/22,School,Noon to 5 pm,Winter,Unknown,Harassment,Unknown,1
2024/25,School,Unknown,Autumn,Unknown,Attack,Human,1
2024/25,School,Unknown,Winter,No Leash,Attack,Unknown,1
2021/22,School,Unknown,Winter,Unknown,Attack,Unknown,1
2019/20,Street,5 pm to 8 pm,Autumn,No Leash,Attack,Animal,1
2021/22,Street,5 pm to 8 pm,Autumn,No Leash,Attack,Animal,1
2022/23,Street,5 pm to 8 pm,Autumn,No Leash,Attack,Animal,1
2023/24,Street,5 pm to 8 pm,Autumn,No Leash,Attack,Animal,2
bef 30 Jun 2018,Street,5 pm to 8 pm,Autumn,No Leash,Attack,Animal,5
2021/22,Street,5 pm to 8 pm,Autumn,No Leash,Attack,Both,1
2024/25,Street,5 pm to 8 pm,Autumn,No Leash,Attack,Both,1
2021/22,Street,5 pm to 8 pm,Autumn,No Leash,Attack,Human,3
2022/23,Street,5 pm to 8 pm,Autumn,No Leash,Attack,Human,1
2023/24,Street,5 pm to 8 pm,Autumn,No Leash,Attack,Human,2
2024/25,Street,5 pm to 8 pm,Autumn,No Leash,Attack,Human,1
2018/19,Street,5 pm to 8 pm,Autumn,No Leash,Attack,Unknown,1
2018/19,Street,5 pm to 8 pm,Autumn,No Leash,Harassment,Animal,2
2020/21,Street,5 pm to 8 pm,Autumn,No Leash,Harassment,Human,1
2021/22,Street,5 pm to 8 pm,Autumn,No Leash,Harassment,Human,1
2022/23,Street,5 pm to 8 pm,Autumn,No Leash,Harassment,Human,3
2023/24,Street,5 pm to 8 pm,Autumn,No Leash,Harassment,Human,3
2024/25,Street,5 pm to 8 pm,Autumn,No Leash,Harassment,Human,2
bef 30 Jun 2018,Street,5 pm to 8 pm,Autumn,No Leash,Harassment,Human,1
2021/22,Street,5 pm to 8 pm,Autumn,No Leash,Harassment,Unknown,3
2022/23,Street,5 pm to 8 pm,Autumn,On a Leash,Attack,Animal,1
2024/25,Street,5 pm to 8 pm,Autumn,On a Leash,Attack,Animal,1
bef 30 Jun 2018,Street,5 pm to 8 pm,Autumn,On a Leash,Attack,Animal,1
2018/19,Street,5 pm to 8 pm,Autumn,On a Leash,Attack,Human,1
2020/21,Street,5 pm to 8 pm,Autumn,On a Leash,Attack,Human,1
2021/22,Street,5 pm to 8 pm,Autumn,On a Leash,Attack,Human,1
2022/23,Street,5 pm to 8 pm,Autumn,On a Leash,Harassment,Unknown,1
2018/19,Street,5 pm to 8 pm,Autumn,Unknown,Attack,Animal,1
2022/23,Street,5 pm to 8 pm,Autumn,Unknown,Attack,Animal,1
2023/24,Street,5 pm to 8 pm,Autumn,Unknown,Attack,Both,1
2022/23,Street,5 pm to 8 pm,Autumn,Unknown,Attack,Unknown,1
2023/24,Street,5 pm to 8 pm,Autumn,Unknown,Attack,Unknown,1
2022/23,Street,5 pm to 8 pm,Autumn,Unknown,Harassment,Human,1
2020/21,Street,5 pm to 8 pm,Autumn,Unknown,Harassment,Unknown,1
2022/23,Street,5 pm to 8 pm,Autumn,Unknown,Harassment,Unknown,1
bef 30 Jun 2018,Street,5 pm to 8 pm,Autumn,Unknown,Harassment,Unknown,1
2019/20,Street,5 pm to 8 pm,Spring,No Leash,Attack,Animal,3
2020/21,Street,5 pm to 8 pm,Spring,No Leash,Attack,Animal,2
2021/22,Street,5 pm to 8 pm,Spring,No Leash,Attack,Animal,4
2023/24,Street,5 pm to 8 pm,Spring,No Leash,Attack,Animal,2
2021/22,Street,5 pm to 8 pm,Spring,No Leash,Attack,Both,1
2023/24,Street,5 pm to 8 pm,Spring,No Leash,Attack,Human,1
2024/25,Street,5 pm to 8 pm,Spring,No Leash,Attack,Human,4
2021/22,Street,5 pm to 8 pm,Spring,No Leash,Attack,Unknown,1
2022/23,Street,5 pm to 8 pm,Spring,No Leash,Attack,Unknown,1
2024/25,Street,5 pm to 8 pm,Spring,No Leash,Attack,Unknown,1
2022/23,Street,5 pm to 8 pm,Spring,No Leash,Harassment,Animal,2
2023/24,Street,5 pm to 8 pm,Spring,No Leash,Harassment,Animal,1
2024/25,Street,5 pm to 8 pm,Spring,No Leash,Harassment,Animal,1
2018/19,Street,5 pm to 8 pm,Spring,No Leash,Harassment,Human,2
2021/22,Street,5 pm to 8 pm,Spring,No Leash,Harassment,Human,2
2022/23,Street,5 pm to 8 pm,Spring,No Leash,Harassment,Unknown,1
2018/19,Street,5 pm to 8 pm,Spring,On a Leash,Attack,Animal,2
2020/21,Street,5 pm to 8 pm,Spring,On a Leash,Attack,Human,1
2020/21,Street,5 pm to 8 pm,Spring,On a Leash,Attack,Unknown,1
2020/21,Street,5 pm to 8 pm,Spring,Unknown,Attack,Animal,1
2022/23,Street,5 pm to 8 pm,Spring,Unknown,Attack,Human,1
2023/24,Street,5 pm to 8 pm,Spring,Unknown,Attack,Human,1
2019/20,Street,5 pm to 8 pm,Spring,Unknown,Attack,Unknown,1
2023/24,Street,5 pm to 8 pm,Spring,Unknown,Attack,Unknown,1
2019/20,Street,5 pm to 8 pm,Spring,Unknown,Harassment,Animal,1
2022/23,Street,5 pm to 8 pm,Spring,Unknown,Harassment,Human,1
2023/24,Street,5 pm to 8 pm,Spring,Unknown,Harassment,Human,1
2024/25,Street,5 pm to 8 pm,Spring,Unknown,Harassment,Human,1
2018/19,Street,5 pm to 8 pm,Spring,Unknown,Harassment,Unknown,1
2023/24,Street,5 pm to 8 pm,Spring,Unknown,Harassment,Unknown,1
2018/19,Street,5 pm to 8 pm,Summer,No Leash,Attack,Animal,5
2020/21,Street,5 pm to 8 pm,Summer,No Leash,Attack,Animal,1
2021/22,Street,5 pm to 8 pm,Summer,No Leash,Attack,Animal,1
2022/23,Street,5 pm to 8 pm,Summer,No Leash,Attack,Animal,2
2023/24,Street,5 pm to 8 pm,Summer,No Leash,Attack,Animal,4
2024/25,Street,5 pm to 8 pm,Summer,No Leash,Attack,Animal,2
bef 30 Jun 2018,Street,5 pm to 8 pm,Summer,No Leash,Attack,Animal,1
2018/19,Street,5 pm to 8 pm,Summer,No Leash,Attack,Human,1
2020/21,Street,5 pm to 8 pm,Summer,No Leash,Attack,Human,4
2021/22,Street,5 pm to 8 pm,Summer,No Leash,Attack,Human,2
2022/23,Street,5 pm to 8 pm,Summer,No Leash,Attack,Human,2
2023/24,Street,5 pm to 8 pm,Summer,No Leash,Attack,Human,1
2024/25,Street,5 pm to 8 pm,Summer,No Leash,Attack,Human,2
2018/19,Street,5 pm to 8 pm,Summer,No Leash,Attack,Unknown,1
2021/22,Street,5 pm to 8 pm,Summer,No Leash,Attack,Unknown,1
2024/25,Street,5 pm to 8 pm,Summer,No Leash,Attack,Unknown,1
2019/20,Street,5 pm to 8 pm,Summer,No Leash,Harassment,Animal,1
2023/24,Street,5 pm to 8 pm,Summer,No Leash,Harassment,Animal,1
bef 30 Jun 2018,Street,5 pm to 8 pm,Summer,No Leash,Harassment,Animal,1
2019/20,Street,5 pm to 8 pm,Summer,No Leash,Harassment,Human,1
2019/20,Street,5 pm to 8 pm,Summer,No Leash,Harassment,Unknown,1
2021/22,Street,5 pm to 8 pm,Summer,No Leash,Harassment,Unknown,2
2021/22,Street,5 pm to 8 pm,Summer,On a Leash,Attack,Animal,2
2024/25,Street,5 pm to 8 pm,Summer,On a Leash,Attack,Animal,1
2022/23,Street,5 pm to 8 pm,Summer,On a Leash,Attack,Human,1
2018/19,Street,5 pm to 8 pm,Summer,Unknown,Attack,Animal,1
2020/21,Street,5 pm to 8 pm,Summer,Unknown,Attack,Animal,1
2023/24,Street,5 pm to 8 pm,Summer,Unknown,Attack,Animal,1
2023/24,Street,5 pm to 8 pm,Summer,Unknown,Attack,Human,2
2020/21,Street,5 pm to 8 pm,Summer,Unknown,Attack,Unknown,1
2021/22,Street,5 pm to 8 pm,Summer,Unknown,Harassment,Animal,1
2022/23,Street,5 pm to 8 pm,Summer,Unknown,Harassment,Animal,1
2023/24,Street,5 pm to 8 pm,Summer,Unknown,Harassment,Animal,1
2018/19,Street,5 pm to 8 pm,Winter,No Leash,Attack,Animal,2
2019/20,Street,5 pm to 8 pm,Winter,No Leash,Attack,Animal,2
2022/23,Street,5 pm to 8 pm,Winter,No Leash,Attack,Animal,2
2023/24,Street,5 pm to 8 pm,Winter,No Leash,Attack,Animal,3
2023/24,Street,5 pm to 8 pm,Winter,No Leash,Attack,Both,1
2019/20,Street,5 pm to 8 pm,Winter,No Leash,Attack,Human,2
2020/21,Street,5 pm to 8 pm,Winter,No Leash,Attack,Human,1
2020/21,Street,5 pm to 8 pm,Winter,No Leash,Attack,Unknown,1
2024/25,Street,5 pm to 8 pm,Winter,No Leash,Attack,Unknown,1
2022/23,Street,5 pm to 8 pm,Winter,No Leash,Harassment,Animal,1
2023/24,Street,5 pm to 8 pm,Winter,No Leash,Harassment,Animal,1
2019/20,Street,5 pm to 8 pm,Winter,No Leash,Harassment,Human,2
2020/21,Street,5 pm to 8 pm,Winter,No Leash,Harassment,Human,1
2019/20,Street,5 pm to 8 pm,Winter,No Leash,Harassment,Unknown,2
2019/20,Street,5 pm to 8 pm,Winter,On a Leash,Attack,Animal,1
2020/21,Street,5 pm to 8 pm,Winter,On a Leash,Attack,Human,1
2024/25,Street,5 pm to 8 pm,Winter,On a Leash,Attack,Human,1
2022/23,Street,5 pm to 8 pm,Winter,Unknown,Attack,Animal,1
2023/24,Street,5 pm to 8 pm,Winter,Unknown,Attack,Both,1
2023/24,Street,5 pm to 8 pm,Winter,Unknown,Attack,Human,2
2018/19,Street,5 pm to 8 pm,Winter,Unknown,Attack,Unknown,1
2019/20,Street,5 pm to 8 pm,Winter,Unknown,Attack,Unknown,1
2022/23,Street,5 pm to 8 pm,Winter,Unknown,Attack,Unknown,1
2024/25,Street,5 pm to 8 pm,Winter,Unknown,Attack,Unknown,1
2019/20,Street,5 pm to 8 pm,Winter,Unknown,Harassment,Human,1
2018/19,Street,5 pm to 8 pm,Winter,Unknown,Harassment,Unknown,1
2019/20,Street,5 pm to 8 pm,Winter,Unknown,Harassment,Unknown,2
2023/24,Street,5 pm to 8 pm,Winter,Unknown,Harassment,Unknown,1
2020/21,Street,6 am to 9 am,Autumn,No Leash,Attack,Animal,1
2022/23,Street,6 am to 9 am,Autumn,No Leash,Attack,Animal,2
2023/24,Street,6 am to 9 am,Autumn,No Leash,Attack,Animal,2
2020/21,Street,6 am to 9 am,Autumn,No Leash,Attack,Human,1
2023/24,Street,6 am to 9 am,Autumn,No Leash,Attack,Human,1
2024/25,Street,6 am to 9 am,Autumn,No Leash,Attack,Human,1
2018/19,Street,6 am to 9 am,Autumn,No Leash,Attack,Unknown,1
2020/21,Street,6 am to 9 am,Autumn,No Leash,Attack,Unknown,1
2021/22,Street,6 am to 9 am,Autumn,No Leash,Attack,Unknown,2
2023/24,Street,6 am to 9 am,Autumn,No Leash,Harassment,Animal,1
2018/19,Street,6 am to 9 am,Autumn,No Leash,Harassment,Human,2
2020/21,Street,6 am to 9 am,Autumn,No Leash,Harassment,Human,2
2021/22,Street,6 am to 9 am,Autumn,No Leash,Harassment,Human,2
2022/23,Street,6 am to 9 am,Autumn,No Leash,Harassment,Human,1
2024/25,Street,6 am to 9 am,Autumn,No Leash,Harassment,Human,1
2022/23,Street,6 am to 9 am,Autumn,No Leash,Harassment,Unknown,1
2024/25,Street,6 am to 9 am,Autumn,No Leash,Harassment,Unknown,1
2019/20,Street,6 am to 9 am,Autumn,On a Leash,Attack,Animal,1
