edition,extract_date,council,animal_species,gender,registration_status,microchipped,desexed,count
2021-22,2022-05-30,THE DC OF MOUNT REMARKABLE,Cat,Female,Registered,No,No,2
2021-22,2022-05-30,THE DC OF MOUNT REMARKABLE,Cat,Female,Registered,No,Yes,2
2021-22,2022-05-30,THE DC OF MOUNT REMARKABLE,Cat,Female,Registered,Yes,No,15
2021-22,2022-05-30,THE DC OF MOUNT REMARKABLE,Cat,Female,Registered,Yes,Yes,35
2021-22,2022-05-30,THE DC OF MOUNT REMARKABLE,Cat,Female,Unregistered,No,Yes,1
2021-22,2022-05-30,THE DC OF MOUNT REMARKABLE,Cat,Male,Registered,No,Yes,5
2021-22,2022-05-30,THE DC OF MOUNT REMARKABLE,Cat,Male,Registered,Yes,No,10
2021-22,2022-05-30,THE DC OF MOUNT REMARKABLE,Cat,Male,Registered,Yes,Yes,40
2021-22,2022-05-30,THE DC OF MOUNT REMARKABLE,Cat,Male,Unregistered,No,No,1
2021-22,2022-05-30,THE DC OF MOUNT REMARKABLE,Cat,Male,Unregistered,Yes,No,2
2021-22,2022-05-30,THE DC OF MOUNT REMARKABLE,Cat,Male,Unregistered,Yes,Yes,1
2021-22,2022-05-30,THE DC OF MOUNT REMARKABLE,Dog,Female,Registered,No,No,35
2021-22,2022-05-30,THE DC OF MOUNT REMARKABLE,Dog,Female,Registered,No,Yes,7
2021-22,2022-05-30,THE DC OF MOUNT REMARKABLE,Dog,Female,Registered,Yes,No,173
2021-22,2022-05-30,THE DC OF MOUNT REMARKABLE,Dog,Female,Registered,Yes,Yes,240
2021-22,2022-05-30,THE DC OF MOUNT REMARKABLE,Dog,Female,Unregistered,No,No,1
2021-22,2022-05-30,THE DC OF MOUNT REMARKABLE,Dog,Female,Unregistered,No,Yes,1
2021-22,2022-05-30,THE DC OF MOUNT REMARKABLE,Dog,Female,Unregistered,Yes,No,22
2021-22,2022-05-30,THE DC OF MOUNT REMARKABLE,Dog,Female,Unregistered,Yes,Yes,3
2021-22,2022-05-30,THE DC OF MOUNT REMARKABLE,Dog,Male,Registered,No,No,45
2021-22,2022-05-30,THE DC OF MOUNT REMARKABLE,Dog,Male,Registered,No,Yes,8
2021-22,2022-05-30,THE DC OF MOUNT REMARKABLE,Dog,Male,Registered,Yes,No,177
2021-22,2022-05-30,THE DC OF MOUNT REMARKABLE,Dog,Male,Registered,Yes,Yes,195
2021-22,2022-05-30,THE DC OF MOUNT REMARKABLE,Dog,Male,Unregistered,No,No,6
2021-22,2022-05-30,THE DC OF MOUNT REMARKABLE,Dog,Male,Unregistered,Yes,No,11
2021-22,2022-05-30,THE DC OF MOUNT REMARKABLE,Dog,Male,Unregistered,Yes,Yes,16
2021-22,2022-05-30,THE DC OF ORROROO CARRIETON,Cat,Female,Registered,Yes,No,1
2021-22,2022-05-30,THE DC OF ORROROO CARRIETON,Cat,Female,Registered,Yes,Yes,16
2021-22,2022-05-30,THE DC OF ORROROO CARRIETON,Cat,Female,Unregistered,Yes,No,1
2021-22,2022-05-30,THE DC OF ORROROO CARRIETON,Cat,Female,Unregistered,Yes,Yes,2
2021-22,2022-05-30,THE DC OF ORROROO CARRIETON,Cat,Male,Registered,Yes,No,6
2021-22,2022-05-30,THE DC OF ORROROO CARRIETON,Cat,Male,Registered,Yes,Yes,8
2021-22,2022-05-30,THE DC OF ORROROO CARRIETON,Cat,Male,Unregistered,Yes,No,2
2021-22,2022-05-30,THE DC OF ORROROO CARRIETON,Cat,Male,Unregistered,Yes,Yes,1
2021-22,2022-05-30,THE DC OF ORROROO CARRIETON,Dog,Female,Registered,No,No,13
2021-22,2022-05-30,THE DC OF ORROROO CARRIETON,Dog,Female,Registered,No,Yes,6
2021-22,2022-05-30,THE DC OF ORROROO CARRIETON,Dog,Female,Registered,Yes,No,66
2021-22,2022-05-30,THE DC OF ORROROO CARRIETON,Dog,Female,Registered,Yes,Yes,56
2021-22,2022-05-30,THE DC OF ORROROO CARRIETON,Dog,Female,Unregistered,Yes,No,6
2021-22,2022-05-30,THE DC OF ORROROO CARRIETON,Dog,Female,Unregistered,Yes,Yes,4
2021-22,2022-05-30,THE DC OF ORROROO CARRIETON,Dog,Male,Registered,No,No,16
2021-22,2022-05-30,THE DC OF ORROROO CARRIETON,Dog,Male,Registered,No,Yes,2
2021-22,2022-05-30,THE DC OF ORROROO CARRIETON,Dog,Male,Registered,Yes,No,47
2021-22,2022-05-30,THE DC OF ORROROO CARRIETON,Dog,Male,Registered,Yes,Yes,41
2021-22,2022-05-30,THE DC OF ORROROO CARRIETON,Dog,Male,Unregistered,No,No,2
2021-22,2022-05-30,THE DC OF ORROROO CARRIETON,Dog,Male,Unregistered,Yes,No,7
2021-22,2022-05-30,THE DC OF ORROROO CARRIETON,Dog,Male,Unregistered,Yes,Yes,2
2021-22,2022-05-30,THE DC OF PETERBOROUGH,Cat,Female,Registered,No,No,2
2021-22,2022-05-30,THE DC OF PETERBOROUGH,Cat,Female,Registered,No,Yes,3
2021-22,2022-05-30,THE DC OF PETERBOROUGH,Cat,Female,Registered,Yes,No,4
2021-22,2022-05-30,THE DC OF PETERBOROUGH,Cat,Female,Registered,Yes,Yes,71
2021-22,2022-05-30,THE DC OF PETERBOROUGH,Cat,Female,Unregistered,No,No,1
2021-22,2022-05-30,THE DC OF PETERBOROUGH,Cat,Female,Unregistered,Yes,No,8
2021-22,2022-05-30,THE DC OF PETERBOROUGH,Cat,Female,Unregistered,Yes,Yes,15
2021-22,2022-05-30,THE DC OF PETERBOROUGH,Cat,Male,Registered,No,Yes,1
2021-22,2022-05-30,THE DC OF PETERBOROUGH,Cat,Male,Registered,Yes,No,2
2021-22,2022-05-30,THE DC OF PETERBOROUGH,Cat,Male,Registered,Yes,Yes,51
2021-22,2022-05-30,THE DC OF PETERBOROUGH,Cat,Male,Unregistered,No,No,4
2021-22,2022-05-30,THE DC OF PETERBOROUGH,Cat,Male,Unregistered,Yes,No,8
2021-22,2022-05-30,THE DC OF PETERBOROUGH,Cat,Male,Unregistered,Yes,Yes,14
2021-22,2022-05-30,THE DC OF PETERBOROUGH,Dog,Female,Registered,No,No,36
2021-22,2022-05-30,THE DC OF PETERBOROUGH,Dog,Female,Registered,No,Yes,25
2021-22,2022-05-30,THE DC OF PETERBOROUGH,Dog,Female,Registered,Yes,No,77
2021-22,2022-05-30,THE DC OF PETERBOROUGH,Dog,Female,Registered,Yes,Yes,128
2021-22,2022-05-30,THE DC OF PETERBOROUGH,Dog,Female,Unregistered,No,No,24
2021-22,2022-05-30,THE DC OF PETERBOROUGH,Dog,Female,Unregistered,No,Yes,5
2021-22,2022-05-30,THE DC OF PETERBOROUGH,Dog,Female,Unregistered,Yes,No,16
2021-22,2022-05-30,THE DC OF PETERBOROUGH,Dog,Female,Unregistered,Yes,Yes,12
2021-22,2022-05-30,THE DC OF PETERBOROUGH,Dog,Male,Registered,No,No,38
2021-22,2022-05-30,THE DC OF PETERBOROUGH,Dog,Male,Registered,No,Yes,14
2021-22,2022-05-30,THE DC OF PETERBOROUGH,Dog,Male,Registered,Yes,No,65
2021-22,2022-05-30,THE DC OF PETERBOROUGH,Dog,Male,Registered,Yes,Yes,114
2021-22,2022-05-30,THE DC OF PETERBOROUGH,Dog,Male,Unregistered,No,No,18
2021-22,2022-05-30,THE DC OF PETERBOROUGH,Dog,Male,Unregistered,No,Yes,5
2021-22,2022-05-30,THE DC OF PETERBOROUGH,Dog,Male,Unregistered,Yes,No,22
2021-22,2022-05-30,THE DC OF PETERBOROUGH,Dog,Male,Unregistered,Yes,Yes,21
2021-22,2022-05-30,THE DC OF STREAKY BAY,Cat,Female,Registered,No,Yes,2
2021-22,2022-05-30,THE DC OF STREAKY BAY,Cat,Female,Registered,Yes,No,2
2021-22,2022-05-30,THE DC OF STREAKY BAY,Cat,Female,Registered,Yes,Yes,56
2021-22,2022-05-30,THE DC OF STREAKY BAY,Cat,Female,Unregistered,Yes,No,1
2021-22,2022-05-30,THE DC OF STREAKY BAY,Cat,Female,Unregistered,Yes,Yes,3
2021-22,2022-05-30,THE DC OF STREAKY BAY,Cat,Male,Registered,No,Yes,1
2021-22,2022-05-30,THE DC OF STREAKY BAY,Cat,Male,Registered,Yes,No,3
2021-22,2022-05-30,THE DC OF STREAKY BAY,Cat,Male,Registered,Yes,Yes,48
2021-22,2022-05-30,THE DC OF STREAKY BAY,Cat,Male,Unregistered,Yes,Yes,3
2021-22,2022-05-30,THE DC OF STREAKY BAY,Dog,Female,Registered,No,No,15
2021-22,2022-05-30,THE DC OF STREAKY BAY,Dog,Female,Registered,No,Yes,5
2021-22,2022-05-30,THE DC OF STREAKY BAY,Dog,Female,Registered,Yes,No,113
2021-22,2022-05-30,THE DC OF STREAKY BAY,Dog,Female,Registered,Yes,Yes,150
2021-22,2022-05-30,THE DC OF STREAKY BAY,Dog,Female,Unregistered,Yes,Yes,1
2021-22,2022-05-30,THE DC OF STREAKY BAY,Dog,Male,Registered,No,No,14
2021-22,2022-05-30,THE DC OF STREAKY BAY,Dog,Male,Registered,No,Yes,3
2021-22,2022-05-30,THE DC OF STREAKY BAY,Dog,Male,Registered,Yes,No,176
2021-22,2022-05-30,THE DC OF STREAKY BAY,Dog,Male,Registered,Yes,Yes,171
2021-22,2022-05-30,THE DC OF STREAKY BAY,Dog,Male,Unregistered,No,No,1
2021-22,2022-05-30,THE DC OF STREAKY BAY,Dog,Male,Unregistered,No,Yes,1
2021-22,2022-05-30,THE DC OF STREAKY BAY,Dog,Male,Unregistered,Yes,No,2
2021-22,2022-05-30,THE DC OF STREAKY BAY,Dog,Male,Unregistered,Yes,Yes,1
2021-22,2022-05-30,THE DC OF TUMBY BAY,Cat,Female,Registered,No,No,1
2021-22,2022-05-30,THE DC OF TUMBY BAY,Cat,Female,Registered,No,Yes,3
2021-22,2022-05-30,THE DC OF TUMBY BAY,Cat,Female,Registered,Yes,No,5
2021-22,2022-05-30,THE DC OF TUMBY BAY,Cat,Female,Registered,Yes,Yes,38
2021-22,2022-05-30,THE DC OF TUMBY BAY,Cat,Female,Unregistered,No,Yes,2
2021-22,2022-05-30,THE DC OF TUMBY BAY,Cat,Female,Unregistered,Yes,No,6
2021-22,2022-05-30,THE DC OF TUMBY BAY,Cat,Female,Unregistered,Yes,Yes,11
2021-22,2022-05-30,THE DC OF TUMBY BAY,Cat,Male,Registered,No,No,1
2021-22,2022-05-30,THE DC OF TUMBY BAY,Cat,Male,Registered,No,Yes,2
2021-22,2022-05-30,THE DC OF TUMBY BAY,Cat,Male,Registered,Yes,No,5
2021-22,2022-05-30,THE DC OF TUMBY BAY,Cat,Male,Registered,Yes,Yes,30
2021-22,2022-05-30,THE DC OF TUMBY BAY,Cat,Male,Unregistered,No,Yes,2
2021-22,2022-05-30,THE DC OF TUMBY BAY,Cat,Male,Unregistered,Yes,No,5
2021-22,2022-05-30,THE DC OF TUMBY BAY,Cat,Male,Unregistered,Yes,Yes,15
2021-22,2022-05-30,THE DC OF TUMBY BAY,Dog,Female,Registered,No,No,15
2021-22,2022-05-30,THE DC OF TUMBY BAY,Dog,Female,Registered,No,Yes,7
2021-22,2022-05-30,THE DC OF TUMBY BAY,Dog,Female,Registered,Yes,No,71
2021-22,2022-05-30,THE DC OF TUMBY BAY,Dog,Female,Registered,Yes,Yes,174
2021-22,2022-05-30,THE DC OF TUMBY BAY,Dog,Female,Unregistered,No,No,5
2021-22,2022-05-30,THE DC OF TUMBY BAY,Dog,Female,Unregistered,No,Yes,1
2021-22,2022-05-30,THE DC OF TUMBY BAY,Dog,Female,Unregistered,Yes,No,8
2021-22,2022-05-30,THE DC OF TUMBY BAY,Dog,Female,Unregistered,Yes,Yes,11
2021-22,2022-05-30,THE DC OF TUMBY BAY,Dog,Male,Registered,No,No,10
2021-22,2022-05-30,THE DC OF TUMBY BAY,Dog,Male,Registered,No,Yes,2
2021-22,2022-05-30,THE DC OF TUMBY BAY,Dog,Male,Registered,Yes,No,81
2021-22,2022-05-30,THE DC OF TUMBY BAY,Dog,Male,Registered,Yes,Yes,178
2021-22,2022-05-30,THE DC OF TUMBY BAY,Dog,Male,Unregistered,No,No,3
2021-22,2022-05-30,THE DC OF TUMBY BAY,Dog,Male,Unregistered,No,Yes,1
2021-22,2022-05-30,THE DC OF TUMBY BAY,Dog,Male,Unregistered,Yes,No,8
2021-22,2022-05-30,THE DC OF TUMBY BAY,Dog,Male,Unregistered,Yes,Yes,8
2021-22,2022-05-30,THE DC OF TUMBY BAY,Dog,Unknown,Registered,No,No,9
2021-22,2022-05-30,THE DC OF TUMBY BAY,Dog,Unknown,Registered,No,Yes,1
2021-22,2022-05-30,THE DC OF TUMBY BAY,Dog,Unknown,Registered,Yes,No,12
2021-22,2022-05-30,THE DC OF TUMBY BAY,Dog,Unknown,Registered,Yes,Yes,24
2021-22,2022-05-30,THE DC OF TUMBY BAY,Dog,Unknown,Unregistered,Yes,No,2
2021-22,2022-05-30,THE DC OF TUMBY BAY,Dog,Unknown,Unregistered,Yes,Yes,1
2021-22,2022-05-30,THE DC OF YANKALILLA,Cat,Female,Registered,No,No,1
2021-22,2022-05-30,THE DC OF YANKALILLA,Cat,Female,Registered,No,Yes,8
2021-22,2022-05-30,THE DC OF YANKALILLA,Cat,Female,Registered,Yes,No,15
2021-22,2022-05-30,THE DC OF YANKALILLA,Cat,Female,Registered,Yes,Yes,199
2021-22,2022-05-30,THE DC OF YANKALILLA,Cat,Female,Unregistered,Yes,Yes,3
2021-22,2022-05-30,THE DC OF YANKALILLA,Cat,Male,Registered,No,No,1
2021-22,2022-05-30,THE DC OF YANKALILLA,Cat,Male,Registered,No,Yes,4
2021-22,2022-05-30,THE DC OF YANKALILLA,Cat,Male,Registered,Yes,No,7
2021-22,2022-05-30,THE DC OF YANKALILLA,Cat,Male,Registered,Yes,Yes,163
2021-22,2022-05-30,THE DC OF YANKALILLA,Cat,Male,Unregistered,No,No,1
2021-22,2022-05-30,THE DC OF YANKALILLA,Cat,Male,Unregistered,No,Yes,1
2021-22,2022-05-30,THE DC OF YANKALILLA,Cat,Male,Unregistered,Yes,Yes,10
2021-22,2022-05-30,THE DC OF YANKALILLA,Dog,Female,Registered,No,No,10
2021-22,2022-05-30,THE DC OF YANKALILLA,Dog,Female,Registered,Yes,No,272
2021-22,2022-05-30,THE DC OF YANKALILLA,Dog,Female,Registered,Yes,Yes,613
2021-22,2022-05-30,THE DC OF YANKALILLA,Dog,Female,Unregistered,No,No,5
2021-22,2022-05-30,THE DC OF YANKALILLA,Dog,Female,Unregistered,Yes,No,9
2021-22,2022-05-30,THE DC OF YANKALILLA,Dog,Female,Unregistered,Yes,Yes,7
2021-22,2022-05-30,THE DC OF YANKALILLA,Dog,Male,Registered,No,No,8
2021-22,2022-05-30,THE DC OF YANKALILLA,Dog,Male,Registered,Yes,No,215
2021-22,2022-05-30,THE DC OF YANKALILLA,Dog,Male,Registered,Yes,Yes,588
2021-22,2022-05-30,THE DC OF YANKALILLA,Dog,Male,Unregistered,No,No,3
2021-22,2022-05-30,THE DC OF YANKALILLA,Dog,Male,Unregistered,No,Yes,2
2021-22,2022-05-30,THE DC OF YANKALILLA,Dog,Male,Unregistered,Yes,No,16
2021-22,2022-05-30,THE DC OF YANKALILLA,Dog,Male,Unregistered,Yes,Yes,11
2021-22,2022-05-30,THE DC OF YANKALILLA,Dog,Unknown,Registered,Yes,Yes,1
2021-22,2022-05-30,THE FLINDERS RANGES COUNCIL,Cat,Female,Registered,Yes,No,2
2021-22,2022-05-30,THE FLINDERS RANGES COUNCIL,Cat,Female,Registered,Yes,Yes,39
2021-22,2022-05-30,THE FLINDERS RANGES COUNCIL,Cat,Female,Unregistered,No,Yes,2
2021-22,2022-05-30,THE FLINDERS RANGES COUNCIL,Cat,Female,Unregistered,Yes,No,8
2021-22,2022-05-30,THE FLINDERS RANGES COUNCIL,Cat,Female,Unregistered,Yes,Yes,14
2021-22,2022-05-30,THE FLINDERS RANGES COUNCIL,Cat,Male,Registered,No,Yes,2
2021-22,2022-05-30,THE FLINDERS RANGES COUNCIL,Cat,Male,Registered,Yes,No,2
2021-22,2022-05-30,THE FLINDERS RANGES COUNCIL,Cat,Male,Registered,Yes,Yes,30
2021-22,2022-05-30,THE FLINDERS RANGES COUNCIL,Cat,Male,Unregistered,Yes,No,6
2021-22,2022-05-30,THE FLINDERS RANGES COUNCIL,Cat,Male,Unregistered,Yes,Yes,12
2021-22,2022-05-30,THE FLINDERS RANGES COUNCIL,Dog,Female,Registered,No,No,1
2021-22,2022-05-30,THE FLINDERS RANGES COUNCIL,Dog,Female,Registered,No,Yes,1
2021-22,2022-05-30,THE FLINDERS RANGES COUNCIL,Dog,Female,Registered,Yes,No,71
2021-22,2022-05-30,THE FLINDERS RANGES COUNCIL,Dog,Female,Registered,Yes,Yes,158
2021-22,2022-05-30,THE FLINDERS RANGES COUNCIL,Dog,Female,Unregistered,Yes,No,1
2021-22,2022-05-30,THE FLINDERS RANGES COUNCIL,Dog,Male,Registered,No,No,4
2021-22,2022-05-30,THE FLINDERS RANGES COUNCIL,Dog,Male,Registered,No,Yes,1
2021-22,2022-05-30,THE FLINDERS RANGES COUNCIL,Dog,Male,Registered,Yes,No,84
2021-22,2022-05-30,THE FLINDERS RANGES COUNCIL,Dog,Male,Registered,Yes,Yes,146
2021-22,2022-05-30,THE FLINDERS RANGES COUNCIL,Dog,Male,Unregistered,Yes,No,3
2021-22,2022-05-30,THE FLINDERS RANGES COUNCIL,Dog,Male,Unregistered,Yes,Yes,1
2021-22,2022-05-30,THE FLINDERS RANGES COUNCIL,Dog,Unknown,Registered,Yes,Yes,1
2021-22,2022-05-30,THE REGIONAL COUNCIL OF GOYDER,Cat,Female,Registered,No,Yes,8
2021-22,2022-05-30,THE REGIONAL COUNCIL OF GOYDER,Cat,Female,Registered,Yes,No,23
2021-22,2022-05-30,THE REGIONAL COUNCIL OF GOYDER,Cat,Female,Registered,Yes,Yes,82
2021-22,2022-05-30,THE REGIONAL COUNCIL OF GOYDER,Cat,Female,Unregistered,No,Yes,1
2021-22,2022-05-30,THE REGIONAL COUNCIL OF GOYDER,Cat,Female,Unregistered,Yes,No,10
2021-22,2022-05-30,THE REGIONAL COUNCIL OF GOYDER,Cat,Female,Unregistered,Yes,Yes,44
2021-22,2022-05-30,THE REGIONAL COUNCIL OF GOYDER,Cat,Male,Registered,No,Yes,3
2021-22,2022-05-30,THE REGIONAL COUNCIL OF GOYDER,Cat,Male,Registered,Yes,No,15
2021-22,2022-05-30,THE REGIONAL COUNCIL OF GOYDER,Cat,Male,Registered,Yes,Yes,91
2021-22,2022-05-30,THE REGIONAL COUNCIL OF GOYDER,Cat,Male,Unregistered,Yes,No,4
2021-22,2022-05-30,THE REGIONAL COUNCIL OF GOYDER,Cat,Male,Unregistered,Yes,Yes,46
2021-22,2022-05-30,THE REGIONAL COUNCIL OF GOYDER,Dog,Female,Registered,No,No,43
2021-22,2022-05-30,THE REGIONAL COUNCIL OF GOYDER,Dog,Female,Registered,No,Yes,8
2021-22,2022-05-30,THE REGIONAL COUNCIL OF GOYDER,Dog,Female,Registered,Yes,No,398
2021-22,2022-05-30,THE REGIONAL COUNCIL OF GOYDER,Dog,Female,Registered,Yes,Yes,381
2021-22,2022-05-30,THE REGIONAL COUNCIL OF GOYDER,Dog,Female,Unregistered,No,No,4
2021-22,2022-05-30,THE REGIONAL COUNCIL OF GOYDER,Dog,Female,Unregistered,No,Yes,2
2021-22,2022-05-30,THE REGIONAL COUNCIL OF GOYDER,Dog,Female,Unregistered,Yes,No,31
2021-22,2022-05-30,THE REGIONAL COUNCIL OF GOYDER,Dog,Female,Unregistered,Yes,Yes,14
2021-22,2022-05-30,THE REGIONAL COUNCIL OF GOYDER,Dog,Male,Registered,No,No,28
2021-22,2022-05-30,THE REGIONAL COUNCIL OF GOYDER,Dog,Male,Registered,No,Yes,12
2021-22,2022-05-30,THE REGIONAL COUNCIL OF GOYDER,Dog,Male,Registered,Yes,No,356
2021-22,2022-05-30,THE REGIONAL COUNCIL OF GOYDER,Dog,Male,Registered,Yes,Yes,323
2021-22,2022-05-30,THE REGIONAL COUNCIL OF GOYDER,Dog,Male,Unregistered,No,No,12
2021-22,2022-05-30,THE REGIONAL COUNCIL OF GOYDER,Dog,Male,Unregistered,No,Yes,1
2021-22,2022-05-30,THE REGIONAL COUNCIL OF GOYDER,Dog,Male,Unregistered,Yes,No,32
2021-22,2022-05-30,THE REGIONAL COUNCIL OF GOYDER,Dog,Male,Unregistered,Yes,Yes,14
2021-22,2022-05-30,THE RURAL CITY OF MURRAY BRIDGE,Cat,Female,Registered,No,No,13
2021-22,2022-05-30,THE RURAL CITY OF MURRAY BRIDGE,Cat,Female,Registered,No,Yes,10
2021-22,2022-05-30,THE RURAL CITY OF MURRAY BRIDGE,Cat,Female,Registered,Yes,No,107
2021-22,2022-05-30,THE RURAL CITY OF MURRAY BRIDGE,Cat,Female,Registered,Yes,Yes,448
2021-22,2022-05-30,THE RURAL CITY OF MURRAY BRIDGE,Cat,Female,Unregistered,No,No,7
2021-22,2022-05-30,THE RURAL CITY OF MURRAY BRIDGE,Cat,Female,Unregistered,No,Yes,6
2021-22,2022-05-30,THE RURAL CITY OF MURRAY BRIDGE,Cat,Female,Unregistered,Yes,No,32
2021-22,2022-05-30,THE RURAL CITY OF MURRAY BRIDGE,Cat,Female,Unregistered,Yes,Yes,156
2021-22,2022-05-30,THE RURAL CITY OF MURRAY BRIDGE,Cat,Male,Registered,No,No,12
2021-22,2022-05-30,THE RURAL CITY OF MURRAY BRIDGE,Cat,Male,Registered,No,Yes,9
2021-22,2022-05-30,THE RURAL CITY OF MURRAY BRIDGE,Cat,Male,Registered,Yes,No,70
2021-22,2022-05-30,THE RURAL CITY OF MURRAY BRIDGE,Cat,Male,Registered,Yes,Yes,438
2021-22,2022-05-30,THE RURAL CITY OF MURRAY BRIDGE,Cat,Male,Unregistered,No,No,5
2021-22,2022-05-30,THE RURAL CITY OF MURRAY BRIDGE,Cat,Male,Unregistered,No,Yes,2
2021-22,2022-05-30,THE RURAL CITY OF MURRAY BRIDGE,Cat,Male,Unregistered,Yes,No,40
2021-22,2022-05-30,THE RURAL CITY OF MURRAY BRIDGE,Cat,Male,Unregistered,Yes,Yes,117
2021-22,2022-05-30,THE RURAL CITY OF MURRAY BRIDGE,Dog,Female,Registered,No,No,52
2021-22,2022-05-30,THE RURAL CITY OF MURRAY BRIDGE,Dog,Female,Registered,No,Yes,9
2021-22,2022-05-30,THE RURAL CITY OF MURRAY BRIDGE,Dog,Female,Registered,Yes,No,644
2021-22,2022-05-30,THE RURAL CITY OF MURRAY BRIDGE,Dog,Female,Registered,Yes,Yes,1522
2021-22,2022-05-30,THE RURAL CITY OF MURRAY BRIDGE,Dog,Female,Unregistered,No,No,84
2021-22,2022-05-30,THE RURAL CITY OF MURRAY BRIDGE,Dog,Female,Unregistered,No,Yes,24
2021-22,2022-05-30,THE RURAL CITY OF MURRAY BRIDGE,Dog,Female,Unregistered,Yes,No,135
2021-22,2022-05-30,THE RURAL CITY OF MURRAY BRIDGE,Dog,Female,Unregistered,Yes,Yes,182
2021-22,2022-05-30,THE RURAL CITY OF MURRAY BRIDGE,Dog,Male,Registered,No,No,61
2021-22,2022-05-30,THE RURAL CITY OF MURRAY BRIDGE,Dog,Male,Registered,No,Yes,14
2021-22,2022-05-30,THE RURAL CITY OF MURRAY BRIDGE,Dog,Male,Registered,Yes,No,618
2021-22,2022-05-30,THE RURAL CITY OF MURRAY BRIDGE,Dog,Male,Registered,Yes,Yes,1487
2021-22,2022-05-30,THE RURAL CITY OF MURRAY BRIDGE,Dog,Male,Unregistered,No,No,81
2021-22,2022-05-30,THE RURAL CITY OF MURRAY BRIDGE,Dog,Male,Unregistered,No,Yes,27
2021-22,2022-05-30,THE RURAL CITY OF MURRAY BRIDGE,Dog,Male,Unregistered,Yes,No,158
2021-22,2022-05-30,THE RURAL CITY OF MURRAY BRIDGE,Dog,Male,Unregistered,Yes,Yes,195
2021-22,2022-05-30,THE RURAL CITY OF MURRAY BRIDGE,Dog,Unknown,Registered,Yes,Yes,7
2021-22,2022-05-30,THE RURAL CITY OF MURRAY BRIDGE,Dog,Unknown,Unregistered,Yes,Yes,1
2021-22,2022-05-30,TOWN OF GAWLER,Cat,Female,Registered,No,No,14
2021-22,2022-05-30,TOWN OF GAWLER,Cat,Female,Registered,No,Yes,34
2021-22,2022-05-30,TOWN OF GAWLER,Cat,Female,Registered,Yes,No,110
2021-22,2022-05-30,TOWN OF GAWLER,Cat,Female,Registered,Yes,Yes,531
2021-22,2022-05-30,TOWN OF GAWLER,Cat,Female,Unregistered,No,No,1
2021-22,2022-05-30,TOWN OF GAWLER,Cat,Female,Unregistered,No,Yes,4
2021-22,2022-05-30,TOWN OF GAWLER,Cat,Female,Unregistered,Yes,No,70
2021-22,2022-05-30,TOWN OF GAWLER,Cat,Female,Unregistered,Yes,Yes,226
2021-22,2022-05-30,TOWN OF GAWLER,Cat,Male,Registered,No,No,10
2021-22,2022-05-30,TOWN OF GAWLER,Cat,Male,Registered,No,Yes,24
2021-22,2022-05-30,TOWN OF GAWLER,Cat,Male,Registered,Yes,No,75
2021-22,2022-05-30,TOWN OF GAWLER,Cat,Male,Registered,Yes,Yes,497
2021-22,2022-05-30,TOWN OF GAWLER,Cat,Male,Unregistered,No,No,3
2021-22,2022-05-30,TOWN OF GAWLER,Cat,Male,Unregistered,No,Yes,4
2021-22,2022-05-30,TOWN OF GAWLER,Cat,Male,Unregistered,Yes,No,54
2021-22,2022-05-30,TOWN OF GAWLER,Cat,Male,Unregistered,Yes,Yes,188
2021-22,2022-05-30,TOWN OF GAWLER,Dog,Female,Registered,No,No,110
2021-22,2022-05-30,TOWN OF GAWLER,Dog,Female,Registered,No,Yes,68
2021-22,2022-05-30,TOWN OF GAWLER,Dog,Female,Registered,Yes,No,525
2021-22,2022-05-30,TOWN OF GAWLER,Dog,Female,Registered,Yes,Yes,2103
2021-22,2022-05-30,TOWN OF GAWLER,Dog,Female,Unregistered,No,No,21
2021-22,2022-05-30,TOWN OF GAWLER,Dog,Female,Unregistered,No,Yes,9
2021-22,2022-05-30,TOWN OF GAWLER,Dog,Female,Unregistered,Yes,No,73
2021-22,2022-05-30,TOWN OF GAWLER,Dog,Female,Unregistered,Yes,Yes,45
2021-22,2022-05-30,TOWN OF GAWLER,Dog,Male,Registered,No,No,113
2021-22,2022-05-30,TOWN OF GAWLER,Dog,Male,Registered,No,Yes,62
2021-22,2022-05-30,TOWN OF GAWLER,Dog,Male,Registered,Yes,No,539
2021-22,2022-05-30,TOWN OF GAWLER,Dog,Male,Registered,Yes,Yes,2098
2021-22,2022-05-30,TOWN OF GAWLER,Dog,Male,Unregistered,No,No,21
2021-22,2022-05-30,TOWN OF GAWLER,Dog,Male,Unregistered,No,Yes,13
2021-22,2022-05-30,TOWN OF GAWLER,Dog,Male,Unregistered,Yes,No,88
2021-22,2022-05-30,TOWN OF GAWLER,Dog,Male,Unregistered,Yes,Yes,49
2021-22,2022-05-30,WAKEFIELD REGIONAL COUNCIL,Cat,Female,Registered,No,No,2
2021-22,2022-05-30,WAKEFIELD REGIONAL COUNCIL,Cat,Female,Registered,No,Yes,13
2021-22,2022-05-30,WAKEFIELD REGIONAL COUNCIL,Cat,Female,Registered,Yes,No,53
2021-22,2022-05-30,WAKEFIELD REGIONAL COUNCIL,Cat,Female,Registered,Yes,Yes,160
2021-22,2022-05-30,WAKEFIELD REGIONAL COUNCIL,Cat,Female,Unregistered,No,Yes,4
2021-22,2022-05-30,WAKEFIELD REGIONAL COUNCIL,Cat,Female,Unregistered,Yes,No,21
