edition,extract_date,council,rank,breed
2024-25,2025-05-30,THE RURAL CITY OF MURRAY BRIDGE,3,Maltese Cross
2024-25,2025-05-30,THE RURAL CITY OF MURRAY BRIDGE,4,Jack Russell Terrier
2024-25,2025-05-30,THE RURAL CITY OF MURRAY BRIDGE,5,American Staffordshire Terrier
2024-25,2025-05-30,TOWN OF GAWLER,1,Maltese Cross
2024-25,2025-05-30,TOWN OF GAWLER,2,Border Collie
2024-25,2025-05-30,TOWN OF GAWLER,3,American Staffordshire Terrier
2024-25,2025-05-30,TOWN OF GAWLER,4,Jack Russell Terrier
2024-25,2025-05-30,TOWN OF GAWLER,5,Staffordshire Bull Terrier
2024-25,2025-05-30,WAKEFIELD REGIONAL COUNCIL,1,Australian Kelpie
2024-25,2025-05-30,WAKEFIELD REGIONAL COUNCIL,2,Border Collie
2024-25,2025-05-30,WAKEFIELD REGIONAL COUNCIL,3,Jack Russell Terrier
2024-25,2025-05-30,WAKEFIELD REGIONAL COUNCIL,4,Maltese Cross
2024-25,2025-05-30,WAKEFIELD REGIONAL COUNCIL,5,Australian Kelpie Cross
2024-25,2025-05-30,WATTLE RANGE COUNCIL,1,Australian Kelpie
2024-25,2025-05-30,WATTLE RANGE COUNCIL,2,Jack Russell Terrier
2024-25,2025-05-30,WATTLE RANGE COUNCIL,3,Border Collie
2024-25,2025-05-30,WATTLE RANGE COUNCIL,4,Labrador Retriever
2024-25,2025-05-30,WATTLE RANGE COUNCIL,5,Maltese Cross
2024-25,2025-05-30,WUDINNA DISTRICT COUNCIL,1,Australian Kelpie
2024-25,2025-05-30,WUDINNA DISTRICT COUNCIL,2,Border Collie
2024-25,2025-05-30,WUDINNA DISTRICT COUNCIL,3,Jack Russell Terrier
2024-25,2025-05-30,WUDINNA DISTRICT COUNCIL,4,Australian Kelpie Cross
2024-25,2025-05-30,WUDINNA DISTRICT COUNCIL,5,Australian Cattle Dog
2024-25,2025-05-30,YORKE PENINSULA COUNCIL,1,Australian Kelpie
2024-25,2025-05-30,YORKE PENINSULA COUNCIL,2,Border Collie
2024-25,2025-05-30,YORKE PENINSULA COUNCIL,3,Jack Russell Terrier
2024-25,2025-05-30,YORKE PENINSULA COUNCIL,4,Maltese Cross
2024-25,2025-05-30,YORKE PENINSULA COUNCIL,5,Australian Kelpie Cross
