table,table_title,reference_month,geography_level,geography,dwelling_type,series_type,unit,series_id,value
39,Value of total building approved - states and territories,1974-08,state,Northern Territory,,Original,$'000,A422768K,2276
39,Value of total building approved - states and territories,1974-08,state,Australian Capital Territory,,Original,$'000,A422865L,7634
39,Value of total building approved - states and territories,1974-08,state,New South Wales,,Seasonally Adjusted,$'000,A422173X,93008
39,Value of total building approved - states and territories,1974-08,state,Victoria,,Seasonally Adjusted,$'000,A422273J,74728
39,Value of total building approved - states and territories,1974-08,state,Queensland,,Seasonally Adjusted,$'000,A422373T,54963
39,Value of total building approved - states and territories,1974-08,state,South Australia,,Seasonally Adjusted,$'000,A422473A,28818
39,Value of total building approved - states and territories,1974-08,state,Western Australia,,Seasonally Adjusted,$'000,A422573K,36466
39,Value of total building approved - states and territories,1974-08,state,New South Wales,,Trend,$'000,A422175C,104832
39,Value of total building approved - states and territories,1974-08,state,Victoria,,Trend,$'000,A422275L,87630
39,Value of total building approved - states and territories,1974-08,state,Queensland,,Trend,$'000,A422375W,54824
39,Value of total building approved - states and territories,1974-08,state,South Australia,,Trend,$'000,A422475F,29588
39,Value of total building approved - states and territories,1974-08,state,Western Australia,,Trend,$'000,A422575R,33204
39,Value of total building approved - states and territories,1974-09,state,New South Wales,,Original,$'000,A422168F,78578
39,Value of total building approved - states and territories,1974-09,state,Victoria,,Original,$'000,A422268R,80072
39,Value of total building approved - states and territories,1974-09,state,Queensland,,Original,$'000,A422368X,42497
39,Value of total building approved - states and territories,1974-09,state,South Australia,,Original,$'000,A422468J,29111
39,Value of total building approved - states and territories,1974-09,state,Western Australia,,Original,$'000,A422568T,27345
39,Value of total building approved - states and territories,1974-09,state,Tasmania,,Original,$'000,A422668A,8328
39,Value of total building approved - states and territories,1974-09,state,Northern Territory,,Original,$'000,A422768K,3299
39,Value of total building approved - states and territories,1974-09,state,Australian Capital Territory,,Original,$'000,A422865L,7344
39,Value of total building approved - states and territories,1974-09,state,New South Wales,,Seasonally Adjusted,$'000,A422173X,76606
39,Value of total building approved - states and territories,1974-09,state,Victoria,,Seasonally Adjusted,$'000,A422273J,78885
39,Value of total building approved - states and territories,1974-09,state,Queensland,,Seasonally Adjusted,$'000,A422373T,41422
39,Value of total building approved - states and territories,1974-09,state,South Australia,,Seasonally Adjusted,$'000,A422473A,27377
39,Value of total building approved - states and territories,1974-09,state,Western Australia,,Seasonally Adjusted,$'000,A422573K,28336
39,Value of total building approved - states and territories,1974-09,state,New South Wales,,Trend,$'000,A422175C,99384
39,Value of total building approved - states and territories,1974-09,state,Victoria,,Trend,$'000,A422275L,88774
39,Value of total building approved - states and territories,1974-09,state,Queensland,,Trend,$'000,A422375W,50988
39,Value of total building approved - states and territories,1974-09,state,South Australia,,Trend,$'000,A422475F,27667
39,Value of total building approved - states and territories,1974-09,state,Western Australia,,Trend,$'000,A422575R,32038
39,Value of total building approved - states and territories,1974-10,state,New South Wales,,Original,$'000,A422168F,107302
39,Value of total building approved - states and territories,1974-10,state,Victoria,,Original,$'000,A422268R,108860
39,Value of total building approved - states and territories,1974-10,state,Queensland,,Original,$'000,A422368X,52602
39,Value of total building approved - states and territories,1974-10,state,South Australia,,Original,$'000,A422468J,19050
39,Value of total building approved - states and territories,1974-10,state,Western Australia,,Original,$'000,A422568T,27230
39,Value of total building approved - states and territories,1974-10,state,Tasmania,,Original,$'000,A422668A,12143
39,Value of total building approved - states and territories,1974-10,state,Northern Territory,,Original,$'000,A422768K,3496
39,Value of total building approved - states and territories,1974-10,state,Australian Capital Territory,,Original,$'000,A422865L,13543
39,Value of total building approved - states and territories,1974-10,state,New South Wales,,Seasonally Adjusted,$'000,A422173X,104009
39,Value of total building approved - states and territories,1974-10,state,Victoria,,Seasonally Adjusted,$'000,A422273J,104444
