category,jurisdiction,financial_year,value
Biological factors,NT,2023-24p,NP
Biological factors,ACT,2018-19,NP
Biological factors,ACT,2019-20,NP
Biological factors,ACT,2020-21,NP
Biological factors,ACT,2021-22,0.00903225806451613
Biological factors,ACT,2022-23,0.00777511961722488
Biological factors,ACT,2023-24p,0.0033917467495760316
Biological factors,Aus Gov,2018-19,NP
Biological factors,Aus Gov,2019-20,NP
Biological factors,Aus Gov,2020-21,NP
Biological factors,Aus Gov,2021-22,0.00940733772342427
Biological factors,Aus Gov,2022-23,0.009354536950420954
Biological factors,Aus Gov,2023-24p,0.002644336712208021
Biological factors,Seacare,2018-19,NP
Biological factors,Seacare,2019-20,NP
Biological factors,Seacare,2020-21,NP
Biological factors,Seacare,2021-22,0.08695652173913043
Biological factors,Seacare,2022-23,NP
Biological factors,Seacare,2023-24p,NP
Mental stress,AUST,2018-19,0.0868303456777441
Mental stress,AUST,2019-20,0.08894627417332189
Mental stress,AUST,2020-21,0.08975995138255849
Mental stress,AUST,2021-22,0.08772125705268485
Mental stress,AUST,2022-23,0.1008062013365425
Mental stress,AUST,2023-24p,0.11478527607361963
Mental stress,NSW,2018-19,0.10994473743975372
Mental stress,NSW,2019-20,0.10142126208072769
Mental stress,NSW,2020-21,0.1080770995869665
Mental stress,NSW,2021-22,0.09247098350641417
Mental stress,NSW,2022-23,0.10935979424440428
Mental stress,NSW,2023-24p,0.14202982481540466
Mental stress,VIC,2018-19,0.12001696352841391
Mental stress,VIC,2019-20,0.13087044060495387
Mental stress,VIC,2020-21,0.12324118897887165
Mental stress,VIC,2021-22,0.13089855581405557
Mental stress,VIC,2022-23,0.14466893378675735
Mental stress,VIC,2023-24p,0.15040268182004007
Mental stress,QLD,2018-19,0.04304383902641405
Mental stress,QLD,2019-20,0.05135599038791624
Mental stress,QLD,2020-21,0.054735490969102414
Mental stress,QLD,2021-22,0.05870253164556962
Mental stress,QLD,2022-23,0.07394335384884637
Mental stress,QLD,2023-24p,0.079010333131754
Mental stress,SA,2018-19,0.11456698530460836
Mental stress,SA,2019-20,0.11995982206916343
Mental stress,SA,2020-21,0.11015678254942059
Mental stress,SA,2021-22,0.10484347312463083
Mental stress,SA,2022-23,0.09631209996952149
Mental stress,SA,2023-24p,0.10046801872074883
Mental stress,WA,2018-19,0.03588740539161493
Mental stress,WA,2019-20,0.03503295178633368
Mental stress,WA,2020-21,0.033926064576509124
Mental stress,WA,2021-22,0.03367896471344747
Mental stress,WA,2022-23,0.04132295119882815
Mental stress,WA,2023-24p,0.044638276038994354
Mental stress,TAS,2018-19,0.0964698721850274
Mental stress,TAS,2019-20,0.09475308641975308
Mental stress,TAS,2020-21,0.0927536231884058
Mental stress,TAS,2021-22,0.1204954954954955
Mental stress,TAS,2022-23,0.11554621848739496
Mental stress,TAS,2023-24p,0.12771203155818542
Mental stress,NT,2018-19,0.05027494108405342
Mental stress,NT,2019-20,0.051694915254237285
Mental stress,NT,2020-21,0.06964746345657781
Mental stress,NT,2021-22,0.07729007633587787
Mental stress,NT,2022-23,0.08978328173374613
Mental stress,NT,2023-24p,0.08928571428571429
Mental stress,ACT,2018-19,0.07341040462427746
Mental stress,ACT,2019-20,0.08813364055299538
Mental stress,ACT,2020-21,0.0982627578718784
Mental stress,ACT,2021-22,0.11225806451612903
Mental stress,ACT,2022-23,0.10466507177033493
Mental stress,ACT,2023-24p,0.09836065573770492
Mental stress,Aus Gov,2018-19,0.1356020942408377
Mental stress,Aus Gov,2019-20,0.1330665332666333
Mental stress,Aus Gov,2020-21,0.1324200913242009
Mental stress,Aus Gov,2021-22,0.1354656632173095
Mental stress,Aus Gov,2022-23,0.14078578110383536
Mental stress,Aus Gov,2023-24p,0.12869105332745703
Mental stress,Seacare,2018-19,NP
Mental stress,Seacare,2019-20,NP
Mental stress,Seacare,2020-21,0.06578947368421052
Mental stress,Seacare,2021-22,NP
Mental stress,Seacare,2022-23,NP
Mental stress,Seacare,2023-24p,NP
Vehicle incidents and other,AUST,2018-19,0.07197767390894927
Vehicle incidents and other,AUST,2019-20,0.05352781994587816
Vehicle incidents and other,AUST,2020-21,0.05406411425098754
Vehicle incidents and other,AUST,2021-22,0.05083143524928171
Vehicle incidents and other,AUST,2022-23,0.048654836863194044
Vehicle incidents and other,AUST,2023-24p,0.04539877300613497
Vehicle incidents and other,NSW,2018-19,0.08511443639758763
Vehicle incidents and other,NSW,2019-20,0.0738601478112564
Vehicle incidents and other,NSW,2020-21,0.07069548166381576
Vehicle incidents and other,NSW,2021-22,0.0626336285888821
Vehicle incidents and other,NSW,2022-23,0.061639788683442234
Vehicle incidents and other,NSW,2023-24p,0.04794049514984798
Vehicle incidents and other,VIC,2018-19,0.03190085760060315
Vehicle incidents and other,VIC,2019-20,0.03151191646766868
Vehicle incidents and other,VIC,2020-21,0.028367189974211646
Vehicle incidents and other,VIC,2021-22,0.026908388569421886
Vehicle incidents and other,VIC,2022-23,0.028605721144228845
Vehicle incidents and other,VIC,2023-24p,0.0336862761129962
Vehicle incidents and other,QLD,2018-19,0.11215599502143549
Vehicle incidents and other,QLD,2019-20,0.05224854102300034
Vehicle incidents and other,QLD,2020-21,0.05965587848782128
Vehicle incidents and other,QLD,2021-22,0.056234177215189876
Vehicle incidents and other,QLD,2022-23,0.04792462736633317
Vehicle incidents and other,QLD,2023-24p,0.050035495490758024
Vehicle incidents and other,SA,2018-19,0.031816236267655874
Vehicle incidents and other,SA,2019-20,0.029559477686899125
Vehicle incidents and other,SA,2020-21,0.028357191547375597
Vehicle incidents and other,SA,2021-22,0.02982870643827525
Vehicle incidents and other,SA,2022-23,0.030783297775068576
Vehicle incidents and other,SA,2023-24p,0.028861154446177848
Vehicle incidents and other,WA,2018-19,0.02840377583127817
Vehicle incidents and other,WA,2019-20,0.019771071800208116
Vehicle incidents and other,WA,2020-21,0.021135548276399938
Vehicle incidents and other,WA,2021-22,0.02660557832971626
Vehicle incidents and other,WA,2022-23,0.026058129673887903
Vehicle incidents and other,WA,2023-24p,0.025654181631605953
Vehicle incidents and other,TAS,2018-19,0.04625684723067559
Vehicle incidents and other,TAS,2019-20,0.05246913580246913
Vehicle incidents and other,TAS,2020-21,0.06028985507246377
Vehicle incidents and other,TAS,2021-22,0.05320945945945946
Vehicle incidents and other,TAS,2022-23,0.05330882352941176
Vehicle incidents and other,TAS,2023-24p,0.06829388560157791
Vehicle incidents and other,NT,2018-19,0.041633935585231735
Vehicle incidents and other,NT,2019-20,0.03305084745762712
Vehicle incidents and other,NT,2020-21,0.037833190025795355
Vehicle incidents and other,NT,2021-22,0.04389312977099236
Vehicle incidents and other,NT,2022-23,0.029927760577915376
Vehicle incidents and other,NT,2023-24p,0.05612244897959184
Vehicle incidents and other,ACT,2018-19,0.07572254335260116
Vehicle incidents and other,ACT,2019-20,0.07834101382488479
Vehicle incidents and other,ACT,2020-21,0.08523344191096634
Vehicle incidents and other,ACT,2021-22,0.09161290322580645
Vehicle incidents and other,ACT,2022-23,0.08313397129186603
Vehicle incidents and other,ACT,2023-24p,0.08535895986433013
Vehicle incidents and other,Aus Gov,2018-19,0.11465968586387434
Vehicle incidents and other,Aus Gov,2019-20,0.13006503251625812
Vehicle incidents and other,Aus Gov,2020-21,0.1178082191780822
Vehicle incidents and other,Aus Gov,2021-22,0.11523988711194733
Vehicle incidents and other,Aus Gov,2022-23,0.11038353601496725
Vehicle incidents and other,Aus Gov,2023-24p,0.12208021154693698
Vehicle incidents and other,Seacare,2018-19,NP
Vehicle incidents and other,Seacare,2019-20,0.06666666666666667
Vehicle incidents and other,Seacare,2020-21,NP
Vehicle incidents and other,Seacare,2021-22,NP
Vehicle incidents and other,Seacare,2022-23,NP
Vehicle incidents and other,Seacare,2023-24p,NP
