Postcode,Age,Sex,Total
5112,28,Male,129
5112,29,Female,114
5112,29,Male,118
5112,30,Female,105
5112,30,Male,127
5112,31,Female,116
5112,31,Male,100
5112,32,Female,107
5112,32,Male,115
5112,33,Female,126
5112,33,Male,109
5112,34,Female,113
5112,34,Male,110
5112,35,Female,122
5112,35,Male,142
5112,36,Female,109
5112,36,Male,110
5112,37,Female,94
5112,37,Male,106
5112,38,Female,105
5112,38,Male,83
5112,38,Not listed,1
5112,39,Female,106
5112,39,Male,113
5112,40,Female,90
5112,40,Male,109
5112,41,Female,82
5112,41,Male,89
5112,42,Female,71
5112,42,Male,120
5112,43,Female,91
5112,43,Male,105
5112,43,Not listed,1
5112,44,Female,82
5112,44,Male,115
5112,45,Female,103
5112,45,Male,99
5112,46,Female,88
5112,46,Male,93
5112,47,Female,93
5112,47,Male,122
5112,48,Female,92
5112,48,Male,124
5112,49,Female,81
5112,49,Male,124
5112,50,Female,109
5112,50,Male,137
5112,51,Female,100
5112,51,Male,114
5112,52,Female,80
5112,52,Male,104
5112,53,Female,95
5112,53,Gender X,1
5112,53,Male,108
5112,54,Female,98
5112,54,Male,111
5112,55,Female,115
5112,55,Male,124
5112,56,Female,103
5112,56,Male,129
5112,57,Female,106
5112,57,Male,136
5112,58,Female,97
5112,58,Gender X,1
5112,58,Male,111
5112,59,Female,98
5112,59,Male,114
5112,60,Female,80
5112,60,Male,112
5112,61,Female,100
5112,61,Male,113
5112,62,Female,94
5112,62,Male,105
5112,63,Female,88
5112,63,Male,111
5112,64,Female,69
5112,64,Male,93
5112,65,Female,65
5112,65,Male,87
5112,66,Female,71
5112,66,Male,77
5112,67,Female,67
5112,67,Male,72
5112,68,Female,64
5112,68,Male,62
5112,69,Female,77
5112,69,Male,81
5112,70,Female,50
5112,70,Male,66
5112,71,Female,58
5112,71,Male,69
5112,72,Female,58
5112,72,Male,67
5112,73,Female,47
5112,73,Male,57
5112,74,Female,29
5112,74,Male,52
5112,75,Female,43
5112,75,Male,30
5112,76,Female,38
5112,76,Male,41
5112,77,Female,27
5112,77,Male,44
5112,78,Female,22
5112,78,Male,35
5112,79,Female,36
5112,79,Male,39
5112,80,Female,29
5112,80,Male,37
5112,81,Female,26
5112,81,Male,33
5112,82,Female,31
5112,82,Male,28
5112,83,Female,21
5112,83,Male,33
5112,84,Female,17
5112,84,Male,27
5112,85,Female,11
5112,85,Male,16
5112,86,Female,13
5112,86,Male,17
5112,87,Female,10
5112,87,Male,26
5112,88,Female,6
5112,88,Male,9
5112,89,Female,4
5112,89,Male,12
5112,90,Female,4
5112,90,Male,5
5112,91,Female,1
5112,91,Male,6
5112,92,Female,4
5112,92,Male,2
5112,93,Female,4
5112,93,Male,2
5112,94,Female,1
5112,94,Male,1
5112,95,Male,1
5112,96,Female,2
5112,96,Male,1
5113,16,Female,45
5113,16,Male,35
5113,17,Female,59
5113,17,Male,61
5113,18,Female,82
5113,18,Male,76
5113,19,Female,69
5113,19,Male,101
5113,20,Female,95
5113,20,Male,81
5113,20,Not listed,1
5113,21,Female,105
5113,21,Male,94
5113,22,Female,120
5113,22,Male,105
5113,23,Female,104
5113,23,Male,116
5113,24,Female,106
5113,24,Male,111
5113,25,Female,108
5113,25,Gender X,1
5113,25,Male,102
5113,25,Not listed,1
5113,26,Female,124
5113,26,Male,118
5113,27,Female,124
5113,27,Male,145
5113,27,Not listed,1
5113,28,Female,115
5113,28,Gender X,1
5113,28,Male,97
5113,29,Female,98
5113,29,Male,107
5113,30,Female,131
5113,30,Male,100
5113,31,Female,123
5113,31,Male,113
5113,32,Female,114
5113,32,Male,119
5113,32,Not listed,1
5113,33,Female,117
5113,33,Male,113
5113,34,Female,111
5113,34,Male,132
5113,35,Female,95
5113,35,Male,136
5113,36,Female,118
5113,36,Male,118
5113,37,Female,73
5113,37,Male,89
5113,38,Female,81
5113,38,Gender X,1
5113,38,Male,93
5113,39,Female,79
5113,39,Male,88
5113,40,Female,81
5113,40,Male,80
5113,41,Female,72
5113,41,Male,94
5113,42,Female,69
5113,42,Male,100
5113,43,Female,64
5113,43,Male,79
5113,44,Female,54
5113,44,Male,99
5113,45,Female,72
5113,45,Male,96
5113,46,Female,76
5113,46,Male,97
5113,47,Female,90
5113,47,Male,76
5113,48,Female,69
5113,48,Male,100
5113,49,Female,66
5113,49,Male,96
5113,50,Female,82
5113,50,Male,89
5113,51,Female,94
5113,51,Gender X,1
5113,51,Male,94
5113,52,Female,70
5113,52,Male,102
5113,53,Female,93
5113,53,Male,100
5113,54,Female,75
5113,54,Male,113
5113,55,Female,68
5113,55,Male,91
5113,56,Female,89
5113,56,Male,104
5113,57,Female,78
5113,57,Male,105
5113,58,Female,77
5113,58,Male,88
5113,59,Female,77
5113,59,Male,108
5113,60,Female,75
5113,60,Male,88
5113,61,Female,73
5113,61,Male,80
5113,62,Female,77
5113,62,Male,73
5113,63,Female,58
5113,63,Male,96
5113,64,Female,59
5113,64,Male,98
5113,65,Female,62
5113,65,Male,76
5113,66,Female,58
5113,66,Male,77
5113,67,Female,60
5113,67,Male,60
5113,68,Female,53
5113,68,Male,73
5113,69,Female,53
5113,69,Male,58
5113,70,Female,56
5113,70,Male,62
5113,71,Female,34
5113,71,Male,52
5113,72,Female,37
5113,72,Male,59
5113,73,Female,41
5113,73,Male,69
5113,74,Female,37
5113,74,Male,42
5113,75,Female,30
5113,75,Male,45
5113,76,Female,26
5113,76,Male,44
5113,77,Female,27
5113,77,Male,32
5113,78,Female,24
5113,78,Male,27
5113,79,Female,21
5113,79,Male,28
5113,80,Female,18
5113,80,Male,29
5113,81,Female,19
5113,81,Male,27
5113,82,Female,22
5113,82,Male,29
5113,83,Female,9
5113,83,Male,29
5113,84,Female,21
5113,84,Male,12
5113,85,Female,4
5113,85,Male,16
5113,86,Female,5
5113,86,Male,15
5113,87,Female,4
5113,87,Male,8
5113,88,Female,6
5113,88,Male,11
5113,89,Female,3
5113,89,Male,6
5113,90,Female,5
5113,90,Male,4
5113,91,Female,1
5113,91,Male,4
5113,92,Female,4
5113,92,Male,4
5113,93,Male,1
5114,16,Female,118
5114,16,Male,118
5114,17,Female,182
5114,17,Gender X,1
5114,17,Male,219
5114,18,Female,206
5114,18,Male,206
5114,19,Female,197
5114,19,Gender X,1
5114,19,Male,195
5114,20,Female,203
5114,20,Male,225
5114,21,Female,222
5114,21,Male,210
5114,22,Female,221
5114,22,Gender X,1
5114,22,Male,230
5114,23,Female,254
5114,23,Male,252
5114,24,Female,269
5114,24,Male,266
5114,25,Female,269
5114,25,Male,241
5114,26,Female,278
5114,26,Male,249
5114,27,Female,263
5114,27,Male,250
5114,28,Female,254
5114,28,Male,250
5114,29,Female,306
5114,29,Male,231
5114,29,Not listed,1
5114,30,Female,306
5114,30,Male,244
5114,31,Female,295
5114,31,Male,244
5114,32,Female,281
5114,32,Male,272
5114,33,Female,280
5114,33,Male,280
5114,34,Female,276
5114,34,Male,278
5114,35,Female,264
5114,35,Male,281
5114,36,Female,245
5114,36,Male,256
5114,37,Female,248
5114,37,Male,221
5114,38,Female,242
5114,38,Male,201
5114,39,Female,196
5114,39,Male,213
5114,40,Female,204
5114,40,Male,235
5114,41,Female,183
5114,41,Male,194
5114,42,Female,201
5114,42,Male,182
5114,43,Female,181
5114,43,Male,170
5114,44,Female,201
5114,44,Male,190
5114,45,Female,194
5114,45,Male,202
5114,46,Female,177
5114,46,Male,203
5114,47,Female,199
5114,47,Male,204
5114,48,Female,226
5114,48,Male,194
5114,49,Female,226
5114,49,Male,203
5114,50,Female,211
5114,50,Male,229
5114,51,Female,202
5114,51,Male,193
5114,52,Female,212
5114,52,Male,207
5114,53,Female,183
5114,53,Male,211
5114,54,Female,220
5114,54,Male,214
5114,55,Female,203
5114,55,Male,199
5114,56,Female,207
5114,56,Male,216
5114,57,Female,207
5114,57,Male,215
5114,58,Female,184
5114,58,Male,182
5114,59,Female,190
5114,59,Male,200
5114,60,Female,175
5114,60,Male,198
5114,61,Female,170
5114,61,Male,146
5114,62,Female,148
5114,62,Male,175
5114,63,Female,145
5114,63,Male,168
5114,64,Female,116
5114,64,Male,130
5114,65,Female,128
5114,65,Male,117
5114,66,Female,113
5114,66,Male,128
5114,67,Female,103
5114,67,Male,115
5114,68,Female,87
5114,68,Male,110
5114,69,Female,87
5114,69,Male,100
5114,70,Female,110
5114,70,Male,112
5114,71,Female,108
5114,71,Male,112
5114,72,Female,77
5114,72,Male,87
5114,73,Female,81
5114,73,Male,92
5114,74,Female,61
5114,74,Male,59
5114,75,Female,62
5114,75,Male,65
5114,76,Female,51
5114,76,Male,70
5114,77,Female,53
5114,77,Male,52
5114,78,Female,43
5114,78,Male,55
5114,79,Female,36
5114,79,Male,42
5114,80,Female,31
5114,80,Male,41
5114,81,Female,38
5114,81,Male,37
5114,82,Female,25
5114,82,Male,30
5114,83,Female,18
5114,83,Male,29
5114,84,Female,12
5114,84,Male,21
5114,85,Female,13
5114,85,Male,13
5114,86,Female,8
5114,86,Male,18
5114,87,Female,6
5114,87,Male,13
5114,88,Female,6
5114,88,Male,7
5114,89,Female,4
5114,89,Male,11
5114,90,Female,1
5114,90,Male,2
5114,91,Female,1
5114,91,Male,5
5114,92,Female,1
5114,92,Male,3
5114,93,Female,1
5114,93,Male,3
5115,16,Female,42
5115,16,Male,32
5115,17,Female,49
5115,17,Male,49
5115,18,Female,57
5115,18,Male,46
5115,19,Female,58
5115,19,Male,63
5115,20,Female,81
5115,20,Male,64
5115,21,Female,104
5115,21,Male,67
5115,22,Female,86
5115,22,Male,86
5115,22,Not listed,1
5115,23,Female,123
5115,23,Male,88
5115,24,Female,120
5115,24,Gender X,1
5115,24,Male,103
5115,25,Female,128
5115,25,Male,132
5115,26,Female,122
5115,26,Male,115
5115,27,Female,120
5115,27,Male,116
5115,28,Female,135
5115,28,Male,128
5115,29,Female,128
5115,29,Male,101
5115,30,Female,130
5115,30,Male,126
5115,31,Female,124
5115,31,Male,120
5115,32,Female,117
5115,32,Male,119
5115,33,Female,117
5115,33,Male,120
5115,34,Female,112
5115,34,Male,112
5115,35,Female,96
5115,35,Male,92
5115,36,Female,106
5115,36,Male,103
5115,37,Female,78
5115,37,Male,95
5115,38,Female,70
5115,38,Male,71
5115,39,Female,75
5115,39,Male,74
5115,40,Female,78
5115,40,Male,75
5115,41,Female,68
5115,41,Male,58
5115,42,Female,57
5115,42,Male,53
5115,43,Female,49
5115,43,Male,60
5115,44,Female,55
5115,44,Male,52
5115,45,Female,36
5115,45,Male,63
5115,46,Female,46
5115,46,Male,58
5115,47,Female,68
5115,47,Male,54
5115,48,Female,56
5115,48,Male,53
5115,49,Female,50
5115,49,Male,57
5115,50,Female,60
5115,50,Male,45
5115,51,Female,60
5115,51,Male,59
5115,52,Female,50
5115,52,Male,49
5115,53,Female,63
5115,53,Male,54
5115,54,Female,43
5115,54,Male,59
5115,55,Female,54
5115,55,Male,45
5115,56,Female,39
5115,56,Male,40
5115,57,Female,45
5115,57,Male,56
5115,58,Female,48
5115,58,Male,42
5115,59,Female,38
5115,59,Male,41
5115,60,Female,39
5115,60,Male,45
5115,61,Female,40
5115,61,Male,31
5115,62,Female,37
5115,62,Male,39
5115,63,Female,35
5115,63,Male,31
5115,64,Female,31
5115,64,Male,40
5115,65,Female,36
5115,65,Male,40
5115,66,Female,29
5115,66,Male,31
5115,67,Female,27
5115,67,Male,45
5115,68,Female,25
5115,68,Male,25
5115,69,Female,16
5115,69,Male,25
5115,70,Female,19
5115,70,Male,18
5115,71,Female,27
5115,71,Male,32
5115,72,Female,20
5115,72,Male,16
5115,73,Female,13
5115,73,Male,17
5115,74,Female,12
5115,74,Male,16
5115,75,Female,14
5115,75,Male,12
5115,76,Female,13
5115,76,Male,20
5115,77,Female,6
5115,77,Male,12
5115,78,Female,10
5115,78,Male,9
5115,79,Female,4
5115,79,Male,10
5115,80,Female,3
5115,80,Male,10
5115,81,Female,5
5115,81,Male,5
5115,82,Female,4
5115,82,Male,4
5115,83,Female,2
5115,83,Male,9
5115,84,Male,7
5115,85,Female,1
5115,85,Male,3
5115,86,Female,2
5115,86,Male,3
5115,87,Female,2
5115,88,Female,1
5115,88,Male,3
5115,89,Female,1
5115,91,Male,1
5115,92,Female,3
5115,92,Male,1
5116,16,Female,45
5116,16,Gender X,1
5116,16,Male,40
5116,17,Female,45
5116,17,Male,60
5116,18,Female,55
5116,18,Male,53
5116,19,Female,53
5116,19,Male,57
5116,20,Female,63
5116,20,Male,61
5116,21,Female,62
5116,21,Male,56
5116,22,Female,69
5116,22,Male,51
5116,23,Female,74
5116,23,Male,68
5116,24,Female,75
5116,24,Male,61
5116,25,Female,78
5116,25,Male,59
5116,26,Female,73
5116,26,Male,74
5116,27,Female,79
5116,27,Male,65
5116,28,Female,56
5116,28,Male,72
5116,29,Female,60
5116,29,Male,63
5116,30,Female,60
5116,30,Male,57
5116,31,Female,65
5116,31,Male,61
5116,32,Female,58
5116,32,Male,59
5116,33,Female,66
5116,33,Male,56
5116,34,Female,49
5116,34,Male,62
5116,35,Female,69
5116,35,Male,63
5116,36,Female,58
5116,36,Male,57
5116,37,Female,74
5116,37,Male,59
5116,38,Female,59
5116,38,Male,58
5116,39,Female,52
5116,39,Male,52
5116,40,Female,51
5116,40,Male,45
5116,41,Female,61
5116,41,Male,63
5116,42,Female,52
5116,42,Male,41
5116,43,Female,44
5116,43,Male,52
5116,44,Female,54
5116,44,Male,45
5116,45,Female,51
5116,45,Male,40
5116,46,Female,59
5116,46,Male,47
5116,47,Female,62
5116,47,Male,53
5116,48,Female,49
5116,48,Male,55
5116,49,Female,67
5116,49,Male,54
5116,50,Female,54
5116,50,Male,50
5116,51,Female,60
5116,51,Male,29
5116,52,Female,54
5116,52,Male,64
5116,53,Female,58
5116,53,Male,52
5116,54,Female,63
5116,54,Male,54
5116,55,Female,49
5116,55,Male,55
5116,56,Female,63
5116,56,Male,62
5116,57,Female,47
5116,57,Male,41
5116,58,Female,69
5116,58,Male,47
5116,59,Female,50
5116,59,Male,44
5116,60,Female,53
5116,60,Male,46
5116,61,Female,48
5116,61,Male,50
5116,62,Female,56
5116,62,Male,49
5116,63,Female,40
5116,63,Male,37
5116,64,Female,38
5116,64,Male,41
5116,65,Female,44
5116,65,Male,38
5116,66,Female,40
5116,66,Male,37
5116,67,Female,39
5116,67,Male,44
5116,68,Female,36
5116,68,Male,34
5116,69,Female,39
5116,69,Male,37
5116,70,Female,40
5116,70,Male,32
5116,71,Female,38
5116,71,Male,36
5116,72,Female,44
5116,72,Male,41
5116,73,Female,46
5116,73,Male,33
5116,74,Female,47
5116,74,Male,22
5116,75,Female,28
5116,75,Male,32
5116,76,Female,24
5116,76,Male,33
5116,77,Female,40
5116,77,Male,27
5116,78,Female,31
5116,78,Male,21
5116,79,Female,28
5116,79,Male,22
5116,80,Female,33
5116,80,Male,26
5116,81,Female,25
5116,81,Male,32
5116,82,Female,26
5116,82,Male,31
5116,83,Female,13
5116,83,Male,20
5116,84,Female,15
5116,84,Male,17
5116,85,Female,12
5116,85,Male,17
5116,86,Female,9
5116,86,Male,8
5116,87,Female,5
5116,87,Male,10
5116,88,Female,11
5116,88,Male,8
5116,89,Female,2
5116,89,Male,8
5116,90,Female,3
5116,90,Male,2
5116,91,Female,1
5116,91,Male,2
5116,92,Female,1
5116,92,Male,4
5116,93,Female,1
5116,94,Male,1
5116,95,Female,1
5116,97,Male,1
5117,16,Female,19
5117,16,Male,25
5117,17,Female,28
5117,17,Male,26
5117,18,Female,26
5117,18,Male,23
5117,19,Female,22
5117,19,Male,31
5117,20,Female,31
5117,20,Male,20
5117,21,Female,16
5117,21,Male,23
5117,22,Female,25
5117,22,Male,23
5117,23,Female,22
5117,23,Male,16
5117,24,Female,16
5117,24,Male,28
5117,25,Female,14
5117,25,Male,19
5117,26,Female,13
5117,26,Male,15
5117,26,Not listed,1
5117,27,Female,10
5117,27,Male,16
5117,28,Female,17
5117,28,Male,13
5117,29,Female,16
5117,29,Male,19
5117,30,Female,18
5117,30,Male,19
5117,31,Female,17
5117,31,Male,12
5117,32,Female,16
5117,32,Male,19
5117,33,Female,25
5117,33,Male,18
5117,34,Female,18
5117,34,Male,25
5117,35,Female,24
5117,35,Male,20
5117,36,Female,23
5117,36,Male,19
5117,37,Female,22
5117,37,Male,25
5117,38,Female,28
5117,38,Male,26
5117,39,Female,20
5117,39,Male,22
5117,40,Female,21
5117,40,Male,15
5117,41,Female,21
5117,41,Male,25
5117,42,Female,31
5117,42,Male,19
5117,43,Female,16
5117,43,Male,30
5117,44,Female,29
5117,44,Male,20
5117,45,Female,21
5117,45,Male,21
5117,46,Female,33
5117,46,Male,34
5117,47,Female,33
5117,47,Male,24
5117,48,Female,16
5117,48,Male,24
5117,49,Female,31
5117,49,Male,32
5117,50,Female,34
5117,50,Male,22
5117,51,Female,25
5117,51,Male,23
5117,52,Female,22
5117,52,Male,31
5117,53,Female,19
5117,53,Male,18
5117,54,Female,22
5117,54,Male,36
5117,55,Female,27
5117,55,Male,30
5117,56,Female,18
5117,56,Male,27
5117,57,Female,24
5117,57,Male,27
5117,58,Female,19
5117,58,Male,21
5117,59,Female,16
5117,59,Male,27
5117,60,Female,17
5117,60,Male,14
5117,61,Female,16
5117,61,Male,19
5117,62,Female,13
5117,62,Male,16
5117,63,Female,16
5117,63,Male,15
5117,64,Female,19
5117,64,Male,16
5117,65,Female,10
5117,65,Male,10
5117,66,Female,11
5117,66,Male,14
5117,67,Female,14
5117,67,Male,11
5117,68,Female,16
5117,68,Male,16
5117,69,Female,9
5117,69,Male,12
5117,70,Female,9
5117,70,Male,14
5117,71,Female,11
5117,71,Male,15
5117,72,Female,8
5117,72,Male,9
5117,73,Female,14
5117,73,Male,6
5117,74,Female,5
5117,74,Male,3
5117,75,Female,9
5117,75,Male,12
5117,76,Female,8
5117,76,Male,5
5117,77,Female,10
5117,77,Male,5
5117,78,Female,6
5117,78,Male,9
5117,79,Female,4
5117,79,Male,9
5117,80,Female,4
5117,80,Male,5
5117,81,Female,4
5117,81,Male,6
5117,82,Female,1
5117,82,Male,3
5117,83,Female,10
5117,83,Male,7
5117,84,Female,1
5117,84,Male,2
5117,85,Female,2
5117,85,Male,6
5117,86,Male,1
5117,87,Male,2
5117,88,Male,3
5117,89,Male,2
5117,90,Female,1
5117,90,Male,1
5117,91,Female,1
5117,94,Male,1
5118,16,Female,103
5118,16,Male,88
5118,17,Female,114
5118,17,Male,111
5118,18,Female,128
5118,18,Male,131
5118,19,Female,128
5118,19,Male,138
5118,20,Female,124
5118,20,Gender X,1
5118,20,Male,102
5118,21,Female,136
5118,21,Male,125
5118,22,Female,109
5118,22,Male,129
5118,23,Female,110
5118,23,Male,135
5118,24,Female,122
5118,24,Male,114
5118,25,Female,111
5118,25,Male,106
5118,26,Female,116
5118,26,Male,105
5118,27,Female,91
5118,27,Male,100
5118,28,Female,109
5118,28,Male,99
5118,29,Female,111
5118,29,Male,104
5118,30,Female,79
5118,30,Male,83
5118,31,Female,89
5118,31,Male,99
5118,32,Female,110
5118,32,Male,115
5118,33,Female,103
5118,33,Male,113
5118,34,Female,113
5118,34,Male,112
5118,35,Female,103
5118,35,Male,112
5118,36,Female,143
5118,36,Male,128
5118,37,Female,98
5118,37,Gender X,1
5118,37,Male,128
5118,38,Female,110
5118,38,Male,103
5118,39,Female,124
5118,39,Male,112
5118,40,Female,123
5118,40,Male,110
5118,41,Female,114
5118,41,Male,83
5118,42,Female,106
5118,42,Male,101
5118,43,Female,107
5118,43,Male,115
5118,44,Female,125
5118,44,Male,129
5118,45,Female,120
5118,45,Male,132
5118,46,Female,132
5118,46,Male,115
5118,47,Female,161
5118,47,Male,139
5118,48,Female,159
5118,48,Male,147
5118,49,Female,176
5118,49,Male,139
5118,50,Female,155
5118,50,Male,142
5118,51,Female,138
5118,51,Male,157
5118,52,Female,145
5118,52,Male,117
5118,53,Female,138
5118,53,Male,145
5118,54,Female,149
5118,54,Male,154
5118,55,Female,169
5118,55,Male,122
5118,56,Female,135
5118,56,Male,143
5118,57,Female,163
5118,57,Male,157
5118,58,Female,159
5118,58,Male,159
5118,59,Female,157
5118,59,Male,147
5118,60,Female,143
5118,60,Male,142
5118,61,Female,110
5118,61,Male,167
5118,62,Female,136
5118,62,Male,145
5118,63,Female,136
5118,63,Male,115
5118,64,Female,121
5118,64,Male,122
5118,65,Female,123
5118,65,Male,116
5118,66,Female,101
5118,66,Male,104
5118,67,Female,104
5118,67,Male,115
5118,68,Female,85
5118,68,Male,109
5118,69,Female,84
5118,69,Male,107
5118,70,Female,82
5118,70,Male,86
5118,71,Female,102
5118,71,Male,81
5118,72,Female,83
5118,72,Male,101
5118,73,Female,95
5118,73,Male,81
5118,74,Female,85
5118,74,Male,81
5118,75,Female,54
5118,75,Male,73
5118,76,Female,53
5118,76,Male,67
5118,77,Female,49
5118,77,Male,69
5118,78,Female,56
5118,78,Male,69
5118,79,Female,38
5118,79,Male,42
5118,80,Female,31
5118,80,Male,54
5118,81,Female,33
5118,81,Male,41
5118,82,Female,42
5118,82,Male,32
5118,83,Female,31
5118,83,Male,32
5118,84,Female,18
5118,84,Male,31
5118,85,Female,16
5118,85,Male,22
5118,86,Female,15
5118,86,Male,20
5118,87,Female,7
5118,87,Male,22
5118,88,Female,11
5118,88,Male,22
5118,89,Female,8
5118,89,Male,6
5118,90,Female,15
5118,90,Male,14
5118,91,Female,4
5118,91,Male,3
5118,92,Female,2
5118,92,Male,2
5118,93,Female,2
5118,93,Male,6
5118,94,Female,1
5118,97,Male,1
5120,16,Female,8
5120,16,Male,15
5120,17,Female,15
5120,17,Male,16
5120,18,Female,14
5120,18,Male,24
5120,19,Female,19
5120,19,Male,12
5120,19,Not listed,1
5120,20,Female,16
5120,20,Male,17
5120,21,Female,16
5120,21,Male,12
5120,22,Female,27
5120,22,Male,18
5120,23,Female,17
5120,23,Male,21
5120,24,Female,16
5120,24,Male,26
5120,25,Female,30
5120,25,Male,28
5120,26,Female,19
5120,26,Male,13
5120,27,Female,18
5120,27,Male,24
5120,28,Female,33
5120,28,Male,21
5120,29,Female,20
5120,29,Male,31
5120,30,Female,24
5120,30,Male,13
5120,31,Female,22
5120,31,Male,23
5120,32,Female,20
5120,32,Male,23
5120,33,Female,20
5120,33,Male,21
5120,34,Female,29
5120,34,Male,24
5120,35,Female,33
5120,35,Male,21
5120,36,Female,17
5120,36,Male,22
5120,37,Female,24
5120,37,Male,24
5120,38,Female,22
5120,38,Male,21
5120,39,Female,20
5120,39,Male,30
5120,40,Female,16
5120,40,Male,21
5120,41,Female,14
5120,41,Male,22
5120,42,Female,15
5120,42,Male,23
5120,43,Female,23
5120,43,Male,24
5120,44,Female,21
5120,44,Male,28
5120,45,Female,13
5120,45,Male,20
5120,46,Female,25
5120,46,Male,20
5120,47,Female,24
5120,47,Male,30
5120,48,Female,16
5120,48,Male,23
5120,49,Female,26
5120,49,Male,22
5120,50,Female,24
5120,50,Male,21
5120,51,Female,16
5120,51,Male,34
5120,52,Female,17
5120,52,Male,35
5120,53,Female,17
5120,53,Male,30
5120,54,Female,24
5120,54,Male,29
5120,55,Female,20
5120,55,Male,31
5120,56,Female,22
5120,56,Male,33
5120,57,Female,22
5120,57,Male,27
5120,58,Female,18
5120,58,Male,33
5120,59,Female,19
5120,59,Male,32
5120,60,Female,18
5120,60,Male,25
5120,61,Female,28
5120,61,Male,26
5120,62,Female,23
5120,62,Male,31
5120,63,Female,23
5120,63,Male,42
5120,64,Female,20
5120,64,Male,24
5120,65,Female,28
5120,65,Male,20
5120,66,Female,19
5120,66,Male,25
5120,67,Female,20
5120,67,Male,23
5120,68,Female,12
5120,68,Male,24
5120,69,Female,16
5120,69,Male,15
5120,70,Female,17
5120,70,Male,20
5120,71,Female,29
5120,71,Male,34
5120,72,Female,17
5120,72,Male,23
5120,73,Female,12
5120,73,Male,19
5120,74,Female,18
5120,74,Male,8
5120,75,Female,14
5120,75,Male,15
5120,76,Female,6
5120,76,Male,11
5120,77,Female,12
5120,77,Male,20
5120,78,Female,7
5120,78,Male,14
5120,79,Female,9
5120,79,Male,11
5120,80,Female,11
5120,80,Male,9
5120,81,Female,10
5120,81,Male,9
5120,82,Female,2
5120,82,Male,12
5120,83,Female,1
5120,83,Male,12
5120,84,Female,2
5120,84,Male,3
5120,85,Female,3
5120,85,Male,7
5120,86,Male,5
5120,87,Female,1
5120,87,Male,3
5120,88,Female,1
5120,88,Male,1
5120,89,Female,1
5120,89,Male,1
5120,90,Female,1
5120,90,Male,1
5120,91,Male,1
5120,92,Female,1
5120,96,Male,1
5121,16,Female,8
5121,16,Male,3
5121,17,Female,7
5121,17,Male,5
5121,18,Female,4
5121,18,Male,5
5121,19,Female,9
5121,19,Gender X,1
5121,19,Male,6
5121,20,Female,7
5121,20,Male,9
5121,21,Female,8
5121,21,Male,3
5121,22,Female,12
5121,22,Male,14
5121,23,Female,11
5121,23,Male,11
5121,24,Female,19
5121,24,Male,15
5121,25,Female,22
5121,25,Male,19
5121,26,Female,24
5121,26,Male,20
5121,27,Female,14
5121,27,Male,18
5121,28,Female,18
5121,28,Male,11
5121,29,Female,10
5121,29,Male,12
5121,30,Female,9
5121,30,Male,8
5121,31,Female,8
5121,31,Male,13
5121,32,Female,14
5121,32,Male,16
5121,33,Female,10
5121,33,Male,14
5121,34,Female,20
5121,34,Male,15
5121,35,Female,14
5121,35,Male,8
5121,36,Female,5
5121,36,Male,11
5121,37,Female,5
5121,37,Male,6
5121,38,Female,6
5121,38,Male,14
5121,39,Female,13
5121,39,Male,7
5121,40,Female,6
5121,40,Male,4
5121,41,Female,7
5121,41,Male,7
5121,42,Female,13
5121,42,Male,13
5121,43,Female,5
5121,43,Male,9
5121,44,Female,7
5121,44,Male,6
5121,45,Female,5
5121,45,Male,12
5121,46,Female,13
5121,46,Male,6
5121,47,Female,3
5121,47,Male,6
5121,48,Female,5
5121,48,Male,18
5121,49,Female,12
5121,49,Male,9
5121,50,Female,10
5121,50,Male,10
5121,51,Female,8
5121,51,Male,8
5121,52,Female,8
5121,52,Male,6
5121,53,Female,13
5121,53,Male,10
5121,54,Female,6
5121,54,Male,9
5121,55,Female,6
5121,55,Male,13
5121,56,Female,13
5121,56,Male,11
5121,57,Female,8
5121,57,Male,8
5121,58,Female,13
5121,58,Male,11
5121,59,Female,10
5121,59,Male,10
5121,60,Female,8
5121,60,Male,11
5121,61,Female,11
5121,61,Male,11
5121,62,Female,12
5121,62,Male,10
5121,63,Female,8
5121,63,Male,10
5121,64,Female,5
5121,64,Male,10
5121,65,Female,8
5121,65,Male,3
5121,66,Female,4
5121,66,Male,10
5121,67,Female,10
5121,67,Male,6
5121,68,Female,3
5121,68,Male,8
5121,69,Female,6
5121,69,Male,4
5121,70,Female,10
5121,70,Male,8
5121,71,Female,4
5121,71,Male,1
5121,72,Female,8
5121,72,Male,6
5121,73,Female,4
5121,73,Male,10
5121,74,Female,4
5121,74,Male,6
5121,75,Female,5
5121,75,Male,1
5121,76,Female,1
5121,76,Male,8
5121,77,Male,4
5121,78,Female,4
5121,78,Male,2
5121,79,Female,4
5121,79,Male,3
5121,80,Female,3
5121,80,Male,1
5121,81,Female,4
5121,81,Male,5
5121,82,Female,1
5121,82,Male,1
5121,83,Female,3
5121,83,Male,3
5121,84,Male,1
5121,85,Female,2
5121,85,Male,1
5121,86,Male,1
5121,87,Female,1
5121,87,Male,1
5121,89,Male,1
5121,95,Male,1
5125,16,Female,115
5125,16,Gender X,1
5125,16,Male,124
5125,17,Female,116
5125,17,Male,146
5125,18,Female,132
5125,18,Gender X,1
5125,18,Male,136
5125,19,Female,161
5125,19,Male,141
5125,20,Female,123
5125,20,Male,138
5125,21,Female,136
5125,21,Gender X,1
5125,21,Male,161
