report_date,state_code,state_name,service_district,lga_name,participant_count
2026-03-31,VIC,Victoria,Western District,Hindmarsh (S),145
2026-03-31,VIC,Victoria,Western District,Horsham (RC),787
2026-03-31,VIC,Victoria,Western District,Moyne (S),456
2026-03-31,VIC,Victoria,Western District,Northern Grampians (S),367
2026-03-31,VIC,Victoria,Western District,Southern Grampians (S),539
2026-03-31,VIC,Victoria,Western District,Warrnambool (C),1547
2026-03-31,VIC,Victoria,Western District,West Wimmera (S),88
2026-03-31,VIC,Victoria,Western District,Yarriambiack (S),226
2026-03-31,VIC,Victoria,Western Melbourne,Hobsons Bay (C),2827
2026-03-31,VIC,Victoria,Western Melbourne,Maribyrnong (C),2556
2026-03-31,VIC,Victoria,Western Melbourne,Melbourne (C),1955
2026-03-31,VIC,Victoria,Western Melbourne,Moonee Valley (C),3147
2026-03-31,VIC,Victoria,Western Melbourne,Wyndham (C),10397
2026-03-31,WA,Western Australia,Central North Metro,Cambridge (T),495
2026-03-31,WA,Western Australia,Central North Metro,Claremont (T),204
2026-03-31,WA,Western Australia,Central North Metro,Cottesloe (T),90
2026-03-31,WA,Western Australia,Central North Metro,Mosman Park (T),160
2026-03-31,WA,Western Australia,Central North Metro,Nedlands (C),435
2026-03-31,WA,Western Australia,Central North Metro,Peppermint Grove (S),13
2026-03-31,WA,Western Australia,Central North Metro,Perth (C),361
2026-03-31,WA,Western Australia,Central North Metro,Stirling (C),4836
2026-03-31,WA,Western Australia,Central North Metro,Subiaco (C),292
2026-03-31,WA,Western Australia,Central North Metro,Vincent (C),683
2026-03-31,WA,Western Australia,Central South Metro,Cockburn (C),3263
2026-03-31,WA,Western Australia,Central South Metro,East Fremantle (T),112
2026-03-31,WA,Western Australia,Central South Metro,Fremantle (C),735
2026-03-31,WA,Western Australia,Central South Metro,Kwinana (C),1667
2026-03-31,WA,Western Australia,Central South Metro,Melville (C),2148
2026-03-31,WA,Western Australia,Central South Metro,South Perth (C),787
2026-03-31,WA,Western Australia,Goldfields-Esperance,Coolgardie (S),80
2026-03-31,WA,Western Australia,Goldfields-Esperance,Dundas (S),<11
2026-03-31,WA,Western Australia,Goldfields-Esperance,Esperance (S),347
2026-03-31,WA,Western Australia,Goldfields-Esperance,Kalgoorlie/Boulder (C),650
2026-03-31,WA,Western Australia,Goldfields-Esperance,Laverton (S),11
2026-03-31,WA,Western Australia,Goldfields-Esperance,Leonora (S),13
2026-03-31,WA,Western Australia,Goldfields-Esperance,Menzies (S),<11
2026-03-31,WA,Western Australia,Goldfields-Esperance,Ngaanyatjarraku (S),37
2026-03-31,WA,Western Australia,Goldfields-Esperance,Ravensthorpe (S),27
2026-03-31,WA,Western Australia,Great Southern,Albany (C),1142
2026-03-31,WA,Western Australia,Great Southern,Broomehill-Tambellup (S),31
2026-03-31,WA,Western Australia,Great Southern,Cranbrook (S),30
2026-03-31,WA,Western Australia,Great Southern,Denmark (S),121
2026-03-31,WA,Western Australia,Great Southern,Gnowangerup (S),23
2026-03-31,WA,Western Australia,Great Southern,Jerramungup (S),20
2026-03-31,WA,Western Australia,Great Southern,Katanning (S),79
2026-03-31,WA,Western Australia,Great Southern,Kent (S),<11
2026-03-31,WA,Western Australia,Great Southern,Kojonup (S),31
2026-03-31,WA,Western Australia,Great Southern,Plantagenet (S),121
2026-03-31,WA,Western Australia,Great Southern,Woodanilling (S),11
2026-03-31,WA,Western Australia,Kimberley-Pilbara,Ashburton (S),99
2026-03-31,WA,Western Australia,Kimberley-Pilbara,Broome (S),533
2026-03-31,WA,Western Australia,Kimberley-Pilbara,Derby-West Kimberley (S),237
2026-03-31,WA,Western Australia,Kimberley-Pilbara,East Pilbara (S),109
2026-03-31,WA,Western Australia,Kimberley-Pilbara,Halls Creek (S),93
2026-03-31,WA,Western Australia,Kimberley-Pilbara,Karratha (C),522
2026-03-31,WA,Western Australia,Kimberley-Pilbara,Port Hedland (T),303
2026-03-31,WA,Western Australia,Kimberley-Pilbara,Wyndham-East Kimberley (S),196
2026-03-31,WA,Western Australia,Midwest-Gascoyne,Carnamah (S),14
2026-03-31,WA,Western Australia,Midwest-Gascoyne,Carnarvon (S),101
2026-03-31,WA,Western Australia,Midwest-Gascoyne,Chapman Valley (S),33
2026-03-31,WA,Western Australia,Midwest-Gascoyne,Coorow (S),13
2026-03-31,WA,Western Australia,Midwest-Gascoyne,Cue (S),<11
2026-03-31,WA,Western Australia,Midwest-Gascoyne,Exmouth (S),34
2026-03-31,WA,Western Australia,Midwest-Gascoyne,Greater Geraldton (C),1304
2026-03-31,WA,Western Australia,Midwest-Gascoyne,Irwin (S),72
2026-03-31,WA,Western Australia,Midwest-Gascoyne,Meekatharra (S),<11
2026-03-31,WA,Western Australia,Midwest-Gascoyne,Mingenew (S),<11
2026-03-31,WA,Western Australia,Midwest-Gascoyne,Morawa (S),14
2026-03-31,WA,Western Australia,Midwest-Gascoyne,Mount Magnet (S),19
2026-03-31,WA,Western Australia,Midwest-Gascoyne,Northampton (S),71
2026-03-31,WA,Western Australia,Midwest-Gascoyne,Perenjori (S),<11
2026-03-31,WA,Western Australia,Midwest-Gascoyne,Shark Bay (S),12
2026-03-31,WA,Western Australia,Midwest-Gascoyne,Three Springs (S),<11
2026-03-31,WA,Western Australia,Midwest-Gascoyne,Upper Gascoyne (S),<11
2026-03-31,WA,Western Australia,Midwest-Gascoyne,Wiluna (S),<11
2026-03-31,WA,Western Australia,Midwest-Gascoyne,Yalgoo (S),<11
2026-03-31,WA,Western Australia,North East Metro,Bassendean (T),576
2026-03-31,WA,Western Australia,North East Metro,Bayswater (C),1576
2026-03-31,WA,Western Australia,North East Metro,Kalamunda (C),1500
2026-03-31,WA,Western Australia,North East Metro,Mundaring (S),1125
2026-03-31,WA,Western Australia,North East Metro,Swan (C),5256
2026-03-31,WA,Western Australia,North Metro,Joondalup (C),3648
2026-03-31,WA,Western Australia,North Metro,Wanneroo (C),6142
2026-03-31,WA,Western Australia,Other,WA - Other,26
2026-03-31,WA,Western Australia,South East Metro,Belmont (C),979
2026-03-31,WA,Western Australia,South East Metro,Canning (C),2145
2026-03-31,WA,Western Australia,South East Metro,Gosnells (C),3697
2026-03-31,WA,Western Australia,South East Metro,Victoria Park (T),811
2026-03-31,WA,Western Australia,South Metro,Armadale (C),2987
2026-03-31,WA,Western Australia,South Metro,Mandurah (C),2730
2026-03-31,WA,Western Australia,South Metro,Murray (S),545
2026-03-31,WA,Western Australia,South Metro,Rockingham (C),4474
2026-03-31,WA,Western Australia,South Metro,Serpentine-Jarrahdale (S),967
2026-03-31,WA,Western Australia,South West,Augusta-Margaret River (S),432
2026-03-31,WA,Western Australia,South West,Boyup Brook (S),30
2026-03-31,WA,Western Australia,South West,Bridgetown-Greenbushes (S),181
2026-03-31,WA,Western Australia,South West,Bunbury (C),1140
2026-03-31,WA,Western Australia,South West,Busselton (C),1145
2026-03-31,WA,Western Australia,South West,Capel (S),572
2026-03-31,WA,Western Australia,South West,Collie (S),263
2026-03-31,WA,Western Australia,South West,Dardanup (S),415
2026-03-31,WA,Western Australia,South West,Donnybrook-Balingup (S),172
2026-03-31,WA,Western Australia,South West,Harvey (S),787
2026-03-31,WA,Western Australia,South West,Manjimup (S),251
2026-03-31,WA,Western Australia,South West,Nannup (S),26
2026-03-31,WA,Western Australia,South West,Waroona (S),88
2026-03-31,WA,Western Australia,Wheat Belt,Beverley (S),31
2026-03-31,WA,Western Australia,Wheat Belt,Boddington (S),40
2026-03-31,WA,Western Australia,Wheat Belt,Brookton (S),24
2026-03-31,WA,Western Australia,Wheat Belt,Bruce Rock (S),21
2026-03-31,WA,Western Australia,Wheat Belt,Chittering (S),137
2026-03-31,WA,Western Australia,Wheat Belt,Corrigin (S),14
2026-03-31,WA,Western Australia,Wheat Belt,Cuballing (S),23
2026-03-31,WA,Western Australia,Wheat Belt,Cunderdin (S),38
2026-03-31,WA,Western Australia,Wheat Belt,Dalwallinu (S),12
2026-03-31,WA,Western Australia,Wheat Belt,Dandaragan (S),58
2026-03-31,WA,Western Australia,Wheat Belt,Dowerin (S),17
2026-03-31,WA,Western Australia,Wheat Belt,Dumbleyung (S),<11
2026-03-31,WA,Western Australia,Wheat Belt,Gingin (S),120
2026-03-31,WA,Western Australia,Wheat Belt,Goomalling (S),12
2026-03-31,WA,Western Australia,Wheat Belt,Kellerberrin (S),25
2026-03-31,WA,Western Australia,Wheat Belt,Kondinin (S),13
2026-03-31,WA,Western Australia,Wheat Belt,Koorda (S),<11
2026-03-31,WA,Western Australia,Wheat Belt,Kulin (S),13
2026-03-31,WA,Western Australia,Wheat Belt,Lake Grace (S),18
2026-03-31,WA,Western Australia,Wheat Belt,Merredin (S),63
2026-03-31,WA,Western Australia,Wheat Belt,Moora (S),54
2026-03-31,WA,Western Australia,Wheat Belt,Mount Marshall (S),<11
2026-03-31,WA,Western Australia,Wheat Belt,Mukinbudin (S),<11
2026-03-31,WA,Western Australia,Wheat Belt,Narembeen (S),<11
2026-03-31,WA,Western Australia,Wheat Belt,Narrogin (S),109
2026-03-31,WA,Western Australia,Wheat Belt,Northam (S),354
2026-03-31,WA,Western Australia,Wheat Belt,Nungarin (S),<11
2026-03-31,WA,Western Australia,Wheat Belt,Pingelly (S),34
2026-03-31,WA,Western Australia,Wheat Belt,Quairading (S),17
2026-03-31,WA,Western Australia,Wheat Belt,Tammin (S),<11
2026-03-31,WA,Western Australia,Wheat Belt,Toodyay (S),115
2026-03-31,WA,Western Australia,Wheat Belt,Trayning (S),<11
2026-03-31,WA,Western Australia,Wheat Belt,Victoria Plains (S),12
2026-03-31,WA,Western Australia,Wheat Belt,Wagin (S),24
2026-03-31,WA,Western Australia,Wheat Belt,Wandering (S),<11
2026-03-31,WA,Western Australia,Wheat Belt,West Arthur (S),11
2026-03-31,WA,Western Australia,Wheat Belt,Westonia (S),<11
2026-03-31,WA,Western Australia,Wheat Belt,Wickepin (S),13
2026-03-31,WA,Western Australia,Wheat Belt,Williams (S),15
2026-03-31,WA,Western Australia,Wheat Belt,Wongan-Ballidu (S),27
2026-03-31,WA,Western Australia,Wheat Belt,Wyalkatchem (S),12
2026-03-31,WA,Western Australia,Wheat Belt,Yilgarn (S),19
2026-03-31,WA,Western Australia,Wheat Belt,York (S),91
2025-12-31,ACT,Australian Capital Territory,ACT,Unincorporated ACT,12430
2025-12-31,ACT,Australian Capital Territory,Other,ACT - Other,<11
2025-12-31,MIS,Missing (state information not recorded for these participants),Other,MIS - Other,12
2025-12-31,NSW,New South Wales,Central Coast,Central Coast (C) (NSW),12905
2025-12-31,NSW,New South Wales,Far West,Balranald (A),66
2025-12-31,NSW,New South Wales,Far West,Broken Hill (C),680
2025-12-31,NSW,New South Wales,Far West,Central Darling (A),43
2025-12-31,NSW,New South Wales,Far West,Wentworth (A),230
2025-12-31,NSW,New South Wales,Hunter New England,Armidale Regional (A),922
2025-12-31,NSW,New South Wales,Hunter New England,Cessnock (C),3042
2025-12-31,NSW,New South Wales,Hunter New England,Dungog (A),306
2025-12-31,NSW,New South Wales,Hunter New England,Glen Innes Severn (A),241
2025-12-31,NSW,New South Wales,Hunter New England,Gunnedah (A),372
2025-12-31,NSW,New South Wales,Hunter New England,Gwydir (A),98
2025-12-31,NSW,New South Wales,Hunter New England,Inverell (A),589
2025-12-31,NSW,New South Wales,Hunter New England,Lake Macquarie (C),8565
2025-12-31,NSW,New South Wales,Hunter New England,Liverpool Plains (A),214
2025-12-31,NSW,New South Wales,Hunter New England,Maitland (C),4857
2025-12-31,NSW,New South Wales,Hunter New England,Mid-Coast (A),3229
2025-12-31,NSW,New South Wales,Hunter New England,Moree Plains (A),322
2025-12-31,NSW,New South Wales,Hunter New England,Muswellbrook (A),637
2025-12-31,NSW,New South Wales,Hunter New England,Narrabri (A),325
2025-12-31,NSW,New South Wales,Hunter New England,Newcastle (C),6242
2025-12-31,NSW,New South Wales,Hunter New England,Port Stephens (A),2773
2025-12-31,NSW,New South Wales,Hunter New England,Singleton (A),837
2025-12-31,NSW,New South Wales,Hunter New England,Tamworth Regional (A),2339
2025-12-31,NSW,New South Wales,Hunter New England,Tenterfield (A),157
2025-12-31,NSW,New South Wales,Hunter New England,Upper Hunter Shire (A),330
2025-12-31,NSW,New South Wales,Hunter New England,Uralla (A),165
2025-12-31,NSW,New South Wales,Hunter New England,Walcha (A),39
2025-12-31,NSW,New South Wales,Illawarra Shoalhaven,Kiama (A),411
2025-12-31,NSW,New South Wales,Illawarra Shoalhaven,Shellharbour (C),2719
2025-12-31,NSW,New South Wales,Illawarra Shoalhaven,Shoalhaven (C),3439
2025-12-31,NSW,New South Wales,Illawarra Shoalhaven,Wollongong (C),6444
2025-12-31,NSW,New South Wales,Mid North Coast,Bellingen (A),406
2025-12-31,NSW,New South Wales,Mid North Coast,Coffs Harbour (C),2695
2025-12-31,NSW,New South Wales,Mid North Coast,Kempsey (A),1544
2025-12-31,NSW,New South Wales,Mid North Coast,Nambucca Valley (A),781
2025-12-31,NSW,New South Wales,Mid North Coast,Port Macquarie-Hastings (A),3864
2025-12-31,NSW,New South Wales,Murrumbidgee,Albury (C),2464
2025-12-31,NSW,New South Wales,Murrumbidgee,Berrigan (A),238
2025-12-31,NSW,New South Wales,Murrumbidgee,Bland (A),103
2025-12-31,NSW,New South Wales,Murrumbidgee,Carrathool (A),43
2025-12-31,NSW,New South Wales,Murrumbidgee,Coolamon (A),111
2025-12-31,NSW,New South Wales,Murrumbidgee,Cootamundra-Gundagai Regional (A),336
2025-12-31,NSW,New South Wales,Murrumbidgee,Edward River (A),290
2025-12-31,NSW,New South Wales,Murrumbidgee,Federation (A),369
2025-12-31,NSW,New South Wales,Murrumbidgee,Greater Hume Shire (A),406
2025-12-31,NSW,New South Wales,Murrumbidgee,Griffith (C),603
2025-12-31,NSW,New South Wales,Murrumbidgee,Hay (A),74
2025-12-31,NSW,New South Wales,Murrumbidgee,Hilltops (A),573
2025-12-31,NSW,New South Wales,Murrumbidgee,Junee (A),205
2025-12-31,NSW,New South Wales,Murrumbidgee,Leeton (A),300
2025-12-31,NSW,New South Wales,Murrumbidgee,Lockhart (A),106
2025-12-31,NSW,New South Wales,Murrumbidgee,Murray River (A),273
2025-12-31,NSW,New South Wales,Murrumbidgee,Murrumbidgee (A),71
2025-12-31,NSW,New South Wales,Murrumbidgee,Narrandera (A),200
2025-12-31,NSW,New South Wales,Murrumbidgee,Snowy Valleys (A),393
2025-12-31,NSW,New South Wales,Murrumbidgee,Temora (A),158
2025-12-31,NSW,New South Wales,Murrumbidgee,Wagga Wagga (C),2369
2025-12-31,NSW,New South Wales,Nepean Blue Mountains,Blue Mountains (C),2733
2025-12-31,NSW,New South Wales,Nepean Blue Mountains,Hawkesbury (C),1999
2025-12-31,NSW,New South Wales,Nepean Blue Mountains,Lithgow (C),716
2025-12-31,NSW,New South Wales,Nepean Blue Mountains,Penrith (C),8105
2025-12-31,NSW,New South Wales,North Sydney,Hornsby (A),3028
2025-12-31,NSW,New South Wales,North Sydney,Hunters Hill (A),195
2025-12-31,NSW,New South Wales,North Sydney,Ku-ring-gai (A),1945
2025-12-31,NSW,New South Wales,North Sydney,Lane Cove (A),595
2025-12-31,NSW,New South Wales,North Sydney,Mosman (A),287
2025-12-31,NSW,New South Wales,North Sydney,North Sydney (A),736
2025-12-31,NSW,New South Wales,North Sydney,Northern Beaches (A),4447
2025-12-31,NSW,New South Wales,North Sydney,Ryde (C),2587
2025-12-31,NSW,New South Wales,North Sydney,Willoughby (C),1060
2025-12-31,NSW,New South Wales,Northern NSW,Ballina (A),1656
2025-12-31,NSW,New South Wales,Northern NSW,Byron (A),812
2025-12-31,NSW,New South Wales,Northern NSW,Clarence Valley (A),1981
2025-12-31,NSW,New South Wales,Northern NSW,Kyogle (A),306
2025-12-31,NSW,New South Wales,Northern NSW,Lismore (C),2046
2025-12-31,NSW,New South Wales,Northern NSW,Richmond Valley (A),988
2025-12-31,NSW,New South Wales,Northern NSW,Tweed (A),3188
2025-12-31,NSW,New South Wales,Other,NSW - Other,15
2025-12-31,NSW,New South Wales,Other,Unincorporated NSW,18
2025-12-31,NSW,New South Wales,South Eastern Sydney,Bayside (A),3219
2025-12-31,NSW,New South Wales,South Eastern Sydney,Georges River (A),2901
2025-12-31,NSW,New South Wales,South Eastern Sydney,Randwick (C),2616
2025-12-31,NSW,New South Wales,South Eastern Sydney,Sutherland Shire (A),5138
2025-12-31,NSW,New South Wales,South Eastern Sydney,Waverley (A),850
2025-12-31,NSW,New South Wales,South Eastern Sydney,Woollahra (A),534
2025-12-31,NSW,New South Wales,South Western Sydney,Camden (A),4248
2025-12-31,NSW,New South Wales,South Western Sydney,Campbelltown (C) (NSW),7007
2025-12-31,NSW,New South Wales,South Western Sydney,Canterbury-Bankstown (A),9389
2025-12-31,NSW,New South Wales,South Western Sydney,Fairfield (C),5280
2025-12-31,NSW,New South Wales,South Western Sydney,Liverpool (C),6954
2025-12-31,NSW,New South Wales,South Western Sydney,Wingecarribee (A),1281
2025-12-31,NSW,New South Wales,South Western Sydney,Wollondilly (A),1822
2025-12-31,NSW,New South Wales,Southern NSW,Bega Valley (A),1026
2025-12-31,NSW,New South Wales,Southern NSW,Eurobodalla (A),1141
2025-12-31,NSW,New South Wales,Southern NSW,Goulburn Mulwaree (A),1312
2025-12-31,NSW,New South Wales,Southern NSW,Queanbeyan-Palerang Regional (A),1582
2025-12-31,NSW,New South Wales,Southern NSW,Snowy Monaro Regional (A),436
2025-12-31,NSW,New South Wales,Southern NSW,Upper Lachlan Shire (A),216
2025-12-31,NSW,New South Wales,Southern NSW,Yass Valley (A),456
2025-12-31,NSW,New South Wales,Sydney,Burwood (A),613
2025-12-31,NSW,New South Wales,Sydney,Canada Bay (A),1315
2025-12-31,NSW,New South Wales,Sydney,Inner West (A),3395
2025-12-31,NSW,New South Wales,Sydney,Strathfield (A),685
2025-12-31,NSW,New South Wales,Sydney,Sydney (C),2610
2025-12-31,NSW,New South Wales,Western NSW,Bathurst Regional (A),1545
2025-12-31,NSW,New South Wales,Western NSW,Blayney (A),175
2025-12-31,NSW,New South Wales,Western NSW,Bogan (A),85
2025-12-31,NSW,New South Wales,Western NSW,Bourke (A),94
2025-12-31,NSW,New South Wales,Western NSW,Brewarrina (A),32
2025-12-31,NSW,New South Wales,Western NSW,Cabonne (A),297
2025-12-31,NSW,New South Wales,Western NSW,Cobar (A),88
2025-12-31,NSW,New South Wales,Western NSW,Coonamble (A),156
2025-12-31,NSW,New South Wales,Western NSW,Cowra (A),414
2025-12-31,NSW,New South Wales,Western NSW,Dubbo Regional (A),1838
2025-12-31,NSW,New South Wales,Western NSW,Forbes (A),280
2025-12-31,NSW,New South Wales,Western NSW,Gilgandra (A),143
2025-12-31,NSW,New South Wales,Western NSW,Lachlan (A),152
2025-12-31,NSW,New South Wales,Western NSW,Mid-Western Regional (A),720
2025-12-31,NSW,New South Wales,Western NSW,Narromine (A),195
2025-12-31,NSW,New South Wales,Western NSW,Oberon (A),112
2025-12-31,NSW,New South Wales,Western NSW,Orange (C),1708
2025-12-31,NSW,New South Wales,Western NSW,Parkes (A),403
2025-12-31,NSW,New South Wales,Western NSW,Walgett (A),146
2025-12-31,NSW,New South Wales,Western NSW,Warren (A),62
2025-12-31,NSW,New South Wales,Western NSW,Warrumbungle Shire (A),245
2025-12-31,NSW,New South Wales,Western NSW,Weddin (A),75
2025-12-31,NSW,New South Wales,Western Sydney,Blacktown (C),12432
2025-12-31,NSW,New South Wales,Western Sydney,Cumberland (A),5926
2025-12-31,NSW,New South Wales,Western Sydney,Parramatta (C),5129
2025-12-31,NSW,New South Wales,Western Sydney,The Hills Shire (A),4103
2025-12-31,NT,Northern Territory,Barkly,Barkly (R),182
2025-12-31,NT,Northern Territory,Central Australia,Alice Springs (T),904
2025-12-31,NT,Northern Territory,Central Australia,Central Desert (R),87
2025-12-31,NT,Northern Territory,Central Australia,MacDonnell (R),172
2025-12-31,NT,Northern Territory,Darwin Remote,Roper Gulf (R),166
2025-12-31,NT,Northern Territory,Darwin Remote,Tiwi Islands (R),133
2025-12-31,NT,Northern Territory,Darwin Remote,Victoria Daly (R),71
2025-12-31,NT,Northern Territory,Darwin Remote,West Arnhem (R),184
2025-12-31,NT,Northern Territory,Darwin Remote,West Daly (R),97
2025-12-31,NT,Northern Territory,Darwin Urban,Belyuen (S),<11
2025-12-31,NT,Northern Territory,Darwin Urban,Coomalie (S),28
2025-12-31,NT,Northern Territory,Darwin Urban,Darwin (C),1919
2025-12-31,NT,Northern Territory,Darwin Urban,Litchfield (M),534
