table,section,category,subcategory,unit,financial_year,state,measure,value
Table 2,,Same-day travel,,LEVEL ($ million) – basic prices,2023-24,NT,,73.616
Table 2,,Same-day travel,,LEVEL ($ million) – basic prices,2023-24,ACT,,323.7944
Table 2,,Same-day travel,,LEVEL ($ million) – basic prices,2023-24,Total(a),,17645.3367
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2016-17,NSW,,9321.7783
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2016-17,Vic,,6062.7518
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2016-17,Qld,,7569.22
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2016-17,SA,,1793.5054
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2016-17,WA,,5360.5076
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2016-17,Tas,,555.6216
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2016-17,NT,,517.0892
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2016-17,ACT,,205.9211
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2016-17,Total(a),,31386.395
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2017-18,NSW,,10901.2921
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2017-18,Vic,,6678.6369
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2017-18,Qld,,8379.4283
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2017-18,SA,,1850.6581
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2017-18,WA,,4249.6429
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2017-18,Tas,,585.4272
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2017-18,NT,,483.2754
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2017-18,ACT,,316.9132
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2017-18,Total(a),,33445.274
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2018-19,NSW,,11801.9081
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2018-19,Vic,,8216.9478
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2018-19,Qld,,9242.4791
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2018-19,SA,,2277.4827
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2018-19,WA,,5505.5433
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2018-19,Tas,,837.0152
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2018-19,NT,,499.8899
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2018-19,ACT,,315.763
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2018-19,Total(a),,38697.0291
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2019-20,NSW,,9228.7003
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2019-20,Vic,,6570.3581
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2019-20,Qld,,7250.0665
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2019-20,SA,,2019.3816
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2019-20,WA,,4605.6824
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2019-20,Tas,,592.8597
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2019-20,NT,,318.9221
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2019-20,ACT,,203.244
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2019-20,Total(a),,30789.2147
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2020-21,NSW,,10853.3156
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2020-21,Vic,,5542.981
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2020-21,Qld,,8445.1863
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2020-21,SA,,2300.7678
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2020-21,WA,,4553.0709
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2020-21,Tas,,726.0464
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2020-21,NT,,427.6356
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2020-21,ACT,,182.6671
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2020-21,Total(a),,33031.6707
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2021-22,NSW,,9365.3034
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2021-22,Vic,,6977.1172
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2021-22,Qld,,9956.0394
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2021-22,SA,,2069.3394
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2021-22,WA,,5351.307
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2021-22,Tas,,723.895
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2021-22,NT,,355.5901
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2021-22,ACT,,173.9398
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2021-22,Total(a),,34972.5313
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2022-23,NSW,,15050.3606
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2022-23,Vic,,9932.1131
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2022-23,Qld,,13004.4548
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2022-23,SA,,2835.1254
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2022-23,WA,,6421.7591
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2022-23,Tas,,956.2367
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2022-23,NT,,554.5638
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2022-23,ACT,,290.407
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2022-23,Total(a),,49045.0205
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2023-24,NSW,,15478.0734
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2023-24,Vic,,11301.8294
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2023-24,Qld,,12657.3013
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2023-24,SA,,2821.7612
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2023-24,WA,,7035.2931
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2023-24,Tas,,940.9102
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2023-24,NT,,637.3335
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2023-24,ACT,,317.8011
Table 2,,Intrastate(b),,LEVEL ($ million) – basic prices,2023-24,Total(a),,51190.3033
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2016-17,NSW,,5686.5286
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2016-17,Vic,,5606.362
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2016-17,Qld,,5811.0646
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2016-17,SA,,1695.5194
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2016-17,WA,,1738.559
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2016-17,Tas,,1382.6834
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2016-17,NT,,1079.2998
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2016-17,ACT,,1089.2475
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2016-17,Total(a),,24089.2643
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2017-18,NSW,,7023.4366
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2017-18,Vic,,5812.8644
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2017-18,Qld,,6662.1267
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2017-18,SA,,1835.7108
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2017-18,WA,,1909.8455
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2017-18,Tas,,1371.2366
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2017-18,NT,,976.7285
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2017-18,ACT,,1263.2151
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2017-18,Total(a),,26855.1641
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2018-19,NSW,,7484.6431
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2018-19,Vic,,6798.7956
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2018-19,Qld,,7436.373
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2018-19,SA,,2103.9839
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2018-19,WA,,2294.2588
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2018-19,Tas,,1552.7717
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2018-19,NT,,1172.8633
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2018-19,ACT,,1294.1603
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2018-19,Total(a),,30137.8496
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2019-20,NSW,,6182.1994
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2019-20,Vic,,5118.5312
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2019-20,Qld,,5876.086
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2019-20,SA,,1750.0129
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2019-20,WA,,2046.5027
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2019-20,Tas,,1442.8515
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2019-20,NT,,871.0013
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2019-20,ACT,,948.1455
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2019-20,Total(a),,24235.3307
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2020-21,NSW,,3677.3928
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2020-21,Vic,,1891.4382
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2020-21,Qld,,3869.1852
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2020-21,SA,,1339.4869
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2020-21,WA,,811.9475
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2020-21,Tas,,996.4809
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2020-21,NT,,621.1221
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2020-21,ACT,,803.5085
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2020-21,Total(a),,14010.5621
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2021-22,NSW,,4760.4778
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2021-22,Vic,,3283.2954
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2021-22,Qld,,5419.3516
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2021-22,SA,,1509.2444
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2021-22,WA,,1087.1533
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2021-22,Tas,,1328.9402
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2021-22,NT,,1153.2707
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2021-22,ACT,,898.6149
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2021-22,Total(a),,19440.3483
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2022-23,NSW,,9415.2857
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2022-23,Vic,,8726.7877
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2022-23,Qld,,10438.8524
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2022-23,SA,,2735.1683
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2022-23,WA,,3237.9114
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2022-23,Tas,,1940.3077
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2022-23,NT,,1492.9199
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2022-23,ACT,,1719.1461
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2022-23,Total(a),,39706.3792
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2023-24,NSW,,9850.1224
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2023-24,Vic,,8256.1991
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2023-24,Qld,,11004.2887
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2023-24,SA,,2804.6589
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2023-24,WA,,3002.1812
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2023-24,Tas,,2203.3151
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2023-24,NT,,1541.2514
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2023-24,ACT,,1708.8863
Table 2,,Interstate(b),,LEVEL ($ million) – basic prices,2023-24,Total(a),,40370.9031
Table 2,,International,,LEVEL ($ million) – basic prices,2016-17,NSW,,8758.4948
Table 2,,International,,LEVEL ($ million) – basic prices,2016-17,Vic,,6645.592
Table 2,,International,,LEVEL ($ million) – basic prices,2016-17,Qld,,4981.6662
Table 2,,International,,LEVEL ($ million) – basic prices,2016-17,SA,,1187.7426
Table 2,,International,,LEVEL ($ million) – basic prices,2016-17,WA,,2312.0275
Table 2,,International,,LEVEL ($ million) – basic prices,2016-17,Tas,,496.2835
Table 2,,International,,LEVEL ($ million) – basic prices,2016-17,NT,,470.6632
Table 2,,International,,LEVEL ($ million) – basic prices,2016-17,ACT,,433.4084
Table 2,,International,,LEVEL ($ million) – basic prices,2016-17,Total(a),,25285.8781
Table 2,,International,,LEVEL ($ million) – basic prices,2017-18,NSW,,9432.3578
Table 2,,International,,LEVEL ($ million) – basic prices,2017-18,Vic,,7347.3177
Table 2,,International,,LEVEL ($ million) – basic prices,2017-18,Qld,,5550.5793
Table 2,,International,,LEVEL ($ million) – basic prices,2017-18,SA,,1302.7716
Table 2,,International,,LEVEL ($ million) – basic prices,2017-18,WA,,2215.8786
Table 2,,International,,LEVEL ($ million) – basic prices,2017-18,Tas,,616.9387
Table 2,,International,,LEVEL ($ million) – basic prices,2017-18,NT,,444.7334
Table 2,,International,,LEVEL ($ million) – basic prices,2017-18,ACT,,538.6733
Table 2,,International,,LEVEL ($ million) – basic prices,2017-18,Total(a),,27449.2505
Table 2,,International,,LEVEL ($ million) – basic prices,2018-19,NSW,,10269.4512
Table 2,,International,,LEVEL ($ million) – basic prices,2018-19,Vic,,8077.923
Table 2,,International,,LEVEL ($ million) – basic prices,2018-19,Qld,,5965.4625
Table 2,,International,,LEVEL ($ million) – basic prices,2018-19,SA,,1312.4704
Table 2,,International,,LEVEL ($ million) – basic prices,2018-19,WA,,2334.4958
Table 2,,International,,LEVEL ($ million) – basic prices,2018-19,Tas,,605.5727
Table 2,,International,,LEVEL ($ million) – basic prices,2018-19,NT,,471.5675
Table 2,,International,,LEVEL ($ million) – basic prices,2018-19,ACT,,547.7436
Table 2,,International,,LEVEL ($ million) – basic prices,2018-19,Total(a),,29584.6868
Table 2,,International,,LEVEL ($ million) – basic prices,2019-20,NSW,,7539.8992
Table 2,,International,,LEVEL ($ million) – basic prices,2019-20,Vic,,6378.0124
Table 2,,International,,LEVEL ($ million) – basic prices,2019-20,Qld,,4659.1012
Table 2,,International,,LEVEL ($ million) – basic prices,2019-20,SA,,1087.7937
Table 2,,International,,LEVEL ($ million) – basic prices,2019-20,WA,,1862.6372
Table 2,,International,,LEVEL ($ million) – basic prices,2019-20,Tas,,455.5857
Table 2,,International,,LEVEL ($ million) – basic prices,2019-20,NT,,388.6607
Table 2,,International,,LEVEL ($ million) – basic prices,2019-20,ACT,,354.3301
Table 2,,International,,LEVEL ($ million) – basic prices,2019-20,Total(a),,22726.0201
Table 2,,International,,LEVEL ($ million) – basic prices,2020-21,NSW,,342.2858
Table 2,,International,,LEVEL ($ million) – basic prices,2020-21,Vic,,144.802
Table 2,,International,,LEVEL ($ million) – basic prices,2020-21,Qld,,165.7343
Table 2,,International,,LEVEL ($ million) – basic prices,2020-21,SA,,45.759
Table 2,,International,,LEVEL ($ million) – basic prices,2020-21,WA,,68.8437
Table 2,,International,,LEVEL ($ million) – basic prices,2020-21,Tas,,15.8584
Table 2,,International,,LEVEL ($ million) – basic prices,2020-21,NT,,15.1532
Table 2,,International,,LEVEL ($ million) – basic prices,2020-21,ACT,,11.3645
Table 2,,International,,LEVEL ($ million) – basic prices,2020-21,Total(a),,809.801
Table 2,,International,,LEVEL ($ million) – basic prices,2021-22,NSW,,1779.4692
Table 2,,International,,LEVEL ($ million) – basic prices,2021-22,Vic,,1465.6167
Table 2,,International,,LEVEL ($ million) – basic prices,2021-22,Qld,,747.4269
Table 2,,International,,LEVEL ($ million) – basic prices,2021-22,SA,,206.1839
Table 2,,International,,LEVEL ($ million) – basic prices,2021-22,WA,,329.6161
Table 2,,International,,LEVEL ($ million) – basic prices,2021-22,Tas,,70.8361
Table 2,,International,,LEVEL ($ million) – basic prices,2021-22,NT,,54.8541
Table 2,,International,,LEVEL ($ million) – basic prices,2021-22,ACT,,78.8253
Table 2,,International,,LEVEL ($ million) – basic prices,2021-22,Total(a),,4732.8282
Table 2,,International,,LEVEL ($ million) – basic prices,2022-23,NSW,,7424.2022
Table 2,,International,,LEVEL ($ million) – basic prices,2022-23,Vic,,4499.7522
Table 2,,International,,LEVEL ($ million) – basic prices,2022-23,Qld,,4100.8256
Table 2,,International,,LEVEL ($ million) – basic prices,2022-23,SA,,1125.959
Table 2,,International,,LEVEL ($ million) – basic prices,2022-23,WA,,1878.439
Table 2,,International,,LEVEL ($ million) – basic prices,2022-23,Tas,,348.392
Table 2,,International,,LEVEL ($ million) – basic prices,2022-23,NT,,310.9958
Table 2,,International,,LEVEL ($ million) – basic prices,2022-23,ACT,,349.5274
