tribunal_id,name,federal_court_no,federal_court_case_name,determination_date,nntr_registration_date,determined_method,determination_status,determined_outcome,rntbc_name,related_native_title_determination_application,area_sqkm,date_currency,linked_federal_court_judgment_url,jurisdiction,overlap_note,date_extracted,claimant_type,centroid_longitude,centroid_latitude
WCD2003/001,Miriuwung-Gajerrong (Western Australia),WAD6001/1995,Attorney-General of the Northern Territory v Ward,2003-12-09,2004-05-19,Consent,In effect - Finalised,Native title exists in parts of the determination area,Miriuwung and Gajerrong #1 (Native Title Prescribed Body Corporate) Aboriginal Corporation RNTBC,WC1994/002,7064.8244,2026-03-18,http://www.austlii.edu.au/au/cases/cth/FCAFC/2003/283.html,WA,,2026-03-19,Claimant,128.6764021947443,-15.927401920463534
WCD2004/001,Wanjina - Wunggurr Wilinggin Native Title Determination No 1,"WAD6016/1996, WAD6015/1999, WAD6006/2002",Neowarra v State of Western Australia,2004-08-27,2004-08-31,Litigated,In effect - Finalised,Native title exists in parts of the determination area,Wanjina-Wunggurr (Native Title) Aboriginal Corporation RNTBC,"WC1995/023, WC1999/011, WC2002/004",63151.8034,2022-06-23,http://www.austlii.edu.au/au/cases/cth/FCA/2004/1092.html,WA,,2025-04-03,Claimant,126.29739566706229,-16.15973976899686
WCD2004/002,Karajarri People (Area B),WAD6100/1998,Nangkiriny v State of Western Australia ,2004-09-08,2004-09-21,Consent,In effect - Finalised,Native title exists in parts of the determination area,Karajarri Traditional Lands Association (Aboriginal Corporation) RNTBC,WC2000/002,5482.8235,2024-08-22,http://www.austlii.edu.au/au/cases/cth/FCA/2004/1156.html,WA,,2025-04-03,Claimant,121.89410592690516,-19.100667966146126
WCD2005/001,Ngarluma/Yindjibarndi,"WAD6017/1996, WAD215/2017",Yindjibarndi Aboriginal Corporation RNTBC v State of Western Australia ,2005-05-02,2005-05-11,Litigated,In effect - Finalised,Native title exists in parts of the determination area,"Yindjibarndi Aboriginal Corporation RNTBC, Ngarluma Aboriginal Corporation RNTBC","WC1999/014, WR2017/001",24359.2935,2020-10-13,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2020/2020fca1416,WA,,2025-04-03,Claimant,117.36381798536034,-21.126235813709158
WCD2005/002,Ngaanyatjarra Lands (Part A),WAD6004/2004,"Stanley Mervyn, Adrian Young, and Livingston West and Ors, on behalf of the Peoples of the Ngaanyatjarra Lands v The State of Western Australia and Ors",2005-06-29,2005-06-30,Consent,In effect - Finalised,Native title exists in the entire determination area,Yarnangu Ngaanyatjarraku Parna (Aboriginal Corporation) RNTBC,WC2004/003,167520.356,2019-10-23,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2005/2005fca0831,WA,,2025-04-03,Claimant,126.93035215950236,-25.671596594556615
WCD2005/003,Bardi and Jawi Native Title Determination,"WAD49/1998, WAD6001/2004",Sampi on behalf of the Bardi and Jawi People v State of Western Australia (No. 2),2005-11-30,2005-12-09,Litigated,In effect - Finalised,Native title exists in parts of the determination area,Bardi and Jawi Niimidiman Aboriginal Corporation RNTBC,"WC1995/048, WC2004/001",3397.1539,2021-06-02,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/full/2010/2010fcafc0099,WA,,2025-04-03,Claimant,123.01733920428111,-16.553502219859308
WCD2006/001,Rubibi Community,"WAD6006/1998, WAD223/2004",Rubibi Community v State of Western Australia,2006-04-28,2006-05-23,Litigated,In effect - Finalised,Native title exists in parts of the determination area,Yawuru Native Title Holders Aboriginal Corporation RNTBC,"WC1999/023, WC2004/006",5270.0213,2024-11-07,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2006/2006fca0459,WA,,2025-04-03,Claimant,122.53875107169043,-18.050779256865894
WCD2006/002,Miriuwung Gajerrong #4,WAD124/2004,Ward v Western Australia,2006-11-24,2006-11-29,Consent,In effect - Finalised,Native title exists in parts of the determination area,Miriuwung and Gajerrong #4 (Native Title Prescribed Body Corporate) Aboriginal Corporation RNTBC,WC2004/004,6795.5893,2026-05-12,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2006/2006fca1848,WA,,2026-05-13,Claimant,128.65850927922457,-15.444489787276945
WCD2007/001,Eastern Guruma,WAD6208/1998,Hughes (on behalf of the Eastern Guruma People) v State of Western Australia,2007-03-01,2007-03-06,Consent,In effect - Finalised,Native title exists in the entire determination area,Wintawari Guruma Aboriginal Corporation RNTBC,WC1997/089,6006.9262,2017-08-28,http://www.austlii.edu.au/au/cases/cth/FCA/2007/365.html,WA,,2025-04-03,Claimant,117.56716274640729,-22.390851399025433
WCD2007/002,Noonkanbah,WAD6229/1998,Cox on behalf of the Yungngora People v State of Western Australia,2007-04-27,2007-05-01,Consent,In effect - Finalised,Native title exists in the entire determination area,Yungngora Aboriginal Corporation RNTBC,WC1998/009,1804.4525,2020-10-16,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2007/2007fca0588,WA,,2025-04-03,Claimant,124.91418281217429,-18.322997453126334
WCD2007/003,Ngarla and Ngarla #2 (Determination Area A),"WAD6185/1998, WAD6003/2000, WAD77/2005",Brown (on behalf of the Ngarla People) v State of Western Australia,2007-05-30,2007-06-01,Consent,In effect - Finalised,Native title exists in parts of the determination area,Wanparta Aboriginal Corporation RNTBC,"WC1999/026, WC2000/005, WC2005/002",10627.0322,2020-07-30,http://www.austlii.edu.au/au/cases/cth/FCA/2007/1025.html,WA,,2025-04-03,Claimant,119.4031195286434,-19.972231165229317
WCD2007/004,Ngururrpa,WAD357/2006,Payi Payi & Ors on behalf of the Ngururrpa People and  State of Western Australia,2007-10-18,2007-10-23,Consent,In effect - Finalised,Native title exists in the entire determination area,Parna Ngururrpa (Aboriginal Corporation) RNTBC,WC2006/005,29629.8839,2017-08-28,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2007/2007fca2113,WA,,2025-04-03,Claimant,127.98860785449862,-21.399902552001915
WCD2007/005,Ngurrara Part A,WAD6077/1998,Kogolo v State of Western Australia ,2007-11-09,2010-11-29,Consent,In effect - Finalised,Native title exists in the entire determination area,Yanunijarra Aboriginal Corporation RNTBC,WC1996/032,75795.1536,2017-08-28,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2007/2007fca1703,WA,,2025-04-03,Claimant,124.98649340973843,-20.298194593674214
WCD2008/001,Ngaanyatjarra Lands (Part B),WAD6004/2004,"Stanley Mervyn, Adrian Young, and Livingston West and Ors, on behalf of the Peoples of the Ngaanyatjarra Lands v The State of Western Australia and Ors",2008-06-03,2008-06-04,Consent,In effect - Finalised,Native title exists in the entire determination area,Yarnangu Ngaanyatjarraku Parna (Aboriginal Corporation) RNTBC,WC2004/003,1430.739,2017-08-28,https://www.comcourts.gov.au/file/Federal/P/WAD6004/2004/actions,WA,,2025-04-03,Claimant,124.41156959646496,-26.962331761839007
WCD2008/002,Birriliburu People - Part A,WAD6284/1998,Billy Patch and Others on behalf of the Birriliburu People v The State of Western Australia and Others ,2008-06-20,2008-06-25,Consent,In effect - Finalised,Native title exists in the entire determination area,Mungarlu Ngurrarankatja Rirraunkaja (Aboriginal Corporation) RNTBC,WC1998/068,66674.2271,2017-08-28,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2008/2008fca0944,WA,,2025-04-03,Claimant,122.70272518687274,-24.702848984352492
WCD2008/003,Thalanyji,WAD6113/1998,Leslie Hayes & Ors on behalf of the Thalanyji People v The State of Western Australia and Others,2008-09-18,2008-09-19,Consent,In effect - Finalised,Native title exists in parts of the determination area,Buurabalayji Thalanyji Aboriginal Corporation RNTBC,WC1999/045,11094.8459,2017-08-28,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2008/2008fca1487,WA,,2025-04-03,Claimant,115.1570316980198,-22.40107163333185
WCD2009/001,Nyangumarta People (Part A),"WAD6281/1998, WAD234/2007",Hunter v State of Western Australia,2009-06-11,2009-06-15,Consent,In effect - Finalised,Native title exists in parts of the determination area,Nyangumarta Warrarn Aboriginal Corporation RNTBC,"WC1998/065, WC2007/002",31722.4125,2017-08-28,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2009/2009fca0654,WA,,2025-04-03,Claimant,121.9344207710236,-20.264869774099633
WCD2009/002,Thudgari People,WAD6212/1998,Thudgari People v State of Western Australia,2009-11-18,2009-11-19,Consent,In effect - Finalised,Native title exists in parts of the determination area,Kulyamba Aboriginal Corporation RNTBC,WC1997/095,10483.9929,2017-08-28,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2009/2009fca1334,WA,,2025-04-03,Claimant,115.66458786399369,-23.510548347579494
WCD2010/001,Ngarla People (Mount Goldsworthy Lease Proceeding),WAD6185/1998,Brown (on behalf of the Ngarla People v State of Western Australia (No. 3),2010-08-06,2010-08-09,Litigated,In effect - Finalised,Native title exists in parts of the determination area,Wanparta Aboriginal Corporation RNTBC,WC1999/026,85.9342,2020-08-18,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2010/2010fca0859,WA,,2025-04-03,Claimant,119.4173677706082,-20.337225838813666
WCD2011/001,Uunguu Part A,WAD6033/1999,Goonack v State of Western Australia,2011-05-23,2011-05-25,Consent,In effect - Finalised,Native title exists in parts of the determination area,Wanjina-Wunggurr (Native Title) Aboriginal Corporation RNTBC,WC1999/035,25821.6649,2022-06-23,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2011/2011fca0516,WA,,2025-04-03,Claimant,125.6443718670171,-14.385795808060141
WCD2011/002,Dambimangari,WAD6061/1998,VB (Deceased) v State of Western Australia,2011-05-26,2011-05-27,Consent,In effect - Finalised,Native title exists in parts of the determination area,Wanjina-Wunggurr (Native Title) Aboriginal Corporation RNTBC,WC1999/007,27924.0902,2022-05-20,http://www.austlii.edu.au/au/cases/cth/FCA/2011/518.html,WA,,2025-04-03,Claimant,124.36652141925228,-16.016506180785726
WCD2012/001,Nyangumarta-Karajarri Overlap Proceeding (Yawinya),"WAD6281/1998, WAD280/2008",Hunter & Ors v State of Western Australia,2012-05-25,2012-05-30,Consent,In effect - Finalised,Native title exists in parts of the determination area,Nyangumarta Karajarri Aboriginal Corporation RNTBC,"WC1998/065, WC2008/004",1993.1913,2017-08-28,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2012/2012fca0690,WA,,2025-04-03,Claimant,121.36138369199071,-19.471521983566795
WCD2012/002,Eastern Guruma - Area B,WAD6208/1998,Hughes and Ors on behalf of the Eastern Guruma People v State of Western Australia,2012-11-20,2012-11-23,Consent,In effect - Finalised,Native title exists in parts of the determination area,Wintawari Guruma Aboriginal Corporation RNTBC,WC1997/089,67.2416,2017-08-28,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2012/2012fca1267,WA,,2025-04-03,Claimant,117.7905335464171,-22.685634070665564
WCD2012/003,Uunguu - Area B,WAD119/2011,Puenmora v State of Western Australia ,2012-11-27,2012-11-30,Consent,In effect - Finalised,Native title exists in parts of the determination area,Wanjina-Wunggurr (Native Title) Aboriginal Corporation RNTBC,WC2011/004,4.4769,2017-08-28,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2012/2012fca1334,WA,,2025-04-03,Claimant,125.92200013695476,-14.559267852752942
WCD2012/004,Ngurrara 2 - Area C,WAD281/2008,May v State of Western Australia ,2012-11-27,2012-11-30,Consent,In effect - Finalised,Native title exists in the entire determination area,Yanunijarra Aboriginal Corporation RNTBC,WC2008/003,1444.9963,2017-08-28,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2012/2012fca1333,WA,,2025-04-03,Claimant,126.41789838453798,-20.42404581788987
WCD2012/005,Ngurrara - Area B,WAD6077/1998,Kogolo v State of Western Australia (No 3),2012-11-27,2012-11-30,Consent,In effect - Finalised,Native title exists in parts of the determination area,Yanunijarra Aboriginal Corporation RNTBC,WC1996/032,301.8304,2017-08-28,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2012/2012fca1332,WA,,2025-04-03,Claimant,126.54082726253095,-19.978957766697565
WCD2012/006,Bunuba,WAD6133/1998,Wurrunmurra v State of Western Australia,2012-12-12,2012-12-17,Consent,In effect - Finalised,Native title exists in parts of the determination area,Bunuba Dawangarri Aboriginal Corporation RNTBC,WC1999/019,5316.3561,2020-09-01,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2012/2012fca1399,WA,,2025-04-03,Claimant,125.55101390007128,-17.664843733179108
WCD2013/001,Ngarla Overlap Proceeding,"WAD6185/1998, WAD77/2005",AB (deceased) & Ors on behalf of the Ngarla People v State of Western Australia & Ors,2013-02-19,2013-02-25,Litigated,In effect - Finalised,Native title exists in the entire determination area,Wanparta Aboriginal Corporation RNTBC,"WC1999/026, WC2005/002",245.617,2017-08-28,https://www.comcourts.gov.au/file/Federal/P/WAD6185/1998/3443282/event/27214849/document/317218,WA,,2025-04-03,Claimant,118.99955464015446,-20.405447731737674
WCD2013/002,"Martu (Part B), Karnapyrri, and Martu #2","WAD6110/1998, WAD77/2006, WAD141/2010","Martu (Part B), Karnapyrri, and Martu #2",2013-05-16,2013-05-23,Consent,In effect - Finalised,Native title exists in the entire determination area,Jamukurnu-Yapalikurnu Aboriginal Corporation (Western Desert Lands) RNTBC,"WC1996/078, WC2006/003, WC2010/008",3988.1581,2017-08-28,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2013/2013fca0518,WA,,2025-04-03,Claimant,123.64537592858821,-23.063819782656065
WCD2013/003,Gooniyandi Combined #2,WAD6008/2000,Sharpe v State of Western Australia,2013-06-19,2013-07-19,Consent,In effect - Finalised,Native title exists in parts of the determination area,Gooniyandi Aboriginal Corporation RNTBC,WC2000/010,11171.5484,2024-12-06,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2013/2013fca0599,WA,,2025-04-03,Claimant,126.21040397921905,-18.511276896730102
WCD2013/004,Wiluna,"WAD6164/1998, WAD248/2007, WAD181/2012, WAD108/2016",WF (Deceased) on behalf of the Wiluna People v State of Western Australia,2013-07-29,2015-01-27,Consent,In effect - Finalised,Native title exists in the entire determination area,Tarlka Matuwa Piarku Aboriginal Corporation RNTBC,"WC1999/024, WC2007/003, WC2012/007, WR2016/001",40664.4497,2025-04-07,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2013/2013fca0755,WA,,2025-04-08,Claimant,121.47705413766339,-26.15999723890496
WCD2013/005,Balanggarra (Combined),WAD6027/1998,Cheinmora v State of Western Australia (No 2),2013-08-07,2013-08-28,Consent,In effect - Finalised,Native title exists in parts of the determination area,Balanggarra Aboriginal Corporation RNTBC,WC1999/047,25957.5715,2022-08-22,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2013/2013fca0768,WA,,2025-04-03,Claimant,127.34615679011893,-14.629533014016925
WCD2013/006,Balanggarra #3,WAD6004/2000,Cheinmora v State of Western Australia (No 3),2013-08-07,2013-08-28,Consent,In effect - Finalised,Native title exists in parts of the determination area,Balanggarra Aboriginal Corporation RNTBC,WC2000/006,4302.9029,2020-04-22,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2013/2013fca0769,WA,,2025-04-03,Claimant,127.79895261655604,-15.571338332547866
WCD2013/007,Wiluna #2,"WAD6164/1998, WAD241/2004",BP (Deceased) & Others v The State of Western Australia,2013-09-03,2015-01-27,Litigated,In effect - Finalised,Native title exists in the entire determination area,Tarlka Matuwa Piarku Aboriginal Corporation RNTBC,"WC1999/024, WC2004/007",5603.7748,2017-08-28,https://www.comcourts.gov.au/file/Federal/P/WAD241/2004/actions,WA,,2025-04-03,Claimant,121.60446299611219,-25.89968472650519
WCD2014/001,Banjima People,WAD6096/1998,Banjima People v State of Western Australia & Ors,2014-03-11,2014-03-25,Litigated,In effect - Finalised,Native title exists in parts of the determination area,Banjima Native Title Aboriginal Corporation RNTBC,WC2011/006,8138.9089,2022-03-24,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2014/2014fca0201,WA,,2025-04-03,Claimant,118.77782528952791,-22.48826932907385
WCD2014/002,The Esperance Nyungars,WAD6097/1998,Bullen on behalf of the Esperance Nyungar People v State of Western Australia,2014-03-14,2015-04-24,Consent,In effect - Finalised,Native title exists in parts of the determination area,Esperance Tjaltjraak Native Title Aboriginal Corporation RNTBC,WC1996/064,28898.9964,2017-08-28,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2014/2014fca0197,WA,,2025-04-03,Claimant,121.80191069954344,-33.436618277559646
WCD2014/003,Nyikina Mangala,"WAD6099/1998, WAD214/2022",Walalakoo Aboriginal Corporation RNTBC v State of Western Australia,2014-05-29,2014-06-18,Consent,In effect - Finalised,Native title exists in parts of the determination area,Walalakoo Aboriginal Corporation RNTBC,"WC1999/025, WR2022/001",26120.3014,2023-10-18,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2023/2023fca1181,WA,,2025-04-03,Claimant,123.90312317757045,-18.2307438317976
WCD2014/004,Ngadju,WAD6020/1998,Graham on behalf of the Ngadju People v State of Western Australia,2014-11-21,2014-11-26,Litigated,In effect - Finalised,Native title exists in the entire determination area,Ngadju Native Title Aboriginal Corporation RNTBC,WC1999/002,84780.6022,2021-10-27,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2014/2014fca1247,WA,,2025-04-03,Claimant,123.35305943163118,-32.07029549886983
WCD2014/005,Pilki People,WAD6002/2002,Willis on behalf of the Pilki People v State of Western Australia (No 2),2014-12-02,2016-05-13,Litigated,In effect - Finalised,Native title exists in the entire determination area,Kaltupakal Aboriginal Corporation RNTBC,WC2002/003,17848.7063,2021-11-04,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2014/2014fca1293,WA,,2025-04-03,Claimant,126.40724686812983,-29.012072948736844
WCD2015/001,Badimia People,WAD6123/1998,CG (Deceased) on behalf of the Badimia People v State of Western Australia (No 2),2015-05-25,2015-05-28,Litigated,In effect - Finalised,Native title does not exist,,WC1996/098,36081.3794,2017-08-28,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2015/2015fca0507,WA,,2025-04-03,Claimant,117.79328192293437,-28.825739214095968
WCD2015/002,Jurruru People Part A,WAD6007/2000,Smirke on behalf of the Jurruru People v State of Western Australia,2015-09-01,2015-09-09,Consent,In effect - Finalised,Native title exists in parts of the determination area,The Jurruru Aboriginal Corporation RNTBC,WC2000/008,7061.7082,2020-10-15,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2015/2015fca0939,WA,,2025-04-03,Claimant,116.7422179024053,-23.315701945384713
WCD2015/003,Puutu Kunti Kurrama People and Pinikura People #1 and #2,"WAD6007/2001, WAD126/2005",Chubby on behalf of the Puutu Kunti Kurrama People and the Pinikura People #1 and #2,2015-09-02,2016-01-22,Consent,In effect - Finalised,Native title exists in parts of the determination area,The PKKP Aboriginal Corporation RNTBC,"WC2001/005, WC2005/004",10860.9666,2020-10-15,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2015/2015fca0940,WA,,2025-04-03,Claimant,116.47804080131102,-22.59399382082201
WCD2015/004,Nyikina Mangala #2,"WAD29/2015, WAD214/2022",Walalakoo Aboriginal Corporation RNTBC v State of Western Australia,2015-10-29,2015-11-03,Consent,In effect - Finalised,Native title exists in parts of the determination area,Walalakoo Aboriginal Corporation RNTBC,"WC2015/001, WR2022/001",12.3842,2017-08-28,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2023/2023fca1181,WA,,2025-04-03,Claimant,123.749570832885,-17.957785712512436
WCD2015/005,Balanggarra #4,WAD163/2013,Smith on behalf of the Balanggarra People (Balanggarra #4) v State of Western Australia,2015-11-27,2015-12-11,Consent,In effect - Finalised,Native title exists in parts of the determination area,Balanggarra Aboriginal Corporation RNTBC,WC2013/002,43.1357,2024-11-29,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2015/2015fca1334,WA,,2025-04-03,Claimant,128.1267055609995,-15.08668594796983
WCD2015/006,Kurungal,WAD6217/1998,Wise on behalf of the Kurungal Native Title Claim v State of Western Australia,2015-12-01,2016-12-01,Consent,In effect - Finalised,Native title exists in parts of the determination area,Tiyatiya Aboriginal Corporation RNTBC,WC1997/101,887.2698,2017-08-28,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2015/2015fca1329,WA,,2025-04-03,Claimant,125.92201417339727,-18.7986425976441
WCD2015/007,Ngarluma People,WAD165/2008,Samson on behalf of the Ngarluma People v State of Western Australia,2015-12-21,2015-12-23,Consent,In effect - Finalised,Native title exists in parts of the determination area,Ngarluma Aboriginal Corporation RNTBC,WC2008/002,21.3289,2017-08-28,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2015/2015fca1438,WA,,2025-04-03,Claimant,116.85986784202882,-20.719740795074447
WCD2015/008,Bunuba Part B,WAD6133/1998,Wurrunmurra on behalf of the Bunuba People v State of Western Australia,2015-12-22,2016-01-07,Consent,In effect - Finalised,Native title exists in parts of the determination area,Bunuba Dawangarri Aboriginal Corporation RNTBC,WC1999/019,432.381,2020-09-01,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2015/2015fca1480,WA,,2025-04-03,Claimant,125.42201739313653,-17.96580803969754
WCD2015/009,Bunuba People #2 Part A ,WAD94/2012,Brooking on behalf of the Bunuba People (Bunuba #2) v State of Western Australia,2015-12-22,2016-02-19,Consent,In effect - Finalised,Native title exists in parts of the determination area,Bunuba Dawangarri Aboriginal Corporation RNTBC,WC2012/004,9474.9242,2024-12-12,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2015/2015fca1481,WA,,2025-04-03,Claimant,125.31657479654801,-17.581392527124493
WCD2015/010,Bunuba #3,WAD95/2013,Aiken on behalf of the Bunuba People (Bunuba #3) v State of Western Australia,2015-12-22,2016-01-07,Consent,In effect - Finalised,Native title exists in the entire determination area,Bunuba Dawangarri Aboriginal Corporation RNTBC,WC2013/001,5.6427,2017-08-28,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2015/2015fca1482,WA,,2025-04-03,Claimant,124.9718662972485,-17.433048457524865
WCD2016/001,"Birriliburu People, Birriliburu #2,  Birriliburu #4","WAD6284/1998, WAD108/2008, WAD299/2011",BP (Deceased) on behalf of the Birriliburu People v State of Western Australia,2016-06-06,2016-06-14,Consent,In effect - Finalised,Native title exists in the entire determination area,Mungarlu Ngurrarankatja Rirraunkaja (Aboriginal Corporation) RNTBC,"WC1998/068, WC2008/001, WC2011/010",105.0923,2017-08-28,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2016/2016fca0671,WA,,2025-04-03,Claimant,121.14882495650915,-25.343926803127896
WCD2016/002,Birriliburu #3,WAD50/2010,BP (Deceased) on behalf of the Birriliburu People v State of Western Australia,2016-06-06,2016-06-15,Consent,In effect - Finalised,Native title exists in the entire determination area,Mungarlu Ngurrarankatja Rirraunkaja (Aboriginal Corporation) RNTBC,WC2010/002,3302.495,2017-08-28,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2016/2016fca0671,WA,,2025-04-03,Claimant,121.8384021365252,-25.157980753866383
WCD2016/003,Ngurra Kayanta,"WAD410/2012, WAD326/2015",Helicopter Tjungarrayi on behalf of the Ngurra Kayanta People v State of Western Australia,2016-08-10,2017-06-09,Consent,In effect - Finalised,Native title exists in the entire determination area,Ngurra Kayanta Aboriginal Corporation RNTBC,"WC2012/013, WC2015/003",14062.4487,2017-08-28,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2016/2016fca0910,WA,,2025-04-03,Claimant,126.85437252477283,-21.48779824342362
WCD2016/004,Kulyakartu and Kulyakartu #2,"WAD293/2005, WAD720/2015",Taylor v State of Western Australia,2016-10-12,2017-09-27,Consent,In effect - Finalised,Native title exists in the entire determination area,Kulyakartu (Aboriginal Corporation) RNTBC,"WC2005/007, WC2015/006",3426.4075,2017-08-28,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2016/2016fca1191,WA,,2025-04-03,Claimant,123.42307627302011,-21.258007926938777
WCD2016/005,Yarrangi Riwi Yoowarni Gooniyandi People,WAD274/2012,Street on behalf of the Yarrangi Riwi Yoowarni Gooniyandi People v State of Western Australia,2016-10-25,2016-10-28,Consent,In effect - Finalised,Native title exists in the entire determination area,Gooniyandi Aboriginal Corporation RNTBC,WC2012/010,184.3122,2017-08-28,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2016/2016fca1250,WA,,2025-04-03,Claimant,125.89559750270537,-17.994287941407194
WCD2016/006,Kuruma Marthudunera (Part A),WAD6090/1998,Finlay on behalf of the Kuruma Marthudunera People v State of Western Australia (No 2),2016-11-01,2016-11-09,Consent,In effect - Finalised,Native title exists in parts of the determination area,Robe River Kuruma Aboriginal Corporation RNTBC,WC1999/012,4112.7026,2017-08-28,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2016/2016fca1260,WA,,2025-04-03,Claimant,116.90094812325623,-22.01369280235925
WCD2016/007,Ngarlawangga People,WAD78/2005,Limmerick on behalf of the Ngarlawangga People v State of Western Australia,2016-12-07,2016-12-12,Consent,In effect - Finalised,Native title exists in parts of the determination area,Ngarlawangga Aboriginal Corporation RNTBC,WC2005/003,6104.6715,2025-02-20,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2016/2016fca1442,WA,,2025-04-03,Claimant,119.30757703583689,-23.82620233019497
WCD2017/001,Tjiwarl AND Tjiwarl #2,"WAD228/2011, WAD302/2015",Keith Narrier & Ors and State of Western Australia & Ors AND Edwin John Beaman & Ors and State of Western Australia,2017-04-27,2017-05-03,Litigated,In effect - Finalised,Native title exists in the entire determination area,Tjiwarl (Aboriginal Corporation) RNTBC,"WC2011/007, WC2015/002",12867.065,2024-09-06,https://www.comcourts.gov.au/file/Federal/P/WAD228/2011/actions,WA,,2025-04-03,Claimant,120.20543713386071,-27.491584951831367
WCD2017/002,Ngadju Part B,WAD6020/1998,Graham on behalf of the Ngadju People (Ngadju Part B) v State of Western Australia,2017-07-17,2017-10-26,Consent,In effect - Finalised,Native title exists in the entire determination area,Ngadju Native Title Aboriginal Corporation RNTBC,WC1999/002,3845.9653,2020-06-19,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2017/2017fca0795,WA,,2025-04-03,Claimant,121.42279682090283,-31.65699650365126
WCD2017/003,Yinhawangka People Part A and B,"WAD216/2010, WAD340/2010",Jones on behalf of the Yinhawangka People v State of Western Australia,2017-07-18,2017-07-25,Consent,In effect - Finalised,Native title exists in parts of the determination area,Yinhawangka Aboriginal Corporation RNTBC,"WC2010/011, WC2010/016",10113.4962,2017-08-28,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2017/2017fca0801,WA,,2025-04-03,Claimant,117.91506229109699,-23.219350107084207
WCD2017/004,Ngurra Kyanta and Ngurra Kyanta 2 Part B,"WAD410/2012, WAD326/2015",Helicopter Tjungarrayi on behalf of the Ngurra Kyanta People v State of Western Australia (No 3),2017-08-15,2017-10-23,Litigated,In effect - Finalised,Native title exists in the entire determination area,Ngurra Kayanta Aboriginal Corporation RNTBC,"WC2012/013, WC2015/003",5488.8387,2017-08-23,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2017/2017fca0938,WA,,2025-04-03,Claimant,126.38193215252737,-21.678842177428947
