sex,year,characteristic,subcategory,location,unit,value
Persons,2024,Relationship of offender to victim,Other,Tasmania,Number,75
Males,2024,Age at incident (victim),0–9 years at incident,Australian Capital Territory,Number,6
Males,2024,Age at incident (victim),10–17 years at incident,Australian Capital Territory,Number,3
Males,2024,Age at incident (victim),18–24 years at incident,Australian Capital Territory,Number,3
Males,2024,Age at incident (victim),25–34 years at incident,Australian Capital Territory,Number,4
Males,2024,Age at incident (victim),35–44 years at incident,Australian Capital Territory,Number,3
Males,2024,Age at incident (victim),45–54 years at incident,Australian Capital Territory,Number,0
Males,2024,Age at incident (victim),55–64 years at incident,Australian Capital Territory,Number,0
Males,2024,Age at incident (victim),65 years and over at incident,Australian Capital Territory,Number,0
Males,2024,Time to report,Less than 1 year to report,Australian Capital Territory,Number,14
Males,2024,Time to report,1 to less than 2 years to report,Australian Capital Territory,Number,0
Males,2024,Time to report,2 to less than 5 years to report,Australian Capital Territory,Number,5
Males,2024,Time to report,5 to less than 10 years to report,Australian Capital Territory,Number,0
Males,2024,Time to report,10 to less than 20 years to report,Australian Capital Territory,Number,0
Males,2024,Time to report,20 years and over to report,Australian Capital Territory,Number,4
Males,2024,Relationship of offender to victim,Intimate partner,Australian Capital Territory,Number,7
Males,2024,Relationship of offender to victim,Current partner,Australian Capital Territory,Number,0
Males,2024,Relationship of offender to victim,Ex-partner,Australian Capital Territory,Number,4
Males,2024,Relationship of offender to victim,Parent,Australian Capital Territory,Number,3
Males,2024,Relationship of offender to victim,Other,Australian Capital Territory,Number,10
Females,2024,Age at incident (victim),0–9 years at incident,Australian Capital Territory,Number,14
Females,2024,Age at incident (victim),10–17 years at incident,Australian Capital Territory,Number,36
Females,2024,Age at incident (victim),18–24 years at incident,Australian Capital Territory,Number,26
Females,2024,Age at incident (victim),25–34 years at incident,Australian Capital Territory,Number,41
Females,2024,Age at incident (victim),35–44 years at incident,Australian Capital Territory,Number,12
Females,2024,Age at incident (victim),45–54 years at incident,Australian Capital Territory,Number,11
Females,2024,Age at incident (victim),55–64 years at incident,Australian Capital Territory,Number,3
Females,2024,Age at incident (victim),65 years and over at incident,Australian Capital Territory,Number,0
Females,2024,Time to report,Less than 1 year to report,Australian Capital Territory,Number,107
Females,2024,Time to report,1 to less than 2 years to report,Australian Capital Territory,Number,5
Females,2024,Time to report,2 to less than 5 years to report,Australian Capital Territory,Number,15
Females,2024,Time to report,5 to less than 10 years to report,Australian Capital Territory,Number,9
Females,2024,Time to report,10 to less than 20 years to report,Australian Capital Territory,Number,4
Females,2024,Time to report,20 years and over to report,Australian Capital Territory,Number,3
Females,2024,Relationship of offender to victim,Intimate partner,Australian Capital Territory,Number,94
Females,2024,Relationship of offender to victim,Current partner,Australian Capital Territory,Number,20
Females,2024,Relationship of offender to victim,Ex-partner,Australian Capital Territory,Number,71
Females,2024,Relationship of offender to victim,Parent,Australian Capital Territory,Number,27
Females,2024,Relationship of offender to victim,Other,Australian Capital Territory,Number,23
Persons,2024,Age at incident (victim),0–9 years at incident,Australian Capital Territory,Number,18
Persons,2024,Age at incident (victim),10–17 years at incident,Australian Capital Territory,Number,41
Persons,2024,Age at incident (victim),18–24 years at incident,Australian Capital Territory,Number,25
Persons,2024,Age at incident (victim),25–34 years at incident,Australian Capital Territory,Number,40
Persons,2024,Age at incident (victim),35–44 years at incident,Australian Capital Territory,Number,15
Persons,2024,Age at incident (victim),45–54 years at incident,Australian Capital Territory,Number,8
Persons,2024,Age at incident (victim),55–64 years at incident,Australian Capital Territory,Number,3
Persons,2024,Age at incident (victim),65 years and over at incident,Australian Capital Territory,Number,0
Persons,2024,Time to report,Less than 1 year to report,Australian Capital Territory,Number,115
Persons,2024,Time to report,1 to less than 2 years to report,Australian Capital Territory,Number,10
Persons,2024,Time to report,2 to less than 5 years to report,Australian Capital Territory,Number,13
Persons,2024,Time to report,5 to less than 10 years to report,Australian Capital Territory,Number,9
Persons,2024,Time to report,10 to less than 20 years to report,Australian Capital Territory,Number,4
Persons,2024,Time to report,20 years and over to report,Australian Capital Territory,Number,11
Persons,2024,Relationship of offender to victim,Intimate partner,Australian Capital Territory,Number,102
Persons,2024,Relationship of offender to victim,Current partner,Australian Capital Territory,Number,28
Persons,2024,Relationship of offender to victim,Ex-partner,Australian Capital Territory,Number,74
Persons,2024,Relationship of offender to victim,Parent,Australian Capital Territory,Number,30
Persons,2024,Relationship of offender to victim,Other,Australian Capital Territory,Number,29
Males,2024,Age at incident (victim),0–9 years at incident,Northern Territory,Number,0
Males,2024,Age at incident (victim),10–17 years at incident,Northern Territory,Number,0
Males,2024,Age at incident (victim),18–24 years at incident,Northern Territory,Number,0
Males,2024,Age at incident (victim),25–34 years at incident,Northern Territory,Number,0
Males,2024,Age at incident (victim),35–44 years at incident,Northern Territory,Number,0
Males,2024,Age at incident (victim),45–54 years at incident,Northern Territory,Number,0
Males,2024,Age at incident (victim),55–64 years at incident,Northern Territory,Number,0
Males,2024,Age at incident (victim),65 years and over at incident,Northern Territory,Number,0
Males,2024,Time to report,Less than 1 year to report,Northern Territory,Number,0
Males,2024,Time to report,1 to less than 2 years to report,Northern Territory,Number,0
Males,2024,Time to report,2 to less than 5 years to report,Northern Territory,Number,0
Males,2024,Time to report,5 to less than 10 years to report,Northern Territory,Number,0
Males,2024,Time to report,10 to less than 20 years to report,Northern Territory,Number,0
Males,2024,Time to report,20 years and over to report,Northern Territory,Number,0
Males,2024,Relationship of offender to victim,Intimate partner,Northern Territory,Number,n.a.
Males,2024,Relationship of offender to victim,Current partner,Northern Territory,Number,n.a.
Males,2024,Relationship of offender to victim,Ex-partner,Northern Territory,Number,n.a.
Males,2024,Relationship of offender to victim,Parent,Northern Territory,Number,n.a.
Males,2024,Relationship of offender to victim,Other,Northern Territory,Number,n.a.
Females,2024,Age at incident (victim),0–9 years at incident,Northern Territory,Number,3
Females,2024,Age at incident (victim),10–17 years at incident,Northern Territory,Number,13
Females,2024,Age at incident (victim),18–24 years at incident,Northern Territory,Number,11
Females,2024,Age at incident (victim),25–34 years at incident,Northern Territory,Number,18
Females,2024,Age at incident (victim),35–44 years at incident,Northern Territory,Number,23
Females,2024,Age at incident (victim),45–54 years at incident,Northern Territory,Number,6
Females,2024,Age at incident (victim),55–64 years at incident,Northern Territory,Number,0
Females,2024,Age at incident (victim),65 years and over at incident,Northern Territory,Number,0
Females,2024,Time to report,Less than 1 year to report,Northern Territory,Number,74
Females,2024,Time to report,1 to less than 2 years to report,Northern Territory,Number,0
Females,2024,Time to report,2 to less than 5 years to report,Northern Territory,Number,0
Females,2024,Time to report,5 to less than 10 years to report,Northern Territory,Number,0
Females,2024,Time to report,10 to less than 20 years to report,Northern Territory,Number,0
Females,2024,Time to report,20 years and over to report,Northern Territory,Number,0
Females,2024,Relationship of offender to victim,Intimate partner,Northern Territory,Number,n.a.
Females,2024,Relationship of offender to victim,Current partner,Northern Territory,Number,n.a.
Females,2024,Relationship of offender to victim,Ex-partner,Northern Territory,Number,n.a.
Females,2024,Relationship of offender to victim,Parent,Northern Territory,Number,n.a.
Females,2024,Relationship of offender to victim,Other,Northern Territory,Number,n.a.
Persons,2024,Age at incident (victim),0–9 years at incident,Northern Territory,Number,6
Persons,2024,Age at incident (victim),10–17 years at incident,Northern Territory,Number,13
Persons,2024,Age at incident (victim),18–24 years at incident,Northern Territory,Number,11
Persons,2024,Age at incident (victim),25–34 years at incident,Northern Territory,Number,18
Persons,2024,Age at incident (victim),35–44 years at incident,Northern Territory,Number,23
Persons,2024,Age at incident (victim),45–54 years at incident,Northern Territory,Number,6
Persons,2024,Age at incident (victim),55–64 years at incident,Northern Territory,Number,0
Persons,2024,Age at incident (victim),65 years and over at incident,Northern Territory,Number,0
Persons,2024,Time to report,Less than 1 year to report,Northern Territory,Number,80
Persons,2024,Time to report,1 to less than 2 years to report,Northern Territory,Number,0
Persons,2024,Time to report,2 to less than 5 years to report,Northern Territory,Number,0
Persons,2024,Time to report,5 to less than 10 years to report,Northern Territory,Number,0
Persons,2024,Time to report,10 to less than 20 years to report,Northern Territory,Number,0
Persons,2024,Time to report,20 years and over to report,Northern Territory,Number,0
Persons,2024,Relationship of offender to victim,Intimate partner,Northern Territory,Number,n.a.
Persons,2024,Relationship of offender to victim,Current partner,Northern Territory,Number,n.a.
Persons,2024,Relationship of offender to victim,Ex-partner,Northern Territory,Number,n.a.
Persons,2024,Relationship of offender to victim,Parent,Northern Territory,Number,n.a.
Persons,2024,Relationship of offender to victim,Other,Northern Territory,Number,n.a.
Males,2024,Age at incident (victim),0–9 years at incident,Australia,Number,962
Males,2024,Age at incident (victim),10–17 years at incident,Australia,Number,578
Males,2024,Age at incident (victim),18–24 years at incident,Australia,Number,75
Males,2024,Age at incident (victim),25–34 years at incident,Australia,Number,120
Males,2024,Age at incident (victim),35–44 years at incident,Australia,Number,88
Males,2024,Age at incident (victim),45–54 years at incident,Australia,Number,39
Males,2024,Age at incident (victim),55–64 years at incident,Australia,Number,14
Males,2024,Age at incident (victim),65 years and over at incident,Australia,Number,0
Males,2024,Time to report,Less than 1 year to report,Australia,Number,1087
Males,2024,Time to report,1 to less than 2 years to report,Australia,Number,129
Males,2024,Time to report,2 to less than 5 years to report,Australia,Number,150
Males,2024,Time to report,5 to less than 10 years to report,Australia,Number,127
Males,2024,Time to report,10 to less than 20 years to report,Australia,Number,130
Males,2024,Time to report,20 years and over to report,Australia,Number,274
Males,2024,Relationship of offender to victim,Intimate partner,Australia,Number,n.a.
Males,2024,Relationship of offender to victim,Current partner,Australia,Number,n.a.
Males,2024,Relationship of offender to victim,Ex-partner,Australia,Number,n.a.
Males,2024,Relationship of offender to victim,Parent,Australia,Number,n.a.
Males,2024,Relationship of offender to victim,Other,Australia,Number,n.a.
Females,2024,Age at incident (victim),0–9 years at incident,Australia,Number,3008
Females,2024,Age at incident (victim),10–17 years at incident,Australia,Number,4601
Females,2024,Age at incident (victim),18–24 years at incident,Australia,Number,1740
Females,2024,Age at incident (victim),25–34 years at incident,Australia,Number,2283
Females,2024,Age at incident (victim),35–44 years at incident,Australia,Number,1479
Females,2024,Age at incident (victim),45–54 years at incident,Australia,Number,664
Females,2024,Age at incident (victim),55–64 years at incident,Australia,Number,172
Females,2024,Age at incident (victim),65 years and over at incident,Australia,Number,73
Females,2024,Time to report,Less than 1 year to report,Australia,Number,8299
Females,2024,Time to report,1 to less than 2 years to report,Australia,Number,1149
Females,2024,Time to report,2 to less than 5 years to report,Australia,Number,1353
Females,2024,Time to report,5 to less than 10 years to report,Australia,Number,1205
Females,2024,Time to report,10 to less than 20 years to report,Australia,Number,868
Females,2024,Time to report,20 years and over to report,Australia,Number,1181
Females,2024,Relationship of offender to victim,Intimate partner,Australia,Number,n.a.
Females,2024,Relationship of offender to victim,Current partner,Australia,Number,n.a.
Females,2024,Relationship of offender to victim,Ex-partner,Australia,Number,n.a.
Females,2024,Relationship of offender to victim,Parent,Australia,Number,n.a.
Females,2024,Relationship of offender to victim,Other,Australia,Number,n.a.
Persons,2024,Age at incident (victim),0–9 years at incident,Australia,Number,4053
Persons,2024,Age at incident (victim),10–17 years at incident,Australia,Number,5272
Persons,2024,Age at incident (victim),18–24 years at incident,Australia,Number,1849
Persons,2024,Age at incident (victim),25–34 years at incident,Australia,Number,2456
Persons,2024,Age at incident (victim),35–44 years at incident,Australia,Number,1605
Persons,2024,Age at incident (victim),45–54 years at incident,Australia,Number,714
Persons,2024,Age at incident (victim),55–64 years at incident,Australia,Number,192
Persons,2024,Age at incident (victim),65 years and over at incident,Australia,Number,75
Persons,2024,Time to report,Less than 1 year to report,Australia,Number,9536
Persons,2024,Time to report,1 to less than 2 years to report,Australia,Number,1300
Persons,2024,Time to report,2 to less than 5 years to report,Australia,Number,1537
Persons,2024,Time to report,5 to less than 10 years to report,Australia,Number,1356
Persons,2024,Time to report,10 to less than 20 years to report,Australia,Number,1014
Persons,2024,Time to report,20 years and over to report,Australia,Number,1524
Persons,2024,Relationship of offender to victim,Intimate partner,Australia,Number,n.a.
Persons,2024,Relationship of offender to victim,Current partner,Australia,Number,n.a.
Persons,2024,Relationship of offender to victim,Ex-partner,Australia,Number,n.a.
Persons,2024,Relationship of offender to victim,Parent,Australia,Number,n.a.
Persons,2024,Relationship of offender to victim,Other,Australia,Number,n.a.
Males,2024,Age at incident (victim),0–9 years at incident,New South Wales,Proportion,54.8
Males,2024,Age at incident (victim),10–17 years at incident,New South Wales,Proportion,32.4
Males,2024,Age at incident (victim),18–24 years at incident,New South Wales,Proportion,2.3
Males,2024,Age at incident (victim),25–34 years at incident,New South Wales,Proportion,5.4
Males,2024,Age at incident (victim),35–44 years at incident,New South Wales,Proportion,3.0
Males,2024,Age at incident (victim),45–54 years at incident,New South Wales,Proportion,1.8
Males,2024,Age at incident (victim),55–64 years at incident,New South Wales,Proportion,0.3
Males,2024,Age at incident (victim),65 years and over at incident,New South Wales,Proportion,0.0
Males,2024,Time to report,Less than 1 year to report,New South Wales,Proportion,60.5
Males,2024,Time to report,1 to less than 2 years to report,New South Wales,Proportion,5.7
Males,2024,Time to report,2 to less than 5 years to report,New South Wales,Proportion,6.4
Males,2024,Time to report,5 to less than 10 years to report,New South Wales,Proportion,6.1
Males,2024,Time to report,10 to less than 20 years to report,New South Wales,Proportion,6.6
Males,2024,Time to report,20 years and over to report,New South Wales,Proportion,15.1
Males,2024,Relationship of offender to victim,Intimate partner,New South Wales,Proportion,16.6
Males,2024,Relationship of offender to victim,Current partner,New South Wales,Proportion,13.9
Males,2024,Relationship of offender to victim,Ex-partner,New South Wales,Proportion,2.4
Males,2024,Relationship of offender to victim,Parent,New South Wales,Proportion,32.5
Males,2024,Relationship of offender to victim,Other,New South Wales,Proportion,50.4
Females,2024,Age at incident (victim),0–9 years at incident,New South Wales,Proportion,28.0
Females,2024,Age at incident (victim),10–17 years at incident,New South Wales,Proportion,38.8
Females,2024,Age at incident (victim),18–24 years at incident,New South Wales,Proportion,9.7
Females,2024,Age at incident (victim),25–34 years at incident,New South Wales,Proportion,11.3
Females,2024,Age at incident (victim),35–44 years at incident,New South Wales,Proportion,7.5
Females,2024,Age at incident (victim),45–54 years at incident,New South Wales,Proportion,3.0
Females,2024,Age at incident (victim),55–64 years at incident,New South Wales,Proportion,0.9
Females,2024,Age at incident (victim),65 years and over at incident,New South Wales,Proportion,0.5
Females,2024,Time to report,Less than 1 year to report,New South Wales,Proportion,55.6
Females,2024,Time to report,1 to less than 2 years to report,New South Wales,Proportion,7.9
Females,2024,Time to report,2 to less than 5 years to report,New South Wales,Proportion,9.8
Females,2024,Time to report,5 to less than 10 years to report,New South Wales,Proportion,8.4
Females,2024,Time to report,10 to less than 20 years to report,New South Wales,Proportion,6.5
Females,2024,Time to report,20 years and over to report,New South Wales,Proportion,11.8
Females,2024,Relationship of offender to victim,Intimate partner,New South Wales,Proportion,48.6
Females,2024,Relationship of offender to victim,Current partner,New South Wales,Proportion,36.1
Females,2024,Relationship of offender to victim,Ex-partner,New South Wales,Proportion,12.4
Females,2024,Relationship of offender to victim,Parent,New South Wales,Proportion,20.3
Females,2024,Relationship of offender to victim,Other,New South Wales,Proportion,31.0
Persons,2024,Age at incident (victim),0–9 years at incident,New South Wales,Proportion,31.8
Persons,2024,Age at incident (victim),10–17 years at incident,New South Wales,Proportion,37.5
Persons,2024,Age at incident (victim),18–24 years at incident,New South Wales,Proportion,8.6
Persons,2024,Age at incident (victim),25–34 years at incident,New South Wales,Proportion,10.6
Persons,2024,Age at incident (victim),35–44 years at incident,New South Wales,Proportion,7.0
Persons,2024,Age at incident (victim),45–54 years at incident,New South Wales,Proportion,2.9
Persons,2024,Age at incident (victim),55–64 years at incident,New South Wales,Proportion,0.9
Persons,2024,Age at incident (victim),65 years and over at incident,New South Wales,Proportion,0.5
Persons,2024,Time to report,Less than 1 year to report,New South Wales,Proportion,55.9
Persons,2024,Time to report,1 to less than 2 years to report,New South Wales,Proportion,7.5
Persons,2024,Time to report,2 to less than 5 years to report,New South Wales,Proportion,9.3
Persons,2024,Time to report,5 to less than 10 years to report,New South Wales,Proportion,8.0
Persons,2024,Time to report,10 to less than 20 years to report,New South Wales,Proportion,6.4
Persons,2024,Time to report,20 years and over to report,New South Wales,Proportion,12.6
Persons,2024,Relationship of offender to victim,Intimate partner,New South Wales,Proportion,43.9
Persons,2024,Relationship of offender to victim,Current partner,New South Wales,Proportion,32.6
Persons,2024,Relationship of offender to victim,Ex-partner,New South Wales,Proportion,11.3
Persons,2024,Relationship of offender to victim,Parent,New South Wales,Proportion,21.8
Persons,2024,Relationship of offender to victim,Other,New South Wales,Proportion,34.0
Males,2024,Age at incident (victim),0–9 years at incident,Victoria,Proportion,44.4
Males,2024,Age at incident (victim),10–17 years at incident,Victoria,Proportion,30.4
Males,2024,Age at incident (victim),18–24 years at incident,Victoria,Proportion,8.2
Males,2024,Age at incident (victim),25–34 years at incident,Victoria,Proportion,5.1
Males,2024,Age at incident (victim),35–44 years at incident,Victoria,Proportion,8.2
Males,2024,Age at incident (victim),45–54 years at incident,Victoria,Proportion,1.2
Males,2024,Age at incident (victim),55–64 years at incident,Victoria,Proportion,1.2
Males,2024,Age at incident (victim),65 years and over at incident,Victoria,Proportion,0.0
Males,2024,Time to report,Less than 1 year to report,Victoria,Proportion,39.3
Males,2024,Time to report,1 to less than 2 years to report,Victoria,Proportion,10.5
Males,2024,Time to report,2 to less than 5 years to report,Victoria,Proportion,12.1
Males,2024,Time to report,5 to less than 10 years to report,Victoria,Proportion,7.8
Males,2024,Time to report,10 to less than 20 years to report,Victoria,Proportion,10.1
Males,2024,Time to report,20 years and over to report,Victoria,Proportion,18.7
Males,2024,Relationship of offender to victim,Intimate partner,Victoria,Proportion,21.0
Males,2024,Relationship of offender to victim,Current partner,Victoria,Proportion,8.6
Males,2024,Relationship of offender to victim,Ex-partner,Victoria,Proportion,15.2
Males,2024,Relationship of offender to victim,Parent,Victoria,Proportion,4.3
Males,2024,Relationship of offender to victim,Other,Victoria,Proportion,66.5
Females,2024,Age at incident (victim),0–9 years at incident,Victoria,Proportion,15.3
Females,2024,Age at incident (victim),10–17 years at incident,Victoria,Proportion,29.3
Females,2024,Age at incident (victim),18–24 years at incident,Victoria,Proportion,14.4
Females,2024,Age at incident (victim),25–34 years at incident,Victoria,Proportion,19.7
Females,2024,Age at incident (victim),35–44 years at incident,Victoria,Proportion,12.6
Females,2024,Age at incident (victim),45–54 years at incident,Victoria,Proportion,6.1
Females,2024,Age at incident (victim),55–64 years at incident,Victoria,Proportion,1.1
Females,2024,Age at incident (victim),65 years and over at incident,Victoria,Proportion,0.4
Females,2024,Time to report,Less than 1 year to report,Victoria,Proportion,56.9
Females,2024,Time to report,1 to less than 2 years to report,Victoria,Proportion,9.1
Females,2024,Time to report,2 to less than 5 years to report,Victoria,Proportion,9.7
Females,2024,Time to report,5 to less than 10 years to report,Victoria,Proportion,9.6
Females,2024,Time to report,10 to less than 20 years to report,Victoria,Proportion,7.1
Females,2024,Time to report,20 years and over to report,Victoria,Proportion,7.6
Females,2024,Relationship of offender to victim,Intimate partner,Victoria,Proportion,56.6
Females,2024,Relationship of offender to victim,Current partner,Victoria,Proportion,24.0
Females,2024,Relationship of offender to victim,Ex-partner,Victoria,Proportion,32.6
Females,2024,Relationship of offender to victim,Parent,Victoria,Proportion,2.3
Females,2024,Relationship of offender to victim,Other,Victoria,Proportion,39.0
Persons,2024,Age at incident (victim),0–9 years at incident,Victoria,Proportion,17.8
Persons,2024,Age at incident (victim),10–17 years at incident,Victoria,Proportion,29.4
Persons,2024,Age at incident (victim),18–24 years at incident,Victoria,Proportion,13.8
Persons,2024,Age at incident (victim),25–34 years at incident,Victoria,Proportion,18.2
Persons,2024,Age at incident (victim),35–44 years at incident,Victoria,Proportion,12.2
Persons,2024,Age at incident (victim),45–54 years at incident,Victoria,Proportion,5.7
Persons,2024,Age at incident (victim),55–64 years at incident,Victoria,Proportion,1.2
Persons,2024,Age at incident (victim),65 years and over at incident,Victoria,Proportion,0.4
Persons,2024,Time to report,Less than 1 year to report,Victoria,Proportion,55.5
Persons,2024,Time to report,1 to less than 2 years to report,Victoria,Proportion,9.2
Persons,2024,Time to report,2 to less than 5 years to report,Victoria,Proportion,9.8
Persons,2024,Time to report,5 to less than 10 years to report,Victoria,Proportion,9.7
Persons,2024,Time to report,10 to less than 20 years to report,Victoria,Proportion,7.2
Persons,2024,Time to report,20 years and over to report,Victoria,Proportion,8.4
Persons,2024,Relationship of offender to victim,Intimate partner,Victoria,Proportion,53.6
Persons,2024,Relationship of offender to victim,Current partner,Victoria,Proportion,22.5
Persons,2024,Relationship of offender to victim,Ex-partner,Victoria,Proportion,31.1
Persons,2024,Relationship of offender to victim,Parent,Victoria,Proportion,2.5
Persons,2024,Relationship of offender to victim,Other,Victoria,Proportion,41.6
Males,2024,Age at incident (victim),0–9 years at incident,Queensland,Proportion,46.3
Males,2024,Age at incident (victim),10–17 years at incident,Queensland,Proportion,26.7
Males,2024,Age at incident (victim),18–24 years at incident,Queensland,Proportion,5.8
Males,2024,Age at incident (victim),25–34 years at incident,Queensland,Proportion,9.3
Males,2024,Age at incident (victim),35–44 years at incident,Queensland,Proportion,6.3
Males,2024,Age at incident (victim),45–54 years at incident,Queensland,Proportion,3.0
Males,2024,Age at incident (victim),55–64 years at incident,Queensland,Proportion,1.0
Males,2024,Age at incident (victim),65 years and over at incident,Queensland,Proportion,0.0
Males,2024,Time to report,Less than 1 year to report,Queensland,Proportion,59.2
Males,2024,Time to report,1 to less than 2 years to report,Queensland,Proportion,7.6
Males,2024,Time to report,2 to less than 5 years to report,Queensland,Proportion,8.6
Males,2024,Time to report,5 to less than 10 years to report,Queensland,Proportion,7.6
Males,2024,Time to report,10 to less than 20 years to report,Queensland,Proportion,6.0
Males,2024,Time to report,20 years and over to report,Queensland,Proportion,10.6
Males,2024,Relationship of offender to victim,Intimate partner,Queensland,Proportion,26.4
Males,2024,Relationship of offender to victim,Current partner,Queensland,Proportion,17.4
Males,2024,Relationship of offender to victim,Ex-partner,Queensland,Proportion,9.6
Males,2024,Relationship of offender to victim,Parent,Queensland,Proportion,34.3
Males,2024,Relationship of offender to victim,Other,Queensland,Proportion,38.5
Females,2024,Age at incident (victim),0–9 years at incident,Queensland,Proportion,19.2
Females,2024,Age at incident (victim),10–17 years at incident,Queensland,Proportion,26.8
Females,2024,Age at incident (victim),18–24 years at incident,Queensland,Proportion,15.2
Females,2024,Age at incident (victim),25–34 years at incident,Queensland,Proportion,19.5
Females,2024,Age at incident (victim),35–44 years at incident,Queensland,Proportion,11.7
Females,2024,Age at incident (victim),45–54 years at incident,Queensland,Proportion,5.7
Females,2024,Age at incident (victim),55–64 years at incident,Queensland,Proportion,1.3
Females,2024,Age at incident (victim),65 years and over at incident,Queensland,Proportion,0.5
Females,2024,Time to report,Less than 1 year to report,Queensland,Proportion,61.3
Females,2024,Time to report,1 to less than 2 years to report,Queensland,Proportion,9.3
Females,2024,Time to report,2 to less than 5 years to report,Queensland,Proportion,10.3
Females,2024,Time to report,5 to less than 10 years to report,Queensland,Proportion,8.5
Females,2024,Time to report,10 to less than 20 years to report,Queensland,Proportion,5.5
Females,2024,Time to report,20 years and over to report,Queensland,Proportion,5.0
Females,2024,Relationship of offender to victim,Intimate partner,Queensland,Proportion,56.5
Females,2024,Relationship of offender to victim,Current partner,Queensland,Proportion,42.1
Females,2024,Relationship of offender to victim,Ex-partner,Queensland,Proportion,14.2
Females,2024,Relationship of offender to victim,Parent,Queensland,Proportion,17.4
Females,2024,Relationship of offender to victim,Other,Queensland,Proportion,23.3
Persons,2024,Age at incident (victim),0–9 years at incident,Queensland,Proportion,21.9
Persons,2024,Age at incident (victim),10–17 years at incident,Queensland,Proportion,26.7
Persons,2024,Age at incident (victim),18–24 years at incident,Queensland,Proportion,14.2
Persons,2024,Age at incident (victim),25–34 years at incident,Queensland,Proportion,18.5
Persons,2024,Age at incident (victim),35–44 years at incident,Queensland,Proportion,11.3
Persons,2024,Age at incident (victim),45–54 years at incident,Queensland,Proportion,5.4
Persons,2024,Age at incident (victim),55–64 years at incident,Queensland,Proportion,1.2
Persons,2024,Age at incident (victim),65 years and over at incident,Queensland,Proportion,0.4
Persons,2024,Time to report,Less than 1 year to report,Queensland,Proportion,61.1
Persons,2024,Time to report,1 to less than 2 years to report,Queensland,Proportion,9.1
Persons,2024,Time to report,2 to less than 5 years to report,Queensland,Proportion,10.2
Persons,2024,Time to report,5 to less than 10 years to report,Queensland,Proportion,8.4
Persons,2024,Time to report,10 to less than 20 years to report,Queensland,Proportion,5.5
Persons,2024,Time to report,20 years and over to report,Queensland,Proportion,5.5
Persons,2024,Relationship of offender to victim,Intimate partner,Queensland,Proportion,53.4
Persons,2024,Relationship of offender to victim,Current partner,Queensland,Proportion,39.7
Persons,2024,Relationship of offender to victim,Ex-partner,Queensland,Proportion,13.9
Persons,2024,Relationship of offender to victim,Parent,Queensland,Proportion,19.2
Persons,2024,Relationship of offender to victim,Other,Queensland,Proportion,24.7
Males,2024,Age at incident (victim),0–9 years at incident,Western Australia,Proportion,52.0
Males,2024,Age at incident (victim),10–17 years at incident,Western Australia,Proportion,39.2
Males,2024,Age at incident (victim),18–24 years at incident,Western Australia,Proportion,4.9
Males,2024,Age at incident (victim),25–34 years at incident,Western Australia,Proportion,4.9
Males,2024,Age at incident (victim),35–44 years at incident,Western Australia,Proportion,0.0
Males,2024,Age at incident (victim),45–54 years at incident,Western Australia,Proportion,0.0
Males,2024,Age at incident (victim),55–64 years at incident,Western Australia,Proportion,0.0
Males,2024,Age at incident (victim),65 years and over at incident,Western Australia,Proportion,0.0
Males,2024,Time to report,Less than 1 year to report,Western Australia,Proportion,68.6
Males,2024,Time to report,1 to less than 2 years to report,Western Australia,Proportion,3.9
Males,2024,Time to report,2 to less than 5 years to report,Western Australia,Proportion,6.9
Males,2024,Time to report,5 to less than 10 years to report,Western Australia,Proportion,7.8
Males,2024,Time to report,10 to less than 20 years to report,Western Australia,Proportion,2.9
Males,2024,Time to report,20 years and over to report,Western Australia,Proportion,5.9
Males,2024,Relationship of offender to victim,Intimate partner,Western Australia,Proportion,n.a.
Males,2024,Relationship of offender to victim,Current partner,Western Australia,Proportion,n.a.
Males,2024,Relationship of offender to victim,Ex-partner,Western Australia,Proportion,n.a.
Males,2024,Relationship of offender to victim,Parent,Western Australia,Proportion,n.a.
Males,2024,Relationship of offender to victim,Other,Western Australia,Proportion,n.a.
Females,2024,Age at incident (victim),0–9 years at incident,Western Australia,Proportion,14.5
Females,2024,Age at incident (victim),10–17 years at incident,Western Australia,Proportion,29.1
Females,2024,Age at incident (victim),18–24 years at incident,Western Australia,Proportion,12.2
Females,2024,Age at incident (victim),25–34 years at incident,Western Australia,Proportion,20.0
Females,2024,Age at incident (victim),35–44 years at incident,Western Australia,Proportion,15.2
Females,2024,Age at incident (victim),45–54 years at incident,Western Australia,Proportion,6.0
Females,2024,Age at incident (victim),55–64 years at incident,Western Australia,Proportion,1.7
Females,2024,Age at incident (victim),65 years and over at incident,Western Australia,Proportion,0.8
Females,2024,Time to report,Less than 1 year to report,Western Australia,Proportion,72.5
Females,2024,Time to report,1 to less than 2 years to report,Western Australia,Proportion,5.7
Females,2024,Time to report,2 to less than 5 years to report,Western Australia,Proportion,7.1
Females,2024,Time to report,5 to less than 10 years to report,Western Australia,Proportion,6.1
Females,2024,Time to report,10 to less than 20 years to report,Western Australia,Proportion,4.5
Females,2024,Time to report,20 years and over to report,Western Australia,Proportion,4.7
Females,2024,Relationship of offender to victim,Intimate partner,Western Australia,Proportion,n.a.
Females,2024,Relationship of offender to victim,Current partner,Western Australia,Proportion,n.a.
Females,2024,Relationship of offender to victim,Ex-partner,Western Australia,Proportion,n.a.
