sex,year,experience_of_violence,type_of_violence,sex_of_perpetrator,relationship_with_perpetrator,unit,value,rse,95_moe,lower_ci,upper_ci,data_flag
Females,2021-22,Experienced violence since age 15,Sexual assault,By a male,Any person - all relationships,Proportion,19.8,2.8,1.1,18.7,20.9,
Females,2021-22,Experienced violence since age 15,Sexual assault,By a female,Any person - all relationships,Proportion,0.6,17.7,0.2,0.4,0.8,
Females,2021-22,Experienced violence since age 15,Sexual threat,By a male,Stranger,Proportion,2.2,10.5,0.5,1.7,2.7,
Females,2021-22,Experienced violence since age 15,Sexual threat,By a male,Known person,Proportion,4,7.6,0.6,3.4,4.6,
Females,2021-22,Experienced violence since age 15,Sexual threat,By a male,Intimate partner or family member,Proportion,2.1,10.2,0.4,1.7,2.5,
Females,2021-22,Experienced violence since age 15,Sexual threat,By a male,Intimate partner,Proportion,1.8,10.9,0.4,1.4,2.2,
Females,2021-22,Experienced violence since age 15,Sexual threat,By a male,Cohabiting partner,Proportion,1,14.3,0.3,0.7,1.3,
Females,2021-22,Experienced violence since age 15,Sexual threat,By a male,Boyfriend or date,Proportion,0.9,13.7,0.2,0.7,1.1,
Females,2021-22,Experienced violence since age 15,Sexual threat,By a male,Family member,Proportion,0.3,27.7,0.2,0.1,0.5,*
Females,2021-22,Experienced violence since age 15,Sexual threat,By a male,Father,Proportion,0.1,44,0.1,0.0,0.2,*
Females,2021-22,Experienced violence since age 15,Sexual threat,By a male,Son,Proportion,—,n.p.,n.a.,n.a.,n.a.,
Females,2021-22,Experienced violence since age 15,Sexual threat,By a male,Brother,Proportion,—,n.p.,n.a.,n.a.,n.a.,
Females,2021-22,Experienced violence since age 15,Sexual threat,By a male,Other relative or in-law,Proportion,0.2,31.3,0.1,0.1,0.3,*
Females,2021-22,Experienced violence since age 15,Sexual threat,By a male,Other known person,Proportion,2.3,10,0.5,1.8,2.8,
Females,2021-22,Experienced violence since age 15,Sexual threat,By a male,Friend or housemate,Proportion,0.7,17.8,0.2,0.5,0.9,
Females,2021-22,Experienced violence since age 15,Sexual threat,By a male,Acquaintance or neighbour,Proportion,1.2,13.4,0.3,0.9,1.5,
Females,2021-22,Experienced violence since age 15,Sexual threat,By a male,Employer/manager/supervisor,Proportion,0.1,31.6,0.1,0.0,0.2,*
Females,2021-22,Experienced violence since age 15,Sexual threat,By a male,Co-worker,Proportion,0.5,22.7,0.2,0.3,0.7,
Females,2021-22,Experienced violence since age 15,Sexual threat,By a male,Client/patient/customer,Proportion,0.2,27.2,0.1,0.1,0.3,*
Females,2021-22,Experienced violence since age 15,Sexual threat,By a male,Other,Proportion,0.3,28.7,0.2,0.1,0.5,*
Females,2021-22,Experienced violence since age 15,Sexual threat,By a person,Any person - all relationships,Proportion,5.5,6.5,0.7,4.8,6.2,
Females,2021-22,Experienced violence since age 15,Sexual threat,By a male,Any person - all relationships,Proportion,5.4,6.6,0.7,4.7,6.1,
Females,2021-22,Experienced violence since age 15,Sexual threat,By a female,Any person - all relationships,Proportion,0.2,27.9,0.1,0.1,0.3,*
Females,2021-22,Experienced violence since age 15,Sexual violence,By a male,Stranger,Proportion,6.1,5.5,0.7,5.4,6.8,
Females,2021-22,Experienced violence since age 15,Sexual violence,By a male,Known person,Proportion,19.8,2.7,1.0,18.8,20.8,
Females,2021-22,Experienced violence since age 15,Sexual violence,By a male,Intimate partner or family member,Proportion,12.7,3.9,1.0,11.7,13.7,
Females,2021-22,Experienced violence since age 15,Sexual violence,By a male,Intimate partner,Proportion,11.4,3.9,0.9,10.5,12.3,
Females,2021-22,Experienced violence since age 15,Sexual violence,By a male,Cohabiting partner,Proportion,6.1,5,0.6,5.5,6.7,
Females,2021-22,Experienced violence since age 15,Sexual violence,By a male,Boyfriend or date,Proportion,6.3,4.8,0.6,5.7,6.9,
Females,2021-22,Experienced violence since age 15,Sexual violence,By a male,Family member,Proportion,2.1,9.3,0.4,1.7,2.5,
Females,2021-22,Experienced violence since age 15,Sexual violence,By a male,Father,Proportion,0.5,16.7,0.2,0.3,0.7,
Females,2021-22,Experienced violence since age 15,Sexual violence,By a male,Son,Proportion,0.1,n.p.,n.a.,n.a.,n.a.,**
Females,2021-22,Experienced violence since age 15,Sexual violence,By a male,Brother,Proportion,0.4,21.5,0.2,0.2,0.6,
Females,2021-22,Experienced violence since age 15,Sexual violence,By a male,Other relative or in-law,Proportion,1.4,11.2,0.3,1.1,1.7,
Females,2021-22,Experienced violence since age 15,Sexual violence,By a male,Other known person,Proportion,11.2,3.7,0.8,10.4,12.0,
Females,2021-22,Experienced violence since age 15,Sexual violence,By a male,Friend or housemate,Proportion,4.9,6.2,0.6,4.3,5.5,
Females,2021-22,Experienced violence since age 15,Sexual violence,By a male,Acquaintance or neighbour,Proportion,5,5.9,0.6,4.4,5.6,
Females,2021-22,Experienced violence since age 15,Sexual violence,By a male,Employer/manager/supervisor,Proportion,1.1,14.6,0.3,0.8,1.4,
Females,2021-22,Experienced violence since age 15,Sexual violence,By a male,Co-worker,Proportion,1.8,10.5,0.4,1.4,2.2,
Females,2021-22,Experienced violence since age 15,Sexual violence,By a male,Client/patient/customer,Proportion,0.4,22,0.2,0.2,0.6,
Females,2021-22,Experienced violence since age 15,Sexual violence,By a male,Other,Proportion,1.5,9.7,0.3,1.2,1.8,
Females,2021-22,Experienced violence since age 15,Sexual violence,By a person,Any person - all relationships,Proportion,22.2,2.5,1.1,21.1,23.3,
Females,2021-22,Experienced violence since age 15,Sexual violence,By a male,Any person - all relationships,Proportion,22.1,2.5,1.1,21.0,23.2,
Females,2021-22,Experienced violence since age 15,Sexual violence,By a female,Any person - all relationships,Proportion,0.7,16.4,0.2,0.5,0.9,
Males,2005,Experienced sexual harassment during the last 12 months,Sexual harassment,By a male,Any person - all relationships,Proportion,7.4,6.4,0.9,6.5,8.3,
Males,2005,Experienced sexual harassment during the last 12 months,Sexual harassment,By a female,Any person - all relationships,Proportion,6.7,7.6,1.0,5.7,7.7,
Males,2005,Experienced sexual harassment during the last 12 months,Sexual harassment,By a person,Any person - all relationships,Proportion,11.6,5.3,1.2,10.4,12.8,
Males,2005,Experienced violence in the last 12 months,Sexual assault,By a person,Any person - all relationships,Proportion,0.6,26.3,0.3,0.3,0.9,*
Males,2005,Experienced violence in the last 12 months,Sexual threat,By a person,Any person - all relationships,Proportion,0.1,n.p.,n.a.,n.a.,n.a.,**
Males,2005,Experienced violence in the last 12 months,Sexual violence,By a person,Any person - all relationships,Proportion,0.6,24.1,0.3,0.3,0.9,*
Males,2012,Experienced sexual harassment during the last 12 months,Sexual harassment,By a male,Any person - all relationships,Proportion,3.6,11.0,0.8,2.8,4.4,
Males,2012,Experienced sexual harassment during the last 12 months,Sexual harassment,By a female,Any person - all relationships,Proportion,4,8.9,0.7,3.3,4.7,
Males,2012,Experienced sexual harassment during the last 12 months,Sexual harassment,By a person,Any person - all relationships,Proportion,6.6,7.4,1.0,5.6,7.6,
Males,2012,Experienced violence in the last 12 months,Sexual assault,By a person,Any person - all relationships,Proportion,0.4,34.3,0.3,0.1,0.7,*
Males,2012,Experienced violence in the last 12 months,Sexual threat,By a person,Any person - all relationships,Proportion,0.1,n.p.,n.a.,n.a.,n.a.,**
Males,2012,Experienced violence in the last 12 months,Sexual violence,By a person,Any person - all relationships,Proportion,0.5,31.4,0.3,0.2,0.8,*
Males,2016,Experienced sexual harassment during the last 12 months,Sexual harassment,By a male,Any person - all relationships,Proportion,4.5,9.0,0.8,3.7,5.3,
Males,2016,Experienced sexual harassment during the last 12 months,Sexual harassment,By a female,Any person - all relationships,Proportion,6.7,8.2,1.1,5.6,7.8,
Males,2016,Experienced sexual harassment during the last 12 months,Sexual harassment,By a person,Any person - all relationships,Proportion,9.3,6.3,1.1,8.2,10.4,
Males,2016,Experienced sexual harassment since age 15,Sexual harassment,By a male,Any person - all relationships,Proportion,16.3,3.9,1.2,15.1,17.5,
Males,2016,Experienced sexual harassment since age 15,Sexual harassment,By a female,Any person - all relationships,Proportion,15.8,4.7,1.5,14.3,17.3,
Males,2016,Experienced sexual harassment since age 15,Sexual harassment,By a person,Any person - all relationships,Proportion,24.5,2.9,1.4,23.1,25.9,
Males,2016,Experienced violence in the last 12 months,Sexual assault,By a person,Any person - all relationships,Proportion,0.6,24.0,0.3,0.3,0.9,
Males,2016,Experienced violence in the last 12 months,Sexual threat,By a person,Any person - all relationships,Proportion,0.2,n.p.,n.a.,n.a.,n.a.,**
Males,2016,Experienced violence in the last 12 months,Sexual violence,By a person,Any person - all relationships,Proportion,0.7,25.0,0.3,0.4,1.0,*
Males,2021-22,Experienced sexual harassment during the last 12 months,Sexual harassment,By a male,Any person - all relationships,Proportion,3.3,23.5,1.5,1.8,4.8,
Males,2021-22,Experienced sexual harassment during the last 12 months,Sexual harassment,By a female,Any person - all relationships,Proportion,2.6,24.7,1.3,1.3,3.9,
Males,2021-22,Experienced sexual harassment during the last 12 months,Sexual harassment,By a person,Any person - all relationships,Proportion,4.5,17.8,1.6,2.9,6.1,
Males,2021-22,Experienced violence in the last 12 months,Sexual assault,By a person,Any person - all relationships,Proportion,0.5,n.p.,n.a.,n.a.,n.a.,**
Males,2021-22,Experienced violence in the last 12 months,Sexual threat,By a person,Any person - all relationships,Proportion,—,n.p.,n.a.,n.a.,n.a.,
Males,2021-22,Experienced violence in the last 12 months,Sexual violence,By a person,Any person - all relationships,Proportion,0.8,n.p.,n.a.,n.a.,n.a.,**
Males,2021-22,Experienced violence since age 15,Sexual assault,By a person,Any person - all relationships,Proportion,5.1,18.6,1.9,3.2,7.0,
Males,2021-22,Experienced violence since age 15,Sexual assault,By a male,Any person - all relationships,Proportion,2.9,19.0,1.1,1.8,4.0,
Males,2021-22,Experienced violence since age 15,Sexual assault,By a female,Any person - all relationships,Proportion,2.4,28.4,1.3,1.1,3.7,*
Males,2021-22,Experienced violence since age 15,Sexual threat,By a person,Any person - all relationships,Proportion,1.4,30.3,0.8,0.6,2.2,*
Males,2021-22,Experienced violence since age 15,Sexual threat,By a male,Any person - all relationships,Proportion,0.7,42.7,0.6,0.1,1.3,*
Males,2021-22,Experienced violence since age 15,Sexual threat,By a female,Any person - all relationships,Proportion,0.4,n.p.,n.a.,n.a.,n.a.,**
Males,2021-22,Experienced violence since age 15,Sexual violence,By a person,Any person - all relationships,Proportion,6.1,16.5,2.0,4.1,8.1,
Males,2021-22,Experienced violence since age 15,Sexual violence,By a male,Any person - all relationships,Proportion,3.6,17.3,1.2,2.4,4.8,
Males,2021-22,Experienced violence since age 15,Sexual violence,By a female,Any person - all relationships,Proportion,3.0,23.7,1.4,1.6,4.4,
Persons,2016,Experienced sexual harassment since age 15,Sexual harassment,By a male,Any person - all relationships,Proportion,34.5,1.4,0.9,33.6,35.4,
Persons,2016,Experienced sexual harassment since age 15,Sexual harassment,By a female,Any person - all relationships,Proportion,13.1,3.2,0.8,12.3,13.9,
Persons,2016,Experienced sexual harassment since age 15,Sexual harassment,By a person,Any person - all relationships,Proportion,39.0,1.3,1.0,38.0,40.0,
Persons,2021-22,Experienced violence since age 15,Sexual assault,By a person,Any person - all relationships,Proportion,12.6,4.1,1.0,11.6,13.6,
Persons,2021-22,Experienced violence since age 15,Sexual assault,By a male,Any person - all relationships,Proportion,11.5,3.5,0.8,10.7,12.3,
Persons,2021-22,Experienced violence since age 15,Sexual assault,By a female,Any person - all relationships,Proportion,1.5,23.3,0.7,0.8,2.2,
Persons,2021-22,Experienced violence since age 15,Sexual threat,By a person,Any person - all relationships,Proportion,3.5,8.1,0.6,2.9,4.1,
Persons,2021-22,Experienced violence since age 15,Sexual threat,By a male,Any person - all relationships,Proportion,3.1,7.8,0.5,2.6,3.6,
Persons,2021-22,Experienced violence since age 15,Sexual threat,By a female,Any person - all relationships,Proportion,0.4,40.1,0.3,0.1,0.7,*
Persons,2021-22,Experienced violence since age 15,Sexual violence,By a person,Any person - all relationships,Proportion,14.3,3.9,1.1,13.2,15.4,
Persons,2021-22,Experienced violence since age 15,Sexual violence,By a male,Any person - all relationships,Proportion,13.0,3.4,0.9,12.1,13.9,
Persons,2021-22,Experienced violence since age 15,Sexual violence,By a female,Any person - all relationships,Proportion,1.8,19.7,0.7,1.1,2.5,
