sex,year,offence,location,unit,value
Females,2021,Homicide and related offences,New South Wales,Proportion (%) of total victims,46.7
Females,2021,Homicide and related offences,Victoria,Proportion (%) of total victims,77.8
Females,2021,Homicide and related offences,Queensland,Proportion (%) of total victims,17.4
Females,2021,Homicide and related offences,Western Australia,Proportion (%) of total victims,62.5
Females,2021,Homicide and related offences,South Australia,Proportion (%) of total victims,76.9
Females,2021,Homicide and related offences,Tasmania,Proportion (%) of total victims,75
Females,2021,Homicide and related offences,Australian Capital Territory,Proportion (%) of total victims,0
Females,2021,Homicide and related offences,Northern Territory,Proportion (%) of total victims,100
Females,2021,Homicide and related offences,Australia,Proportion (%) of total victims,55.7
Females,2021,Kidnapping/abduction,New South Wales,Proportion (%) of total victims,69.7
Females,2021,Kidnapping/abduction,Victoria,Proportion (%) of total victims,39
Females,2021,Kidnapping/abduction,Queensland,Proportion (%) of total victims,17.6
Females,2021,Kidnapping/abduction,Western Australia,Proportion (%) of total victims,0
Females,2021,Kidnapping/abduction,South Australia,Proportion (%) of total victims,69
Females,2021,Kidnapping/abduction,Tasmania,Proportion (%) of total victims,n.a.
Females,2021,Kidnapping/abduction,Australian Capital Territory,Proportion (%) of total victims,0
Females,2021,Kidnapping/abduction,Northern Territory,Proportion (%) of total victims,n.a.
Females,2021,Kidnapping/abduction,Australia,Proportion (%) of total victims,50.2
Females,2021,Sexual assault,New South Wales,Proportion (%) of total victims,42.3
Females,2021,Sexual assault,Victoria,Proportion (%) of total victims,42.3
Females,2021,Sexual assault,Queensland,Proportion (%) of total victims,32.2
Females,2021,Sexual assault,Western Australia,Proportion (%) of total victims,26.3
Females,2021,Sexual assault,South Australia,Proportion (%) of total victims,40.7
Females,2021,Sexual assault,Tasmania,Proportion (%) of total victims,39.6
Females,2021,Sexual assault,Australian Capital Territory,Proportion (%) of total victims,33.2
Females,2021,Sexual assault,Northern Territory,Proportion (%) of total victims,28.4
Females,2021,Sexual assault,Australia,Proportion (%) of total victims,37.8
Females,2022,Assault,New South Wales,Proportion (%) of total victims,64.9
Females,2022,Assault,Victoria,Proportion (%) of total victims,n.a.
Females,2022,Assault,Queensland,Proportion (%) of total victims,n.p.
Females,2022,Assault,Western Australia,Proportion (%) of total victims,77
Females,2022,Assault,South Australia,Proportion (%) of total victims,65.8
Females,2022,Assault,Tasmania,Proportion (%) of total victims,63
Females,2022,Assault,Australian Capital Territory,Proportion (%) of total victims,56.8
Females,2022,Assault,Northern Territory,Proportion (%) of total victims,77.9
Females,2022,Assault,Australia,Proportion (%) of total victims,n.a.
Females,2022,Homicide and related offences,New South Wales,Proportion (%) of total victims,52.6
Females,2022,Homicide and related offences,Victoria,Proportion (%) of total victims,77.8
Females,2022,Homicide and related offences,Queensland,Proportion (%) of total victims,55.8
Females,2022,Homicide and related offences,Western Australia,Proportion (%) of total victims,66.7
Females,2022,Homicide and related offences,South Australia,Proportion (%) of total victims,n.p.
Females,2022,Homicide and related offences,Tasmania,Proportion (%) of total victims,n.a.
Females,2022,Homicide and related offences,Australian Capital Territory,Proportion (%) of total victims,100
Females,2022,Homicide and related offences,Northern Territory,Proportion (%) of total victims,57.1
Females,2022,Homicide and related offences,Australia,Proportion (%) of total victims,59.7
Females,2022,Kidnapping/abduction,New South Wales,Proportion (%) of total victims,58.3
Females,2022,Kidnapping/abduction,Victoria,Proportion (%) of total victims,52.3
Females,2022,Kidnapping/abduction,Queensland,Proportion (%) of total victims,44.4
Females,2022,Kidnapping/abduction,Western Australia,Proportion (%) of total victims,0
Females,2022,Kidnapping/abduction,South Australia,Proportion (%) of total victims,62.5
Females,2022,Kidnapping/abduction,Tasmania,Proportion (%) of total victims,0
Females,2022,Kidnapping/abduction,Australian Capital Territory,Proportion (%) of total victims,0
Females,2022,Kidnapping/abduction,Northern Territory,Proportion (%) of total victims,n.a.
Females,2022,Kidnapping/abduction,Australia,Proportion (%) of total victims,50.9
Females,2022,Sexual assault,New South Wales,Proportion (%) of total victims,41.2
Females,2022,Sexual assault,Victoria,Proportion (%) of total victims,42.2
Females,2022,Sexual assault,Queensland,Proportion (%) of total victims,36.3
Females,2022,Sexual assault,Western Australia,Proportion (%) of total victims,27.9
Females,2022,Sexual assault,South Australia,Proportion (%) of total victims,36.6
Females,2022,Sexual assault,Tasmania,Proportion (%) of total victims,46.4
Females,2022,Sexual assault,Australian Capital Territory,Proportion (%) of total victims,35.9
Females,2022,Sexual assault,Northern Territory,Proportion (%) of total victims,33
Females,2022,Sexual assault,Australia,Proportion (%) of total victims,38.7
Females,2023,Assault,New South Wales,Proportion (%) of total victims,63.7
Females,2023,Assault,Victoria,Proportion (%) of total victims,n.a.
Females,2023,Assault,Queensland,Proportion (%) of total victims,73.6
Females,2023,Assault,Western Australia,Proportion (%) of total victims,75.8
Females,2023,Assault,South Australia,Proportion (%) of total victims,65.7
Females,2023,Assault,Tasmania,Proportion (%) of total victims,61
Females,2023,Assault,Australian Capital Territory,Proportion (%) of total victims,60.2
Females,2023,Assault,Northern Territory,Proportion (%) of total victims,79.6
Females,2023,Assault,Australia,Proportion (%) of total victims,n.a.
Females,2023,Homicide and related offences,New South Wales,Proportion (%) of total victims,74.1
Females,2023,Homicide and related offences,Victoria,Proportion (%) of total victims,80.8
Females,2023,Homicide and related offences,Queensland,Proportion (%) of total victims,75
Females,2023,Homicide and related offences,Western Australia,Proportion (%) of total victims,65.2
Females,2023,Homicide and related offences,South Australia,Proportion (%) of total victims,52.4
Females,2023,Homicide and related offences,Tasmania,Proportion (%) of total victims,n.a.
Females,2023,Homicide and related offences,Australian Capital Territory,Proportion (%) of total victims,100
Females,2023,Homicide and related offences,Northern Territory,Proportion (%) of total victims,100
Females,2023,Homicide and related offences,Australia,Proportion (%) of total victims,64.4
Females,2023,Kidnapping/abduction,New South Wales,Proportion (%) of total victims,60.8
Females,2023,Kidnapping/abduction,Victoria,Proportion (%) of total victims,39.4
Females,2023,Kidnapping/abduction,Queensland,Proportion (%) of total victims,16.7
Females,2023,Kidnapping/abduction,Western Australia,Proportion (%) of total victims,66.7
Females,2023,Kidnapping/abduction,South Australia,Proportion (%) of total victims,51.7
Females,2023,Kidnapping/abduction,Tasmania,Proportion (%) of total victims,0
Females,2023,Kidnapping/abduction,Australian Capital Territory,Proportion (%) of total victims,n.a.
Females,2023,Kidnapping/abduction,Northern Territory,Proportion (%) of total victims,n.a.
Females,2023,Kidnapping/abduction,Australia,Proportion (%) of total victims,50.4
Females,2023,Sexual assault,New South Wales,Proportion (%) of total victims,43.3
Females,2023,Sexual assault,Victoria,Proportion (%) of total victims,41.7
Females,2023,Sexual assault,Queensland,Proportion (%) of total victims,42
Females,2023,Sexual assault,Western Australia,Proportion (%) of total victims,29
Females,2023,Sexual assault,South Australia,Proportion (%) of total victims,38.7
Females,2023,Sexual assault,Tasmania,Proportion (%) of total victims,41.3
Females,2023,Sexual assault,Australian Capital Territory,Proportion (%) of total victims,34.6
Females,2023,Sexual assault,Northern Territory,Proportion (%) of total victims,26.1
Females,2023,Sexual assault,Australia,Proportion (%) of total victims,40.7
Females,2024,Assault,New South Wales,Proportion (%) of total victims,65
Females,2024,Assault,Victoria,Proportion (%) of total victims,n.a.
Females,2024,Assault,Queensland,Proportion (%) of total victims,72.6
Females,2024,Assault,Western Australia,Proportion (%) of total victims,76.2
Females,2024,Assault,South Australia,Proportion (%) of total victims,67.5
Females,2024,Assault,Tasmania,Proportion (%) of total victims,63.1
Females,2024,Assault,Australian Capital Territory,Proportion (%) of total victims,57.9
Females,2024,Assault,Northern Territory,Proportion (%) of total victims,76.1
Females,2024,Assault,Australia,Proportion (%) of total victims,n.a.
Females,2024,Homicide and related offences,New South Wales,Proportion (%) of total victims,70.3
Females,2024,Homicide and related offences,Victoria,Proportion (%) of total victims,54.1
Females,2024,Homicide and related offences,Queensland,Proportion (%) of total victims,64.3
Females,2024,Homicide and related offences,Western Australia,Proportion (%) of total victims,62.5
Females,2024,Homicide and related offences,South Australia,Proportion (%) of total victims,30
Females,2024,Homicide and related offences,Tasmania,Proportion (%) of total victims,n.a.
Females,2024,Homicide and related offences,Australian Capital Territory,Proportion (%) of total victims,100
Females,2024,Homicide and related offences,Northern Territory,Proportion (%) of total victims,87.5
Females,2024,Homicide and related offences,Australia,Proportion (%) of total victims,62.3
Females,2024,Kidnapping/abduction,New South Wales,Proportion (%) of total victims,53.3
Females,2024,Kidnapping/abduction,Victoria,Proportion (%) of total victims,40.6
Females,2024,Kidnapping/abduction,Queensland,Proportion (%) of total victims,14.8
Females,2024,Kidnapping/abduction,Western Australia,Proportion (%) of total victims,50
Females,2024,Kidnapping/abduction,South Australia,Proportion (%) of total victims,75
Females,2024,Kidnapping/abduction,Tasmania,Proportion (%) of total victims,0
Females,2024,Kidnapping/abduction,Australian Capital Territory,Proportion (%) of total victims,0
Females,2024,Kidnapping/abduction,Northern Territory,Proportion (%) of total victims,0
Females,2024,Kidnapping/abduction,Australia,Proportion (%) of total victims,46.2
Females,2024,Sexual assault,New South Wales,Proportion (%) of total victims,46.8
Females,2024,Sexual assault,Victoria,Proportion (%) of total victims,43.5
Females,2024,Sexual assault,Queensland,Proportion (%) of total victims,44.6
Females,2024,Sexual assault,Western Australia,Proportion (%) of total victims,32
Females,2024,Sexual assault,South Australia,Proportion (%) of total victims,41.2
Females,2024,Sexual assault,Tasmania,Proportion (%) of total victims,53.1
Females,2024,Sexual assault,Australian Capital Territory,Proportion (%) of total victims,38.4
Females,2024,Sexual assault,Northern Territory,Proportion (%) of total victims,17.3
Females,2024,Sexual assault,Australia,Proportion (%) of total victims,43.5
Males,2014,Assault,New South Wales,Proportion (%) of total victims,27.2
Males,2014,Assault,Victoria,Proportion (%) of total victims,n.a.
Males,2014,Assault,Queensland,Proportion (%) of total victims,n.p.
Males,2014,Assault,Western Australia,Proportion (%) of total victims,36
Males,2014,Assault,South Australia,Proportion (%) of total victims,20.1
Males,2014,Assault,Tasmania,Proportion (%) of total victims,17.2
Males,2014,Assault,Australian Capital Territory,Proportion (%) of total victims,17.6
Males,2014,Assault,Northern Territory,Proportion (%) of total victims,30.1
Males,2014,Assault,Australia,Proportion (%) of total victims,n.a.
Males,2014,Homicide and related offences,New South Wales,Proportion (%) of total victims,25.7
Males,2014,Homicide and related offences,Victoria,Proportion (%) of total victims,23.1
Males,2014,Homicide and related offences,Queensland,Proportion (%) of total victims,31.8
Males,2014,Homicide and related offences,Western Australia,Proportion (%) of total victims,42.9
Males,2014,Homicide and related offences,South Australia,Proportion (%) of total victims,10.3
Males,2014,Homicide and related offences,Tasmania,Proportion (%) of total victims,0
