sex,year,offence,location,unit,value
Persons,2020,Assault,Victoria,Number,n.a.
Persons,2020,Assault,Queensland,Number,n.p.
Persons,2020,Assault,Western Australia,Number,22257
Persons,2020,Assault,South Australia,Number,8686
Persons,2020,Assault,Tasmania,Number,1601
Persons,2020,Assault,Australian Capital Territory,Number,942
Persons,2020,Assault,Northern Territory,Number,5131
Persons,2020,Assault,Australia,Number,n.a.
Persons,2020,Homicide and related offences,New South Wales,Number,38
Persons,2020,Homicide and related offences,Victoria,Number,35
Persons,2020,Homicide and related offences,Queensland,Number,28
Persons,2020,Homicide and related offences,Western Australia,Number,28
Persons,2020,Homicide and related offences,South Australia,Number,12
Persons,2020,Homicide and related offences,Tasmania,Number,0
Persons,2020,Homicide and related offences,Australian Capital Territory,Number,0
Persons,2020,Homicide and related offences,Northern Territory,Number,3
Persons,2020,Homicide and related offences,Australia,Number,145
Persons,2020,Kidnapping/abduction,New South Wales,Number,37
Persons,2020,Kidnapping/abduction,Victoria,Number,39
Persons,2020,Kidnapping/abduction,Queensland,Number,10
Persons,2020,Kidnapping/abduction,Western Australia,Number,3
Persons,2020,Kidnapping/abduction,South Australia,Number,21
Persons,2020,Kidnapping/abduction,Tasmania,Number,0
Persons,2020,Kidnapping/abduction,Australian Capital Territory,Number,0
Persons,2020,Kidnapping/abduction,Northern Territory,Number,0
Persons,2020,Kidnapping/abduction,Australia,Number,113
Persons,2020,Sexual assault,New South Wales,Number,4288
Persons,2020,Sexual assault,Victoria,Number,2366
Persons,2020,Sexual assault,Queensland,Number,1798
Persons,2020,Sexual assault,Western Australia,Number,821
Persons,2020,Sexual assault,South Australia,Number,595
Persons,2020,Sexual assault,Tasmania,Number,124
Persons,2020,Sexual assault,Australian Capital Territory,Number,77
Persons,2020,Sexual assault,Northern Territory,Number,111
Persons,2020,Sexual assault,Australia,Number,10175
Persons,2021,Assault,New South Wales,Number,32476
Persons,2021,Assault,Victoria,Number,n.a.
Persons,2021,Assault,Queensland,Number,n.p.
Persons,2021,Assault,Western Australia,Number,22880
Persons,2021,Assault,South Australia,Number,8788
Persons,2021,Assault,Tasmania,Number,1616
Persons,2021,Assault,Australian Capital Territory,Number,968
Persons,2021,Assault,Northern Territory,Number,5733
Persons,2021,Assault,Australia,Number,n.a.
Persons,2021,Homicide and related offences,New South Wales,Number,26
Persons,2021,Homicide and related offences,Victoria,Number,32
Persons,2021,Homicide and related offences,Queensland,Number,8
Persons,2021,Homicide and related offences,Western Australia,Number,12
Persons,2021,Homicide and related offences,South Australia,Number,14
Persons,2021,Homicide and related offences,Tasmania,Number,7
Persons,2021,Homicide and related offences,Australian Capital Territory,Number,0
Persons,2021,Homicide and related offences,Northern Territory,Number,7
Persons,2021,Homicide and related offences,Australia,Number,106
Persons,2021,Kidnapping/abduction,New South Wales,Number,88
Persons,2021,Kidnapping/abduction,Victoria,Number,33
Persons,2021,Kidnapping/abduction,Queensland,Number,4
Persons,2021,Kidnapping/abduction,Western Australia,Number,3
Persons,2021,Kidnapping/abduction,South Australia,Number,19
Persons,2021,Kidnapping/abduction,Tasmania,Number,0
Persons,2021,Kidnapping/abduction,Australian Capital Territory,Number,0
Persons,2021,Kidnapping/abduction,Northern Territory,Number,0
Persons,2021,Kidnapping/abduction,Australia,Number,152
Persons,2021,Sexual assault,New South Wales,Number,4701
Persons,2021,Sexual assault,Victoria,Number,2522
Persons,2021,Sexual assault,Queensland,Number,2156
Persons,2021,Sexual assault,Western Australia,Number,909
Persons,2021,Sexual assault,South Australia,Number,689
Persons,2021,Sexual assault,Tasmania,Number,194
Persons,2021,Sexual assault,Australian Capital Territory,Number,113
Persons,2021,Sexual assault,Northern Territory,Number,90
Persons,2021,Sexual assault,Australia,Number,11362
Persons,2022,Assault,New South Wales,Number,32893
Persons,2022,Assault,Victoria,Number,n.a.
Persons,2022,Assault,Queensland,Number,n.p.
Persons,2022,Assault,Western Australia,Number,24896
Persons,2022,Assault,South Australia,Number,9588
Persons,2022,Assault,Tasmania,Number,1720
Persons,2022,Assault,Australian Capital Territory,Number,977
Persons,2022,Assault,Northern Territory,Number,6796
Persons,2022,Assault,Australia,Number,n.a.
Persons,2022,Homicide and related offences,New South Wales,Number,29
Persons,2022,Homicide and related offences,Victoria,Number,30
Persons,2022,Homicide and related offences,Queensland,Number,29
Persons,2022,Homicide and related offences,Western Australia,Number,18
Persons,2022,Homicide and related offences,South Australia,Number,15
Persons,2022,Homicide and related offences,Tasmania,Number,3
Persons,2022,Homicide and related offences,Australian Capital Territory,Number,6
Persons,2022,Homicide and related offences,Northern Territory,Number,8
Persons,2022,Homicide and related offences,Australia,Number,131
Persons,2022,Kidnapping/abduction,New South Wales,Number,73
Persons,2022,Kidnapping/abduction,Victoria,Number,47
Persons,2022,Kidnapping/abduction,Queensland,Number,13
Persons,2022,Kidnapping/abduction,Western Australia,Number,0
Persons,2022,Kidnapping/abduction,South Australia,Number,19
Persons,2022,Kidnapping/abduction,Tasmania,Number,0
Persons,2022,Kidnapping/abduction,Australian Capital Territory,Number,0
Persons,2022,Kidnapping/abduction,Northern Territory,Number,3
Persons,2022,Kidnapping/abduction,Australia,Number,163
Persons,2022,Sexual assault,New South Wales,Number,4678
Persons,2022,Sexual assault,Victoria,Number,2691
Persons,2022,Sexual assault,Queensland,Number,2592
Persons,2022,Sexual assault,Western Australia,Number,864
Persons,2022,Sexual assault,South Australia,Number,643
Persons,2022,Sexual assault,Tasmania,Number,257
Persons,2022,Sexual assault,Australian Capital Territory,Number,111
Persons,2022,Sexual assault,Northern Territory,Number,114
Persons,2022,Sexual assault,Australia,Number,11944
Persons,2023,Assault,New South Wales,Number,36317
Persons,2023,Assault,Victoria,Number,n.a.
Persons,2023,Assault,Queensland,Number,35483
Persons,2023,Assault,Western Australia,Number,27237
Persons,2023,Assault,South Australia,Number,10666
Persons,2023,Assault,Tasmania,Number,1821
Persons,2023,Assault,Australian Capital Territory,Number,1099
Persons,2023,Assault,Northern Territory,Number,7926
Persons,2023,Assault,Australia,Number,n.a.
Persons,2023,Homicide and related offences,New South Wales,Number,44
Persons,2023,Homicide and related offences,Victoria,Number,31
Persons,2023,Homicide and related offences,Queensland,Number,41
Persons,2023,Homicide and related offences,Western Australia,Number,18
Persons,2023,Homicide and related offences,South Australia,Number,12
Persons,2023,Homicide and related offences,Tasmania,Number,5
Persons,2023,Homicide and related offences,Australian Capital Territory,Number,3
Persons,2023,Homicide and related offences,Northern Territory,Number,6
Persons,2023,Homicide and related offences,Australia,Number,161
Persons,2023,Kidnapping/abduction,New South Wales,Number,96
Persons,2023,Kidnapping/abduction,Victoria,Number,34
Persons,2023,Kidnapping/abduction,Queensland,Number,10
Persons,2023,Kidnapping/abduction,Western Australia,Number,8
Persons,2023,Kidnapping/abduction,South Australia,Number,23
Persons,2023,Kidnapping/abduction,Tasmania,Number,0
Persons,2023,Kidnapping/abduction,Australian Capital Territory,Number,0
Persons,2023,Kidnapping/abduction,Northern Territory,Number,0
Persons,2023,Kidnapping/abduction,Australia,Number,169
Persons,2023,Sexual assault,New South Wales,Number,6017
Persons,2023,Sexual assault,Victoria,Number,2516
Persons,2023,Sexual assault,Queensland,Number,3359
Persons,2023,Sexual assault,Western Australia,Number,960
Persons,2023,Sexual assault,South Australia,Number,724
Persons,2023,Sexual assault,Tasmania,Number,243
Persons,2023,Sexual assault,Australian Capital Territory,Number,119
Persons,2023,Sexual assault,Northern Territory,Number,122
Persons,2023,Sexual assault,Australia,Number,14069
Persons,2024,Assault,New South Wales,Number,38722
Persons,2024,Assault,Victoria,Number,n.a.
Persons,2024,Assault,Queensland,Number,36907
Persons,2024,Assault,Western Australia,Number,30451
Persons,2024,Assault,South Australia,Number,11886
Persons,2024,Assault,Tasmania,Number,1997
Persons,2024,Assault,Australian Capital Territory,Number,1019
Persons,2024,Assault,Northern Territory,Number,7502
Persons,2024,Assault,Australia,Number,n.a.
Persons,2024,Homicide and related offences,New South Wales,Number,47
Persons,2024,Homicide and related offences,Victoria,Number,37
Persons,2024,Homicide and related offences,Queensland,Number,43
Persons,2024,Homicide and related offences,Western Australia,Number,22
Persons,2024,Homicide and related offences,South Australia,Number,11
Persons,2024,Homicide and related offences,Tasmania,Number,6
Persons,2024,Homicide and related offences,Australian Capital Territory,Number,3
Persons,2024,Homicide and related offences,Northern Territory,Number,7
Persons,2024,Homicide and related offences,Australia,Number,175
Persons,2024,Kidnapping/abduction,New South Wales,Number,77
Persons,2024,Kidnapping/abduction,Victoria,Number,49
Persons,2024,Kidnapping/abduction,Queensland,Number,6
Persons,2024,Kidnapping/abduction,Western Australia,Number,3
Persons,2024,Kidnapping/abduction,South Australia,Number,19
Persons,2024,Kidnapping/abduction,Tasmania,Number,0
Persons,2024,Kidnapping/abduction,Australian Capital Territory,Number,0
Persons,2024,Kidnapping/abduction,Northern Territory,Number,0
Persons,2024,Kidnapping/abduction,Australia,Number,160
Persons,2024,Sexual assault,New South Wales,Number,6996
Persons,2024,Sexual assault,Victoria,Number,2947
Persons,2024,Sexual assault,Queensland,Number,3940
Persons,2024,Sexual assault,Western Australia,Number,1142
Persons,2024,Sexual assault,South Australia,Number,738
Persons,2024,Sexual assault,Tasmania,Number,284
Persons,2024,Sexual assault,Australian Capital Territory,Number,160
Persons,2024,Sexual assault,Northern Territory,Number,79
Persons,2024,Sexual assault,Australia,Number,16281
Females,2014,Assault,New South Wales,Proportion (%) of total victims,65.6
Females,2014,Assault,Victoria,Proportion (%) of total victims,n.a.
Females,2014,Assault,Queensland,Proportion (%) of total victims,n.p.
Females,2014,Assault,Western Australia,Proportion (%) of total victims,75.5
Females,2014,Assault,South Australia,Proportion (%) of total victims,63.5
Females,2014,Assault,Tasmania,Proportion (%) of total victims,63.1
Females,2014,Assault,Australian Capital Territory,Proportion (%) of total victims,59.9
Females,2014,Assault,Northern Territory,Proportion (%) of total victims,76.5
Females,2014,Assault,Australia,Proportion (%) of total victims,n.a.
Females,2014,Homicide and related offences,New South Wales,Proportion (%) of total victims,64.4
Females,2014,Homicide and related offences,Victoria,Proportion (%) of total victims,47.2
Females,2014,Homicide and related offences,Queensland,Proportion (%) of total victims,55.6
Females,2014,Homicide and related offences,Western Australia,Proportion (%) of total victims,35.7
Females,2014,Homicide and related offences,South Australia,Proportion (%) of total victims,71.4
Females,2014,Homicide and related offences,Tasmania,Proportion (%) of total victims,0
Females,2014,Homicide and related offences,Australian Capital Territory,Proportion (%) of total victims,n.a.
Females,2014,Homicide and related offences,Northern Territory,Proportion (%) of total victims,100
Females,2014,Homicide and related offences,Australia,Proportion (%) of total victims,61.5
Females,2014,Kidnapping/abduction,New South Wales,Proportion (%) of total victims,24.6
Females,2014,Kidnapping/abduction,Victoria,Proportion (%) of total victims,27.5
Females,2014,Kidnapping/abduction,Queensland,Proportion (%) of total victims,16.7
Females,2014,Kidnapping/abduction,Western Australia,Proportion (%) of total victims,0
Females,2014,Kidnapping/abduction,South Australia,Proportion (%) of total victims,45.5
Females,2014,Kidnapping/abduction,Tasmania,Proportion (%) of total victims,n.a.
Females,2014,Kidnapping/abduction,Australian Capital Territory,Proportion (%) of total victims,n.a.
Females,2014,Kidnapping/abduction,Northern Territory,Proportion (%) of total victims,n.a.
Females,2014,Kidnapping/abduction,Australia,Proportion (%) of total victims,28.6
Females,2014,Sexual assault,New South Wales,Proportion (%) of total victims,37.2
Females,2014,Sexual assault,Victoria,Proportion (%) of total victims,32.8
Females,2014,Sexual assault,Queensland,Proportion (%) of total victims,30.2
Females,2014,Sexual assault,Western Australia,Proportion (%) of total victims,28.6
Females,2014,Sexual assault,South Australia,Proportion (%) of total victims,39.4
Females,2014,Sexual assault,Tasmania,Proportion (%) of total victims,38.8
Females,2014,Sexual assault,Australian Capital Territory,Proportion (%) of total victims,23.3
Females,2014,Sexual assault,Northern Territory,Proportion (%) of total victims,27.6
Females,2014,Sexual assault,Australia,Proportion (%) of total victims,33.9
Females,2015,Assault,New South Wales,Proportion (%) of total victims,67.2
Females,2015,Assault,Victoria,Proportion (%) of total victims,n.a.
Females,2015,Assault,Queensland,Proportion (%) of total victims,n.p.
Females,2015,Assault,Western Australia,Proportion (%) of total victims,77.9
Females,2015,Assault,South Australia,Proportion (%) of total victims,65.6
Females,2015,Assault,Tasmania,Proportion (%) of total victims,63.5
Females,2015,Assault,Australian Capital Territory,Proportion (%) of total victims,62.1
Females,2015,Assault,Northern Territory,Proportion (%) of total victims,75.2
Females,2015,Assault,Australia,Proportion (%) of total victims,n.a.
Females,2015,Homicide and related offences,New South Wales,Proportion (%) of total victims,65.6
Females,2015,Homicide and related offences,Victoria,Proportion (%) of total victims,70.6
Females,2015,Homicide and related offences,Queensland,Proportion (%) of total victims,64.7
Females,2015,Homicide and related offences,Western Australia,Proportion (%) of total victims,78.6
Females,2015,Homicide and related offences,South Australia,Proportion (%) of total victims,86.7
Females,2015,Homicide and related offences,Tasmania,Proportion (%) of total victims,100
Females,2015,Homicide and related offences,Australian Capital Territory,Proportion (%) of total victims,100
Females,2015,Homicide and related offences,Northern Territory,Proportion (%) of total victims,100
Females,2015,Homicide and related offences,Australia,Proportion (%) of total victims,70.3
Females,2015,Kidnapping/abduction,New South Wales,Proportion (%) of total victims,52
Females,2015,Kidnapping/abduction,Victoria,Proportion (%) of total victims,21.1
Females,2015,Kidnapping/abduction,Queensland,Proportion (%) of total victims,0
Females,2015,Kidnapping/abduction,Western Australia,Proportion (%) of total victims,27.3
Females,2015,Kidnapping/abduction,South Australia,Proportion (%) of total victims,60.4
Females,2015,Kidnapping/abduction,Tasmania,Proportion (%) of total victims,n.a.
Females,2015,Kidnapping/abduction,Australian Capital Territory,Proportion (%) of total victims,100
Females,2015,Kidnapping/abduction,Northern Territory,Proportion (%) of total victims,n.a.
Females,2015,Kidnapping/abduction,Australia,Proportion (%) of total victims,47
Females,2015,Sexual assault,New South Wales,Proportion (%) of total victims,38.3
Females,2015,Sexual assault,Victoria,Proportion (%) of total victims,37.3
Females,2015,Sexual assault,Queensland,Proportion (%) of total victims,35.4
Females,2015,Sexual assault,Western Australia,Proportion (%) of total victims,24.8
Females,2015,Sexual assault,South Australia,Proportion (%) of total victims,40.2
Females,2015,Sexual assault,Tasmania,Proportion (%) of total victims,43.6
Females,2015,Sexual assault,Australian Capital Territory,Proportion (%) of total victims,34.2
Females,2015,Sexual assault,Northern Territory,Proportion (%) of total victims,31.3
Females,2015,Sexual assault,Australia,Proportion (%) of total victims,36.2
Females,2016,Assault,New South Wales,Proportion (%) of total victims,65.9
Females,2016,Assault,Victoria,Proportion (%) of total victims,n.a.
Females,2016,Assault,Queensland,Proportion (%) of total victims,n.p.
Females,2016,Assault,Western Australia,Proportion (%) of total victims,79.3
Females,2016,Assault,South Australia,Proportion (%) of total victims,66.6
Females,2016,Assault,Tasmania,Proportion (%) of total victims,66.6
Females,2016,Assault,Australian Capital Territory,Proportion (%) of total victims,63.3
Females,2016,Assault,Northern Territory,Proportion (%) of total victims,74.3
Females,2016,Assault,Australia,Proportion (%) of total victims,n.a.
Females,2016,Homicide and related offences,New South Wales,Proportion (%) of total victims,68.8
Females,2016,Homicide and related offences,Victoria,Proportion (%) of total victims,44.4
Females,2016,Homicide and related offences,Queensland,Proportion (%) of total victims,47.2
Females,2016,Homicide and related offences,Western Australia,Proportion (%) of total victims,81
Females,2016,Homicide and related offences,South Australia,Proportion (%) of total victims,84.6
Females,2016,Homicide and related offences,Tasmania,Proportion (%) of total victims,100
Females,2016,Homicide and related offences,Australian Capital Territory,Proportion (%) of total victims,n.a.
Females,2016,Homicide and related offences,Northern Territory,Proportion (%) of total victims,n.a.
Females,2016,Homicide and related offences,Australia,Proportion (%) of total victims,56.6
Females,2016,Kidnapping/abduction,New South Wales,Proportion (%) of total victims,41.7
Females,2016,Kidnapping/abduction,Victoria,Proportion (%) of total victims,37.5
Females,2016,Kidnapping/abduction,Queensland,Proportion (%) of total victims,31.3
Females,2016,Kidnapping/abduction,Western Australia,Proportion (%) of total victims,28.6
Females,2016,Kidnapping/abduction,South Australia,Proportion (%) of total victims,60.8
Females,2016,Kidnapping/abduction,Tasmania,Proportion (%) of total victims,n.a.
Females,2016,Kidnapping/abduction,Australian Capital Territory,Proportion (%) of total victims,0
Females,2016,Kidnapping/abduction,Northern Territory,Proportion (%) of total victims,n.a.
Females,2016,Kidnapping/abduction,Australia,Proportion (%) of total victims,41.9
Females,2016,Sexual assault,New South Wales,Proportion (%) of total victims,38.3
Females,2016,Sexual assault,Victoria,Proportion (%) of total victims,39.1
Females,2016,Sexual assault,Queensland,Proportion (%) of total victims,34.5
Females,2016,Sexual assault,Western Australia,Proportion (%) of total victims,27.9
Females,2016,Sexual assault,South Australia,Proportion (%) of total victims,41.5
Females,2016,Sexual assault,Tasmania,Proportion (%) of total victims,47.3
Females,2016,Sexual assault,Australian Capital Territory,Proportion (%) of total victims,35.2
Females,2016,Sexual assault,Northern Territory,Proportion (%) of total victims,30.7
Females,2016,Sexual assault,Australia,Proportion (%) of total victims,36.8
Females,2017,Assault,New South Wales,Proportion (%) of total victims,64.5
Females,2017,Assault,Victoria,Proportion (%) of total victims,n.a.
Females,2017,Assault,Queensland,Proportion (%) of total victims,n.p.
Females,2017,Assault,Western Australia,Proportion (%) of total victims,76.8
Females,2017,Assault,South Australia,Proportion (%) of total victims,64
Females,2017,Assault,Tasmania,Proportion (%) of total victims,65
Females,2017,Assault,Australian Capital Territory,Proportion (%) of total victims,60.5
Females,2017,Assault,Northern Territory,Proportion (%) of total victims,74.7
Females,2017,Assault,Australia,Proportion (%) of total victims,n.a.
Females,2017,Homicide and related offences,New South Wales,Proportion (%) of total victims,68
Females,2017,Homicide and related offences,Victoria,Proportion (%) of total victims,39.1
Females,2017,Homicide and related offences,Queensland,Proportion (%) of total victims,54.2
Females,2017,Homicide and related offences,Western Australia,Proportion (%) of total victims,68.8
Females,2017,Homicide and related offences,South Australia,Proportion (%) of total victims,71.4
Females,2017,Homicide and related offences,Tasmania,Proportion (%) of total victims,n.a.
Females,2017,Homicide and related offences,Australian Capital Territory,Proportion (%) of total victims,0
Females,2017,Homicide and related offences,Northern Territory,Proportion (%) of total victims,100
Females,2017,Homicide and related offences,Australia,Proportion (%) of total victims,53.8
Females,2017,Kidnapping/abduction,New South Wales,Proportion (%) of total victims,54.4
Females,2017,Kidnapping/abduction,Victoria,Proportion (%) of total victims,35.5
Females,2017,Kidnapping/abduction,Queensland,Proportion (%) of total victims,29.2
Females,2017,Kidnapping/abduction,Western Australia,Proportion (%) of total victims,30
Females,2017,Kidnapping/abduction,South Australia,Proportion (%) of total victims,67.6
Females,2017,Kidnapping/abduction,Tasmania,Proportion (%) of total victims,n.a.
Females,2017,Kidnapping/abduction,Australian Capital Territory,Proportion (%) of total victims,0
Females,2017,Kidnapping/abduction,Northern Territory,Proportion (%) of total victims,n.a.
Females,2017,Kidnapping/abduction,Australia,Proportion (%) of total victims,45.8
Females,2017,Sexual assault,New South Wales,Proportion (%) of total victims,35.9
Females,2017,Sexual assault,Victoria,Proportion (%) of total victims,37
Females,2017,Sexual assault,Queensland,Proportion (%) of total victims,33.8
Females,2017,Sexual assault,Western Australia,Proportion (%) of total victims,26.8
Females,2017,Sexual assault,South Australia,Proportion (%) of total victims,42.5
Females,2017,Sexual assault,Tasmania,Proportion (%) of total victims,39.9
Females,2017,Sexual assault,Australian Capital Territory,Proportion (%) of total victims,26.4
Females,2017,Sexual assault,Northern Territory,Proportion (%) of total victims,35.4
Females,2017,Sexual assault,Australia,Proportion (%) of total victims,35.1
Females,2018,Assault,New South Wales,Proportion (%) of total victims,65.3
Females,2018,Assault,Victoria,Proportion (%) of total victims,n.a.
Females,2018,Assault,Queensland,Proportion (%) of total victims,n.p.
Females,2018,Assault,Western Australia,Proportion (%) of total victims,77
Females,2018,Assault,South Australia,Proportion (%) of total victims,64
Females,2018,Assault,Tasmania,Proportion (%) of total victims,63.7
Females,2018,Assault,Australian Capital Territory,Proportion (%) of total victims,59
Females,2018,Assault,Northern Territory,Proportion (%) of total victims,74.8
Females,2018,Assault,Australia,Proportion (%) of total victims,n.a.
Females,2018,Homicide and related offences,New South Wales,Proportion (%) of total victims,73.9
Females,2018,Homicide and related offences,Victoria,Proportion (%) of total victims,59.4
Females,2018,Homicide and related offences,Queensland,Proportion (%) of total victims,45
Females,2018,Homicide and related offences,Western Australia,Proportion (%) of total victims,59.3
Females,2018,Homicide and related offences,South Australia,Proportion (%) of total victims,36.4
Females,2018,Homicide and related offences,Tasmania,Proportion (%) of total victims,n.a.
Females,2018,Homicide and related offences,Australian Capital Territory,Proportion (%) of total victims,0
Females,2018,Homicide and related offences,Northern Territory,Proportion (%) of total victims,n.a.
Females,2018,Homicide and related offences,Australia,Proportion (%) of total victims,56.2
Females,2018,Kidnapping/abduction,New South Wales,Proportion (%) of total victims,56.9
Females,2018,Kidnapping/abduction,Victoria,Proportion (%) of total victims,33.8
Females,2018,Kidnapping/abduction,Queensland,Proportion (%) of total victims,20
Females,2018,Kidnapping/abduction,Western Australia,Proportion (%) of total victims,n.a.
Females,2018,Kidnapping/abduction,South Australia,Proportion (%) of total victims,50
Females,2018,Kidnapping/abduction,Tasmania,Proportion (%) of total victims,n.a.
Females,2018,Kidnapping/abduction,Australian Capital Territory,Proportion (%) of total victims,0
Females,2018,Kidnapping/abduction,Northern Territory,Proportion (%) of total victims,n.a.
Females,2018,Kidnapping/abduction,Australia,Proportion (%) of total victims,50.4
Females,2018,Sexual assault,New South Wales,Proportion (%) of total victims,34.9
Females,2018,Sexual assault,Victoria,Proportion (%) of total victims,38.3
Females,2018,Sexual assault,Queensland,Proportion (%) of total victims,34.4
Females,2018,Sexual assault,Western Australia,Proportion (%) of total victims,25
Females,2018,Sexual assault,South Australia,Proportion (%) of total victims,38.3
Females,2018,Sexual assault,Tasmania,Proportion (%) of total victims,44.6
Females,2018,Sexual assault,Australian Capital Territory,Proportion (%) of total victims,24.4
Females,2018,Sexual assault,Northern Territory,Proportion (%) of total victims,28.1
Females,2018,Sexual assault,Australia,Proportion (%) of total victims,34.6
Females,2019,Assault,New South Wales,Proportion (%) of total victims,65.2
Females,2019,Assault,Victoria,Proportion (%) of total victims,n.a.
Females,2019,Assault,Queensland,Proportion (%) of total victims,n.p.
Females,2019,Assault,Western Australia,Proportion (%) of total victims,77.8
Females,2019,Assault,South Australia,Proportion (%) of total victims,69
Females,2019,Assault,Tasmania,Proportion (%) of total victims,65.9
Females,2019,Assault,Australian Capital Territory,Proportion (%) of total victims,61.1
Females,2019,Assault,Northern Territory,Proportion (%) of total victims,74.4
Females,2019,Assault,Australia,Proportion (%) of total victims,n.a.
Females,2019,Homicide and related offences,New South Wales,Proportion (%) of total victims,66.7
Females,2019,Homicide and related offences,Victoria,Proportion (%) of total victims,80.6
Females,2019,Homicide and related offences,Queensland,Proportion (%) of total victims,53.8
Females,2019,Homicide and related offences,Western Australia,Proportion (%) of total victims,56.3
Females,2019,Homicide and related offences,South Australia,Proportion (%) of total victims,160
Females,2019,Homicide and related offences,Tasmania,Proportion (%) of total victims,100
Females,2019,Homicide and related offences,Australian Capital Territory,Proportion (%) of total victims,100
Females,2019,Homicide and related offences,Northern Territory,Proportion (%) of total victims,100
Females,2019,Homicide and related offences,Australia,Proportion (%) of total victims,65.6
Females,2019,Kidnapping/abduction,New South Wales,Proportion (%) of total victims,51.8
Females,2019,Kidnapping/abduction,Victoria,Proportion (%) of total victims,44.4
Females,2019,Kidnapping/abduction,Queensland,Proportion (%) of total victims,10.7
Females,2019,Kidnapping/abduction,Western Australia,Proportion (%) of total victims,0
Females,2019,Kidnapping/abduction,South Australia,Proportion (%) of total victims,47.2
Females,2019,Kidnapping/abduction,Tasmania,Proportion (%) of total victims,n.a.
Females,2019,Kidnapping/abduction,Australian Capital Territory,Proportion (%) of total victims,n.a.
Females,2019,Kidnapping/abduction,Northern Territory,Proportion (%) of total victims,n.a.
Females,2019,Kidnapping/abduction,Australia,Proportion (%) of total victims,46
Females,2019,Sexual assault,New South Wales,Proportion (%) of total victims,32.8
Females,2019,Sexual assault,Victoria,Proportion (%) of total victims,38.9
Females,2019,Sexual assault,Queensland,Proportion (%) of total victims,35
Females,2019,Sexual assault,Western Australia,Proportion (%) of total victims,28.1
Females,2019,Sexual assault,South Australia,Proportion (%) of total victims,38.4
Females,2019,Sexual assault,Tasmania,Proportion (%) of total victims,51.4
Females,2019,Sexual assault,Australian Capital Territory,Proportion (%) of total victims,36.7
Females,2019,Sexual assault,Northern Territory,Proportion (%) of total victims,22.2
Females,2019,Sexual assault,Australia,Proportion (%) of total victims,34.5
Females,2020,Assault,New South Wales,Proportion (%) of total victims,66.6
Females,2020,Assault,Victoria,Proportion (%) of total victims,n.a.
Females,2020,Assault,Queensland,Proportion (%) of total victims,n.p.
Females,2020,Assault,Western Australia,Proportion (%) of total victims,79.1
Females,2020,Assault,South Australia,Proportion (%) of total victims,69.2
Females,2020,Assault,Tasmania,Proportion (%) of total victims,64.8
Females,2020,Assault,Australian Capital Territory,Proportion (%) of total victims,62.6
Females,2020,Assault,Northern Territory,Proportion (%) of total victims,76.9
Females,2020,Assault,Australia,Proportion (%) of total victims,n.a.
Females,2020,Homicide and related offences,New South Wales,Proportion (%) of total victims,84.4
Females,2020,Homicide and related offences,Victoria,Proportion (%) of total victims,56.3
Females,2020,Homicide and related offences,Queensland,Proportion (%) of total victims,45.8
Females,2020,Homicide and related offences,Western Australia,Proportion (%) of total victims,76
Females,2020,Homicide and related offences,South Australia,Proportion (%) of total victims,90
Females,2020,Homicide and related offences,Tasmania,Proportion (%) of total victims,n.a.
Females,2020,Homicide and related offences,Australian Capital Territory,Proportion (%) of total victims,n.a.
Females,2020,Homicide and related offences,Northern Territory,Proportion (%) of total victims,100
Females,2020,Homicide and related offences,Australia,Proportion (%) of total victims,64.7
Females,2020,Kidnapping/abduction,New South Wales,Proportion (%) of total victims,43.1
Females,2020,Kidnapping/abduction,Victoria,Proportion (%) of total victims,44.7
Females,2020,Kidnapping/abduction,Queensland,Proportion (%) of total victims,42.9
Females,2020,Kidnapping/abduction,Western Australia,Proportion (%) of total victims,60
Females,2020,Kidnapping/abduction,South Australia,Proportion (%) of total victims,44.8
Females,2020,Kidnapping/abduction,Tasmania,Proportion (%) of total victims,n.a.
Females,2020,Kidnapping/abduction,Australian Capital Territory,Proportion (%) of total victims,0
Females,2020,Kidnapping/abduction,Northern Territory,Proportion (%) of total victims,n.a.
Females,2020,Kidnapping/abduction,Australia,Proportion (%) of total victims,45.6
Females,2020,Sexual assault,New South Wales,Proportion (%) of total victims,38.6
Females,2020,Sexual assault,Victoria,Proportion (%) of total victims,44.7
Females,2020,Sexual assault,Queensland,Proportion (%) of total victims,35.4
Females,2020,Sexual assault,Western Australia,Proportion (%) of total victims,27.5
Females,2020,Sexual assault,South Australia,Proportion (%) of total victims,37
Females,2020,Sexual assault,Tasmania,Proportion (%) of total victims,41.3
Females,2020,Sexual assault,Australian Capital Territory,Proportion (%) of total victims,26.4
Females,2020,Sexual assault,Northern Territory,Proportion (%) of total victims,29
Females,2020,Sexual assault,Australia,Proportion (%) of total victims,37.7
Females,2021,Assault,New South Wales,Proportion (%) of total victims,67.2
Females,2021,Assault,Victoria,Proportion (%) of total victims,n.a.
Females,2021,Assault,Queensland,Proportion (%) of total victims,n.p.
Females,2021,Assault,Western Australia,Proportion (%) of total victims,76.8
Females,2021,Assault,South Australia,Proportion (%) of total victims,66.2
Females,2021,Assault,Tasmania,Proportion (%) of total victims,63.2
Females,2021,Assault,Australian Capital Territory,Proportion (%) of total victims,61.2
Females,2021,Assault,Northern Territory,Proportion (%) of total victims,78.2
Females,2021,Assault,Australia,Proportion (%) of total victims,n.a.
