sex,year,characteristic,subcategory,location,unit,value
Females,2024,Relationship of offender to victim,Ex-partner,Northern Territory,Proportion (%),n.a.
Females,2024,Relationship of offender to victim,Parent,Northern Territory,Proportion (%),n.a.
Females,2024,Relationship of offender to victim,Other,Northern Territory,Proportion (%),n.a.
Females,2024,Setting of offence,Community location,Northern Territory,Proportion (%),34.0
Females,2024,Setting of offence,Residential location,Northern Territory,Proportion (%),46.7
Males,2024,Age at report,0–9 years at report,New South Wales,Proportion (%),7.7
Males,2024,Age at report,10–17 years at report,New South Wales,Proportion (%),13.7
Males,2024,Age at report,18–24 years at report,New South Wales,Proportion (%),13.0
Males,2024,Age at report,25–34 years at report,New South Wales,Proportion (%),19.2
Males,2024,Age at report,35–44 years at report,New South Wales,Proportion (%),17.1
Males,2024,Age at report,45–54 years at report,New South Wales,Proportion (%),14.0
Males,2024,Age at report,55–64 years at report,New South Wales,Proportion (%),8.7
Males,2024,Age at report,65 years and over at report,New South Wales,Proportion (%),6.4
Males,2024,Relationship of offender to victim,Intimate partner,New South Wales,Proportion (%),36.8
Males,2024,Relationship of offender to victim,Current partner,New South Wales,Proportion (%),29.9
Males,2024,Relationship of offender to victim,Ex-partner,New South Wales,Proportion (%),6.9
Males,2024,Relationship of offender to victim,Parent,New South Wales,Proportion (%),19.5
Males,2024,Relationship of offender to victim,Other,New South Wales,Proportion (%),42.4
Males,2024,Setting of offence,Community location,New South Wales,Proportion (%),8.2
Males,2024,Setting of offence,Residential location,New South Wales,Proportion (%),86.9
Males,2024,Age at report,0–9 years at report,Queensland,Proportion (%),4.3
Males,2024,Age at report,10–17 years at report,Queensland,Proportion (%),12.0
Males,2024,Age at report,18–24 years at report,Queensland,Proportion (%),14.8
Males,2024,Age at report,25–34 years at report,Queensland,Proportion (%),21.0
Males,2024,Age at report,35–44 years at report,Queensland,Proportion (%),19.5
Males,2024,Age at report,45–54 years at report,Queensland,Proportion (%),15.6
Males,2024,Age at report,55–64 years at report,Queensland,Proportion (%),8.2
Males,2024,Age at report,65 years and over at report,Queensland,Proportion (%),4.5
Males,2024,Relationship of offender to victim,Intimate partner,Queensland,Proportion (%),42.3
Males,2024,Relationship of offender to victim,Current partner,Queensland,Proportion (%),33.6
Males,2024,Relationship of offender to victim,Ex-partner,Queensland,Proportion (%),8.7
Males,2024,Relationship of offender to victim,Parent,Queensland,Proportion (%),15.0
Males,2024,Relationship of offender to victim,Other,Queensland,Proportion (%),35.9
Males,2024,Setting of offence,Community location,Queensland,Proportion (%),11.3
Males,2024,Setting of offence,Residential location,Queensland,Proportion (%),84.1
Males,2024,Age at report,0–9 years at report,Western Australia,Proportion (%),4.6
Males,2024,Age at report,10–17 years at report,Western Australia,Proportion (%),11.9
Males,2024,Age at report,18–24 years at report,Western Australia,Proportion (%),12.1
Males,2024,Age at report,25–34 years at report,Western Australia,Proportion (%),21.1
Males,2024,Age at report,35–44 years at report,Western Australia,Proportion (%),22.2
Males,2024,Age at report,45–54 years at report,Western Australia,Proportion (%),16.1
Males,2024,Age at report,55–64 years at report,Western Australia,Proportion (%),7.2
Males,2024,Age at report,65 years and over at report,Western Australia,Proportion (%),4.8
Males,2024,Relationship of offender to victim,Intimate partner,Western Australia,Proportion (%),n.a.
Males,2024,Relationship of offender to victim,Current partner,Western Australia,Proportion (%),n.a.
Males,2024,Relationship of offender to victim,Ex-partner,Western Australia,Proportion (%),n.a.
Males,2024,Relationship of offender to victim,Parent,Western Australia,Proportion (%),n.a.
Males,2024,Relationship of offender to victim,Other,Western Australia,Proportion (%),n.a.
Males,2024,Setting of offence,Community location,Western Australia,Proportion (%),9.4
Males,2024,Setting of offence,Residential location,Western Australia,Proportion (%),87.1
Males,2024,Age at report,0–9 years at report,South Australia,Proportion (%),3.5
Males,2024,Age at report,10–17 years at report,South Australia,Proportion (%),9.1
Males,2024,Age at report,18–24 years at report,South Australia,Proportion (%),11.5
Males,2024,Age at report,25–34 years at report,South Australia,Proportion (%),18.8
Males,2024,Age at report,35–44 years at report,South Australia,Proportion (%),23.0
Males,2024,Age at report,45–54 years at report,South Australia,Proportion (%),15.7
Males,2024,Age at report,55–64 years at report,South Australia,Proportion (%),11.5
Males,2024,Age at report,65 years and over at report,South Australia,Proportion (%),6.7
Males,2024,Relationship of offender to victim,Intimate partner,South Australia,Proportion (%),46.3
Males,2024,Relationship of offender to victim,Current partner,South Australia,Proportion (%),29.6
Males,2024,Relationship of offender to victim,Ex-partner,South Australia,Proportion (%),16.8
Males,2024,Relationship of offender to victim,Parent,South Australia,Proportion (%),21.5
Males,2024,Relationship of offender to victim,Other,South Australia,Proportion (%),31.9
Males,2024,Setting of offence,Community location,South Australia,Proportion (%),15.4
Males,2024,Setting of offence,Residential location,South Australia,Proportion (%),81.9
Males,2024,Age at report,0–9 years at report,Tasmania,Proportion (%),4.3
Males,2024,Age at report,10–17 years at report,Tasmania,Proportion (%),8.7
Males,2024,Age at report,18–24 years at report,Tasmania,Proportion (%),13.8
Males,2024,Age at report,25–34 years at report,Tasmania,Proportion (%),24.5
Males,2024,Age at report,35–44 years at report,Tasmania,Proportion (%),20.4
Males,2024,Age at report,45–54 years at report,Tasmania,Proportion (%),15.1
Males,2024,Age at report,55–64 years at report,Tasmania,Proportion (%),7.9
Males,2024,Age at report,65 years and over at report,Tasmania,Proportion (%),4.7
Males,2024,Relationship of offender to victim,Intimate partner,Tasmania,Proportion (%),71.5
Males,2024,Relationship of offender to victim,Current partner,Tasmania,Proportion (%),43.2
Males,2024,Relationship of offender to victim,Ex-partner,Tasmania,Proportion (%),30.0
Males,2024,Relationship of offender to victim,Parent,Tasmania,Proportion (%),10.6
Males,2024,Relationship of offender to victim,Other,Tasmania,Proportion (%),16.8
Males,2024,Setting of offence,Community location,Tasmania,Proportion (%),13.4
Males,2024,Setting of offence,Residential location,Tasmania,Proportion (%),82.1
Males,2024,Age at report,0–9 years at report,Australian Capital Territory,Proportion (%),12.3
Males,2024,Age at report,10–17 years at report,Australian Capital Territory,Proportion (%),12.9
Males,2024,Age at report,18–24 years at report,Australian Capital Territory,Proportion (%),11.7
Males,2024,Age at report,25–34 years at report,Australian Capital Territory,Proportion (%),11.3
Males,2024,Age at report,35–44 years at report,Australian Capital Territory,Proportion (%),17.8
Males,2024,Age at report,45–54 years at report,Australian Capital Territory,Proportion (%),16.2
Males,2024,Age at report,55–64 years at report,Australian Capital Territory,Proportion (%),8.4
Males,2024,Age at report,65 years and over at report,Australian Capital Territory,Proportion (%),3.9
Males,2024,Relationship of offender to victim,Intimate partner,Australian Capital Territory,Proportion (%),35.9
Males,2024,Relationship of offender to victim,Current partner,Australian Capital Territory,Proportion (%),25.2
Males,2024,Relationship of offender to victim,Ex-partner,Australian Capital Territory,Proportion (%),11.3
Males,2024,Relationship of offender to victim,Parent,Australian Capital Territory,Proportion (%),22.7
Males,2024,Relationship of offender to victim,Other,Australian Capital Territory,Proportion (%),38.2
Males,2024,Setting of offence,Community location,Australian Capital Territory,Proportion (%),9.7
Males,2024,Setting of offence,Residential location,Australian Capital Territory,Proportion (%),85.1
Males,2024,Age at report,0–9 years at report,Northern Territory,Proportion (%),2.8
Males,2024,Age at report,10–17 years at report,Northern Territory,Proportion (%),6.5
Males,2024,Age at report,18–24 years at report,Northern Territory,Proportion (%),13.7
Males,2024,Age at report,25–34 years at report,Northern Territory,Proportion (%),26.9
Males,2024,Age at report,35–44 years at report,Northern Territory,Proportion (%),23.6
Males,2024,Age at report,45–54 years at report,Northern Territory,Proportion (%),16.2
Males,2024,Age at report,55–64 years at report,Northern Territory,Proportion (%),7.3
Males,2024,Age at report,65 years and over at report,Northern Territory,Proportion (%),2.6
Males,2024,Relationship of offender to victim,Intimate partner,Northern Territory,Proportion (%),n.a.
Males,2024,Relationship of offender to victim,Current partner,Northern Territory,Proportion (%),n.a.
Males,2024,Relationship of offender to victim,Ex-partner,Northern Territory,Proportion (%),n.a.
Males,2024,Relationship of offender to victim,Parent,Northern Territory,Proportion (%),n.a.
Males,2024,Relationship of offender to victim,Other,Northern Territory,Proportion (%),n.a.
Males,2024,Setting of offence,Community location,Northern Territory,Proportion (%),31.3
Males,2024,Setting of offence,Residential location,Northern Territory,Proportion (%),48.8
Persons,2024,Age at report,0–9 years at report,New South Wales,Proportion (%),4.6
Persons,2024,Age at report,10–17 years at report,New South Wales,Proportion (%),11.2
Persons,2024,Age at report,18–24 years at report,New South Wales,Proportion (%),14.4
Persons,2024,Age at report,25–34 years at report,New South Wales,Proportion (%),23.0
Persons,2024,Age at report,35–44 years at report,New South Wales,Proportion (%),20.5
Persons,2024,Age at report,45–54 years at report,New South Wales,Proportion (%),13.8
Persons,2024,Age at report,55–64 years at report,New South Wales,Proportion (%),7.0
Persons,2024,Age at report,65 years and over at report,New South Wales,Proportion (%),5.2
Persons,2024,Relationship of offender to victim,Intimate partner,New South Wales,Proportion (%),51.4
Persons,2024,Relationship of offender to victim,Current partner,New South Wales,Proportion (%),41.5
Persons,2024,Relationship of offender to victim,Ex-partner,New South Wales,Proportion (%),9.9
Persons,2024,Relationship of offender to victim,Parent,New South Wales,Proportion (%),14.7
Persons,2024,Relationship of offender to victim,Other,New South Wales,Proportion (%),33.2
Persons,2024,Setting of offence,Community location,New South Wales,Proportion (%),8.3
Persons,2024,Setting of offence,Residential location,New South Wales,Proportion (%),87.1
Persons,2024,Age at report,0–9 years at report,Queensland,Proportion (%),2.3
Persons,2024,Age at report,10–17 years at report,Queensland,Proportion (%),9.8
Persons,2024,Age at report,18–24 years at report,Queensland,Proportion (%),16.9
Persons,2024,Age at report,25–34 years at report,Queensland,Proportion (%),25.1
Persons,2024,Age at report,35–44 years at report,Queensland,Proportion (%),21.9
Persons,2024,Age at report,45–54 years at report,Queensland,Proportion (%),14.6
Persons,2024,Age at report,55–64 years at report,Queensland,Proportion (%),6.1
Persons,2024,Age at report,65 years and over at report,Queensland,Proportion (%),3.2
Persons,2024,Relationship of offender to victim,Intimate partner,Queensland,Proportion (%),53.7
Persons,2024,Relationship of offender to victim,Current partner,Queensland,Proportion (%),42.4
Persons,2024,Relationship of offender to victim,Ex-partner,Queensland,Proportion (%),11.2
Persons,2024,Relationship of offender to victim,Parent,Queensland,Proportion (%),11.0
Persons,2024,Relationship of offender to victim,Other,Queensland,Proportion (%),29.7
Persons,2024,Setting of offence,Community location,Queensland,Proportion (%),11.9
Persons,2024,Setting of offence,Residential location,Queensland,Proportion (%),83.5
Persons,2024,Age at report,0–9 years at report,Western Australia,Proportion (%),2.2
Persons,2024,Age at report,10–17 years at report,Western Australia,Proportion (%),9.1
Persons,2024,Age at report,18–24 years at report,Western Australia,Proportion (%),15.7
Persons,2024,Age at report,25–34 years at report,Western Australia,Proportion (%),26.7
Persons,2024,Age at report,35–44 years at report,Western Australia,Proportion (%),24.3
Persons,2024,Age at report,45–54 years at report,Western Australia,Proportion (%),13.9
Persons,2024,Age at report,55–64 years at report,Western Australia,Proportion (%),5.2
Persons,2024,Age at report,65 years and over at report,Western Australia,Proportion (%),2.9
Persons,2024,Relationship of offender to victim,Intimate partner,Western Australia,Proportion (%),n.a.
Persons,2024,Relationship of offender to victim,Current partner,Western Australia,Proportion (%),n.a.
Persons,2024,Relationship of offender to victim,Ex-partner,Western Australia,Proportion (%),n.a.
Persons,2024,Relationship of offender to victim,Parent,Western Australia,Proportion (%),n.a.
Persons,2024,Relationship of offender to victim,Other,Western Australia,Proportion (%),n.a.
Persons,2024,Setting of offence,Community location,Western Australia,Proportion (%),10.4
Persons,2024,Setting of offence,Residential location,Western Australia,Proportion (%),85.9
Persons,2024,Age at report,0–9 years at report,South Australia,Proportion (%),1.8
Persons,2024,Age at report,10–17 years at report,South Australia,Proportion (%),6.7
Persons,2024,Age at report,18–24 years at report,South Australia,Proportion (%),12.8
Persons,2024,Age at report,25–34 years at report,South Australia,Proportion (%),24.5
Persons,2024,Age at report,35–44 years at report,South Australia,Proportion (%),26.4
Persons,2024,Age at report,45–54 years at report,South Australia,Proportion (%),15.3
Persons,2024,Age at report,55–64 years at report,South Australia,Proportion (%),7.7
Persons,2024,Age at report,65 years and over at report,South Australia,Proportion (%),4.8
Persons,2024,Relationship of offender to victim,Intimate partner,South Australia,Proportion (%),60.6
Persons,2024,Relationship of offender to victim,Current partner,South Australia,Proportion (%),38.7
Persons,2024,Relationship of offender to victim,Ex-partner,South Australia,Proportion (%),21.8
Persons,2024,Relationship of offender to victim,Parent,South Australia,Proportion (%),16.9
Persons,2024,Relationship of offender to victim,Other,South Australia,Proportion (%),22.3
Persons,2024,Setting of offence,Community location,South Australia,Proportion (%),15.0
Persons,2024,Setting of offence,Residential location,South Australia,Proportion (%),82.4
Persons,2024,Age at report,0–9 years at report,Tasmania,Proportion (%),2.7
Persons,2024,Age at report,10–17 years at report,Tasmania,Proportion (%),6.8
Persons,2024,Age at report,18–24 years at report,Tasmania,Proportion (%),16.5
Persons,2024,Age at report,25–34 years at report,Tasmania,Proportion (%),30.1
Persons,2024,Age at report,35–44 years at report,Tasmania,Proportion (%),23.0
Persons,2024,Age at report,45–54 years at report,Tasmania,Proportion (%),12.0
Persons,2024,Age at report,55–64 years at report,Tasmania,Proportion (%),5.2
Persons,2024,Age at report,65 years and over at report,Tasmania,Proportion (%),3.1
Persons,2024,Relationship of offender to victim,Intimate partner,Tasmania,Proportion (%),80.5
Persons,2024,Relationship of offender to victim,Current partner,Tasmania,Proportion (%),47.0
Persons,2024,Relationship of offender to victim,Ex-partner,Tasmania,Proportion (%),33.8
Persons,2024,Relationship of offender to victim,Parent,Tasmania,Proportion (%),6.7
Persons,2024,Relationship of offender to victim,Other,Tasmania,Proportion (%),12.7
Persons,2024,Setting of offence,Community location,Tasmania,Proportion (%),11.6
Persons,2024,Setting of offence,Residential location,Tasmania,Proportion (%),83.8
Persons,2024,Age at report,0–9 years at report,Australian Capital Territory,Proportion (%),5.3
Persons,2024,Age at report,10–17 years at report,Australian Capital Territory,Proportion (%),10.8
Persons,2024,Age at report,18–24 years at report,Australian Capital Territory,Proportion (%),12.7
Persons,2024,Age at report,25–34 years at report,Australian Capital Territory,Proportion (%),22.0
Persons,2024,Age at report,35–44 years at report,Australian Capital Territory,Proportion (%),22.8
Persons,2024,Age at report,45–54 years at report,Australian Capital Territory,Proportion (%),12.7
Persons,2024,Age at report,55–64 years at report,Australian Capital Territory,Proportion (%),6.6
Persons,2024,Age at report,65 years and over at report,Australian Capital Territory,Proportion (%),4.6
Persons,2024,Relationship of offender to victim,Intimate partner,Australian Capital Territory,Proportion (%),53.4
Persons,2024,Relationship of offender to victim,Current partner,Australian Capital Territory,Proportion (%),38.9
Persons,2024,Relationship of offender to victim,Ex-partner,Australian Capital Territory,Proportion (%),14.2
Persons,2024,Relationship of offender to victim,Parent,Australian Capital Territory,Proportion (%),14.8
Persons,2024,Relationship of offender to victim,Other,Australian Capital Territory,Proportion (%),27.7
Persons,2024,Setting of offence,Community location,Australian Capital Territory,Proportion (%),11.9
Persons,2024,Setting of offence,Residential location,Australian Capital Territory,Proportion (%),84.7
Persons,2024,Age at report,0–9 years at report,Northern Territory,Proportion (%),1.3
Persons,2024,Age at report,10–17 years at report,Northern Territory,Proportion (%),6.1
Persons,2024,Age at report,18–24 years at report,Northern Territory,Proportion (%),19.4
Persons,2024,Age at report,25–34 years at report,Northern Territory,Proportion (%),30.5
Persons,2024,Age at report,35–44 years at report,Northern Territory,Proportion (%),23.9
Persons,2024,Age at report,45–54 years at report,Northern Territory,Proportion (%),12.9
Persons,2024,Age at report,55–64 years at report,Northern Territory,Proportion (%),4.7
Persons,2024,Age at report,65 years and over at report,Northern Territory,Proportion (%),1.3
Persons,2024,Relationship of offender to victim,Intimate partner,Northern Territory,Proportion (%),n.a.
Persons,2024,Relationship of offender to victim,Current partner,Northern Territory,Proportion (%),n.a.
Persons,2024,Relationship of offender to victim,Ex-partner,Northern Territory,Proportion (%),n.a.
Persons,2024,Relationship of offender to victim,Parent,Northern Territory,Proportion (%),n.a.
Persons,2024,Relationship of offender to victim,Other,Northern Territory,Proportion (%),n.a.
Persons,2024,Setting of offence,Community location,Northern Territory,Proportion (%),33.5
Persons,2024,Setting of offence,Residential location,Northern Territory,Proportion (%),47.0
