st_code,st_name,lga_code,lga_name,financial_year,births,deaths,natural_increase,internal_arrivals,internal_departures,net_internal_migration,overseas_arrivals,overseas_departures,net_overseas_migration
1,New South Wales,15650,Muswellbrook,2021-22,219,96,123,1696,1769,-73,110,50,60
1,New South Wales,15650,Muswellbrook,2022-23,239,136,103,1419,1395,24,147,40,107
1,New South Wales,15650,Muswellbrook,2023-24,221,120,101,1236,1382,-146,127,45,82
1,New South Wales,15650,Muswellbrook,2024-25,213,136,77,1183,1310,-127,110,51,59
1,New South Wales,15700,Nambucca Valley,2021-22,197,257,-60,1944,1645,299,64,30,34
1,New South Wales,15700,Nambucca Valley,2022-23,212,277,-65,1500,1325,175,86,25,61
1,New South Wales,15700,Nambucca Valley,2023-24,185,284,-99,1518,1246,272,76,25,51
1,New South Wales,15700,Nambucca Valley,2024-25,203,259,-56,1395,1185,210,63,30,33
1,New South Wales,15750,Narrabri,2021-22,205,132,73,936,1073,-137,40,18,22
1,New South Wales,15750,Narrabri,2022-23,179,116,63,820,898,-78,53,15,38
1,New South Wales,15750,Narrabri,2023-24,193,130,63,742,782,-40,45,15,30
1,New South Wales,15750,Narrabri,2024-25,146,124,22,632,720,-88,39,18,21
1,New South Wales,15800,Narrandera,2021-22,63,63,0,464,462,2,31,15,16
1,New South Wales,15800,Narrandera,2022-23,66,93,-27,363,387,-24,42,12,30
1,New South Wales,15800,Narrandera,2023-24,67,82,-15,352,351,1,36,12,24
1,New South Wales,15800,Narrandera,2024-25,66,71,-5,348,339,9,31,14,17
1,New South Wales,15850,Narromine,2021-22,102,66,36,450,510,-60,18,9,9
1,New South Wales,15850,Narromine,2022-23,100,65,35,400,445,-45,25,7,18
1,New South Wales,15850,Narromine,2023-24,89,62,27,405,458,-53,22,7,15
1,New South Wales,15850,Narromine,2024-25,97,62,35,390,445,-55,19,9,10
1,New South Wales,15900,Newcastle,2021-22,2018,1547,471,14912,14502,410,2704,1244,1460
1,New South Wales,15900,Newcastle,2022-23,1852,1623,229,11827,11998,-171,3632,983,2649
1,New South Wales,15900,Newcastle,2023-24,1922,1558,364,11996,11920,76,3184,1117,2067
1,New South Wales,15900,Newcastle,2024-25,1931,1497,434,11385,11570,-185,2953,1255,1698
1,New South Wales,15950,North Sydney,2021-22,981,311,670,7772,9310,-1538,3038,2055,983
1,New South Wales,15950,North Sydney,2022-23,806,284,522,6078,6989,-911,4994,1925,3069
1,New South Wales,15950,North Sydney,2023-24,767,300,467,5872,7637,-1765,4325,2203,2122
1,New South Wales,15950,North Sydney,2024-25,746,269,477,5475,6601,-1126,3736,2472,1264
1,New South Wales,15990,Northern Beaches,2021-22,3085,1881,1204,12414,16624,-4210,5547,3157,2390
1,New South Wales,15990,Northern Beaches,2022-23,2527,1869,658,9822,12170,-2348,8959,2712,6247
1,New South Wales,15990,Northern Beaches,2023-24,2444,1783,661,9394,12314,-2920,8096,3105,4991
1,New South Wales,15990,Northern Beaches,2024-25,2488,1796,692,8184,10784,-2600,6810,3486,3324
1,New South Wales,16100,Oberon,2021-22,64,54,10,448,444,4,17,8,9
1,New South Wales,16100,Oberon,2022-23,54,63,-9,415,418,-3,24,7,17
1,New South Wales,16100,Oberon,2023-24,55,58,-3,352,370,-18,22,7,15
1,New South Wales,16100,Oberon,2024-25,57,55,2,324,330,-6,18,8,10
1,New South Wales,16150,Orange,2021-22,645,376,269,3075,3200,-125,323,150,173
1,New South Wales,16150,Orange,2022-23,588,393,195,2516,2759,-243,433,117,316
1,New South Wales,16150,Orange,2023-24,571,407,164,2531,2567,-36,396,131,265
1,New South Wales,16150,Orange,2024-25,595,400,195,2290,2395,-105,324,152,172
1,New South Wales,16200,Parkes,2021-22,186,146,40,998,1162,-164,59,26,33
1,New South Wales,16200,Parkes,2022-23,168,165,3,852,1002,-150,79,20,59
1,New South Wales,16200,Parkes,2023-24,177,158,19,872,973,-101,68,24,44
1,New South Wales,16200,Parkes,2024-25,187,161,26,796,914,-118,60,27,33
1,New South Wales,16260,Parramatta,2021-22,3392,1258,2134,22547,26953,-4406,10211,5459,4752
1,New South Wales,16260,Parramatta,2022-23,3003,1219,1784,17173,22690,-5517,17365,4934,12431
1,New South Wales,16260,Parramatta,2023-24,2981,1195,1786,18233,23684,-5451,15017,5651,9366
1,New South Wales,16260,Parramatta,2024-25,3196,1172,2024,16577,21144,-4567,12502,6351,6151
1,New South Wales,16350,Penrith,2021-22,3388,1315,2073,15054,16042,-988,1737,792,945
1,New South Wales,16350,Penrith,2022-23,3057,1316,1741,12311,12874,-563,2934,626,2308
1,New South Wales,16350,Penrith,2023-24,3140,1254,1886,13433,12988,445,2569,717,1852
1,New South Wales,16350,Penrith,2024-25,3088,1392,1696,12278,12543,-265,2140,808,1332
1,New South Wales,16380,Port Macquarie-Hastings,2021-22,841,1067,-226,6797,4976,1821,479,220,259
1,New South Wales,16380,Port Macquarie-Hastings,2022-23,706,1083,-377,5490,4266,1224,645,174,471
1,New South Wales,16380,Port Macquarie-Hastings,2023-24,789,1094,-305,5437,4237,1200,558,199,359
1,New South Wales,16380,Port Macquarie-Hastings,2024-25,786,1074,-288,5177,3780,1397,481,222,259
1,New South Wales,16400,Port Stephens,2021-22,713,653,60,7095,5930,1165,476,217,259
1,New South Wales,16400,Port Stephens,2022-23,706,667,39,5659,5100,559,641,174,467
1,New South Wales,16400,Port Stephens,2023-24,679,679,0,5738,4925,813,554,196,358
1,New South Wales,16400,Port Stephens,2024-25,697,649,48,5359,4643,716,479,221,258
1,New South Wales,16490,Queanbeyan-Palerang,2021-22,925,321,604,4798,4986,-188,714,336,378
1,New South Wales,16490,Queanbeyan-Palerang,2022-23,961,358,603,4545,4874,-329,934,265,669
1,New South Wales,16490,Queanbeyan-Palerang,2023-24,933,331,602,4866,4540,326,844,304,540
1,New South Wales,16490,Queanbeyan-Palerang,2024-25,898,353,545,4656,4555,101,716,338,378
1,New South Wales,16550,Randwick,2021-22,1760,974,786,10906,13864,-2958,7175,4147,3028
1,New South Wales,16550,Randwick,2022-23,1512,940,572,8051,11117,-3066,12333,3756,8577
1,New South Wales,16550,Randwick,2023-24,1432,908,524,7283,11085,-3802,10147,4295,5852
1,New South Wales,16550,Randwick,2024-25,1413,866,547,6976,9722,-2746,8780,4829,3951
1,New South Wales,16610,Richmond Valley,2021-22,266,256,10,1981,1866,115,95,45,50
1,New South Wales,16610,Richmond Valley,2022-23,266,246,20,1469,1586,-117,130,34,96
1,New South Wales,16610,Richmond Valley,2023-24,263,223,40,1718,1631,87,111,39,72
1,New South Wales,16610,Richmond Valley,2024-25,285,244,41,1479,1496,-17,97,45,52
1,New South Wales,16700,Ryde,2021-22,1513,738,775,11153,12420,-1267,4980,2875,2105
1,New South Wales,16700,Ryde,2022-23,1372,770,602,8464,10288,-1824,8421,2637,5784
1,New South Wales,16700,Ryde,2023-24,1286,710,576,9045,10699,-1654,7336,3020,4316
1,New South Wales,16700,Ryde,2024-25,1449,686,763,8556,9549,-993,6089,3392,2697
1,New South Wales,16900,Shellharbour,2021-22,993,614,379,5889,4560,1329,410,189,221
1,New South Wales,16900,Shellharbour,2022-23,1018,638,380,4677,4067,610,547,148,399
1,New South Wales,16900,Shellharbour,2023-24,944,628,316,5162,3922,1240,472,169,303
1,New South Wales,16900,Shellharbour,2024-25,1026,623,403,4905,3967,938,408,190,218
1,New South Wales,16950,Shoalhaven,2021-22,1179,1187,-8,7979,7062,917,588,272,316
1,New South Wales,16950,Shoalhaven,2022-23,1070,1267,-197,6005,6120,-115,792,215,577
1,New South Wales,16950,Shoalhaven,2023-24,1059,1270,-211,6579,5871,708,685,241,444
1,New South Wales,16950,Shoalhaven,2024-25,994,1242,-248,5903,5201,702,591,271,320
1,New South Wales,17000,Singleton,2021-22,318,163,155,2506,2304,202,137,64,73
1,New South Wales,17000,Singleton,2022-23,316,176,140,1948,2005,-57,183,49,134
1,New South Wales,17000,Singleton,2023-24,299,177,122,2026,1942,84,157,57,100
1,New South Wales,17000,Singleton,2024-25,295,169,126,1855,1913,-58,158,63,95
1,New South Wales,17040,Snowy Monaro,2021-22,206,179,27,1714,1697,17,235,108,127
1,New South Wales,17040,Snowy Monaro,2022-23,200,166,34,1377,1337,40,317,86,231
1,New South Wales,17040,Snowy Monaro,2023-24,214,150,64,1374,1452,-78,274,98,176
1,New South Wales,17040,Snowy Monaro,2024-25,193,162,31,1215,1282,-67,236,109,127
1,New South Wales,17080,Snowy Valleys,2021-22,161,152,9,1008,975,33,86,40,46
1,New South Wales,17080,Snowy Valleys,2022-23,156,181,-25,816,866,-50,114,30,84
1,New South Wales,17080,Snowy Valleys,2023-24,138,147,-9,820,822,-2,98,35,63
1,New South Wales,17080,Snowy Valleys,2024-25,133,152,-19,665,682,-17,85,40,45
1,New South Wales,17100,Strathfield,2021-22,536,200,336,3916,4970,-1054,2182,1118,1064
1,New South Wales,17100,Strathfield,2022-23,506,219,287,3102,4329,-1227,3693,1162,2531
1,New South Wales,17100,Strathfield,2023-24,441,176,265,3234,4624,-1390,3096,1334,1762
1,New South Wales,17100,Strathfield,2024-25,556,169,387,3095,4021,-926,2719,1514,1205
1,New South Wales,17150,Sutherland,2021-22,2733,1742,991,11370,12313,-943,2135,992,1143
1,New South Wales,17150,Sutherland,2022-23,2544,1805,739,9109,9480,-371,3514,792,2722
1,New South Wales,17150,Sutherland,2023-24,2454,1694,760,10116,9543,573,3108,904,2204
1,New South Wales,17150,Sutherland,2024-25,2521,1737,784,9105,8985,120,2628,1017,1611
1,New South Wales,17200,Sydney,2021-22,2215,804,1411,21853,25193,-3340,17072,10890,6182
1,New South Wales,17200,Sydney,2022-23,1897,821,1076,15291,21781,-6490,28731,10375,18356
1,New South Wales,17200,Sydney,2023-24,1773,795,978,13896,21847,-7951,24511,11879,12632
1,New South Wales,17200,Sydney,2024-25,1770,870,900,14468,18433,-3965,20649,13344,7305
1,New South Wales,17310,Tamworth,2021-22,850,571,279,4316,3878,438,531,243,288
1,New South Wales,17310,Tamworth,2022-23,868,571,297,3377,3493,-116,710,193,517
1,New South Wales,17310,Tamworth,2023-24,838,549,289,3433,3440,-7,617,217,400
1,New South Wales,17310,Tamworth,2024-25,833,591,242,2964,3143,-179,530,245,285
1,New South Wales,17350,Temora,2021-22,79,68,11,374,401,-27,20,9,11
1,New South Wales,17350,Temora,2022-23,74,61,13,330,317,13,26,7,19
1,New South Wales,17350,Temora,2023-24,65,82,-17,286,278,8,23,7,16
1,New South Wales,17350,Temora,2024-25,71,92,-21,263,262,1,19,9,10
1,New South Wales,17400,Tenterfield,2021-22,78,104,-26,619,501,118,26,12,14
1,New South Wales,17400,Tenterfield,2022-23,70,96,-26,529,429,100,34,10,24
1,New South Wales,17400,Tenterfield,2023-24,61,69,-8,529,425,104,30,10,20
1,New South Wales,17400,Tenterfield,2024-25,68,83,-15,494,424,70,25,12,13
1,New South Wales,17420,The Hills,2021-22,1973,844,1129,18355,14088,4267,3204,1708,1496
1,New South Wales,17420,The Hills,2022-23,1866,923,943,15084,11451,3633,5551,1481,4070
1,New South Wales,17420,The Hills,2023-24,1952,896,1056,15278,11692,3586,4678,1695,2983
1,New South Wales,17420,The Hills,2024-25,1935,894,1041,14907,11132,3775,3939,1903,2036
1,New South Wales,17550,Tweed,2021-22,979,1074,-95,7543,6616,927,783,358,425
1,New South Wales,17550,Tweed,2022-23,953,1171,-218,6083,5657,426,1062,283,779
1,New South Wales,17550,Tweed,2023-24,924,1041,-117,6118,5716,402,907,324,583
1,New South Wales,17550,Tweed,2024-25,944,1075,-131,5820,5393,427,785,365,420
1,New South Wales,17620,Upper Hunter,2021-22,179,142,37,1182,1224,-42,106,49,57
1,New South Wales,17620,Upper Hunter,2022-23,168,151,17,836,913,-77,140,39,101
1,New South Wales,17620,Upper Hunter,2023-24,143,110,33,886,917,-31,113,43,70
1,New South Wales,17620,Upper Hunter,2024-25,152,158,-6,795,854,-59,115,48,67
1,New South Wales,17640,Upper Lachlan,2021-22,79,82,-3,673,619,54,33,15,18
1,New South Wales,17640,Upper Lachlan,2022-23,85,94,-9,543,402,141,43,12,31
1,New South Wales,17640,Upper Lachlan,2023-24,66,85,-19,606,425,181,42,15,27
1,New South Wales,17640,Upper Lachlan,2024-25,83,85,-2,547,473,74,33,15,18
1,New South Wales,17650,Uralla,2021-22,61,65,-4,555,547,8,28,13,15
1,New South Wales,17650,Uralla,2022-23,68,61,7,554,524,30,36,11,25
1,New South Wales,17650,Uralla,2023-24,57,63,-6,473,443,30,32,11,21
1,New South Wales,17650,Uralla,2024-25,59,58,1,472,426,46,27,13,14
1,New South Wales,17750,Wagga Wagga,2021-22,1065,488,577,4743,4993,-250,593,282,311
1,New South Wales,17750,Wagga Wagga,2022-23,962,511,451,3971,4653,-682,772,209,563
1,New South Wales,17750,Wagga Wagga,2023-24,923,549,374,4044,4595,-551,663,241,422
1,New South Wales,17750,Wagga Wagga,2024-25,945,499,446,3737,4491,-754,577,267,310
1,New South Wales,17850,Walcha,2021-22,29,28,1,208,219,-11,7,3,4
1,New South Wales,17850,Walcha,2022-23,39,55,-16,166,202,-36,10,3,7
1,New South Wales,17850,Walcha,2023-24,19,33,-14,203,165,38,8,3,5
1,New South Wales,17850,Walcha,2024-25,24,29,-5,135,142,-7,7,3,4
1,New South Wales,17900,Walgett,2021-22,91,66,25,475,562,-87,17,9,8
1,New South Wales,17900,Walgett,2022-23,91,51,40,370,423,-53,24,7,17
1,New South Wales,17900,Walgett,2023-24,94,72,22,402,459,-57,21,7,14
1,New South Wales,17900,Walgett,2024-25,109,86,23,312,424,-112,18,9,9
1,New South Wales,17950,Warren,2021-22,50,33,17,220,252,-32,13,6,7
1,New South Wales,17950,Warren,2022-23,38,36,2,193,197,-4,15,5,10
1,New South Wales,17950,Warren,2023-24,27,29,-2,172,174,-2,14,5,9
1,New South Wales,17950,Warren,2024-25,36,20,16,171,178,-7,14,6,8
1,New South Wales,18020,Warrumbungle,2021-22,89,115,-26,689,682,7,38,17,21
1,New South Wales,18020,Warrumbungle,2022-23,96,120,-24,517,536,-19,49,14,35
1,New South Wales,18020,Warrumbungle,2023-24,99,110,-11,538,528,10,43,17,26
1,New South Wales,18020,Warrumbungle,2024-25,81,131,-50,524,523,1,38,18,20
1,New South Wales,18050,Waverley,2021-22,991,358,633,5659,7302,-1643,3306,2175,1131
1,New South Wales,18050,Waverley,2022-23,785,318,467,3967,5559,-1592,5296,2091,3205
1,New South Wales,18050,Waverley,2023-24,816,343,473,3822,5331,-1509,4772,2393,2379
1,New South Wales,18050,Waverley,2024-25,788,283,505,3553,5032,-1479,4068,2690,1378
1,New South Wales,18100,Weddin,2021-22,27,31,-4,255,246,9,27,12,15
1,New South Wales,18100,Weddin,2022-23,33,53,-20,167,168,-1,33,10,23
1,New South Wales,18100,Weddin,2023-24,33,52,-19,169,184,-15,30,10,20
1,New South Wales,18100,Weddin,2024-25,30,43,-13,168,211,-43,26,12,14
1,New South Wales,18200,Wentworth,2021-22,111,64,47,544,441,103,25,3,22
1,New South Wales,18200,Wentworth,2022-23,85,75,10,472,394,78,31,16,15
1,New South Wales,18200,Wentworth,2023-24,106,55,51,496,444,52,50,16,34
1,New South Wales,18200,Wentworth,2024-25,100,51,49,447,438,9,41,19,22
1,New South Wales,18250,Willoughby,2021-22,723,491,232,6351,8184,-1833,3574,2357,1217
1,New South Wales,18250,Willoughby,2022-23,561,453,108,4818,6165,-1347,5866,2223,3643
1,New South Wales,18250,Willoughby,2023-24,550,422,128,5387,6470,-1083,5136,2534,2602
1,New South Wales,18250,Willoughby,2024-25,595,370,225,4892,5864,-972,4395,2839,1556
1,New South Wales,18350,Wingecarribee,2021-22,505,515,-10,3734,3601,133,447,212,235
1,New South Wales,18350,Wingecarribee,2022-23,478,556,-78,2833,2923,-90,599,163,436
1,New South Wales,18350,Wingecarribee,2023-24,473,542,-69,3093,2961,132,517,185,332
1,New South Wales,18350,Wingecarribee,2024-25,465,531,-66,2801,2646,155,448,207,241
1,New South Wales,18400,Wollondilly,2021-22,788,307,481,5200,4147,1053,195,89,106
1,New South Wales,18400,Wollondilly,2022-23,803,317,486,4066,3149,917,420,72,348
1,New South Wales,18400,Wollondilly,2023-24,837,318,519,4504,3085,1419,315,81,234
1,New South Wales,18400,Wollondilly,2024-25,872,317,555,4802,3186,1616,243,93,150
1,New South Wales,18450,Wollongong,2021-22,2556,1872,684,12523,12650,-127,2904,1326,1578
1,New South Wales,18450,Wollongong,2022-23,2355,1890,465,9142,9857,-715,3961,1049,2912
1,New South Wales,18450,Wollongong,2023-24,2337,1805,532,9734,9930,-196,3572,1201,2371
1,New South Wales,18450,Wollongong,2024-25,2361,1799,562,8904,9016,-112,3022,1349,1673
1,New South Wales,18500,Woollahra,2021-22,596,352,244,5073,6252,-1179,2010,1361,649
1,New South Wales,18500,Woollahra,2022-23,501,390,111,3801,4723,-922,3232,1274,1958
1,New South Wales,18500,Woollahra,2023-24,454,351,103,3665,4720,-1055,2841,1458,1383
1,New South Wales,18500,Woollahra,2024-25,493,358,135,3489,4445,-956,2476,1639,837
1,New South Wales,18710,Yass Valley,2021-22,159,111,48,1258,1262,-4,103,48,55
1,New South Wales,18710,Yass Valley,2022-23,155,139,16,1118,1166,-48,138,37,101
1,New South Wales,18710,Yass Valley,2023-24,173,130,43,1179,1152,27,119,42,77
1,New South Wales,18710,Yass Valley,2024-25,164,124,40,1078,1064,14,102,48,54
1,New South Wales,19399,Unincorporated NSW,2021-22,15,4,11,141,176,-35,3,2,1
1,New South Wales,19399,Unincorporated NSW,2022-23,15,7,8,76,73,3,6,1,5
1,New South Wales,19399,Unincorporated NSW,2023-24,16,5,11,41,81,-40,4,1,3
1,New South Wales,19399,Unincorporated NSW,2024-25,5,8,-3,33,43,-10,3,2,1
2,Victoria,20110,Alpine,2021-22,106,117,-11,922,1002,-80,94,37,57
2,Victoria,20110,Alpine,2022-23,114,132,-18,594,680,-86,121,32,89
2,Victoria,20110,Alpine,2023-24,99,111,-12,704,768,-64,110,36,74
2,Victoria,20110,Alpine,2024-25,142,118,24,678,630,48,91,42,49
2,Victoria,20260,Ararat,2021-22,112,119,-7,771,937,-166,111,45,66
2,Victoria,20260,Ararat,2022-23,112,139,-27,618,781,-163,145,36,109
2,Victoria,20260,Ararat,2023-24,98,130,-32,646,717,-71,131,42,89
2,Victoria,20260,Ararat,2024-25,105,139,-34,721,643,78,112,49,63
2,Victoria,20570,Ballarat,2021-22,1384,1022,362,7816,6436,1380,869,354,515
2,Victoria,20570,Ballarat,2022-23,1287,1040,247,6014,5129,885,1179,284,895
2,Victoria,20570,Ballarat,2023-24,1364,966,398,6854,5218,1636,1069,332,737
2,Victoria,20570,Ballarat,2024-25,1565,997,568,6109,5062,1047,872,385,487
2,Victoria,20660,Banyule,2021-22,1459,975,484,9889,11611,-1722,1872,845,1027
2,Victoria,20660,Banyule,2022-23,1405,1041,364,7919,8604,-685,3127,693,2434
2,Victoria,20660,Banyule,2023-24,1378,899,479,8486,8760,-274,2804,821,1983
2,Victoria,20660,Banyule,2024-25,1406,966,440,7870,8385,-515,2337,952,1385
2,Victoria,20740,Bass Coast,2021-22,381,429,-48,3691,2656,1035,200,82,118
2,Victoria,20740,Bass Coast,2022-23,328,437,-109,2841,2034,807,261,66,195
2,Victoria,20740,Bass Coast,2023-24,374,437,-63,2886,2188,698,238,78,160
2,Victoria,20740,Bass Coast,2024-25,393,408,-15,2688,1876,812,201,89,112
2,Victoria,20830,Baw Baw,2021-22,757,461,296,5057,3859,1198,237,97,140
2,Victoria,20830,Baw Baw,2022-23,682,488,194,3958,3049,909,304,78,226
2,Victoria,20830,Baw Baw,2023-24,768,506,262,3950,3187,763,277,90,187
2,Victoria,20830,Baw Baw,2024-25,831,481,350,3589,3075,514,232,105,127
2,Victoria,20910,Bayside (Vic.),2021-22,812,846,-34,7697,8769,-1072,2118,1229,889
2,Victoria,20910,Bayside (Vic.),2022-23,744,839,-95,5655,5973,-318,3505,1069,2436
2,Victoria,20910,Bayside (Vic.),2023-24,739,832,-93,6261,6378,-117,3171,1262,1909
2,Victoria,20910,Bayside (Vic.),2024-25,729,794,-65,6041,5827,214,2650,1468,1182
2,Victoria,21010,Benalla,2021-22,140,200,-60,1124,1104,20,36,16,20
2,Victoria,21010,Benalla,2022-23,107,206,-99,944,829,115,46,11,35
2,Victoria,21010,Benalla,2023-24,134,184,-50,976,871,105,43,13,30
2,Victoria,21010,Benalla,2024-25,148,190,-42,858,804,54,33,16,17
2,Victoria,21110,Boroondara,2021-22,1206,1155,51,13538,16128,-2590,5169,3164,2005
2,Victoria,21110,Boroondara,2022-23,1093,1205,-112,10836,11688,-852,8645,2736,5909
2,Victoria,21110,Boroondara,2023-24,1147,1164,-17,10642,11998,-1356,7744,3226,4518
2,Victoria,21110,Boroondara,2024-25,1227,1167,60,9762,11272,-1510,6460,3754,2706
2,Victoria,21180,Brimbank,2021-22,2196,1339,857,11691,18479,-6788,3899,1584,2315
2,Victoria,21180,Brimbank,2022-23,2130,1323,807,9208,12595,-3387,6430,1266,5164
2,Victoria,21180,Brimbank,2023-24,2206,1252,954,10148,13552,-3404,5848,1499,4349
2,Victoria,21180,Brimbank,2024-25,2347,1261,1086,8942,12476,-3534,4868,1737,3131
2,Victoria,21270,Buloke,2021-22,58,80,-22,404,428,-24,26,11,15
2,Victoria,21270,Buloke,2022-23,65,107,-42,263,334,-71,34,9,25
2,Victoria,21270,Buloke,2023-24,51,95,-44,269,338,-69,31,10,21
2,Victoria,21270,Buloke,2024-25,64,88,-24,293,316,-23,25,12,13
2,Victoria,21370,Campaspe,2021-22,383,403,-20,2627,2821,-194,152,62,90
2,Victoria,21370,Campaspe,2022-23,397,474,-77,1975,2307,-332,195,50,145
2,Victoria,21370,Campaspe,2023-24,376,433,-57,2041,2288,-247,178,58,120
2,Victoria,21370,Campaspe,2024-25,432,465,-33,2007,2086,-79,149,67,82
2,Victoria,21450,Cardinia,2021-22,1914,562,1352,11283,9697,1586,915,373,542
2,Victoria,21450,Cardinia,2022-23,1863,606,1257,9113,7794,1319,1427,297,1130
2,Victoria,21450,Cardinia,2023-24,1888,621,1267,9147,8101,1046,1371,352,1019
2,Victoria,21450,Cardinia,2024-25,2064,618,1446,8879,7674,1205,1138,408,730
2,Victoria,21610,Casey,2021-22,5703,1645,4058,26650,24997,1653,5464,2233,3231
2,Victoria,21610,Casey,2022-23,5511,1661,3850,20784,19193,1591,9113,1777,7336
2,Victoria,21610,Casey,2023-24,5541,1686,3855,23056,20066,2990,8179,2093,6086
2,Victoria,21610,Casey,2024-25,6244,1730,4514,20788,18963,1825,6812,2430,4382
2,Victoria,21670,Central Goldfields,2021-22,94,173,-79,1018,854,164,41,18,23
2,Victoria,21670,Central Goldfields,2022-23,106,213,-107,838,715,123,53,12,41
2,Victoria,21670,Central Goldfields,2023-24,124,201,-77,875,702,173,49,16,33
2,Victoria,21670,Central Goldfields,2024-25,121,227,-106,828,671,157,38,18,20
2,Victoria,21750,Colac Otway,2021-22,223,214,9,1191,1442,-251,144,60,84
2,Victoria,21750,Colac Otway,2022-23,247,229,18,1025,1125,-100,183,46,137
2,Victoria,21750,Colac Otway,2023-24,222,218,4,1020,1136,-116,169,55,114
2,Victoria,21750,Colac Otway,2024-25,242,230,12,944,1035,-91,144,64,80
2,Victoria,21830,Corangamite,2021-22,161,181,-20,1111,1207,-96,61,25,36
2,Victoria,21830,Corangamite,2022-23,157,152,5,808,946,-138,79,20,59
2,Victoria,21830,Corangamite,2023-24,170,152,18,835,1020,-185,73,23,50
2,Victoria,21830,Corangamite,2024-25,176,164,12,781,871,-90,58,27,31
2,Victoria,21890,Darebin,2021-22,1738,1123,615,13506,16490,-2984,4014,1769,2245
2,Victoria,21890,Darebin,2022-23,1591,1077,514,10551,11341,-790,6784,1474,5310
2,Victoria,21890,Darebin,2023-24,1647,1116,531,10970,11724,-754,6014,1748,4266
2,Victoria,21890,Darebin,2024-25,1731,1116,615,10610,11062,-452,5116,2032,3084
2,Victoria,22110,East Gippsland,2021-22,424,579,-155,3196,2809,387,173,72,101
2,Victoria,22110,East Gippsland,2022-23,420,558,-138,2389,2227,162,226,58,168
2,Victoria,22110,East Gippsland,2023-24,405,602,-197,2493,2253,240,205,67,138
2,Victoria,22110,East Gippsland,2024-25,462,598,-136,2434,1899,535,165,78,87
2,Victoria,22170,Frankston,2021-22,1865,1086,779,10970,12236,-1266,1165,474,691
2,Victoria,22170,Frankston,2022-23,1767,1131,636,8782,9349,-567,1907,377,1530
2,Victoria,22170,Frankston,2023-24,1767,1104,663,9514,9811,-297,1745,447,1298
2,Victoria,22170,Frankston,2024-25,1901,1121,780,8547,9180,-633,1448,517,931
2,Victoria,22250,Gannawarra,2021-22,92,145,-53,705,776,-71,3,1,2
2,Victoria,22250,Gannawarra,2022-23,103,160,-57,547,617,-70,4,1,3
2,Victoria,22250,Gannawarra,2023-24,100,124,-24,564,574,-10,4,1,3
2,Victoria,22250,Gannawarra,2024-25,115,127,-12,565,581,-16,2,1,1
2,Victoria,22310,Glen Eira,2021-22,1653,1020,633,12458,14358,-1900,4502,2332,2170
2,Victoria,22310,Glen Eira,2022-23,1390,1003,387,9238,10076,-838,7479,2004,5475
2,Victoria,22310,Glen Eira,2023-24,1469,977,492,9695,10587,-892,6734,2365,4369
2,Victoria,22310,Glen Eira,2024-25,1566,943,623,8970,9978,-1008,5627,2751,2876
2,Victoria,22410,Glenelg,2021-22,182,216,-34,1206,1292,-86,64,27,37
2,Victoria,22410,Glenelg,2022-23,177,214,-37,929,984,-55,82,21,61
2,Victoria,22410,Glenelg,2023-24,156,229,-73,997,1012,-15,75,23,52
2,Victoria,22410,Glenelg,2024-25,195,202,-7,922,950,-28,63,28,35
2,Victoria,22490,Golden Plains,2021-22,314,136,178,2106,1970,136,64,27,37
2,Victoria,22490,Golden Plains,2022-23,270,139,131,1798,1511,287,82,22,60
2,Victoria,22490,Golden Plains,2023-24,274,113,161,1884,1602,282,76,23,53
2,Victoria,22490,Golden Plains,2024-25,306,144,162,1709,1498,211,57,27,30
2,Victoria,22620,Greater Bendigo,2021-22,1445,1109,336,6858,6475,383,737,302,435
2,Victoria,22620,Greater Bendigo,2022-23,1434,1100,334,5390,5083,307,967,244,723
2,Victoria,22620,Greater Bendigo,2023-24,1437,1036,401,5536,5020,516,867,281,586
2,Victoria,22620,Greater Bendigo,2024-25,1499,1049,450,4987,4564,423,730,328,402
2,Victoria,22670,Greater Dandenong,2021-22,1959,1152,807,10047,14835,-4788,4891,1991,2900
2,Victoria,22670,Greater Dandenong,2022-23,1888,1078,810,7892,10802,-2910,8150,1586,6564
2,Victoria,22670,Greater Dandenong,2023-24,1949,1137,812,8827,11821,-2994,7317,1871,5446
2,Victoria,22670,Greater Dandenong,2024-25,2083,1066,1017,7754,10766,-3012,6108,2176,3932
2,Victoria,22750,Greater Geelong,2021-22,3281,2225,1056,16310,13683,2627,2656,1084,1572
2,Victoria,22750,Greater Geelong,2022-23,3459,2361,1098,12868,10609,2259,3527,859,2668
2,Victoria,22750,Greater Geelong,2023-24,3350,2407,943,14001,10768,3233,3301,1013,2288
2,Victoria,22750,Greater Geelong,2024-25,3854,2283,1571,13290,10009,3281,2704,1180,1524
2,Victoria,22830,Greater Shepparton,2021-22,862,598,264,3837,4318,-481,758,312,446
2,Victoria,22830,Greater Shepparton,2022-23,803,602,201,2801,3677,-876,993,248,745
2,Victoria,22830,Greater Shepparton,2023-24,912,575,337,3283,3645,-362,931,287,644
2,Victoria,22830,Greater Shepparton,2024-25,982,633,349,2896,3321,-425,833,336,497
2,Victoria,22910,Hepburn,2021-22,122,200,-78,1453,1350,103,90,37,53
2,Victoria,22910,Hepburn,2022-23,121,161,-40,1050,994,56,117,30,87
