division_id,division_nm,state_ab,division_ab,demographic_classification,close_of_rolls_enrolment,final_enrolment,turnout,turnout_percentage,turnout_swing,formal_votes,informal_votes,informal_percent,informal_swing,nominations,is_non_classic_division,tpp_alp_votes,tpp_alp_percentage,tpp_coalition_votes,tpp_coalition_percentage,tpp_total_votes,tpp_swing,member_elected_given_name,member_elected_surname,member_elected_party_ab,member_elected_party_nm
233,Wannon,VIC,WANN,Rural,121868,121788,114489,94.01,1.36,108403,6086,5.32,0.11,9,Y,42365,39.08,66038,60.92,108403,-2.27,Dan,TEHAN,LP,Liberal
234,Wills,VIC,WILL,Inner Metropolitan,125298,125264,114887,91.72,5.52,109781,5106,4.44,-0.22,8,Y,88770,80.86,21011,19.14,109781,3.77,Peter,KHALIL,ALP,Australian Labor Party
235,Brand,WA,BRAN,Outer Metropolitan,112519,112457,97076,86.32,4.18,93793,3283,3.38,-3.07,5,N,62766,66.92,31027,33.08,93793,-0.15,Madeleine,KING,ALP,Australian Labor Party
329,Bullwinkel,WA,BULL,Outer Metropolitan,121429,121364,108531,89.43,3.21,104664,3867,3.56,-1.97,7,N,52865,50.51,51799,49.49,104664,-2.84,Trish,COOK,ALP,Australian Labor Party
317,Burt,WA,BURT,Outer Metropolitan,120037,119997,103325,86.11,4.63,98691,4634,4.48,-1.42,7,N,64845,65.71,33846,34.29,98691,2.42,Matt,KEOGH,ALP,Australian Labor Party
236,Canning,WA,CANN,Outer Metropolitan,119331,119262,104097,87.28,4.96,100647,3450,3.31,-3.2,6,N,43730,43.45,56917,56.55,100647,-5.35,Andrew,HASTIE,LP,Liberal
237,Cowan,WA,COWA,Inner Metropolitan,116541,116491,103335,88.71,1.86,96141,7194,6.96,-0.4,8,N,61179,63.63,34962,36.37,96141,3.69,Anne,ALY,ALP,Australian Labor Party
238,Curtin,WA,CURT,Inner Metropolitan,117297,117244,107153,91.39,1.24,105348,1805,1.68,-1.4,6,Y,50399,47.84,54949,52.16,105348,3.48,Kate,CHANEY,IND,Independent
312,Durack,WA,DURA,Rural,119992,119942,93928,78.31,1.88,87962,5966,6.35,-0.16,9,N,35050,39.85,52912,60.15,87962,-5.49,Melissa,PRICE,LP,Liberal
239,Forrest,WA,FORR,Rural,117544,117485,104922,89.31,4.3,99457,5465,5.21,-0.02,8,N,47505,47.76,51952,52.24,99457,1.95,Ben,SMALL,LP,Liberal
240,Fremantle,WA,FREM,Inner Metropolitan,118389,118331,105894,89.49,3.84,102130,3764,3.55,-2.26,7,Y,70145,68.68,31985,31.32,102130,1.75,Josh,WILSON,ALP,Australian Labor Party
305,Hasluck,WA,HASL,Outer Metropolitan,113291,113257,99529,87.88,4.86,95551,3978,4,-2.35,7,N,63039,65.97,32512,34.03,95551,5.93,Tania,LAWRENCE,ALP,Australian Labor Party
242,Moore,WA,MOOR,Outer Metropolitan,121799,121758,112204,92.15,1.26,106837,5367,4.78,0.64,8,N,56502,52.89,50335,47.11,106837,3.8,Tom,FRENCH,ALP,Australian Labor Party
243,O'Connor,WA,OCON,Rural,122082,122006,105764,86.69,1.91,100115,5649,5.34,-0.38,8,N,36759,36.72,63356,63.28,100115,-6.59,Rick,WILSON,LP,Liberal
244,Pearce,WA,PEAR,Outer Metropolitan,115313,115275,101187,87.78,5.43,98093,3094,3.06,-2.96,6,N,55360,56.44,42733,43.56,98093,-2.4,Tracey,ROBERTS,ALP,Australian Labor Party
245,Perth,WA,PERT,Inner Metropolitan,114518,114458,102247,89.33,0.44,99756,2491,2.44,-3.07,4,N,66350,66.51,33406,33.49,99756,2.09,Patrick,GORMAN,ALP,Australian Labor Party
247,Swan,WA,SWAN,Inner Metropolitan,116159,116105,101394,87.33,-0.05,98280,3114,3.07,-2.02,6,N,62888,63.99,35392,36.01,98280,4.56,Zaneta,MASCARENHAS,ALP,Australian Labor Party
248,Tangney,WA,TANG,Inner Metropolitan,122636,122584,113615,92.68,0.56,110991,2624,2.31,-1.56,6,N,63253,56.99,47738,43.01,110991,4.14,Sam,LIM,ALP,Australian Labor Party
