state,south_australia_related,postcode,associated_residential_areas,reporting_year,age_group,percent_fully_immunised_band,interpret_with_caution
TAS,False,7215,"Bicheno, St Marys, Scamander, Coles Bay, Beaumaris and 11 others",2015–16,1 year,95.0-100.0,#
TAS,False,7216,"St Helens, Stieglitz, Binalong Bay, Akaroa, Goshen and 4 others",2015–16,1 year,92.5-94.9,#
TAS,False,7248,"Newnham, Mowbray, Invermay, Mayfield, Rocherlea",2015–16,1 year,90.0-92.4,
TAS,False,7249,"South Launceston, Youngtown, Kings Meadows, Punchbowl",2015–16,1 year,95.0-100.0,
TAS,False,7250,"Riverside, Prospect Vale, Newstead, Trevallyn, West Launceston and 10 others",2015–16,1 year,92.5-94.9,
TAS,False,7252,"Hillwood, Pipers River, Beechford, Swan Bay, Dilston and 6 others",2015–16,1 year,NP,
TAS,False,7253,"George Town, Low Head, Bell Bay, Long Reach",2015–16,1 year,95.0-100.0,#
TAS,False,7254,"Lebrina, Bellingham, Golconda, Pipers Brook, Retreat and 2 others",2015–16,1 year,NP,
TAS,False,7255,"Whitemark, Lady Barron, Blue Rocks, Emita, Killiecrankie and 9 others",2015–16,1 year,NP,
TAS,False,7256,"Currie, Grassy, Pegarah, Bungaree, Egg Lagoon and 11 others",2015–16,1 year,NP,
TAS,False,7257,Cape Barren Island,2015–16,1 year,NP,
TAS,False,7258,"Relbia, White Hills, Breadalbane",2015–16,1 year,NP,
TAS,False,7259,"Nunamara, Patersonia, Myrtle Bank, Targa, Tayene",2015–16,1 year,NP,
TAS,False,7260,"Scottsdale, Springfield, Nabowla, North Scottsdale, Blumont and 10 others",2015–16,1 year,NP,
TAS,False,7261,"Branxholm, Warrentinna",2015–16,1 year,NP,
TAS,False,7262,"Bridport, Tomahawk, Waterhouse",2015–16,1 year,NP,
TAS,False,7263,"Ringarooma, Legerwood, Alberton, Talawa, Trenah",2015–16,1 year,NP,
TAS,False,7264,"Ansons Bay, Derby, Pioneer, Boobyalla, Cape Portland and 10 others",2015–16,1 year,NP,
TAS,False,7265,"Winnaleah, Banca",2015–16,1 year,NP,
TAS,False,7267,"Karoola, Turners Marsh, Bangor, Lalla, Lower Turners Marsh",2015–16,1 year,NP,
TAS,False,7268,"Lilydale, Underwood, North Lilydale",2015–16,1 year,NP,
TAS,False,7270,"Beauty Point, Beaconsfield, Kayena, Sidmouth, Greens Beach and 6 others",2015–16,1 year,95.0-100.0,#
TAS,False,7275,"Exeter, Glengarry, Deviot, Lanena, Blackwall and 7 others",2015–16,1 year,NP,
TAS,False,7276,Gravelly Beach,2015–16,1 year,NP,
TAS,False,7277,"Legana, Grindelwald, Bridgenorth, Rosevears",2015–16,1 year,95.0-100.0,#
TAS,False,7290,Hadspen,2015–16,1 year,90.0-92.4,#
TAS,False,7291,Carrick,2015–16,1 year,NP,
TAS,False,7292,"Hagley, Quamby Bend, Rosevale, Selbourne, Westwood",2015–16,1 year,NP,
TAS,False,7300,"Perth, Devon Hills, Powranna",2015–16,1 year,90.0-92.4,#
TAS,False,7301,"Longford, Liffey, Bishopsbourne, Blackwood Creek, Toiberry",2015–16,1 year,85.0-89.9,#
TAS,False,7302,"Cressy, Bracknell, Poatina",2015–16,1 year,NP,
TAS,False,7303,"Westbury, Birralee, Whitemore, Cluan, Exton and 2 others",2015–16,1 year,85.0-89.9,#
TAS,False,7304,"Deloraine, Mole Creek, Kimberley, Elizabeth Town, Meander and 25 others",2015–16,1 year,90.0-92.4,#
TAS,False,7305,"Railton, Merseylea, Sunnyside",2015–16,1 year,NP,
TAS,False,7306,"Sheffield, Barrington, Acacia Hills, West Kentish, Nook and 16 others",2015–16,1 year,85.0-89.9,#
TAS,False,7307,"Latrobe, Port Sorell, Shearwater, Wesley Vale, Hawley Beach and 7 others",2015–16,1 year,95.0-100.0,#
TAS,False,7310,"Devonport, East Devonport, Miandetta, Spreyton, Forth and 18 others",2015–16,1 year,92.5-94.9,
TAS,False,7315,"Ulverstone, West Ulverstone, Turners Beach, Gawler, Leith and 12 others",2015–16,1 year,92.5-94.9,
TAS,False,7316,"Penguin, Heybridge, Sulphur Creek, South Riana, Riana and 6 others",2015–16,1 year,95.0-100.0,#
TAS,False,7320,"Burnie, Park Grove, Shorewell Park, Romaine, Acton and 14 others",2015–16,1 year,95.0-100.0,
TAS,False,7321,"Waratah, Ridgley, Natone, Sisters Beach, Boat Harbour Beach and 30 others",2015–16,1 year,80.0-84.9,#
TAS,False,7322,Somerset,2015–16,1 year,95.0-100.0,#
TAS,False,7325,"Wynyard, Calder, Mount Hicks, Elliott, Yolla and 15 others",2015–16,1 year,92.5-94.9,#
TAS,False,7330,"Smithton, Forest, Arthur River, Redpa, Montagu and 22 others",2015–16,1 year,90.0-92.4,#
TAS,False,7331,Stanley,2015–16,1 year,NP,
TAS,False,7467,"Queenstown, Lake Margaret",2015–16,1 year,NP,
TAS,False,7468,"Strahan, Macquarie Heads",2015–16,1 year,NP,
TAS,False,7469,"Zeehan, Granville Harbour, Renison Bell, Trial Harbour",2015–16,1 year,NP,
TAS,False,7470,Rosebery,2015–16,1 year,NP,
NT,False,0800,Darwin,2015–16,2 years,75.0-79.9,#
NT,False,0810,"Nightcliff, Rapid Creek, Coconut Grove, Millner, Tiwi and 11 others",2015–16,2 years,90.0-92.4,
NT,False,0812,"Karama, Leanyer, Malak, Wulagi, Anula and 3 others",2015–16,2 years,90.0-92.4,
NT,False,0820,"Stuart Park, Larrakeyah, Fannie Bay, Parap, Ludmilla and 9 others",2015–16,2 years,90.0-92.4,
NT,False,0822,"East Arnhem, West Arnhem, Maningrida, Galiwinku, Wadeye and 96 others",2015–16,2 years,92.5-94.9,
NT,False,0828,"Berrimah, Knuckey Lagoon",2015–16,2 years,NP,
NT,False,0830,"Woodroffe, Gray, Moulden, Driver, Durack and 6 others",2015–16,2 years,85.0-89.9,
NT,False,0832,"Rosebery, Bakewell, Gunn, Johnston, Bellamack and 3 others",2015–16,2 years,90.0-92.4,
NT,False,0834,Virginia,2015–16,2 years,NP,
NT,False,0835,Howard Springs,2015–16,2 years,90.0-92.4,#
NT,False,0836,"Humpty Doo, Girraween, Herbert",2015–16,2 years,80.0-84.9,#
NT,False,0837,"Noonamah, Manton",2015–16,2 years,NP,
NT,False,0838,Berry Springs,2015–16,2 years,NP,
NT,False,0839,Coolalinga,2015–16,2 years,92.5-94.9,#
NT,False,0841,Darwin River,2015–16,2 years,NP,
NT,False,0845,Batchelor,2015–16,2 years,NP,
NT,False,0846,Adelaide River,2015–16,2 years,NP,
NT,False,0847,Pine Creek,2015–16,2 years,NP,
NT,False,0850,"Katherine, Katherine East, Katherine South, Cossack, Emungalan and 1 other",2015–16,2 years,85.0-89.9,#
NT,False,0852,"Victoria River, Elsey, Ngukurr, Lajamanu, Beswick and 45 others",2015–16,2 years,85.0-89.9,
NT,False,0853,Tindal,2015–16,2 years,NP,
NT,False,0854,"Borroloola, King Ash Bay",2015–16,2 years,NP,
NT,False,0860,Tennant Creek,2015–16,2 years,NP,
NT,False,0862,"Elliott, Nicholson, Calvert, Newcastle Waters, Pamayu and 3 others",2015–16,2 years,NP,
NT,False,0870,"Gillen, Braitling, East Side, Araluen, Sadadeen and 6 others",2015–16,2 years,85.0-89.9,
SA/ WA/ NT,True,0872,"Yuendumu, Sandover, Anmatjere, Hugh, Yulara and 77 others",2015–16,2 years,80.0-84.9,
NT,False,0874,"Mount Johns, Irlpme, Undoolya",2015–16,2 years,NP,
NT,False,0875,"Larapinta, Flynn",2015–16,2 years,NP,
NT,False,0880,"Nhulunbuy, Gapuwiyak, Yirrkala, Gunyangara",2015–16,2 years,NP,
NT,False,0885,Alyangula,2015–16,2 years,NP,
NT,False,0886,Jabiru,2015–16,2 years,NP,
NSW,False,2000,"Sydney, Haymarket, Millers Point, Dawes Point, The Rocks and 2 others",2015–16,2 years,75.0-79.9,
NSW,False,2006,"Sydney University, The University of Sydney",2015–16,2 years,NP,
NSW,False,2007,Ultimo,2015–16,2 years,85.0-89.9,#
NSW,False,2008,"Chippendale, Darlington",2015–16,2 years,92.5-94.9,#
NSW,False,2009,Pyrmont,2015–16,2 years,80.0-84.9,
NSW,False,2010,"Surry Hills, Darlinghurst",2015–16,2 years,85.0-89.9,
NSW,False,2011,"Potts Point, Elizabeth Bay, Woolloomooloo, Rushcutters Bay",2015–16,2 years,90.0-92.4,#
NSW,False,2015,"Alexandria, Beaconsfield, Eveleigh",2015–16,2 years,92.5-94.9,
NSW,False,2016,Redfern,2015–16,2 years,90.0-92.4,#
NSW,False,2017,"Waterloo, Zetland",2015–16,2 years,85.0-89.9,
NSW,False,2018,"Rosebery, Eastlakes",2015–16,2 years,85.0-89.9,
NSW,False,2019,"Botany, Banksmeadow",2015–16,2 years,92.5-94.9,
NSW,False,2020,Mascot,2015–16,2 years,90.0-92.4,
NSW,False,2021,"Paddington, Centennial Park, Moore Park",2015–16,2 years,85.0-89.9,
NSW,False,2022,"Bondi Junction, Queens Park",2015–16,2 years,85.0-89.9,
NSW,False,2023,Bellevue Hill,2015–16,2 years,80.0-84.9,
NSW,False,2024,"Bronte, Waverley",2015–16,2 years,85.0-89.9,
NSW,False,2025,Woollahra,2015–16,2 years,80.0-84.9,#
NSW,False,2026,"Bondi Beach, Bondi, North Bondi, Tamarama",2015–16,2 years,85.0-89.9,
NSW,False,2027,"Darling Point, Edgecliff, Point Piper",2015–16,2 years,90.0-92.4,#
NSW,False,2028,Double Bay,2015–16,2 years,95.0-100.0,#
NSW,False,2029,Rose Bay,2015–16,2 years,85.0-89.9,
NSW,False,2030,"Vaucluse, Dover Heights, Watsons Bay, Rose Bay North, Hmas Watson",2015–16,2 years,90.0-92.4,
NSW,False,2031,"Randwick, Clovelly, Clovelly West, St Pauls",2015–16,2 years,85.0-89.9,
NSW,False,2032,"Kingsford, Daceyville",2015–16,2 years,85.0-89.9,
NSW,False,2033,Kensington,2015–16,2 years,85.0-89.9,
NSW,False,2034,"Coogee, South Coogee",2015–16,2 years,90.0-92.4,
NSW,False,2035,"Maroubra, Pagewood, Maroubra South",2015–16,2 years,85.0-89.9,
NSW,False,2036,"Matraville, Hillsdale, Malabar, Chifley, Little Bay and 4 others",2015–16,2 years,85.0-89.9,
NSW,False,2037,"Glebe, Forest Lodge",2015–16,2 years,90.0-92.4,
NSW,False,2038,Annandale,2015–16,2 years,92.5-94.9,
NSW,False,2039,Rozelle,2015–16,2 years,90.0-92.4,
NSW,False,2040,"Leichhardt, Lilyfield",2015–16,2 years,95.0-100.0,
NSW,False,2041,"Balmain, Birchgrove, Balmain East",2015–16,2 years,92.5-94.9,
NSW,False,2042,"Newtown, Enmore",2015–16,2 years,90.0-92.4,
NSW,False,2043,Erskineville,2015–16,2 years,92.5-94.9,#
NSW,False,2044,"Tempe, St Peters, Sydenham",2015–16,2 years,95.0-100.0,
NSW,False,2045,Haberfield,2015–16,2 years,80.0-84.9,#
NSW,False,2046,"Five Dock, Abbotsford, Russell Lea, Chiswick, Wareemba and 2 others",2015–16,2 years,90.0-92.4,
NSW,False,2047,Drummoyne,2015–16,2 years,95.0-100.0,
NSW,False,2048,"Stanmore, Westgate",2015–16,2 years,92.5-94.9,#
NSW,False,2049,"Petersham, Lewisham, Petersham North",2015–16,2 years,95.0-100.0,
NSW,False,2050,Camperdown,2015–16,2 years,90.0-92.4,#
NSW,False,2060,"North Sydney, Waverton, McMahons Point, Lavender Bay",2015–16,2 years,85.0-89.9,
NSW,False,2061,"Kirribilli, Milsons Point",2015–16,2 years,85.0-89.9,#
NSW,False,2062,Cammeray,2015–16,2 years,92.5-94.9,
NSW,False,2063,Northbridge,2015–16,2 years,85.0-89.9,#
NSW,False,2064,Artarmon,2015–16,2 years,85.0-89.9,
NSW,False,2065,"Wollstonecraft, Naremburn, Greenwich, St Leonards, Crows Nest",2015–16,2 years,85.0-89.9,
NSW,False,2066,"Lane Cove, Lane Cove North, Riverview, Lane Cove West, Longueville and 2 others",2015–16,2 years,85.0-89.9,
NSW,False,2067,"Chatswood, Chatswood West",2015–16,2 years,80.0-84.9,
NSW,False,2068,"Willoughby, North Willoughby, Castlecrag, Willoughby East, Middle Cove and 1 other",2015–16,2 years,85.0-89.9,
NSW,False,2069,"Roseville, Castle Cove, Roseville Chase",2015–16,2 years,85.0-89.9,
NSW,False,2070,"Lindfield, East Lindfield, Lindfield West",2015–16,2 years,85.0-89.9,
NSW,False,2071,"Killara, East Killara",2015–16,2 years,85.0-89.9,
NSW,False,2072,Gordon,2015–16,2 years,80.0-84.9,#
NSW,False,2073,"Pymble, West Pymble",2015–16,2 years,85.0-89.9,
NSW,False,2074,"Turramurra, North Turramurra, South Turramurra, Warrawee",2015–16,2 years,85.0-89.9,
NSW,False,2075,"St Ives, St Ives Chase",2015–16,2 years,92.5-94.9,
NSW,False,2076,"Wahroonga, Normanhurst, North Wahroonga",2015–16,2 years,90.0-92.4,
NSW,False,2077,"Hornsby, Hornsby Heights, Waitara, Asquith",2015–16,2 years,85.0-89.9,
NSW,False,2079,Mount Colah,2015–16,2 years,95.0-100.0,#
NSW,False,2080,Mount Kuring-Gai,2015–16,2 years,NP,
NSW,False,2081,"Berowra, Cowan",2015–16,2 years,90.0-92.4,#
NSW,False,2082,"Berowra Heights, Berowra Creek, Berowra Waters",2015–16,2 years,95.0-100.0,#
NSW,False,2083,"Brooklyn, Mooney Mooney, Bar Point, Dangar Island, Milsons Passage and 2 others",2015–16,2 years,NP,
NSW,False,2084,"Terrey Hills, Duffys Forest, Cottage Point",2015–16,2 years,85.0-89.9,#
NSW,False,2085,"Belrose, Davidson",2015–16,2 years,95.0-100.0,
NSW,False,2086,"Frenchs Forest, Frenchs Forest East",2015–16,2 years,92.5-94.9,
NSW,False,2087,"Forestville, Killarney Heights",2015–16,2 years,92.5-94.9,
NSW,False,2088,"Mosman, Spit Junction",2015–16,2 years,85.0-89.9,
NSW,False,2089,"Neutral Bay, Kurraba Point, Neutral Bay Junction",2015–16,2 years,85.0-89.9,
NSW,False,2090,"Cremorne, Cremorne Point",2015–16,2 years,90.0-92.4,
NSW,False,2092,Seaforth,2015–16,2 years,95.0-100.0,#
NSW,False,2093,"Balgowlah, Manly Vale, North Balgowlah, Balgowlah Heights, Clontarf",2015–16,2 years,85.0-89.9,
NSW,False,2094,Fairlight,2015–16,2 years,90.0-92.4,
NSW,False,2095,"Manly, Manly East",2015–16,2 years,85.0-89.9,
NSW,False,2096,"Freshwater, Queenscliff, Curl Curl",2015–16,2 years,85.0-89.9,
NSW,False,2097,"Collaroy, Collaroy Beach, Collaroy Plateau, Wheeler Heights",2015–16,2 years,92.5-94.9,
NSW,False,2099,"Dee Why, Cromer, Narraweena, North Curl Curl",2015–16,2 years,85.0-89.9,
NSW,False,2100,"Beacon Hill, Allambie Heights, North Manly, Brookvale, Oxford Falls",2015–16,2 years,92.5-94.9,
NSW,False,2101,"Narrabeen, North Narrabeen, Elanora Heights, Ingleside",2015–16,2 years,90.0-92.4,
NSW,False,2102,Warriewood,2015–16,2 years,90.0-92.4,
NSW,False,2103,Mona Vale,2015–16,2 years,85.0-89.9,
NSW,False,2104,Bayview,2015–16,2 years,NP,
NSW,False,2105,"Church Point, Scotland Island, Elvina Bay, Lovett Bay, McCarrs Creek and 1 other",2015–16,2 years,NP,
NSW,False,2106,"Newport, Newport Beach",2015–16,2 years,80.0-84.9,#
NSW,False,2107,"Avalon Beach, Bilgola Beach, Bilgola Plateau, Clareville, Whale Beach",2015–16,2 years,80.0-84.9,
NSW,False,2108,"Palm Beach, Great Mackerel Beach, Coasters Retreat, Currawong Beach",2015–16,2 years,NP,
NSW,False,2110,"Hunters Hill, Woolwich",2015–16,2 years,85.0-89.9,#
NSW,False,2111,"Gladesville, Tennyson Point, Huntleys Cove, Henley, Huntleys Point and 2 others",2015–16,2 years,92.5-94.9,
NSW,False,2112,"Ryde, Putney, Denistone East",2015–16,2 years,85.0-89.9,
NSW,False,2113,"North Ryde, Macquarie Park, East Ryde",2015–16,2 years,85.0-89.9,
NSW,False,2114,"West Ryde, Meadowbank, Denistone, Melrose Park, Denistone West",2015–16,2 years,85.0-89.9,
NSW,False,2115,Ermington,2015–16,2 years,90.0-92.4,
NSW,False,2116,Rydalmere,2015–16,2 years,92.5-94.9,
NSW,False,2117,"Oatlands, Telopea, Dundas Valley, Dundas",2015–16,2 years,85.0-89.9,
NSW,False,2118,"Carlingford, Carlingford North, Kingsdene",2015–16,2 years,85.0-89.9,
NSW,False,2119,"Beecroft, Cheltenham",2015–16,2 years,95.0-100.0,
NSW,False,2120,"Thornleigh, Pennant Hills, Westleigh",2015–16,2 years,90.0-92.4,
NSW,False,2121,"Epping, North Epping",2015–16,2 years,85.0-89.9,
NSW,False,2122,"Eastwood, Marsfield",2015–16,2 years,80.0-84.9,
NSW,False,2125,West Pennant Hills,2015–16,2 years,90.0-92.4,
NSW,False,2126,Cherrybrook,2015–16,2 years,90.0-92.4,
NSW,False,2127,"Newington, Wentworth Point, Sydney Olympic Park",2015–16,2 years,85.0-89.9,
NSW,False,2128,Silverwater,2015–16,2 years,95.0-100.0,#
NSW,False,2130,Summer Hill,2015–16,2 years,90.0-92.4,
NSW,False,2131,Ashfield,2015–16,2 years,85.0-89.9,
NSW,False,2132,Croydon,2015–16,2 years,92.5-94.9,
NSW,False,2133,"Croydon Park, Enfield South",2015–16,2 years,90.0-92.4,
NSW,False,2134,"Burwood, Burwood North",2015–16,2 years,80.0-84.9,
NSW,False,2135,Strathfield,2015–16,2 years,85.0-89.9,
NSW,False,2136,"Strathfield South, Enfield, Burwood Heights",2015–16,2 years,92.5-94.9,#
NSW,False,2137,"Concord, North Strathfield, Breakfast Point, Cabarita, Mortlake",2015–16,2 years,90.0-92.4,
NSW,False,2138,"Concord West, Rhodes, Liberty Grove",2015–16,2 years,85.0-89.9,
NSW,False,2140,"Homebush, Homebush West, Homebush South",2015–16,2 years,85.0-89.9,
NSW,False,2141,"Lidcombe, Berala, Lidcombe North, Rookwood",2015–16,2 years,85.0-89.9,
NSW,False,2142,"Granville, South Granville, Rosehill, Holroyd, Clyde and 2 others",2015–16,2 years,80.0-84.9,
NSW,False,2143,"Regents Park, Birrong, Potts Hill",2015–16,2 years,90.0-92.4,
NSW,False,2144,Auburn,2015–16,2 years,80.0-84.9,
NSW,False,2145,"Greystanes, Westmead, Wentworthville, Pendle Hill, South Wentworthville and 4 others",2015–16,2 years,85.0-89.9,
NSW,False,2146,"Toongabbie, Old Toongabbie, Toongabbie East",2015–16,2 years,90.0-92.4,
NSW,False,2147,"Seven Hills, Kings Langley, Lalor Park, Seven Hills West",2015–16,2 years,90.0-92.4,
NSW,False,2148,"Blacktown, Marayong, Prospect, Kings Park, Arndell Park and 1 other",2015–16,2 years,85.0-89.9,
NSW,False,2150,"Parramatta, Harris Park",2015–16,2 years,80.0-84.9,
NSW,False,2151,"North Parramatta, North Rocks",2015–16,2 years,85.0-89.9,
NSW,False,2152,Northmead,2015–16,2 years,92.5-94.9,
NSW,False,2153,"Baulkham Hills, Winston Hills, Bella Vista",2015–16,2 years,92.5-94.9,
NSW,False,2154,Castle Hill,2015–16,2 years,90.0-92.4,
NSW,False,2155,"Kellyville, Kellyville Ridge, Beaumont Hills, Rouse Hill",2015–16,2 years,92.5-94.9,
NSW,False,2156,"Glenhaven, Kenthurst, Annangrove",2015–16,2 years,85.0-89.9,
NSW,False,2157,"Glenorie, Canoelands, Forest Glen",2015–16,2 years,90.0-92.4,#
NSW,False,2158,"Dural, Middle Dural, Round Corner",2015–16,2 years,85.0-89.9,#
NSW,False,2159,"Galston, Arcadia, Berrilee, Fiddletown",2015–16,2 years,85.0-89.9,#
NSW,False,2160,"Merrylands, Merrylands West",2015–16,2 years,85.0-89.9,
NSW,False,2161,"Guildford, Guildford West, Old Guildford, Yennora",2015–16,2 years,85.0-89.9,
NSW,False,2162,"Chester Hill, Sefton",2015–16,2 years,85.0-89.9,
NSW,False,2163,"Villawood, Carramar, Lansdowne",2015–16,2 years,85.0-89.9,
NSW,False,2164,"Smithfield, Wetherill Park, Woodpark, Smithfield West",2015–16,2 years,85.0-89.9,
NSW,False,2165,"Fairfield, Fairfield West, Fairfield Heights, Fairfield East",2015–16,2 years,85.0-89.9,
NSW,False,2166,"Cabramatta, Canley Heights, Canley Vale, Cabramatta West, Lansvale",2015–16,2 years,85.0-89.9,
NSW,False,2167,Glenfield,2015–16,2 years,90.0-92.4,
NSW,False,2168,"Green Valley, Hinchinbrook, Busby, Ashcroft, Miller and 3 others",2015–16,2 years,85.0-89.9,
NSW,False,2170,"Liverpool, Casula, Prestons, Mount Pritchard, Chipping Norton and 6 others",2015–16,2 years,85.0-89.9,
NSW,False,2171,"West Hoxton, Cecil Hills, Hoxton Park, Horningsea Park, Middleton Grange and 3 others",2015–16,2 years,92.5-94.9,
NSW,False,2172,"Voyager Point, Sandy Point, Pleasure Point",2015–16,2 years,92.5-94.9,#
NSW,False,2173,"Wattle Grove, Holsworthy",2015–16,2 years,90.0-92.4,
NSW,False,2174,Edmondson Park,2015–16,2 years,92.5-94.9,#
NSW,False,2175,Horsley Park,2015–16,2 years,NP,
NSW,False,2176,"Bossley Park, Edensor Park, St Johns Park, Greenfield Park, Wakeley and 2 others",2015–16,2 years,90.0-92.4,
NSW,False,2177,"Bonnyrigg, Bonnyrigg Heights",2015–16,2 years,85.0-89.9,
NSW,False,2178,"Kemps Creek, Cecil Park, Mount Vernon",2015–16,2 years,85.0-89.9,#
NSW,False,2179,"Austral, Leppington",2015–16,2 years,85.0-89.9,#
NSW,False,2190,"Greenacre, Mount Lewis, Chullora",2015–16,2 years,85.0-89.9,
NSW,False,2191,Belfield,2015–16,2 years,92.5-94.9,#
NSW,False,2192,Belmore,2015–16,2 years,90.0-92.4,
NSW,False,2193,"Canterbury, Hurlstone Park, Ashbury",2015–16,2 years,92.5-94.9,
NSW,False,2194,Campsie,2015–16,2 years,85.0-89.9,
NSW,False,2195,"Lakemba, Wiley Park",2015–16,2 years,85.0-89.9,
NSW,False,2196,"Punchbowl, Roselands",2015–16,2 years,85.0-89.9,
NSW,False,2197,Bass Hill,2015–16,2 years,85.0-89.9,
NSW,False,2198,Georges Hall,2015–16,2 years,85.0-89.9,
NSW,False,2199,Yagoona,2015–16,2 years,90.0-92.4,
NSW,False,2200,"Bankstown, Condell Park, Mount Lewis, Bankstown North, Manahan",2015–16,2 years,85.0-89.9,
NSW,False,2203,Dulwich Hill,2015–16,2 years,92.5-94.9,
NSW,False,2204,"Marrickville, Marrickville South",2015–16,2 years,85.0-89.9,
NSW,False,2205,"Arncliffe, Wolli Creek, Turrella",2015–16,2 years,85.0-89.9,
NSW,False,2206,"Earlwood, Clemton Park",2015–16,2 years,92.5-94.9,
NSW,False,2207,"Bexley, Bexley North, Bardwell Park, Bardwell Valley, Bexley South",2015–16,2 years,85.0-89.9,
NSW,False,2208,"Kingsgrove, Kingsway West",2015–16,2 years,92.5-94.9,
NSW,False,2209,"Beverly Hills, Narwee",2015–16,2 years,85.0-89.9,
NSW,False,2210,"Riverwood, Peakhurst, Lugarno, Peakhurst Heights",2015–16,2 years,90.0-92.4,
NSW,False,2211,"Padstow, Padstow Heights",2015–16,2 years,90.0-92.4,
NSW,False,2212,"Revesby, Revesby Heights, Revesby North",2015–16,2 years,90.0-92.4,
NSW,False,2213,"Panania, Picnic Point, East Hills",2015–16,2 years,90.0-92.4,
NSW,False,2214,Milperra,2015–16,2 years,90.0-92.4,#
NSW,False,2216,"Rockdale, Brighton-Le-Sands, Banksia, Kyeemagh",2015–16,2 years,85.0-89.9,
NSW,False,2217,"Kogarah, Monterey, Beverley Park, Kogarah Bay, Ramsgate Beach and 1 other",2015–16,2 years,90.0-92.4,
NSW,False,2218,"Carlton, Allawah",2015–16,2 years,85.0-89.9,
NSW,False,2219,"Sans Souci, Dolls Point, Sandringham",2015–16,2 years,85.0-89.9,
NSW,False,2220,"Hurstville, Hurstville Grove",2015–16,2 years,85.0-89.9,
NSW,False,2221,"Blakehurst, South Hurstville, Connells Point, Carss Park, Kyle Bay",2015–16,2 years,90.0-92.4,
NSW,False,2222,Penshurst,2015–16,2 years,85.0-89.9,
NSW,False,2223,"Oatley, Mortdale",2015–16,2 years,85.0-89.9,
NSW,False,2224,"Sylvania, Sylvania Waters, Kangaroo Point",2015–16,2 years,90.0-92.4,
NSW,False,2225,Oyster Bay,2015–16,2 years,90.0-92.4,#
NSW,False,2226,"Jannali, Como, Bonnet Bay",2015–16,2 years,90.0-92.4,
NSW,False,2227,"Gymea, Gymea Bay",2015–16,2 years,92.5-94.9,
NSW,False,2228,"Miranda, Yowie Bay",2015–16,2 years,90.0-92.4,
NSW,False,2229,"Caringbah South, Caringbah, Taren Point, Lilli Pilli, Port Hacking and 1 other",2015–16,2 years,92.5-94.9,
NSW,False,2230,"Cronulla, Woolooware, Burraneer, Bundeena, Maianbar and 1 other",2015–16,2 years,90.0-92.4,
NSW,False,2231,Kurnell,2015–16,2 years,90.0-92.4,#
NSW,False,2232,"Sutherland, Kirrawee, Loftus, Kareela, Grays Point and 1 other",2015–16,2 years,92.5-94.9,
NSW,False,2233,"Engadine, Heathcote, Woronora Heights, Yarrawarrah, Waterfall",2015–16,2 years,92.5-94.9,
NSW,False,2234,"Menai, Illawong, Bangor, Barden Ridge, Alfords Point and 1 other",2015–16,2 years,92.5-94.9,
NSW,False,2250,"Gosford, Wyoming, Narara, Kariong, Lisarow and 28 others",2015–16,2 years,90.0-92.4,
NSW,False,2251,"Kincumber, Green Point, Avoca Beach, Saratoga, Copacabana and 7 others",2015–16,2 years,92.5-94.9,
NSW,False,2256,"Woy Woy, Blackwall, Koolewong, Horsfield Bay, Pearl Beach and 5 others",2015–16,2 years,92.5-94.9,
NSW,False,2257,"Umina Beach, Ettalong Beach, Empire Bay, Booker Bay, St Huberts Island and 7 others",2015–16,2 years,95.0-100.0,
NSW,False,2258,"Ourimbah, Fountaindale, Kangy Angy, Palm Grove, Palmdale",2015–16,2 years,90.0-92.4,#
NSW,False,2259,"Hamlyn Terrace, Lake Munmorah, Woongarrah, Kanwal, Watanobbi and 37 others",2015–16,2 years,90.0-92.4,
NSW,False,2260,"Terrigal, Wamberal, Forresters Beach, North Avoca, Erina Heights",2015–16,2 years,92.5-94.9,
NSW,False,2261,"Bateau Bay, Berkeley Vale, Killarney Vale, Long Jetty, Tumbi Umbi and 10 others",2015–16,2 years,92.5-94.9,
NSW,False,2262,"Blue Haven, San Remo, Buff Point, Budgewoi, Halekulani and 4 others",2015–16,2 years,92.5-94.9,
NSW,False,2263,"Gorokan, Toukley, Lake Haven, Noraville, Charmhaven and 2 others",2015–16,2 years,85.0-89.9,
NSW,False,2264,"Bonnells Bay, Morisset, Dora Creek, Brightwaters, Balcolyn and 9 others",2015–16,2 years,85.0-89.9,
NSW,False,2265,"Cooranbong, Martinsville",2015–16,2 years,80.0-84.9,#
NSW,False,2267,Wangi Wangi,2015–16,2 years,95.0-100.0,#
NSW,False,2278,"Barnsley, Killingworth, Wakefield",2015–16,2 years,90.0-92.4,#
NSW,False,2280,"Belmont North, Belmont, Valentine, Jewells, Marks Point and 3 others",2015–16,2 years,95.0-100.0,
NSW,False,2281,"Swansea, Caves Beach, Blacksmiths, Pelican, Nords Wharf and 6 others",2015–16,2 years,90.0-92.4,
NSW,False,2282,"Warners Bay, Eleebana, Lakelands",2015–16,2 years,92.5-94.9,
NSW,False,2283,"Toronto, Blackalls Park, Bolton Point, Rathmines, Coal Point and 10 others",2015–16,2 years,90.0-92.4,
NSW,False,2284,"Speers Point, Teralba, Booragul, Argenton, Woodrising and 2 others",2015–16,2 years,95.0-100.0,
