table,row_order,line_item,is_total_row,year,value_million_aud
operating_statement,18,Other property expenses,False,2016-17,0
operating_statement,18,Other property expenses,False,2017-18,0
operating_statement,18,Other property expenses,False,2018-19,0
operating_statement,18,Other property expenses,False,2019-20,0
operating_statement,18,Other property expenses,False,2020-21,0
operating_statement,18,Other property expenses,False,2021-22,0
operating_statement,18,Other property expenses,False,2022-23,0
operating_statement,18,Other property expenses,False,2023-24,0
operating_statement,18,Other property expenses,False,2024-25,0
operating_statement,19,Grant expenses,False,2015-16,267
operating_statement,19,Grant expenses,False,2016-17,440
operating_statement,19,Grant expenses,False,2017-18,424
operating_statement,19,Grant expenses,False,2018-19,499
operating_statement,19,Grant expenses,False,2019-20,876
operating_statement,19,Grant expenses,False,2020-21,896
operating_statement,19,Grant expenses,False,2021-22,1074
operating_statement,19,Grant expenses,False,2022-23,1127
operating_statement,19,Grant expenses,False,2023-24,1149
operating_statement,19,Grant expenses,False,2024-25,1231
operating_statement,20,Subsidy expenses,False,2015-16,412
operating_statement,20,Subsidy expenses,False,2016-17,430
operating_statement,20,Subsidy expenses,False,2017-18,610
operating_statement,20,Subsidy expenses,False,2018-19,667
operating_statement,20,Subsidy expenses,False,2019-20,797
operating_statement,20,Subsidy expenses,False,2020-21,469
operating_statement,20,Subsidy expenses,False,2021-22,543
operating_statement,20,Subsidy expenses,False,2022-23,495
operating_statement,20,Subsidy expenses,False,2023-24,370
operating_statement,20,Subsidy expenses,False,2024-25,435
operating_statement,21,Other current transfers,False,2015-16,1076
operating_statement,21,Other current transfers,False,2016-17,1203
operating_statement,21,Other current transfers,False,2017-18,1419
operating_statement,21,Other current transfers,False,2018-19,1140
operating_statement,21,Other current transfers,False,2019-20,1121
operating_statement,21,Other current transfers,False,2020-21,1244
operating_statement,21,Other current transfers,False,2021-22,1615
operating_statement,21,Other current transfers,False,2022-23,1205
operating_statement,21,Other current transfers,False,2023-24,1720
operating_statement,21,Other current transfers,False,2024-25,2468
operating_statement,22,Capital transfer expenses,False,2015-16,106
operating_statement,22,Capital transfer expenses,False,2016-17,132
operating_statement,22,Capital transfer expenses,False,2017-18,175
operating_statement,22,Capital transfer expenses,False,2018-19,145
operating_statement,22,Capital transfer expenses,False,2019-20,159
