jurisdiction,measure,production_type,category,commodity,unit,financial_year,is_preliminary,amount
South Australia,Quantity,Wild-caught,Crustaceans,Other Crustaceans,t,2014-15,False,17
South Australia,Quantity,Wild-caught,Crustaceans,Other Crustaceans,t,2015-16,False,16
South Australia,Quantity,Wild-caught,Crustaceans,Other Crustaceans,t,2016-17,False,17
South Australia,Quantity,Wild-caught,Crustaceans,Other Crustaceans,t,2017-18,False,18
South Australia,Quantity,Wild-caught,Crustaceans,Other Crustaceans,t,2018-19,False,18
South Australia,Quantity,Wild-caught,Crustaceans,Other Crustaceans,t,2019-20,False,3
South Australia,Quantity,Wild-caught,Crustaceans,Other Crustaceans,t,2020-21,False,4
South Australia,Quantity,Wild-caught,Crustaceans,Other Crustaceans,t,2021-22,False,5
South Australia,Quantity,Wild-caught,Crustaceans,Other Crustaceans,t,2022-23,False,3
South Australia,Quantity,Wild-caught,Crustaceans,Other Crustaceans,t,2023-24,False,4
South Australia,Quantity,Wild-caught,Crustaceans,Other Crustaceans,t,2024-25,True,na
South Australia,Quantity,Wild-caught,Crustaceans,Total,t,1998-99,False,6161
South Australia,Quantity,Wild-caught,Crustaceans,Total,t,1999-00,False,5781
South Australia,Quantity,Wild-caught,Crustaceans,Total,t,2000-01,False,6292
South Australia,Quantity,Wild-caught,Crustaceans,Total,t,2001-02,False,5707
South Australia,Quantity,Wild-caught,Crustaceans,Total,t,2002-03,False,4807
South Australia,Quantity,Wild-caught,Crustaceans,Total,t,2003-04,False,5254
South Australia,Quantity,Wild-caught,Crustaceans,Total,t,2004-05,False,5316
South Australia,Quantity,Wild-caught,Crustaceans,Total,t,2005-06,False,5245
South Australia,Quantity,Wild-caught,Crustaceans,Total,t,2006-07,False,5356
South Australia,Quantity,Wild-caught,Crustaceans,Total,t,2007-08,False,5375
South Australia,Quantity,Wild-caught,Crustaceans,Total,t,2008-09,False,4776
South Australia,Quantity,Wild-caught,Crustaceans,Total,t,2009-10,False,4905
South Australia,Quantity,Wild-caught,Crustaceans,Total,t,2010-11,False,4602
South Australia,Quantity,Wild-caught,Crustaceans,Total,t,2011-12,False,4284
South Australia,Quantity,Wild-caught,Crustaceans,Total,t,2012-13,False,4107
South Australia,Quantity,Wild-caught,Crustaceans,Total,t,2013-14,False,4083
South Australia,Quantity,Wild-caught,Crustaceans,Total,t,2014-15,False,4345
South Australia,Quantity,Wild-caught,Crustaceans,Total,t,2015-16,False,4908
South Australia,Quantity,Wild-caught,Crustaceans,Total,t,2016-17,False,4729
South Australia,Quantity,Wild-caught,Crustaceans,Total,t,2017-18,False,4818
South Australia,Quantity,Wild-caught,Crustaceans,Total,t,2018-19,False,4698
South Australia,Quantity,Wild-caught,Crustaceans,Total,t,2019-20,False,4106
South Australia,Quantity,Wild-caught,Crustaceans,Total,t,2020-21,False,4292
South Australia,Quantity,Wild-caught,Crustaceans,Total,t,2021-22,False,3855
South Australia,Quantity,Wild-caught,Crustaceans,Total,t,2022-23,False,4056
South Australia,Quantity,Wild-caught,Crustaceans,Total,t,2023-24,False,3943
South Australia,Quantity,Wild-caught,Crustaceans,Total,t,2024-25,True,na
South Australia,Quantity,Wild-caught,Molluscs,Abalone,t,1998-99,False,933
South Australia,Quantity,Wild-caught,Molluscs,Abalone,t,1999-00,False,889
South Australia,Quantity,Wild-caught,Molluscs,Abalone,t,2000-01,False,867
South Australia,Quantity,Wild-caught,Molluscs,Abalone,t,2001-02,False,851
South Australia,Quantity,Wild-caught,Molluscs,Abalone,t,2002-03,False,890
South Australia,Quantity,Wild-caught,Molluscs,Abalone,t,2003-04,False,877
South Australia,Quantity,Wild-caught,Molluscs,Abalone,t,2004-05,False,902
South Australia,Quantity,Wild-caught,Molluscs,Abalone,t,2005-06,False,896
South Australia,Quantity,Wild-caught,Molluscs,Abalone,t,2006-07,False,883
South Australia,Quantity,Wild-caught,Molluscs,Abalone,t,2007-08,False,890
South Australia,Quantity,Wild-caught,Molluscs,Abalone,t,2008-09,False,838
South Australia,Quantity,Wild-caught,Molluscs,Abalone,t,2009-10,False,855
South Australia,Quantity,Wild-caught,Molluscs,Abalone,t,2010-11,False,816
South Australia,Quantity,Wild-caught,Molluscs,Abalone,t,2011-12,False,823
South Australia,Quantity,Wild-caught,Molluscs,Abalone,t,2012-13,False,876
South Australia,Quantity,Wild-caught,Molluscs,Abalone,t,2013-14,False,662
South Australia,Quantity,Wild-caught,Molluscs,Abalone,t,2014-15,False,745
South Australia,Quantity,Wild-caught,Molluscs,Abalone,t,2015-16,False,626
South Australia,Quantity,Wild-caught,Molluscs,Abalone,t,2016-17,False,743
South Australia,Quantity,Wild-caught,Molluscs,Abalone,t,2017-18,False,700
South Australia,Quantity,Wild-caught,Molluscs,Abalone,t,2018-19,False,658
South Australia,Quantity,Wild-caught,Molluscs,Abalone,t,2019-20,False,508
South Australia,Quantity,Wild-caught,Molluscs,Abalone,t,2020-21,False,493
South Australia,Quantity,Wild-caught,Molluscs,Abalone,t,2021-22,False,493
South Australia,Quantity,Wild-caught,Molluscs,Abalone,t,2022-23,False,461
South Australia,Quantity,Wild-caught,Molluscs,Abalone,t,2023-24,False,453
South Australia,Quantity,Wild-caught,Molluscs,Abalone,t,2024-25,True,na
South Australia,Quantity,Wild-caught,Molluscs,Pipis,t,1998-99,False,976
South Australia,Quantity,Wild-caught,Molluscs,Pipis,t,1999-00,False,1085
South Australia,Quantity,Wild-caught,Molluscs,Pipis,t,2000-01,False,1250
South Australia,Quantity,Wild-caught,Molluscs,Pipis,t,2001-02,False,1085
South Australia,Quantity,Wild-caught,Molluscs,Pipis,t,2002-03,False,1187
South Australia,Quantity,Wild-caught,Molluscs,Pipis,t,2003-04,False,1073
South Australia,Quantity,Wild-caught,Molluscs,Pipis,t,2004-05,False,1103
South Australia,Quantity,Wild-caught,Molluscs,Pipis,t,2005-06,False,1025
South Australia,Quantity,Wild-caught,Molluscs,Pipis,t,2006-07,False,994
South Australia,Quantity,Wild-caught,Molluscs,Pipis,t,2007-08,False,607
South Australia,Quantity,Wild-caught,Molluscs,Pipis,t,2008-09,False,469
South Australia,Quantity,Wild-caught,Molluscs,Pipis,t,2009-10,False,300
South Australia,Quantity,Wild-caught,Molluscs,Pipis,t,2010-11,False,300
South Australia,Quantity,Wild-caught,Molluscs,Pipis,t,2011-12,False,374
South Australia,Quantity,Wild-caught,Molluscs,Pipis,t,2012-13,False,443
South Australia,Quantity,Wild-caught,Molluscs,Pipis,t,2013-14,False,444
South Australia,Quantity,Wild-caught,Molluscs,Pipis,t,2014-15,False,430
South Australia,Quantity,Wild-caught,Molluscs,Pipis,t,2015-16,False,492
South Australia,Quantity,Wild-caught,Molluscs,Pipis,t,2016-17,False,539
South Australia,Quantity,Wild-caught,Molluscs,Pipis,t,2017-18,False,646
South Australia,Quantity,Wild-caught,Molluscs,Pipis,t,2018-19,False,647
South Australia,Quantity,Wild-caught,Molluscs,Pipis,t,2019-20,False,430
South Australia,Quantity,Wild-caught,Molluscs,Pipis,t,2020-21,False,444
South Australia,Quantity,Wild-caught,Molluscs,Pipis,t,2021-22,False,417
South Australia,Quantity,Wild-caught,Molluscs,Pipis,t,2022-23,False,453
South Australia,Quantity,Wild-caught,Molluscs,Pipis,t,2023-24,False,442
South Australia,Quantity,Wild-caught,Molluscs,Pipis,t,2024-25,True,na
South Australia,Quantity,Wild-caught,Molluscs,Squids,t,1998-99,False,435
South Australia,Quantity,Wild-caught,Molluscs,Squids,t,1999-00,False,400
South Australia,Quantity,Wild-caught,Molluscs,Squids,t,2000-01,False,488
South Australia,Quantity,Wild-caught,Molluscs,Squids,t,2001-02,False,340
South Australia,Quantity,Wild-caught,Molluscs,Squids,t,2002-03,False,346
South Australia,Quantity,Wild-caught,Molluscs,Squids,t,2003-04,False,302
South Australia,Quantity,Wild-caught,Molluscs,Squids,t,2004-05,False,504
South Australia,Quantity,Wild-caught,Molluscs,Squids,t,2005-06,False,311
South Australia,Quantity,Wild-caught,Molluscs,Squids,t,2006-07,False,297
South Australia,Quantity,Wild-caught,Molluscs,Squids,t,2007-08,False,303
South Australia,Quantity,Wild-caught,Molluscs,Squids,t,2008-09,False,281
South Australia,Quantity,Wild-caught,Molluscs,Squids,t,2009-10,False,399
South Australia,Quantity,Wild-caught,Molluscs,Squids,t,2010-11,False,352
South Australia,Quantity,Wild-caught,Molluscs,Squids,t,2011-12,False,513
South Australia,Quantity,Wild-caught,Molluscs,Squids,t,2012-13,False,459
South Australia,Quantity,Wild-caught,Molluscs,Squids,t,2013-14,False,358
South Australia,Quantity,Wild-caught,Molluscs,Squids,t,2014-15,False,462
South Australia,Quantity,Wild-caught,Molluscs,Squids,t,2015-16,False,427
South Australia,Quantity,Wild-caught,Molluscs,Squids,t,2016-17,False,443
South Australia,Quantity,Wild-caught,Molluscs,Squids,t,2017-18,False,469
South Australia,Quantity,Wild-caught,Molluscs,Squids,t,2018-19,False,359
South Australia,Quantity,Wild-caught,Molluscs,Squids,t,2019-20,False,401
South Australia,Quantity,Wild-caught,Molluscs,Squids,t,2020-21,False,400
South Australia,Quantity,Wild-caught,Molluscs,Squids,t,2021-22,False,324
South Australia,Quantity,Wild-caught,Molluscs,Squids,t,2022-23,False,361
South Australia,Quantity,Wild-caught,Molluscs,Squids,t,2023-24,False,333
South Australia,Quantity,Wild-caught,Molluscs,Squids,t,2024-25,True,na
South Australia,Quantity,Wild-caught,Molluscs,Other Molluscs,t,1998-99,False,385
South Australia,Quantity,Wild-caught,Molluscs,Other Molluscs,t,1999-00,False,425
South Australia,Quantity,Wild-caught,Molluscs,Other Molluscs,t,2000-01,False,414
South Australia,Quantity,Wild-caught,Molluscs,Other Molluscs,t,2001-02,False,392
South Australia,Quantity,Wild-caught,Molluscs,Other Molluscs,t,2002-03,False,362
South Australia,Quantity,Wild-caught,Molluscs,Other Molluscs,t,2003-04,False,449
South Australia,Quantity,Wild-caught,Molluscs,Other Molluscs,t,2004-05,False,493
South Australia,Quantity,Wild-caught,Molluscs,Other Molluscs,t,2005-06,False,504
South Australia,Quantity,Wild-caught,Molluscs,Other Molluscs,t,2006-07,False,478
South Australia,Quantity,Wild-caught,Molluscs,Other Molluscs,t,2007-08,False,477
South Australia,Quantity,Wild-caught,Molluscs,Other Molluscs,t,2008-09,False,386
South Australia,Quantity,Wild-caught,Molluscs,Other Molluscs,t,2009-10,False,237
South Australia,Quantity,Wild-caught,Molluscs,Other Molluscs,t,2010-11,False,262
South Australia,Quantity,Wild-caught,Molluscs,Other Molluscs,t,2011-12,False,194
South Australia,Quantity,Wild-caught,Molluscs,Other Molluscs,t,2012-13,False,172
South Australia,Quantity,Wild-caught,Molluscs,Other Molluscs,t,2013-14,False,138
South Australia,Quantity,Wild-caught,Molluscs,Other Molluscs,t,2014-15,False,159
South Australia,Quantity,Wild-caught,Molluscs,Other Molluscs,t,2015-16,False,151
South Australia,Quantity,Wild-caught,Molluscs,Other Molluscs,t,2016-17,False,209
South Australia,Quantity,Wild-caught,Molluscs,Other Molluscs,t,2017-18,False,121
South Australia,Quantity,Wild-caught,Molluscs,Other Molluscs,t,2018-19,False,130
South Australia,Quantity,Wild-caught,Molluscs,Other Molluscs,t,2019-20,False,116
South Australia,Quantity,Wild-caught,Molluscs,Other Molluscs,t,2020-21,False,143
South Australia,Quantity,Wild-caught,Molluscs,Other Molluscs,t,2021-22,False,141
South Australia,Quantity,Wild-caught,Molluscs,Other Molluscs,t,2022-23,False,114
South Australia,Quantity,Wild-caught,Molluscs,Other Molluscs,t,2023-24,False,121
South Australia,Quantity,Wild-caught,Molluscs,Other Molluscs,t,2024-25,True,na
South Australia,Quantity,Wild-caught,Molluscs,Total,t,1998-99,False,2729
South Australia,Quantity,Wild-caught,Molluscs,Total,t,1999-00,False,2799
South Australia,Quantity,Wild-caught,Molluscs,Total,t,2000-01,False,3020
South Australia,Quantity,Wild-caught,Molluscs,Total,t,2001-02,False,2668
South Australia,Quantity,Wild-caught,Molluscs,Total,t,2002-03,False,2785
South Australia,Quantity,Wild-caught,Molluscs,Total,t,2003-04,False,2701
South Australia,Quantity,Wild-caught,Molluscs,Total,t,2004-05,False,3002
South Australia,Quantity,Wild-caught,Molluscs,Total,t,2005-06,False,2736
South Australia,Quantity,Wild-caught,Molluscs,Total,t,2006-07,False,2652
South Australia,Quantity,Wild-caught,Molluscs,Total,t,2007-08,False,2277
South Australia,Quantity,Wild-caught,Molluscs,Total,t,2008-09,False,1974
South Australia,Quantity,Wild-caught,Molluscs,Total,t,2009-10,False,1791
South Australia,Quantity,Wild-caught,Molluscs,Total,t,2010-11,False,1730
South Australia,Quantity,Wild-caught,Molluscs,Total,t,2011-12,False,1904
South Australia,Quantity,Wild-caught,Molluscs,Total,t,2012-13,False,1950
South Australia,Quantity,Wild-caught,Molluscs,Total,t,2013-14,False,1602
South Australia,Quantity,Wild-caught,Molluscs,Total,t,2014-15,False,1796
South Australia,Quantity,Wild-caught,Molluscs,Total,t,2015-16,False,1696
South Australia,Quantity,Wild-caught,Molluscs,Total,t,2016-17,False,1934
South Australia,Quantity,Wild-caught,Molluscs,Total,t,2017-18,False,1936
South Australia,Quantity,Wild-caught,Molluscs,Total,t,2018-19,False,1794
South Australia,Quantity,Wild-caught,Molluscs,Total,t,2019-20,False,1455
South Australia,Quantity,Wild-caught,Molluscs,Total,t,2020-21,False,1480
South Australia,Quantity,Wild-caught,Molluscs,Total,t,2021-22,False,1375
South Australia,Quantity,Wild-caught,Molluscs,Total,t,2022-23,False,1389
South Australia,Quantity,Wild-caught,Molluscs,Total,t,2023-24,False,1349
South Australia,Quantity,Wild-caught,Molluscs,Total,t,2024-25,True,na
South Australia,Quantity,Wild-caught,Finfish,Western Australian Salmon,t,1998-99,False,527
South Australia,Quantity,Wild-caught,Finfish,Western Australian Salmon,t,1999-00,False,461
South Australia,Quantity,Wild-caught,Finfish,Western Australian Salmon,t,2000-01,False,583
South Australia,Quantity,Wild-caught,Finfish,Western Australian Salmon,t,2001-02,False,456
South Australia,Quantity,Wild-caught,Finfish,Western Australian Salmon,t,2002-03,False,577
South Australia,Quantity,Wild-caught,Finfish,Western Australian Salmon,t,2003-04,False,159
South Australia,Quantity,Wild-caught,Finfish,Western Australian Salmon,t,2004-05,False,137
South Australia,Quantity,Wild-caught,Finfish,Western Australian Salmon,t,2005-06,False,180
South Australia,Quantity,Wild-caught,Finfish,Western Australian Salmon,t,2006-07,False,161
South Australia,Quantity,Wild-caught,Finfish,Western Australian Salmon,t,2007-08,False,111
South Australia,Quantity,Wild-caught,Finfish,Western Australian Salmon,t,2008-09,False,130
South Australia,Quantity,Wild-caught,Finfish,Western Australian Salmon,t,2009-10,False,181
South Australia,Quantity,Wild-caught,Finfish,Western Australian Salmon,t,2010-11,False,162
South Australia,Quantity,Wild-caught,Finfish,Western Australian Salmon,t,2011-12,False,212
South Australia,Quantity,Wild-caught,Finfish,Western Australian Salmon,t,2012-13,False,75
South Australia,Quantity,Wild-caught,Finfish,Western Australian Salmon,t,2013-14,False,61
South Australia,Quantity,Wild-caught,Finfish,Western Australian Salmon,t,2014-15,False,276
South Australia,Quantity,Wild-caught,Finfish,Western Australian Salmon,t,2015-16,False,457
South Australia,Quantity,Wild-caught,Finfish,Western Australian Salmon,t,2016-17,False,272
South Australia,Quantity,Wild-caught,Finfish,Western Australian Salmon,t,2017-18,False,322
South Australia,Quantity,Wild-caught,Finfish,Western Australian Salmon,t,2018-19,False,182
South Australia,Quantity,Wild-caught,Finfish,Western Australian Salmon,t,2019-20,False,190
South Australia,Quantity,Wild-caught,Finfish,Western Australian Salmon,t,2020-21,False,93
South Australia,Quantity,Wild-caught,Finfish,Western Australian Salmon,t,2021-22,False,327
South Australia,Quantity,Wild-caught,Finfish,Western Australian Salmon,t,2022-23,False,364
South Australia,Quantity,Wild-caught,Finfish,Western Australian Salmon,t,2023-24,False,458
South Australia,Quantity,Wild-caught,Finfish,Western Australian Salmon,t,2024-25,True,na
South Australia,Quantity,Wild-caught,Finfish,Mullets,t,1998-99,False,207
South Australia,Quantity,Wild-caught,Finfish,Mullets,t,1999-00,False,224
South Australia,Quantity,Wild-caught,Finfish,Mullets,t,2000-01,False,199
South Australia,Quantity,Wild-caught,Finfish,Mullets,t,2001-02,False,212
South Australia,Quantity,Wild-caught,Finfish,Mullets,t,2002-03,False,214
South Australia,Quantity,Wild-caught,Finfish,Mullets,t,2003-04,False,155
South Australia,Quantity,Wild-caught,Finfish,Mullets,t,2004-05,False,160
South Australia,Quantity,Wild-caught,Finfish,Mullets,t,2005-06,False,164
South Australia,Quantity,Wild-caught,Finfish,Mullets,t,2006-07,False,177
South Australia,Quantity,Wild-caught,Finfish,Mullets,t,2007-08,False,245
South Australia,Quantity,Wild-caught,Finfish,Mullets,t,2008-09,False,240
South Australia,Quantity,Wild-caught,Finfish,Mullets,t,2009-10,False,230
South Australia,Quantity,Wild-caught,Finfish,Mullets,t,2010-11,False,271
South Australia,Quantity,Wild-caught,Finfish,Mullets,t,2011-12,False,177
South Australia,Quantity,Wild-caught,Finfish,Mullets,t,2012-13,False,237
South Australia,Quantity,Wild-caught,Finfish,Mullets,t,2013-14,False,213
South Australia,Quantity,Wild-caught,Finfish,Mullets,t,2014-15,False,138
South Australia,Quantity,Wild-caught,Finfish,Mullets,t,2015-16,False,149
South Australia,Quantity,Wild-caught,Finfish,Mullets,t,2016-17,False,200
South Australia,Quantity,Wild-caught,Finfish,Mullets,t,2017-18,False,177
South Australia,Quantity,Wild-caught,Finfish,Mullets,t,2018-19,False,301
South Australia,Quantity,Wild-caught,Finfish,Mullets,t,2019-20,False,469
South Australia,Quantity,Wild-caught,Finfish,Mullets,t,2020-21,False,377
South Australia,Quantity,Wild-caught,Finfish,Mullets,t,2021-22,False,213
South Australia,Quantity,Wild-caught,Finfish,Mullets,t,2022-23,False,243
South Australia,Quantity,Wild-caught,Finfish,Mullets,t,2023-24,False,217
South Australia,Quantity,Wild-caught,Finfish,Mullets,t,2024-25,True,na
South Australia,Quantity,Wild-caught,Finfish,Australian Herring,t,1998-99,False,322
South Australia,Quantity,Wild-caught,Finfish,Australian Herring,t,1999-00,False,302
South Australia,Quantity,Wild-caught,Finfish,Australian Herring,t,2000-01,False,231
South Australia,Quantity,Wild-caught,Finfish,Australian Herring,t,2001-02,False,262
South Australia,Quantity,Wild-caught,Finfish,Australian Herring,t,2002-03,False,197
South Australia,Quantity,Wild-caught,Finfish,Australian Herring,t,2003-04,False,150
South Australia,Quantity,Wild-caught,Finfish,Australian Herring,t,2004-05,False,183
South Australia,Quantity,Wild-caught,Finfish,Australian Herring,t,2005-06,False,126
South Australia,Quantity,Wild-caught,Finfish,Australian Herring,t,2006-07,False,105
South Australia,Quantity,Wild-caught,Finfish,Australian Herring,t,2007-08,False,122
South Australia,Quantity,Wild-caught,Finfish,Australian Herring,t,2008-09,False,143
South Australia,Quantity,Wild-caught,Finfish,Australian Herring,t,2009-10,False,168
South Australia,Quantity,Wild-caught,Finfish,Australian Herring,t,2010-11,False,118
South Australia,Quantity,Wild-caught,Finfish,Australian Herring,t,2011-12,False,99
South Australia,Quantity,Wild-caught,Finfish,Australian Herring,t,2012-13,False,137
South Australia,Quantity,Wild-caught,Finfish,Australian Herring,t,2013-14,False,143
South Australia,Quantity,Wild-caught,Finfish,Australian Herring,t,2014-15,False,116
South Australia,Quantity,Wild-caught,Finfish,Australian Herring,t,2015-16,False,90
South Australia,Quantity,Wild-caught,Finfish,Australian Herring,t,2016-17,False,83
South Australia,Quantity,Wild-caught,Finfish,Australian Herring,t,2017-18,False,85
South Australia,Quantity,Wild-caught,Finfish,Australian Herring,t,2018-19,False,97
South Australia,Quantity,Wild-caught,Finfish,Australian Herring,t,2019-20,False,88
South Australia,Quantity,Wild-caught,Finfish,Australian Herring,t,2020-21,False,110
South Australia,Quantity,Wild-caught,Finfish,Australian Herring,t,2021-22,False,109
South Australia,Quantity,Wild-caught,Finfish,Australian Herring,t,2022-23,False,93
South Australia,Quantity,Wild-caught,Finfish,Australian Herring,t,2023-24,False,72
South Australia,Quantity,Wild-caught,Finfish,Australian Herring,t,2024-25,True,na
South Australia,Quantity,Wild-caught,Finfish,Snapper,t,1998-99,False,447
South Australia,Quantity,Wild-caught,Finfish,Snapper,t,1999-00,False,576
South Australia,Quantity,Wild-caught,Finfish,Snapper,t,2000-01,False,577
South Australia,Quantity,Wild-caught,Finfish,Snapper,t,2001-02,False,648
South Australia,Quantity,Wild-caught,Finfish,Snapper,t,2002-03,False,533
South Australia,Quantity,Wild-caught,Finfish,Snapper,t,2003-04,False,413
South Australia,Quantity,Wild-caught,Finfish,Snapper,t,2004-05,False,504
South Australia,Quantity,Wild-caught,Finfish,Snapper,t,2005-06,False,529
South Australia,Quantity,Wild-caught,Finfish,Snapper,t,2006-07,False,644
South Australia,Quantity,Wild-caught,Finfish,Snapper,t,2007-08,False,741
South Australia,Quantity,Wild-caught,Finfish,Snapper,t,2008-09,False,780
South Australia,Quantity,Wild-caught,Finfish,Snapper,t,2009-10,False,916
South Australia,Quantity,Wild-caught,Finfish,Snapper,t,2010-11,False,972
South Australia,Quantity,Wild-caught,Finfish,Snapper,t,2011-12,False,878
South Australia,Quantity,Wild-caught,Finfish,Snapper,t,2012-13,False,549
South Australia,Quantity,Wild-caught,Finfish,Snapper,t,2013-14,False,549
South Australia,Quantity,Wild-caught,Finfish,Snapper,t,2014-15,False,586
South Australia,Quantity,Wild-caught,Finfish,Snapper,t,2015-16,False,427
South Australia,Quantity,Wild-caught,Finfish,Snapper,t,2016-17,False,343
South Australia,Quantity,Wild-caught,Finfish,Snapper,t,2017-18,False,304
South Australia,Quantity,Wild-caught,Finfish,Snapper,t,2018-19,False,281
South Australia,Quantity,Wild-caught,Finfish,Snapper,t,2019-20,False,115
South Australia,Quantity,Wild-caught,Finfish,Snapper,t,2020-21,False,43
South Australia,Quantity,Wild-caught,Finfish,Snapper,t,2021-22,False,25
South Australia,Quantity,Wild-caught,Finfish,Snapper,t,2022-23,False,29
South Australia,Quantity,Wild-caught,Finfish,Snapper,t,2023-24,False,36
South Australia,Quantity,Wild-caught,Finfish,Snapper,t,2024-25,True,na
South Australia,Quantity,Wild-caught,Finfish,King George Whiting,t,1998-99,False,594
South Australia,Quantity,Wild-caught,Finfish,King George Whiting,t,1999-00,False,517
South Australia,Quantity,Wild-caught,Finfish,King George Whiting,t,2000-01,False,453
South Australia,Quantity,Wild-caught,Finfish,King George Whiting,t,2001-02,False,390
South Australia,Quantity,Wild-caught,Finfish,King George Whiting,t,2002-03,False,398
South Australia,Quantity,Wild-caught,Finfish,King George Whiting,t,2003-04,False,352
South Australia,Quantity,Wild-caught,Finfish,King George Whiting,t,2004-05,False,347
South Australia,Quantity,Wild-caught,Finfish,King George Whiting,t,2005-06,False,336
South Australia,Quantity,Wild-caught,Finfish,King George Whiting,t,2006-07,False,361
South Australia,Quantity,Wild-caught,Finfish,King George Whiting,t,2007-08,False,329
South Australia,Quantity,Wild-caught,Finfish,King George Whiting,t,2008-09,False,339
South Australia,Quantity,Wild-caught,Finfish,King George Whiting,t,2009-10,False,343
