"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Year_Dollars","Description1","Description2","Description3","Description4","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Other","Aust"
"11A.9","2021-22","Operational workforce; by age group and attrition","All ages","All people","All people","All areas","","Ambulance service organisations","Operational workforce","Attrition rate","","","Derived from CAA (unpublished)","%","4.8","3.9","2.1","6.5","2.8","3.1","11.4","18.7","","4.1"
"11A.9","2020-21","Operational workforce; by age group and attrition","<30 years old","All people","All people","All areas","","Ambulance service organisations","Operational workforce","","","","CAA (unpublished)","no.","1152","1374","1302","226","321","156","84","54","","4669"
"11A.9","2020-21","Operational workforce; by age group and attrition","30-39 years old","All people","All people","All areas","","Ambulance service organisations","Operational workforce","","","","CAA (unpublished)","no.","1321","1682","1251","445","415","168","80","94","","5456"
"11A.9","2020-21","Operational workforce; by age group and attrition","40-49 years old","All people","All people","All areas","","Ambulance service organisations","Operational workforce","","","","CAA (unpublished)","no.","1135","784","1012","334","338","116","70","55","","3844"
"11A.9","2020-21","Operational workforce; by age group and attrition","50-59 years old","All people","All people","All areas","","Ambulance service organisations","Operational workforce","","","","CAA (unpublished)","no.","979","738","840","234","288","80","66","44","","3269"
"11A.9","2020-21","Operational workforce; by age group and attrition","60+ years old","All people","All people","All areas","","Ambulance service organisations","Operational workforce","","","","CAA (unpublished)","no.","231","202","276","75","94","28","13","10","","929"
"11A.9","2020-21","Operational workforce; by age group and attrition","All ages","All people","All people","All areas","","Ambulance service organisations","Operational workforce","","","","Derived from CAA (unpublished)","no.","4818","4780","4681","1314","1456","548","313","257","","18167"
"11A.9","2020-21","Operational workforce; by age group and attrition","<50 years old","All people","All people","All areas","","Ambulance service organisations","Operational workforce","","","","Derived from CAA (unpublished)","%","74.9","80.3","76.2","76.5","73.8","80.3","74.8","79.0","","76.9"
"11A.9","2020-21","Operational workforce; by age group and attrition","All ages","All people","All people","All areas","","Ambulance service organisations","Operational workforce","Total full-time equivalent (FTE)","","","CAA (unpublished)","no.","4502","4632","4110","1146","1345","505","264","175","","16678"
"11A.9","2020-21","Operational workforce; by age group and attrition","All ages","All people","All people","All areas","","Ambulance service organisations","Operational workforce","Exited the organisation during the year (FTE)","","","CAA (unpublished)","no.","130","141","64","57","31","16","13","29","","481"
"11A.9","2020-21","Operational workforce; by age group and attrition","All ages","All people","All people","All areas","","Ambulance service organisations","Operational workforce","Attrition rate","","","Derived from CAA (unpublished)","%","2.9","3.0","1.6","5.0","2.3","3.2","4.9","16.6","","2.9"
"11A.9","2019-20","Operational workforce; by age group and attrition","<30 years old","All people","All people","All areas","","Ambulance service organisations","Operational workforce","","","","CAA (unpublished)","no.","1095","1377","1310","188","300","138","69","54","","4531"
"11A.9","2019-20","Operational workforce; by age group and attrition","30-39 years old","All people","All people","All areas","","Ambulance service organisations","Operational workforce","","","","CAA (unpublished)","no.","1297","1518","1114","385","401","155","83","64","","5017"
"11A.9","2019-20","Operational workforce; by age group and attrition","40-49 years old","All people","All people","All areas","","Ambulance service organisations","Operational workforce","","","","CAA (unpublished)","no.","1143","808","1052","307","345","109","67","44","","3875"
"11A.9","2019-20","Operational workforce; by age group and attrition","50-59 years old","All people","All people","All areas","","Ambulance service organisations","Operational workforce","","","","CAA (unpublished)","no.","981","743","774","175","281","70","70","37","","3131"
"11A.9","2019-20","Operational workforce; by age group and attrition","60+ years old","All people","All people","All areas","","Ambulance service organisations","Operational workforce","","","","CAA (unpublished)","no.","224","196","247","51","88","23","13","4","","846"
"11A.9","2019-20","Operational workforce; by age group and attrition","All ages","All people","All people","All areas","","Ambulance service organisations","Operational workforce","","","","Derived from CAA (unpublished)","no.","4740","4642","4497","1106","1415","495","302","203","","17400"
"11A.9","2019-20","Operational workforce; by age group and attrition","<50 years old","All people","All people","All areas","","Ambulance service organisations","Operational workforce","","","","Derived from CAA (unpublished)","%","74.6","79.8","77.3","79.6","73.9","81.2","72.5","79.8","","77.1"
"11A.9","2019-20","Operational workforce; by age group and attrition","All ages","All people","All people","All areas","","Ambulance service organisations","Operational workforce","Total full-time equivalent (FTE)","","","CAA (unpublished)","no.","4450","4481","4000","1083","1309","459","248","179","","16209"
"11A.9","2019-20","Operational workforce; by age group and attrition","All ages","All people","All people","All areas","","Ambulance service organisations","Operational workforce","Exited the organisation during the year (FTE)","","","CAA (unpublished)","no.","135","108","44","45","44","9","11","36","","431"
"11A.9","2019-20","Operational workforce; by age group and attrition","All ages","All people","All people","All areas","","Ambulance service organisations","Operational workforce","Attrition rate","","","Derived from CAA (unpublished)","%","3.0","2.4","1.1","4.2","3.4","1.9","4.3","20.2","","2.7"
"11A.9","2018-19","Operational workforce; by age group and attrition","<30 years old","All people","All people","All areas","","Ambulance service organisations","Operational workforce","","","","CAA (unpublished)","no.","834","1280","1213","218","287","108","58","37","","4035"
"11A.9","2018-19","Operational workforce; by age group and attrition","30-39 years old","All people","All people","All areas","","Ambulance service organisations","Operational workforce","","","","CAA (unpublished)","no.","1194","1396","1032","436","385","134","78","56","","4711"
"11A.9","2018-19","Operational workforce; by age group and attrition","40-49 years old","All people","All people","All areas","","Ambulance service organisations","Operational workforce","","","","CAA (unpublished)","no.","1191","824","1035","351","343","103","82","53","","3982"
"11A.9","2018-19","Operational workforce; by age group and attrition","50-59 years old","All people","All people","All areas","","Ambulance service organisations","Operational workforce","","","","CAA (unpublished)","no.","912","761","731","227","278","74","59","26","","3068"
"11A.9","2018-19","Operational workforce; by age group and attrition","60+ years old","All people","All people","All areas","","Ambulance service organisations","Operational workforce","","","","CAA (unpublished)","no.","210","213","211","55","76","21","14","8","","808"
"11A.9","2018-19","Operational workforce; by age group and attrition","All ages","All people","All people","All areas","","Ambulance service organisations","Operational workforce","","","","Derived from CAA (unpublished)","no.","4341","4474","4222","1287","1369","440","291","180","","16604"
"11A.9","2018-19","Operational workforce; by age group and attrition","<50 years old","All people","All people","All areas","","Ambulance service organisations","Operational workforce","","","","Derived from CAA (unpublished)","%","74.2","78.2","77.7","78.1","74.1","78.4","74.9","81.1","","76.7"
"11A.9","2018-19","Operational workforce; by age group and attrition","All ages","All people","All people","All areas","","Ambulance service organisations","Operational workforce","Total full-time equivalent (FTE)","","","CAA (unpublished)","no.","4066","4215","3744","1055","1248","401","227","167","","15125"
"11A.9","2018-19","Operational workforce; by age group and attrition","All ages","All people","All people","All areas","","Ambulance service organisations","Operational workforce","Exited the organisation during the year (FTE)","","","CAA (unpublished)","no.","112","143","70","32","33","18","14","20","","442"
"11A.9","2018-19","Operational workforce; by age group and attrition","All ages","All people","All people","All areas","","Ambulance service organisations","Operational workforce","Attrition rate","","","Derived from CAA (unpublished)","%","2.8","3.4","1.9","3.0","2.6","4.5","6.2","12.0","","2.9"
"11A.9","2017-18","Operational workforce; by age group and attrition","<30 years old","All people","All people","All areas","","Ambulance service organisations","Operational workforce","","","","CAA (unpublished)","no.","703","1315","1253","248","295","91","55","39","","3999"
"11A.9","2017-18","Operational workforce; by age group and attrition","30-39 years old","All people","All people","All areas","","Ambulance service organisations","Operational workforce","","","","CAA (unpublished)","no.","1146","1351","995","444","377","124","63","51","","4551"
"11A.9","2017-18","Operational workforce; by age group and attrition","40-49 years old","All people","All people","All areas","","Ambulance service organisations","Operational workforce","","","","CAA (unpublished)","no.","1188","889","1060","412","362","114","81","45","","4151"
"11A.9","2017-18","Operational workforce; by age group and attrition","50-59 years old","All people","All people","All areas","","Ambulance service organisations","Operational workforce","","","","CAA (unpublished)","no.","871","771","659","281","305","71","55","23","","3036"
"11A.9","2017-18","Operational workforce; by age group and attrition","60+ years old","All people","All people","All areas","","Ambulance service organisations","Operational workforce","","","","CAA (unpublished)","no.","209","203","194","74","55","23","8","4","","770"
"11A.9","2017-18","Operational workforce; by age group and attrition","All ages","All people","All people","All areas","","Ambulance service organisations","Operational workforce","","","","Derived from CAA (unpublished)","no.","4117","4529","4161","1459","1394","423","262","162","","16507"
"11A.9","2017-18","Operational workforce; by age group and attrition","<50 years old","All people","All people","All areas","","Ambulance service organisations","Operational workforce","","","","Derived from CAA (unpublished)","%","73.8","78.5","79.5","75.7","74.2","77.8","75.9","83.3","","76.9"
"11A.9","2017-18","Operational workforce; by age group and attrition","All ages","All people","All people","All areas","","Ambulance service organisations","Operational workforce","Total full-time equivalent (FTE)","","","CAA (unpublished)","no.","3838","4215","3661","1010","1171","378","214","149","","14636"
"11A.9","2017-18","Operational workforce; by age group and attrition","All ages","All people","All people","All areas","","Ambulance service organisations","Operational workforce","Exited the organisation during the year (FTE)","","","CAA (unpublished)","no.","101","94","87","43","28","13","7","20","","392"
"11A.9","2017-18","Operational workforce; by age group and attrition","All ages","All people","All people","All areas","","Ambulance service organisations","Operational workforce","Attrition rate","","","Derived from CAA (unpublished)","%","2.6","2.2","2.4","4.2","2.4","3.4","3.3","13.4","","2.7"
"11A.9","2016-17","Operational workforce; by age group and attrition","<30 years old","All people","All people","All areas","","Ambulance service organisations","Operational workforce","","","","CAA (unpublished)","no.","621","1202","1105","207","276","76","42","34","","3563"
"11A.9","2016-17","Operational workforce; by age group and attrition","30-39 years old","All people","All people","All areas","","Ambulance service organisations","Operational workforce","","","","CAA (unpublished)","no.","1086","1173","928","393","365","112","65","45","","4167"
"11A.9","2016-17","Operational workforce; by age group and attrition","40-49 years old","All people","All people","All areas","","Ambulance service organisations","Operational workforce","","","","CAA (unpublished)","no.","1173","869","1081","341","387","106","88","43","","4088"
"11A.9","2016-17","Operational workforce; by age group and attrition","50-59 years old","All people","All people","All areas","","Ambulance service organisations","Operational workforce","","","","CAA (unpublished)","no.","844","679","617","196","299","55","53","16","","2759"
"11A.9","2016-17","Operational workforce; by age group and attrition","60+ years old","All people","All people","All areas","","Ambulance service organisations","Operational workforce","","","","CAA (unpublished)","no.","160","232","180","38","70","21","6","2","","709"
"11A.9","2016-17","Operational workforce; by age group and attrition","All ages","All people","All people","All areas","","Ambulance service organisations","Operational workforce","","","","Derived from CAA (unpublished)","no.","3884","4155","3911","1175","1397","370","254","140","","15286"
"11A.9","2016-17","Operational workforce; by age group and attrition","<50 years old","All people","All people","All areas","","Ambulance service organisations","Operational workforce","","","","Derived from CAA (unpublished)","%","74.2","78.1","79.6","80.1","73.6","79.5","76.8","87.1","","77.3"
"11A.9","2016-17","Operational workforce; by age group and attrition","All ages","All people","All people","All areas","","Ambulance service organisations","Operational workforce","Total full-time equivalent (FTE)","","","CAA (unpublished)","no.","3765","3969","3443","992","1082","338","187","135","","13910"
"11A.9","2016-17","Operational workforce; by age group and attrition","All ages","All people","All people","All areas","","Ambulance service organisations","Operational workforce","Exited the organisation during the year (FTE)","","","CAA (unpublished)","no.","114","69","79","40","21","10","7","20","","358"
"11A.9","2016-17","Operational workforce; by age group and attrition","All ages","All people","All people","All areas","","Ambulance service organisations","Operational workforce","Attrition rate","","","Derived from CAA (unpublished)","%","3.0","1.7","2.3","4.0","1.9","3.0","3.7","14.4","","2.6"
"11A.9","2015-16","Operational workforce; by age group and attrition","<30 years old","All people","All people","All areas","","Ambulance service organisations","Operational workforce","","","","CAA (unpublished)","no.","650","1018","1013","212","222","70","33","44","","3262"
"11A.9","2015-16","Operational workforce; by age group and attrition","30-39 years old","All people","All people","All areas","","Ambulance service organisations","Operational workforce","","","","CAA (unpublished)","no.","972","1017","881","370","335","84","56","68","","3783"
"11A.9","2015-16","Operational workforce; by age group and attrition","40-49 years old","All people","All people","All areas","","Ambulance service organisations","Operational workforce","","","","CAA (unpublished)","no.","1191","847","1081","335","318","91","87","57","","4007"
"11A.9","2015-16","Operational workforce; by age group and attrition","50-59 years old","All people","All people","All areas","","Ambulance service organisations","Operational workforce","","","","CAA (unpublished)","no.","817","685","605","169","259","59","47","27","","2668"
"11A.9","2015-16","Operational workforce; by age group and attrition","60+ years old","All people","All people","All areas","","Ambulance service organisations","Operational workforce","","","","CAA (unpublished)","no.","146","173","157","30","51","16","6","4","","583"
"11A.9","2015-16","Operational workforce; by age group and attrition","All ages","All people","All people","All areas","","Ambulance service organisations","Operational workforce","","","","Derived from CAA (unpublished)","no.","3776","3740","3737","1116","1185","320","229","200","","14303"
"11A.9","2015-16","Operational workforce; by age group and attrition","<50 years old","All people","All people","All areas","","Ambulance service organisations","Operational workforce","","","","Derived from CAA (unpublished)","%","74.5","77.1","79.6","82.2","73.8","76.5","76.9","84.5","","77.3"
"11A.9","2015-16","Operational workforce; by age group and attrition","All ages","All people","All people","All areas","","Ambulance service organisations","Operational workforce","Total full-time equivalent (FTE)","","","CAA (unpublished)","no.","3538","3547","3327","968","1000","330","192","200","","13102"
"11A.9","2015-16","Operational workforce; by age group and attrition","All ages","All people","All people","All areas","","Ambulance service organisations","Operational workforce","Exited the organisation during the year (FTE)","","","CAA (unpublished)","no.","131","121","85","29","17","14","7","27","","431"
"11A.9","2015-16","Operational workforce; by age group and attrition","All ages","All people","All people","All areas","","Ambulance service organisations","Operational workforce","Attrition rate","","","Derived from CAA (unpublished)","%","3.7","3.4","2.6","3.0","1.7","4.1","3.6","13.5","","3.3"
"11A.10","2024","Enrolments in accredited paramedic training courses","All ages","All people","All people","All areas","","Enrolments in accredited paramedic training courses","Total student enrolments","","","","CAA (unpublished)","no.","1697","1979","2813","781","544","110","135","150","","8209"
"11A.10","2024","Enrolments in accredited paramedic training courses","All ages","All people","All people","All areas","","Enrolments in accredited paramedic training courses","Students enrolled in final year","","","","CAA (unpublished)","no.","580","500","873","297","146","55","24","24","","2499"
"11A.10","2024","Enrolments in accredited paramedic training courses","All ages","All people","All people","All areas","","Enrolments in accredited paramedic training courses","Total student enrolments","","Per 1 million people","","Derived from CAA (unpublished); ABS National state and territory population - June","rate","200.0","283.5","503.6","263.4","289.7","191.2","284.7","588.0","","301.7"
"11A.10","2024","Enrolments in accredited paramedic training courses","All ages","All people","All people","All areas","","Enrolments in accredited paramedic training courses","Students enrolled in final year","","Per 1 million people","","Derived from CAA (unpublished); ABS National state and territory population - June","rate","68.4","71.6","156.3","100.2","77.7","95.6","50.6","94.1","","91.9"
"11A.10","2023","Enrolments in accredited paramedic training courses","All ages","All people","All people","All areas","","Enrolments in accredited paramedic training courses","Total student enrolments","","","","CAA (unpublished)","no.","1285","1928","2569","744","441","114","133","145","","7359"
"11A.10","2023","Enrolments in accredited paramedic training courses","All ages","All people","All people","All areas","","Enrolments in accredited paramedic training courses","Students enrolled in final year","","","","CAA (unpublished)","no.","422","744","682","282","105","53","38","39","","2365"
"11A.10","2023","Enrolments in accredited paramedic training courses","All ages","All people","All people","All areas","","Enrolments in accredited paramedic training courses","Total student enrolments","","Per 1 million people","","Derived from CAA (unpublished); ABS National state and territory population - June","rate","154.1","283.0","470.6","258.5","238.2","199.0","284.9","574.3","","276.3"
"11A.10","2023","Enrolments in accredited paramedic training courses","All ages","All people","All people","All areas","","Enrolments in accredited paramedic training courses","Students enrolled in final year","","Per 1 million people","","Derived from CAA (unpublished); ABS National state and territory population - June","rate","50.6","109.2","124.9","98.0","56.7","92.5","81.4","154.5","","88.8"
"11A.10","2022","Enrolments in accredited paramedic training courses","All ages","All people","All people","All areas","","Enrolments in accredited paramedic training courses","Total student enrolments","","","","CAA (unpublished)","no.","1280","2073","2546","724","405","313","161","95","","7597"
"11A.10","2022","Enrolments in accredited paramedic training courses","All ages","All people","All people","All areas","","Enrolments in accredited paramedic training courses","Students enrolled in final year","","","","CAA (unpublished)","no.","319","812","577","166","99","127","40","4","","2144"
"11A.10","2022","Enrolments in accredited paramedic training courses","All ages","All people","All people","All areas","","Enrolments in accredited paramedic training courses","Total student enrolments","","Per 1 million people","","Derived from CAA (unpublished); ABS National state and territory population - June","rate","157.0","313.4","478.4","259.9","222.5","547.7","352.6","379.0","","292.4"
"11A.10","2022","Enrolments in accredited paramedic training courses","All ages","All people","All people","All areas","","Enrolments in accredited paramedic training courses","Students enrolled in final year","","Per 1 million people","","Derived from CAA (unpublished); ABS National state and territory population - June","rate","39.1","122.8","108.4","59.6","54.4","222.2","87.6","16.0","","82.5"
"11A.10","2021","Enrolments in accredited paramedic training courses","All ages","All people","All people","All areas","","Enrolments in accredited paramedic training courses","Total student enrolments","","","","CAA (unpublished)","no.","1400","1868","3038","724","429","93","161","24","","7737"
"11A.10","2021","Enrolments in accredited paramedic training courses","All ages","All people","All people","All areas","","Enrolments in accredited paramedic training courses","Students enrolled in final year","","","","CAA (unpublished)","no.","397","748","545","173","99","55","26","0","","2043"
"11A.10","2021","Enrolments in accredited paramedic training courses","All ages","All people","All people","All areas","","Enrolments in accredited paramedic training courses","Total student enrolments","","Per 1 million people","","Derived from CAA (unpublished); ABS National state and territory population - June","rate","172.9","285.3","582.5","263.3","238.0","164.0","355.8","96.7","","301.2"
"11A.10","2021","Enrolments in accredited paramedic training courses","All ages","All people","All people","All areas","","Enrolments in accredited paramedic training courses","Students enrolled in final year","","Per 1 million people","","Derived from CAA (unpublished); ABS National state and territory population - June","rate","49.0","114.2","104.5","62.9","54.9","97.0","57.5","0","","79.5"
"11A.10","2020","Enrolments in accredited paramedic training courses","All ages","All people","All people","All areas","","Enrolments in accredited paramedic training courses","Total student enrolments","","","","CAA (unpublished)","no.","1040","2002","2319","746","353","82","167","16","","6725"
"11A.10","2020","Enrolments in accredited paramedic training courses","All ages","All people","All people","All areas","","Enrolments in accredited paramedic training courses","Students enrolled in final year","","","","CAA (unpublished)","no.","372","698","595","308","94","48","27","0","","2142"
"11A.10","2020","Enrolments in accredited paramedic training courses","All ages","All people","All people","All areas","","Enrolments in accredited paramedic training courses","Total student enrolments","","Per 1 million people","","Derived from CAA (unpublished); ABS National state and territory population - June","rate","128.2","302.6","448.9","275.0","197.2","147.1","375.4","64.7","","262.2"
"11A.10","2020","Enrolments in accredited paramedic training courses","All ages","All people","All people","All areas","","Enrolments in accredited paramedic training courses","Students enrolled in final year","","Per 1 million people","","Derived from CAA (unpublished); ABS National state and territory population - June","rate","45.9","105.5","115.2","113.5","52.5","86.1","60.7","0","","83.5"
"11A.10","2019","Enrolments in accredited paramedic training courses","All ages","All people","All people","All areas","","Enrolments in accredited paramedic training courses","Total student enrolments","","","","CAA (unpublished)","no.","1788","2313","2820","1037","340","174","201","..","","8673"
"11A.10","2019","Enrolments in accredited paramedic training courses","All ages","All people","All people","All areas","","Enrolments in accredited paramedic training courses","Students enrolled in final year","","","","CAA (unpublished)","no.","522","561","589","364","97","87","60","..","","2280"
"11A.10","2019","Enrolments in accredited paramedic training courses","All ages","All people","All people","All areas","","Enrolments in accredited paramedic training courses","Total student enrolments","","Per 1 million people","","Derived from CAA (unpublished); ABS National state and territory population - June","rate","222.2","353.8","554.2","389.9","192.4","317.6","461.3","..","","342.3"
"11A.10","2019","Enrolments in accredited paramedic training courses","All ages","All people","All people","All areas","","Enrolments in accredited paramedic training courses","Students enrolled in final year","","Per 1 million people","","Derived from CAA (unpublished); ABS National state and territory population - June","rate","64.9","85.8","115.7","136.9","54.9","158.8","137.7","..","","90.0"
"11A.10","2018","Enrolments in accredited paramedic training courses","All ages","All people","All people","All areas","","Enrolments in accredited paramedic training courses","Total student enrolments","","","","CAA (unpublished)","no.","1117","2049","2810","855","299","150","185","..","","7465"
"11A.10","2018","Enrolments in accredited paramedic training courses","All ages","All people","All people","All areas","","Enrolments in accredited paramedic training courses","Students enrolled in final year","","","","CAA (unpublished)","no.","373","543","769","284","103","101","55","..","","2228"
"11A.10","2018","Enrolments in accredited paramedic training courses","All ages","All people","All people","All areas","","Enrolments in accredited paramedic training courses","Total student enrolments","","Per 1 million people","","Derived from CAA (unpublished); ABS National state and territory population - June","rate","140.4","319.0","561.3","326.6","171.2","279.2","434.2","..","","299.0"
"11A.10","2018","Enrolments in accredited paramedic training courses","All ages","All people","All people","All areas","","Enrolments in accredited paramedic training courses","Students enrolled in final year","","Per 1 million people","","Derived from CAA (unpublished); ABS National state and territory population - June","rate","46.9","84.5","153.6","108.5","59.0","188.0","129.1","..","","89.3"
"11A.10","2017","Enrolments in accredited paramedic training courses","All ages","All people","All people","All areas","","Enrolments in accredited paramedic training courses","Total student enrolments","","","","CAA (unpublished)","no.","1062","2080","2950","773","350","106","190","..","","7511"
"11A.10","2017","Enrolments in accredited paramedic training courses","All ages","All people","All people","All areas","","Enrolments in accredited paramedic training courses","Students enrolled in final year","","","","CAA (unpublished)","no.","316","613","884","174","108","45","41","..","","2181"
"11A.10","2017","Enrolments in accredited paramedic training courses","All ages","All people","All people","All areas","","Enrolments in accredited paramedic training courses","Total student enrolments","","Per 1 million people","","Derived from CAA (unpublished); ABS National state and territory population - June","rate","135.2","330.0","598.8","298.9","202.5","201.2","457.8","..","","305.4"
"11A.10","2017","Enrolments in accredited paramedic training courses","All ages","All people","All people","All areas","","Enrolments in accredited paramedic training courses","Students enrolled in final year","","Per 1 million people","","Derived from CAA (unpublished); ABS National state and territory population - June","rate","40.2","97.3","179.4","67.3","62.5","85.4","98.8","..","","88.7"
"11A.10","2016","Enrolments in accredited paramedic training courses","All ages","All people","All people","All areas","","Enrolments in accredited paramedic training courses","Total student enrolments","","","","CAA (unpublished)","no.","1087","2179","2960","767","356","109","262","..","","7720"
"11A.10","2016","Enrolments in accredited paramedic training courses","All ages","All people","All people","All areas","","Enrolments in accredited paramedic training courses","Students enrolled in final year","","","","CAA (unpublished)","no.","315","602","662","175","109","51","51","..","","1965"
"11A.10","2016","Enrolments in accredited paramedic training courses","All ages","All people","All people","All areas","","Enrolments in accredited paramedic training courses","Total student enrolments","","Per 1 million people","","Derived from CAA (unpublished); ABS National state and territory population - June","rate","140.6","353.0","610.9","300.1","207.8","210.6","650.0","..","","319.1"
"11A.10","2016","Enrolments in accredited paramedic training courses","All ages","All people","All people","All areas","","Enrolments in accredited paramedic training courses","Students enrolled in final year","","Per 1 million people","","Derived from CAA (unpublished); ABS National state and territory population - June","rate","40.7","97.5","136.6","68.5","63.6","98.5","126.5","..","","81.2"
"11A.10","2015","Enrolments in accredited paramedic training courses","All ages","All people","All people","All areas","","Enrolments in accredited paramedic training courses","Total student enrolments","","","","CAA (unpublished)","no.","922","2282","2335","453","432","106","281","..","","6811"
"11A.10","2015","Enrolments in accredited paramedic training courses","All ages","All people","All people","All areas","","Enrolments in accredited paramedic training courses","Students enrolled in final year","","","","CAA (unpublished)","no.","154","585","431","154","173","0","38","..","","1535"
"11A.10","2015","Enrolments in accredited paramedic training courses","All ages","All people","All people","All areas","","Enrolments in accredited paramedic training courses","Total student enrolments","","Per 1 million people","","Derived from CAA (unpublished); ABS National state and territory population - June","rate","121.1","378.9","488.7","178.3","254.0","205.8","709.9","..","","286.0"
"11A.10","2015","Enrolments in accredited paramedic training courses","All ages","All people","All people","All areas","","Enrolments in accredited paramedic training courses","Students enrolled in final year","","Per 1 million people","","Derived from CAA (unpublished); ABS National state and territory population - June","rate","20.2","97.1","90.2","60.6","101.7","0","96.0","..","","64.5"
"11A.11","2024-25","Ambulance service organisations' expenditure","All ages","All people","All people","All areas","2024-25 dollars","Ambulance service organisations","Expenditure","Labour costs","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","1157737","1073403","1070780","351239","352393","126649","73778","34251","","4240230"
"11A.11","2024-25","Ambulance service organisations' expenditure","All ages","All people","All people","All areas","2024-25 dollars","Ambulance service organisations","Expenditure","Capital costs","Depreciation","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","129845","113607","51217","22670","21315","3961","5324","1277","","349216"
"11A.11","2024-25","Ambulance service organisations' expenditure","All ages","All people","All people","All areas","2024-25 dollars","Ambulance service organisations","Expenditure","Capital costs","User cost of capital - Other assets","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","93234","74468","53206","26179","24607","6659","3677","396","","282426"
"11A.11","2024-25","Ambulance service organisations' expenditure","All ages","All people","All people","All areas","2024-25 dollars","Ambulance service organisations","Expenditure","Other costs","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","445510","387896","265814","169784","136214","50040","29564","17332","","1502154"
"11A.11","2024-25","Ambulance service organisations' expenditure","All ages","All people","All people","All areas","2024-25 dollars","Ambulance service organisations","Expenditure","Total","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","1826326","1649374","1441017","569872","534529","187309","112343","53256","","6374026"
"11A.11","2024-25","Ambulance service organisations' expenditure","All ages","All people","All people","All areas","2024-25 dollars","Ambulance service organisations","Expenditure","Total","Per person in the population","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS National state and territory population - December","$","213.73","235.25","256.47","189.41","282.57","325.33","233.23","203.12","","232.63"
"11A.11","2024-25","Ambulance service organisations' expenditure","All ages","All people","All people","All areas","2024-25 dollars","Ambulance service organisations","Expenditure","Other expenses","Payroll tax","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","0","0","0","0","0","0","0","0","","0"
"11A.11","2024-25","Ambulance service organisations' expenditure","All ages","All people","All people","All areas","2024-25 dollars","Ambulance service organisations","Expenditure","Other expenses","User cost of capital - Land","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","24365","12899","15123","4867","3740","1417","1357","43","","63811"
"11A.11","2024-25","Ambulance service organisations' expenditure","All ages","All people","All people","All areas","2024-25 dollars","Ambulance service organisations","Expenditure","Other expenses","Interest on borrowings","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","13","21641","0","0","388","2","0","1","","22045"
"11A.11","2023-24","Ambulance service organisations' expenditure","All ages","All people","All people","All areas","2024-25 dollars","Ambulance service organisations","Expenditure","Labour costs","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","1080990","1068873","1027752","312130","358378","119870","67918","33915","","4069826"
"11A.11","2023-24","Ambulance service organisations' expenditure","All ages","All people","All people","All areas","2024-25 dollars","Ambulance service organisations","Expenditure","Capital costs","Depreciation","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","112928","109613","48778","20975","17842","4000","6925","1633","","322695"
"11A.11","2023-24","Ambulance service organisations' expenditure","All ages","All people","All people","All areas","2024-25 dollars","Ambulance service organisations","Expenditure","Capital costs","User cost of capital - Other assets","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","92370","79550","47150","19051","17054","4914","2789","333","","263211"
"11A.11","2023-24","Ambulance service organisations' expenditure","All ages","All people","All people","All areas","2024-25 dollars","Ambulance service organisations","Expenditure","Other costs","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","450975","361960","246351","155886","122884","42981","28395","15680","","1425112"
"11A.11","2023-24","Ambulance service organisations' expenditure","All ages","All people","All people","All areas","2024-25 dollars","Ambulance service organisations","Expenditure","Total","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","1737263","1619996","1370031","508041","516157","171766","106028","51561","","6080844"
"11A.11","2023-24","Ambulance service organisations' expenditure","All ages","All people","All people","All areas","2024-25 dollars","Ambulance service organisations","Expenditure","Total","Per person in the population","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS National state and territory population - December","$","205.96","234.58","247.82","173.52","276.56","298.88","225.48","203.29","","225.49"
"11A.11","2023-24","Ambulance service organisations' expenditure","All ages","All people","All people","All areas","2024-25 dollars","Ambulance service organisations","Expenditure","Other expenses","Payroll tax","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","0","0","0","0","0","0","0","0","","0"
