financial_year,category,category_value,new_boat_registrations,new_boat_registrations_pct,boats_currently_registered,boats_currently_registered_pct
2015-16,Material,RUBBER/SYNTH,136,0.047107724281,1259,0.022827407393
2015-16,Material,STEEL,20,0.006927606511,659,0.011948579406
2015-16,Material,UNKNOWN,2,0.000692760651,14,0.000253839319
2015-16,Material,VINYL/PLASTIC ,18,0.00623484586,20,0.000362627599
2015-16,Material,WOOD,54,0.018704537582,1225,0.022210940474
2015-16,Material,Totals,2887,1,55153,1
2015-16,Material,RBA011,,,Page:3,
2015-16,Boat Length Group,0.001m - 1 m,,,1,1.81313799793302e-05
2015-16,Boat Length Group,1.001m - 2 m,10,0.003463803255,55,0.000997225898
2015-16,Boat Length Group,2.001m - 3 m,258,0.089366124004,1933,0.0350479575
2015-16,Boat Length Group,3.001m - 4 m,865,0.299618981641,12930,0.234438743132
2015-16,Boat Length Group,4.001m - 5 m,737,0.255282299965,19250,0.349029064602
2015-16,Boat Length Group,5.001m - 6 m,505,0.174922064426,12885,0.233622831033
2015-16,Boat Length Group,6.001m - 7 m,328,0.113612746795,4474,0.081119794027
2015-16,Boat Length Group,7.001m - 8 m,64,0.022168340838,1145,0.020760430076
2015-16,Boat Length Group,8.001m - 9 m,18,0.00623484586,376,0.006817398872
2015-16,Boat Length Group,9.001m - 10 m,22,0.007620367163,425,0.007705836491
2015-16,Boat Length Group,10.001m - 11 m,10,0.003463803255,319,0.005783910213
2015-16,Boat Length Group,11.001m - 12 m,17,0.005888465535,299,0.005421282613
2015-16,Boat Length Group,12.001m - 13 m,6,0.002078281953,203,0.003680670135
2015-16,Boat Length Group,13.001m - 14 m,11,0.003810183581,169,0.003064203216
2015-16,Boat Length Group,14.001m - 15 m,11,0.003810183581,153,0.002774101136
2015-16,Boat Length Group,15.001m - 16 m,6,0.002078281953,108,0.001958189037
2015-16,Boat Length Group,16.001m - 17 m,4,0.001385521302,103,0.001867532137
2015-16,Boat Length Group,17.001m - 18 m,6,0.002078281953,89,0.001613692818
2015-16,Boat Length Group,18.001m - 19 m,3,0.001039140976,80,0.001450510398
2015-16,Boat Length Group,19.001m - 20 m,6,0.002078281953,111,0.002012583177
2015-16,Boat Length Group,20.001m - 21 m,,,16,0.000290102079
2015-16,Boat Length Group,21.001m - 22 m,,,12,0.000217576559
2015-16,Boat Length Group,22.001m - 23 m,,,4,7.25255199173209e-05
2015-16,Boat Length Group,23.001m - 24 m,,,7,0.000126919659
2015-16,Boat Length Group,24.001m - 25 m,,,2,3.62627599586605e-05
2015-16,Boat Length Group,25.001m - 1000 m,,,4,7.25255199173209e-05
2015-16,Boat Length Group,Totals,2887,1,55153,1
2015-16,Boat Length Group,RBA011,,,Page:4,
2015-16,ABP,NO,568,0.196744024939,1737,0.031494207024
2015-16,ABP,UNKNOWN,1224,0.423969518531,49359,0.894946784399
2015-16,ABP,YES,1095,0.379286456529,4057,0.073559008576
2015-16,ABP,Total,2887,1,55153,1
2015-16,ABP,RBA011,,,Page:5,
2015-16,Engine Config,1 MAIN ENGINE,2784,0.964322826463,52695,0.95543306801
2015-16,Engine Config,1 MAIN+STANDBY,20,0.006927606511,1105,0.020035174877
2015-16,Engine Config,2 MAIN ENGINES,83,0.028749567024,1353,0.024531757112
2015-16,Engine Config,Total,2887,1,55153,1
2015-16,Engine Config,RBA011,,,Page:6,
2015-16,Breadth,0.001m - 1 m,55,0.019050917907,406,0.007361340271
2015-16,Breadth,1.001m - 2 m,1174,0.406650502251,16550,0.300074338657
2015-16,Breadth,2.001m - 3 m,831,0.287842050571,16113,0.292150925606
2015-16,Breadth,3.001m - 4 m,49,0.016972635954,747,0.013544140844
2015-16,Breadth,4.001m - 5 m,37,0.012816072047,386,0.006998712672
2015-16,Breadth,5.001m - 6 m,21,0.007273986837,215,0.003898246695
2015-16,Breadth,6.001m - 7 m,14,0.004849324558,173,0.003136728736
2015-16,Breadth,7.001m - 8 m,7,0.002424662279,143,0.002592787337
2015-16,Breadth,8.001m - 9 m,3,0.001039140976,33,0.000598335539
2015-16,Breadth,9.001m - 10 m,,,1,1.81313799793302e-05
2015-16,Breadth,Greater than 10m,1,0.000346380325,5,9.06568998966511e-05
2015-16,Breadth,Not Recorded,695,0.24073432629,20381,0.369535655358
2015-16,Breadth,Total,2887,1,55153,1
2015-16,Breadth,RBA011,,,Page:7,
2015-16,Reg Fee Length Groups,Up to 3.5 Metres ,304,0.105299618981,4256,0.077167153192
2015-16,Reg Fee Length Groups,3.501 - 6.0 Metres,1636,0.566678212677,40399,0.732489619784
2015-16,Reg Fee Length Groups,6.001 - 10.0 Metres,432,0.149636300658,6419,0.116385328087
2015-16,Reg Fee Length Groups,10.001 - 15.0 Metres,55,0.019050917907,1143,0.020724167316
2015-16,Reg Fee Length Groups,15.001 - 20.0 Metres,25,0.008659508139,491,0.008902507569
2015-16,Reg Fee Length Groups,Over 20.0 Metres,,,45,0.000815912099
2015-16,Reg Fee Length Groups,Personal Water Craft,435,0.150675441634,2400,0.04351531195
2015-16,Reg Fee Length Groups,Total,2887,1,55153,1
2015-16,Reg Fee Length Groups,RBA011,,,Page:8,
2015-16,Levy Fee Length Groups,Up to 3.1 Metres ,140,0.048493245583,2024,0.036697913078
2015-16,Levy Fee Length Groups,3.101 - 3.5 Metres,164,0.056806373397,2232,0.040469240113
2015-16,Levy Fee Length Groups,3.501 - 5.0 Metres,1131,0.39175614825,27514,0.498866788751
2015-16,Levy Fee Length Groups,5.001 - 6.0 Metres,505,0.174922064426,12885,0.233622831033
2015-16,Levy Fee Length Groups,6.001 - 7.0 Metres,328,0.113612746795,4474,0.081119794027
2015-16,Levy Fee Length Groups,7.001 - 8.0 Metres,64,0.022168340838,1144,0.020742298696
2015-16,Levy Fee Length Groups,8.001 - 9.0 Metres,18,0.00623484586,376,0.006817398872
2015-16,Levy Fee Length Groups,9.001 - 10.0 Metres,22,0.007620367163,425,0.007705836491
2015-16,Levy Fee Length Groups,10.001 - 11.0 Metres,10,0.003463803255,319,0.005783910213
2015-16,Levy Fee Length Groups,11.001 - 12.0 Metres,17,0.005888465535,299,0.005421282613
2015-16,Levy Fee Length Groups,12.001 - 13.0 Metres,6,0.002078281953,203,0.003680670135
2015-16,Levy Fee Length Groups,13.001 - 14.0 Metres,11,0.003810183581,169,0.003064203216
2015-16,Levy Fee Length Groups,14.001 - 15.0 Metres,11,0.003810183581,153,0.002774101136
2015-16,Levy Fee Length Groups,15.001 - 16.0 Metres,6,0.002078281953,108,0.001958189037
2015-16,Levy Fee Length Groups,16.001 - 17.0 Metres,4,0.001385521302,103,0.001867532137
2015-16,Levy Fee Length Groups,17.001 - 18.0 Metres,6,0.002078281953,89,0.001613692818
2015-16,Levy Fee Length Groups,18.001 - 19.0 Metres,3,0.001039140976,80,0.001450510398
2015-16,Levy Fee Length Groups,19.001 - 20.0 Metres,6,0.002078281953,111,0.002012583177
2015-16,Levy Fee Length Groups,Over 20.0 Metres,,,45,0.000815912099
2015-16,Levy Fee Length Groups,Personal Water Craft,435,0.150675441634,2400,0.04351531195
2015-16,Levy Fee Length Groups,Total,2887,1,55153,1
2015-16,Levy Fee Length Groups,RBA011,,,Page:9,
2015-16,Engine Type,ELECTRIC,5,0.001731901627,6,0.000108788279
2015-16,Engine Type,FAN,1,0.000346380325,15,0.000271970699
2015-16,Engine Type,INBOARD,374,0.129546241773,6810,0.123474697659
2015-16,Engine Type,JET,445,0.15413924489,2635,0.047776186245
2015-16,Engine Type,OTHER,10,0.003463803255,33,0.000598335539
2015-16,Engine Type,OUTBOARD,1964,0.680290959473,43943,0.796747230431
2015-16,Engine Type,STERNDRIVE,88,0.030481468652,1706,0.030932134244
2015-16,Engine Type,UNKNOWN,,,5,9.06568998966511e-05
2015-16,Engine Type,Total,2887,1,55153,1
2015-16,Engine Type,RBA011,,,Page:10,
2015-16,Engine Fuel,ALCOHOL,,,2,3.62627599586605e-05
2015-16,Engine Fuel,DIESEL,89,0.030827848978,2039,0.036969883777
2015-16,Engine Fuel,ELECTRIC,20,0.006927606511,138,0.002502130437
2015-16,Engine Fuel,GAS/LPG,9,0.00311742293,27,0.000489547259
2015-16,Engine Fuel,OTHER,12,0.004156563907,49,0.000888437618
2015-16,Engine Fuel,PETROL,2757,0.954970557672,52892,0.959004949866
2015-16,Engine Fuel,STEAM,,,6,0.000108788279
2015-16,Engine Fuel,Total,2887,1,55153,1
2015-16,Engine Fuel,RBA011,,,Page:11,
2015-16,Engine Make, ,,,1527,0.027686617228
2015-16,Engine Make,AILSA CRAIG,,,3,5.43941399379907e-05
2015-16,Engine Make,ARCHIMEDES PENTA,,,10,0.000181313799
2015-16,Engine Make,ARONA,,,3,5.43941399379907e-05
2015-16,Engine Make,ARROW,,,1,1.81313799793302e-05
2015-16,Engine Make,BAUDOUIN,,,1,1.81313799793302e-05
2015-16,Engine Make,BETA,,,5,9.06568998966511e-05
2015-16,Engine Make,BLAXLAND,,,17,0.000308233459
2015-16,Engine Make,BMC,,,7,0.000126919659
2015-16,Engine Make,BMW,2,0.000692760651,14,0.000253839319
2015-16,Engine Make,BOMBARDIER,8,0.002771042604,72,0.001305459358
2015-16,Engine Make,BRIGGS STRATTON,,,7,0.000126919659
2015-16,Engine Make,BRITISH SEAGULL,3,0.001039140976,37,0.000670861059
2015-16,Engine Make,BUICK,,,1,1.81313799793302e-05
2015-16,Engine Make,BUKH,2,0.000692760651,30,0.000543941399
2015-16,Engine Make,CATERPILLAR,3,0.001039140976,60,0.001087882798
2015-16,Engine Make,CHAPMAN,,,3,5.43941399379907e-05
2015-16,Engine Make,CHEVROLET,37,0.012816072047,1438,0.02607292441
2015-16,Engine Make,CHRYSLER,6,0.002078281953,234,0.004242742915
2015-16,Engine Make,CHRYSLER INBOARD,,,43,0.000779649339
2015-16,Engine Make,CLAE,,,2,3.62627599586605e-05
2015-16,Engine Make,CUMMINS,4,0.001385521302,109,0.001976320417
2015-16,Engine Make,DAF,,,6,0.000108788279
2015-16,Engine Make,DAIHATSU,1,0.000346380325,4,7.25255199173209e-05
2015-16,Engine Make,DATSUN,,,3,5.43941399379907e-05
2015-16,Engine Make,DETROIT DIESEL,,,30,0.000543941399
2015-16,Engine Make,DEUTZ MARINE,,,4,7.25255199173209e-05
2015-16,Engine Make,DODGE,1,0.000346380325,7,0.000126919659
2015-16,Engine Make,DOLPHIN,,,1,1.81313799793302e-05
2015-16,Engine Make,DROFIN,,,6,0.000108788279
2015-16,Engine Make,DUCATTI,,,3,5.43941399379907e-05
2015-16,Engine Make,ELGIN,,,1,1.81313799793302e-05
2015-16,Engine Make,EVINRUDE,161,0.055767232421,4665,0.084582887603
2015-16,Engine Make,FAIREY AVIATION,,,1,1.81313799793302e-05
2015-16,Engine Make,FARYMAN,,,10,0.000181313799
2015-16,Engine Make,FIAT,,,2,3.62627599586605e-05
2015-16,Engine Make,FORCE,1,0.000346380325,123,0.002230159737
2015-16,Engine Make,FORD,19,0.006581226186,477,0.00864866825
2015-16,Engine Make,FORDSON,,,7,0.000126919659
2015-16,Engine Make,FUJI,,,1,1.81313799793302e-05
2015-16,Engine Make,FUJI ROBIN,,,2,3.62627599586605e-05
2015-16,Engine Make,GARDNER,,,12,0.000217576559
2015-16,Engine Make,GEN MOTORS OMC,,,15,0.000271970699
2015-16,Engine Make,GENERAL ELECTRIC,,,1,1.81313799793302e-05
2015-16,Engine Make,GENERAL MOTORS,3,0.001039140976,27,0.000489547259
2015-16,Engine Make,HANIMEX,,,7,0.000126919659
2015-16,Engine Make,HARDIN,1,0.000346380325,,
2015-16,Engine Make,HINO,,,4,7.25255199173209e-05
2015-16,Engine Make,HOLDEN,18,0.00623484586,648,0.011749134226
2015-16,Engine Make,HOMELITE,,,1,1.81313799793302e-05
2015-16,Engine Make,HONDA,128,0.044336681676,2541,0.046071836527
2015-16,Engine Make,ILMOR,13,0.004502944232,23,0.000417021739
2015-16,Engine Make,INDMAR,75,0.025978524419,759,0.013761717404
2015-16,Engine Make,INTERNATIONAL,,,2,3.62627599586605e-05
2015-16,Engine Make,ISUZU,,,13,0.000235707939
2015-16,Engine Make,IVECO AIFO,,,5,9.06568998966511e-05
2015-16,Engine Make,JAGUAR,,,2,3.62627599586605e-05
2015-16,Engine Make,JOHN DEERE,,,3,5.43941399379907e-05
2015-16,Engine Make,JOHNSON,123,0.042604780048,2312,0.041919750512
2015-16,Engine Make,JOHNSON OMC,2,0.000692760651,3207,0.058147335593
2015-16,Engine Make,KAWASAKI,48,0.016626255628,225,0.004079560495
2015-16,Engine Make,KIRBY,,,1,1.81313799793302e-05
2015-16,Engine Make,KOBOTA,1,0.000346380325,4,7.25255199173209e-05
2015-16,Engine Make,KUBOTA,1,0.000346380325,27,0.000489547259
2015-16,Engine Make,LEWIS,,,2,3.62627599586605e-05
2015-16,Engine Make,LEYLAND,,,10,0.000181313799
2015-16,Engine Make,LISTER,,,14,0.000253839319
2015-16,Engine Make,MACK,1,0.000346380325,2,3.62627599586605e-05
2015-16,Engine Make,MAN,2,0.000692760651,11,0.000199445179
2015-16,Engine Make,MARINER,68,0.02355386214,2406,0.04362410023
2015-16,Engine Make,MAZDA,,,6,0.000108788279
2015-16,Engine Make,MERCEDES,5,0.001731901627,29,0.000525810019
2015-16,Engine Make,MERCRUISER,111,0.038448216141,1623,0.029427229706
2015-16,Engine Make,MERCURY,444,0.153792864565,9836,0.178340253476
2015-16,Engine Make,MINN KOTA,4,0.001385521302,25,0.000453284499
2015-16,Engine Make,MITSUBISHI,,,2,3.62627599586605e-05
2015-16,Engine Make,MTU,1,0.000346380325,11,0.000199445179
2015-16,Engine Make,NANNI,4,0.001385521302,78,0.001414247638
2015-16,Engine Make,NISSAN,3,0.001039140976,34,0.000616466919
2015-16,Engine Make,NO SPECIFIC ENG,5,0.001731901627,58,0.001051620038
2015-16,Engine Make,NOWA,,,2,3.62627599586605e-05
2015-16,Engine Make,OLDSMOBILE,,,1,1.81313799793302e-05
2015-16,Engine Make,OMC COBRA,1,0.000346380325,13,0.000235707939
2015-16,Engine Make,OMC SEADRIVE,,,5,9.06568998966511e-05
2015-16,Engine Make,OSPREY,,,3,5.43941399379907e-05
2015-16,Engine Make,OTHER,45,0.015587114651,183,0.003318042536
2015-16,Engine Make,PARSONS,15,0.005195704883,93,0.001686218338
2015-16,Engine Make,PARSUN,10,0.003463803255,77,0.001396116258
2015-16,Engine Make,PENGUIN,,,1,1.81313799793302e-05
2015-16,Engine Make,PERKINS,5,0.001731901627,154,0.002792232516
2015-16,Engine Make,PETTER,1,0.000346380325,5,9.06568998966511e-05
2015-16,Engine Make,PEUGEOT,,,2,3.62627599586605e-05
2015-16,Engine Make,PLEASURECRAFT MARINE,15,0.005195704883,135,0.002447736297
2015-16,Engine Make,POLARIS,1,0.000346380325,40,0.000725255199
2015-16,Engine Make,RCA DOLPHIN,,,4,7.25255199173209e-05
2015-16,Engine Make,RENAULT,,,2,3.62627599586605e-05
2015-16,Engine Make,ROTAX,261,0.09040526498,1256,0.022773013254
2015-16,Engine Make,SCANIA,1,0.000346380325,5,9.06568998966511e-05
2015-16,Engine Make,SEA PANTHER,,,1,1.81313799793302e-05
2015-16,Engine Make,SELVA,,,1,1.81313799793302e-05
2015-16,Engine Make,SHAKESPEAR SIGMA,,,1,1.81313799793302e-05
2015-16,Engine Make,SIMPLEX,,,23,0.000417021739
2015-16,Engine Make,SOLE,,,6,0.000108788279
2015-16,Engine Make,STAR POWR,,,2,3.62627599586605e-05
2015-16,Engine Make,STINGRAY,,,1,1.81313799793302e-05
2015-16,Engine Make,STRATH STEAM,,,1,1.81313799793302e-05
2015-16,Engine Make,STRIKER,3,0.001039140976,4,7.25255199173209e-05
2015-16,Engine Make,STUART,,,1,1.81313799793302e-05
2015-16,Engine Make,STUART TURNER,1,0.000346380325,7,0.000126919659
2015-16,Engine Make,STUDEBAKER,,,2,3.62627599586605e-05
2015-16,Engine Make,SUBARU,,,4,7.25255199173209e-05
2015-16,Engine Make,SUZUKI,169,0.058538275025,2145,0.038891810055
2015-16,Engine Make,THORNCRAFT,,,2,3.62627599586605e-05
2015-16,Engine Make,THORNYCROFT,1,0.000346380325,2,3.62627599586605e-05
2015-16,Engine Make,TOHATSU,95,0.032906130931,1369,0.024821859191
2015-16,Engine Make,TOMAS,,,1,1.81313799793302e-05
2015-16,Engine Make,TOSHIBA,,,3,5.43941399379907e-05
2015-16,Engine Make,TOYOTA,,,9,0.000163182419
2015-16,Engine Make,UNKNOWN,47,0.016279875303,485,0.008793719289
2015-16,Engine Make,US MARINE,,,1,1.81313799793302e-05
2015-16,Engine Make,VALMET,,,1,1.81313799793302e-05
2015-16,Engine Make,VANGUARD,,,1,1.81313799793302e-05
2015-16,Engine Make,VETUS,1,0.000346380325,7,0.000126919659
2015-16,Engine Make,VICTA,,,2,3.62627599586605e-05
2015-16,Engine Make,VIRE,,,2,3.62627599586605e-05
2015-16,Engine Make,VOLKSWAGEN,1,0.000346380325,3,5.43941399379907e-05
2015-16,Engine Make,VOLVO,32,0.011084170419,585,0.010606857287
2015-16,Engine Make,VOLVO PENTA,13,0.004502944232,344,0.006237194712
2015-16,Engine Make,WEST BEND,,,4,7.25255199173209e-05
2015-16,Engine Make,YAMAHA,836,0.289573952199,14666,0.265914818776
2015-16,Engine Make,YAMOTO,,,1,1.81313799793302e-05
2015-16,Engine Make,YANMAR,24,0.008313127814,522,0.009464580349
2015-16,Engine Make,Total,2887,1,55153,1
2015-16,Engine Make,RBA011,,,Page:12,
2015-16,Horse Power,0 HP - 5 HP,171,0.059231035677,2350,0.042608742951
2015-16,Horse Power,5.01 HP - 10 HP,182,0.063041219258,4032,0.073105724076
2015-16,Horse Power,10.01 HP - 20 HP,262,0.090751645306,5420,0.098272079487
2015-16,Horse Power,20.01 HP - 40 HP,490,0.169726359542,10315,0.187025184486
2015-16,Horse Power,40.01 HP - 60 HP,257,0.089019743678,5877,0.106558120138
2015-16,Horse Power,60.01 HP - 80 HP,153,0.052996189816,4475,0.081137925407
2015-16,Horse Power,80.01 HP - 100 HP,180,0.062348458607,4211,0.076351241092
2015-16,Horse Power,100.01 HP - 120 HP,126,0.043643921025,3659,0.066342719344
2015-16,Horse Power,120.01 HP - 150 HP,208,0.072047107724,4090,0.074157344115
2015-16,Horse Power,150.01 HP - 200 HP,135,0.046761343955,1592,0.028865156927
2015-16,Horse Power,Greater than or equal to 200.01 HP,342,0.118462071354,2152,0.039018729715
2015-16,Horse Power,Not Recorded,381,0.131970904052,6980,0.126557032255
2015-16,Horse Power,Total,2887,1,55153,1
2015-16,Horse Power,RBA011,,,Page:13,
2015-16,Engine Capacity,0 CC - 199 CC,17,0.005888465535,251,0.004550976374
2015-16,Engine Capacity,200 CC - 499 CC,44,0.015240734326,343,0.006219063332
2015-16,Engine Capacity,500 CC - 999 CC,75,0.025978524419,562,0.010189835548
2015-16,Engine Capacity,1000 CC - 1499 CC,54,0.018704537582,854,0.015484198502
2015-16,Engine Capacity,1500 CC - 1999 CC,73,0.025285763768,717,0.013000199445
2015-16,Engine Capacity,2000 CC - 2499 CC,,,80,0.001450510398
2015-16,Engine Capacity,2500 CC - 2999 CC,,,103,0.001867532137
2015-16,Engine Capacity,3000 CC - 3999 CC,11,0.003810183581,403,0.007306946131
2015-16,Engine Capacity,4000 CC - 4999 CC,15,0.005195704883,393,0.007125632331
2015-16,Engine Capacity,5000 CC - 5999 CC,63,0.021821960512,2944,0.053378782659
2015-16,Engine Capacity,6000 CC - 6999 CC,25,0.008659508139,246,0.004460319474
2015-16,Engine Capacity,7000 CC - 7999 CC,2,0.000692760651,43,0.000779649339
2015-16,Engine Capacity,8000 CC - 8999 CC,1,0.000346380325,31,0.000562072779
2015-16,Engine Capacity,Greater than or equal to 9000 CC,1,0.000346380325,10,0.000181313799
2015-16,Engine Capacity,Not Recorded,2506,0.868029095947,48173,0.873442967744
2015-16,Engine Capacity,Total,2887,1,55153,1
2015-16,Engine Capacity,RBA011,,,Page:14,
2015-16,Sec Engine Fuel,DIESEL,28,0.009698649116,360,0.006527296792
2015-16,Sec Engine Fuel,ELECTRIC,,,23,0.000417021739
2015-16,Sec Engine Fuel,GAS/LPG,,,1,1.81313799793302e-05
2015-16,Sec Engine Fuel,Not Recorded,2784,0.964322826463,52279,0.947890413939
2015-16,Sec Engine Fuel,OTHER,,,7,0.000126919659
2015-16,Sec Engine Fuel,PETROL,75,0.025978524419,2483,0.045020216488
2015-16,Sec Engine Fuel,Total,2887,1,55153,1
2015-16,Sec Engine Fuel,RBA011,,,Page:15,
2015-16,Sec Horse Power,0 HP - 5 HP,8,0.002771042604,409,0.007415734411
2015-16,Sec Horse Power,5.01 HP - 10 HP,7,0.002424662279,813,0.014740811923
2015-16,Sec Horse Power,10.01 HP - 20 HP,6,0.002078281953,266,0.004822947074
2015-16,Sec Horse Power,20.01 HP - 40 HP,9,0.00311742293,185,0.003354305296
2015-16,Sec Horse Power,40.01 HP - 60 HP,7,0.002424662279,216,0.003916378075
2015-16,Sec Horse Power,60.01 HP - 80 HP,4,0.001385521302,114,0.002066977317
2015-16,Sec Horse Power,80.01 HP - 100 HP,6,0.002078281953,112,0.002030714557
2015-16,Sec Horse Power,100.01 HP - 120 HP,3,0.001039140976,110,0.001994451797
2015-16,Sec Horse Power,120.01 HP - 150 HP,9,0.00311742293,140,0.002538393197
2015-16,Sec Horse Power,150.01 HP - 200 HP,3,0.001039140976,87,0.001577430058
2015-16,Sec Horse Power,Greater than or equal to 200.01 HP,36,0.012469691721,350,0.006345982992
2015-16,Sec Horse Power,Not Recorded,2789,0.966054728091,52351,0.949195873297
2015-16,Sec Horse Power,Total,2887,1,55153,1
2015-16,Sec Horse Power,RBA011,,,Page:16,
2015-16,Sec Engine Capacity,0 CC - 199 CC,1,0.000346380325,14,0.000253839319
2015-16,Sec Engine Capacity,200 CC - 499 CC,,,6,0.000108788279
2015-16,Sec Engine Capacity,500 CC - 999 CC,2,0.000692760651,7,0.000126919659
2015-16,Sec Engine Capacity,1000 CC - 1499 CC,,,7,0.000126919659
2015-16,Sec Engine Capacity,1500 CC - 1999 CC,,,8,0.000145051039
2015-16,Sec Engine Capacity,2000 CC - 2499 CC,,,2,3.62627599586605e-05
2015-16,Sec Engine Capacity,2500 CC - 2999 CC,,,2,3.62627599586605e-05
2015-16,Sec Engine Capacity,3000 CC - 3999 CC,,,7,0.000126919659
2015-16,Sec Engine Capacity,4000 CC - 4999 CC,,,4,7.25255199173209e-05
2015-16,Sec Engine Capacity,5000 CC - 5999 CC,1,0.000346380325,7,0.000126919659
2015-16,Sec Engine Capacity,6000 CC - 6999 CC,1,0.000346380325,3,5.43941399379907e-05
2015-16,Sec Engine Capacity,7000 CC - 7999 CC,,,2,3.62627599586605e-05
2015-16,Sec Engine Capacity,8000 CC - 8999 CC,,,3,5.43941399379907e-05
2015-16,Sec Engine Capacity,Not Recorded,2882,0.998268098372,55081,0.998694540641
2015-16,Sec Engine Capacity,Total,2887,1,55153,1
2015-16,Sec Engine Capacity,RBA011,,,Page:17,
2015-16,Post Code,0810,,,1,1.81313799793302e-05
2015-16,Post Code,0812,1,0.000346380325,2,3.62627599586605e-05
2015-16,Post Code,0820,2,0.000692760651,8,0.000145051039
2015-16,Post Code,0822,,,2,3.62627599586605e-05
2015-16,Post Code,0828,,,1,1.81313799793302e-05
2015-16,Post Code,0830,,,3,5.43941399379907e-05
2015-16,Post Code,0832,,,1,1.81313799793302e-05
2015-16,Post Code,0835,,,4,7.25255199173209e-05
2015-16,Post Code,0836,1,0.000346380325,5,9.06568998966511e-05
2015-16,Post Code,0838,1,0.000346380325,,
2015-16,Post Code,0839,,,1,1.81313799793302e-05
2015-16,Post Code,0860,,,1,1.81313799793302e-05
2015-16,Post Code,0870,4,0.001385521302,45,0.000815912099
2015-16,Post Code,0871,,,13,0.000235707939
2015-16,Post Code,0872,1,0.000346380325,4,7.25255199173209e-05
2015-16,Post Code,0873,,,4,7.25255199173209e-05
2015-16,Post Code,0875,,,1,1.81313799793302e-05
2015-16,Post Code,2000,,,2,3.62627599586605e-05
2015-16,Post Code,2011,,,1,1.81313799793302e-05
2015-16,Post Code,2021,,,1,1.81313799793302e-05
2015-16,Post Code,2026,,,1,1.81313799793302e-05
2015-16,Post Code,2032,,,1,1.81313799793302e-05
2015-16,Post Code,2041,,,1,1.81313799793302e-05
2015-16,Post Code,2064,,,1,1.81313799793302e-05
2015-16,Post Code,2086,,,1,1.81313799793302e-05
