tenement_category,tenement_type_code,tenement_type_desc,tenement_number,tenement_label,tenement_status,holders,operators,location,legal_area,area_unit,grant_date,surrender_date,expiry_date,renewal_received_date,transfer_received_date,surrender_received_date,commodities,commodity_categories,court_action_pending,mpl_purpose,operation_name,operation_status,operation_method,reports_and_related_records,prior_tenement,subsequent_tenement,longitude,latitude
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6345,EL 6345,Active,Gawler Resources Pty Ltd,Gawler Resources Pty Ltd,Wiawera area approximately 10km east of Olary,20,Square Kilometres,2019-05-03T02:30:00Z,,2030-05-02T02:30:00Z,,,,"Copper, Gold",,,,,,,,,,140.43464,-32.2651605
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,7105,EL 7105,Active,Terbium Pty Ltd,,Nackara Area - Approximately 25km east-northeast of Peterborough,302.66,Square Kilometres,2026-03-05T01:30:00Z,,2032-03-04T01:30:00Z,,,,Gold(); Manganese(),,,,,,,,,,139.20133199999998,-32.881843
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6599,EL 6599,Active,Paratoo Resources Pty Ltd,,Paratoo area approximately 140km east of Port Augusta,29,Square Kilometres,2020-11-02T01:30:00Z,,2025-11-01T01:30:00Z,2025-10-30T01:30:00Z,,,"Copper, Rare Earths",,,,,,,,,,139.326327,-32.681841500000004
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6994,EL 6994,Active,Pirie Resources Pty Ltd,,Kimba area approximately 80km southwest of Iron Knob,301,Square Kilometres,2024-05-24T02:30:00Z,,2030-05-23T02:30:00Z,,,,Graphite,,,,,,,,,,136.426376,-33.156869
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6596,EL 6596,Active,OZ Exploration Pty Ltd,,Lake Torrens area approximately 90km southwest of Leigh Creek,912,Square Kilometres,2020-10-13T01:30:00Z,,2031-10-12T01:30:00Z,,,,"Copper, Gold, Uranium",,,,,,,,,,137.7763335,-31.406852
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,5989,EL 5989,Active,Endeavour Copper Gold Pty Ltd,,Wilgena area approximately 40km southeast of Tarcoola,212,Square Kilometres,2017-05-14T02:30:00Z,,2028-05-13T02:30:00Z,,,,"Gold, Nickel",,,,,,,,,,134.811263,-30.965213499999997
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6444,EL 6444,Active,Tigers Dominion Group Pty Ltd,,Mulgathing area approximately 40km west of Tarcoola,431,Square Kilometres,2019-12-18T01:30:00Z,,2031-12-17T01:30:00Z,,,,"Base Metals, Copper, Gold",,,,,,,,,,134.20136150000002,-30.6485515
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,5845,EL 5845,Active,Gawler Resources Pty Ltd,,Uno Range area approximately 30 km west-northwest of Iron Knob,61,Square Kilometres,2016-08-01T02:30:00Z,,2027-07-31T02:30:00Z,,,,"Copper, Lead, Silver, Zinc",,,,,,,,,,136.83469100000002,-32.6318675
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6216,EL 6216,Active,Marmota Limited,,Commonwealth Hill area approximately 130km north-northwest of Tarcoola,384,Square Kilometres,2018-06-24T02:30:00Z,,2029-06-23T02:30:00Z,,,,Gold,,,,,,,,,,134.1513455,-29.615214
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6964,EL 6964,Active,Boss Uranium Pty Ltd; Coda Minerals Ltd,Coda Minerals Ltd,OAKVALE AREA - Approximately 130 km northeast of Yunta,275,Square Kilometres,2023-12-18T01:30:00Z,,2029-12-17T01:30:00Z,,,,Copper; Gold; Lead; Uranium; Zinc,,,,,,,,,,140.876581,-33.0055585
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,7133,EL 7133,Active,Astra Resources Pty Ltd,,"Bulloo Creek area, approximately 25 km northeast of Olary",122.11,Square Kilometres,2026-06-01T02:30:00Z,,2032-05-31T02:30:00Z,,,,Cobalt(); Copper(); Gold(),,,,,,,,,,140.52630499999998,-32.090158
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,7090,EL 7090,Active,Orano Mining Australia Pty Ltd,,"Murnpeowie area, approximately 130km northeast of Marree",987.84,Square Kilometres,2025-12-22T01:30:00Z,,2031-12-21T01:30:00Z,,,,Uranium(),,,,,,,,,,139.15961800000002,-28.865164
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6194,EL 6194,Active,Havilah Resources Limited,Koba Resources Limited,Mulyungarie area approximately 70km east-northeast of Olary,29,Square Kilometres,2018-07-11T02:30:00Z,,2029-07-10T02:30:00Z,,,,Cobalt; Copper; Lead; Silver; Uranium; Zinc,,,,,,,,,,140.792971,-32.006808
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,7099,EL 7099,Active,Orano Mining Australia Pty Ltd,,Strzelecki Area - 183km NE of Marree,902.66,Square Kilometres,2025-12-22T01:30:00Z,,2031-12-21T01:30:00Z,,,,Uranium(),,,,,,,,,,139.6512745,-28.665159
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6614,EL 6614,Active,Copar Resources Pty Ltd,,Manners Well area approximately 30km east of Leigh Creek,937,Square Kilometres,2021-07-06T02:30:00Z,,2027-07-05T02:30:00Z,,,,"Cobalt, Copper, Gold",,,,,,,,,,138.70130799999998,-30.6401685
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6835,EL 6835,Active,S Uranium Pty Ltd,,Midgee area approximately 50km southwest of Whyalla,61,Square Kilometres,2022-09-19T02:30:00Z,,2028-09-18T02:30:00Z,,,,"Copper, Gold, Lithium, Rare Earths, Uranium",,,,,,,,,,137.209701,-33.3735335
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6441,EL 6441,Active,Lincoln Minerals Limited,,Dutton River area approximately 90km northeast of Port Lincoln,82,Square Kilometres,2019-11-04T01:30:00Z,,2030-11-03T01:30:00Z,,,,Base & Precious Metals; Graphite,,,,,,,,,,136.209722,-34.090214
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,5775,EL 5775,Active,Southern Iron Pty Ltd,,Mount Brady area approximately 20km southeast of Coober Pedy,311,Square Kilometres,2016-05-02T02:30:00Z,,2027-05-01T02:30:00Z,,,,"Copper, Gold, Iron Ore",,,,,,,,,,134.859665,-29.1485365
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,7033,EL 7033,Active,Anglo American Exploration (Australia) Pty Limited,,Welbourn Hill area approximately 55km east of Mintabie,937,Square Kilometres,2024-12-17T01:30:00Z,,2030-12-16T01:30:00Z,,,,Base Metals,,,,,,,,,,133.942988,-27.3985365
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6565,EL 6565,Active,Exco Operations (SA) Pty Limited; Polymetals (White Dam) Pty Ltd,Exco Operations (SA) Pty Limited; Polymetals (White Dam) Pty Ltd,Bulloo Creek area approximately 20km north of Olary,161,Square Kilometres,2020-07-28T02:30:00Z,,2031-07-27T02:30:00Z,,,,Copper(); Gold(); Iron(),,,,,,,,,,140.4679715,-32.0734925
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6830,EL 6830,Active,Orogenic Resources Pty Ltd,,Warnes area approximately 100km east-southeast of Port Augusta,193,Square Kilometres,2022-09-15T02:30:00Z,,2028-09-14T02:30:00Z,,,,"Copper, Gold, Rare Earths, Uranium",,,,,,,,,,139.176333,-32.84851
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,5913,EL 5913,Active,Gawler Resources Pty Ltd,,Harris Bluff area approximately 95km west-southwest of Port Augusta,104,Square Kilometres,2017-01-30T01:30:00Z,,2028-01-29T01:30:00Z,,,,"Cobalt, Copper, Gold, Lead, Manganese, Nickel, Rare Earths, Silver, Zinc",,,,,,,,,,136.7680255,-32.6652025
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6853,EL 6853,Active,Pernatty Co Pty Ltd,,Yudnapinna area approximately 110km northwest of Whyalla,982,Square Kilometres,2022-10-18T01:30:00Z,,2028-10-17T01:30:00Z,,,,"All Minerals, Base & Precious Metals, Rare Earths",,,,,,,,,,136.81802549999998,-32.1735195
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,7049,EL 7049,Active,Tigers Dominion Group Pty Ltd,,"Anna Creek area, approximately 110 km southeast of Coober Pedy",191,Square Kilometres,2025-02-24T01:30:00Z,,2031-02-23T01:30:00Z,,,,"Copper, Gold, Iron Ore",,,,,,,,,,135.8513285,-29.481861000000002
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6199,EL 6199,Active,Kelaray Pty. Limited,,Myrtle Springs area approximately 15km west of Leigh Creek,27,Square Kilometres,2018-06-04T02:30:00Z,,2029-06-03T02:30:00Z,,,,Base Metals; Copper; Gold; Lead; Silver; Zinc,,,,,,,,,,138.292979,-30.5235055
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,5900,EL 5900,Active,Leigh Creek Copper Resources Pty Ltd,"FQM Exploration (Australia) Pty Ltd, Leigh Creek Copper Resources Pty Ltd",Mount Lyndhurst South area approximately 30km northeast of Leigh Creek,296,Square Kilometres,2016-12-12T01:30:00Z,,2027-12-11T01:30:00Z,,,,"Copper, Gold",,,,,,,,,,138.6263065,-30.4151675
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6926,EL 6926,Active,Flinders Prospecting Pty Ltd,,Brinkworth area approximately 70km east-northeast of Kadina,574,Square Kilometres,2023-09-08T02:30:00Z,,2029-09-07T02:30:00Z,,,,Base & Precious Metals,,,,,,,,,,138.3763555,-33.6485215
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,5930,EL 5930,Active,Marmota Limited,,Mulgathing area approximately 130km southwest of Coober Pedy,196,Square Kilometres,2017-03-23T01:30:00Z,,2028-03-22T01:30:00Z,,,,"Copper, Gold, Nickel, Zinc",,,,,,,,,,133.9180205,-30.106885
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6445,EL 6445,Active,Uranium Generation Pty Ltd,,Mount Freeling area approximately 130km northeast of Leigh Creek,86,Square Kilometres,2019-12-18T01:30:00Z,,2030-12-17T01:30:00Z,,,,"All Minerals, Talc, Uranium",,,,,,,,,,139.4679635,-29.940151999999998
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6135,EL 6135,Active,OZ Minerals Prominent Hill Operations Pty Ltd,,Painted Hill area approximately 120km southeast of Coober Pedy,1420,Square Kilometres,2018-01-21T01:30:00Z,,2029-01-20T01:30:00Z,,,,"Copper, Gold",,,,,,,,,,135.717999,-29.565198000000002
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,5882,EL 5882,Active,Copper Aura Pty Ltd,,Mutooroo area approximately 60km east-southeast of Olary,64,Square Kilometres,2016-11-04T01:30:00Z,,2027-11-03T01:30:00Z,,,,"Copper, Gold, Silver",,,,,,,,,,140.9680935,-32.3901575
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,5854,EL 5854,Active,FMG Resources Pty Ltd,,Hidden Swamp area approximately 70km northwest of Andamooka,145,Square Kilometres,2016-09-20T02:30:00Z,,2027-09-19T02:30:00Z,,,,Copper; Gold,,,,,,,,,,136.5596625,-30.206858500000003
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,7091,EL 7091,Active,Orano Mining Australia Pty Ltd,,Strzelecki Area - 220km ENE of Marree,465.97,Square Kilometres,2025-12-22T01:30:00Z,,2031-12-21T01:30:00Z,,,,Uranium(),,,,,,,,,,140.117938,-28.740153499999998
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6937,EL 6937,Active,Olympio Metals (SA) Pty Ltd,,Carrieton area approximately 70km east of Port Augusta,58,Square Kilometres,2023-10-13T01:30:00Z,,2029-10-12T01:30:00Z,,,,Rare Earths,,,,,,,,,,138.50133499999998,-32.3818495
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6515,EL 6515,Active,Rex Minerals (SA) Pty Ltd,,Minlaton area approximately 100km northwest of Adelaide,257,Square Kilometres,2020-09-21T02:30:00Z,,2031-09-20T02:30:00Z,,,,"Copper, Gold",,,,,,,,,,137.64304499999997,-34.5485365
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6438,EL 6438,Active,Rio Tinto Exploration Pty Limited,,Mabel Creek area approximately 80km southwest of Coober Pedy,494,Square Kilometres,2019-11-25T01:30:00Z,,2024-11-24T01:30:00Z,2024-11-08T01:30:00Z,,,"All Minerals, Copper, Gold, Rare Earths",,,,,,,,,,134.026343,-29.3068775
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,5933,EL 5933,Active,Gawler Resources Pty Ltd,,Morgans area approximately 60km northwest of Whyalla,64,Square Kilometres,2017-01-17T01:30:00Z,,2028-01-16T01:30:00Z,,,,"Cobalt, Copper, Gold, Lead, Rare Earths, Silver, Zinc",,,,,,,,,,136.9096905,-32.6318675
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6041,EL 6041,Active,Iron Genesis Pty Ltd,Exco Operations (SA) Pty Limited; Heavy Rare Earths Limited; Polymetals (White Dam) Pty Ltd,Tikalina area approximately 15km east of Olary,334,Square Kilometres,2017-08-16T02:30:00Z,,2028-08-15T02:30:00Z,,,,Copper; Gold; Iron Ore,,,,,,,,,,140.54298649999998,-32.2984805
