tenement_category,tenement_type_code,tenement_type_desc,tenement_number,tenement_label,tenement_status,holders,operators,location,legal_area,area_unit,grant_date,surrender_date,expiry_date,renewal_received_date,transfer_received_date,surrender_received_date,commodities,commodity_categories,court_action_pending,mpl_purpose,operation_name,operation_status,operation_method,reports_and_related_records,prior_tenement,subsequent_tenement,longitude,latitude
mineral_leases,ML,Mining Lease (formerly Mineral Lease),,ML 3792,Active,OneSteel Manufacturing Pty Limited operating as SIMEC Mining (Administrators Appointed),,,15,Hectares,1972-04-01T02:30:00Z,,2043-03-31T01:30:00Z,,,,Iron Ore - Hematite DSO,Metallic,,,"Iron Knob, Iron Princess, Iron Monarch",Active,Open Cut,3792,,,137.1274755,-32.7405615
mineral_leases,ML,Mining Lease (formerly Mineral Lease),,ML 4771,Active,OneSteel Manufacturing Pty Limited operating as SIMEC Mining (Administrators Appointed),,,11.55,Hectares,1979-07-12T02:30:00Z,,2029-07-11T02:30:00Z,,,,Iron Ore - Hematite DSO,Metallic,,,"SMR - Iron Duke, Duchess, Knight, Chieftain,CN/CNW",Active,Open Cut,4771,,,137.107733,-33.213283000000004
mineral_leases,ML,Mining Lease (formerly Mineral Lease),,ML 5742,Active,[individual holder - name withheld for privacy],,Mongolata,70.5,Hectares,1991-06-07T02:30:00Z,,2022-09-10T02:30:00Z,2022-05-22T02:30:00Z,,,Gold,Metallic,,,Byles Mongolata,Active,Underground,5742,,,139.069115,-33.581214
mineral_leases,ML,Mining Lease (formerly Mineral Lease),,ML 3191,Active,Adelaide Brighton Cement Limited,,,16,Hectares,1962-04-01T02:30:00Z,,2025-03-31T01:30:00Z,2025-03-03T01:30:00Z,,,Limestone,Industrial,,,Klein Point Quarry,Active,Open Cut,3191,,,137.76861250000002,-34.9573265
mineral_leases,ML,Mining Lease (formerly Mineral Lease),,ML 5559,Active,[individual holder - name withheld for privacy],,,1.6500000000000001,Hectares,1989-03-16T01:30:00Z,,2025-10-14T01:30:00Z,2025-10-09T01:30:00Z,,,Gold,Metallic,,,Nillinghoo Goldfield,Active,Open Cut,5559,,,139.51585699999998,-32.0247215
mineral_leases,ML,Mining Lease (formerly Mineral Lease),,ML 5011,Active,Gawler Craton Resources Pty Ltd,,,19.87,Hectares,1982-01-11T01:30:00Z,,2027-02-01T01:30:00Z,,,,Gold,Metallic,,,Mount Grainger Goldfield,Active,No Method Defined,5011,,,139.0845335,-32.783015500000005
mineral_leases,ML,Mining Lease (formerly Mineral Lease),,ML 4014,Active,Adelaide Brighton Cement Limited,,,10,Hectares,1972-10-26T02:30:00Z,,2025-03-31T01:30:00Z,2025-03-03T01:30:00Z,,,Limestone,Industrial,,,Klein Point Quarry,Active,Open Cut,4014,,,137.7683855,-34.9670415
mineral_leases,ML,Mining Lease (formerly Mineral Lease),,ML 6361,Active,OneSteel Manufacturing Pty Limited operating as SIMEC Mining (Administrators Appointed),,Approx 42 km SW of Whyalla,9.68,Hectares,2010-10-12T01:30:00Z,,2025-10-11T01:30:00Z,2025-10-10T01:30:00Z,,,Iron Ore - Hematite DSO; Iron Ore - Magnetite DSO,Metallic,,,"SMR - Iron Duke, Duchess, Knight, Chieftain,CN/CNW",Active,Open Cut,6361,,,137.13009649999998,-33.1831295
mineral_leases,ML,Mining Lease (formerly Mineral Lease),,ML 1662,Active,OneSteel Manufacturing Pty Limited operating as SIMEC Mining (Administrators Appointed),,,16,Hectares,1899-06-30T02:30:00Z,,2029-11-30T01:30:00Z,,,,Iron Ore - Hematite DSO,Metallic,,,"Iron Knob, Iron Princess, Iron Monarch",Active,Open Cut,1662,,,137.13970949999998,-32.7442915
mineral_leases,ML,Mining Lease (formerly Mineral Lease),,ML 498,Active,Gypsum Resources Australia Pty. Limited,,,211,Hectares,1974-04-01T02:30:00Z,,2034-06-30T02:30:00Z,,,,Gypsum,Industrial,,,Kevin Gypsum Mine,Active, Surface Scrape,498,,,133.103723,-32.047878
mineral_leases,ML,Mining Lease (formerly Mineral Lease),,ML 6541,Active,PP Paterson Holdings Pty Ltd,,"Cooke Plains area, approximately 19km southeast of Tailem Bend",11.42,Hectares,2023-02-21T01:30:00Z,,2043-02-20T01:30:00Z,,,,Gypsum,Industrial,,,Cooke Plains Gypsum Mine,Operating, Surface Scrape,6541,,,139.62411200000003,-35.377100999999996
mineral_leases,ML,Mining Lease (formerly Mineral Lease),,ML 6387,Active,Heathgate Resources Pty Ltd,,Approx 150 km East of Leigh Creek South,6098.58,Hectares,2010-12-15T01:30:00Z,,2043-04-25T02:30:00Z,,,,Uranium Oxide,Energy,,,Beverley & Beverley North Uranium Mine,Active,In-Situ Leaching,6387,,,139.601291,-30.116201
mineral_leases,ML,Mining Lease (formerly Mineral Lease),,ML 5337,Active,Teetulpa Goldfields Pty Limited,,Teetulpa Bradys Gully,10.49,Hectares,1986-03-12T01:30:00Z,,2041-10-15T01:30:00Z,,,,Gold(),Metallic,,,Teetulpa Goldfield,Active,No Method Defined,5337,,,139.687296,-32.2596885
mineral_leases,ML,Mining Lease (formerly Mineral Lease),,ML 2387,Active,OneSteel Manufacturing Pty Limited operating as SIMEC Mining (Administrators Appointed),,,16,Hectares,1918-12-31T02:30:00Z,,2029-11-30T01:30:00Z,,,,Iron Ore - Hematite DSO,Metallic,,,"Iron Baron, Iron Prince, Iron Baron South",Active,Open Cut,2387,,,137.158984,-32.9894655
mineral_leases,ML,Mining Lease (formerly Mineral Lease),,ML 2715,Active,OneSteel Manufacturing Pty Limited operating as SIMEC Mining (Administrators Appointed),,,16,Hectares,1937-10-01T02:30:00Z,,2029-11-30T01:30:00Z,,,,Iron Ore - Hematite DSO,Metallic,,,"SMR - Iron Duke, Duchess, Knight, Chieftain,CN/CNW",Active,Open Cut,2715,,,137.125134,-33.288869
mineral_leases,ML,Mining Lease (formerly Mineral Lease),,ML 4764,Active,OneSteel Manufacturing Pty Limited operating as SIMEC Mining (Administrators Appointed),,,10.790000000000001,Hectares,1979-07-12T02:30:00Z,,2029-07-11T02:30:00Z,,,,Iron Ore - Hematite DSO,Metallic,,,"Iron Knob, Iron Princess, Iron Monarch",Active,Open Cut,4764,,,137.134073,-32.73052
mineral_leases,ML,Mining Lease (formerly Mineral Lease),,ML 392,Active,Buckland Dry Creek Pty Ltd,,,130.97,Hectares,1978-01-01T01:30:00Z,,2040-03-31T01:30:00Z,,,,Salt,Industrial,,,Dry Creek Salt Fields,Active,Harvesting,392,,,138.5675855,-34.7823145
mineral_leases,ML,Mining Lease (formerly Mineral Lease),,ML 2564,Active,OneSteel Manufacturing Pty Limited operating as SIMEC Mining (Administrators Appointed),,,16,Hectares,1928-04-01T02:30:00Z,,2029-11-30T01:30:00Z,,,,Iron Ore - Hematite DSO,Metallic,,,"Iron Baron, Iron Prince, Iron Baron South",Active,Open Cut,2564,,,137.15467,-32.989466
mineral_leases,ML,Mining Lease (formerly Mineral Lease),,ML 6011,Active,Meningie Gypsum Pty Ltd,,12 km NE of Meningie,150.73,Hectares,1998-05-26T02:30:00Z,,2033-05-25T02:30:00Z,,,,Gypsum,Industrial,,,Elephant Lake Gypsum Mine,Operating, Surface Scrape,6011,,,139.463293,-35.637806499999996
mineral_leases,ML,Mining Lease (formerly Mineral Lease),,ML 4217,Active,Southern Cross Granite Pty Ltd,,,16.07,Hectares,1973-10-22T02:30:00Z,,2031-03-09T01:30:00Z,,,,Jade; Marble,Gemstones,,,Cowell Jade Deposits,Active,Open Cut,4217,,,136.924627,-33.4994585
mineral_leases,ML,Mining Lease (formerly Mineral Lease),,ML 6568,Active,Central Iron Pty Ltd,,Tarcoola area approximately 130 km south of Coober Pedy,9282,Hectares,2026-04-02T01:30:00Z,,2046-04-01T02:30:00Z,,,,Iron Ore - Hematite DSO(); Iron Ore - Magnetite Concentrate(); Iron Ore - Magnetite DSO(),Metallic,,,Hawks Nest Iron Ore Mine,Active,Open Cut,6568,,,135.115083,-30.0237455
mineral_leases,ML,Mining Lease (formerly Mineral Lease),,ML 6037,Active,[individual holder - name withheld for privacy]; [individual holder - name withheld for privacy],,Wadnaminga Goldfield,14.1,Hectares,1999-05-18T02:30:00Z,,2035-08-30T02:30:00Z,,2025-02-27T01:30:00Z,,Gold; Silver,Metallic,,,New Milo Mine,Active,Heap Leaching,6037,,,140.23453,-32.545367
extractive_mineral_leases,EML,Mining Lease (formerly Extractive Minerals Lease; merged into Mining Lease from 1 Jan 2021),,EML 6168,Active,[individual holder - name withheld for privacy],Rat Excavations Pty Ltd,Approximately 35 km ENE of Kingston SE,50.9,Hectares,2004-12-07T01:30:00Z,,2039-12-06T01:30:00Z,,,,Basalt; Limestone,Extractive,,,Papineau Rocks Quarry,Active,Open Cut,6168,,,140.2413965,-36.740018
extractive_mineral_leases,EML,Mining Lease (formerly Extractive Minerals Lease; merged into Mining Lease from 1 Jan 2021),,EML 5111,Active,Hallett Capital Pty Ltd,Hallett Construction Materials Pty Ltd,LINCOLN,4.0600000000000005,Hectares,1983-03-29T02:30:00Z,,2032-03-28T01:30:00Z,,,,Granite(Concrete Aggregate); Granite(Specification Sand),Extractive,,,Port Lincoln Quarry,Active,Open Cut,5111,,,135.82311049999998,-34.724593
extractive_mineral_leases,EML,Mining Lease (formerly Extractive Minerals Lease; merged into Mining Lease from 1 Jan 2021),,EML 6280,Active,OZ Minerals Prominent Hill Operations Pty Ltd,,Approximately 75km SE of Coober Pedy,1.7,Hectares,2007-12-20T01:30:00Z,,2041-08-01T02:30:00Z,,,,Calcrete; Sand,Extractive,,,Prominent Hill Associated EMLs,Active,Open Cut,6280,,,135.155329,-29.580307
extractive_mineral_leases,EML,Mining Lease (formerly Extractive Minerals Lease; merged into Mining Lease from 1 Jan 2021),,EML 6227,Active,Clay & Mineral Sales Pty Ltd,,Approximately 11 km SE of Strathalbyn,6.5,Hectares,2006-07-03T02:30:00Z,,2034-07-02T02:30:00Z,,,,Sand,Extractive,,,"Cross Sand Pit, Milang",Active,No Method Defined,6227,,,138.93418450000001,-35.3558435
extractive_mineral_leases,EML,Mining Lease (formerly Extractive Minerals Lease; merged into Mining Lease from 1 Jan 2021),,EML 6392,Active,Heathgate Resources Pty Ltd,,approx 100 km east of Leigh Creek,2.1,Hectares,2011-11-03T01:30:00Z,,2032-11-02T01:30:00Z,,,,Calcrete,Extractive,,,Heathgate Resources Calcrete pit,Active, Surface Scrape,6392,,,139.47037,-30.732013000000002
extractive_mineral_leases,EML,Mining Lease (formerly Extractive Minerals Lease; merged into Mining Lease from 1 Jan 2021),,EML 6218,Active,[individual holder - name withheld for privacy]; [individual holder - name withheld for privacy],,Approximately 8 km SW of Waikerie,4,Hectares,2006-05-09T02:30:00Z,,2026-05-08T02:30:00Z,,,,Sand,Extractive,,,Neal Sand Pit,Active,No Method Defined,6218,,,139.91673500000002,-34.2406555
extractive_mineral_leases,EML,Mining Lease (formerly Extractive Minerals Lease; merged into Mining Lease from 1 Jan 2021),,EML 4702,Active,Adelaide Brighton Cement Limited,,,14.66,Hectares,1979-06-12T02:30:00Z,,2033-02-21T01:30:00Z,,,,Clay - White Plastic,Extractive,,,Birdwood Clay Quarry,Active,Open Cut,4702,,,138.9692155,-34.797315499999996
extractive_mineral_leases,EML,Mining Lease (formerly Extractive Minerals Lease; merged into Mining Lease from 1 Jan 2021),,EML 6545,Active,Henschke Industries Pty Ltd,,"Naracoorte area, 2km southeast of Naracoorte",4.6000000000000005,Hectares,2023-06-22T02:30:00Z,,2044-06-21T02:30:00Z,,,,Limestone,Extractive,,,Henschke Quarry,Active,Open Cut,6545,,,140.76611150000002,-36.967075
extractive_mineral_leases,EML,Mining Lease (formerly Extractive Minerals Lease; merged into Mining Lease from 1 Jan 2021),,EML 2962,Active,Mineral Holding Pty Ltd,,,3,Hectares,1951-07-01T02:30:00Z,,2039-12-31T01:30:00Z,,,,"Sand, Shell Grit",Extractive,,,Pt Gawler Shell Grit Pit,Active, Surface Scrape,2962,,,138.440361,-34.6320325
extractive_mineral_leases,EML,Mining Lease (formerly Extractive Minerals Lease; merged into Mining Lease from 1 Jan 2021),,EML 6234,Active,OZ Minerals Prominent Hill Operations Pty Ltd,,Approximately 85 km SE of Coober Pedy,1.8,Hectares,2006-10-17T02:30:00Z,,2041-08-01T02:30:00Z,,,,Calcrete,Extractive,,,Prominent Hill Associated EMLs,Active,Open Cut,6234,,,135.167775,-29.6867395
extractive_mineral_leases,EML,Mining Lease (formerly Extractive Minerals Lease; merged into Mining Lease from 1 Jan 2021),,EML 5761,Active,Amulet Holdings Pty Ltd,,Brownlow,14.49,Hectares,1991-08-30T02:30:00Z,,2025-09-30T02:30:00Z,2025-09-30T02:30:00Z,,,Marble,Extractive,,,Brownlow Marble Quarry,Operating,Open Cut,5761,,,139.281329,-34.278203000000005
extractive_mineral_leases,EML,Mining Lease (formerly Extractive Minerals Lease; merged into Mining Lease from 1 Jan 2021),,EML 6373,Active,Southern Iron Pty Ltd,,approx 60 km south southeast of Coober Pedy,4.5,Hectares,2010-10-28T01:30:00Z,,2030-06-24T02:30:00Z,,,,Calcrete; Gravel (Natural),Extractive,,,Peculiar Knob,Active,Open Cut,6373,,,135.006849,-29.5133455
extractive_mineral_leases,EML,Mining Lease (formerly Extractive Minerals Lease; merged into Mining Lease from 1 Jan 2021),,EML 6350,Active,[individual holder - name withheld for privacy],,Approximately 5 km north of Minnipa,1.98,Hectares,2010-02-03T01:30:00Z,,2031-02-02T01:30:00Z,,,,Granite,Extractive,,,"Hoffmann's Granite Quarry, Minnipa",Operating,Open Cut,6350,,,135.1585585,-32.8164
extractive_mineral_leases,EML,Mining Lease (formerly Extractive Minerals Lease; merged into Mining Lease from 1 Jan 2021),,EML 4441,Active,D & L Blackwell Nominees Pty Ltd,,NEAR IRON KNOB,6.69,Hectares,1975-01-17T01:30:00Z,,2030-12-31T01:30:00Z,,,,Gravel (Natural),Extractive,,,23 Mile Creek Sand Pit,Operating,Open Cut,4441,,,137.26070199999998,-32.834891999999996
extractive_mineral_leases,EML,Mining Lease (formerly Extractive Minerals Lease; merged into Mining Lease from 1 Jan 2021),,EML 6148,Active,[individual holder - name withheld for privacy],Heenan Earthmoving,Approx 10 kms West of Mount Gambier,4.1,Hectares,2004-03-31T02:30:00Z,,2025-03-30T01:30:00Z,2025-02-04T01:30:00Z,,,Limestone(Road Base),Extractive,,,Majors Quarry,Active,Open Cut,6148,,,140.67507,-37.83427
extractive_mineral_leases,EML,Mining Lease (formerly Extractive Minerals Lease; merged into Mining Lease from 1 Jan 2021),,EML 6232,Active,Murray Zircon Pty Ltd,,Approximately 70km SW of Renmark,23,Hectares,2006-09-27T02:30:00Z,,2031-05-08T02:30:00Z,,,,Calcrete,Extractive,,,Mindarie Rubble Pit RP1,Active, Surface Scrape,6232,,,140.2176335,-34.696524
extractive_mineral_leases,EML,Mining Lease (formerly Extractive Minerals Lease; merged into Mining Lease from 1 Jan 2021),,EML 5386,Active,[individual holder - name withheld for privacy],,Kingston (SE),17.53,Hectares,1986-09-02T02:30:00Z,,2031-09-01T02:30:00Z,,,,Limestone,Extractive,,,Goode Limestone Quarry,Operating,Open Cut,5386,,,139.7489245,-36.964241
extractive_mineral_leases,EML,Mining Lease (formerly Extractive Minerals Lease; merged into Mining Lease from 1 Jan 2021),,EML 3553,Active,Amulet Holdings Pty Ltd,,Stonefield,11,Hectares,1970-12-01T02:30:00Z,,2027-09-30T02:30:00Z,,,,Gravel (Natural),Extractive,,,Norton Gravel Pit,Active,Open Cut,3553,,,139.306455,-34.325997
extractive_mineral_leases,EML,Mining Lease (formerly Extractive Minerals Lease; merged into Mining Lease from 1 Jan 2021),,EML 6399,Active,D & L Blackwell Nominees Pty Ltd,,,27.57,Hectares,2012-01-05T01:30:00Z,,2028-01-04T01:30:00Z,,,,Sandstone,Extractive,,,Roopena Sand Pit,Operating, Surface Scrape,6399,,,137.466927,-32.779676
extractive_mineral_leases,EML,Mining Lease (formerly Extractive Minerals Lease; merged into Mining Lease from 1 Jan 2021),,EML 6197,Active,Bull Bros Pty Ltd,,Approximately 13 km NE of Naracoorte,12.5,Hectares,2005-07-11T02:30:00Z,,2033-07-10T02:30:00Z,,,,Sand,Extractive,,,Vines Sand Pit,Operating,No Method Defined,6197,,,140.786033,-36.8445935
extractive_mineral_leases,EML,Mining Lease (formerly Extractive Minerals Lease; merged into Mining Lease from 1 Jan 2021),,EML 6453,Active,TN & BR Modra Pty Ltd,,Karkoo,13.530000000000001,Hectares,2015-09-28T02:30:00Z,,2036-09-27T02:30:00Z,,,,Calcrete,Extractive,,,TN & BR Modra Pty Ltd,Operating,No Method Defined,6453,,,135.774701,-33.9950495
extractive_mineral_leases,EML,Mining Lease (formerly Extractive Minerals Lease; merged into Mining Lease from 1 Jan 2021),,EML 6382,Active,Southern Iron Pty Ltd,,approx 60 km southwest of Coober Pedy,4.5200000000000005,Hectares,2010-10-28T01:30:00Z,,2030-06-24T02:30:00Z,,,,Calcrete; Gravel (Natural),Extractive,,,Peculiar Knob,Active,Open Cut,6382,,,134.5953215,-29.5311355
extractive_mineral_leases,EML,Mining Lease (formerly Extractive Minerals Lease; merged into Mining Lease from 1 Jan 2021),,EML 5708,Active,[individual holder - name withheld for privacy],,Oodnadatta,0.56,Hectares,1991-01-04T01:30:00Z,,2024-01-03T01:30:00Z,2024-01-03T01:30:00Z,,,Sand,Extractive,,,Chard Sand Pit,Care / Maintenance,Open Cut,5708,,,135.4735555,-27.563536
extractive_mineral_leases,EML,Mining Lease (formerly Extractive Minerals Lease; merged into Mining Lease from 1 Jan 2021),,EML 5321,Active,Mineral Holding Pty Ltd,,Yudnapinna Area - Approx 50 km North West of Port Augusta,5,Hectares,1986-01-09T01:30:00Z,,2042-04-22T02:30:00Z,,,,Sand,Extractive,,,Hotel Creek Sand Pit,Operating, Surface Scrape,5321,,,137.2216355,-32.195321
extractive_mineral_leases,EML,Mining Lease (formerly Extractive Minerals Lease; merged into Mining Lease from 1 Jan 2021),,EML 3202,Active,[individual holder - name withheld for privacy],Paul Elliott Musolino,,0.39,Hectares,1962-10-01T02:30:00Z,,2032-09-30T02:30:00Z,,,,Shale - White,Extractive,,,Anstey Hill Shale Quarry,Active,Open Cut,3202,,,138.7468155,-34.8412335
extractive_mineral_leases,EML,Mining Lease (formerly Extractive Minerals Lease; merged into Mining Lease from 1 Jan 2021),,EML 6370,Active,Southern Iron Pty Ltd,,approx 70 km southeast of Coober Pedy,4.49,Hectares,2010-10-28T01:30:00Z,,2030-06-24T02:30:00Z,,,,Calcrete; Gravel (Natural),Extractive,,,Peculiar Knob,Active,Open Cut,6370,,,135.1761765,-29.601291
extractive_mineral_leases,EML,Mining Lease (formerly Extractive Minerals Lease; merged into Mining Lease from 1 Jan 2021),,EML 6476,Active,Lucas Total Contract Solutions Pty Ltd,,"Bowhill area, approximately 31km east of Mannum",49.49,Hectares,2018-02-02T01:30:00Z,,2039-02-01T01:30:00Z,,,,Limestone,Extractive,,,Bowhill Quarry,Active,No Method Defined,6476,,,139.66533049999998,-34.8695475
extractive_mineral_leases,EML,Mining Lease (formerly Extractive Minerals Lease; merged into Mining Lease from 1 Jan 2021),,EML 2869,Active,Mineral Holding Pty Ltd,,,16,Hectares,1974-01-01T01:30:00Z,,2039-12-31T01:30:00Z,,,,"Sand, Shell Grit",Extractive,,,Pt Gawler Shell Grit Pit,Active, Surface Scrape,2869,,,138.43483750000001,-34.628248
extractive_mineral_leases,EML,Mining Lease (formerly Extractive Minerals Lease; merged into Mining Lease from 1 Jan 2021),,EML 3086,Active,Harb Quarries Pty Ltd,,,8.5,Hectares,1982-01-01T01:30:00Z,,2026-09-30T02:30:00Z,,,,Granite,Industrial,,,Black Hill Quarry (Martins),Active,Open Cut,3086,,,139.4462245,-34.6694105
extractive_mineral_leases,EML,Mining Lease (formerly Extractive Minerals Lease; merged into Mining Lease from 1 Jan 2021),,EML 6254,Active,Ariverun Pty Limited,Ariverun Pty Limited; Scherer Contractors Pty. Limited,Approximately 10 km SE of Renmark,193.70000000000002,Hectares,2007-02-26T01:30:00Z,,2028-02-25T01:30:00Z,,,,Limestone,Extractive,,,Wonuarra Quarry,Active,Open Cut,6254,,,140.82978000000003,-34.208299
extractive_mineral_leases,EML,Mining Lease (formerly Extractive Minerals Lease; merged into Mining Lease from 1 Jan 2021),,EML 3601,Active,Adelaide Brighton Cement Limited,,,11.11,Hectares,1974-05-01T02:30:00Z,,2033-02-21T01:30:00Z,,,,Clay - White Plastic,Extractive,,,Birdwood Clay Quarry,Active,Open Cut,3601,,,138.9746115,-34.790122999999994
extractive_mineral_leases,EML,Mining Lease (formerly Extractive Minerals Lease; merged into Mining Lease from 1 Jan 2021),,EML 6317,Active,[individual holder - name withheld for privacy],,Approximately 7 km northwest of Streaky Bay,2.2,Hectares,2008-07-11T02:30:00Z,,2036-07-10T02:30:00Z,,,,Sand,Extractive,,,Gilmore Sand Pit,Operating,Open Cut,6317,,,134.134025,-32.7835365
extractive_mineral_leases,EML,Mining Lease (formerly Extractive Minerals Lease; merged into Mining Lease from 1 Jan 2021),,EML 6359,Active,Pocock Quarries Pty Ltd,,Approximately 3 km northeast of Yankalilla,3.7,Hectares,2010-09-24T02:30:00Z,,2031-09-23T02:30:00Z,,,,Limestone; Quartzite; Sandstone,Extractive,,,Fitzgerald Quarry,Operating,Open Cut,6359,,,138.3806095,-35.4463315
extractive_mineral_leases,EML,Mining Lease (formerly Extractive Minerals Lease; merged into Mining Lease from 1 Jan 2021),,EML 6461,Active,Gambier Earth Movers Proprietary Limited,,"Comaum area, approx. 16 km north east of Penola",10.49,Hectares,2016-08-03T02:30:00Z,,2037-08-02T02:30:00Z,,,,Limestone,Extractive,,,Berkins Quarry / Comaum Limestone Lease,Active,No Method Defined,6461,,,140.891318,-37.235361
extractive_mineral_leases,EML,Mining Lease (formerly Extractive Minerals Lease; merged into Mining Lease from 1 Jan 2021),,EML 3085,Active,Harb Quarries Pty Ltd,,,8.5,Hectares,1982-01-01T01:30:00Z,,2026-09-30T02:30:00Z,,,,Granite,Industrial,,,Black Hill Quarry (Martins),Active,Open Cut,3085,,,139.442095,-34.668983499999996
extractive_mineral_leases,EML,Mining Lease (formerly Extractive Minerals Lease; merged into Mining Lease from 1 Jan 2021),,EML 6128,Active,[individual holder - name withheld for privacy]; [individual holder - name withheld for privacy],Mark Langdon Tripney,Approx 6km NW of Renmark,7.5,Hectares,2003-02-28T01:30:00Z,,2027-02-27T01:30:00Z,,,,Sand,Extractive,,,Tripney Sand Pit,Active,Open Cut,6128,,,140.6890735,-34.1564335
extractive_mineral_leases,EML,Mining Lease (formerly Extractive Minerals Lease; merged into Mining Lease from 1 Jan 2021),,EML 6287,Active,OZ Minerals Prominent Hill Operations Pty Ltd,,Approximately 75km SE of Coober Pedy,1.8,Hectares,2007-12-20T01:30:00Z,,2041-08-01T02:30:00Z,,,,Calcrete; Sand,Extractive,,,Prominent Hill Associated EMLs,Active,Open Cut,6287,,,134.8405935,-29.540640500000002
extractive_mineral_leases,EML,Mining Lease (formerly Extractive Minerals Lease; merged into Mining Lease from 1 Jan 2021),,EML 6026,Active,EP Rock and Sand Pty Ltd,,Approx 30km N of Cowell,75.60000000000001,Hectares,1998-09-28T02:30:00Z,,2033-09-27T02:30:00Z,,,,Gravel (Natural); Sand,Extractive,,,Salt Creek Sand Pit,Operating,No Method Defined,6026,,,137.0445095,-33.444126499999996
extractive_mineral_leases,EML,Mining Lease (formerly Extractive Minerals Lease; merged into Mining Lease from 1 Jan 2021),,EML 6105,Active,[individual holder - name withheld for privacy]; [individual holder - name withheld for privacy],,20 km SE of Naracoorte,3,Hectares,2001-11-06T01:30:00Z,,2026-09-04T02:30:00Z,,2025-05-09T02:30:00Z,,Limestone,Extractive,,,Hamilton Limestone Quarry,Active,Open Cut,6105,,,140.9299305,-37.018184500000004
extractive_mineral_leases,EML,Mining Lease (formerly Extractive Minerals Lease; merged into Mining Lease from 1 Jan 2021),,EML 3075,Active,Harb Quarries Pty Ltd,,,16,Hectares,1981-10-01T02:30:00Z,,2026-09-30T02:30:00Z,,,,Granite,Industrial,,,Black Hill Quarry (Martins),Active,Open Cut,3075,,,139.445884,-34.6740005
extractive_mineral_leases,EML,Mining Lease (formerly Extractive Minerals Lease; merged into Mining Lease from 1 Jan 2021),,EML 6489,Active,Alvanos Earthmoving Pty Ltd,,"Woodleigh area, approx. 8.5 km southeast of Loxton",14.01,Hectares,2018-08-07T02:30:00Z,,2039-08-06T02:30:00Z,,,,Limestone,Extractive,,,Alvanos's Quarry,Active,Open Cut,6489,,,140.6221875,-34.530417
extractive_mineral_leases,EML,Mining Lease (formerly Extractive Minerals Lease; merged into Mining Lease from 1 Jan 2021),,EML 6187,Active,[individual holder - name withheld for privacy],,Approx 5Km NE of Beachport,2.3000000000000003,Hectares,2005-03-07T01:30:00Z,,2026-03-06T01:30:00Z,,,,Sand,Extractive,,,Lawrie Sand Pit,Operating,Strip Mining,6187,,,140.03958849999998,-37.451460499999996
extractive_mineral_leases,EML,Mining Lease (formerly Extractive Minerals Lease; merged into Mining Lease from 1 Jan 2021),,EML 6415,Active,Clay & Mineral Sales Pty Ltd,,Approx 10 km northeast of Port Wakefield,9.4,Hectares,2013-05-31T02:30:00Z,,2039-05-30T02:30:00Z,,,,Sand,Extractive,,,Saints Sand Dune Deposit,Operating, Surface Scrape,6415,,,138.2397765,-34.1279545
extractive_mineral_leases,EML,Mining Lease (formerly Extractive Minerals Lease; merged into Mining Lease from 1 Jan 2021),,EML 6377,Active,Southern Iron Pty Ltd,,approx 60 km south of Coober Pedy,8.75,Hectares,2010-10-28T01:30:00Z,,2030-06-24T02:30:00Z,,,,Calcrete; Gravel (Natural),Extractive,,,Peculiar Knob,Active,Open Cut,6377,,,134.83871349999998,-29.5380905
extractive_mineral_leases,EML,Mining Lease (formerly Extractive Minerals Lease; merged into Mining Lease from 1 Jan 2021),,EML 5831,Active,Mineops Pty Ltd,,,15.4,Hectares,1993-03-09T02:30:00Z,,2028-03-08T01:30:00Z,,,,Calcrete; Limestone,Extractive,,,Loxton Dolomite Quarry,Active,Open Cut,5831,,,140.655447,-34.4276955
extractive_mineral_leases,EML,Mining Lease (formerly Extractive Minerals Lease; merged into Mining Lease from 1 Jan 2021),,EML 6242,Active,OZ Minerals Prominent Hill Operations Pty Ltd,,Approximately 85 km SE of Coober Pedy,1.8,Hectares,2006-11-09T01:30:00Z,,2041-08-01T02:30:00Z,,,,Calcrete,Extractive,,,Prominent Hill Associated EMLs,Active,Open Cut,6242,,,135.52448,-29.6788855
extractive_mineral_leases,EML,Mining Lease (formerly Extractive Minerals Lease; merged into Mining Lease from 1 Jan 2021),,EML 5331,Active,[individual holder - name withheld for privacy]; [individual holder - name withheld for privacy],Visy Sand Quarry Pty Ltd,Port Elliot,24,Hectares,1986-02-14T01:30:00Z,,2028-02-13T01:30:00Z,,,,Clay; Foundry Sand; Gravel (Natural); Proppant Sand; Sand; Silica Sand,Extractive,,,Tooperang Sand Pit,Active,Open Cut,5331,,,138.7509715,-35.3944265
extractive_mineral_leases,EML,Mining Lease (formerly Extractive Minerals Lease; merged into Mining Lease from 1 Jan 2021),,EML 5444,Active,[individual holder - name withheld for privacy]; [individual holder - name withheld for privacy],,Victor Harbor,6,Hectares,1987-05-20T02:30:00Z,,2030-05-19T02:30:00Z,,,,Sand,Extractive,,,Panozzo Sand Pit,Active,Open Cut,5444,,,138.5760195,-35.545383
