ReportDt,StateCd,RsdsInSrvcDstrctNm,LGANm2020,PrtcpntCnt
30SEP2023,NSW,Far West,Balranald (A),62
30SEP2023,NSW,Far West,Broken Hill (C),599
30SEP2023,NSW,Far West,Central Darling (A),43
30SEP2023,NSW,Far West,Wentworth (A),182
30SEP2023,NSW,Hunter New England,Armidale Regional (A),785
30SEP2023,NSW,Hunter New England,Cessnock (C),2467
30SEP2023,NSW,Hunter New England,Dungog (A),275
30SEP2023,NSW,Hunter New England,Glen Innes Severn (A),213
30SEP2023,NSW,Hunter New England,Gunnedah (A),339
30SEP2023,NSW,Hunter New England,Gwydir (A),85
30SEP2023,NSW,Hunter New England,Inverell (A),523
30SEP2023,NSW,Hunter New England,Lake Macquarie (C),7323
30SEP2023,NSW,Hunter New England,Liverpool Plains (A),198
30SEP2023,NSW,Hunter New England,Maitland (C),4086
30SEP2023,NSW,Hunter New England,Mid-Coast (A),2815
30SEP2023,NSW,Hunter New England,Moree Plains (A),279
30SEP2023,NSW,Hunter New England,Muswellbrook (A),573
30SEP2023,NSW,Hunter New England,Narrabri (A),283
30SEP2023,NSW,Hunter New England,Newcastle (C),5655
30SEP2023,NSW,Hunter New England,Port Stephens (A),2451
30SEP2023,NSW,Hunter New England,Singleton (A),727
30SEP2023,NSW,Hunter New England,Tamworth Regional (A),1982
30SEP2023,NSW,Hunter New England,Tenterfield (A),132
30SEP2023,NSW,Hunter New England,Upper Hunter Shire (A),288
30SEP2023,NSW,Hunter New England,Uralla (A),161
30SEP2023,NSW,Hunter New England,Walcha (A),38
30SEP2023,NSW,Illawarra Shoalhaven,Kiama (A),337
30SEP2023,NSW,Illawarra Shoalhaven,Shellharbour (C),2156
30SEP2023,NSW,Illawarra Shoalhaven,Shoalhaven (C),3015
30SEP2023,NSW,Illawarra Shoalhaven,Wollongong (C),5397
30SEP2023,NSW,Mid North Coast,Bellingen (A),351
30SEP2023,NSW,Mid North Coast,Coffs Harbour (C),2325
30SEP2023,NSW,Mid North Coast,Kempsey (A),1322
30SEP2023,NSW,Mid North Coast,Nambucca Valley (A),675
30SEP2023,NSW,Mid North Coast,Port Macquarie-Hastings (A),3156
30SEP2023,NSW,Murrumbidgee,Albury (C),2049
30SEP2023,NSW,Murrumbidgee,Berrigan (A),199
30SEP2023,NSW,Murrumbidgee,Bland (A),85
30SEP2023,NSW,Murrumbidgee,Carrathool (A),38
30SEP2023,NSW,Murrumbidgee,Coolamon (A),108
30SEP2023,NSW,Murrumbidgee,Cootamundra-Gundagai Regional (A),300
30SEP2023,NSW,Murrumbidgee,Edward River (A),248
30SEP2023,NSW,Murrumbidgee,Federation (A),321
30SEP2023,NSW,Murrumbidgee,Greater Hume Shire (A),327
30SEP2023,NSW,Murrumbidgee,Griffith (C),528
30SEP2023,NSW,Murrumbidgee,Hay (A),58
30SEP2023,NSW,Murrumbidgee,Hilltops (A),522
30SEP2023,NSW,Murrumbidgee,Junee (A),181
30SEP2023,NSW,Murrumbidgee,Leeton (A),269
30SEP2023,NSW,Murrumbidgee,Lockhart (A),93
30SEP2023,NSW,Murrumbidgee,Murray River (A),206
30SEP2023,NSW,Murrumbidgee,Murrumbidgee (A),65
30SEP2023,NSW,Murrumbidgee,Narrandera (A),170
30SEP2023,NSW,Murrumbidgee,Snowy Valleys (A),350
30SEP2023,NSW,Murrumbidgee,Temora (A),141
30SEP2023,NSW,Murrumbidgee,Wagga Wagga (C),2070
30SEP2023,NSW,Nepean Blue Mountains,Blue Mountains (C),2292
30SEP2023,NSW,Nepean Blue Mountains,Hawkesbury (C),1581
30SEP2023,NSW,Nepean Blue Mountains,Lithgow (C),614
30SEP2023,NSW,Nepean Blue Mountains,Penrith (C),6625
30SEP2023,NSW,North Sydney,Hornsby (A),2664
30SEP2023,NSW,North Sydney,Hunters Hill (A),185
30SEP2023,NSW,North Sydney,Ku-ring-gai (A),1615
30SEP2023,NSW,North Sydney,Lane Cove (A),511
30SEP2023,NSW,North Sydney,Mosman (A),236
30SEP2023,NSW,North Sydney,North Sydney (A),614
30SEP2023,NSW,North Sydney,Northern Beaches (A),3716
30SEP2023,NSW,North Sydney,Ryde (C),2338
30SEP2023,NSW,North Sydney,Willoughby (C),904
30SEP2023,NSW,Northern NSW,Ballina (A),1364
30SEP2023,NSW,Northern NSW,Byron (A),661
30SEP2023,NSW,Northern NSW,Clarence Valley (A),1644
30SEP2023,NSW,Northern NSW,Kyogle (A),252
30SEP2023,NSW,Northern NSW,Lismore (C),1687
30SEP2023,NSW,Northern NSW,Richmond Valley (A),864
30SEP2023,NSW,Northern NSW,Tweed (A),2595
30SEP2023,NSW,Other,Other,<11
30SEP2023,NSW,Other,Unincorp. Other Territories,13
30SEP2023,NSW,Other,Unincorporated NSW,13
30SEP2023,NSW,South Eastern Sydney,Bayside (A),2791
30SEP2023,NSW,South Eastern Sydney,Georges River (A),2435
30SEP2023,NSW,South Eastern Sydney,Randwick (C),2299
30SEP2023,NSW,South Eastern Sydney,Sutherland Shire (A),4143
30SEP2023,NSW,South Eastern Sydney,Waverley (A),718
30SEP2023,NSW,South Eastern Sydney,Woollahra (A),454
30SEP2023,NSW,South Western Sydney,Camden (A),3202
30SEP2023,NSW,South Western Sydney,Campbelltown (C) (NSW),5732
30SEP2023,NSW,South Western Sydney,Canterbury-Bankstown (A),7832
30SEP2023,NSW,South Western Sydney,Fairfield (C),4461
30SEP2023,NSW,South Western Sydney,Liverpool (C),5691
30SEP2023,NSW,South Western Sydney,Wingecarribee (A),1066
30SEP2023,NSW,South Western Sydney,Wollondilly (A),1328
30SEP2023,NSW,Southern NSW,Bega Valley (A),869
30SEP2023,NSW,Southern NSW,Eurobodalla (A),1011
30SEP2023,NSW,Southern NSW,Goulburn Mulwaree (A),1083
30SEP2023,NSW,Southern NSW,Queanbeyan-Palerang Regional (A),1322
30SEP2023,NSW,Southern NSW,Snowy Monaro Regional (A),370
30SEP2023,NSW,Southern NSW,Upper Lachlan Shire (A),163
30SEP2023,NSW,Southern NSW,Yass Valley (A),380
30SEP2023,NSW,Sydney,Burwood (A),553
30SEP2023,NSW,Sydney,Canada Bay (A),1138
30SEP2023,NSW,Sydney,Inner West (A),2874
30SEP2023,NSW,Sydney,Strathfield (A),597
30SEP2023,NSW,Sydney,Sydney (C),2269
30SEP2023,NSW,Western NSW,Bathurst Regional (A),1281
30SEP2023,NSW,Western NSW,Blayney (A),147
30SEP2023,NSW,Western NSW,Bogan (A),63
30SEP2023,NSW,Western NSW,Bourke (A),90
30SEP2023,NSW,Western NSW,Brewarrina (A),24
30SEP2023,NSW,Western NSW,Cabonne (A),233
30SEP2023,NSW,Western NSW,Cobar (A),92
30SEP2023,NSW,Western NSW,Coonamble (A),165
30SEP2023,NSW,Western NSW,Cowra (A),361
30SEP2023,NSW,Western NSW,Dubbo Regional (A),1615
30SEP2023,NSW,Western NSW,Forbes (A),238
30SEP2023,NSW,Western NSW,Gilgandra (A),134
30SEP2023,NSW,Western NSW,Lachlan (A),135
30SEP2023,NSW,Western NSW,Mid-Western Regional (A),624
30SEP2023,NSW,Western NSW,Narromine (A),178
30SEP2023,NSW,Western NSW,Oberon (A),94
30SEP2023,NSW,Western NSW,Orange (C),1513
30SEP2023,NSW,Western NSW,Parkes (A),362
30SEP2023,NSW,Western NSW,Walgett (A),131
30SEP2023,NSW,Western NSW,Warren (A),56
30SEP2023,NSW,Western NSW,Warrumbungle Shire (A),239
30SEP2023,NSW,Western NSW,Weddin (A),77
30SEP2023,NSW,Western Sydney,Blacktown (C),10303
30SEP2023,NSW,Western Sydney,Cumberland (A),5222
30SEP2023,NSW,Western Sydney,Parramatta (C),4388
30SEP2023,NSW,Western Sydney,The Hills Shire (A),3201
30SEP2023,NT,Barkly,Barkly (R),149
30SEP2023,NT,Central Australia,Alice Springs (T),773
30SEP2023,NT,Central Australia,Central Desert (R),68
30SEP2023,NT,Central Australia,MacDonnell (R),107
30SEP2023,NT,Darwin Remote,Roper Gulf (R),122
30SEP2023,NT,Darwin Remote,Tiwi Islands (R),116
30SEP2023,NT,Darwin Remote,Victoria Daly (R),48
30SEP2023,NT,Darwin Remote,West Arnhem (R),160
30SEP2023,NT,Darwin Remote,West Daly (R),64
30SEP2023,NT,Darwin Urban,Belyuen (S),<11
30SEP2023,NT,Darwin Urban,Coomalie (S),18
30SEP2023,NT,Darwin Urban,Darwin (C),1794
30SEP2023,NT,Darwin Urban,Litchfield (M),442
30SEP2023,NT,Darwin Urban,Palmerston (C),1201
30SEP2023,NT,Darwin Urban,Wagait (S),<11
30SEP2023,NT,East Arnhem,East Arnhem (R),233
30SEP2023,NT,Katherine,Katherine (T),285
30SEP2023,NT,Other,Anangu Pitjantjatjara (AC),55
30SEP2023,NT,Other,East Pilbara (S),<11
30SEP2023,NT,Other,Ngaanyatjarraku (S),19
30SEP2023,NT,Other,Other,<11
30SEP2023,NT,Other,Unincorporated NT,163
30SEP2023,OT,Other,Unincorp. Other Territories,51
30SEP2023,QLD,Beenleigh,Logan (C),10734
30SEP2023,QLD,Beenleigh,Redland (C),4401
30SEP2023,QLD,Brisbane,Brisbane (C),24842
30SEP2023,QLD,Bundaberg,Bundaberg (R),3787
30SEP2023,QLD,Caboolture/Strathpine,Moreton Bay (R),14816
30SEP2023,QLD,Cairns,Aurukun (S),49
30SEP2023,QLD,Cairns,Cairns (R),4180
30SEP2023,QLD,Cairns,Cassowary Coast (R),613
30SEP2023,QLD,Cairns,Cook (S),62
30SEP2023,QLD,Cairns,Croydon (S),<11
30SEP2023,QLD,Cairns,Douglas (S),209
30SEP2023,QLD,Cairns,Etheridge (S),<11
30SEP2023,QLD,Cairns,Hope Vale (S),27
30SEP2023,QLD,Cairns,Kowanyama (S),28
30SEP2023,QLD,Cairns,Lockhart River (S),<11
30SEP2023,QLD,Cairns,Mapoon (S),12
30SEP2023,QLD,Cairns,Mareeba (S),503
30SEP2023,QLD,Cairns,Napranum (S),21
30SEP2023,QLD,Cairns,Northern Peninsula Area (R),55
30SEP2023,QLD,Cairns,Pormpuraaw (S),17
30SEP2023,QLD,Cairns,Tablelands (R),645
30SEP2023,QLD,Cairns,Torres (S),58
30SEP2023,QLD,Cairns,Torres Strait Island (R),55
30SEP2023,QLD,Cairns,Weipa (T),72
30SEP2023,QLD,Cairns,Wujal Wujal (S),<11
30SEP2023,QLD,Cairns,Yarrabah (S),77
30SEP2023,QLD,Ipswich,Ipswich (C),7990
30SEP2023,QLD,Ipswich,Lockyer Valley (R),1107
30SEP2023,QLD,Ipswich,Scenic Rim (R),1106
30SEP2023,QLD,Ipswich,Somerset (R),746
30SEP2023,QLD,Mackay,Isaac (R),272
30SEP2023,QLD,Mackay,Mackay (R),3277
30SEP2023,QLD,Mackay,Whitsunday (R),732
30SEP2023,QLD,Maroochydore,Gympie (R),2023
30SEP2023,QLD,Maroochydore,Noosa (S),1060
30SEP2023,QLD,Maroochydore,Sunshine Coast (R),8704
30SEP2023,QLD,Maryborough,Cherbourg (S),67
30SEP2023,QLD,Maryborough,Fraser Coast (R),3862
30SEP2023,QLD,Maryborough,North Burnett (R),220
30SEP2023,QLD,Maryborough,South Burnett (R),1178
30SEP2023,QLD,Other,Barkly (R),<11
30SEP2023,QLD,Other,Other,<11
30SEP2023,QLD,Robina,Gold Coast (C),13928
30SEP2023,QLD,Rockhampton,Banana (S),319
30SEP2023,QLD,Rockhampton,Barcaldine (R),44
30SEP2023,QLD,Rockhampton,Barcoo (S),<11
30SEP2023,QLD,Rockhampton,Blackall-Tambo (R),22
30SEP2023,QLD,Rockhampton,Central Highlands (R) (Qld),600
30SEP2023,QLD,Rockhampton,Diamantina (S),<11
30SEP2023,QLD,Rockhampton,Gladstone (R),2047
30SEP2023,QLD,Rockhampton,Livingstone (S),972
30SEP2023,QLD,Rockhampton,Longreach (R),75
30SEP2023,QLD,Rockhampton,Rockhampton (R),3319
30SEP2023,QLD,Rockhampton,Winton (S),18
30SEP2023,QLD,Rockhampton,Woorabinda (S),35
30SEP2023,QLD,Toowoomba,Balonne (S),74
30SEP2023,QLD,Toowoomba,Bulloo (S),<11
30SEP2023,QLD,Toowoomba,Goondiwindi (R),222
30SEP2023,QLD,Toowoomba,Maranoa (R),289
30SEP2023,QLD,Toowoomba,Murweh (S),134
30SEP2023,QLD,Toowoomba,Paroo (S),27
30SEP2023,QLD,Toowoomba,Quilpie (S),26
30SEP2023,QLD,Toowoomba,Southern Downs (R),1124
30SEP2023,QLD,Toowoomba,Toowoomba (R),5318
30SEP2023,QLD,Toowoomba,Western Downs (R),908
30SEP2023,QLD,Townsville,Boulia (S),<11
30SEP2023,QLD,Townsville,Burdekin (S),413
30SEP2023,QLD,Townsville,Carpentaria (S),49
30SEP2023,QLD,Townsville,Charters Towers (R),275
30SEP2023,QLD,Townsville,Cloncurry (S),43
30SEP2023,QLD,Townsville,Doomadgee (S),40
30SEP2023,QLD,Townsville,Flinders (S) (Qld),25
30SEP2023,QLD,Townsville,Hinchinbrook (S),282
30SEP2023,QLD,Townsville,McKinlay (S),<11
30SEP2023,QLD,Townsville,Mornington (S),24
30SEP2023,QLD,Townsville,Mount Isa (C),361
30SEP2023,QLD,Townsville,Palm Island (S),90
30SEP2023,QLD,Townsville,Richmond (S),<11
30SEP2023,QLD,Townsville,Townsville (C),6178
30SEP2023,SA,Adelaide Hills,Adelaide Hills (DC),824
30SEP2023,SA,Adelaide Hills,Mount Barker (DC),1316
30SEP2023,SA,"Barossa, Light and Lower North",Adelaide Plains (DC),334
30SEP2023,SA,"Barossa, Light and Lower North",Barossa (DC),743
30SEP2023,SA,"Barossa, Light and Lower North",Gawler (T),1089
30SEP2023,SA,"Barossa, Light and Lower North",Light (RegC),552
30SEP2023,SA,Eastern Adelaide,Adelaide (C),521
30SEP2023,SA,Eastern Adelaide,Burnside (C),811
30SEP2023,SA,Eastern Adelaide,Campbelltown (C) (SA),1303
30SEP2023,SA,Eastern Adelaide,Norwood Payneham St Peters (C),648
30SEP2023,SA,Eastern Adelaide,Prospect (C),483
30SEP2023,SA,Eastern Adelaide,Unley (C),737
30SEP2023,SA,Eastern Adelaide,Walkerville (M),126
30SEP2023,SA,Eyre and Western,Ceduna (DC),91
30SEP2023,SA,Eyre and Western,Cleve (DC),40
30SEP2023,SA,Eyre and Western,Elliston (DC),21
30SEP2023,SA,Eyre and Western,Franklin Harbour (DC),18
30SEP2023,SA,Eyre and Western,Kimba (DC),25
30SEP2023,SA,Eyre and Western,Lower Eyre Peninsula (DC),123
30SEP2023,SA,Eyre and Western,Port Lincoln (C),516
30SEP2023,SA,Eyre and Western,Streaky Bay (DC),22
30SEP2023,SA,Eyre and Western,Tumby Bay (DC),73
30SEP2023,SA,Eyre and Western,Whyalla (C),701
30SEP2023,SA,Eyre and Western,Wudinna (DC),25
30SEP2023,SA,Far North (SA),Anangu Pitjantjatjara (AC),77
30SEP2023,SA,Far North (SA),Coober Pedy (DC),31
30SEP2023,SA,Far North (SA),Flinders Ranges (DC),34
30SEP2023,SA,Far North (SA),Port Augusta (C),414
30SEP2023,SA,Far North (SA),Roxby Downs (M),48
30SEP2023,SA,Fleurieu and Kangaroo Island,Alexandrina (DC),827
30SEP2023,SA,Fleurieu and Kangaroo Island,Kangaroo Island (DC),110
30SEP2023,SA,Fleurieu and Kangaroo Island,Victor Harbor (C),456
30SEP2023,SA,Fleurieu and Kangaroo Island,Yankalilla (DC),123
30SEP2023,SA,Limestone Coast,Grant (DC),194
30SEP2023,SA,Limestone Coast,Kingston (DC) (SA),35
30SEP2023,SA,Limestone Coast,Mount Gambier (C),958
30SEP2023,SA,Limestone Coast,Naracoorte and Lucindale (DC),160
30SEP2023,SA,Limestone Coast,Robe (DC),17
30SEP2023,SA,Limestone Coast,Tatiara (DC),99
30SEP2023,SA,Limestone Coast,Wattle Range (DC),292
30SEP2023,SA,Murray and Mallee,Berri and Barmera (DC),379
30SEP2023,SA,Murray and Mallee,Karoonda East Murray (DC),28
30SEP2023,SA,Murray and Mallee,Loxton Waikerie (DC),333
30SEP2023,SA,Murray and Mallee,Mid Murray (DC),204
30SEP2023,SA,Murray and Mallee,Murray Bridge (RC),866
30SEP2023,SA,Murray and Mallee,Renmark Paringa (DC),227
30SEP2023,SA,Murray and Mallee,Southern Mallee (DC),31
30SEP2023,SA,Murray and Mallee,The Coorong (DC),111
30SEP2023,SA,Northern Adelaide,Playford (C),5539
30SEP2023,SA,Northern Adelaide,Port Adelaide Enfield (C),4603
30SEP2023,SA,Northern Adelaide,Salisbury (C),5547
30SEP2023,SA,Northern Adelaide,Tea Tree Gully (C),2882
30SEP2023,SA,Other,Other,<11
30SEP2023,SA,Other,Unincorporated SA,40
30SEP2023,SA,Southern Adelaide,Holdfast Bay (C),929
30SEP2023,SA,Southern Adelaide,Marion (C),2948
30SEP2023,SA,Southern Adelaide,Mitcham (C),1647
30SEP2023,SA,Southern Adelaide,Onkaparinga (C),6156
30SEP2023,SA,Western Adelaide,Charles Sturt (C),3335
30SEP2023,SA,Western Adelaide,West Torrens (C),1412
30SEP2023,SA,Yorke and Mid North,Barunga West (DC),63
30SEP2023,SA,Yorke and Mid North,Clare and Gilbert Valleys (DC),190
30SEP2023,SA,Yorke and Mid North,Copper Coast (DC),478
30SEP2023,SA,Yorke and Mid North,Goyder (DC),98
30SEP2023,SA,Yorke and Mid North,Mount Remarkable (DC),52
30SEP2023,SA,Yorke and Mid North,Northern Areas (DC),88
30SEP2023,SA,Yorke and Mid North,Orroroo/Carrieton (DC),15
30SEP2023,SA,Yorke and Mid North,Peterborough (DC),44
30SEP2023,SA,Yorke and Mid North,Port Pirie City and Dists (M),585
30SEP2023,SA,Yorke and Mid North,Wakefield (DC),236
30SEP2023,SA,Yorke and Mid North,Yorke Peninsula (DC),225
30SEP2023,TAS,TAS North,Break O'Day (M),175
30SEP2023,TAS,TAS North,Dorset (M),138
30SEP2023,TAS,TAS North,Flinders (M) (Tas.),13
30SEP2023,TAS,TAS North,George Town (M),233
30SEP2023,TAS,TAS North,Launceston (C),2118
30SEP2023,TAS,TAS North,Meander Valley (M),460
30SEP2023,TAS,TAS North,Northern Midlands (M),314
30SEP2023,TAS,TAS North,West Tamar (M),530
30SEP2023,TAS,TAS North West,Burnie (C),629
30SEP2023,TAS,TAS North West,Central Coast (M) (Tas.),530
30SEP2023,TAS,TAS North West,Circular Head (M),147
30SEP2023,TAS,TAS North West,Devonport (C),796
30SEP2023,TAS,TAS North West,Kentish (M),137
30SEP2023,TAS,TAS North West,King Island (M),15
30SEP2023,TAS,TAS North West,Latrobe (M) (Tas.),239
30SEP2023,TAS,TAS North West,Waratah/Wynyard (M),414
30SEP2023,TAS,TAS North West,West Coast (M),90
30SEP2023,TAS,TAS South East,Brighton (M),647
30SEP2023,TAS,TAS South East,Central Highlands (M) (Tas.),30
30SEP2023,TAS,TAS South East,Clarence (C),1476
30SEP2023,TAS,TAS South East,Derwent Valley (M),342
30SEP2023,TAS,TAS South East,Glamorgan/Spring Bay (M),61
30SEP2023,TAS,TAS South East,Sorell (M),337
30SEP2023,TAS,TAS South East,Southern Midlands (M),133
30SEP2023,TAS,TAS South East,Tasman (M),39
30SEP2023,TAS,TAS South West,Glenorchy (C),1664
30SEP2023,TAS,TAS South West,Hobart (C),861
30SEP2023,TAS,TAS South West,Huon Valley (M),381
30SEP2023,TAS,TAS South West,Kingborough (M),753
30SEP2023,VIC,Barwon,Colac-Otway (S),731
30SEP2023,VIC,Barwon,Greater Geelong (C),9969
30SEP2023,VIC,Barwon,Queenscliffe (B),37
30SEP2023,VIC,Barwon,Surf Coast (S),676
30SEP2023,VIC,Bayside Peninsula,Bayside (C),1517
30SEP2023,VIC,Bayside Peninsula,Frankston (C),4924
30SEP2023,VIC,Bayside Peninsula,Glen Eira (C),2842
30SEP2023,VIC,Bayside Peninsula,Kingston (C) (Vic.),3565
30SEP2023,VIC,Bayside Peninsula,Mornington Peninsula (S),4498
30SEP2023,VIC,Bayside Peninsula,Port Phillip (C),1816
30SEP2023,VIC,Bayside Peninsula,Stonnington (C),1254
30SEP2023,VIC,Brimbank Melton,Brimbank (C),5253
30SEP2023,VIC,Brimbank Melton,Melton (C),6285
30SEP2023,VIC,Central Highlands,Ararat (RC),388
30SEP2023,VIC,Central Highlands,Ballarat (C),3866
30SEP2023,VIC,Central Highlands,Golden Plains (S),756
30SEP2023,VIC,Central Highlands,Hepburn (S),353
30SEP2023,VIC,Central Highlands,Moorabool (S),1074
30SEP2023,VIC,Central Highlands,Pyrenees (S),176
30SEP2023,VIC,Goulburn,Greater Shepparton (C),2230
30SEP2023,VIC,Goulburn,Mitchell (S),1430
30SEP2023,VIC,Goulburn,Moira (S),827
30SEP2023,VIC,Goulburn,Murrindindi (S),309
30SEP2023,VIC,Goulburn,Strathbogie (S),224
30SEP2023,VIC,Hume Moreland,Hume (C),7949
30SEP2023,VIC,Hume Moreland,Moreland (C),3999
30SEP2023,VIC,Inner East Melbourne,Boroondara (C),2526
30SEP2023,VIC,Inner East Melbourne,Manningham (C),2173
30SEP2023,VIC,Inner East Melbourne,Monash (C),3246
30SEP2023,VIC,Inner East Melbourne,Whitehorse (C),3634
30SEP2023,VIC,Inner Gippsland,Bass Coast (S),976
30SEP2023,VIC,Inner Gippsland,Baw Baw (S),1697
30SEP2023,VIC,Inner Gippsland,Latrobe (C) (Vic.),2952
30SEP2023,VIC,Inner Gippsland,South Gippsland (S),737
30SEP2023,VIC,Loddon,Campaspe (S),1202
30SEP2023,VIC,Loddon,Central Goldfields (S),498
30SEP2023,VIC,Loddon,Greater Bendigo (C),5027
30SEP2023,VIC,Loddon,Loddon (S),180
30SEP2023,VIC,Loddon,Macedon Ranges (S),1399
30SEP2023,VIC,Loddon,Mount Alexander (S),581
30SEP2023,VIC,Mallee,Buloke (S),148
30SEP2023,VIC,Mallee,Gannawarra (S),246
30SEP2023,VIC,Mallee,Mildura (RC),1923
30SEP2023,VIC,Mallee,Swan Hill (RC),612
30SEP2023,VIC,North East Melbourne,Banyule (C),3252
30SEP2023,VIC,North East Melbourne,Darebin (C),3816
30SEP2023,VIC,North East Melbourne,Nillumbik (S),1437
30SEP2023,VIC,North East Melbourne,Whittlesea (C),6057
30SEP2023,VIC,North East Melbourne,Yarra (C),1535
30SEP2023,VIC,Other,Other,<11
30SEP2023,VIC,Other,Unincorporated Vic,<11
30SEP2023,VIC,Outer East Melbourne,Knox (C),3935
30SEP2023,VIC,Outer East Melbourne,Maroondah (C),3576
30SEP2023,VIC,Outer East Melbourne,Yarra Ranges (S),4310
30SEP2023,VIC,Outer Gippsland,East Gippsland (S),1432
30SEP2023,VIC,Outer Gippsland,Wellington (S),1273
30SEP2023,VIC,Ovens Murray,Alpine (S),219
30SEP2023,VIC,Ovens Murray,Benalla (RC),447
30SEP2023,VIC,Ovens Murray,Indigo (S),418
30SEP2023,VIC,Ovens Murray,Mansfield (S),178
30SEP2023,VIC,Ovens Murray,Towong (S),150
30SEP2023,VIC,Ovens Murray,Wangaratta (RC),960
30SEP2023,VIC,Ovens Murray,Wodonga (C),1812
30SEP2023,VIC,Southern Melbourne,Cardinia (S),3185
30SEP2023,VIC,Southern Melbourne,Casey (C),9249
30SEP2023,VIC,Southern Melbourne,Greater Dandenong (C),3716
30SEP2023,VIC,Western District,Corangamite (S),464
30SEP2023,VIC,Western District,Glenelg (S),528
30SEP2023,VIC,Western District,Hindmarsh (S),122
30SEP2023,VIC,Western District,Horsham (RC),649
30SEP2023,VIC,Western District,Moyne (S),383
30SEP2023,VIC,Western District,Northern Grampians (S),344
30SEP2023,VIC,Western District,Southern Grampians (S),436
30SEP2023,VIC,Western District,Warrnambool (C),1320
30SEP2023,VIC,Western District,West Wimmera (S),68
30SEP2023,VIC,Western District,Yarriambiack (S),199
30SEP2023,VIC,Western Melbourne,Hobsons Bay (C),2277
30SEP2023,VIC,Western Melbourne,Maribyrnong (C),2067
30SEP2023,VIC,Western Melbourne,Melbourne (C),1613
30SEP2023,VIC,Western Melbourne,Moonee Valley (C),2519
30SEP2023,VIC,Western Melbourne,Wyndham (C),8201
30SEP2023,WA,Central North Metro,Cambridge (T),362
30SEP2023,WA,Central North Metro,Claremont (T),174
30SEP2023,WA,Central North Metro,Cottesloe (T),63
30SEP2023,WA,Central North Metro,Mosman Park (T),137
30SEP2023,WA,Central North Metro,Nedlands (C),391
30SEP2023,WA,Central North Metro,Peppermint Grove (S),11
30SEP2023,WA,Central North Metro,Perth (C),324
30SEP2023,WA,Central North Metro,Stirling (C),3948
30SEP2023,WA,Central North Metro,Subiaco (C),249
30SEP2023,WA,Central North Metro,Vincent (C),519
30SEP2023,WA,Central South Metro,Cockburn (C),2595
30SEP2023,WA,Central South Metro,East Fremantle (T),90
30SEP2023,WA,Central South Metro,Fremantle (C),613
30SEP2023,WA,Central South Metro,Kwinana (C),1242
30SEP2023,WA,Central South Metro,Melville (C),1647
30SEP2023,WA,Central South Metro,South Perth (C),592
30SEP2023,WA,Goldfields-Esperance,Coolgardie (S),56
30SEP2023,WA,Goldfields-Esperance,Dundas (S),15
30SEP2023,WA,Goldfields-Esperance,Esperance (S),266
30SEP2023,WA,Goldfields-Esperance,Kalgoorlie/Boulder (C),498
30SEP2023,WA,Goldfields-Esperance,Laverton (S),<11
30SEP2023,WA,Goldfields-Esperance,Leonora (S),11
30SEP2023,WA,Goldfields-Esperance,Menzies (S),<11
30SEP2023,WA,Goldfields-Esperance,Ngaanyatjarraku (S),27
30SEP2023,WA,Goldfields-Esperance,Ravensthorpe (S),21
30SEP2023,WA,Great Southern,Albany (C),922
30SEP2023,WA,Great Southern,Broomehill-Tambellup (S),22
30SEP2023,WA,Great Southern,Cranbrook (S),22
30SEP2023,WA,Great Southern,Denmark (S),94
30SEP2023,WA,Great Southern,Gnowangerup (S),17
30SEP2023,WA,Great Southern,Jerramungup (S),<11
30SEP2023,WA,Great Southern,Katanning (S),58
30SEP2023,WA,Great Southern,Kent (S),<11
30SEP2023,WA,Great Southern,Kojonup (S),20
30SEP2023,WA,Great Southern,Plantagenet (S),96
