jurisdiction,category,financial_year,financial_year_start,emissions_gg_co2e,notation_key,notation_meaning
NSW,A.  Enteric fermentation,2008-09,2008,15496.449120455974,,
NSW,A.  Enteric fermentation,2009-10,2009,14805.570224458535,,
NSW,A.  Enteric fermentation,2010-11,2010,15262.844196231403,,
NSW,A.  Enteric fermentation,2011-12,2011,15975.676184909955,,
NSW,A.  Enteric fermentation,2012-13,2012,15871.695368051394,,
NSW,A.  Enteric fermentation,2013-14,2013,15248.08098848518,,
NSW,A.  Enteric fermentation,2014-15,2014,15140.09412032723,,
NSW,A.  Enteric fermentation,2015-16,2015,15070.650758728036,,
NSW,A.  Enteric fermentation,2016-17,2016,15760.371842142675,,
NSW,A.  Enteric fermentation,2017-18,2017,14472.59385152362,,
NSW,A.  Enteric fermentation,2018-19,2018,12364.540941279907,,
NSW,A.  Enteric fermentation,2019-20,2019,11600.102420619198,,
NSW,A.  Enteric fermentation,2020-21,2020,13771.477498711165,,
NSW,A.  Enteric fermentation,2021-22,2021,14703.133962452343,,
NSW,A.  Enteric fermentation,2022-23,2022,15445.408172335763,,
NSW,A.  Enteric fermentation,2023-24,2023,15019.557630228974,,
NSW,B.  Manure management,1989-90,1989,1176.4779878522863,,
NSW,B.  Manure management,1990-91,1990,1147.0084815557523,,
NSW,B.  Manure management,1991-92,1991,1106.054134990864,,
NSW,B.  Manure management,1992-93,1992,1091.9414600355426,,
NSW,B.  Manure management,1993-94,1993,1117.876856176387,,
NSW,B.  Manure management,1994-95,1994,1040.834438185144,,
NSW,B.  Manure management,1995-96,1995,1001.6058945629674,,
NSW,B.  Manure management,1996-97,1996,1029.8795774714888,,
NSW,B.  Manure management,1997-98,1997,1077.9532007852724,,
NSW,B.  Manure management,1998-99,1998,1039.6086487877308,,
NSW,B.  Manure management,1999-00,1999,1014.7314141666593,,
NSW,B.  Manure management,2000-01,2000,1099.0595532589425,,
NSW,B.  Manure management,2001-02,2001,1093.207280301237,,
NSW,B.  Manure management,2002-03,2002,1024.8415174002512,,
NSW,B.  Manure management,2003-04,2003,955.0444566893353,,
NSW,B.  Manure management,2004-05,2004,1129.56128117278,,
NSW,B.  Manure management,2005-06,2005,1049.9476879052077,,
NSW,B.  Manure management,2006-07,2006,1090.7779405873418,,
NSW,B.  Manure management,2007-08,2007,1069.6858696052668,,
NSW,B.  Manure management,2008-09,2008,980.1009922464269,,
NSW,B.  Manure management,2009-10,2009,932.2434069884073,,
NSW,B.  Manure management,2010-11,2010,886.1298534877265,,
NSW,B.  Manure management,2011-12,2011,929.8463995507433,,
NSW,B.  Manure management,2012-13,2012,917.0495743189391,,
NSW,B.  Manure management,2013-14,2013,859.1209847556426,,
NSW,B.  Manure management,2014-15,2014,833.2414194389592,,
NSW,B.  Manure management,2015-16,2015,891.9169252411833,,
NSW,B.  Manure management,2016-17,2016,906.4289237402978,,
NSW,B.  Manure management,2017-18,2017,871.3052891237216,,
NSW,B.  Manure management,2018-19,2018,787.1633973307016,,
NSW,B.  Manure management,2019-20,2019,772.6984989604043,,
NSW,B.  Manure management,2020-21,2020,899.1245849265931,,
NSW,B.  Manure management,2021-22,2021,926.8396414801794,,
NSW,B.  Manure management,2022-23,2022,928.2881902404964,,
NSW,B.  Manure management,2023-24,2023,923.0388282614979,,
NSW,C.  Rice cultivation,1989-90,1989,516.6734074008659,,
NSW,C.  Rice cultivation,1990-91,1990,414.80393354529167,,
NSW,C.  Rice cultivation,1991-92,1991,575.5251784410449,,
NSW,C.  Rice cultivation,1992-93,1992,573.9878597712906,,
NSW,C.  Rice cultivation,1993-94,1993,618.1716953252323,,
NSW,C.  Rice cultivation,1994-95,1994,602.533972474315,,
NSW,C.  Rice cultivation,1995-96,1995,697.3431638794345,,
NSW,C.  Rice cultivation,1996-97,1996,770.9297747848602,,
NSW,C.  Rice cultivation,1997-98,1997,650.5504315696085,,
NSW,C.  Rice cultivation,1998-99,1998,655.6110320054515,,
NSW,C.  Rice cultivation,1999-00,1999,578.7379766373416,,
NSW,C.  Rice cultivation,2000-01,2000,776.6952398275273,,
NSW,C.  Rice cultivation,2001-02,2001,633.1788314062942,,
NSW,C.  Rice cultivation,2002-03,2002,197.05701649315068,,
NSW,C.  Rice cultivation,2003-04,2003,292.57819733587087,,
NSW,C.  Rice cultivation,2004-05,2004,227.4202425516795,,
NSW,C.  Rice cultivation,2005-06,2005,443.6408897590059,,
NSW,C.  Rice cultivation,2006-07,2006,88.79833312,,
NSW,C.  Rice cultivation,2007-08,2007,9.3396013312,,
NSW,C.  Rice cultivation,2008-09,2008,32.427167942400004,,
NSW,C.  Rice cultivation,2009-10,2009,78.76998485790986,,
NSW,C.  Rice cultivation,2010-11,2010,327.98743078359576,,
NSW,C.  Rice cultivation,2011-12,2011,442.0743657518491,,
NSW,C.  Rice cultivation,2012-13,2012,482.4451302734291,,
NSW,C.  Rice cultivation,2013-14,2013,316.38196133914005,,
NSW,C.  Rice cultivation,2014-15,2014,292.19669049307635,,
NSW,C.  Rice cultivation,2015-16,2015,105.71115322478983,,
NSW,C.  Rice cultivation,2016-17,2016,353.98328121130095,,
NSW,C.  Rice cultivation,2017-18,2017,251.5120905394029,,
NSW,C.  Rice cultivation,2018-19,2018,26.060655555422233,,
NSW,C.  Rice cultivation,2019-20,2019,15.171065721435482,,
NSW,C.  Rice cultivation,2020-21,2020,175.8575472721486,,
NSW,C.  Rice cultivation,2021-22,2021,250.39279593907335,,
NSW,C.  Rice cultivation,2022-23,2022,211.72364276144864,,
NSW,C.  Rice cultivation,2023-24,2023,191.27567611721867,,
NSW,D.  Agricultural soils,1989-90,1989,2466.8989795226066,,
NSW,D.  Agricultural soils,1990-91,1990,2475.8377464323125,,
NSW,D.  Agricultural soils,1991-92,1991,2322.7295370477896,,
NSW,D.  Agricultural soils,1992-93,1992,2236.3229560131153,,
NSW,D.  Agricultural soils,1993-94,1993,2248.648137860876,,
NSW,D.  Agricultural soils,1994-95,1994,1977.4760275856027,,
NSW,D.  Agricultural soils,1995-96,1995,2266.9486467935603,,
NSW,D.  Agricultural soils,1996-97,1996,2458.486436262039,,
NSW,D.  Agricultural soils,1997-98,1997,2426.9835658923093,,
NSW,D.  Agricultural soils,1998-99,1998,2533.32803915579,,
NSW,D.  Agricultural soils,1999-00,1999,2718.5892082919354,,
NSW,D.  Agricultural soils,2000-01,2000,2762.4359210353136,,
NSW,D.  Agricultural soils,2001-02,2001,2532.7252637163606,,
NSW,D.  Agricultural soils,2002-03,2002,2200.386109864886,,
NSW,D.  Agricultural soils,2003-04,2003,2366.037333175967,,
NSW,D.  Agricultural soils,2004-05,2004,2429.9359038698926,,
NSW,D.  Agricultural soils,2005-06,2005,2393.1810297136735,,
NSW,D.  Agricultural soils,2006-07,2006,1952.8509186160725,,
NSW,D.  Agricultural soils,2007-08,2007,1854.282398015873,,
NSW,D.  Agricultural soils,2008-09,2008,1898.9837649555323,,
NSW,D.  Agricultural soils,2009-10,2009,1945.691283100119,,
NSW,D.  Agricultural soils,2010-11,2010,2325.7536108872678,,
NSW,D.  Agricultural soils,2011-12,2011,2297.2632529865996,,
NSW,D.  Agricultural soils,2012-13,2012,2333.0415690978803,,
NSW,D.  Agricultural soils,2013-14,2013,2211.4952089284116,,
NSW,D.  Agricultural soils,2014-15,2014,2171.3705133144113,,
NSW,D.  Agricultural soils,2015-16,2015,2313.0614913846903,,
NSW,D.  Agricultural soils,2016-17,2016,2639.7766045050666,,
NSW,D.  Agricultural soils,2017-18,2017,2249.183809574583,,
NSW,D.  Agricultural soils,2018-19,2018,1759.6690659269323,,
NSW,D.  Agricultural soils,2019-20,2019,1641.6893423093577,,
NSW,D.  Agricultural soils,2020-21,2020,2561.25860534017,,
NSW,D.  Agricultural soils,2021-22,2021,2848.6111000992505,,
NSW,D.  Agricultural soils,2022-23,2022,2758.761381000045,,
NSW,D.  Agricultural soils,2023-24,2023,2350.5564420788273,,
NSW,E.  Prescribed burning of savannas,1989-90,1989,,NO,Not occurring
NSW,E.  Prescribed burning of savannas,1990-91,1990,,NO,Not occurring
NSW,E.  Prescribed burning of savannas,1991-92,1991,,NO,Not occurring
NSW,E.  Prescribed burning of savannas,1992-93,1992,,NO,Not occurring
NSW,E.  Prescribed burning of savannas,1993-94,1993,,NO,Not occurring
NSW,E.  Prescribed burning of savannas,1994-95,1994,,NO,Not occurring
NSW,E.  Prescribed burning of savannas,1995-96,1995,,NO,Not occurring
NSW,E.  Prescribed burning of savannas,1996-97,1996,,NO,Not occurring
NSW,E.  Prescribed burning of savannas,1997-98,1997,,NO,Not occurring
NSW,E.  Prescribed burning of savannas,1998-99,1998,,NO,Not occurring
NSW,E.  Prescribed burning of savannas,1999-00,1999,,NO,Not occurring
NSW,E.  Prescribed burning of savannas,2000-01,2000,,NO,Not occurring
NSW,E.  Prescribed burning of savannas,2001-02,2001,,NO,Not occurring
NSW,E.  Prescribed burning of savannas,2002-03,2002,,NO,Not occurring
NSW,E.  Prescribed burning of savannas,2003-04,2003,,NO,Not occurring
NSW,E.  Prescribed burning of savannas,2004-05,2004,,NO,Not occurring
NSW,E.  Prescribed burning of savannas,2005-06,2005,,NO,Not occurring
NSW,E.  Prescribed burning of savannas,2006-07,2006,,NO,Not occurring
NSW,E.  Prescribed burning of savannas,2007-08,2007,,NO,Not occurring
NSW,E.  Prescribed burning of savannas,2008-09,2008,,NO,Not occurring
NSW,E.  Prescribed burning of savannas,2009-10,2009,,NO,Not occurring
NSW,E.  Prescribed burning of savannas,2010-11,2010,,NO,Not occurring
NSW,E.  Prescribed burning of savannas,2011-12,2011,,NO,Not occurring
NSW,E.  Prescribed burning of savannas,2012-13,2012,,NO,Not occurring
NSW,E.  Prescribed burning of savannas,2013-14,2013,,NO,Not occurring
NSW,E.  Prescribed burning of savannas,2014-15,2014,,NO,Not occurring
NSW,E.  Prescribed burning of savannas,2015-16,2015,,NO,Not occurring
NSW,E.  Prescribed burning of savannas,2016-17,2016,,NO,Not occurring
NSW,E.  Prescribed burning of savannas,2017-18,2017,,NO,Not occurring
NSW,E.  Prescribed burning of savannas,2018-19,2018,,NO,Not occurring
NSW,E.  Prescribed burning of savannas,2019-20,2019,,NO,Not occurring
NSW,E.  Prescribed burning of savannas,2020-21,2020,,NO,Not occurring
NSW,E.  Prescribed burning of savannas,2021-22,2021,,NO,Not occurring
NSW,E.  Prescribed burning of savannas,2022-23,2022,,NO,Not occurring
NSW,E.  Prescribed burning of savannas,2023-24,2023,,NO,Not occurring
NSW,F.  Field burning of agricultural residues,1989-90,1989,146.7470904894485,,
NSW,F.  Field burning of agricultural residues,1990-91,1990,154.4752630102099,,
NSW,F.  Field burning of agricultural residues,1991-92,1991,140.0375569446322,,
NSW,F.  Field burning of agricultural residues,1992-93,1992,166.99041083528854,,
NSW,F.  Field burning of agricultural residues,1993-94,1993,208.6403384105298,,
NSW,F.  Field burning of agricultural residues,1994-95,1994,103.47789931762098,,
NSW,F.  Field burning of agricultural residues,1995-96,1995,185.73937791109347,,
NSW,F.  Field burning of agricultural residues,1996-97,1996,271.3152486982216,,
NSW,F.  Field burning of agricultural residues,1997-98,1997,232.16551506816154,,
NSW,F.  Field burning of agricultural residues,1998-99,1998,262.3784985261964,,
NSW,F.  Field burning of agricultural residues,1999-00,1999,253.85531180726053,,
NSW,F.  Field burning of agricultural residues,2000-01,2000,267.8384127430928,,
NSW,F.  Field burning of agricultural residues,2001-02,2001,251.05841541459947,,
NSW,F.  Field burning of agricultural residues,2002-03,2002,92.77337923596474,,
NSW,F.  Field burning of agricultural residues,2003-04,2003,201.59055913791792,,
NSW,F.  Field burning of agricultural residues,2004-05,2004,165.45816562639072,,
NSW,F.  Field burning of agricultural residues,2005-06,2005,219.73753361874057,,
NSW,F.  Field burning of agricultural residues,2006-07,2006,67.82514020093353,,
NSW,F.  Field burning of agricultural residues,2007-08,2007,75.4152042883491,,
NSW,F.  Field burning of agricultural residues,2008-09,2008,129.45907736406923,,
NSW,F.  Field burning of agricultural residues,2009-10,2009,101.68902916533287,,
NSW,F.  Field burning of agricultural residues,2010-11,2010,207.23563159356559,,
NSW,F.  Field burning of agricultural residues,2011-12,2011,194.76866936289204,,
NSW,F.  Field burning of agricultural residues,2012-13,2012,204.06494993464503,,
NSW,F.  Field burning of agricultural residues,2013-14,2013,160.986427261789,,
NSW,F.  Field burning of agricultural residues,2014-15,2014,162.4949060237106,,
NSW,F.  Field burning of agricultural residues,2015-16,2015,149.52441233951976,,
NSW,F.  Field burning of agricultural residues,2016-17,2016,237.84285390626775,,
NSW,F.  Field burning of agricultural residues,2017-18,2017,137.76484130181896,,
NSW,F.  Field burning of agricultural residues,2018-19,2018,47.30987705887647,,
NSW,F.  Field burning of agricultural residues,2019-20,2019,42.84109023474258,,
NSW,F.  Field burning of agricultural residues,2020-21,2020,248.22226986916667,,
NSW,F.  Field burning of agricultural residues,2021-22,2021,259.81490777473067,,
NSW,F.  Field burning of agricultural residues,2022-23,2022,229.1483222731541,,
NSW,F.  Field burning of agricultural residues,2023-24,2023,196.57362392462355,,
NSW,G. Liming,1989-90,1989,42.85669063867984,,
NSW,G. Liming,1990-91,1990,51.79473137367473,,
NSW,G. Liming,1991-92,1991,62.59685846227919,,
NSW,G. Liming,1992-93,1992,75.65183920112317,,
NSW,G. Liming,1993-94,1993,103.96317082252318,,
NSW,G. Liming,1994-95,1994,103.2475501612616,,
NSW,G. Liming,1995-96,1995,102.53192949999999,,
NSW,G. Liming,1996-97,1996,124.55636038639108,,
NSW,G. Liming,1997-98,1997,146.64796374815768,,
NSW,G. Liming,1998-99,1998,168.7395671099243,,
NSW,G. Liming,1999-00,1999,190.8311704716909,,
NSW,G. Liming,2000-01,2000,212.78318876833336,,
NSW,G. Liming,2001-02,2001,266.7814094000001,,
NSW,G. Liming,2002-03,2002,251.40785700924667,,
NSW,G. Liming,2003-04,2003,236.07371073210393,,
NSW,G. Liming,2004-05,2004,220.73956445496123,,
NSW,G. Liming,2005-06,2005,205.40541817781858,,
NSW,G. Liming,2006-07,2006,190.07127190067584,,
NSW,G. Liming,2007-08,2007,174.71131150000002,,
NSW,G. Liming,2008-09,2008,195.27699636373882,,
NSW,G. Liming,2009-10,2009,216.9749543369001,,
NSW,G. Liming,2010-11,2010,184.20573965106556,,
NSW,G. Liming,2011-12,2011,152.0944349406722,,
NSW,G. Liming,2012-13,2012,119.61821169833333,,
NSW,G. Liming,2013-14,2013,129.00704023776186,,
NSW,G. Liming,2014-15,2014,181.42696694833333,,
NSW,G. Liming,2015-16,2015,235.6884107401315,,
NSW,G. Liming,2016-17,2016,249.2859846490572,,
NSW,G. Liming,2017-18,2017,233.8850785674995,,
NSW,G. Liming,2018-19,2018,238.74278039517617,,
NSW,G. Liming,2019-20,2019,243.60048222285133,,
NSW,G. Liming,2020-21,2020,248.45818405052796,,
NSW,G. Liming,2021-22,2021,253.31588587820474,,
NSW,G. Liming,2022-23,2022,258.17358770587987,,
NSW,G. Liming,2023-24,2023,263.0312895335565,,
NSW,H. Urea application,1989-90,1989,84.04456430142118,,
NSW,H. Urea application,1990-91,1990,75.65708605068313,,
NSW,H. Urea application,1991-92,1991,78.56832470035957,,
NSW,H. Urea application,1992-93,1992,80.91865919994297,,
NSW,H. Urea application,1993-94,1993,80.24713505720487,,
NSW,H. Urea application,1994-95,1994,101.06438348208641,,
NSW,H. Urea application,1995-96,1995,117.85248705053932,,
NSW,H. Urea application,1996-97,1996,140.68430790363524,,
NSW,H. Urea application,1997-98,1997,156.46512525798104,,
NSW,H. Urea application,1998-99,1998,166.87374947042179,,
NSW,H. Urea application,1999-00,1999,202.80029110691098,,
NSW,H. Urea application,2000-01,2000,222.61025331768542,,
NSW,H. Urea application,2001-02,2001,221.42813529275267,,
NSW,H. Urea application,2002-03,2002,171.72853133333334,,
NSW,H. Urea application,2003-04,2003,174.15284506400002,,
NSW,H. Urea application,2004-05,2004,203.3743398394752,,
NSW,H. Urea application,2005-06,2005,152.84355993883887,,
NSW,H. Urea application,2006-07,2006,110.87076733333335,,
NSW,H. Urea application,2007-08,2007,121.787028,,
NSW,H. Urea application,2008-09,2008,105.91130733333334,,
NSW,H. Urea application,2009-10,2009,178.11811891224005,,
NSW,H. Urea application,2010-11,2010,224.61119890145014,,
NSW,H. Urea application,2011-12,2011,257.69572278804935,,
NSW,H. Urea application,2012-13,2012,299.17033605684725,,
NSW,H. Urea application,2013-14,2013,295.1634720408,,
NSW,H. Urea application,2014-15,2014,313.2801082224,,
NSW,H. Urea application,2015-16,2015,395.99303773333344,,
NSW,H. Urea application,2016-17,2016,492.81720400000006,,
NSW,H. Urea application,2017-18,2017,297.6914460960001,,
NSW,H. Urea application,2018-19,2018,272.07373822933334,,
NSW,H. Urea application,2019-20,2019,267.94746733333335,,
NSW,H. Urea application,2020-21,2020,503.5007910533335,,
NSW,H. Urea application,2021-22,2021,552.289570404,,
NSW,H. Urea application,2022-23,2022,611.251717834203,,
NSW,H. Urea application,2023-24,2023,384.1413423466667,,
NSW,I.  Other carbon-containing fertilizers,1989-90,1989,,NE,Not estimated
NSW,I.  Other carbon-containing fertilizers,1990-91,1990,,NE,Not estimated
NSW,I.  Other carbon-containing fertilizers,1991-92,1991,,NE,Not estimated
NSW,I.  Other carbon-containing fertilizers,1992-93,1992,,NE,Not estimated
NSW,I.  Other carbon-containing fertilizers,1993-94,1993,,NE,Not estimated
NSW,I.  Other carbon-containing fertilizers,1994-95,1994,,NE,Not estimated
NSW,I.  Other carbon-containing fertilizers,1995-96,1995,,NE,Not estimated
NSW,I.  Other carbon-containing fertilizers,1996-97,1996,,NE,Not estimated
NSW,I.  Other carbon-containing fertilizers,1997-98,1997,,NE,Not estimated
NSW,I.  Other carbon-containing fertilizers,1998-99,1998,,NE,Not estimated
NSW,I.  Other carbon-containing fertilizers,1999-00,1999,,NE,Not estimated
NSW,I.  Other carbon-containing fertilizers,2000-01,2000,,NE,Not estimated
NSW,I.  Other carbon-containing fertilizers,2001-02,2001,,NE,Not estimated
NSW,I.  Other carbon-containing fertilizers,2002-03,2002,,NE,Not estimated
NSW,I.  Other carbon-containing fertilizers,2003-04,2003,,NE,Not estimated
NSW,I.  Other carbon-containing fertilizers,2004-05,2004,,NE,Not estimated
NSW,I.  Other carbon-containing fertilizers,2005-06,2005,,NE,Not estimated
NSW,I.  Other carbon-containing fertilizers,2006-07,2006,,NE,Not estimated
NSW,I.  Other carbon-containing fertilizers,2007-08,2007,,NE,Not estimated
NSW,I.  Other carbon-containing fertilizers,2008-09,2008,,NE,Not estimated
NSW,I.  Other carbon-containing fertilizers,2009-10,2009,,NE,Not estimated
NSW,I.  Other carbon-containing fertilizers,2010-11,2010,,NE,Not estimated
NSW,I.  Other carbon-containing fertilizers,2011-12,2011,,NE,Not estimated
NSW,I.  Other carbon-containing fertilizers,2012-13,2012,,NE,Not estimated
NSW,I.  Other carbon-containing fertilizers,2013-14,2013,,NE,Not estimated
NSW,I.  Other carbon-containing fertilizers,2014-15,2014,,NE,Not estimated
NSW,I.  Other carbon-containing fertilizers,2015-16,2015,,NE,Not estimated
NSW,I.  Other carbon-containing fertilizers,2016-17,2016,,NE,Not estimated
NSW,I.  Other carbon-containing fertilizers,2017-18,2017,,NE,Not estimated
NSW,I.  Other carbon-containing fertilizers,2018-19,2018,,NE,Not estimated
NSW,I.  Other carbon-containing fertilizers,2019-20,2019,,NE,Not estimated
NSW,I.  Other carbon-containing fertilizers,2020-21,2020,,NE,Not estimated
NSW,I.  Other carbon-containing fertilizers,2021-22,2021,,NE,Not estimated
NSW,I.  Other carbon-containing fertilizers,2022-23,2022,,NE,Not estimated
NSW,I.  Other carbon-containing fertilizers,2023-24,2023,,NE,Not estimated
NSW,J.  Other,1989-90,1989,,NA,Not applicable
NSW,J.  Other,1990-91,1990,,NA,Not applicable
NSW,J.  Other,1991-92,1991,,NA,Not applicable
NSW,J.  Other,1992-93,1992,,NA,Not applicable
NSW,J.  Other,1993-94,1993,,NA,Not applicable
NSW,J.  Other,1994-95,1994,,NA,Not applicable
NSW,J.  Other,1995-96,1995,,NA,Not applicable
NSW,J.  Other,1996-97,1996,,NA,Not applicable
NSW,J.  Other,1997-98,1997,,NA,Not applicable
NSW,J.  Other,1998-99,1998,,NA,Not applicable
NSW,J.  Other,1999-00,1999,,NA,Not applicable
NSW,J.  Other,2000-01,2000,,NA,Not applicable
NSW,J.  Other,2001-02,2001,,NA,Not applicable
NSW,J.  Other,2002-03,2002,,NA,Not applicable
NSW,J.  Other,2003-04,2003,,NA,Not applicable
NSW,J.  Other,2004-05,2004,,NA,Not applicable
NSW,J.  Other,2005-06,2005,,NA,Not applicable
NSW,J.  Other,2006-07,2006,,NA,Not applicable
NSW,J.  Other,2007-08,2007,,NA,Not applicable
NSW,J.  Other,2008-09,2008,,NA,Not applicable
NSW,J.  Other,2009-10,2009,,NA,Not applicable
NSW,J.  Other,2010-11,2010,,NA,Not applicable
NSW,J.  Other,2011-12,2011,,NA,Not applicable
NSW,J.  Other,2012-13,2012,,NA,Not applicable
NSW,J.  Other,2013-14,2013,,NA,Not applicable
NSW,J.  Other,2014-15,2014,,NA,Not applicable
NSW,J.  Other,2015-16,2015,,NA,Not applicable
NSW,J.  Other,2016-17,2016,,NA,Not applicable
NSW,J.  Other,2017-18,2017,,NA,Not applicable
NSW,J.  Other,2018-19,2018,,NA,Not applicable
NSW,J.  Other,2019-20,2019,,NA,Not applicable
NSW,J.  Other,2020-21,2020,,NA,Not applicable
NSW,J.  Other,2021-22,2021,,NA,Not applicable
NSW,J.  Other,2022-23,2022,,NA,Not applicable
NSW,J.  Other,2023-24,2023,,NA,Not applicable
NSW,"4. Land Use, Land-Use Change and Forestry",1989-90,1989,13604.746671668992,,
NSW,"4. Land Use, Land-Use Change and Forestry",1990-91,1990,2602.504822572315,,
NSW,"4. Land Use, Land-Use Change and Forestry",1991-92,1991,3278.106157665942,,
NSW,"4. Land Use, Land-Use Change and Forestry",1992-93,1992,-11789.283176062698,,
NSW,"4. Land Use, Land-Use Change and Forestry",1993-94,1993,-8310.402487733912,,
NSW,"4. Land Use, Land-Use Change and Forestry",1994-95,1994,-16236.127030038162,,
NSW,"4. Land Use, Land-Use Change and Forestry",1995-96,1995,-24934.23363884143,,
NSW,"4. Land Use, Land-Use Change and Forestry",1996-97,1996,-28716.207080180357,,
NSW,"4. Land Use, Land-Use Change and Forestry",1997-98,1997,-23227.723566473876,,
NSW,"4. Land Use, Land-Use Change and Forestry",1998-99,1998,-17449.018747387716,,
NSW,"4. Land Use, Land-Use Change and Forestry",1999-00,1999,-9312.92105701059,,
NSW,"4. Land Use, Land-Use Change and Forestry",2000-01,2000,-9339.18625024238,,
NSW,"4. Land Use, Land-Use Change and Forestry",2001-02,2001,-6019.607847134314,,
NSW,"4. Land Use, Land-Use Change and Forestry",2002-03,2002,-9337.068049926856,,
NSW,"4. Land Use, Land-Use Change and Forestry",2003-04,2003,-12252.948698582146,,
NSW,"4. Land Use, Land-Use Change and Forestry",2004-05,2004,-9289.159656308078,,
NSW,"4. Land Use, Land-Use Change and Forestry",2005-06,2005,-657.0565593128008,,
NSW,"4. Land Use, Land-Use Change and Forestry",2006-07,2006,-8259.15573725421,,
NSW,"4. Land Use, Land-Use Change and Forestry",2007-08,2007,-10878.70365514178,,
NSW,"4. Land Use, Land-Use Change and Forestry",2008-09,2008,-10164.028573415555,,
NSW,"4. Land Use, Land-Use Change and Forestry",2009-10,2009,-7001.899262504668,,
NSW,"4. Land Use, Land-Use Change and Forestry",2010-11,2010,-9432.023996085383,,
NSW,"4. Land Use, Land-Use Change and Forestry",2011-12,2011,-8769.744245823185,,
NSW,"4. Land Use, Land-Use Change and Forestry",2012-13,2012,-15058.363812143594,,
NSW,"4. Land Use, Land-Use Change and Forestry",2013-14,2013,-10007.324289246219,,
NSW,"4. Land Use, Land-Use Change and Forestry",2014-15,2014,-15358.520412079917,,
NSW,"4. Land Use, Land-Use Change and Forestry",2015-16,2015,-27191.245000728784,,
NSW,"4. Land Use, Land-Use Change and Forestry",2016-17,2016,-9807.098218252493,,
NSW,"4. Land Use, Land-Use Change and Forestry",2017-18,2017,-15145.859392801543,,
NSW,"4. Land Use, Land-Use Change and Forestry",2018-19,2018,-22041.064042659425,,
NSW,"4. Land Use, Land-Use Change and Forestry",2019-20,2019,-20377.480068183744,,
NSW,"4. Land Use, Land-Use Change and Forestry",2020-21,2020,-29860.832609880083,,
NSW,"4. Land Use, Land-Use Change and Forestry",2021-22,2021,-25597.001621368814,,
NSW,"4. Land Use, Land-Use Change and Forestry",2022-23,2022,-13841.916673410378,,
NSW,"4. Land Use, Land-Use Change and Forestry",2023-24,2023,-23609.070571589684,,
NSW,A. Forest Land,1989-90,1989,-13929.596863453942,,
NSW,A. Forest Land,1990-91,1990,-14039.395280008603,,
NSW,A. Forest Land,1991-92,1991,-12776.199916889806,,
NSW,A. Forest Land,1992-93,1992,-17166.201117324283,,
NSW,A. Forest Land,1993-94,1993,-12890.173441959721,,
NSW,A. Forest Land,1994-95,1994,-16094.462471369554,,
NSW,A. Forest Land,1995-96,1995,-18924.008633644404,,
NSW,A. Forest Land,1996-97,1996,-22914.63842788218,,
NSW,A. Forest Land,1997-98,1997,-19391.862722399346,,
NSW,A. Forest Land,1998-99,1998,-19919.029978268703,,
NSW,A. Forest Land,1999-00,1999,-13061.096471422103,,
NSW,A. Forest Land,2000-01,2000,-13424.497951578323,,
NSW,A. Forest Land,2001-02,2001,-15694.508694623204,,
NSW,A. Forest Land,2002-03,2002,-18296.214887605012,,
NSW,A. Forest Land,2003-04,2003,-21156.17930155445,,
NSW,A. Forest Land,2004-05,2004,-24073.96519643944,,
NSW,A. Forest Land,2005-06,2005,-20868.396152440826,,
NSW,A. Forest Land,2006-07,2006,-18935.55991816637,,
NSW,A. Forest Land,2007-08,2007,-19324.815418216458,,
NSW,A. Forest Land,2008-09,2008,-14539.87709583298,,
NSW,A. Forest Land,2009-10,2009,-15210.990433064548,,
NSW,A. Forest Land,2010-11,2010,-15197.088483934021,,
NSW,A. Forest Land,2011-12,2011,-12422.377031069704,,
NSW,A. Forest Land,2012-13,2012,-14796.104803068492,,
NSW,A. Forest Land,2013-14,2013,-15730.24432204998,,
NSW,A. Forest Land,2014-15,2014,-16947.80864310817,,
NSW,A. Forest Land,2015-16,2015,-24242.642869710024,,
NSW,A. Forest Land,2016-17,2016,-20091.028158249577,,
NSW,A. Forest Land,2017-18,2017,-23659.323462929937,,
NSW,A. Forest Land,2018-19,2018,-19872.161525917447,,
NSW,A. Forest Land,2019-20,2019,-17353.68873380267,,
NSW,A. Forest Land,2020-21,2020,-18908.313357746418,,
NSW,A. Forest Land,2021-22,2021,-16316.658672703299,,
NSW,A. Forest Land,2022-23,2022,-12500.473009265188,,
NSW,A. Forest Land,2023-24,2023,-13626.056924730932,,
NSW,1.  Forest land remaining forest land,1989-90,1989,-13387.448938512873,,
NSW,1.  Forest land remaining forest land,1990-91,1990,-13477.636014719652,,
NSW,1.  Forest land remaining forest land,1991-92,1991,-12060.140807516942,,
NSW,1.  Forest land remaining forest land,1992-93,1992,-15201.142929942616,,
NSW,1.  Forest land remaining forest land,1993-94,1993,-11364.41084390031,,
NSW,1.  Forest land remaining forest land,1994-95,1994,-13914.953368760274,,
NSW,1.  Forest land remaining forest land,1995-96,1995,-16307.934864393505,,
NSW,1.  Forest land remaining forest land,1996-97,1996,-20120.06892149879,,
NSW,1.  Forest land remaining forest land,1997-98,1997,-15841.554995527502,,
NSW,1.  Forest land remaining forest land,1998-99,1998,-16149.231193771291,,
NSW,1.  Forest land remaining forest land,1999-00,1999,-8105.77526540483,,
NSW,1.  Forest land remaining forest land,2000-01,2000,-10512.35399718421,,
