year,state,sex,measure,value,unit,obs_status_flag
2003,South Australia,Females,Crude death rates,7.7,NUM,
2004,South Australia,Females,Crude death rates,7.4,NUM,
2005,South Australia,Females,Crude death rates,7.5,NUM,
2006,South Australia,Females,Crude death rates,7.7,NUM,
2007,South Australia,Females,Crude death rates,7.6,NUM,
2008,South Australia,Females,Crude death rates,7.9,NUM,
2009,South Australia,Females,Crude death rates,7.7,NUM,
2010,South Australia,Females,Crude death rates,8,NUM,
2011,South Australia,Females,Crude death rates,7.7,NUM,
2012,South Australia,Females,Crude death rates,8,NUM,
2013,South Australia,Females,Crude death rates,7.5,NUM,
2014,South Australia,Females,Crude death rates,7.88,NUM,
2015,South Australia,Females,Crude death rates,7.945,NUM,
2016,South Australia,Females,Crude death rates,7.557,NUM,
2017,South Australia,Females,Crude death rates,7.963,NUM,
2018,South Australia,Females,Crude death rates,7.463,NUM,
2019,South Australia,Females,Crude death rates,7.637,NUM,
2020,South Australia,Females,Crude death rates,7.246,NUM,
2021,South Australia,Females,Crude death rates,7.748,NUM,
2022,South Australia,Females,Crude death rates,8.308,NUM,
2023,South Australia,Females,Crude death rates,7.947,NUM,
2024,South Australia,Females,Crude death rates,8.041,NUM,
1971,Queensland,Persons,Median age - deaths,70.4,NUM,
1972,Queensland,Persons,Median age - deaths,70.4,NUM,
1973,Queensland,Persons,Median age - deaths,70.4,NUM,
1974,Queensland,Persons,Median age - deaths,71.1,NUM,
1975,Queensland,Persons,Median age - deaths,70.1,NUM,
1976,Queensland,Persons,Median age - deaths,71.1,NUM,
1977,Queensland,Persons,Median age - deaths,70.8,NUM,
1978,Queensland,Persons,Median age - deaths,71.1,NUM,
1979,Queensland,Persons,Median age - deaths,71.7,NUM,
1980,Queensland,Persons,Median age - deaths,71.9,NUM,
1981,Queensland,Persons,Median age - deaths,72.2,NUM,
1982,Queensland,Persons,Median age - deaths,72.7,NUM,
1983,Queensland,Persons,Median age - deaths,72.6,NUM,
1984,Queensland,Persons,Median age - deaths,72.9,NUM,
1985,Queensland,Persons,Median age - deaths,73.5,NUM,
1986,Queensland,Persons,Median age - deaths,73.2,NUM,
1987,Queensland,Persons,Median age - deaths,74.1,NUM,
1988,Queensland,Persons,Median age - deaths,74.2,NUM,
1989,Queensland,Persons,Median age - deaths,74.7,NUM,
1990,Queensland,Persons,Median age - deaths,74.8,NUM,
1991,Queensland,Persons,Median age - deaths,74.9,NUM,
1992,Queensland,Persons,Median age - deaths,75.1,NUM,
1993,Queensland,Persons,Median age - deaths,75.4,NUM,
1994,Queensland,Persons,Median age - deaths,76,NUM,
1995,Queensland,Persons,Median age - deaths,75.9,NUM,
1996,Queensland,Persons,Median age - deaths,76.3,NUM,
1997,Queensland,Persons,Median age - deaths,76.4,NUM,
1998,Queensland,Persons,Median age - deaths,76.6,NUM,
1999,Queensland,Persons,Median age - deaths,77.4,NUM,
2000,Queensland,Persons,Median age - deaths,77.8,NUM,
2001,Queensland,Persons,Median age - deaths,77.8,NUM,
2002,Queensland,Persons,Median age - deaths,78.6,NUM,
2003,Queensland,Persons,Median age - deaths,78.7,NUM,
2004,Queensland,Persons,Median age - deaths,78.9,NUM,
2005,Queensland,Persons,Median age - deaths,79.1,NUM,
2006,Queensland,Persons,Median age - deaths,79.5,NUM,
2007,Queensland,Persons,Median age - deaths,79.7,NUM,
2008,Queensland,Persons,Median age - deaths,80.1,NUM,
2009,Queensland,Persons,Median age - deaths,79.9,NUM,
2010,Queensland,Persons,Median age - deaths,80.1,NUM,
2011,Queensland,Persons,Median age - deaths,80.4,NUM,
2012,Queensland,Persons,Median age - deaths,80.4,NUM,
2013,Queensland,Persons,Median age - deaths,80.2,NUM,
2014,Queensland,Persons,Median age - deaths,80.7,NUM,
2015,Queensland,Persons,Median age - deaths,80.5,NUM,
2016,Queensland,Persons,Median age - deaths,80.4,NUM,
2017,Queensland,Persons,Median age - deaths,80.6,NUM,
2018,Queensland,Persons,Median age - deaths,80.4,NUM,
2019,Queensland,Persons,Median age - deaths,80.4,NUM,
2020,Queensland,Persons,Median age - deaths,80.3,NUM,
2021,Queensland,Persons,Median age - deaths,80.7,NUM,
2022,Queensland,Persons,Median age - deaths,81.1,NUM,
2023,Queensland,Persons,Median age - deaths,80.8,NUM,
2024,Queensland,Persons,Median age - deaths,80.9,NUM,
1971,Australia,Males,Median age - deaths,67.6,NUM,
1972,Australia,Males,Median age - deaths,67.8,NUM,
1973,Australia,Males,Median age - deaths,67.9,NUM,
1974,Australia,Males,Median age - deaths,68,NUM,
1975,Australia,Males,Median age - deaths,67.9,NUM,
1976,Australia,Males,Median age - deaths,68.6,NUM,
1977,Australia,Males,Median age - deaths,68.3,NUM,
1978,Australia,Males,Median age - deaths,68.7,NUM,
1979,Australia,Males,Median age - deaths,68.9,NUM,
1980,Australia,Males,Median age - deaths,69.3,NUM,
1981,Australia,Males,Median age - deaths,69.7,NUM,
1982,Australia,Males,Median age - deaths,70,NUM,
1983,Australia,Males,Median age - deaths,70.1,NUM,
1984,Australia,Males,Median age - deaths,70.6,NUM,
1985,Australia,Males,Median age - deaths,71,NUM,
1986,Australia,Males,Median age - deaths,71,NUM,
1987,Australia,Males,Median age - deaths,71.4,NUM,
1988,Australia,Males,Median age - deaths,71.6,NUM,
1989,Australia,Males,Median age - deaths,72.2,NUM,
1990,Australia,Males,Median age - deaths,71.9,NUM,
1991,Australia,Males,Median age - deaths,72.2,NUM,
1992,Australia,Males,Median age - deaths,72.6,NUM,
1993,Australia,Males,Median age - deaths,72.9,NUM,
1994,Australia,Males,Median age - deaths,73.5,NUM,
1995,Australia,Males,Median age - deaths,73.5,NUM,
1996,Australia,Males,Median age - deaths,74,NUM,
1997,Australia,Males,Median age - deaths,74.2,NUM,
1998,Australia,Males,Median age - deaths,74.5,NUM,
1999,Australia,Males,Median age - deaths,74.8,NUM,
2000,Australia,Males,Median age - deaths,75.3,NUM,
2001,Australia,Males,Median age - deaths,75.5,NUM,
2002,Australia,Males,Median age - deaths,76.2,NUM,
2003,Australia,Males,Median age - deaths,76.2,NUM,
2004,Australia,Males,Median age - deaths,76.6,NUM,
2005,Australia,Males,Median age - deaths,76.8,NUM,
2006,Australia,Males,Median age - deaths,77.3,NUM,
2007,Australia,Males,Median age - deaths,77.5,NUM,
2008,Australia,Males,Median age - deaths,77.9,NUM,
2009,Australia,Males,Median age - deaths,77.8,NUM,
2010,Australia,Males,Median age - deaths,78.1,NUM,
2011,Australia,Males,Median age - deaths,78.4,NUM,
2012,Australia,Males,Median age - deaths,78.6,NUM,
2013,Australia,Males,Median age - deaths,78.4,NUM,
2014,Australia,Males,Median age - deaths,78.5,NUM,
2015,Australia,Males,Median age - deaths,78.7,NUM,
2016,Australia,Males,Median age - deaths,78.9,NUM,
2017,Australia,Males,Median age - deaths,78.9,NUM,
2018,Australia,Males,Median age - deaths,78.9,NUM,
2019,Australia,Males,Median age - deaths,78.8,NUM,
2020,Australia,Males,Median age - deaths,78.9,NUM,
2021,Australia,Males,Median age - deaths,79.4,NUM,
2022,Australia,Males,Median age - deaths,79.7,NUM,
2023,Australia,Males,Median age - deaths,79.6,NUM,
2024,Australia,Males,Median age - deaths,79.6,NUM,
1974,Australian Capital Territory,Males,Infant mortality rates,17,NUM,
1975,Australian Capital Territory,Males,Infant mortality rates,15.4,NUM,
1976,Australian Capital Territory,Males,Infant mortality rates,16.1,NUM,
1977,Australian Capital Territory,Males,Infant mortality rates,14.2,NUM,
1978,Australian Capital Territory,Males,Infant mortality rates,17.1,NUM,
1979,Australian Capital Territory,Males,Infant mortality rates,10.6,NUM,
1980,Australian Capital Territory,Males,Infant mortality rates,7.9,NUM,
1981,Australian Capital Territory,Males,Infant mortality rates,10.6,NUM,
1982,Australian Capital Territory,Males,Infant mortality rates,12.3,NUM,
1983,Australian Capital Territory,Males,Infant mortality rates,7.2,NUM,
1984,Australian Capital Territory,Males,Infant mortality rates,12.7,NUM,
1985,Australian Capital Territory,Males,Infant mortality rates,9.8,NUM,
1986,Australian Capital Territory,Males,Infant mortality rates,10.4,NUM,
1987,Australian Capital Territory,Males,Infant mortality rates,10,NUM,
1988,Australian Capital Territory,Males,Infant mortality rates,8.7,NUM,
1989,Australian Capital Territory,Males,Infant mortality rates,7.1,NUM,
1990,Australian Capital Territory,Males,Infant mortality rates,11.6,NUM,
1991,Australian Capital Territory,Males,Infant mortality rates,9.9,NUM,
1992,Australian Capital Territory,Males,Infant mortality rates,7.1,NUM,
1993,Australian Capital Territory,Males,Infant mortality rates,6.7,NUM,
1994,Australian Capital Territory,Males,Infant mortality rates,6.3,NUM,
1995,Australian Capital Territory,Males,Infant mortality rates,2.6,NUM,
1996,Australian Capital Territory,Males,Infant mortality rates,5.4,NUM,
1997,Australian Capital Territory,Males,Infant mortality rates,2.3,NUM,
1998,Australian Capital Territory,Males,Infant mortality rates,4.5,NUM,
1999,Australian Capital Territory,Males,Infant mortality rates,6.1,NUM,
2000,Australian Capital Territory,Males,Infant mortality rates,4.8,NUM,
2001,Australian Capital Territory,Males,Infant mortality rates,4.5,NUM,
2002,Australian Capital Territory,Males,Infant mortality rates,4.3,NUM,
2003,Australian Capital Territory,Males,Infant mortality rates,7.5,NUM,
2004,Australian Capital Territory,Males,Infant mortality rates,6,NUM,
2005,Australian Capital Territory,Males,Infant mortality rates,5.2,NUM,
2006,Australian Capital Territory,Males,Infant mortality rates,5.2,NUM,
2007,Australian Capital Territory,Males,Infant mortality rates,4.1,NUM,
2008,Australian Capital Territory,Males,Infant mortality rates,6.5,NUM,
2009,Australian Capital Territory,Males,Infant mortality rates,4.3,NUM,
2010,Australian Capital Territory,Males,Infant mortality rates,4.9,NUM,
2011,Australian Capital Territory,Males,Infant mortality rates,3.3,NUM,
2012,Australian Capital Territory,Males,Infant mortality rates,3.2,NUM,
2013,Australian Capital Territory,Males,Infant mortality rates,2.5,NUM,
2014,Australian Capital Territory,Males,Infant mortality rates,2.77,NUM,
2015,Australian Capital Territory,Males,Infant mortality rates,5.15,NUM,
2016,Australian Capital Territory,Males,Infant mortality rates,3.02,NUM,
2017,Australian Capital Territory,Males,Infant mortality rates,3.43,NUM,
2018,Australian Capital Territory,Males,Infant mortality rates,2.93,NUM,
2019,Australian Capital Territory,Males,Infant mortality rates,1.74,NUM,
2020,Australian Capital Territory,Males,Infant mortality rates,3.63,NUM,
2021,Australian Capital Territory,Males,Infant mortality rates,3.46,NUM,
2022,Australian Capital Territory,Males,Infant mortality rates,4.61,NUM,
2023,Australian Capital Territory,Males,Infant mortality rates,6.09,NUM,
2024,Australian Capital Territory,Males,Infant mortality rates,5.26,NUM,
1974,South Australia,Females,Infant mortality rates,12.6,NUM,
1975,South Australia,Females,Infant mortality rates,9.3,NUM,
1976,South Australia,Females,Infant mortality rates,12,NUM,
1977,South Australia,Females,Infant mortality rates,11.1,NUM,
1978,South Australia,Females,Infant mortality rates,9.4,NUM,
1979,South Australia,Females,Infant mortality rates,8.8,NUM,
1980,South Australia,Females,Infant mortality rates,8.8,NUM,
1981,South Australia,Females,Infant mortality rates,6.1,NUM,
1982,South Australia,Females,Infant mortality rates,9,NUM,
1983,South Australia,Females,Infant mortality rates,7.7,NUM,
1984,South Australia,Females,Infant mortality rates,6,NUM,
1985,South Australia,Females,Infant mortality rates,9.9,NUM,
1986,South Australia,Females,Infant mortality rates,5.7,NUM,
1987,South Australia,Females,Infant mortality rates,6.9,NUM,
1988,South Australia,Females,Infant mortality rates,6.1,NUM,
1989,South Australia,Females,Infant mortality rates,6.9,NUM,
1990,South Australia,Females,Infant mortality rates,7.8,NUM,
1991,South Australia,Females,Infant mortality rates,4.6,NUM,
1992,South Australia,Females,Infant mortality rates,5.2,NUM,
1993,South Australia,Females,Infant mortality rates,4.6,NUM,
1994,South Australia,Females,Infant mortality rates,3.9,NUM,
1995,South Australia,Females,Infant mortality rates,4.2,NUM,
1996,South Australia,Females,Infant mortality rates,4,NUM,
1997,South Australia,Females,Infant mortality rates,3.8,NUM,
1998,South Australia,Females,Infant mortality rates,3.3,NUM,
1999,South Australia,Females,Infant mortality rates,3.2,NUM,
2000,South Australia,Females,Infant mortality rates,3.2,NUM,
2001,South Australia,Females,Infant mortality rates,5,NUM,
2002,South Australia,Females,Infant mortality rates,4.6,NUM,
2003,South Australia,Females,Infant mortality rates,4.3,NUM,
2004,South Australia,Females,Infant mortality rates,2.6,NUM,
2005,South Australia,Females,Infant mortality rates,4.6,NUM,
2006,South Australia,Females,Infant mortality rates,3.8,NUM,
2007,South Australia,Females,Infant mortality rates,3.5,NUM,
2008,South Australia,Females,Infant mortality rates,2.8,NUM,
2009,South Australia,Females,Infant mortality rates,3.6,NUM,
2010,South Australia,Females,Infant mortality rates,2.8,NUM,
2011,South Australia,Females,Infant mortality rates,2.8,NUM,
2012,South Australia,Females,Infant mortality rates,3.3,NUM,
2013,South Australia,Females,Infant mortality rates,2.2,NUM,
2014,South Australia,Females,Infant mortality rates,2.5,NUM,
2015,South Australia,Females,Infant mortality rates,2.72,NUM,
2016,South Australia,Females,Infant mortality rates,2.73,NUM,
2017,South Australia,Females,Infant mortality rates,3.04,NUM,
2018,South Australia,Females,Infant mortality rates,2.26,NUM,
2019,South Australia,Females,Infant mortality rates,1.79,NUM,
2020,South Australia,Females,Infant mortality rates,2.33,NUM,
2021,South Australia,Females,Infant mortality rates,2.8,NUM,
2022,South Australia,Females,Infant mortality rates,3.42,NUM,
2023,South Australia,Females,Infant mortality rates,1.98,NUM,
2024,South Australia,Females,Infant mortality rates,2.15,NUM,
1974,Western Australia,Females,Infant mortality rates,15.3,NUM,
1975,Western Australia,Females,Infant mortality rates,11.8,NUM,
1976,Western Australia,Females,Infant mortality rates,12.1,NUM,
1977,Western Australia,Females,Infant mortality rates,10.4,NUM,
1978,Western Australia,Females,Infant mortality rates,10.6,NUM,
1979,Western Australia,Females,Infant mortality rates,9.4,NUM,
1980,Western Australia,Females,Infant mortality rates,9.6,NUM,
1981,Western Australia,Females,Infant mortality rates,7.7,NUM,
1982,Western Australia,Females,Infant mortality rates,7.5,NUM,
1983,Western Australia,Females,Infant mortality rates,6.6,NUM,
1984,Western Australia,Females,Infant mortality rates,10.8,NUM,
1985,Western Australia,Females,Infant mortality rates,8.1,NUM,
1986,Western Australia,Females,Infant mortality rates,7.8,NUM,
1987,Western Australia,Females,Infant mortality rates,6.7,NUM,
1988,Western Australia,Females,Infant mortality rates,7.3,NUM,
1989,Western Australia,Females,Infant mortality rates,6.9,NUM,
1990,Western Australia,Females,Infant mortality rates,8.1,NUM,
1991,Western Australia,Females,Infant mortality rates,6.5,NUM,
1992,Western Australia,Females,Infant mortality rates,6.3,NUM,
1993,Western Australia,Females,Infant mortality rates,4.4,NUM,
1994,Western Australia,Females,Infant mortality rates,5.7,NUM,
1995,Western Australia,Females,Infant mortality rates,4.1,NUM,
1996,Western Australia,Females,Infant mortality rates,4.8,NUM,
1997,Western Australia,Females,Infant mortality rates,5,NUM,
1998,Western Australia,Females,Infant mortality rates,4,NUM,
1999,Western Australia,Females,Infant mortality rates,3.9,NUM,
2000,Western Australia,Females,Infant mortality rates,3.3,NUM,
2001,Western Australia,Females,Infant mortality rates,4.2,NUM,
2002,Western Australia,Females,Infant mortality rates,4.9,NUM,
2003,Western Australia,Females,Infant mortality rates,3.9,NUM,
2004,Western Australia,Females,Infant mortality rates,2.8,NUM,
2005,Western Australia,Females,Infant mortality rates,5.1,NUM,
2006,Western Australia,Females,Infant mortality rates,5.1,NUM,
2007,Western Australia,Females,Infant mortality rates,2.5,NUM,
2008,Western Australia,Females,Infant mortality rates,3.2,NUM,
2009,Western Australia,Females,Infant mortality rates,2.6,NUM,
2010,Western Australia,Females,Infant mortality rates,2.7,NUM,
2011,Western Australia,Females,Infant mortality rates,2.7,NUM,
2012,Western Australia,Females,Infant mortality rates,2.6,NUM,
2013,Western Australia,Females,Infant mortality rates,2.4,NUM,
2014,Western Australia,Females,Infant mortality rates,2.26,NUM,
2015,Western Australia,Females,Infant mortality rates,2.34,NUM,
2016,Western Australia,Females,Infant mortality rates,2.35,NUM,
2017,Western Australia,Females,Infant mortality rates,2.21,NUM,
2018,Western Australia,Females,Infant mortality rates,1.67,NUM,
2019,Western Australia,Females,Infant mortality rates,2.4,NUM,
2020,Western Australia,Females,Infant mortality rates,2.15,NUM,
2021,Western Australia,Females,Infant mortality rates,1.99,NUM,
2022,Western Australia,Females,Infant mortality rates,2.66,NUM,
2023,Western Australia,Females,Infant mortality rates,2.43,NUM,
2024,Western Australia,Females,Infant mortality rates,2.51,NUM,
1971,South Australia,Persons,Sex ratio - infant deaths,124.2,NUM,
1972,South Australia,Persons,Sex ratio - infant deaths,133.3,NUM,
1973,South Australia,Persons,Sex ratio - infant deaths,170.3,NUM,
1974,South Australia,Persons,Sex ratio - infant deaths,151.6,NUM,
1975,South Australia,Persons,Sex ratio - infant deaths,138.5,NUM,
1976,South Australia,Persons,Sex ratio - infant deaths,151.4,NUM,
1977,South Australia,Persons,Sex ratio - infant deaths,106.8,NUM,
1978,South Australia,Persons,Sex ratio - infant deaths,157.6,NUM,
1979,South Australia,Persons,Sex ratio - infant deaths,110.1,NUM,
1980,South Australia,Persons,Sex ratio - infant deaths,135.4,NUM,
1981,South Australia,Persons,Sex ratio - infant deaths,165.5,NUM,
1982,South Australia,Persons,Sex ratio - infant deaths,157.1,NUM,
1983,South Australia,Persons,Sex ratio - infant deaths,147.3,NUM,
1984,South Australia,Persons,Sex ratio - infant deaths,157.6,NUM,
1985,South Australia,Persons,Sex ratio - infant deaths,97.9,NUM,
1986,South Australia,Persons,Sex ratio - infant deaths,160.7,NUM,
1987,South Australia,Persons,Sex ratio - infant deaths,157.8,NUM,
1988,South Australia,Persons,Sex ratio - infant deaths,171.4,NUM,
1989,South Australia,Persons,Sex ratio - infant deaths,124.6,NUM,
1990,South Australia,Persons,Sex ratio - infant deaths,121.1,NUM,
1991,South Australia,Persons,Sex ratio - infant deaths,147.7,NUM,
1992,South Australia,Persons,Sex ratio - infant deaths,138.8,NUM,
1993,South Australia,Persons,Sex ratio - infant deaths,131.1,NUM,
1994,South Australia,Persons,Sex ratio - infant deaths,148.6,NUM,
1995,South Australia,Persons,Sex ratio - infant deaths,187.2,NUM,
1996,South Australia,Persons,Sex ratio - infant deaths,154.1,NUM,
1997,South Australia,Persons,Sex ratio - infant deaths,155.9,NUM,
1998,South Australia,Persons,Sex ratio - infant deaths,143.3,NUM,
1999,South Australia,Persons,Sex ratio - infant deaths,178.6,NUM,
2000,South Australia,Persons,Sex ratio - infant deaths,192.9,NUM,
2001,South Australia,Persons,Sex ratio - infant deaths,83.7,NUM,
2002,South Australia,Persons,Sex ratio - infant deaths,125,NUM,
2003,South Australia,Persons,Sex ratio - infant deaths,80.6,NUM,
2004,South Australia,Persons,Sex ratio - infant deaths,145.5,NUM,
2005,South Australia,Persons,Sex ratio - infant deaths,127.5,NUM,
2006,South Australia,Persons,Sex ratio - infant deaths,73.5,NUM,
2007,South Australia,Persons,Sex ratio - infant deaths,158.8,NUM,
2008,South Australia,Persons,Sex ratio - infant deaths,110.7,NUM,
2009,South Australia,Persons,Sex ratio - infant deaths,114.7,NUM,
2010,South Australia,Persons,Sex ratio - infant deaths,181.5,NUM,
2011,South Australia,Persons,Sex ratio - infant deaths,92.6,NUM,
2012,South Australia,Persons,Sex ratio - infant deaths,97,NUM,
2013,South Australia,Persons,Sex ratio - infant deaths,209.5,NUM,
2014,South Australia,Persons,Sex ratio - infant deaths,108,NUM,
2015,South Australia,Persons,Sex ratio - infant deaths,134.6,NUM,
2016,South Australia,Persons,Sex ratio - infant deaths,138.5,NUM,
2017,South Australia,Persons,Sex ratio - infant deaths,92.9,NUM,
2018,South Australia,Persons,Sex ratio - infant deaths,190.5,NUM,
2019,South Australia,Persons,Sex ratio - infant deaths,164.7,NUM,
2020,South Australia,Persons,Sex ratio - infant deaths,119,NUM,
2021,South Australia,Persons,Sex ratio - infant deaths,114.8,NUM,
2022,South Australia,Persons,Sex ratio - infant deaths,75,NUM,
2023,South Australia,Persons,Sex ratio - infant deaths,177.8,NUM,
2024,South Australia,Persons,Sex ratio - infant deaths,184.2,NUM,
1971,Australian Capital Territory,Males,Standardised death rates,15.1,NUM,
1972,Australian Capital Territory,Males,Standardised death rates,17.8,NUM,
1973,Australian Capital Territory,Males,Standardised death rates,13.5,NUM,
1974,Australian Capital Territory,Males,Standardised death rates,14.8,NUM,
1975,Australian Capital Territory,Males,Standardised death rates,14.3,NUM,
1976,Australian Capital Territory,Males,Standardised death rates,14.7,NUM,
1977,Australian Capital Territory,Males,Standardised death rates,11.6,NUM,
1978,Australian Capital Territory,Males,Standardised death rates,12.8,NUM,
1979,Australian Capital Territory,Males,Standardised death rates,12.5,NUM,
1980,Australian Capital Territory,Males,Standardised death rates,12.2,NUM,
1981,Australian Capital Territory,Males,Standardised death rates,15.3,NUM,
1982,Australian Capital Territory,Males,Standardised death rates,11.8,NUM,
1983,Australian Capital Territory,Males,Standardised death rates,10,NUM,
1984,Australian Capital Territory,Males,Standardised death rates,11.2,NUM,
1985,Australian Capital Territory,Males,Standardised death rates,10.8,NUM,
1986,Australian Capital Territory,Males,Standardised death rates,11.4,NUM,
1987,Australian Capital Territory,Males,Standardised death rates,10.2,NUM,
1988,Australian Capital Territory,Males,Standardised death rates,10.5,NUM,
1989,Australian Capital Territory,Males,Standardised death rates,9.7,NUM,
1990,Australian Capital Territory,Males,Standardised death rates,9.8,NUM,
1991,Australian Capital Territory,Males,Standardised death rates,9.8,NUM,
1992,Australian Capital Territory,Males,Standardised death rates,9.1,NUM,
1993,Australian Capital Territory,Males,Standardised death rates,9.5,NUM,
1994,Australian Capital Territory,Males,Standardised death rates,9.1,NUM,
1995,Australian Capital Territory,Males,Standardised death rates,8.3,NUM,
1996,Australian Capital Territory,Males,Standardised death rates,9.5,NUM,
1997,Australian Capital Territory,Males,Standardised death rates,8.5,NUM,
1998,Australian Capital Territory,Males,Standardised death rates,7.9,NUM,
1999,Australian Capital Territory,Males,Standardised death rates,7.8,NUM,
2000,Australian Capital Territory,Males,Standardised death rates,7.1,NUM,
2001,Australian Capital Territory,Males,Standardised death rates,7.6,NUM,
2002,Australian Capital Territory,Males,Standardised death rates,7,NUM,
2003,Australian Capital Territory,Males,Standardised death rates,7.3,NUM,
2004,Australian Capital Territory,Males,Standardised death rates,7,NUM,
2005,Australian Capital Territory,Males,Standardised death rates,6.6,NUM,
2006,Australian Capital Territory,Males,Standardised death rates,6.4,NUM,
2007,Australian Capital Territory,Males,Standardised death rates,6.7,NUM,
2008,Australian Capital Territory,Males,Standardised death rates,6.9,NUM,
2009,Australian Capital Territory,Males,Standardised death rates,6.2,NUM,
2010,Australian Capital Territory,Males,Standardised death rates,6.6,NUM,
2011,Australian Capital Territory,Males,Standardised death rates,6,NUM,
2012,Australian Capital Territory,Males,Standardised death rates,5.9,NUM,
2013,Australian Capital Territory,Males,Standardised death rates,5.4,NUM,
2014,Australian Capital Territory,Males,Standardised death rates,5.847,NUM,
2015,Australian Capital Territory,Males,Standardised death rates,5.726,NUM,
2016,Australian Capital Territory,Males,Standardised death rates,5.413,NUM,
2017,Australian Capital Territory,Males,Standardised death rates,6.677,NUM,
2018,Australian Capital Territory,Males,Standardised death rates,5.838,NUM,
2019,Australian Capital Territory,Males,Standardised death rates,5.173,NUM,
2020,Australian Capital Territory,Males,Standardised death rates,5.486,NUM,
2021,Australian Capital Territory,Males,Standardised death rates,5.455,NUM,
2022,Australian Capital Territory,Males,Standardised death rates,5.98,NUM,
2023,Australian Capital Territory,Males,Standardised death rates,5.66,NUM,
2024,Australian Capital Territory,Males,Standardised death rates,5.294,NUM,
1971,Australian Capital Territory,Persons,Population,151169,PSNS,
1972,Australian Capital Territory,Persons,Population,159792,PSNS,
1973,Australian Capital Territory,Persons,Population,173306,PSNS,
1974,Australian Capital Territory,Persons,Population,186241,PSNS,
1975,Australian Capital Territory,Persons,Population,199007,PSNS,
1976,Australian Capital Territory,Persons,Population,207740,PSNS,
1977,Australian Capital Territory,Persons,Population,213688,PSNS,
1978,Australian Capital Territory,Persons,Population,217981,PSNS,
1979,Australian Capital Territory,Persons,Population,220797,PSNS,
1980,Australian Capital Territory,Persons,Population,224291,PSNS,
1981,Australian Capital Territory,Persons,Population,227581,PSNS,
1982,Australian Capital Territory,Persons,Population,233045,PSNS,
1983,Australian Capital Territory,Persons,Population,238983,PSNS,
1984,Australian Capital Territory,Persons,Population,245112,PSNS,
1985,Australian Capital Territory,Persons,Population,251389,PSNS,
1986,Australian Capital Territory,Persons,Population,258910,PSNS,
1987,Australian Capital Territory,Persons,Population,265477,PSNS,
1988,Australian Capital Territory,Persons,Population,272129,PSNS,
1989,Australian Capital Territory,Persons,Population,276432,PSNS,
1990,Australian Capital Territory,Persons,Population,282211,PSNS,
1991,Australian Capital Territory,Persons,Population,289320,PSNS,
1992,Australian Capital Territory,Persons,Population,294887,PSNS,
1993,Australian Capital Territory,Persons,Population,299753,PSNS,
1994,Australian Capital Territory,Persons,Population,302194,PSNS,
1995,Australian Capital Territory,Persons,Population,305838,PSNS,
1996,Australian Capital Territory,Persons,Population,309629,PSNS,
1997,Australian Capital Territory,Persons,Population,310533,PSNS,
1998,Australian Capital Territory,Persons,Population,311532,PSNS,
1999,Australian Capital Territory,Persons,Population,314171,PSNS,
2000,Australian Capital Territory,Persons,Population,317235,PSNS,
2001,Australian Capital Territory,Persons,Population,321538,PSNS,
2002,Australian Capital Territory,Persons,Population,324627,PSNS,
2003,Australian Capital Territory,Persons,Population,327357,PSNS,
2004,Australian Capital Territory,Persons,Population,328940,PSNS,
2005,Australian Capital Territory,Persons,Population,331399,PSNS,
2006,Australian Capital Territory,Persons,Population,335170,PSNS,
2007,Australian Capital Territory,Persons,Population,342644,PSNS,
2008,Australian Capital Territory,Persons,Population,348368,PSNS,
2009,Australian Capital Territory,Persons,Population,354785,PSNS,
2010,Australian Capital Territory,Persons,Population,361766,PSNS,
2011,Australian Capital Territory,Persons,Population,367985,PSNS,
2012,Australian Capital Territory,Persons,Population,376539,PSNS,
2013,Australian Capital Territory,Persons,Population,383257,PSNS,
2014,Australian Capital Territory,Persons,Population,388799,PSNS,
2015,Australian Capital Territory,Persons,Population,395813,PSNS,
2016,Australian Capital Territory,Persons,Population,403104,PSNS,
2017,Australian Capital Territory,Persons,Population,415046,PSNS,
2018,Australian Capital Territory,Persons,Population,426081,PSNS,
2019,Australian Capital Territory,Persons,Population,435730,PSNS,
2020,Australian Capital Territory,Persons,Population,444903,PSNS,
2021,Australian Capital Territory,Persons,Population,452508,PSNS,
2022,Australian Capital Territory,Persons,Population,456844,PSNS,
2023,Australian Capital Territory,Persons,Population,466813,PSNS,
2024,Australian Capital Territory,Persons,Population,474132,PSNS,
1971,Australian Capital Territory,Males,Median age - population,24,NUM,
1972,Australian Capital Territory,Males,Median age - population,24.2,NUM,
1973,Australian Capital Territory,Males,Median age - population,24.4,NUM,
1974,Australian Capital Territory,Males,Median age - population,24.6,NUM,
1975,Australian Capital Territory,Males,Median age - population,24.9,NUM,
1976,Australian Capital Territory,Males,Median age - population,25.2,NUM,
1977,Australian Capital Territory,Males,Median age - population,25.4,NUM,
1978,Australian Capital Territory,Males,Median age - population,25.7,NUM,
1979,Australian Capital Territory,Males,Median age - population,25.9,NUM,
1980,Australian Capital Territory,Males,Median age - population,26.3,NUM,
1981,Australian Capital Territory,Males,Median age - population,26.6,NUM,
1982,Australian Capital Territory,Males,Median age - population,26.9,NUM,
1983,Australian Capital Territory,Males,Median age - population,27.1,NUM,
1984,Australian Capital Territory,Males,Median age - population,27.4,NUM,
1985,Australian Capital Territory,Males,Median age - population,27.7,NUM,
