year,state,measure,value,unit,obs_status_flag
2006,Western Australia,Births,27777,NUM,
2007,Western Australia,Births,29165,NUM,
2008,Western Australia,Births,31851,NUM,
2009,Western Australia,Births,30879,NUM,
2010,Western Australia,Births,31424,NUM,
2011,Western Australia,Births,32259,NUM,
2012,Western Australia,Births,33627,NUM,
2013,Western Australia,Births,34516,NUM,
2014,Western Australia,Births,35403,NUM,
2015,Western Australia,Births,35135,NUM,
2016,Western Australia,Births,35429,NUM,
2017,Western Australia,Births,34498,NUM,
2018,Western Australia,Births,33257,NUM,
2019,Western Australia,Births,33539,NUM,
2020,Western Australia,Births,32426,NUM,
2021,Western Australia,Births,34039,NUM,
2022,Western Australia,Births,31460,NUM,
2023,Western Australia,Births,32031,NUM,
2024,Western Australia,Births,30541,NUM,
1975,Tasmania,Births,7014,NUM,
1976,Tasmania,Births,6736,NUM,
1977,Tasmania,Births,6760,NUM,
1978,Tasmania,Births,6836,NUM,
1979,Tasmania,Births,6789,NUM,
1980,Tasmania,Births,6776,NUM,
1981,Tasmania,Births,7230,NUM,
1982,Tasmania,Births,7039,NUM,
1983,Tasmania,Births,7062,NUM,
1984,Tasmania,Births,7132,NUM,
1985,Tasmania,Births,7249,NUM,
1986,Tasmania,Births,6950,NUM,
1987,Tasmania,Births,6790,NUM,
1988,Tasmania,Births,6779,NUM,
1989,Tasmania,Births,6813,NUM,
1990,Tasmania,Births,7043,NUM,
1991,Tasmania,Births,6870,NUM,
1992,Tasmania,Births,6987,NUM,
1993,Tasmania,Births,6835,NUM,
1994,Tasmania,Births,6844,NUM,
1995,Tasmania,Births,6570,NUM,
1996,Tasmania,Births,6457,NUM,
1997,Tasmania,Births,6007,NUM,
1998,Tasmania,Births,5978,NUM,
1999,Tasmania,Births,6032,NUM,
2000,Tasmania,Births,5692,NUM,
2001,Tasmania,Births,6430,NUM,
2002,Tasmania,Births,6003,NUM,
2003,Tasmania,Births,5752,NUM,
2004,Tasmania,Births,5809,NUM,
2005,Tasmania,Births,6310,NUM,
2006,Tasmania,Births,6475,NUM,
2007,Tasmania,Births,6663,NUM,
2008,Tasmania,Births,6775,NUM,
2009,Tasmania,Births,6627,NUM,
2010,Tasmania,Births,6385,NUM,
2011,Tasmania,Births,6608,NUM,
2012,Tasmania,Births,6168,NUM,
2013,Tasmania,Births,6049,NUM,
2014,Tasmania,Births,5935,NUM,
2015,Tasmania,Births,5680,NUM,
2016,Tasmania,Births,5968,NUM,
2017,Tasmania,Births,5610,NUM,
2018,Tasmania,Births,5547,NUM,
2019,Tasmania,Births,5741,NUM,
2020,Tasmania,Births,5780,NUM,
2021,Tasmania,Births,6034,NUM,
2022,Tasmania,Births,5506,NUM,
2023,Tasmania,Births,5597,NUM,
2024,Tasmania,Births,5509,NUM,
1975,New South Wales,Population,4932016,PSNS,
1976,New South Wales,Population,4959588,PSNS,
1977,New South Wales,Population,5001888,PSNS,
1978,New South Wales,Population,5053790,PSNS,
1979,New South Wales,Population,5111130,PSNS,
1980,New South Wales,Population,5171527,PSNS,
1981,New South Wales,Population,5234889,PSNS,
1982,New South Wales,Population,5303580,PSNS,
1983,New South Wales,Population,5352959,PSNS,
1984,New South Wales,Population,5402729,PSNS,
1985,New South Wales,Population,5464512,PSNS,
1986,New South Wales,Population,5531526,PSNS,
1987,New South Wales,Population,5616736,PSNS,
1988,New South Wales,Population,5707309,PSNS,
1989,New South Wales,Population,5776283,PSNS,
1990,New South Wales,Population,5834021,PSNS,
1991,New South Wales,Population,5898731,PSNS,
1992,New South Wales,Population,5957822,PSNS,
1993,New South Wales,Population,5995055,PSNS,
1994,New South Wales,Population,6044819,PSNS,
1995,New South Wales,Population,6105560,PSNS,
1996,New South Wales,Population,6176461,PSNS,
1997,New South Wales,Population,6246267,PSNS,
1998,New South Wales,Population,6305799,PSNS,
1999,New South Wales,Population,6375103,PSNS,
2000,New South Wales,Population,6446558,PSNS,
2001,New South Wales,Population,6530349,PSNS,
2002,New South Wales,Population,6580807,PSNS,
2003,New South Wales,Population,6620715,PSNS,
2004,New South Wales,Population,6650735,PSNS,
2005,New South Wales,Population,6693206,PSNS,
2006,New South Wales,Population,6742690,PSNS,
2007,New South Wales,Population,6834156,PSNS,
2008,New South Wales,Population,6943461,PSNS,
2009,New South Wales,Population,7053755,PSNS,
2010,New South Wales,Population,7144292,PSNS,
2011,New South Wales,Population,7218529,PSNS,
2012,New South Wales,Population,7304244,PSNS,
2013,New South Wales,Population,7404032,PSNS,
2014,New South Wales,Population,7508353,PSNS,
2015,New South Wales,Population,7616168,PSNS,
2016,New South Wales,Population,7732858,PSNS,
2017,New South Wales,Population,7855316,PSNS,
2018,New South Wales,Population,7954476,PSNS,
2019,New South Wales,Population,8046748,PSNS,
2020,New South Wales,Population,8110610,PSNS,
2021,New South Wales,Population,8097062,PSNS,
2022,New South Wales,Population,8165731,PSNS,
2023,New South Wales,Population,8339347,PSNS,
2024,New South Wales,Population,8484357,PSNS,
1975,Australia,Crude birth rate,16.8,NUM,
1976,Australia,Crude birth rate,16.2,NUM,
1977,Australia,Crude birth rate,15.9,NUM,
1978,Australia,Crude birth rate,15.6,NUM,
1979,Australia,Crude birth rate,15.4,NUM,
1980,Australia,Crude birth rate,15.3,NUM,
1981,Australia,Crude birth rate,15.8,NUM,
1982,Australia,Crude birth rate,15.8,NUM,
1983,Australia,Crude birth rate,15.8,NUM,
1984,Australia,Crude birth rate,15,NUM,
1985,Australia,Crude birth rate,15.7,NUM,
1986,Australia,Crude birth rate,15.2,NUM,
1987,Australia,Crude birth rate,15,NUM,
1988,Australia,Crude birth rate,14.9,NUM,
1989,Australia,Crude birth rate,14.9,NUM,
1990,Australia,Crude birth rate,15.4,NUM,
1991,Australia,Crude birth rate,14.9,NUM,
1992,Australia,Crude birth rate,15.1,NUM,
1993,Australia,Crude birth rate,14.8,NUM,
1994,Australia,Crude birth rate,14.5,NUM,
1995,Australia,Crude birth rate,14.2,NUM,
1996,Australia,Crude birth rate,13.9,NUM,
1997,Australia,Crude birth rate,13.7,NUM,
1998,Australia,Crude birth rate,13.4,NUM,
1999,Australia,Crude birth rate,13.2,NUM,
2000,Australia,Crude birth rate,13.1,NUM,
2001,Australia,Crude birth rate,12.8,NUM,
2002,Australia,Crude birth rate,12.9,NUM,
2003,Australia,Crude birth rate,12.7,NUM,
2004,Australia,Crude birth rate,12.8,NUM,
2005,Australia,Crude birth rate,13.1,NUM,
2006,Australia,Crude birth rate,13.2,NUM,
2007,Australia,Crude birth rate,14,NUM,
2008,Australia,Crude birth rate,14.2,NUM,
2009,Australia,Crude birth rate,13.9,NUM,
2010,Australia,Crude birth rate,13.8,NUM,
2011,Australia,Crude birth rate,13.5,NUM,
2012,Australia,Crude birth rate,13.6,NUM,
2013,Australia,Crude birth rate,13.3,NUM,
2014,Australia,Crude birth rate,12.8,NUM,
2015,Australia,Crude birth rate,12.8,NUM,
2016,Australia,Crude birth rate,12.9,NUM,
2017,Australia,Crude birth rate,12.6,NUM,
2018,Australia,Crude birth rate,12.6,NUM,
2019,Australia,Crude birth rate,12.1,NUM,
2020,Australia,Crude birth rate,11.5,NUM,
2021,Australia,Crude birth rate,12.1,NUM,
2022,Australia,Crude birth rate,11.6,NUM,
2023,Australia,Crude birth rate,10.8,NUM,
2024,Australia,Crude birth rate,10.7,NUM,
1975,Tasmania,Female births,3390,NUM,
1976,Tasmania,Female births,3254,NUM,
1977,Tasmania,Female births,3285,NUM,
1978,Tasmania,Female births,3373,NUM,
1979,Tasmania,Female births,3351,NUM,
1980,Tasmania,Female births,3281,NUM,
1981,Tasmania,Female births,3556,NUM,
1982,Tasmania,Female births,3423,NUM,
1983,Tasmania,Female births,3411,NUM,
1984,Tasmania,Female births,3550,NUM,
1985,Tasmania,Female births,3588,NUM,
1986,Tasmania,Female births,3335,NUM,
1987,Tasmania,Female births,3307,NUM,
1988,Tasmania,Female births,3346,NUM,
1989,Tasmania,Female births,3307,NUM,
1990,Tasmania,Female births,3423,NUM,
1991,Tasmania,Female births,3416,NUM,
1992,Tasmania,Female births,3392,NUM,
1993,Tasmania,Female births,3312,NUM,
1994,Tasmania,Female births,3347,NUM,
1995,Tasmania,Female births,3180,NUM,
1996,Tasmania,Female births,3111,NUM,
1997,Tasmania,Female births,2909,NUM,
1998,Tasmania,Female births,2925,NUM,
1999,Tasmania,Female births,2976,NUM,
2000,Tasmania,Female births,2707,NUM,
2001,Tasmania,Female births,3054,NUM,
2002,Tasmania,Female births,2985,NUM,
2003,Tasmania,Female births,2770,NUM,
2004,Tasmania,Female births,2787,NUM,
2005,Tasmania,Female births,3080,NUM,
2006,Tasmania,Female births,3126,NUM,
2007,Tasmania,Female births,3270,NUM,
2008,Tasmania,Female births,3322,NUM,
2009,Tasmania,Female births,3235,NUM,
2010,Tasmania,Female births,3068,NUM,
2011,Tasmania,Female births,3203,NUM,
2012,Tasmania,Female births,3024,NUM,
2013,Tasmania,Female births,3014,NUM,
2014,Tasmania,Female births,2906,NUM,
2015,Tasmania,Female births,2748,NUM,
2016,Tasmania,Female births,2916,NUM,
2017,Tasmania,Female births,2767,NUM,
2018,Tasmania,Female births,2692,NUM,
2019,Tasmania,Female births,2768,NUM,
2020,Tasmania,Female births,2846,NUM,
2021,Tasmania,Female births,2920,NUM,
2022,Tasmania,Female births,2728,NUM,
2023,Tasmania,Female births,2729,NUM,
2024,Tasmania,Female births,2757,NUM,
1975,South Australia,Ex-nuptial births,1933,NUM,
1976,South Australia,Ex-nuptial births,1785,NUM,
1977,South Australia,Ex-nuptial births,1890,NUM,
1978,South Australia,Ex-nuptial births,2063,NUM,
1979,South Australia,Ex-nuptial births,2101,NUM,
1980,South Australia,Ex-nuptial births,2302,NUM,
1981,South Australia,Ex-nuptial births,2503,NUM,
1982,South Australia,Ex-nuptial births,2522,NUM,
1983,South Australia,Ex-nuptial births,2837,NUM,
1984,South Australia,Ex-nuptial births,2904,NUM,
1985,South Australia,Ex-nuptial births,2865,NUM,
1986,South Australia,Ex-nuptial births,3451,NUM,
1987,South Australia,Ex-nuptial births,3423,NUM,
1988,South Australia,Ex-nuptial births,3602,NUM,
1989,South Australia,Ex-nuptial births,4115,NUM,
1990,South Australia,Ex-nuptial births,4537,NUM,
1991,South Australia,Ex-nuptial births,4763,NUM,
1992,South Australia,Ex-nuptial births,4834,NUM,
1993,South Australia,Ex-nuptial births,5096,NUM,
1994,South Australia,Ex-nuptial births,5148,NUM,
1995,South Australia,Ex-nuptial births,5295,NUM,
1996,South Australia,Ex-nuptial births,5728,NUM,
1997,South Australia,Ex-nuptial births,5434,NUM,
1998,South Australia,Ex-nuptial births,5537,NUM,
1999,South Australia,Ex-nuptial births,5596,NUM,
2000,South Australia,Ex-nuptial births,5814,NUM,
2001,South Australia,Ex-nuptial births,5806,NUM,
2002,South Australia,Ex-nuptial births,6070,NUM,
2003,South Australia,Ex-nuptial births,6086,NUM,
2004,South Australia,Ex-nuptial births,6098,NUM,
2005,South Australia,Ex-nuptial births,6523,NUM,
2006,South Australia,Ex-nuptial births,6689,NUM,
2007,South Australia,Ex-nuptial births,7207,NUM,
2008,South Australia,Ex-nuptial births,7645,NUM,
2009,South Australia,Ex-nuptial births,7439,NUM,
2010,South Australia,Ex-nuptial births,7357,NUM,
2011,South Australia,Ex-nuptial births,7267,NUM,
2012,South Australia,Ex-nuptial births,7438,NUM,
2013,South Australia,Ex-nuptial births,7234,NUM,
2014,South Australia,Ex-nuptial births,7353,NUM,
2015,South Australia,Ex-nuptial births,7041,NUM,
2016,South Australia,Ex-nuptial births,7257,NUM,
2017,South Australia,Ex-nuptial births,6899,NUM,
2018,South Australia,Ex-nuptial births,7182,NUM,
2019,South Australia,Ex-nuptial births,7350,NUM,
2020,South Australia,Ex-nuptial births,6983,NUM,
2021,South Australia,Ex-nuptial births,7732,NUM,
2022,South Australia,Ex-nuptial births,7811,NUM,
2023,South Australia,Ex-nuptial births,7374,NUM,
2024,South Australia,Ex-nuptial births,7113,NUM,
1975,Queensland,"Ex-nuptial, paternity acknowledged births",2423,NUM,
1976,Queensland,"Ex-nuptial, paternity acknowledged births",2352,NUM,
1977,Queensland,"Ex-nuptial, paternity acknowledged births",2365,NUM,
1978,Queensland,"Ex-nuptial, paternity acknowledged births",2404,NUM,
1979,Queensland,"Ex-nuptial, paternity acknowledged births",2700,NUM,
1980,Queensland,"Ex-nuptial, paternity acknowledged births",2842,NUM,
1981,Queensland,"Ex-nuptial, paternity acknowledged births",3786,NUM,
1982,Queensland,"Ex-nuptial, paternity acknowledged births",4029,NUM,
1983,Queensland,"Ex-nuptial, paternity acknowledged births",4651,NUM,
1984,Queensland,"Ex-nuptial, paternity acknowledged births",4354,NUM,
1985,Queensland,"Ex-nuptial, paternity acknowledged births",4843,NUM,
1986,Queensland,"Ex-nuptial, paternity acknowledged births",5195,NUM,
1987,Queensland,"Ex-nuptial, paternity acknowledged births",5454,NUM,
1988,Queensland,"Ex-nuptial, paternity acknowledged births",6159,NUM,
1989,Queensland,"Ex-nuptial, paternity acknowledged births",6869,NUM,
1990,Queensland,"Ex-nuptial, paternity acknowledged births",8222,NUM,
1991,Queensland,"Ex-nuptial, paternity acknowledged births",8894,NUM,
1992,Queensland,"Ex-nuptial, paternity acknowledged births",10353,NUM,
1993,Queensland,"Ex-nuptial, paternity acknowledged births",11036,NUM,
1994,Queensland,"Ex-nuptial, paternity acknowledged births",11228,NUM,
1995,Queensland,"Ex-nuptial, paternity acknowledged births",11769,NUM,
1996,Queensland,"Ex-nuptial, paternity acknowledged births",13032,NUM,
1997,Queensland,"Ex-nuptial, paternity acknowledged births",13145,NUM,
1998,Queensland,"Ex-nuptial, paternity acknowledged births",13665,NUM,
1999,Queensland,"Ex-nuptial, paternity acknowledged births",13486,NUM,
2000,Queensland,"Ex-nuptial, paternity acknowledged births",13937,NUM,
2001,Queensland,"Ex-nuptial, paternity acknowledged births",14692,NUM,
2002,Queensland,"Ex-nuptial, paternity acknowledged births",15214,NUM,
2003,Queensland,"Ex-nuptial, paternity acknowledged births",15555,NUM,
2004,Queensland,"Ex-nuptial, paternity acknowledged births",16939,NUM,
2005,Queensland,"Ex-nuptial, paternity acknowledged births",17958,NUM,
2006,Queensland,"Ex-nuptial, paternity acknowledged births",18728,NUM,
2007,Queensland,"Ex-nuptial, paternity acknowledged births",22373,NUM,
2008,Queensland,"Ex-nuptial, paternity acknowledged births",24201,NUM,
2009,Queensland,"Ex-nuptial, paternity acknowledged births",24890,NUM,
2010,Queensland,"Ex-nuptial, paternity acknowledged births",24369,NUM,
2011,Queensland,"Ex-nuptial, paternity acknowledged births",23661,NUM,
2012,Queensland,"Ex-nuptial, paternity acknowledged births",24276,NUM,
2013,Queensland,"Ex-nuptial, paternity acknowledged births",23953,NUM,
2014,Queensland,"Ex-nuptial, paternity acknowledged births",23791,NUM,
2015,Queensland,"Ex-nuptial, paternity acknowledged births",23330,NUM,
2016,Queensland,"Ex-nuptial, paternity acknowledged births",22471,NUM,
2017,Queensland,"Ex-nuptial, paternity acknowledged births",22607,NUM,
2018,Queensland,"Ex-nuptial, paternity acknowledged births",23174,NUM,
2019,Queensland,"Ex-nuptial, paternity acknowledged births",23623,NUM,
2020,Queensland,"Ex-nuptial, paternity acknowledged births",23030,NUM,
2021,Queensland,"Ex-nuptial, paternity acknowledged births",25900,NUM,
2022,Queensland,"Ex-nuptial, paternity acknowledged births",25980,NUM,
2023,Queensland,"Ex-nuptial, paternity acknowledged births",24343,NUM,
2024,Queensland,"Ex-nuptial, paternity acknowledged births",24309,NUM,
1975,Queensland,Male births,18615,NUM,
1976,Queensland,Male births,18004,NUM,
1977,Queensland,Male births,18034,NUM,
1978,Queensland,Male births,17804,NUM,
1979,Queensland,Male births,18150,NUM,
1980,Queensland,Male births,18077,NUM,
1981,Queensland,Male births,20136,NUM,
1982,Queensland,Male births,20957,NUM,
1983,Queensland,Male births,21733,NUM,
1984,Queensland,Male births,20840,NUM,
1985,Queensland,Male births,20843,NUM,
1986,Queensland,Male births,20782,NUM,
1987,Queensland,Male births,20293,NUM,
1988,Queensland,Male births,20820,NUM,
1989,Queensland,Male births,21428,NUM,
1990,Queensland,Male births,23082,NUM,
1991,Queensland,Male births,22564,NUM,
1992,Queensland,Male births,23600,NUM,
1993,Queensland,Male births,24055,NUM,
1994,Queensland,Male births,24148,NUM,
1995,Queensland,Male births,23863,NUM,
1996,Queensland,Male births,24533,NUM,
1997,Queensland,Male births,24024,NUM,
1998,Queensland,Male births,24042,NUM,
1999,Queensland,Male births,23919,NUM,
2000,Queensland,Male births,24291,NUM,
2001,Queensland,Male births,24377,NUM,
2002,Queensland,Male births,24454,NUM,
2003,Queensland,Male births,24847,NUM,
2004,Queensland,Male births,25586,NUM,
2005,Queensland,Male births,26728,NUM,
2006,Queensland,Male births,27142,NUM,
2007,Queensland,Male births,31692,NUM,
2008,Queensland,Male births,32609,NUM,
2009,Queensland,Male births,34086,NUM,
2010,Queensland,Male births,33031,NUM,
2011,Queensland,Male births,32237,NUM,
2012,Queensland,Male births,32876,NUM,
2013,Queensland,Male births,32759,NUM,
2014,Queensland,Male births,32292,NUM,
2015,Queensland,Male births,31850,NUM,
2016,Queensland,Male births,31495,NUM,
2017,Queensland,Male births,31720,NUM,
2018,Queensland,Male births,31885,NUM,
2019,Queensland,Male births,31793,NUM,
2020,Queensland,Male births,30520,NUM,
2021,Queensland,Male births,32835,NUM,
2022,Queensland,Male births,31991,NUM,
2023,Queensland,Male births,29866,NUM,
2024,Queensland,Male births,30260,NUM,
1975,Northern Territory,Female births,1079,NUM,
1976,Northern Territory,Female births,1296,NUM,
1977,Northern Territory,Female births,1236,NUM,
1978,Northern Territory,Female births,1287,NUM,
1979,Northern Territory,Female births,1392,NUM,
1980,Northern Territory,Female births,1262,NUM,
1981,Northern Territory,Female births,1503,NUM,
1982,Northern Territory,Female births,1458,NUM,
1983,Northern Territory,Female births,1570,NUM,
1984,Northern Territory,Female births,1562,NUM,
1985,Northern Territory,Female births,1627,NUM,
1986,Northern Territory,Female births,1604,NUM,
1987,Northern Territory,Female births,1710,NUM,
1988,Northern Territory,Female births,1636,NUM,
1989,Northern Territory,Female births,1639,NUM,
1990,Northern Territory,Female births,1759,NUM,
1991,Northern Territory,Female births,1800,NUM,
1992,Northern Territory,Female births,1829,NUM,
1993,Northern Territory,Female births,1719,NUM,
1994,Northern Territory,Female births,1808,NUM,
1995,Northern Territory,Female births,1806,NUM,
